филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
робин	robina	робин	robina	N;ANIM;NOM;MASC;SG	
робин	robyn	робин	robyna	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
библиотек	biblioteki	библиотека	biblioteka	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
угроза	groźby	угроза	groźba	N;INAN;NOM;FEM;SG	
мтс	mts	мтс	mtsny	N;INAN;NOM;MASC;SG	
председатели	przewodniczących	председатель	przewodniczyć	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
председатели	prezydentów	председатель	prezydent	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
председатели	przewodniczących	председатель	przewodniczyć	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
председатели	przewodniczących	председатель	przewodniczyć	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
фёдоров	fiodorow	федор	fiodor	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мозель	moselle	мозель	moselle	N;INAN;NOM;MASC;SG	
подростков	nastolatki	подросток	nastolatka	N;ANIM;GEN;MASC;PL	N;NOM;FEM;SG
подростков	nastolatków	подросток	nastolatek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
подростков	nastolatki	подросток	nastolatka	N;ANIM;GEN;MASC;PL	N;NOM;FEM;SG
подростков	nastolatków	подросток	nastolatek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
демо	demo	демо	demo	ADV	
демо	demonstracja	демо	demonstracja	ADV	N;NOM;FEM;SG
демо	demos	демо	demos	ADV	
демо	demo	демо	demo	ADV	
военнопленных	jeńców	военнопленный	jeniec	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
трагедия	tragiczne	трагедия	tragiczny	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
трагедия	tragiczna	трагедия	tragiczny	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
трагедия	tragiczny	трагедия	tragiczny	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
трагедия	tragedii	трагедия	tragedia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
трагедия	tragedię	трагедия	tragedia	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
заседание	sesję	заседание	sesja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
заседание	sesje	заседание	sesja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
заседание	sesji	заседание	sesja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
заседание	spotkania	заседание	spotkanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
луки	luca	лук	luca	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	
таиланда	tajlandia	таиланд	tajlandia	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
таиланда	tajski	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
пройдя	przechodząc	пройти	przechodzić	V;PFV;PST;V.CVB;ACT	V;IPFV;PRS;V.CVB;ACT
пройдя	mijania	пройти	mijanie	V;PFV;PST;V.CVB;ACT	
советники	doradcy	советник	doradca	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
советники	doradców	советник	doradca	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
советники	doradcy	советник	doradca	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
советники	doradców	советник	doradca	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
советники	radnych	советник	radny	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
отправили	wysłane	отправить	wysłać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
отправили	wysłany	отправить	wysłać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
отправили	wysłane	отправить	wysłać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
аэропорты	lotniska	аэропорт	lotnisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
гитлер	hitlera	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
связанный	połączone	связать	połączyć	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
связанный	powiązane	связать	powiązać	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
оплаты	wypłata	оплата	wypłatać	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
оплаты	zapłata	оплата	zapłatać	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
оплаты	płatności	оплата	płatność	N;INAN;GEN;FEM;SG	N;ACC;FEM;PL
оплаты	płatność	оплата	płatność	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
организмов	organizmy	организм	organizm	N;INAN;GEN;MASC;PL	V;IPFV;IMP;PL;1;FIN;ACT
присоединиться	dołącz	присоединиться	dołączyć	V;PFV;NFIN;MID	V;PFV;IMP;SG;2;FIN;ACT
хьюстон	houston	хьюстон	houston	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
счастье	szczęścia	счастье	szczęście	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
загрузки	pobieranie	загрузка	pobieranie	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
холл	hala	холл	hala	N;INAN;NOM;MASC;SG	
холл	holu	холл	hol	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
холл	hall	холл	hall	N;INAN;NOM;MASC;SG	
культ	sekty	культ	sekt	N;INAN;NOM;MASC;SG	
культ	kultu	культ	kult	N;INAN;NOM;MASC;SG	
лесных	lasy	лесной	las	ADJ;GEN;PL	N;NOM;MASC;PL
лесных	leśne	лесной	leśny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
лесных	lasu	лесной	las	ADJ;GEN;PL	N;GEN;MASC;SG
лесных	leśny	лесной	leśny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
лесных	las	лесной	las	ADJ;GEN;PL	N;NOM;MASC;SG
никитин	nikitin	никитин	nikitin	N;ANIM;NOM;MASC;SG	
поколений	pokolenie	поколение	pokolenie	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
поколений	pokolenia	поколение	pokolenie	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
поколений	pokoleń	поколение	pokolenie	N;INAN;GEN;NEUT;PL	
македония	macedonii	македония	macedonia	N;INAN;NOM;FEM;SG	
утверждено	zatwierdzony	утвердить	zatwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
утверждено	zatwierdzono	утвердить	zatwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
утверждено	zatwierdzona	утвердить	zatwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
утверждено	zatwierdzone	утвердить	zatwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
утверждено	zatwierdzonych	утвердить	zatwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
волос	włosy	волос	włos	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
волос	sierść	волос	sierść	N;INAN;GEN;FEM;PL	
создатели	twórców	создатель	twórca	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
покрытия	okładki	покрытие	okładka	N;INAN;NOM;NEUT;PL	N;ACC;FEM;PL
покрытия	okładka	покрытие	okładka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
покрытия	pokrycie	покрытие	pokrycie	N;INAN;NOM;NEUT;PL	
покрытия	powłoki	покрытие	powłoki	N;INAN;NOM;NEUT;PL	
ферма	farma	ферма	farma	N;INAN;NOM;FEM;SG	
ферма	farmie	ферма	farma	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
произносится	wymawia	произносить	wymawiać	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
условие	warunek	условие	warunek	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
объединять	połączyć	объединять	połączyć	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
португальский	portugalii	португальский	portugalia	ADJ;NOM;MASC;SG	
португальский	portugalskim	португальский	portugalski	ADJ;NOM;MASC;SG	ADJ;INS;MASC;SG
низкий	niska	низкий	niska	ADJ;NOM;MASC;SG	
низкий	low	низкий	low	ADJ;NOM;MASC;SG	
низкий	nisko	низкий	nisko	ADJ;NOM;MASC;SG	ADV
никуда	nigdzie	никуда	nigdzie	ADV	
древесины	drewno	древесина	drewno	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
древесины	wood	древесина	wood	N;INAN;NOM;FEM;PL	
древесины	drewna	древесина	drewna	N;INAN;NOM;FEM;PL	
уменьшить	zmniejszenia	уменьшить	zmniejszyć	V;PFV;NFIN;ACT	N;PFV;GEN;NEUT;SG;POS;V.MSDR
уменьшить	spadek	уменьшить	spadka	V;PFV;NFIN;ACT	N;NOM;MASC;SG
уменьшить	zmniejszenie	уменьшить	zmniejszenie	V;PFV;NFIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
уменьшить	psychiatra	уменьшить	psychiatra	V;PFV;NFIN;ACT	N;NOM;MASC;SG
типичный	typowo	типичный	typowo	ADJ;NOM;MASC;SG	
мобильных	mobile	мобильный	mobil	ADJ;GEN;PL	
мобильных	mobilnej	мобильный	mobilny	ADJ;GEN;PL	ADJ;GEN;FEM;SG
мобильных	mobilne	мобильный	mobilny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
мобильных	komórka	мобильный	komórka	ADJ;GEN;PL	N;NOM;FEM;SG
получены	otrzymała	получить	otrzymać	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
получены	otrzymana	получить	otrzymać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
получены	otrzymano	получить	otrzymać	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
получены	otrzymany	получить	otrzymać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
получены	otrzymane	получить	otrzymać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
азота	azotu	азот	azot	N;INAN;GEN;MASC;SG	
азота	azot	азот	azot	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
усовершенствования	poprawa	усовершенствование	poprawa	N;INAN;NOM;NEUT;PL	V;IPFV;IND;SG;PRS;FIN;ACT
усовершенствования	udoskonalenia	усовершенствование	udoskonalenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
усовершенствования	ulepszenia	усовершенствование	ulepszyć	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
усовершенствования	poprawy	усовершенствование	poprawa	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
усовершенствования	doskonalenie	усовершенствование	doskonalenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
усовершенствования	usprawnienia	усовершенствование	usprawnienie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
усовершенствования	ulepszenia	усовершенствование	ulepszyć	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
усовершенствования	udoskonalenia	усовершенствование	udoskonalenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
мозг	rozum	мозг	rozum	N;INAN;NOM;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
мозг	mózgu	мозг	mózg	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
мозг	mózgi	мозг	mózg	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
мозг	mózgów	мозг	mózg	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
поднял	podniesione	поднять	podnieść	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
поднял	podniesiony	поднять	podnieść	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
поднял	wychowana	поднять	wychować	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
поднял	wychowany	поднять	wychować	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
бред	brada	бред	brada	N;INAN;NOM;MASC;SG	
бред	brad	бред	brad	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
бред	delirium	бред	delirium	N;INAN;NOM;MASC;SG	
дэнни	denny	дэнный	denny	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
секция	sekcję	секция	sekcja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
секция	sekcji	секция	sekcja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
десятка	dziesięć	десяток	dziesięć	N;INAN;NOM;MASC;SG	
десятка	dozen	десяток	dozen	N;INAN;NOM;MASC;SG	
десятка	tuzin	десяток	tuzin	N;INAN;NOM;MASC;SG	
нацистской	naziści	нацистский	naziść	ADJ;INS;FEM;SG	N;NOM;MASC;PL
нацистской	nazistowskich	нацистский	nazistowski	ADJ;INS;FEM;SG	ADJ;GEN;MASC;PL
богатых	bogata	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;FEM;SG
богатых	bogate	богатый	bogaty	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
богатых	rich	богатый	richy	ADJ;GEN;PL	
богатых	bogaty	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;MASC;SG
богатых	bogata	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;FEM;SG
богатых	bogaty	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;MASC;SG
сау	sau	сау	sau	N;INAN;NOM;FEM;SG	
биология	biologii	биология	biologia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
акулы	rekinów	акула	rekin	N;ANIM;NOM;FEM;PL	N;GEN;MASC;PL
акулы	rekina	акула	rekina	N;ANIM;NOM;FEM;PL	N;ACC;MASC;SG
акулы	rekin	акула	rekin	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
сложность	trudności	сложность	trudność	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
сложность	złożoności	сложность	złożoność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
прибытия	dojazd	прибытие	dojazd	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
прибытия	przybycie	прибытие	przybyć	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
прибытия	przyjazd	прибытие	przyjazd	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
осло	oslo	осло	oslo	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
расписание	grafik	расписание	grafik	N;INAN;NOM;NEUT;SG	
введено	wprowadzone	ввести	wprowadzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
введено	wprowadzono	ввести	wprowadzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
введено	wprowadzony	ввести	wprowadzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
введено	wprowadzona	ввести	wprowadzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
квантовой	kwantowa	квантовый	kwantowy	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
квантовой	kwantowej	квантовый	kwantowy	ADJ;INS;FEM;SG	ADJ;GEN;FEM;SG
разрыв	zerwania	разрыв	zerwanie	N;INAN;NOM;MASC;SG	
разрыв	luka	разрыв	luka	N;INAN;NOM;MASC;SG	
разрыв	gap	разрыв	gapić	N;INAN;NOM;MASC;SG	
греки	greków	грек	grek	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
греки	grecki	грек	grecki	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
греки	grecka	грек	grecki	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
греки	grecja	грек	grecja	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
греки	greckie	грек	grecki	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
проявления	manifestacji	проявление	manifestacja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
эволюция	ewolucję	эволюция	ewolucja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
эволюция	ewolucji	эволюция	ewolucja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
подписания	podpisania	подписание	podpisać	N;INAN;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
подписания	podpisanie	подписание	podpisać	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
подписания	podpis	подписание	podpis	N;INAN;NOM;NEUT;PL	N;ACC;MASC;SG
леонардо	leonardo	леонардо	leonardo	N;ANIM;NOM;MASC;SG	
сеньор	signor	сеньор	signor	N;ANIM;NOM;MASC;SG	
водитель	kierowcy	водитель	kierowca	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
постоянная	stał	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянная	stała	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
постоянная	trwał	постоянный	trwać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянная	stały	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
постоянная	stał	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянная	stały	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
постоянная	stałej	постоянный	stały	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
постоянная	stała	постоянный	stać	ADJ;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
монахов	mnichów	монах	mnich	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
монахов	mnisi	монах	małić	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
паоло	paolo	пайть	paolo	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
вино	wina	вино	wino	N;INAN;NOM;NEUT;SG	
бокс	boksie	бокс	boks	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
прожил	mieszkał	прожить	mieszkać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
прожил	żyła	прожить	żyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
прожил	żył	прожить	żyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
прожил	żył	прожить	żyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
рабов	niewolników	раб	niewolnik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
рабов	niewolnicy	раб	niewolnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
формируется	stanowiących	формироваться	stanowić	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
боливии	boliwii	боливия	boliwia	N;INAN;NOM;FEM;PL	
боливии	boliwii	боливия	boliwia	N;INAN;NOM;FEM;PL	
популярная	popularnych	популярный	popularny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
желающие	chętnych	желать	chętny	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	N;GEN;MASC;PL
шейх	szejk	шейх	szejk	N;ANIM;NOM;MASC;SG	
шейх	szejk	шейх	szejk	N;ANIM;NOM;MASC;SG	
охлаждения	chłodzenie	охлаждение	chłodzić	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
охлаждения	chłodzenia	охлаждение	chłodzić	N;INAN;NOM;NEUT;PL	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
охлаждения	chłodzenie	охлаждение	chłodzić	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
охлаждения	chłodzenia	охлаждение	chłodzić	N;INAN;NOM;NEUT;PL	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
гаити	haiti	гаить	haiti	N;INAN;NOM;FEM;SG	
арсенал	arsenal	арсенал	arsenal	N;INAN;NOM;MASC;SG	
отбор	wyboru	отбор	wybór	N;INAN;NOM;MASC;SG	
отбор	dobór	отбор	dobór	N;INAN;NOM;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
заменена	zastąpiony	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
заменена	zastąpiła	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
заменена	zastąpił	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
заменена	zastąpić	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
заменена	zastąpiona	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
заменена	zastąpione	заменить	zastąpić	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
автономии	autonomię	автономия	autonomię	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
автономии	autonomii	автономия	autonomia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
мадам	pani	мада	pani	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
мадам	pani	мада	pani	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
мадам	madame	мада	madama	N;ANIM;DAT;FEM;PL	
молока	mleko	молоко	mleko	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
специалиста	specjalista	специалист	specjalista	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
специалиста	specjalistyczne	специалист	specjalistyczny	N;ANIM;ACC;MASC;SG	ADJ;NOM;NEUT;SG
окончательный	finał	окончательный	finał	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
мера	środka	мера	środek	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
мера	miary	мера	miara	N;INAN;NOM;FEM;SG	
департаменты	departamentów	департамент	departament	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
департаменты	działy	департамент	dziać	N;INAN;NOM;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
новичков	nowi	новичок	nowy	N;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;PL
фазы	faz	фаза	faz	N;INAN;NOM;FEM;PL	
фазы	fazy	фаза	faza	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
рекорды	records	рекорд	records	N;INAN;NOM;MASC;PL	
меню	menu	меню	menu	N;INAN;NOM;NEUT;SG	
меню	menu	меню	menu	N;INAN;NOM;NEUT;SG	
белград	belgradzie	белград	belgrad	N;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
вилли	willy	вилль	willa	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вилли	willi	вилль	willa	N;ANIM;NOM;MASC;SG	N;GEN;FEM;SG
вилли	willy	вилль	willa	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вилли	willie	вилль	willa	N;ANIM;NOM;MASC;SG	
хлеба	pieczywo	хлеб	pieczywo	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
хлеба	chleb	хлеб	chleb	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
куча	sterty	куча	stert	N;INAN;NOM;FEM;SG	
владельцев	właściciele	владелец	właściciel	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
владельцев	właścicielami	владелец	właściciel	N;ANIM;GEN;MASC;PL	N;INS;MASC;PL
владельцев	właścicieli	владелец	właściciel	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
кислот	kwasy	кислота	kwas	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
археологических	archeologiczne	археологический	archeologiczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
сорока	soroka	сорок	sorok	NUM;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
сорока	sroka	сорок	sroka	NUM;NOM	PROPN;NOM;FEM;SG
соблюдать	obserwuj	соблюдать	obserwować	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
наталия	natalia	наталия	natalia	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
