van	from	van	from	ADP	PROPN
zomer	летний	zomer	летний	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
sovjet	советская	sovjet	советский	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
sovjet	советского	sovjet	советский	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
sovjet	советский	sovjet	советский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
sovjet	советские	sovjet	советский	N;MASC+FEM;SG	ADJ;NOM;PL
relatie	взаимоотношения	relatie	взаимоотношение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
relatie	отношения	relatie	отношение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
race	гонки	race	гонка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
race	расы	race	раса	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
festival	festival	festival	festival	N;NEUT;SG	PROPN
reactie	комментировать	reactie	комментировать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
reactie	прокомментировать	reactie	комментировать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
reactie	реакции	reactie	реакция	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
nominatie	номинации	nominatie	номинация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
buurt	окрестности	buurt	окрестность	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hulp	помогите	hulp	помочь	N;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
hulp	помочь	hulp	помочь	N;MASC+FEM;SG	V;PFV;NFIN;ACT
lied	song	lied	song	N;NEUT;SG	PROPN
sport	sport	sport	sport	N;MASC+FEM;SG	PROPN
langer	дольше	langer	долго	ADJ;CMPR	ADV;CMPR
langer	лангер	langer	лангер	ADJ;CMPR	
media	media	media	media	N;PL	PROPN
media	медиа	media	медиа	N;PL	N;INAN;NOM;NEUT;SG
vroeg	рано	vroeg	рано	ADJ	ADV
zag	пила	zien	пила	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
loop	цикл	lopen	цикл	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
loop	петля	lopen	петля	V;SG;PRS;FIN	N;INAN;NOM;FEM;SG
heet	горячие	heten	горячий	V;SG;PRS;FIN	ADJ;NOM;PL
heet	hot	heten	hot	V;SG;PRS;FIN	PROPN
heet	жарко	heten	жаркий	V;SG;PRS;FIN	ADJ;NEUT;SG
heet	горячо	heten	горячо	V;SG;PRS;FIN	ADV
heet	горячая	heten	горячий	V;SG;PRS;FIN	ADJ;NOM;FEM;SG
upload	загрузите	upload	загрузить	N;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
upload	загрузить	upload	загрузить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
gitaar	гитары	gitaar	гитара	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
liep	гуляли	lopen	гулять	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
verband	бинты	verband	бинт	N;NEUT;SG	N;INAN;NOM;MASC;PL
italiaans	итальянцы	italiaans	итальянец	ADJ	N;ANIM;NOM;MASC;PL
italiaans	италии	italiaans	италия	ADJ	N;INAN;NOM;FEM;PL
hield	любили	houden	любить	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
jong	янг	jong	янг	ADJ	N;ANIM;NOM;MASC;SG
jong	young	jong	young	ADJ	PROPN
ontwerp	design	ontwerp	design	N;NEUT;SG	PROPN
bouwen	строительство	bouwen	строительство	V;NFIN	N;INAN;NOM;NEUT;SG
bouwen	здание	bouwen	здание	V;NFIN	N;INAN;NOM;NEUT;SG
bouwen	конструкция	bouwen	конструкция	V;NFIN	N;INAN;NOM;FEM;SG
bouwen	строительство	bouwen	строительство	V;NFIN	N;INAN;NOM;NEUT;SG
hof	hof	hof	hof	N;NEUT;SG	PROPN
lopen	прогулки	lopen	прогулка	V;NFIN	N;INAN;NOM;FEM;PL
lopen	прогулка	lopen	прогулка	V;NFIN	N;INAN;NOM;FEM;SG
lopen	пешком	lopen	пешком	V;NFIN	ADV
maastricht	маастрихте	maastricht	маастрихт	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
gegevens	информация	gegeven	информация	N;PL	N;INAN;NOM;FEM;SG
gegevens	data	gegeven	data	N;PL	PROPN
sluipwespen	ichneumonidae	sluipwesp	ichneumonidae	N;PL	PROPN
vol	vol	vol	vol	ADJ	PROPN
hoop	надеется	hoop	надеяться	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
hoop	надежды	hoop	надежда	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hoop	надеюсь	hoop	надеяться	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
hoop	надеемся	hoop	надеяться	N;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;MID
bijdragen	вклад	bijdrage	вклад	N;PL	N;INAN;NOM;MASC;SG
aangepast	индивидуально	aanpassen	индивидуально	V;V.PTCP	ADV
aangepast	обычай	aanpassen	обычай	V;V.PTCP	N;INAN;NOM;MASC;SG
ver	далеко	ver	далеко	ADJ	ADV
india	индию	india	индия	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
india	индия	india	индий	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
india	индии	india	индия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
circa	circa	circa	circa	ADV	PROPN
overwinning	победы	overwinning	победа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
goud	золотой	goud	золотой	N;NEUT;SG	ADJ;NOM;MASC;SG
goud	золотая	goud	золотой	N;NEUT;SG	ADJ;NOM;FEM;SG
goud	gold	goud	gold	N;NEUT;SG	PROPN
goud	золотые	goud	золотой	N;NEUT;SG	ADJ;NOM;PL
uitgezonden	трансляция	uitzenden	трансляция	V;V.PTCP	N;INAN;NOM;FEM;SG
uitgezonden	трансляции	uitzenden	трансляция	V;V.PTCP	N;INAN;NOM;FEM;PL
uitgezonden	вещание	uitzenden	вещание	V;V.PTCP	N;INAN;NOM;NEUT;SG
dichter	поэт	dichter	поэт	ADJ;CMPR	N;ANIM;NOM;MASC;SG
dichter	поэта	dichter	поэт	ADJ;CMPR	N;ANIM;ACC;MASC;SG
dichter	поближе	dichter	близко	ADJ;CMPR	ADV;CMPR
formule	formula	formule	formula	N;MASC+FEM;SG	PROPN
formule	формулы	formule	формула	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
online	онлайн	online	онлайн	ADJ	ADV
online	online	online	online	ADJ	PROPN
ogen	глаз	oog	глаз	N;PL	N;INAN;NOM;MASC;SG
ster	star	ster	star	N;MASC+FEM;SG	PROPN
ster	стар	ster	стар	N;MASC+FEM;SG	
svg	svg	svg	svg	N;MASC+FEM;SG	PROPN
tegenstelling	противоречия	tegenstelling	противоречие	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
relatief	родственник	relatief	родственник	ADJ	N;ANIM;NOM;MASC;SG
relatief	относительно	relatief	относительно	ADJ	ADV
plant	растения	plant	растение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
plant	растений	plant	растение	N;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
motor	мотоциклов	motor	мотоцикл	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
denken	мышление	denken	мышление	V;NFIN	N;INAN;NOM;NEUT;SG
kracht	силы	kracht	сила	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kracht	force	kracht	force	N;MASC+FEM;SG	PROPN
kracht	power	kracht	power	N;MASC+FEM;SG	PROPN
gray	серая	gray	серый	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
gray	серого	gray	серый	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
gray	серый	gray	серый	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
gray	серые	gray	серый	N;MASC+FEM;SG	ADJ;NOM;PL
canada	canada	canada	canada	N;NEUT;SG	PROPN
verschil	diff	verschil	diff	N;NEUT;SG	
verschil	различия	verschil	различие	N;NEUT;SG	N;INAN;NOM;NEUT;PL
volgen	follow	volgen	follow	V;NFIN	PROPN
zwart	black	zwart	black	ADJ	PROPN
kaart	карт	kaart	карта	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
kaart	карты	kaart	карта	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
contact	связаться	contact	связаться	N;NEUT;SG	V;PFV;NFIN;MID
contact	контакты	contact	контакт	N;NEUT;SG	N;INAN;NOM;MASC;PL
aanval	атаковать	aanval	атаковать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
resultaat	итоги	resultaat	итог	N;NEUT;SG	N;INAN;NOM;MASC;PL
resultaat	результаты	resultaat	результат	N;NEUT;SG	N;INAN;NOM;MASC;PL
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC+FEM;SG	PROPN
reed	рид	rijden	рид	V;SG;PST;FIN	N;ANIM;NOM;MASC;SG
beetje	бит	beetje	бит	N;NEUT;SG	
brazilië	бразилия	brazilië	бразилие	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
brazilië	бразилию	brazilië	бразилие	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
brazilië	бразилии	brazilië	бразилия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
king	king	kingen	king	N;MASC+FEM;SG	PROPN
one	одна	oon	один		DET;NOM;FEM;SG
one	one	oon	one		PROPN
one	одно	oon	один		DET;NOM;NEUT;SG
one	один	oon	один		NUM;NOM;MASC
commissie	комиссии	commissie	комиссия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
harry	харри	harry	харри	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
harry	гарри	harry	гарри	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
moeilijk	жестко	moeilijk	жестко	ADJ	ADV
don	don	don	don	N;MASC+FEM;SG	PROPN
prix	prix	prix	prix	N;MASC+FEM;SG	PROPN
jij	тебя	jij	ты	PRO;NOM;2	PRO;ACC;SG;2
jij	you	jij	you	PRO;NOM;2	PROPN
verleden	прошедшее	verleden	пройти	N;NEUT;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;ACT
verleden	прошлые	verleden	прошлый	N;NEUT;SG	ADJ;NOM;PL
bank	bank	bank	bank	N;MASC+FEM;SG	PROPN
uitgeverij	издателей	uitgeverij	издатель	N;MASC+FEM;SG	N;ANIM;GEN;MASC;PL
bergen	горы	bergen	гора	V;NFIN	N;INAN;NOM;FEM;PL
bergen	берген	bergen	берген	V;NFIN	N;INAN;NOM;MASC;SG
winnen	победа	winnen	победа	V;NFIN	N;INAN;NOM;FEM;SG
winnen	выигрыш	winnen	выигрыш	V;NFIN	N;INAN;NOM;MASC;SG
winnen	победы	winnen	победа	V;NFIN	N;INAN;NOM;FEM;PL
winnen	победа	winnen	победа	V;NFIN	N;INAN;NOM;FEM;SG
naties	nations	naties	nations	N;PL	PROPN
zwitserland	швейцарии	zwitserland	швейцария	N;NEUT;SG	N;INAN;NOM;FEM;PL
optreden	меры	optreden	мера	V;NFIN	N;INAN;NOM;FEM;PL
optreden	действий	optreden	действие	V;NFIN	N;INAN;GEN;NEUT;PL
optreden	действие	optreden	действие	V;NFIN	N;INAN;NOM;NEUT;SG
optreden	действия	optreden	действие	V;NFIN	N;INAN;NOM;NEUT;PL
optreden	акция	optreden	акция	V;NFIN	N;INAN;NOM;FEM;SG
royal	королевские	royal	королевский	N;MASC+FEM;SG	ADJ;NOM;PL
royal	королевский	royal	королевский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
royal	royal	royal	royal	N;MASC+FEM;SG	PROPN
royal	королевской	royal	королевский	N;MASC+FEM;SG	ADJ;INS;FEM;SG
royal	королевская	royal	королевский	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
oudere	старшая	oud	старший	ADJ;CMPR	ADJ;NOM;FEM;SG
oudere	старший	oud	старший	ADJ;CMPR	ADJ;NOM;MASC;SG
oudere	старшая	oud	старший	ADJ;CMPR	ADJ;NOM;FEM;SG
bos	bos	bos	bos	N;NEUT;SG	PROPN
bos	леса	bos	лес	N;NEUT;SG	N;INAN;NOM;MASC;PL
bos	лесных	bos	лесной	N;NEUT;SG	ADJ;GEN;PL
begraafplaats	кладбища	begraafplaats	кладбище	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
zoeken	поиск	zoeken	поиск	V;NFIN	N;INAN;NOM;MASC;SG
combinatie	комбинации	combinatie	комбинация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
zweedse	швеции	zweeds	швеция	ADJ	N;INAN;NOM;FEM;SG
beschikbaar	доступен	beschikbaar	доступный	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
beschikbaar	имеющихся	beschikbaar	иметься	ADJ	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
lezen	чтения	lezen	чтение	V;NFIN	N;INAN;NOM;NEUT;PL
lezen	чтение	lezen	чтение	V;NFIN	N;INAN;NOM;NEUT;SG
jaarlijks	ежегодно	jaarlijks	ежегодно	ADJ	ADV
rock	rock	rock	rock	N;MASC+FEM;SG	PROPN
grenst	границы	grenzen	граница	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
grenst	границ	grenzen	граница	V;SG;PRS;FIN	N;INAN;GEN;FEM;PL
verdeeld	распространен	verdelen	распространенный	V;V.PTCP	ADJ;MASC;SG
vroege	рано	vroeg	рано	ADJ	ADV
klassieke	классика	klassiek	классик	ADJ	N;INAN;NOM;FEM;SG
klassieke	классика	klassiek	классик	ADJ	N;INAN;NOM;FEM;SG
klassieke	classic	klassiek	classic	ADJ	PROPN
tijdschrift	magazine	tijdschrift	magazine	N;NEUT;SG	PROPN
tijdschrift	journal	tijdschrift	journal	N;NEUT;SG	PROPN
materiaal	материалы	materiaal	материал	N;NEUT;SG	N;INAN;NOM;MASC;PL
materiaal	материалы	materiaal	материал	N;NEUT;SG	N;INAN;NOM;MASC;PL
standaard	умолчанию	standaard	умолчание	ADJ	N;INAN;DAT;NEUT;SG
standaard	стандарт	standaard	стандарт	ADJ	N;INAN;NOM;MASC;SG
standaard	standard	standaard	standard	ADJ	PROPN
val	вэл	vallen	вэт	V;SG;PRS;FIN	N;ANIM;NOM;MASC;SG
val	вал	vallen	вал	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
joodse	еврей	joods	еврей	ADJ	N;ANIM;NOM;MASC;SG
joodse	евреи	joods	еврей	ADJ	N;ANIM;NOM;MASC;PL
activiteiten	деятельность	activiteit	деятельность	N;PL	N;INAN;NOM;FEM;SG
deense	дании	deens	дания	ADJ	N;INAN;ESS;NEUT;SG
tegenover	противоположное	tegenover	противоположный	ADP	ADJ;NOM;NEUT;SG
tegenover	напротив	tegenover	напротив	ADP	ADV
allen	аллен	al	аллен	PRO	N;ANIM;NOM;MASC;SG
allen	ален	al	ален	PRO	N;ANIM;NOM;MASC;SG
allen	all	al	all	PRO	PROPN
beginnen	начало	beginnen	начало	V;NFIN	N;INAN;NOM;NEUT;SG
beginnen	старт	beginnen	старт	V;NFIN	N;INAN;NOM;MASC;SG
limburg	лимбург	limburg	лимбург	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
steun	поддерживаю	steun	поддерживать	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
denemarken	данию	denemarken	дание	PROPN;NEUT;SG	N;INAN;ACC;NEUT;SG
denemarken	дания	denemarken	дание	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
denemarken	дании	denemarken	дания	PROPN;NEUT;SG	N;INAN;ESS;NEUT;SG
google	google	goog	google	N;MASC+FEM;SG	PROPN
negen	nine	negen	nine	NUM	PROPN
bisdom	епархии	bisdom	епархия	N;NEUT;SG	N;INAN;NOM;FEM;PL
life	life	life	life		PROPN
life	жизнь	life	жизнь		N;INAN;NOM;FEM;SG
life	жизни	life	жизнь		N;INAN;NOM;FEM;PL
precies	точно	precies	точно	ADJ	ADV
precies	именно	precies	именно	ADJ	PART
christelijke	кристиан	christelijk	кристианин	ADJ	N;ANIM;NOM;MASC;SG
christelijke	христианин	christelijk	христианин	ADJ	N;ANIM;NOM;MASC;SG
christelijke	христиане	christelijk	христианин	ADJ	N;ANIM;NOM;MASC;PL
christelijke	христианство	christelijk	христианство	ADJ	N;INAN;NOM;NEUT;SG
christelijke	христиан	christelijk	христианин	ADJ	N;ANIM;GEN;MASC;PL
zang	поет	zang	петь	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
zang	поют	zang	петь	N;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
zang	пою	zang	пай	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
zang	петь	zang	петь	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
zang	song	zang	song	N;MASC+FEM;SG	PROPN
dragen	ношение	dragen	ношение	V;NFIN	N;INAN;NOM;NEUT;SG
getrouwd	женаты	trouwen	жената	V;V.PTCP	ADJ;PL
getrouwd	замужем	trouwen	замужем	V;V.PTCP	N;ANIM;INS;MASC;SG
getrouwd	женат	trouwen	женатый	V;V.PTCP	N;ANIM;NOM;MASC;SG
kritiek	критическая	kritiek	критический	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
kritiek	критические	kritiek	критический	N;MASC+FEM;SG	ADJ;NOM;PL
kritiek	критическое	kritiek	критический	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kritiek	критический	kritiek	критический	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
kritiek	критиковать	kritiek	критиковать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
hieronder	ниже	hieronder	низкий	N;MASC+FEM;SG	ADJ;CMPR
spons	губки	spons	губка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
lage	низко	laag	низко	ADJ	ADV
kunt	может	kunnen	мочь	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kunt	могу	kunnen	мочь	V;SG;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
kunt	можно	kunnen	можно	V;SG;PRS;FIN	ADV
kunt	can	kunnen	can	V;SG;PRS;FIN	PROPN
meyrick	meyrick	meyrick	meyrick		PROPN
half	половины	half	половина	ADJ	N;INAN;NOM;FEM;PL
half	половина	half	половина	ADJ	N;INAN;NOM;FEM;SG
half	половину	half	половина	ADJ	N;INAN;ACC;FEM;SG
half	наполовину	half	наполовину	ADJ	ADV
kijken	часы	kijken	часы	V;NFIN	N;INAN;NOM;MASC;PL
opera	opera	opera	opera	N;MASC+FEM;SG	PROPN
soldaten	солдат	soldaat	солдат	N;PL	N;ANIM;NOM;MASC;SG
originele	оригинально	origineel	оригинально	ADJ	ADV
originele	оригинал	origineel	оригинал	ADJ	N;INAN;NOM;MASC;SG
zat	сб	zitten	сбать	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
internet	internet	internet	internet	N;NEUT;SG	PROPN
rechts	вправо	rechts	вправо	ADJ	ADV
politie	полицейские	politie	полицейский	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
politie	полиции	politie	полиция	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
politie	полицейский	politie	полицейский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
show	показывать	show	показывать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
show	show	show	show	N;MASC+FEM;SG	PROPN
show	показать	show	показать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
thuis	дом	thuis	дом	ADV	N;INAN;NOM;MASC;SG
thuis	домашний	thuis	домашний	ADV	ADJ;NOM;MASC;SG
thuis	home	thuis	home	ADV	PROPN
kust	береговая	kust	береговой	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
voorkeur	предпочтения	voorkeur	предпочтение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
voorkeur	предпочла	voorkeur	предпочесть	N;MASC+FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
azië	азии	azië	азия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
azië	азия	azië	азия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
azië	asia	azië	asia	PROPN;NEUT;SG	PROPN
lee	ли	lee	ли	N;MASC+FEM;SG	PART
head	head	head	head	N;MASC+FEM;SG	PROPN
plannen	планирование	plan	планирование	N;PL	N;INAN;NOM;NEUT;SG
plannen	план	plan	план	N;PL	N;INAN;NOM;MASC;SG
max	max	max	max	N;MASC+FEM;SG	PROPN
max	макс	max	макс	N;MASC+FEM;SG	
hierboven	выше	hierboven	высокий	N;PL	ADJ;CMPR
rood	red	rood	red	ADJ	
slecht	bad	slecht	bad	ADJ	PROPN
overlijden	death	overlijden	death	V;NFIN	PROPN
overlijden	смерть	overlijden	смерть	V;NFIN	N;INAN;NOM;FEM;SG
maatschappij	общества	maatschappij	общество	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
gewicht	весов	gewicht	весы	N;NEUT;SG	N;INAN;GEN;MASC;PL
moderator	ведущая	moderator	вести	N;MASC+FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
helpen	помощь	helpen	помощь	V;NFIN	N;INAN;NOM;FEM;SG
helpen	справка	helpen	справка	V;NFIN	N;INAN;NOM;FEM;SG
rijden	драйв	rijden	драйв	V;NFIN	N;INAN;NOM;MASC;SG
rijden	привод	rijden	привод	V;NFIN	N;INAN;NOM;MASC;SG
rijden	drive	rijden	drive	V;NFIN	PROPN
rijden	вождение	rijden	вождение	V;NFIN	N;INAN;NOM;NEUT;SG
rijden	вождения	rijden	вождение	V;NFIN	N;INAN;NOM;NEUT;PL
star	star	star	star	N;MASC+FEM;SG	PROPN
star	стар	star	стар	N;MASC+FEM;SG	
info	info	info	info	N;MASC+FEM;SG	PROPN
info	инфо	info	инфо	N;MASC+FEM;SG	
actie	меры	actie	мера	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
actie	действий	actie	действие	N;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
actie	действия	actie	действие	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
deels	частично	deels	частично	ADJ	ADV
deels	отчасти	deels	отчасти	ADJ	ADV
deels	частично	deels	частично	ADJ	ADV
deels	отчасти	deels	отчасти	ADJ	ADV
trekken	ничья	trekken	ничья	V;NFIN	N;INAN;NOM;FEM;SG
trekken	привлечения	trekken	привлечение	V;NFIN	N;INAN;NOM;NEUT;SG
trekken	привлечение	trekken	привлечение	V;NFIN	N;INAN;NOM;NEUT;SG
vogel	птицы	vogel	птица	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
zilveren	серебро	zilveren	серебро	V;V.PTCP	N;INAN;NOM;NEUT;SG
zilveren	серебряный	zilveren	серебряный	V;V.PTCP	ADJ;NOM;MASC;SG
zilveren	сильвер	zilveren	сильвер	V;V.PTCP	N;ANIM;NOM;MASC;SG
list	уловка	list	уловка		N;INAN;NOM;FEM;SG
lucht	sky	lucht	sky	N;MASC+FEM;SG	PROPN
lucht	скай	lucht	скай	N;MASC+FEM;SG	INTJ
lucht	air	lucht	air	N;MASC+FEM;SG	PROPN
laag	слоя	laag	слой	ADJ	N;INAN;GEN;MASC;SG
laag	слой	laag	слой	ADJ	N;INAN;NOM;MASC;SG
laag	низко	laag	низко	ADJ	ADV
vrouwelijke	женщины	vrouwelijk	женщина	ADJ	N;ANIM;NOM;FEM;PL
vrouwelijke	женщина	vrouwelijk	женщина	ADJ	N;ANIM;NOM;FEM;SG
studio	студии	studio	студия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
studio	studio	studio	studio	N;MASC+FEM;SG	PROPN
wta	wta	wij	вожицруть	PROPN;NEUT;SG	PROPN
doden	убивали	dood	убивать	ADJ	V;IPFV;IND;PL;PST;FIN;ACT
doden	убей	dood	убить	ADJ	V;IPFV;IMP;SG;2;FIN;ACT
doden	убивать	dood	убивать	ADJ	V;IPFV;NFIN;ACT
doden	убить	dood	убить	ADJ	V;PFV;NFIN;ACT
doden	убейте	dood	убейт	ADJ	V;PFV;IMP;PL;2;FIN;ACT
leuven	лёвен	leuven	лювень	V;NFIN	N;INAN;NOM;MASC;SG
leuven	лувен	leuven	лувный	V;NFIN	
hart	heart	hart	heart	N;NEUT;SG	PROPN
houten	хаутен	houten	хаутный	ADJ	N;INAN;NOM;MASC;SG
