arsenal	arsenalul	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
harrison	harrison	harrison	harrison	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
swe	swe	swe	swe	PROPN;FEM;SG;POS	N;INDF;MASC;SG
joachim	joachim	joachim	joachim	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
okrsek	secție	okrsek	secție	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
okrsek	districtul	okrsek	district	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
spáchal	comis	spáchat	comite	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
spáchal	comise	spáchat	comite	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
marián	marián	marián	marián	N;ANIM;NOM;MASC;SG;POS	
specialista	specialistul	specialista	specialist	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
strachu	frica	strach	frică	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
strachu	teama	strach	teamă	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
strachu	frică	strach	frică	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
strachu	teamă	strach	teamă	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
masakr	masacrul	masakr	masacru	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
masakr	sacrificare	masakr	sacrificare	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
nezávislá	independent	závislý	independent	ADJ;NOM;FEM;SG;NEG	ADV
nezávislá	independenta	závislý	independent	ADJ;NOM;FEM;SG;NEG	N;DEF;FEM;SG
nezávislá	independente	závislý	independent	ADJ;NOM;FEM;SG;NEG	ADJ;INDF;FEM;PL
nezávislá	independentă	závislý	independent	ADJ;NOM;FEM;SG;NEG	ADJ;INDF;FEM;SG
bezprostřední	iminentă	bezprostřední	iminent	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bezprostřední	iminenta	bezprostřední	iminenta	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
bezprostřední	iminente	bezprostřední	iminent	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;PL
bezprostřední	iminent	bezprostřední	iminent	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
bezprostřední	imediată	bezprostřední	imediat	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bezprostřední	imediate	bezprostřední	imediat	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
zasáhl	intervenit	zasáhnout	interveni	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
pozdě	tarziu	pozdě	tarziu	ADV;POS	
pozdě	întârziat	pozdě	întârziat	ADV;POS	ADJ;INDF;MASC;SG
bin	bin	bin	bin	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
kousek	bucata	kousek	bucată	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
kousek	piesă	kousek	piesă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
kousek	bucată	kousek	bucată	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
schéma	diagrama	schéma	diagramă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
schéma	diagramă	schéma	diagramă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
schéma	scheme	schéma	schemă	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
schéma	schemă	schéma	schemă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
schéma	schema	schéma	schemă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
schéma	grafic	schéma	grafic	N;NOM;NEUT;SG;POS	ADV
schéma	graficul	schéma	grafic	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
schéma	diagramă	schéma	diagramă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
oblíbený	populare	oblíbený	popular	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
oblíbený	populara	oblíbený	populară	ADJ;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
oblíbený	populară	oblíbený	popular	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
oblíbený	favorita	oblíbený	favorita	ADJ;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
oblíbený	favorite	oblíbený	favori	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
oblíbený	preferata	oblíbený	preferat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
oblíbený	preferate	oblíbený	preferat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
bavorsko	bavaria	bavorský	bavarie	PROPN;NOM;NEUT;SG;POS	PROPN
posouzení	evaluarea	posouzení	evaluare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
posouzení	evaluare	posouzení	evaluare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
obnova	restaurare	obnova	restaurare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obnova	restaurarea	obnova	restaurare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
obnova	recuperarea	obnova	recuperare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
obnova	redresare	obnova	redresare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obnova	redresarea	obnova	redresare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
obnova	recuperare	obnova	recuperare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obnova	reînnoire	obnova	reînnoire	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obnova	reînnoirea	obnova	reînnoire	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
epidemie	epidemii	epidemie	epidemie	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
epidemie	epidemie	epidemie	epidemie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
epidemie	epidemie	epidemie	epidemie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
epidemie	epidemia	epidemie	epidemie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
epidemie	epidemii	epidemie	epidemie	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
satelitní	satelitul	satelitní	satelit	ADJ;NOM;MASC;SG;POS	N;DEF;MASC;SG
satelitní	satelit	satelitní	satelit	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
mimořádné	extraordinara	mimořádný	extraordinar	ADJ;NOM;MASC;PL;POS	ADJ;DEF;FEM;SG
mimořádné	extraordinar	mimořádný	extraordinar	ADJ;NOM;MASC;PL;POS	ADV
mimořádné	extraordinară	mimořádný	extraordinar	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
mimořádné	excepțională	mimořádný	excepțional	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
mimořádné	excepțional	mimořádný	excepțional	ADJ;NOM;MASC;PL;POS	ADV
mimořádné	exceptional	mimořádný	exceptional	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
přežití	supraviețuire	přežití	supraviețuire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
přežití	supravietuire	přežití	supravietuire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
řekové	grecilor	řekový	grec	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
řekové	grecii	řekový	grec	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
aktivitu	activitatea	aktivita	activitate	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
aktivitu	activitate	aktivita	activitate	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
přiznal	mărturisit	přiznat	mărturisit	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
přiznal	marturisit	přiznat	marturisit	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
novely	romanele	novela	roman	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
herečky	actrita	herečka	actrita	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
herečky	actriță	herečka	actriță	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
auf	auf	auf	auf	PROPN;FEM;SG;POS	N;INDF;MASC;SG
morgan	morgan	morgan	morgan	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
reprezentativní	reprezentativă	reprezentativní	reprezentativ	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
reprezentativní	reprezentantul	reprezentativní	reprezentant	ADJ;NOM;MASC;SG;POS	N;DEF;MASC;SG
reprezentativní	reprezentative	reprezentativní	reprezentativ	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
reprezentativní	reprezentant	reprezentativní	reprezentant	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
flotily	flotei	flotila	flotă	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
flotily	flota	flotila	flotă	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
flotily	flotă	flotila	flotă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
arábie	arabia	arábie	arabia	PROPN;NOM;FEM;SG;POS	PROPN
těhotenství	sarcină	těhotenství	sarcină	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
těhotenství	sarcina	těhotenství	sarcină	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
občan	cetatean	občan	cetatean	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
klára	klara	klára	klar	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
klára	clara	klára	clar	N;NOM;FEM;SG;POS	ADJ;DEF;FEM;SG
klára	clară	klára	clar	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
alpy	alpi	alpum	alp	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
alpy	alpii	alpum	alpiu	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
kiss	pup	kiss	pup	PROPN;MASC;SG;POS	V;IND;SG;1;PRS;FIN
terry	terry	terr	terry	N;ANIM;NOM;MASC;SG;POS	PROPN
vajec	oua	vejce	ou	N;GEN;NEUT;PL;POS	N;DEF;FEM;PL
vajec	ouăle	vejce	ou	N;GEN;NEUT;PL;POS	N;DEF;FEM;PL
jakýkoliv	oricare	jakýkoliv	oricare	DET;NOM;MASC;SG	PRO;3
jakýkoliv	orice	jakýkoliv	orice	DET;NOM;MASC;SG	PRO;SG;3
rezervaci	rezervare	rezervace	rezervare	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
rezervaci	rezervarea	rezervace	rezervare	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
prodloužena	prelungită	prodloužený	prelungit	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
prodloužena	prelungit	prodloužený	prelungi	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
prodloužena	extins	prodloužený	extins	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
prodloužena	extinsă	prodloužený	extins	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
tramvaj	tramvaiul	tramvaj	tramvai	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
tramvaj	tramvaiul	tramvaj	tramvai	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
odmítli	refuzată	odmítnout	refuza	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
odmítli	refuzate	odmítnout	refuza	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;PL
odmítli	refuzat	odmítnout	refuza	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
specializované	specializate	specializovaný	specializat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
specializované	specializată	specializovaný	specializat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
specializované	specializate	specializovaný	specializat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
specializované	specializată	specializovaný	specializat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
daly	daly	dát	daly	V;INAN;PL;POS;PST;V.PTCP;ACT	PROPN
provence	provence	provence	provenc	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
beatles	beatles	beatles	beatles	N;MASC;SG;POS	PROPN
parky	parks	park	parks	N;INAN;NOM;MASC;PL;POS	PROPN
parky	parcurile	park	parc	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
michigan	michigan	michigan	michigan	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kost	oase	kost	os	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
kost	osul	kost	os	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
kost	bone	kost	bonă	N;NOM;FEM;SG;POS	
znalost	cunoștințe	znalost	cunoștință	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
znalost	cunostinte	znalost	cunoaște	N;NOM;FEM;SG;POS	
podvozek	bogie	podvozek	bogie	N;INAN;NOM;MASC;SG;POS	
klobouk	pălărie	klobouk	pălărie	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
klobouk	hat	klobouk	hat	N;INAN;NOM;MASC;SG;POS	
klobouk	palarie	klobouk	palarie	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
klobouk	pălăria	klobouk	pălărie	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
protesty	protest	protest	protest	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
protesty	protestul	protest	protest	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;SG
protesty	protestează	protest	protesta	N;INAN;NOM;MASC;PL;POS	V;IND;3;PRS;FIN
protesty	protestele	protest	protest	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
posloupnost	secventa	posloupnost	secventa	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
skotska	scoţia	skotsko	scoţia	PROPN;NOM;NEUT;SG;POS	N;DEF;FEM;SG
skotska	scotia	skotsko	scotie	PROPN;NOM;NEUT;SG;POS	N;DEF;FEM;SG
skotska	scoția	skotsko	scoție	PROPN;NOM;NEUT;SG;POS	N;DEF;FEM;SG
nedostatky	slăbiciunile	nedostatek	slăbiciune	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
daň	impozite	daň	impozit	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
daň	taxa	daň	taxă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
daň	taxă	daň	taxă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
bohemia	boemia	bohemie	boemie	PROPN;FEM;POS	N;DEF;FEM;SG
soutěžní	competitie	soutěžní	competitie	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
soutěžní	concurs	soutěžní	concurs	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
soutěžní	concurență	soutěžní	concurență	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
soutěžní	concurența	soutěžní	concurență	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
soutěžní	competitivă	soutěžní	competitiv	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
dodávky	livrările	dodávka	livrare	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
dodávky	proviziile	dodávka	provizie	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
rytíře	cavalerilor	rytíř	cavaler	N;ANIM;ACC;MASC;PL;POS	N;DEF;FEM;PL
rytíře	cavalerii	rytíř	cavaler	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;PL
trenéři	antrenorii	trenér	antrenor	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
konfliktů	conflictele	konflikt	conflict	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
pozic	pozițiile	pozice	poziție	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
čtrnáct	paisprezece	čtrnáct	paisprezece	NUM;NOM;SG	NUM;PL
čtrnáct	fourteen	čtrnáct	fourteen	NUM;NOM;SG	
reagoval	reacționat	reagovat	reacționa	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
miluje	iubirile	milovat	iubire	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;DEF;FEM;PL
miluje	iubiri	milovat	iubire	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;FEM;PL
cestování	călătorii	cestování	călătorie	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
cestování	călătorie	cestování	călătorie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
cestování	călătorind	cestování	călători	N;NOM;NEUT;SG;POS	V;V.MSDR
cestování	călătorind	cestování	călători	N;NOM;NEUT;SG;POS	V;V.MSDR
cestování	călătoresc	cestování	călători	N;NOM;NEUT;SG;POS	V;IND;PL;3;PRS;FIN
holub	porumbelul	holub	porumbel	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
holub	porumbei	holub	porumbă	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;PL
porodu	naşterea	porod	naștere	N;INAN;DAT;MASC;SG;POS	N;DEF;FEM;SG
logické	logică	logický	logică	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
logické	logic	logický	logic	ADJ;NOM;NEUT;SG;POS	ADV
logické	logica	logický	logică	ADJ;NOM;NEUT;SG;POS	N;DEF;FEM;SG
logické	logică	logický	logică	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
logické	logic	logický	logic	ADJ;NOM;NEUT;SG;POS	ADV
pozvání	invitații	pozvání	invitație	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
pozvání	invita	pozvání	invita	N;NOM;NEUT;SG;POS	V;IND;SG;3;IPFV;FIN
pozvání	invită	pozvání	invita	N;NOM;NEUT;SG;POS	V;IND;SG;3;PST;FIN
pozvání	invitație	pozvání	invitație	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
pozvání	invitatie	pozvání	invitatie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
pozvání	invitație	pozvání	invitație	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
veronika	veronika	veronika	veronika	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
veronika	veronica	veronika	veronică	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
hrdinů	heroes	hrdina	heroes	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;SG
hrdinů	eroilor	hrdina	erou	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
hrdinů	eroii	hrdina	erou	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
vyrobeny	fabricat	vyrobený	fabrica	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
vyrobeny	fabricată	vyrobený	fabrica	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
vyrobeny	made	vyrobený	made	ADJ;INAN;PL;POS;V.PTCP;PASS	
vyrobeny	făcută	vyrobený	făcut	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
vyrobeny	făcut	vyrobený	face	ADJ;INAN;PL;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
myšlenek	gândurile	myšlenka	gând	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
bonaparte	bonaparte	bonapart	bonaparte	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
minutu	minutul	minuta	minut	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
dolina	dolina	dolina	dolină	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
živě	trăiască	živě	trăi	ADV;POS	V;SBJV;3;PRS;FIN
živě	live	živě	livă	ADV;POS	
mající	având	mající	avea	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;V.MSDR
mající	avand	mající	avand	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	
popření	negare	popření	negar	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
popření	negarea	popření	negare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
mitchell	mitchell	mitchell	mitchell	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
výroční	anuale	výroční	anual	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
výroční	anual	výroční	anual	ADJ;NOM;MASC;SG;POS	ADV
výroční	anuală	výroční	anual	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bytů	bytes	byt	bytes	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;SG
orange	orange	orange	orange	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
orange	portocală	orange	portocal	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
orange	portocaliu	orange	portocaliu	PROPN;INAN;NOM;MASC;SG;POS	ADV
orange	portocalie	orange	portocalie	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
náhorní	nagorno	náhorní	nagorno	ADJ;NOM;MASC;SG;POS	
chorvatské	croată	chorvatský	croate	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
hektarů	hectare	ha`hektar	hectare	N;INAN;GEN;MASC;PL;POS	N;INDF;FEM;SG
parků	parks	park	parks	N;INAN;GEN;MASC;PL;POS	PROPN
parků	parcurile	park	parc	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
psáno	scris	psaný	scris	ADJ;NEUT;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
psáno	scrise	psaný	scrie	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kate	kate	kate	kate	PROPN;NOM;FEM;SG;POS	
obrátil	inversat	obrátit	inversa	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
obrátil	inversată	obrátit	inversat	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
okolnosti	circumstanțele	okolnost	circumstanță	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
liška	vulpe	liška	vulpă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
liška	vulpea	liška	vulpe	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
peří	penajul	peří	penaj	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
peří	pană	peří	pană	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
peří	penele	peří	penă	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
peří	pene	peří	pană	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
carter	carter	carter	carter	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
výhodu	avantajul	výhoda	avantaj	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
silva	silva	silva	silvă	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
pocity	sentimentele	pocit	sentiment	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
patrik	patrik	patrik	patrik	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
patrik	patrick	patrik	patrick	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
sopka	vulcanul	sopka	vulcan	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
produktu	produsul	produkt	produs	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
produktu	produse	produkt	produs	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;PL
potraviny	mancare	potravina	mancare	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
potraviny	mâncare	potravina	mâncare	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
potraviny	alimentare	potravina	alimentare	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
potraviny	hrană	potravina	hrană	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
odstraněna	șters	odstraněný	șters	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
odstraněna	sters	odstraněný	sters	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
odstraněna	îndepărtat	odstraněný	îndepărtat	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
odstraněna	eliminat	odstraněný	elimina	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
odstraněna	scos	odstraněný	scoate	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
kult	cultul	kult	cult	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
kult	sectă	kult	sectă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
kůry	lătrat	kůra	lătra	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
kůry	latră	kůra	lătra	N;NOM;FEM;SG;POS	V;IND;3;PRS;FIN
silver	argint	silver	argint	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
silver	silver	silver	silver	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
silver	argintiu	silver	argintiu	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kovové	metalic	kovový	metalic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
kovové	metalică	kovový	metalic	ADJ;NOM;MASC;PL;POS	N;INDF;FEM;SG
trubka	pipe	trubka	pipă	N;NOM;FEM;SG;POS	
trubka	conductă	trubka	conduct	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
trubka	pipa	trubka	pipă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
trubka	pipă	trubka	pipă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
trubka	tubul	trubka	tub	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
trubka	trompetă	trubka	trompet	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
trubka	trompeta	trubka	trompetă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
joan	joan	joan	joan	PROPN;NOM;FEM;SG;POS	PROPN
joan	ioana	joan	ioană	PROPN;NOM;FEM;SG;POS	N;DEF;FEM;SG
zajímá	interesate	zajímat	interesat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;FEM;PL
zajímá	interesat	zajímat	interesat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;MASC;SG
zajímá	interesați	zajímat	interesat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PL;2;IPFV;FIN
zajímá	interesată	zajímat	interesat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;FEM;SG
reklama	publicitatea	reklama	publicitate	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
reklama	reclamă	reklama	reclama	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
reklama	publicitate	reklama	publicitate	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
matematika	matematică	matematika	matematică	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
matematika	matematică	matematika	matematică	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
matematika	matematica	matematika	matematică	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
matematika	mate	matematika	mate	N;NOM;FEM;SG;POS	
matematika	matematică	matematika	matematică	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
matematika	matematica	matematika	matematică	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
návod	manuală	návod	manual	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
návod	manualul	návod	manual	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
návod	instrucțiunile	návod	instrucțiune	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;PL
