oli	ήταν	olla	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
tuotanto	παραγωγής	tuotanto	παραγωγή	N;NOM;SG	N;GEN;FEM;SG
smith	σμίθ	smith	σμίθ	PROPN;NOM;SG	N
smith	smith	smith	smith	PROPN;NOM;SG	
smith	σμιθ	smith	σμιθ	PROPN;NOM;SG	
kansainvälisen	international	kansain#välinen	international	ADJ;GEN;SG	
kansainvälisen	διεθνείς	kansain#välinen	διεθνής	ADJ;GEN;SG	ADJ;NOM;FEM;PL
kansainvälisen	διεθνής	kansain#välinen	διεθνής	ADJ;GEN;SG	ADJ;NOM;FEM;SG
kansainvälisen	διεθνή	kansain#välinen	διεθνής	ADJ;GEN;SG	ADV
kansainvälisen	διεθνές	kansain#välinen	διεθνής	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
museo	museum	museo	museum	N;NOM;SG	
valkoinen	άσπρο	valkoinen	άσπρο	ADJ;NOM;SG	N;NOM;NEUT;SG
valkoinen	λευκό	valkoinen	λευκός	ADJ;NOM;SG	N;NOM;NEUT;SG
valkoinen	λευκά	valkoinen	λευκός	ADJ;NOM;SG	N;NOM;NEUT;PL
lontoon	λονδίνο	lonto	λονδίνο	N;GEN;SG	PROPN;NOM;NEUT;SG
lontoon	london	lonto	london	N;GEN;SG	
maiden	χώρες	maa	χώρα	N;GEN;PL	N;NOM;FEM;PL
maiden	χωρες	maa	χωρα	N;GEN;PL	N;NOM;FEM;PL
toimia	πράξεις	toimia	πράξη	V;SG;NFIN;ACT	N;NOM;FEM;PL
toimia	δράσεις	toimia	δράση	V;SG;NFIN;ACT	N;NOM;FEM;PL
toimia	ενέργειες	toimia	ενέργεια	V;SG;NFIN;ACT	N;NOM;FEM;PL
toimia	δραση	toimia	δραση	V;SG;NFIN;ACT	N;NOM;FEM;SG
toimia	δράση	toimia	δράση	V;SG;NFIN;ACT	N;NOM;FEM;SG
toimia	δράσης	toimia	δράση	V;SG;NFIN;ACT	N;GEN;FEM;SG
toimia	action	toimia	action	V;SG;NFIN;ACT	
laskee	μετράμε	laskea	μετρώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
laskee	μέτρημα	laskea	μέτρημα	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
suurempi	μεγαλύτερα	suuri	μεγάλος	ADJ;NOM;CMPR;SG	ADV;CMPR
suurempi	ψηλότερα	suuri	ψηλά	ADJ;NOM;CMPR;SG	ADV;CMPR
suurempi	υψηλότερα	suuri	ψηλά	ADJ;NOM;CMPR;SG	ADV;CMPR
jaakko	τζάκ	jaakko	τζάκ	PROPN;NOM;SG	
jaakko	τζακ	jaakko	τζακ	PROPN;NOM;SG	
jaakko	jack	jaakko	jack	PROPN;NOM;SG	
esitys	κίνηση	esitys	κίνηση	N;NOM;SG	N;ACC;FEM;SG
esitys	επίδοση	esitys	επίδοση	N;NOM;SG	N;ACC;FEM;SG
esitys	επιδόσεων	esitys	επίδοση	N;NOM;SG	N;GEN;FEM;PL
esitys	επιδόσεις	esitys	επίδοση	N;NOM;SG	N;NOM;FEM;PL
esitys	απόδοση	esitys	απόδοση	N;NOM;SG	N;ACC;FEM;SG
esitys	παράσταση	esitys	παράσταση	N;NOM;SG	N;ACC;FEM;SG
esitys	προσκόμιση	esitys	προσκόμιση	N;NOM;SG	N;ACC;FEM;SG
tarkoitettu	προορίζονται	tarkoittaa	προορίζω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
turnauksen	τουρνουά	turnaus	τουρνο	N;GEN;SG	N;NOM;NEUT;SG
nuori	νεαρός	nuori	νεαρός	ADJ;NOM;SG	N;NOM;MASC;SG
lauri	lauri	lauri	lauri	N;NOM;SG	
lauri	le	lauri	le	N;NOM;SG	
lauri	λούις	lauri	λούις	N;NOM;SG	PROPN;NOM;MASC;SG
lauri	λιούις	lauri	λιούι	N;NOM;SG	PROPN;NOM;MASC;SG
hahmo	χαρακτήρα	hahmo	χαρακτήρας	N;NOM;SG	N;ACC;MASC;SG
uudet	νεα	uusi	νέος	ADJ;NOM;PL	N;NOM;FEM;SG
uudet	νέο	uusi	νέος	ADJ;NOM;PL	ADJ;ACC;NEUT;SG
uudet	νέος	uusi	νέος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
perheen	οικογενεια	perhe	οικογενεια	N;GEN;SG	N;ACC;FEM;SG
perheen	οικογένεια	perhe	οικογένεια	N;GEN;SG	N;NOM;FEM;SG
näkyy	ορατό	näkyä	ορατός	V;IND;SG;3;PRS;FIN;ACT	N;ACC;MASC;SG
näkyy	ορατά	näkyä	ορατός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;PL
näkyy	ορατή	näkyä	ορατός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
näkyy	ορατός	näkyä	ορατός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
näkyy	ορατές	näkyä	ορατός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
näkyy	παραστάσεις	näkyä	παράσταση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
kuuluivat	ανήκε	kuulua	ανήκω	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
paikalla	παρών	paikka	παράνω	N;AT+ESS
;SG	N;NOM;MASC;SG
paikalla	δώρο	paikka	δώρος	N;AT+ESS
;SG	N;NOM;NEUT;SG
paikalla	παρόντες	paikka	παρών	N;AT+ESS
;SG	ADJ;NOM;MASC;PL
paikalla	παρούσα	paikka	παρών	N;AT+ESS
;SG	ADJ;NOM;FEM;SG
paikalla	παρόν	paikka	παρόν	N;AT+ESS
;SG	N;NOM;NEUT;SG
käy	επισκεφθείτε	käydä	επισκέπτομαι	V;IMP;SG;2;FIN;ACT	V;PFV;IND;PL;2;FIN;PASS
käy	επίσκεψη	käydä	επίσκεψη	V;IMP;SG;2;FIN;ACT	N;ACC;FEM;SG
italia	italia	itali	italia	N;NOM;SG	
italia	ιταλία	itali	ιταλία	N;NOM;SG	PROPN;ACC;FEM;SG
italia	ιταλικά	itali	ιταλικά	N;NOM;SG	ADV
italia	ιταλική	itali	ιταλικός	N;NOM;SG	ADJ;NOM;FEM;SG
italia	ιταλός	itali	ιταλός	N;NOM;SG	PROPN;NOM;MASC;SG
italia	ιταλικό	itali	ιταλικός	N;NOM;SG	ADJ;NOM;NEUT;SG
suosittu	δημοφιλή	suosittu	δημοφιλός	ADJ;NOM;SG	ADV
suosittu	δημοφιλείς	suosittu	δημοφιλέας	ADJ;NOM;SG	ADJ;NOM;FEM;PL
suosittu	δημοφιλές	suosittu	δημοφιλής	ADJ;NOM;SG	ADV
suosittu	δημοτικότητα	suosittu	δημοτικότητα	ADJ;NOM;SG	N;ACC;FEM;SG
merkitys	συνάφεια	merkitys	συνάφεια	N;NOM;SG	N;ACC;FEM;SG
merkitys	σπουδαιότητα	merkitys	σπουδαιότητα	N;NOM;SG	N;ACC;FEM;SG
merkitys	εννοώντας	merkitys	εννοώ	N;NOM;SG	V;IPFV;V.CVB;ACT
vastasi	απάντησαν	vastata	απαντώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
daniel	δανιήλ	daniel	δανιήλ	N;NOM;SG	PROPN;NOM;MASC;SG
daniel	daniel	daniel	daniel	N;NOM;SG	
daniel	ντάνιελ	daniel	ντάνιελ	N;NOM;SG	
daniel	ντανιέλ	daniel	ντανιέλ	N;NOM;SG	PROPN;NOM;MASC;SG
parempi	καλύτερα	hyvä	καλά	ADJ;NOM;CMPR;SG	ADV;CMPR
parempi	καλυτερα	hyvä	καλυτερα	ADJ;NOM;CMPR;SG	ADV
frank	φρανκ	frank	φρανκ	PROPN;NOM;SG	N
frank	frank	frank	frank	PROPN;NOM;SG	
star	αστέρας	star	αστέρα		N;NOM;MASC;SG
star	αστέρι	star	αστέρι		N;NOM;NEUT;SG
star	star	star	star		
star	σταρ	star	σταρ		
tanskan	δανικό	tanska	δανικός	N;GEN;SG	ADJ;NOM;NEUT;SG
tanskan	δανοί	tanska	δανός	N;GEN;SG	PROPN;NOM;MASC;PL
tanskan	δανική	tanska	δανικός	N;GEN;SG	ADJ;NOM;FEM;SG
tanskan	δανικά	tanska	δανικά	N;GEN;SG	ADV
julkaissut	δημοσιεύθηκε	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaissut	δημοσιευθεί	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;PFV;NFIN;PASS
julkaissut	δημοσιεύτηκε	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaissut	δημοσίευση	julkaista	δημοσίευση	V;NOM;SG;V.PTCP;ACT	N;NOM;FEM;SG
julkaissut	δημοσιεύεται	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
julkaissut	εκδίδεται	julkaista	εκδίδω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
julkaissut	δημοσιεύτηκε	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaissut	καταχωρήθηκε	julkaista	καταχωρώ	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaissut	δημοσιεύθηκε	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
putosi	συνετρίβη	pudota	συνετρίβος	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
putosi	πεσμένο	pudota	πεσμένο	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG
viides	πέμπτη	viides	πέμπτη	ADJ;NOM;SG	N;ACC;FEM;SG
viides	πέμπτο	viides	πέμπτος	ADJ;NOM;SG	NUM;NOM;NEUT;SG
mestari	πρωταθλητή	mestari	πρωταθλητής	N;NOM;SG	N;ACC;MASC;SG
mestari	δάσκαλε	mestari	δασκάλλω	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
mestari	αφέντη	mestari	αφήντης	N;NOM;SG	N;ACC;MASC;SG
mestari	πρωταθλητή	mestari	πρωταθλητής	N;NOM;SG	N;ACC;MASC;SG
päättyy	λήγει	päättyä	λήγω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
päättyy	τέλος	päättyä	τέλος	V;IND;SG;3;PRS;FIN;ACT	ADV
päättyy	λήξη	päättyä	λήξη	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
päättyy	λήγει	päättyä	λήγω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
club	club	club	club	N;NOM;SG	
club	κλάμπ	club	κλάμπ	N;NOM;SG	
club	κλαμπ	club	κλαμπ	N;NOM;SG	
martti	μπάρμπα	martti	μπάρμπα	PROPN;NOM;SG	
och	och	och	och	N;NOM;SG	
muodostavat	σχηματίζεται	muodostaa	σχηματίζω	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
aktiivisena	ενεργοί	aktiivinen	ενεργός	ADJ;FRML;SG	ADJ;NOM;MASC;PL
aktiivisena	ενεργά	aktiivinen	ενεργά	ADJ;FRML;SG	ADV
aktiivisena	δραστική	aktiivinen	δραστικός	ADJ;FRML;SG	ADJ;NOM;FEM;SG
aktiivisena	ενεργός	aktiivinen	ενεργός	ADJ;FRML;SG	ADJ;NOM;MASC;SG
aktiivisena	ενεργή	aktiivinen	ενεργή	ADJ;FRML;SG	ADJ;NOM;FEM;SG
aktiivisena	ενεργό	aktiivinen	ενεργός	ADJ;FRML;SG	N;NOM;NEUT;SG
turku	turku	turku	turku	PROPN;NOM;SG	
turku	τούρκου	turku	τούρκος	PROPN;NOM;SG	PROPN;NOM;NEUT;SG
elävä	ζώντας	elää	ζών	ADJ;NOM;SG	V;IPFV;V.CVB;ACT
elävä	ζωντανοί	elää	ζωντανός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
poistettiin	διαγράφεται	poistaa	διαγράφω	V;IND;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
poistettiin	διαγράφονται	poistaa	διαγράφω	V;IND;PST;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
erik	erik	erik	erik	PROPN;NOM;SG	
erik	έρικ	erik	έρικ	PROPN;NOM;SG	PROPN;NOM;MASC;SG
ammatti	επαγγελματικό	ammatti	επαγγελματικός	N;NOM;SG	ADJ;NOM;NEUT;SG
ammatti	επαγγελματική	ammatti	επαγγελματικός	N;NOM;SG	ADJ;NOM;FEM;SG
ammatti	επαγγελματικά	ammatti	επαγγελματικά	N;NOM;SG	ADV
ammatti	κατοχή	ammatti	κατοχή	N;NOM;SG	N;ACC;FEM;SG
radan	τροχιά	rata	τροχιά	N;GEN;SG	N;NOM;FEM;SG
radan	πίστα	rata	πίστα	N;GEN;SG	N;ACC;FEM;SG
entiset	πρώην	entinen	πρώην	ADJ;NOM;PL	ADV
entiset	πρωην	entinen	πρωην	ADJ;NOM;PL	N;NOM;MASC;SG
auton	αυτοκίνητο	auto	αυτοκίνητο	N;GEN;SG	N;NOM;NEUT;SG
auton	αμάξι	auto	αμάξι	N;GEN;SG	N;NOM;NEUT;SG
auton	car	auto	car	N;GEN;SG	
alueilla	περιοχές	alue	περιοχή	N;AT+ESS
;PL	N;NOM;FEM;PL
lyhyt	σύντομο	lyhyt	σύντομο	ADJ;NOM;SG	N;NOM;NEUT;SG
lyhyt	σύντομη	lyhyt	σύντομος	ADJ;NOM;SG	N;NOM;FEM;SG
lyhyt	σύντομος	lyhyt	σύντομος	ADJ;NOM;SG	N;NOM;MASC;SG
lyhyt	σύντομος	lyhyt	σύντομος	ADJ;NOM;SG	N;NOM;MASC;SG
lyhyt	σύντομες	lyhyt	σύντομος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
lyhyt	σύντομο	lyhyt	σύντομο	ADJ;NOM;SG	N;NOM;NEUT;SG
lyhyt	σύντομη	lyhyt	σύντομος	ADJ;NOM;SG	N;NOM;FEM;SG
paikka	spot	paikka	spot	N;NOM;SG	
vaikutti	επηρεάστηκαν	vaikuttaa	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
vaikutti	επηρεάζεται	vaikuttaa	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vaikutti	επηρεάστηκε	vaikuttaa	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
vaikutti	επηρεάστηκαν	vaikuttaa	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
vaikutti	επηρεάζεται	vaikuttaa	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vaikutti	φάνηκε	vaikuttaa	φαίνομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
vaikutti	φαινόταν	vaikuttaa	φαίνομαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
muoto	φόρμα	muoto	φόρμα	N;NOM;SG	N;ACC;FEM;SG
hall	χωλ	hall	χωλ		N;NOM;NEUT;SG
hall	hall	hall	hall		
hall	χολ	hall	χολ		
elämän	life	elämä	life	N;GEN;SG	
elämän	ζωή	elämä	ζωή	N;GEN;SG	N;ACC;FEM;SG
elämän	ζωη	elämä	ζωη	N;GEN;SG	N;ACC;FEM;SG
mika	μίκα	mika	μίκα	PROPN;NOM;SG	N
löydetty	ανακάλυψα	löytää	ανακάλυσα	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
löydetty	ανακάλυψε	löytää	ανακαλύπτω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
löydetty	ανακάλυψαν	löytää	ανακαλύπτω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;ACT
löydetty	βρέθηκαν	löytää	βρίσκω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
löydetty	βρήκα	löytää	βρήκα	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
löydetty	βρήκε	löytää	βρίσκω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
presidentin	προεδρική	presidentti	προεδρικός	N;GEN;SG	ADJ;NOM;FEM;SG
presidentin	προεδρικό	presidentti	προεδρικός	N;GEN;SG	ADJ;NOM;NEUT;SG
presidentin	προεδρικές	presidentti	προεδρικός	N;GEN;SG	ADJ;NOM;FEM;PL
sopimus	συμφωνία	sopimus	συμφωνία	N;NOM;SG	N;ACC;FEM;SG
sopimus	σύμβαση	sopimus	σύμβαση	N;NOM;SG	N;ACC;FEM;SG
kaarle	τσαρλς	kaarle	τσαρλς	PROPN;NOM;SG	PROPN;NOM;MASC;SG
kaarle	charles	kaarle	charles	PROPN;NOM;SG	
kaarle	σαρλ	kaarle	σαρλ	PROPN;NOM;SG	
kaarle	κάρολος	kaarle	κάρολος	PROPN;NOM;SG	N;NOM;MASC;SG
edellinen	προηγούμενα	edellinen	προηγούμενος	ADJ;NOM;SG	ADV
edellinen	προηγούμενες	edellinen	προηγούμενος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
suomea	φιλανδία	suomi	φιλανδία	N;PRT;SG	PROPN;ACC;FEM;SG
suomea	φινλανδία	suomi	φινλανδία	N;PRT;SG	PROPN;ACC;FEM;SG
käytöstä	συμπεριφορά	käyttö	συμπεριφορά	N;IN+ABL;SG	N;ACC;FEM;SG
uran	σταδιοδρομία	ura	σταδιοδρομία	N;GEN;SG	N;NOM;FEM;SG
uran	καριέρα	ura	καριέρα	N;GEN;SG	N;ACC;FEM;SG
uran	καριέρες	ura	καριέρα	N;GEN;SG	N;VOC;FEM;PL
uran	σταδιοδρομία	ura	σταδιοδρομία	N;GEN;SG	N;NOM;FEM;SG
prix	πρι	prix	πρι	N;NOM;SG	
joitakin	μερικές	jokin	μερικοί	PRO;PRT;PL	PRO;NOM;FEM;PL;3
joitakin	κάποια	jokin	κάποιος	PRO;PRT;PL	PRO;NOM;NEUT;PL;3
joitakin	κάποιοι	jokin	κάποιος	PRO;PRT;PL	PRO;NOM;MASC;PL;3
joitakin	μερικοί	jokin	μερικοί	PRO;PRT;PL	PRO;NOM;MASC;PL;3
joitakin	μερικά	jokin	μερικοί	PRO;PRT;PL	PRO;NOM;NEUT;PL;3
bonus	bonus	bonus	bonus	N;NOM;SG	
bonus	μπόνους	bonus	μπόνος	N;NOM;SG	N;NOM;MASC;PL
mike	mike	mike	mike	PROPN;NOM;SG	
mike	μάικ	mike	μάικ	PROPN;NOM;SG	
äänestys	ψηφίστε	äänestys	ψηφίζω	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
soitti	ονομάζεται	soittaa	ονομάζω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
suuntaan	κατεύθυνση	suunta	κατεύθυνση	N;IN+ALL;SG	N;ACC;FEM;SG
internet	ίντερνετ	internet	ίντερνετ	N;NOM;SG	
internet	internet	internet	internet	N;NOM;SG	
albert	albert	albert	albert	N;NOM;SG	
albert	άλμπερτ	albert	άλμπερτ	N;NOM;SG	
albert	αλμπερτ	albert	αλμπερτ	N;NOM;SG	PROPN;NOM;MASC;SG
lontoossa	λονδίνο	lonto	λονδίνο	N;IN+ESS;SG	PROPN;NOM;NEUT;SG
lontoossa	london	lonto	london	N;IN+ESS;SG	
mainitaan	αναφέρει	mainita	αναφέρω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
alueet	περιφερειών	alue	περιφέρεια	N;NOM;PL	N;GEN;FEM;PL
viikkoa	βδομάδα	viikko	βδομάδα	N;PRT;SG	N;ACC;FEM;SG
viikkoa	εβδομάδα	viikko	εβδομάδα	N;PRT;SG	N;ACC;FEM;SG
viikkoa	βδομάδες	viikko	βδομάδα	N;PRT;SG	N;NOM;FEM;PL
viikkoa	εβδομάδων	viikko	εβδομάδα	N;PRT;SG	N;GEN;FEM;PL
viikkoa	εβδομάδες	viikko	εβδομάδα	N;PRT;SG	N;NOM;FEM;PL
tehtävä	εκχώρηση	tehtävä	εκχώρηση	N;NOM;SG	N;ACC;FEM;SG
tehtävä	ανάθεση	tehtävä	ανάθεση	N;NOM;SG	N;ACC;FEM;SG
pidetty	άρεσε	pitää	αρώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
kuukautta	μήνες	kuu#kausi	μήνας	N;PRT;SG	N;NOM;MASC;PL
kuukautta	μηνών	kuu#kausi	μήνας	N;PRT;SG	N;GEN;MASC;PL
kuukautta	μήνα	kuu#kausi	μήνας	N;PRT;SG	N;ACC;MASC;SG
kuukautta	μήνας	kuu#kausi	μήνας	N;PRT;SG	N;NOM;MASC;SG
henkilöä	άτομο	henkilö	άτομο	N;PRT;SG	N;NOM;NEUT;SG
henkilöä	πρόσωπο	henkilö	πρόσωπο	N;PRT;SG	N;NOM;NEUT;SG
italiassa	ιταλία	italia	ιταλία	N;IN+ESS;SG	PROPN;ACC;FEM;SG
käyttäjän	χρήστη	käyttäjä	χρήστης	N;GEN;SG	N;ACC;NEUT;SG
käyttäjän	χρήστης	käyttäjä	χρήστης	N;GEN;SG	N;NOM;MASC;SG
ongelmia	πρόβλημα	ongelma	πρόβλημα	N;PRT;PL	N;NOM;NEUT;SG
ongelmia	μπελάς	ongelma	μπελάς	N;PRT;PL	ADJ;NOM;MASC;SG
ongelmia	μπελάδες	ongelma	μπελάδα	N;PRT;PL	N;NOM;MASC;PL
ongelmia	προβλημα	ongelma	προβλημα	N;PRT;PL	N;NOM;NEUT;SG
ongelmia	προβληματα	ongelma	πρόβλημα	N;PRT;PL	N;NOM;NEUT;PL
ongelmia	προβλήματα	ongelma	πρόβλημα	N;PRT;PL	N;NOM;NEUT;PL
ongelmia	πρόβλημα	ongelma	πρόβλημα	N;PRT;PL	N;NOM;NEUT;SG
ongelmia	προβλημα	ongelma	προβλημα	N;PRT;PL	N;NOM;NEUT;SG
ongelmia	θέματα	ongelma	θέμα	N;PRT;PL	N;NOM;NEUT;PL
ongelmia	θεματα	ongelma	θέμα	N;PRT;PL	N;NOM;NEUT;PL
toimiva	λειτουργικός	toimia	λειτουργικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
toimiva	λειτουργικές	toimia	λειτουργικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL
toimiva	λειτουργικά	toimia	λειτουργικός	V;NOM;SG;V.PTCP;ACT	ADV
toimiva	λειτουργικό	toimia	λειτουργικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
toimiva	λειτουργική	toimia	λειτουργικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
myi	πωλείται	myydä	πωλώ	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
myi	πουλήθηκε	myydä	πουλώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
myi	πωλήθηκε	myydä	πωλώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
myi	πωλούνται	myydä	πωλώ	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
maailmassa	world	maailma	world	N;IN+ESS;SG	
maailmassa	κόσμο	maailma	κόσμος	N;IN+ESS;SG	N;ACC;MASC;SG
maailmassa	κόσμος	maailma	κόσμος	N;IN+ESS;SG	N;NOM;MASC;SG
night	νύχτα	nightä	νύχτα		N;ACC;FEM;SG
night	βραδιά	nightä	βραδιά		N;ACC;FEM;SG
night	νυχτα	nightä	νυχτα		N;NOM;FEM;SG
vaasan	vasa	vaasa	vasa	N;GEN;SG	
pop	pop	pop	pop	N;NOM;SG	
pop	ποπ	pop	ποπ	N;NOM;SG	
osallistunut	παρευρέθηκαν	osallistua	παρεύρομαι	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
osallistunut	συμμετείχαν	osallistua	συμμετέχω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
otto	ότο	otto	ότο	N;NOM;SG	
otto	otto	otto	otto	N;NOM;SG	
lähtee	φύλλα	lähteä	φύλλο	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
koneen	μηχανή	kone	μηχανή	N;GEN;SG	N;NOM;FEM;SG
koneen	μηχάνημα	kone	μηχάνημα	N;GEN;SG	N;NOM;NEUT;SG
ukrainan	ουκρανίας	ukraina	ουκρανία	N;GEN;SG	PROPN;GEN;FEM;SG
ukrainan	ουκρανία	ukraina	ουκρανία	N;GEN;SG	PROPN;ACC;FEM;SG
ukrainan	ουκρανίας	ukraina	ουκρανία	N;GEN;SG	PROPN;GEN;FEM;SG
steve	steve	steve	steve	PROPN;NOM;SG	
steve	στιβ	steve	στιβ	PROPN;NOM;SG	
steve	στηβ	steve	στηβ	PROPN;NOM;SG	
nobelin	νόμπελ	nobelin	νόμπελ	N;GEN;SG	N;NOM;NEUT;SG
itävallan	αυστριακός	itä#valta	αυστριακός	N;GEN;SG	ADJ;NOM;MASC;SG
itävallan	αυστριακό	itä#valta	αυστριακός	N;GEN;SG	ADJ;NOM;NEUT;SG
itävallan	αυστριακές	itä#valta	αυστριακός	N;GEN;SG	ADJ;NOM;FEM;PL
itävallan	αυστριακή	itä#valta	αυστριακός	N;GEN;SG	ADJ;NOM;FEM;SG
itävallan	αυστρία	itä#valta	αυστρία	N;GEN;SG	PROPN;ACC;FEM;SG
jne	κλπ	jne.	κλπ	ADV	N
sijoitus	επένδυση	sijoitus	επένδυση	N;NOM;SG	N;ACC;FEM;SG
sijoitus	επένδυση	sijoitus	επένδυση	N;NOM;SG	N;ACC;FEM;SG
sijoitus	επενδύσεις	sijoitus	επένδυση	N;NOM;SG	N;NOM;FEM;PL
sijoitus	επενδύσεων	sijoitus	επένδυση	N;NOM;SG	N;GEN;FEM;PL
max	max	max	max	N;NOM;SG	
max	μαξ	max	μαξ	N;NOM;SG	
lisätä	αύξηση	lisätä	αύξηση	V;SG;NFIN;ACT	N;NOM;FEM;SG
lisätä	προσθήκη	lisätä	προσθήκη	V;SG;NFIN;ACT	N
lisätä	προσθέστε	lisätä	προσθέτω	V;SG;NFIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
taistelun	μαχη	taistelu	μαχη	N;GEN;SG	N;ACC;FEM;SG
taistelun	μάχη	taistelu	μάχη	N;GEN;SG	N;ACC;FEM;SG
toista	επανέλαβε	toinen	επαναλαμβάνω	PRO;PRT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
toista	επανάληψη	toinen	επανάληψη	PRO;PRT;SG	N;ACC;FEM;SG
toista	επαναλάβετε	toinen	επαναλαμβάνω	PRO;PRT;SG	V;PFV;IND;PL;2;FIN;ACT
