poesie	poesía	poesie	poesía		N
freundeskreis	amigos	freundeskreis	amigo	ADJ	N
freundeskreis	os	freundeskreis	o	ADJ	DET
jordanien	jordan	jordanien	jordar	PROPN;NOM;NEUT;SG	V
traurig	tristes	traurig	triste	ADJ	N
schmerz	dor	schmerz	dor	PROPN	N
schmerz	pena	schmerz	pena	PROPN	N
schmerz	dor	schmerz	dor	PROPN	N
schmerz	moito	schmerz	moito	PROPN	ADV
eck	esquina	eck	esquina		N
eck	recuncho	eck	recuncho		N
strahlen	radiación	strahlen	radiación	V;NFIN	N
onkels	tío	onkels	tío		N
onkels	tonton	onkels	tontor		PROPN
onkels	tíos	onkels	tíos		N
aufrechterhalten	manter	aufrechterhalten	manter	ADJ	V
aufrechterhalten	a	aufrechterhalten	o	ADJ	DET
aufrechterhalten	manter	aufrechterhalten	manter	ADJ	V
dong	dong	dong	dong		PROPN
guard	garda	guard	garda	PROPN	N
guard	de	guard	de	PROPN	ADP
stromversorgung	a	stromversorgung	o	N;NOM;FEM;SG	DET
stromversorgung	poder	stromversorgung	poder	N;NOM;FEM;SG	V
stromversorgung	o	stromversorgung	o	N;NOM;FEM;SG	DET
inhaltsverzeichnis	índice	inhaltsverzeichnis	índice		N
süß	moi	süß	moi	ADJ	ADV
süß	sweet	süß	sweet	ADJ	PROPN
süß	doces	süß	doce	ADJ	N
süß	doce	süß	doce	ADJ	N
unschuld	inocencia	unschuld	inocencia		N
elvis	elvis	elvis	elvis	PROPN;NOM;MASC;SG	PROPN
realisierte	de	realisieren	de	V;IND;SG;3;PST;FIN	ADP
realisierte	que	realisieren	que	V;IND;SG;3;PST;FIN	PRO
realisierte	conta	realisieren	conta	V;IND;SG;3;PST;FIN	N
realisierte	na	realisieren	na	V;IND;SG;3;PST;FIN	N
realisierte	conta	realisieren	conta	V;IND;SG;3;PST;FIN	N
schweine	porcos	schweinen	porco		N
schweine	os	schweinen	o		DET
schweine	porco	schweinen	porco		N
komplexes	complexo	komplex	complexo	ADJ;NOM;NEUT;SG	N
komplexes	complexas	komplex	complexo	ADJ;NOM;NEUT;SG	N
komplexes	complexos	komplex	complexo	ADJ;NOM;NEUT;SG	N
töchtern	fillas	töcht	fillo	V;PL;FIN	N
privatleben	privadas	privatleben	privado	V	ADJ
privatleben	privado	privatleben	privado	V	ADJ
privatleben	privada	privatleben	privado	V	ADJ
privatleben	privados	privatleben	privado	V	ADJ
privatleben	raso	privatleben	raso	V	N
privatleben	privacidade	privatleben	privacidade	V	N
stage	escenario	stage	escenario		N
stage	etapa	stage	etapa		N
stage	no	stage	no		V
stage	palco	stage	palco		N
kartoffeln	patacas	kartoffeln	pataca	V;NFIN	N
porzellan	china	porzellan	china		N
symphonie	sinfonía	symphonie	sinfonía		N
skin	pel	skin	pel	PROPN;NOM;SG	N
skin	ósos	skin	óso	PROPN;NOM;SG	N
reiseführer	guía	reiseführ	guía	ADJ	N
stickstoff	nitróxeno	steckstoff	nitróxeno		N
themenbereich	tema	themenbereich	tema		N
themenbereich	asunto	themenbereich	asunto		N
hubble	hubble	hubble	hubble	PROPN;NOM;SG	PROPN
hubble	espacial	hubble	espacial	PROPN;NOM;SG	N
zivilisation	civilización	zivilisation	civilización		N
komplexer	complexo	komplex	complexo	ADJ	N
komplexer	complexas	komplex	complexo	ADJ	N
komplexer	complexos	komplex	complexo	ADJ	N
zusätzliches	de	zusätzlich	de	ADJ;NOM;NEUT;SG	ADP
zusätzliches	máis	zusätzlich	máis	ADJ;NOM;NEUT;SG	ADV
zusätzliches	extra	zusätzlich	extra	ADJ;NOM;NEUT;SG	PROPN
zusätzliches	un	zusätzlich	un	ADJ;NOM;NEUT;SG	DET
mcdonald	mcdonald	mcdonald	mcdonald	PROPN	ADJ
offensichtliche	fixo	offensichtlich	facer	ADJ;NOM;FEM;PL	V
günstige	barato	günstig	barato	ADJ;NOM;FEM;PL	N
scheitert	falla	scheitern	falla	V;IND;SG;3;PRS;FIN	N
scheitert	a	scheitern	o	V;IND;SG;3;PRS;FIN	DET
lebensräume	do	lebensraum	do	ADJ;NOM;PL	PROPN
lebensräume	hábitat	lebensraum	hábitat	ADJ;NOM;PL	N
etage	andar	etag	andar	N;NOM;SG	V
tech	tecnolóxica	tech	tecnolóxico		ADJ
tech	tecnolóxicas	tech	tecnolóxico		ADJ
inspektor	inspector	inspektor	inspector		N
inspektor	comisario	inspektor	comisario		N
hervorgerufen	causa	hervorrufen	causa	V;V.PTCP	N
kapstadt	o	kapstadt	o	PROPN;NOM;SG	DET
kapstadt	cabo	kapstadt	cabo	PROPN;NOM;SG	N
schenken	regalo	schenken	regalo	V;NFIN	PROPN
schenken	agasallo	schenken	agasallo	V;NFIN	N
stockwerk	chan	stockwerk	chan	ADJ	N
stockwerk	piso	stockwerk	piso	ADJ	N
stockwerk	andar	stockwerk	andar	ADJ	V
gelehrt	ensináronnos	lehren	ensináronno	V;V.PTCP	N
gelehrt	que	lehren	que	V;V.PTCP	PRO
holy	sagrado	holy	sagrar	PROPN	ADJ
holy	santo	holy	santo	PROPN	ADJ
holy	santos	holy	santo	PROPN	N
holy	sagrada	holy	sagrar	PROPN	V
ähm	um	er|es	um		PROPN
ähm	chame	er|es	chame		V
eigner	os	eigner	o		DET
verbrauch	consumo	verbrauchen	consumo	ADJ	N
körpergröße	altura	körpergröße	altura	ADJ;NOM;FEM;SG	N
bewertungen	cualificacións	bewertungen	cualificación	V;NFIN	N
bewertungen	as	bewertungen	o	V;NFIN	DET
bewertungen	avaliacións	bewertungen	avaliación	V;NFIN	N
bewertungen	cualificación	bewertungen	cualificación	V;NFIN	N
kameraden	dos	kamerad	dos	N;NOM;PL	PROPN
furcht	medo	furchen	medo	PROPN	N
furcht	ansiedade	furchen	ansiedade	PROPN	N
tendenziell	a	tendenziell	o	ADJ	DET
tendenziell	tendemos	tendenziell	tender	ADJ	V
tendenziell	tenden	tendenziell	tender	ADJ	V
tendenziell	adoita	tendenziell	adoitar	ADJ	V
tausenden	miles	tausenden	mil	ADJ;PL	N
tausenden	milleiros	tausenden	milleiro	ADJ;PL	N
aufbruch	espertar	aufbruch	espertar	PROPN	V
geschäften	almacéns	schäften	almacén	ADJ	N
geschäften	depósitos	schäften	depósito	ADJ	N
geschäften	provisións	schäften	provisión	ADJ	N
pier	peirao	pier	peirao	PROPN;NOM;SG	N
gedruckte	impreso	gedruckt	impreso	ADJ;NOM;FEM;SG	N
giants	xigantes	giants	xigante	PROPN;NOM;SG	ADJ
lampe	lámpada	lampen	lámpada		N
knaben	os	knaben	o	N;NOM;PL	DET
behälter	tanque	behälter	tanque	ADJ	N
behälter	depósito	behälter	depósito	ADJ	N
behälter	tanques	behälter	tanque	ADJ	N
sherlock	sherlock	sherlock	sherlock	PROPN;NOM;SG	N
göttliche	divino	göttlich	divino	ADJ;NOM;FEM;PL	N
hai	hai	hai	haber		V
weizen	trigo	weizen	trigo		N
versprochen	promesa	versprechen	promesar	V;V.PTCP	N
versprochen	prométolle	versprechen	prométolle	V;V.PTCP	PROPN
versprochen	prométocho	versprechen	prométocho	V;V.PTCP	N
versprochen	prometín	versprechen	prometín	V;V.PTCP	PROPN
versprochen	prometinlle	versprechen	prometinlle	V;V.PTCP	PROPN
versprochen	prometéronme	versprechen	prometéronme	V;V.PTCP	PROPN
versprochen	prometíchesme	versprechen	prometíchesme	V;V.PTCP	N
häuptling	xefe	häuptling	xefar	PROPN	N
häuptling	o	häuptling	o	PROPN	DET
geheimdienst	intelixencia	geheimdienst	intelixencia	PROPN;NOM;SG	N
