til	لاجل	til	لاجل	ADV	
lade	حظيرة	lade	حَظِيرَة	V;NFIN;ACT	N;NOM;INDF;SG
lade	الحظيرة	lade	حَظِيرَة	V;NFIN;ACT	N;NOM;DEF;SG
lade	بارن	lade	بَارِن	V;NFIN;ACT	
solgte	تباع	sælge	أَبَاع	V;PST;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
solgte	بيعت	sælge	بَيع	V;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
solgte	بيع	sælge	بَيع	V;PST;FIN;ACT	N;NOM;INDF;SG
vægt	الوزن	vægt	وَزن	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stiftet	ابرشية	stift	أَبرَشِيّ	V;INDF;SG;PST;V.PTCP	
kraft	القوة	kraft	قُوَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kraft	الطاقة	kraft	طَاقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kraft	القوة	kraft	قُوَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kraft	السلطة	kraft	سُلطَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skriver	كتابة	skrive	كِتَابَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
skriver	اكتب	skrive	كِتَاب	V;IND;PRS;FIN;ACT	
skriver	الكتابة	skrive	كِتَابَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
skriver	الطباعة	skrive	طِبَاعَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
skriver	الكتابة	skrive	كِتَابَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
skriver	الكتابه	skrive	الكتابه	V;IND;PRS;FIN;ACT	
skriver	كتابة	skrive	كِتَابَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
skriver	اكتب	skrive	كِتَاب	V;IND;PRS;FIN;ACT	
skriver	الكتابة	skrive	كِتَابَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
studier	دراسة	studi	دِرَاسَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
studier	ادرس	studi	أَدرَس	N;INDF;NEUT;PL	
studier	الدراسة	studi	دِرَاسَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
studier	الدراسات	studi	دِرَاسَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
hvid	الابيض	hvid	أَبيَض	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
hvid	وايت	hvid	وايت	ADJ;INDF;MASC+FEM;SG	
hvid	ابيض	hvid	أَبيَض	ADJ;INDF;MASC+FEM;SG	
private	الخاص	privat	خَاصّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
private	الخاصة	privat	خَاصّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
private	خاص	privat	خَاصّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
private	خاصة	privat	خَاصّ	ADJ;PL	ADJ;ACC;INDF;FEM;SG
ønsker	اتمنى	ønske	اِتَّمَن	V;IND;PRS;FIN;ACT	
ønsker	تمنى	ønske	مَنَى	V;IND;PRS;FIN;ACT	
ønsker	امنية	ønske	أَمنِيّ	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
ønsker	نتمنى	ønske	نتمنى	V;IND;PRS;FIN;ACT	
ønsker	اتمنى	ønske	اِتَّمَن	V;IND;PRS;FIN;ACT	
ønsker	متمنيا	ønske	مُتَمَنِّي	V;IND;PRS;FIN;ACT	ADJ;ACC;INDF;MASC;SG
ønsker	رغبات	ønske	رَغبَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
ønsker	اريد	ønske	اريد	V;IND;PRS;FIN;ACT	
los	لوس	los	لُوس	PROPN	
los	الوشق	los	وَشَّق	PROPN	N;NOM;DEF;SG
los	لينكس	los	لينكس	PROPN	
trak	درو	trække	دَرُو	V;IND;PST;FIN;ACT	
ridder	فارس	ridder	فارس	N;INDF;MASC+FEM;SG	
ridder	الفارس	ridder	فَارِس	N;INDF;MASC+FEM;SG	
oprindelig	اصلا	oprindelig	أَصل	ADV	N;ACC;INDF;SG
oprindelig	الاولي	oprindelig	أَوَّلِيّ	ADV	
oprindelig	اولية	oprindelig	أَوَّلِيّ	ADV	ADJ;NOM;INDF;FEM;SG
oprindelig	اوليا	oprindelig	أَوَّلِيّ	ADV	ADJ;ACC;INDF;MASC;SG
oprindelig	الاصلي	oprindelig	أَصلِيّ	ADV	ADJ;NOM;DEF;MASC;SG
oprindelig	اصلي	oprindelig	أَصلِيّ	ADV	
oprindelig	الاصلية	oprindelig	أَصلِيّ	ADV	ADJ;NOM;DEF;FEM;SG
oprindelig	الاصل	oprindelig	أَصل	ADV	
oprindelig	اصلية	oprindelig	أَصلِيّ	ADV	ADJ;NOM;INDF;FEM;SG
central	مركزية	central	مَركَزِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
central	سنترال	central	سنترال	N;INDF;MASC+FEM;SG	
central	الوسطى	central	أَوسَط	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
central	مركزي	central	مركزي	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
seneste	الاحدث	sen	أَحدَث	ADJ;DEF;RL	N;NOM;DEF;SG
seneste	حديثة	sen	حَدِيث	ADJ;DEF;RL	ADJ;NOM;INDF;FEM;SG
flåde	البحرية	flåde	بَحرِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flåde	بحرية	flåde	بَحرِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
flåde	الاسطول	flåde	أُسطُول	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sorte	الاسود	sort	أَسوَد	ADJ;PL	N;NOM;DEF;SG
sorte	اسود	sort	أَسوَد	ADJ;PL	
sorte	بلاك	sort	بلَاك	ADJ;PL	
sorte	سوداء	sort	أَسوَد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
sorte	السود	sort	أَسوَد	ADJ;PL	N;NOM;DEF;PL
lee	ليي	lee	لَيِّيّ		
lee	لي	lee	لِي		
lee	لى	lee	لِي		
saint	سانت	saint	سَان		
saint	قديس	saint	قِدِّيس		N;NOM;INDF;SG
saint	القديس	saint	قِدِّيس		N;NOM;DEF;SG
vigtige	هام	vigtig	هَامّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
vigtige	مهمة	vigtig	مَهَمَّة	ADJ;PL	N;NOM;INDF;SG
vigtige	مهم	vigtig	مُهِمّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
vigtige	المهم	vigtig	مُهِمّ	ADJ;PL	
programmet	برنامج	program	بَرنَامَج	N;DEF;NEUT;SG	N;NOM;INDF;SG
angrebet	هجوم	angreb	هُجُوم	N;DEF;NEUT;SG	N;NOM;INDF;SG
planter	النباتات	planter	نَبَات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
journalist	الصحفي	journalist	صُحُفِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
journalist	صحفية	journalist	صُحُفِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
journalist	صحفي	journalist	صُحُفِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
journalist	المراسل	journalist	مُرَاسِل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
klassen	صف	klasse	صَفّ	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
kvinde	المراة	kvinde	مَرَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kvinde	الانثى	kvinde	أَنثِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kvinde	الاناث	kvinde	أَنَاث	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
stationen	محطة	station	مَحَطَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
yngre	الاصغر	ung	أَصغَر	ADJ;CMPR	N;NOM;DEF;SG
henry	هنرى	henry	هِنرِيّ		
henry	هنري	henry	هِنرِي		
oplysninger	in	oplysning	مَثّ	N;INDF;MASC+FEM;PL	
oplysninger	المعلومات	oplysning	مَعلُومَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
oplysninger	الاعلام	oplysning	إِعلَام	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
oplysninger	المعلومات	oplysning	مَعلُومَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
oplysninger	البيانات	oplysning	بَيَان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
barn	الطفلة	barn	طِفلَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
barn	الطفل	barn	طِفل	N;INDF;NEUT;SG	N;NOM;DEF;SG
intet	لاشيء	ingen	لَاشِي	PRO;NEUT;SG	
svært	بجد	svær	بَجدَ	ADJ;INDF;NEUT;SG	
energi	الطاقة	energi	طَاقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
foreningen	جمعية	forening	جَمعِيَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
foreningen	رابطة	forening	رَابِطَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
joseph	جوزيف	joseph	جُوزِيف	N;INDF;MASC+FEM;SG	
landsbyen	قرية	landsby	قَريَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
line	سطر	lin	سِطر		N;NOM;INDF;SG
line	السطر	lin	سِطر		N;NOM;DEF;SG
line	الخط	lin	خَطّ		N;NOM;DEF;SG
line	خط	lin	خَطّ		N;NOM;INDF;SG
græske	يوناني	græsk	يُونَانِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
græske	يونانية	græsk	يُونَانِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
græske	اليوناني	græsk	يُونَانِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
græske	اليونانية	græsk	يُونَانِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
jord	التربة	jord	تَرَبَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jord	ارض	jord	ارض	N;INDF;MASC+FEM;SG	
jord	اراض	jord	أَرض	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
jord	الارض	jord	أَرض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jord	الاراضي	jord	أَرض	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
jord	الارض	jord	أَرض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dig	انت	du	أَنتَى	PRO;ACC;MASC+FEM;SG;2	
dig	انتي	du	أَنتِي	PRO;ACC;MASC+FEM;SG;2	
enig	اتفق	enig	اِتَّفَق	ADJ;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
enig	اوافق	enig	أَوَّق	ADJ;INDF;MASC+FEM;SG	
enig	نتفق	enig	نتفق	ADJ;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
berømte	شهيرة	berømt	شَهِيرَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
berømte	مشهور	berømt	مَشهُور	ADJ;PL	ADJ;NOM;INDF;MASC;SG
berømte	شهير	berømt	شَهِير	ADJ;PL	ADJ;NOM;INDF;MASC;SG
berømte	مشهورة	berømt	مَشهُور	ADJ;PL	ADJ;NOM;INDF;FEM;SG
berømte	الشهيرة	berømt	شَهِير	ADJ;PL	N;NOM;DEF;SG
brugere	المستخدمون	bruger	مُستَخدِم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
brugere	المستخدمين	bruger	مُستَخدِم	N;INDF;MASC+FEM;PL	N;ACC;DEF;PL
bad	استحمام	bede	اِستِحمَام	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
bad	دش	bede	دَش	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
bad	الدش	bede	الدش	V;IND;PST;FIN;ACT	N;NOM;DEF;SG
bad	سيئة	bede	سَيِّئ	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
bad	باد	bede	بَاد	V;IND;PST;FIN;ACT	
bad	سيء	bede	سِيَّة	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
bad	سيئ	bede	سَيِّئ	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
bad	سئ	bede	سَأّ	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
bad	حمام	bede	حمام	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
bad	الحمام	bede	حَمَام	V;IND;PST;FIN;ACT	N;NOM;DEF;SG
bad	باث	bede	بَاثِي	V;IND;PST;FIN;ACT	
kaptajn	الكابتن	kaptajn	الكابتن	N;INDF;MASC+FEM;SG	
kaptajn	كابتن	kaptajn	كابتن	N;INDF;MASC+FEM;SG	
former	الاشكال	form	شَكل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
former	الاشكال	form	شَكل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
star	نجمة	star	نَجمَة		N;NOM;INDF;SG
star	النجم	star	نَجم		N;NOM;DEF;SG
star	النجمة	star	نَجمَة		N;NOM;DEF;SG
star	نجم	star	نجم		
star	ستار	star	سِتَار		
latin	اللاتينية	latin	اللاتينية		
latin	لاتينية	latin	لاتينية		ADJ;NOM;INDF;FEM;SG
religion	الدين	religion	دِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
religion	الديانة	religion	دِيَانَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ude	اخرج	ude	آخَر	ADV	V;PFV;MASC;SG;3;ACT
ude	خارج	ude	خَارِجَ	ADV	ADP;ACC
ude	خارجا	ude	خَارِج	ADV	ADJ;ACC;INDF;MASC;SG
ude	خرج	ude	خَرَج	ADV	V;PFV;MASC;SG;3;ACT
grønland	غرينلاند	grønland	غرينلاند	N;INDF;NEUT;SG	
møde	الاجتماع	møde	اِجتِمَاع	N;INDF;NEUT;SG	N;NOM;DEF;SG
møde	الجلسة	møde	جَلسَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
efteråret	خريف	efterår	خَرِيف	N;DEF;NEUT;SG	N;NOM;INDF;SG
klart	واضح	klart	وَاضِح	ADV	ADJ;NOM;INDF;MASC;SG
klart	واضحة	klart	وَاضِح	ADV	ADJ;NOM;INDF;FEM;SG
klart	خال	klart	خَالِي	ADV	
klart	مبين	klart	مبين	ADV	
klart	بوضوح	klart	بوضوح	ADV	
holder	حائز	holde	حَائِز	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
holder	الحائز	holde	حَائِز	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
münchen	ميونيخ	münche	مِيُونِيخ	PROPN	
münchen	ميونخ	münche	ميونخ	PROPN	
bayern	بافاريا	bay	بَافَارِيَا	N;DEF;MASC+FEM;SG	
bayern	بايرن	bay	بَايِرن	N;DEF;MASC+FEM;SG	
frank	فرانك	frank	فرانك		
plan	الخطة	plan	خُطَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plan	المستوى	plan	مُستَوَى	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betegnelse	الاسم	betegnelse	اِسم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betegnelse	اللقب	betegnelse	لَقَب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betegnelse	العنوان	betegnelse	عُنوَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
show	اظهر	show	أَظهَر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
show	العرض	show	عَرض	N;INDF;NEUT;SG	N;NOM;DEF;SG
show	اعرض	show	أَعرَض	N;INDF;NEUT;SG	
north	نورث	north	نورث	N;INDF;MASC+FEM;SG	
north	شمالي	north	شمالي	N;INDF;MASC+FEM;SG	
north	الشمال	north	شَمَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
american	امريكية	american	أَمرِيكِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
american	امريكيون	american	أَمرِيكِيّ	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
american	امريكي	american	أَمرِيكِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
american	الامريكي	american	أَمرِيكِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
materiale	المواد	materiale	مَادَّة	N;INDF;NEUT;SG	N;NOM;DEF;PL
materiale	مواد	materiale	مَادَّة	N;INDF;NEUT;SG	N;NOM;INDF;PL
materiale	المادة	materiale	مَادَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
materiale	المواد	materiale	مَادَّة	N;INDF;NEUT;SG	N;NOM;DEF;PL
materiale	مواد	materiale	مَادَّة	N;INDF;NEUT;SG	N;NOM;INDF;PL
biskop	الاسقف	biskop	الاسقف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
biskop	اسقف	biskop	اسقف	N;INDF;MASC+FEM;SG	
biskop	بيشوب	biskop	بيشوب	N;INDF;MASC+FEM;SG	
kirker	الكنائس	kirke	كَنِيسَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indhold	المحتوى	indhold	المحتوى	N;INDF;NEUT;SG	N;NOM;DEF;SG
indhold	محتويات	indhold	مُحتَوَى	N;INDF;NEUT;SG	N;NOM;INDF;PL
indhold	المضمون	indhold	المضمون	N;INDF;NEUT;SG	N;NOM;DEF;SG
indhold	محتويات	indhold	مُحتَوَى	N;INDF;NEUT;SG	N;NOM;INDF;PL
maler	الطلاء	male	طَالِط	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
maler	ارسم	male	ارسم	N;INDF;MASC+FEM;SG	
maler	اللوحة	male	لَوحَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
maler	الرسم	male	رَسم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
maler	الرسام	male	رَسَّام	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
air	هواء	air	هَوَاء		N;NOM;INDF;SG
air	الهواء	air	هَوَاء		N;NOM;DEF;SG
timer	الساعات	time	سَاعَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
timer	المؤقت	time	مُؤَقَّت	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
timer	مؤقت	time	مُؤَقَّت	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;MASC;SG
personlige	شخصيه	personlig	شخصيه	ADJ;PL	
personlige	شخصية	personlig	شَخصِيَّة	ADJ;PL	N;NOM;INDF;SG
personlige	شخصي	personlig	شَخصِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sidder	قاعد	sidde	قَاعِد	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
sidder	جالس	sidde	جَالِس	V;IND;PRS;FIN;ACT	
sidder	جالسة	sidde	جَالِس	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
sidder	الجلوس	sidde	جَلُوس	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
stå	الوقوف	stå	وُقُوف	V;NFIN;ACT	N;NOM;DEF;SG
virksomheder	التعهدات	virksomhed	تَعَهُّد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
virksomheder	الشركات	virksomhed	شَرِكَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
andreas	اندرياس	andrens	أَندرِيَاس	PROPN	
umiddelbart	فورا	umiddelbart	فَور	ADV	N;ACC;INDF;SG
umiddelbart	الفوري	umiddelbart	فَورِيّ	ADV	ADJ;NOM;DEF;MASC;SG
umiddelbart	فوري	umiddelbart	فَورِيّ	ADV	ADJ;NOM;INDF;MASC;SG
etape	المنصة	etape	مِنَصَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
etape	المسرح	etape	مَسرَح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
etape	المرحلة	etape	مَرحَلَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
olympiske	الاولمبية	olympisk	أُولِمبِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
forening	التوحيد	forening	تَوحِيد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forening	الرابطة	forening	رَابِطَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forening	الجمعية	forening	جَمعِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
opgave	الانتداب	opgave	اِنتِدَاب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
opgave	التكليف	opgave	تَكلِيف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
opgave	المهمة	opgave	مَهَمَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
html	htm	html	أَرَأ	N;INDF;MASC+FEM;SG	
ejer	صاحب	eje	صَاحِب	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
ejer	مالك	eje	مَالِك	V;IND;PRS;FIN;ACT	
ejer	المالك	eje	مَالِك	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
moskva	موسكو	moskva	مُوسكُو	PROPN	
oprindelse	الاصل	oprindelse	أَصل	N;INDF;MASC+FEM;SG	
oprindelse	اصل	oprindelse	أَصل	N;INDF;MASC+FEM;SG	
oprindelse	اصول	oprindelse	أَصل	N;INDF;MASC+FEM;SG	
oprindelse	الاصول	oprindelse	أَصل	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
king	ملك	king	مَلِك		
king	كينغ	king	كينغ		
king	الملك	king	مَلِك		N;NOM;DEF;SG
king	كينج	king	كينج		
press	اضغط	press	اِضغَطّ		
press	الصحافة	press	صَحَافَة		N;NOM;DEF;SG
press	صحافة	press	صَحَافَة		N;NOM;INDF;SG
universitetet	جامعة	universitet	جَامِعَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
ung	شاب	ung	شَابّ	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
ung	صغار	ung	صَغِير	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;PL
genre	النوع	genre	نَوع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mit	لي	min	لِي	DET;NEUT;SG;1	
mit	ملكي	min	ملكي	DET;NEUT;SG;1	ADJ;NOM;INDF;MASC;SG
mit	الالغام	min	لَغَم	DET;NEUT;SG;1	N;NOM;DEF;PL
mit	لغم	min	لُغم	DET;NEUT;SG;1	
mit	منجم	min	منجم	DET;NEUT;SG;1	N;NOM;INDF;SG
mit	اللغم	min	لَغم	DET;NEUT;SG;1	N;NOM;DEF;SG
france	وفرنسا	france	وفرنسا		
france	فرانس	france	فرَانس		
france	فرنسا	france	فَرَنسَا		
student	الطالب	student	طَالِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
student	طالب	student	طَالَب	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
student	التلميذ	student	تَلمِيذ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vært	المضيف	være	مُضِيف	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
vært	المضيفة	være	مُضِيف	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
smith	سميث	smith	سمِيث		
forbundet	متصلة	forbund	مُتَّصِل	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
forbundet	متصل	forbund	مُتَّصِل	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forbundet	مرتبطة	forbund	مُرتَبِط	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
forbundet	مرتبط	forbund	مُرتَبِط	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forbundet	مرتبط	forbund	مُرتَبِط	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forbundet	مرتبطة	forbund	مُرتَبِط	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
bestående	موجود	bestå	مَوجُود	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC;SG
bestående	قائم	bestå	قَائِم	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC;SG
inspireret	الهم	inspirere	هُوَ	V;INDF;SG;PST;V.PTCP	
praksis	التدريب	praksis	تَدرِيب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
praksis	الممارسة	praksis	مُمَارَسَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
praksis	التمرين	praksis	تَمرِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
praksis	الممارسات	praksis	مُمَارَسَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
praksis	ممارسات	praksis	مُمَارَسَة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
kirkegård	المقابر	kirkegård	مَقبَر	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
kirkegård	المقبرة	kirkegård	مُقبِر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kirkegård	المقبرة	kirkegård	مُقبِر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
placering	الموضع	placering	مُوَضَّع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
placering	الموقع	placering	مَوقِع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
placering	المكان	placering	مَكَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tro	ايمانا	tro	إِيمَان	V;NFIN;ACT	N;ACC;INDF;SG
tro	فيث	tro	فَيثُ	V;NFIN;ACT	
tro	ايمان	tro	إِيمَان	V;NFIN;ACT	
tro	الايمان	tro	إِيمَان	V;NFIN;ACT	N;NOM;DEF;SG
tro	اصدق	tro	أَصدَق	V;NFIN;ACT	
tro	المعتقد	tro	مُعتَقَد	V;NFIN;ACT	N;NOM;DEF;SG
tro	اعتقاد	tro	اِعتِقَاد	V;NFIN;ACT	N;NOM;INDF;SG
tro	الاعتقاد	tro	اِعتِقَاد	V;NFIN;ACT	N;NOM;DEF;SG
indien	انديا	indien	أَندِيّ	PROPN	
indien	الهند	indien	هِند	PROPN	N;NOM;DEF;SG
indien	بالهند	indien	بِ	PROPN	N;NOM;DEF;SG
jack	جاك	jack	جَاك		
hovedstaden	عاصمة	hovedstad	عَاصِمَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
fordel	الاستحقاق	fordel	اِستِحقَاق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fordel	الميزة	fordel	مِيزَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stykke	القطعة	stykke	قُطعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
punkt	العنصر	punkt	عُنصُر	N;INDF;NEUT;SG	N;NOM;DEF;SG
punkt	البند	punkt	بَند	N;INDF;NEUT;SG	N;NOM;DEF;SG
punkt	بوينت	punkt	بوينت	N;INDF;NEUT;SG	
punkt	النقطة	punkt	نُقطَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
lund	لوند	lund	لوند		
projektet	مشروع	projekt	مَشرُوع	N;DEF;NEUT;SG	N;NOM;INDF;SG
foråret	ربيع	forår	ربيع	N;DEF;NEUT;SG	
motor	المحرك	motor	مُحَرَّك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
motor	المحرك	motor	مُحَرَّك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
motor	الموتر	motor	مُوتَر	N;INDF;MASC+FEM;SG	
sophie	صوفى	sophie	صُوفِي	N;INDF;MASC+FEM;SG	
sophie	صوفي	sophie	صُوفِي	N;INDF;MASC+FEM;SG	
operation	العملية	operation	عَمَلِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
operation	العمليات	operation	عَمَلِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
operation	الجراحة	operation	جِرَاحَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
