hän	انها	hän	انها	PRO;NOM;SG;3	
maalintekijä	هدافي	maalin#tekijä	هَدَّاف	N;NOM;SG	N;NOM;INDF;PL
virtaa	تدفق	virta	تَدَفُّق	N;PRT;SG	N;NOM;INDF;SG
virtaa	التدفق	virta	تَدَفُّق	N;PRT;SG	N;NOM;DEF;SG
virtaa	التدفقات	virta	تَدَفُّق	N;PRT;SG	N;NOM;DEF;PL
virtaa	تدفقات	virta	تَدَفُّق	N;PRT;SG	N;NOM;INDF;PL
virtaa	يتدفق	virta	تَدَفَّق	N;PRT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
virtaa	تتدفق	virta	تَدَفَّق	N;PRT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
vie	التصدير	vie	تَصدِير	INTJ	N;NOM;DEF;SG
vie	صدر	vie	صَدَر	INTJ	V;PFV;MASC;SG;3;ACT
vie	تصدير	vie	تَصدِير	INTJ	N;NOM;INDF;SG
vie	الصادرات	vie	صَادِر	INTJ	N;NOM;DEF;PL
koulussa	مدرسه	koulu	مدرسه	N;IN+ESS;SG	PRO;NOM;MASC;SG;3
koulussa	مدرسة	koulu	مَدرَسَة	N;IN+ESS;SG	N;NOM;INDF;SG
koulussa	المدرسة	koulu	مَدرَسَة	N;IN+ESS;SG	N;NOM;DEF;SG
koulussa	المدارس	koulu	مَدرَسَة	N;IN+ESS;SG	N;NOM;DEF;PL
jatkuu	مستمرة	jatkua	مُستَمِرّ	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
jatkuu	مستمر	jatkua	مُستَمِرّ	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
jatkuu	مواصلة	jatkua	مُوَاصَلَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
jatkuu	الاستمرار	jatkua	اِستِمرَار	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
jatkuu	تواصل	jatkua	تَوَاصُل	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
peliä	لعبة	peli	لُعبَة	N;PRT;SG	N;NOM;INDF;SG
peliä	مباراة	peli	مُبَارَاة	N;PRT;SG	N;NOM;INDF;SG
peliä	المباراة	peli	مُبَارَاة	N;PRT;SG	N;NOM;DEF;SG
peliä	اللعبة	peli	لَعبَة	N;PRT;SG	N;NOM;DEF;SG
lääketieteen	الطبي	lääke#tiede	طِبِّيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
lääketieteen	طبية	lääke#tiede	طِبِّيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
lääketieteen	طبي	lääke#tiede	طِبِّيّ	N;GEN;SG	N;NOM;INDF;SG
lääketieteen	الطبية	lääke#tiede	طِبِّيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
nimiä	اسماء	nimi	اِسم	N;PRT;PL	N;NOM;INDF;PL
nimiä	الاسماء	nimi	اِسم	N;PRT;PL	N;NOM;DEF;PL
sisään	داخل	sisään	دَاخِلَ	ADV	ADP;ACC
sisään	للداخل	sisään	لِ	ADV	N;NOM;DEF;SG
sisään	داخلي	sisään	دَاخِلِيّ	ADV	ADJ;NOM;INDF;MASC;SG
sisään	بالداخل	sisään	بِ	ADV	N;GEN;DEF;SG
sisään	الداخل	sisään	دَاخِل	ADV	N;NOM;DEF;SG
katolinen	كاثوليكية	kato#linen	كَاثُولِيكِيّ	ADJ;NOM;SG	
katolinen	كاثوليكي	kato#linen	كاثوليكي	ADJ;NOM;SG	
katolinen	الكاثوليكية	kato#linen	كَاثُولِيكِيّ	ADJ;NOM;SG	N;NOM;DEF;SG
nokia	نوكيا	noki	نَوكِيّ	PROPN;NOM;SG	
lääkäri	دكتور	lääkäri	دُكتُور	N;NOM;SG	
lääkäri	دكتورة	lääkäri	دُكتُورَة	N;NOM;SG	
alukset	سفن	alus	سَفِينَة	N;NOM;PL	
alukset	الاوعية	alus	وِعَاء	N;NOM;PL	
alukset	اوعية	alus	وِعِّيّ	N;NOM;PL	N;NOM;INDF;SG
kiitos	شكر	kiitos	شَكَر	N;NOM;SG	
kiitos	اشكرك	kiitos	اشكرك	N;NOM;SG	
kiitos	شكرا	kiitos	شُكر	N;NOM;SG	N;ACC;INDF;SG
välittömästi	فورا	välittömästi	فَور	ADV	N;ACC;INDF;SG
ray	راي	ray	راي	PROPN;NOM;SG	
ray	راى	ray	رَأي	PROPN;NOM;SG	
dollarin	الدولار	dollari	دُولَار	N;GEN;SG	N;NOM;DEF;SG
dollarin	دولار	dollari	دُولَار	N;GEN;SG	N;NOM;INDF;SG
portugalin	البرتغالي	portugali	بُرتُغَالِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
portugalin	البرتغالية	portugali	بُرتُغَالِيَّة	N;GEN;SG	
portugalin	بالبرتغالية	portugali	بالبرتغالية	N;GEN;SG	N;NOM;DEF;SG
portugalin	البرتغال	portugali	اَلبُرتُغَال	N;GEN;SG	
vallankumouksen	ثورة	vallan#kumous	ثَورَة	N;GEN;SG	N;NOM;INDF;SG
vallankumouksen	الثورة	vallan#kumous	ثَورَة	N;GEN;SG	N;NOM;DEF;SG
yläpuolella	اعلاه	yläpuolella	إِعلَاه	ADV	
egyptin	egy	egypti	كَثَّم	N;GEN;SG	
egyptin	مصر	egypti	مِصر	N;GEN;SG	N;NOM;INDF;SG
egyptin	المصري	egypti	مِصرِيّ	N;GEN;SG	N;NOM;DEF;SG
egyptin	مصرية	egypti	مِصرِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
egyptin	مصري	egypti	مِصرِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
egyptin	المصرية	egypti	مِصرِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
lähettää	ارسال	lähettää	ارسال	V;SG;NFIN;ACT	
lähettää	ارسال	lähettää	ارسال	V;SG;NFIN;ACT	
käyttäen	باستعمال	käyttää	باستعمال	V;INS;SG;NFIN;ACT	N;GEN;DEF;SG
käyttäen	استعمال	käyttää	اِستِعمَال	V;INS;SG;NFIN;ACT	N;NOM;INDF;SG
käyttäen	استخدام	käyttää	اِستِخدَام	V;INS;SG;NFIN;ACT	N;NOM;INDF;SG
käyttäen	باستخدام	käyttää	باستخدام	V;INS;SG;NFIN;ACT	N;NOM;DEF;SG
tapahtuma	المعاملات	tapahtuma	مُعَامَلَة	N;NOM;SG	N;NOM;DEF;PL
tapahtuma	حدث	tapahtuma	حَدَث	N;NOM;SG	V;PFV;MASC;SG;3;ACT
google	جوجل	google	جُوجل	N;NOM;SG	
google	غوغل	google	غُوغل	N;NOM;SG	
google	g	google	!	N;NOM;SG	
tuomas	توماس	tuomas	تُومَاس	N;NOM;SG	
tuomas	طوماس	tuomas	طوماس	N;NOM;SG	
moskova	موسكو	moskova	مُوسكُو	N;NOM;SG	
runoja	القصائد	runo	قَصِيدَة	N;PRT;PL	N;NOM;DEF;PL
runoja	قصائد	runo	قَصِيدَة	N;PRT;PL	N;NOM;INDF;PL
runoja	الشعر	runo	شَعر	N;PRT;PL	N;NOM;DEF;SG
runoja	شعرا	runo	شَعر	N;PRT;PL	N;ACC;INDF;SG
runoja	شعر	runo	شعر	N;PRT;PL	
tonnia	طن	tonni	طُنّ	N;PRT;SG	N;NOM;INDF;SG
tonnia	طنا	tonni	طُنّ	N;PRT;SG	N;ACC;INDF;SG
tonnia	طن	tonni	طُنّ	N;PRT;SG	N;NOM;INDF;SG
tonnia	طنا	tonni	طُنّ	N;PRT;SG	N;ACC;INDF;SG
lake	ليك	lake	لَيك		
lake	بحيرة	lake	بُحَيرَة		N;NOM;INDF;SG
lake	لايك	lake	لَايك		
lake	البحيرة	lake	بُحَيرَة		N;NOM;DEF;SG
street	ستريت	street	سترِيت	N;NOM;SG	
jackson	جاكسون	jackso	جاكسون		
linkki	لينك	linkki	لينك	N;NOM;SG	
saarelle	الجزيرة	saari	جَزِيرَة	N;AT+ALL;SG	N;NOM;DEF;SG
saarelle	جزيرة	saari	جَزِيرَة	N;AT+ALL;SG	N;NOM;INDF;SG
tuloksena	نتيجة	tulos	نَتِيجَة	N;FRML;SG	N;ACC;INDF;SG
tuloksena	النتيجة	tulos	نَتِيجَة	N;FRML;SG	N;NOM;DEF;SG
htm	h	htm	h	N;NOM;SG	
liettuan	الليتوانية	liettu	لُيتُوَانِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
liettuan	ليتوانيا	liettu	ليتوانيا	N;GEN;SG	
liettuan	ليتوانيا	liettu	ليتوانيا	N;GEN;SG	
liettuan	وليتوانيا	liettu	وليتوانيا	N;GEN;SG	
huomioon	الحساب	huomio	حِسَاب	N;IN+ALL;SG	N;NOM;DEF;SG
huomioon	حساب	huomio	حِسَاب	N;IN+ALL;SG	N;NOM;INDF;SG
kehittää	نامية	kehittää	نَامِي	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
kehittää	تطوير	kehittää	تَطوِير	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
pienet	صغيره	pieni	صغيره	ADJ;NOM;PL	PRO;NOM;FEM;SG;3
pienet	صغير	pieni	صَغِير	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
pienet	صغر	pieni	صَغَر	ADJ;NOM;PL	N;NOM;INDF;SG
pienet	صغيرة	pieni	صَغِير	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
museon	المتحف	museo	مَتحَف	N;GEN;SG	N;NOM;DEF;SG
museon	m	museo	فَ	N;GEN;SG	
museon	متحف	museo	مَتحَف	N;GEN;SG	N;NOM;INDF;SG
pariisi	باريس	pariisi	بَارِيس	N;NOM;SG	
kirkossa	كنيسه	kirkko	كنيسه	N;IN+ESS;SG	PRO;NOM;MASC;SG;3
kirkossa	كنيست	kirkko	كَنِيس	N;IN+ESS;SG	
kirkossa	كنيسة	kirkko	كَنِيسَة	N;IN+ESS;SG	N;NOM;INDF;SG
kirkossa	الكنيسة	kirkko	كَنِيسَة	N;IN+ESS;SG	N;NOM;DEF;SG
anne	ان	antaa	أَنَّ	N;NOM;SG	CONJ
joukkueet	الفرق	joukkue	فِرقَة	N;NOM;PL	N;NOM;DEF;SG
järjestelmän	المخطط	järjestelmä	مُخَطَّط	N;GEN;SG	N;NOM;DEF;SG
järjestelmän	مخطط	järjestelmä	مُخَطَّط	N;GEN;SG	N;NOM;INDF;SG
järjestelmän	نظام	järjestelmä	نِظَام	N;GEN;SG	N;NOM;INDF;SG
järjestelmän	النظام	järjestelmä	نِظَام	N;GEN;SG	N;NOM;DEF;SG
järjestelmän	المنظومة	järjestelmä	مَنظُومَة	N;GEN;SG	N;NOM;DEF;SG
vanhempi	الدر	vanha	دَرّ	ADJ;NOM;CMPR;SG	
vanhempi	كبار	vanha	كَبِير	ADJ;NOM;CMPR;SG	ADJ;NOM;INDF;MASC;PL
vanhempi	الاقدم	vanha	أَقدَم	ADJ;NOM;CMPR;SG	N;NOM;DEF;SG
vanhempi	الاقدم	vanha	أَقدَم	ADJ;NOM;CMPR;SG	N;NOM;DEF;SG
carlos	كارلوس	carlos	كَارلُوس	PROPN;NOM;SG	
päätettiin	قررت	päättää	قَرَّر	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
päätettiin	قرر	päättää	قَرَّر	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
nimenomaan	بالتحديد	nimen#omaan	بِ	ADV	N;GEN;DEF;SG
nimenomaan	تحديدا	nimen#omaan	تَحدِيد	ADV	N;ACC;INDF;SG
asiat	الامور	asia	الامور	N;NOM;PL	
asiat	امور	asia	أَمر	N;NOM;PL	N;NOM;INDF;SG
harvoin	نادرا	harvoin	نَادِر	ADV	ADJ;ACC;INDF;MASC;SG
liiga	دوري	liiga	دَورِيّ	N;NOM;SG	
kirjoja	كتب	kirja	كَتَب	N;PRT;PL	V;PFV;MASC;SG;3;ACT
kirjoja	الكتب	kirja	كِتَاب	N;PRT;PL	N;NOM;DEF;PL
yhteistyössä	التعاون	yhteis#työ	تَعَاوُن	N;IN+ESS;SG	N;NOM;DEF;SG
yhteistyössä	تعاون	yhteis#työ	تَعَاوُن	N;IN+ESS;SG	N;NOM;INDF;SG
parasta	اطيب	hyvä	أَطَاب	ADJ;PRT;RL;SG	
parasta	الافضل	hyvä	أَفضَل	ADJ;PRT;RL;SG	ADJ;NOM;DEF;MASC;SG
parasta	ضل	hyvä	ضَلّ	ADJ;PRT;RL;SG	V;PFV;MASC;SG;3;ACT
parasta	افضل	hyvä	أَفضَل	ADJ;PRT;RL;SG	ADJ;NOM;INDF;MASC;SG
remix	ريمكس	remix	رِيمكس	N;NOM;SG	
alas	اسفل	alas	أَسفَل	ADV	
ominaisuuksia	الملامح	ominaisuus	مَلَامِح	N;PRT;PL	N;NOM;DEF;PL
ominaisuuksia	سمات	ominaisuus	سِمَّة	N;PRT;PL	N;NOM;INDF;PL
ominaisuuksia	السمات	ominaisuus	سَمَة	N;PRT;PL	N;NOM;DEF;PL
ominaisuuksia	الميزات	ominaisuus	مِيزَة	N;PRT;PL	N;NOM;DEF;PL
ominaisuuksia	ميزات	ominaisuus	مِيزَة	N;PRT;PL	N;NOM;INDF;PL
miljardia	بليون	miljardi	بِليُون	N;PRT;SG	NUM;NOM;INDF;SG
miljardia	مليار	miljardi	مِليَار	N;PRT;SG	NUM;NOM;INDF;SG
kuolema	موت	kuolema	مَوت	N;NOM;SG	
vanhoja	قديمه	vanha	قديمه	ADJ;PRT;PL	
vanhoja	عجوز	vanha	عَجُوز	ADJ;PRT;PL	N;NOM;INDF;SG
vanhoja	قديمة	vanha	قَدِيم	ADJ;PRT;PL	ADJ;NOM;INDF;FEM;SG
vanhoja	قديم	vanha	قَدِيم	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG
vanhoja	القديم	vanha	قَدِيم	ADJ;PRT;PL	ADJ;NOM;DEF;MASC;SG
irlannin	الايرلندية	irlanti	إِيرلَندِيّ	N;GEN;SG	
irlannin	ايرلندا	irlanti	إِيرلَندَا	N;GEN;SG	
ennätys	سجل	ennätys	سَجَّل	N;NOM;SG	V;PFV;MASC;SG;3;ACT
tilaa	اشترك	tila	اِشتَرَك	N;PRT;SG	V;PFV;MASC;SG;3;ACT
tilaa	الاشتراك	tila	اِشتِرَاك	N;PRT;SG	N;NOM;DEF;SG
tilaa	اشتراك	tila	اِشتِرَاك	N;PRT;SG	N;NOM;INDF;SG
tilaa	اشتركوا	tila	اِشتَرَك	N;PRT;SG	V;PFV;MASC;PL;3;ACT
tilaa	امر	tila	أَمر	N;PRT;SG	N;NOM;INDF;SG
tilaa	طلب	tila	طَلَب	N;PRT;SG	N;NOM;INDF;SG
tilaa	ترتيب	tila	تَرتِيب	N;PRT;SG	N;NOM;INDF;SG
tilaa	الطلب	tila	طَلَب	N;PRT;SG	N;NOM;DEF;SG
tilaa	النظام	tila	نِظَام	N;PRT;SG	N;NOM;DEF;SG
tilaa	مساحة	tila	مِسَاحَة	N;PRT;SG	N;NOM;INDF;SG
tilaa	الفضاء	tila	فَضَاء	N;PRT;SG	N;NOM;DEF;SG
tilaa	فضاء	tila	فَضَاء	N;PRT;SG	N;NOM;INDF;SG
tilaa	حيز	tila	حَيِّز	N;PRT;SG	N;NOM;INDF;SG
ali	الي	ali	اليّ	N;NOM;SG	
ali	علي	ali	علي	N;NOM;SG	
ali	ali	ali	شَضَم	N;NOM;SG	
tutkija	باحثة	tutkija	بَاحِث	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
tutkija	عالمة	tutkija	عَالَمَة	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
tutkija	العلماء	tutkija	عَالِم	N;NOM;SG	N;NOM;DEF;PL
sininen	بلو	sininen	بِلُو	ADJ;NOM;SG	
sininen	ازرق	sininen	أَزرَق	ADJ;NOM;SG	
sininen	الزرقاء	sininen	أَزرَق	ADJ;NOM;SG	
sininen	الازرق	sininen	أَزرَق	ADJ;NOM;SG	N;NOM;DEF;SG
sininen	زرقاء	sininen	زَرِيق	ADJ;NOM;SG	N;NOM;INDF;PL
voittoa	ارباح	voitto	رِبح	N;PRT;SG	N;NOM;INDF;PL
voittoa	الربح	voitto	رِبح	N;PRT;SG	N;NOM;DEF;SG
voittoa	الارباح	voitto	إِربَاح	N;PRT;SG	N;NOM;DEF;PL
voittoa	ربح	voitto	ربح	N;PRT;SG	N;NOM;INDF;SG
voittoa	نصر	voitto	نصر	N;PRT;SG	
voittoa	النصر	voitto	النصر	N;PRT;SG	
voittoa	الانتصار	voitto	اِنتِصَار	N;PRT;SG	N;NOM;DEF;SG
voittoa	انتصار	voitto	اِنتِصَار	N;PRT;SG	N;NOM;INDF;SG
tehtaan	مصنع	tehdas	مَصنَع	N;GEN;SG	N;NOM;INDF;SG
tehtaan	المصنع	tehdas	مَصنَع	N;GEN;SG	N;NOM;DEF;SG
leveä	واسعا	leveä	وَاسِع	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
sam	سام	sam	سَام	PROPN;NOM;SG	
antonio	انتونيو	antonio	أَنتُونِيُو	N;NOM;SG	
antonio	انطونيو	antonio	أَنطُونِيُو	N;NOM;SG	
valmis	مستعدون	valmis	مُستَعِدّ	ADJ;NOM;SG	ADJ;NOM;INDF;MASC;PL
valmis	استعداد	valmis	اِستِعدَاد	ADJ;NOM;SG	N;NOM;INDF;SG
valmis	انتهيت	valmis	اِنتَهَى	ADJ;NOM;SG	V;PFV;FEM;SG;3;ACT
valmis	انتهت	valmis	اِنتَهَى	ADJ;NOM;SG	V;PFV;FEM;SG;3;ACT
valmis	انتهى	valmis	اِنتَهَى	ADJ;NOM;SG	V;PFV;MASC;SG;3;ACT
norja	النرويجية	norja	نُروِيجِيّ	PROPN;NOM;SG	N;NOM;DEF;SG
norja	النرويج	norja	نُرُويج	PROPN;NOM;SG	
norja	النرويج	norja	نُرُويج	PROPN;NOM;SG	
muutos	غير	muutos	غَير	N;NOM;SG	N;ACC;PSSD;SG
ulkopuolelle	الخارج	ulko#puoli	خَارِج	N;AT+ALL;SG	N;NOM;DEF;SG
ulkopuolelle	خارج	ulko#puoli	خَارِجَ	N;AT+ALL;SG	ADP;ACC
ulkopuolelle	استبعاد	ulko#puoli	اِستِبعَاد	N;AT+ALL;SG	N;NOM;INDF;SG
ulkopuolelle	مستبعدة	ulko#puoli	مُستَبعَدَة	N;AT+ALL;SG	ADJ;NOM;INDF;FEM;SG
annetaan	اعطاء	antaa	إِعطَاء	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
annetaan	اعطي	antaa	أَعطَى	V;IND;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
tekstin	نصوص	teksti	نَصّ	N;GEN;SG	N;NOM;INDF;PL
tekstin	نص	teksti	نَصّ	N;GEN;SG	N;NOM;INDF;SG
tekstin	النص	teksti	نَصّ	N;GEN;SG	N;NOM;DEF;SG
dan	دان	dan	دان	PROPN;NOM;SG	
perinteisesti	تقليديا	perinteisesti	تَقلِيدِيّ	ADV	ADJ;ACC;INDF;MASC;SG
svenska	sv	svenska	خَثّ	N;NOM;SG	
taylor	تايلور	taylor	تَايلُور	PROPN;NOM;SG	
taylor	تيلور	taylor	تَيلُور	PROPN;NOM;SG	
patrick	باتريك	patrick	بَاترِيك	N;NOM;SG	
who	من	who	مِن	N;NOM;SG	ADP
who	اللي	who	لَيّ	N;NOM;SG	
kertoja	راوي	kerta	راوي	N;PRT;PL	
tärkeimmät	رئيسية	tärkeä	رَئِيسِيّ	ADJ;NOM;RL;PL	ADJ;NOM;INDF;FEM;SG
tärkeimmät	الرئيسية	tärkeä	رَئِيسِيّ	ADJ;NOM;RL;PL	ADJ;NOM;DEF;FEM;SG
ari	اري	ari	اري	PROPN;NOM;SG	
keskustelun	المحادثة	keskustelu	مُحَادَثَة	N;GEN;SG	N;NOM;DEF;SG
keskustelun	محادثة	keskustelu	محادثة	N;GEN;SG	N;NOM;INDF;SG
keskustelun	النقاش	keskustelu	النقاش	N;GEN;SG	
keskustelun	مناقشات	keskustelu	مُنَاقَشَة	N;GEN;SG	N;NOM;INDF;PL
keskustelun	مناقشة	keskustelu	مُنَاقَشَة	N;GEN;SG	N;NOM;INDF;SG
keskustelun	المناقشات	keskustelu	مُنَاقَشَة	N;GEN;SG	N;NOM;DEF;PL
keskustelun	نقاش	keskustelu	نِقَاش	N;GEN;SG	N;NOM;INDF;SG
keskustelun	المناقشة	keskustelu	مُنَاقَشَة	N;GEN;SG	N;NOM;DEF;SG
kutsui	مدعو	kutsua	مَدعُوّ	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
nousee	ارتفاع	nousta	اِرتِفَاع	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
seitsemäs	سابعا	seitsemäs	سَابِع	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
voimakas	قوى	voimakas	قُوَّة	ADJ;NOM;SG	N;NOM;INDF;PL
voimakas	قويا	voimakas	قَوِيّ	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
voimakas	قوى	voimakas	قُوَّة	ADJ;NOM;SG	N;NOM;INDF;PL
kasvanut	اثير	kasvaa	أَثِير	V;NOM;SG;V.PTCP;ACT	
työskentelee	اشغال	työskennellä	شُغل	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
kansallinen	الوطنية	kansallinen	وَطَنِيَّة	ADJ;NOM;SG	N;NOM;DEF;SG
kansallinen	ناشيونال	kansallinen	ناشيونال	ADJ;NOM;SG	
lähelle	بالقرب	lähelle	بِ	ADV	N;NOM;DEF;SG
lähelle	قرب	lähelle	قُربَ	ADV	ADP;ACC
lasketaan	احسب	laskea	أَحسَب	V;IND;PRS;FIN;PASS	
lasketaan	حساب	laskea	حِسَاب	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
lasketaan	محسوب	laskea	مَحسُوب	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
lasketaan	محسوبة	laskea	مَحسُوب	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;FEM;SG
keskeinen	المفتاح	keskeinen	مُفتَاح	ADJ;NOM;SG	N;NOM;DEF;SG
keskeinen	مفتاح	keskeinen	مفتاح	ADJ;NOM;SG	N;NOM;INDF;SG
ohjelmaa	البرنامج	ohjelma	بَرنَامَج	N;PRT;SG	N;NOM;DEF;SG
ohjelmaa	برنامج	ohjelma	بَرنَامَج	N;PRT;SG	N;NOM;INDF;SG
ajatus	اعتقدت	ajatus	اِعتَقَد	N;NOM;SG	V;PFV;FEM;SG;3;ACT
ajatus	ظننت	ajatus	ظَنَّن	N;NOM;SG	V;PFV;MASC;SG;1;ACT
ajatus	ظن	ajatus	ظِن	N;NOM;SG	
ajatus	فكرت	ajatus	فكرت	N;NOM;SG	V;PFV;FEM;SG;3;ACT
ajatus	فكره	ajatus	فكره	N;NOM;SG	PRO;NOM;MASC;SG;3
down	اسفل	down	أَسفَل		
hyväksyi	المعتمد	hyväksyä	مُعتَمَد	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG
heart	القلب	heart	قَلب		N;NOM;DEF;SG
heart	قلبا	heart	قَلب		N;ACC;INDF;SG
heart	قلب	heart	قَلب		N;NOM;INDF;SG
georgian	الجورجية	georgia	جُورجِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
georgian	جورجية	georgia	جُورجِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
georgian	الجورجي	georgia	جُورجِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
georgian	جورجيا	georgia	جُورجِيَا	N;GEN;SG	
naaras	الاناث	naaras	أَنَاث	N;NOM;SG	N;NOM;DEF;PL
alex	اليكس	alex	يَكس	N;NOM;SG	
kiina	الصينية	kiina	صِينِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
kiina	الصينيون	kiina	صِينِيّ	N;NOM;SG	ADJ;NOM;DEF;MASC;PL
kiina	صيني	kiina	صِينِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
kiina	الصينية	kiina	صِينِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
kiina	صينية	kiina	صِينِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
erilaiset	مختلف	erilainen	مُختَلِف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
erilaiset	مختلفة	erilainen	مُختَلِف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
erilaiset	مختلفا	erilainen	مُختَلِف	ADJ;NOM;PL	ADJ;ACC;INDF;MASC;SG
erilaiset	مختلفين	erilainen	مُختَلِف	ADJ;NOM;PL	ADJ;ACC;INDF;MASC;PL
erilaiset	المتنوعة	erilainen	مُتَنَوِّع	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
erilaiset	متنوع	erilainen	مُتَنَوِّع	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
erilaiset	متنوعة	erilainen	مُتَنَوِّع	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
espanjassa	اسبانيا	espanja	إِسبَانِيَا	N;IN+ESS;SG	
venäläiset	روسي	venäläinen	رُوسِيّ	N;NOM;PL	ADJ;NOM;INDF;MASC;SG
venäläiset	روسية	venäläinen	رُوسِيّ	N;NOM;PL	ADJ;NOM;INDF;FEM;SG
venäläiset	الروسية	venäläinen	رُوسِيّ	N;NOM;PL	ADJ;NOM;DEF;FEM;SG
venäläiset	روسيا	venäläinen	رُوسِيَا	N;NOM;PL	
venäläiset	الروسي	venäläinen	رُوسِيّ	N;NOM;PL	ADJ;NOM;DEF;MASC;SG
helena	هيلانة	helena	هيلانة	N;NOM;SG	
helena	هيلينا	helena	هيلينا	N;NOM;SG	
helena	هيلين	helena	هيلين	N;NOM;SG	
väärin	الخطا	väärin	خَطَا	ADV	N;NOM;DEF;SG
väärin	غلط	väärin	غَلط	ADV	
väärin	خطا	väärin	خَطّ	ADV	N;NOM;INDF;SG
väärin	خاطئ	väärin	خَاطِئ	ADV	ADJ;NOM;INDF;MASC;SG
esillä	المميز	esillä	مُمَيَّز	ADV	ADJ;NOM;DEF;MASC;SG
esillä	الموصى	esillä	مُوَصَّى	ADV	ADJ;NOM;DEF;MASC;SG
poistettu	محذوف	poistaa	محذوف	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
poistettu	حذفت	poistaa	حَذَف	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
poistettu	ازال	poistaa	أَزَال	V;NOM;SG;V.PTCP;PASS	
voimassa	سارية	voimassa	سَارِي	ADV	ADJ;NOM;INDF;FEM;SG
voimassa	صالح	voimassa	صالح	ADV	
voimassa	صالحة	voimassa	صَالِح	ADV	ADJ;NOM;INDF;FEM;SG
suomalaista	الفنلندي	suomalainen	فِنلَندِيّ	N;PRT;SG	ADJ;NOM;DEF;MASC;SG
suomalaista	الفنلندية	suomalainen	فِنلَندِيّ	N;PRT;SG	ADJ;NOM;DEF;FEM;SG
maantiede	الجغرافيا	maan#tiede	جُغرَافِيَا	N;NOM;SG	
maantiede	جغرافيا	maan#tiede	جُغرَافِيّ	N;NOM;SG	ADJ;ACC;INDF;MASC;SG
maantiede	الجغرافية	maan#tiede	جُغرَافِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
maantiede	جغرافية	maan#tiede	جُغرَافِيَّة	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
gabriel	جابرييل	gabriel	جابرييل	N;NOM;SG	
gabriel	غابريل	gabriel	غابريل	N;NOM;SG	
gabriel	جبريل	gabriel	جبريل	N;NOM;SG	
