august	аугуст	august	аугуст	N;MASC;SG	PROPN;INDF;MASC;SG
eclesiástica	църковните	eclesiástico	църковен	N;FEM;SG	ADJ;DEF;PL
pastoral	пасторална	pastoral	пасторален	N;MASC;SG	ADJ;INDF;FEM;SG
neutro	неутрални	neutro	неутрален	ADJ;MASC;SG	ADJ;INDF;PL
neutro	неутрално	neutro	неутрално	ADJ;MASC;SG	ADV
promove	насърчаване	promover	насърчаване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
promove	популяризиране	promover	популяризиране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
acústica	акустични	acústico	акустичен	N;FEM;SG	ADJ;INDF;PL
desportos	спортни	desporto	спортен	N;MASC;PL	ADJ;INDF;PL
desportos	спортен	desporto	спортен	N;MASC;PL	ADJ;INDF;MASC;SG
desportos	спорт	desporto	спорт	N;MASC;PL	N;INDF;MASC;SG
desportos	спортно	desporto	спортен	N;MASC;PL	ADV
paolo	паоло	paolo	паоло	N;MASC;SG	PROPN;INDF;MASC;SG
paolo	пауло	paolo	пауло	N;MASC;SG	PROPN;INDF;MASC;SG
sentidos	сетивата	sentido	сетива	N;MASC;PL	N;DEF;FEM;SG
encontrando	намирането	encontrar	намиране	V;V.MSDR	N;DEF;NEUT;SG
encontrando	намиране	encontrar	намиране	V;V.MSDR	N;INDF;NEUT;SG
radicais	радикално	radical	радикален	N;MASC;PL	ADV
radicais	радикални	radical	радикален	N;MASC;PL	ADJ;INDF;PL
radicais	радикална	radical	радикален	N;MASC;PL	ADJ;INDF;FEM;SG
estimativa	оцени	estimativa	оценя	N;FEM;SG	V;PFV;IMP;SG;2;FIN
estimativa	изчислено	estimativa	изчисля	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
estimativa	изчислен	estimativa	изчисля-(се)	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
intenções	намерение	intenção	намерение	N;FEM;PL	N;INDF;NEUT;SG
intenções	умисъл	intenção	умисъл	N;FEM;PL	N;INDF;MASC;SG
intenções	намерение	intenção	намерение	N;FEM;PL	N;INDF;NEUT;SG
intenções	намерението	intenção	намерение	N;FEM;PL	N;DEF;NEUT;SG
valência	валенсия	valência	валенсия	N;FEM;SG	PROPN;INDF;FEM;SG
influentes	влиятелен	influente	влиятелен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
declara	деклариране	declarar	деклариране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
declara	обяви	declarar	обявя-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
restaurar	възстановяване	restaurar	възстановяване	V;NFIN	N;INDF;NEUT;SG
palmas	палмас	palma	палмас	N;FEM;PL	N;INDF;MASC;SG
estratégica	стратегическо	estratégico	стратегически	ADJ;FEM;SG	ADV
garante	гарант	garantir	гарант	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
reconhecidos	призната	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconhecidos	разпознат	reconhecer	разпозна-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconhecidos	признато	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reconhecidos	признат	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconhecidos	призната	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconhecidos	признато	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reconhecidos	признат	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconhecidos	призната	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconhecidos	разпознат	reconhecer	разпозна-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconhecidos	признат	reconhecer	призная-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
carregar	натоварване	carregar	натоварване	V;NFIN	N;INDF;NEUT;SG
carregar	зареждане	carregar	зареждане	V;NFIN	N;INDF;NEUT;SG
carregar	товар	carregar	товар	V;NFIN	N;INDF;MASC;SG
carregar	качване	carregar	качване	V;NFIN	N;INDF;NEUT;SG
ultra	ултра	ultra	ултра	N;MASC;SG	ADJ;INDF;MASC;SG
organizados	организиран	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizados	организирана	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizados	организирано	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizados	организиран	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizados	организирана	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizados	организирано	organizar	организирам	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
superar	преодоляване	superar	преодоляване	V;NFIN	N;INDF;NEUT;SG
jin	джин	jin	джин	N;MASC;SG	PROPN;INDF;MASC;SG
severo	тежки	severo	тежък	N;MASC;SG	ADJ;INDF;PL
severo	тежка	severo	тежък	N;MASC;SG	ADJ;INDF;FEM;SG
lento	бавно	lento	бавно	ADJ;MASC;SG	ADV
missionários	мисионер	missionário	мисионер	N;MASC;PL	N;INDF;MASC;SG
alumínio	алуминиеви	alumínio	алуминиев	N;MASC;SG	ADJ;INDF;PL
alumínio	алуминиев	alumínio	алуминиев	N;MASC;SG	PROPN;INDF;MASC;SG
alumínio	алуминиева	alumínio	алуминиев	N;MASC;SG	PROPN;INDF;FEM;SG
quebrar	прекъсване	quebrar	прекъсване	V;NFIN	N;INDF;NEUT;SG
quebrar	почивка	quebrar	почивка	V;NFIN	N;INDF;FEM;SG
quebrar	чупене	quebrar	чупене	V;NFIN	N;INDF;NEUT;SG
quebrar	разбиване	quebrar	разбиване	V;NFIN	N;INDF;NEUT;SG
ligas	сплав	liga	сплав	N;FEM;PL	N;INDF;FEM;SG
ligas	лига	liga	лига	N;FEM;PL	N;INDF;FEM;SG
primitiva	примитивни	primitivo	примитивен	N;FEM;SG	ADJ;INDF;PL
primitiva	примитивна	primitivo	примитивен	N;FEM;SG	ADJ;INDF;FEM;SG
primitiva	примитивен	primitivo	примитивен	N;FEM;SG	ADJ;INDF;MASC;SG
primitiva	примитивно	primitivo	примитивно	N;FEM;SG	ADV
primitiva	първобитно	primitivo	първобитно	N;FEM;SG	ADV
karen	керън	karen	керън	N;FEM;SG	PROPN;INDF;FEM;SG
karen	карън	karen	карън	N;FEM;SG	PROPN;INDF;FEM;SG
pontas	приключва	ponta	приключвам	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pontas	свършва	ponta	свършвам-(се)	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pontas	завършва	ponta	завършвам	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
preliminar	предварителни	preliminar	предварителен	ADJ;MASC;SG	ADJ;INDF;PL
inspirou	вдъхновен	inspirar	вдъхновен	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
inspirou	вдъхнови	inspirar	вдъхновя-(се)	V;IND;SG;3;PST;FIN	V;PFV;IMP;SG;2;FIN
inspirou	вдъхновени	inspirar	вдъхновя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
soyuz	союз	soyuz	союз	N;FEM;SG	PROPN;INDF;MASC;SG
havaí	хаваите	haver	хавая-(се)	N;MASC;SG	N;DEF;MASC;PL
visitada	посетиха	visitar	посетя	V;FEM;SG;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
gota	хвърли	gota	хвърля-(се)	N;FEM;SG	V;PFV;IMP;SG;2;FIN
ilustrações	илюстрация	ilustração	илюстрация	N;FEM;PL	N;INDF;FEM;SG
consumidor	потребителски	consumidor	потребителски	N;MASC;SG	ADJ;INDF;MASC;SG
fibras	влакно	fibra	влакно	N;FEM;PL	N;INDF;NEUT;SG
fibras	влакно	fibra	влакно	N;FEM;PL	N;INDF;NEUT;SG
variadas	разнообразни	variar	разнообразен	V;FEM;PL;V.PTCP	ADJ;INDF;PL
dissolução	разтворени	dissolução	разтворя-(се)	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
nativo	родна	nativo	роден	N;MASC;SG	ADJ;INDF;FEM;SG
nativo	местни	nativo	местен	N;MASC;SG	ADJ;INDF;PL
condecorado	награден	condecorar	награден	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
goa	гоа	goa	гой	N;MASC;SG	PROPN;INDF;MASC;SG
renomear	преименуването	renomear	преименуване	V;NFIN	N;DEF;NEUT;SG
nina	нина	nina	нина	N;FEM;SG	PROPN;INDF;FEM;SG
lang	ланг	lang	ланг	N;MASC;SG	PROPN;INDF;FEM;SG
descritas	описано	descrever	опиша	V;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
descritas	описана	descrever	опиша	V;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
descritas	описан	descrever	опиша	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
irlandesa	ирландски	irlandesa	ирландски	N;FEM;SG	PROPN;INDF;MASC;SG
irlandesa	ирландска	irlandesa	ирландски	N;FEM;SG	ADJ;INDF;FEM;SG
irlandesa	ирландци	irlandesa	ирландец	N;FEM;SG	N;INDF;MASC;PL
irlandesa	ирландско	irlandesa	ирландски	N;FEM;SG	ADV
escravidão	окови	escravidão	оковя-(се)	N;FEM;SG	N;INDF;MASC;PL
madison	мадисън	madison	мадисън	N;MASC;SG	PROPN;INDF;MASC;SG
mutantes	мутант	mutante	мутант	N;MASC;PL	N;INDF;MASC;SG
azerbaijão	азербайджан	azerbaijão	азербайджан	N;MASC;SG	PROPN;INDF;MASC;SG
azerbaijão	азербайджан	azerbaijão	азербайджан	N;MASC;SG	PROPN;INDF;MASC;SG
orgulho	горди	orgulho	горд	N;MASC;SG	ADJ;INDF;PL
orgulho	горда	orgulho	горд	N;MASC;SG	ADJ;INDF;FEM;SG
orgulho	горд	orgulho	горд	N;MASC;SG	ADJ;INDF;MASC;SG
fantástico	фантастично	fantástico	фантастично	ADJ;MASC;SG	ADV
fantástico	фантастични	fantástico	фантастичен	ADJ;MASC;SG	ADJ;INDF;PL
fantástico	страхотни	fantástico	страхотен	ADJ;MASC;SG	ADJ;INDF;PL
fantástico	страхотно	fantástico	страхотно	ADJ;MASC;SG	ADV
fantástico	супер	fantástico	супер	ADJ;MASC;SG	ADV
fantástico	удивително	fantástico	удивително	ADJ;MASC;SG	ADV
fantástico	изумително	fantástico	изумително	ADJ;MASC;SG	ADV
fantástico	невероятно	fantástico	невероятно	ADJ;MASC;SG	ADV
