فرس	tamma	فَرَس	tamma		N;NOM;SG
مطبوع	painettu	مُطبَو	painaa	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
مستقيم	suoraan	مُستَقِيم	suoraan		ADV
مستقيم	hetero	مُستَقِيم	hetero		N;NOM;SG
مستقيم	suorat	مُستَقِيم	suora		ADJ;NOM;PL
مستقيم	suora	مُستَقِيم	suora		ADJ;NOM;SG
جبريل	gabriel	جبريل	gabriel		N;NOM;SG
جبريل	gabrielin	جبريل	gabriel		N;GEN;SG
جداول	taulukoissa	جَدوَل	taulukko	N;NOM;INDF;PL	N;IN+ESS;PL
جداول	aikatauluja	جَدوَل	aika#taulu	N;NOM;INDF;PL	N;PRT;PL
المتزايد	kasvava	مُتَزَايِد	kasvaa	ADJ;NOM;DEF;MASC;SG	V;NOM;SG;V.PTCP;ACT
المتزايد	kasvavat	مُتَزَايِد	kasvaa	ADJ;NOM;DEF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
المتزايد	kasvaa	مُتَزَايِد	kasvaa	ADJ;NOM;DEF;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
مفاعل	reaktorin	مُفَاعِل	reaktori	N;NOM;INDF;SG	N;GEN;SG
الذئب	suden	ذِئب	susi	N;NOM;DEF;SG	N;GEN;SG
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	PROPN;NOM;SG
سحاب	pilviä	سَحَّاب	pilvi	N;NOM;INDF;SG	N;PRT;PL
سحاب	pilvistä	سَحَّاب	pilvi	N;NOM;INDF;SG	N;IN+ABL;SG
سحاب	pilvet	سَحَّاب	pilvi	N;NOM;INDF;SG	N;NOM;PL
سحاب	pilven	سَحَّاب	pilvi	N;NOM;INDF;SG	N;GEN;SG
حافلة	bussin	حَافِلَة	bussi	N;NOM;INDF;SG	N;GEN;SG
الرفع	nostamiseen	رَفع	nostaminen	N;NOM;DEF;SG	N;IN+ALL;SG
مشعل	beacon	مشعل	beaco		N;NOM;SG
مشعل	majakka	مشعل	majakka		N;NOM;SG
مشعل	kokko	مشعل	kokko		N;NOM;SG
مشعل	nuotio	مشعل	nuotio		N;NOM;SG
محليا	paikallisesti	مَحَلِّيّ	paikallisesti	ADJ;ACC;INDF;MASC;SG	ADV
محليا	paikallinen	مَحَلِّيّ	paikallinen	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;SG
محليا	paikalliset	مَحَلِّيّ	paikallinen	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;PL
محليا	paikallisia	مَحَلِّيّ	paikallinen	ADJ;ACC;INDF;MASC;SG	ADJ;PRT;PL
محليا	paikallisesti	مَحَلِّيّ	paikallisesti	ADJ;ACC;INDF;MASC;SG	ADV
محليا	paikallisten	مَحَلِّيّ	paikallinen	ADJ;ACC;INDF;MASC;SG	ADJ;GEN;PL
محليا	paikallista	مَحَلِّيّ	paikallinen	ADJ;ACC;INDF;MASC;SG	ADJ;PRT;SG
مكسيكي	meksikolaista	مكسيكي	meksi#kolainen	ADJ;NOM;INDF;MASC;SG	N;PRT;SG
مكسيكي	meksikon	مكسيكي	meksikko	ADJ;NOM;INDF;MASC;SG	N;GEN;SG
تشو	chu	تشو	chu		N;NOM;SG
تشو	cho	تشو	cho		N;NOM;SG
اليوتيوب	youtubessa	اليوتيوب	youtube	N;NOM;DEF;SG	PROPN;IN+ESS;SG
اليوتيوب	youtube	اليوتيوب	youtube	N;NOM;DEF;SG	PROPN;NOM;SG
السلمية	rauhallista	سِلمِيّ	rauhallinen	ADJ;NOM;DEF;FEM;SG	ADJ;PRT;SG
باسكال	pascal	باسكال	pascal		N;NOM;SG
فرنسيس	francis	فَرَنسِيس	francis		PROPN;NOM;SG
العيوب	vikoja	عَيب	vika	N;NOM;DEF;PL	N;PRT;PL
رونالدو	ronaldo	رُونَالدُو	ronaldo		N;NOM;SG
لورد	lordin	لورد	lortin		N;GEN;SG
لورد	herra	لورد	herra		N;NOM;SG
لورد	lordi	لورد	lordi		N;NOM;SG
مغطاة	katettu	مُغَطَّا	kattaa	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
مغطاة	kattoi	مُغَطَّا	kattaa	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PST;FIN;ACT
مغطاة	peitetty	مُغَطَّا	peittää	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
بيلا	bella	بَيل	bella		N;NOM;SG
نزلت	latasin	نَزَل	ladata	V;PFV;FEM;SG;3;ACT	V;IND;SG;1;PST;FIN;ACT
نزلت	ladattu	نَزَل	ladata	V;PFV;FEM;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
ملبورن	melbourne	ملبورن	melbourn		N;NOM;SG
صيغ	kaavoja	صَيغ	kaava	N;NOM;INDF;SG	N;PRT;PL
بستان	grove	بستان	grove		PROPN;NOM;SG
بستان	orchard	بستان	orchard		PROPN;NOM;SG
معاناة	kärsivät	مُعَانَاة	kärsiä	N;NOM;INDF;SG	V;IND;PL;3;PRS;FIN;ACT
معاناة	kärsimystä	مُعَانَاة	kärsimys	N;NOM;INDF;SG	N;PRT;SG
معاناة	kärsimyksen	مُعَانَاة	kärsimys	N;NOM;INDF;SG	N;GEN;SG
العبارات	lauseita	عِبَارَة	lause	N;NOM;DEF;PL	N;PRT;PL
العبارات	ferries	عِبَارَة	ferries	N;NOM;DEF;PL	
ثور	thorin	ثُور	thorin		N;GEN;SG
ثور	thor	ثُور	thor		PROPN;NOM;SG
اكتسب	saavutetut	اِكتَسَب	saavuttaa	V;PFV;MASC;SG;3;ACT	V;NOM;PL;V.PTCP;PASS
اكتسب	hankittu	اِكتَسَب	hankkia	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
القلوب	sydämiä	قَلب	sydämä	N;NOM;DEF;PL	N;PRT;PL
فورا	heti	فَور	heti	N;ACC;INDF;SG	ADV
فورا	välittömästi	فَور	välittömästi	N;ACC;INDF;SG	ADV
قلادة	kaulakorun	قُلَادَة	kaula#koru	N;NOM;INDF;SG	N;GEN;SG
الدمار	tuhoa	دَمَار	tuho	N;NOM;DEF;SG	N;PRT;SG
العنصري	rasisti	عُنصُرِيّ	rasisti	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
العنصري	rasistista	عُنصُرِيّ	rasistinen	ADJ;NOM;DEF;MASC;SG	ADJ;PRT;SG
كرات	munat	كُرَة	muna		N;NOM;PL
كرات	palloja	كُرَة	pallo		N;PRT;PL
كرات	pallot	كُرَة	pallo		N;NOM;PL
كرات	munaa	كُرَة	muna		N;PRT;SG
ريكاردو	ricardo	ريكاردو	ricardo		N;NOM;SG
الفوج	rykmentin	فَوجَة	rykmentti	N;NOM;DEF;SG	N;GEN;SG
لادن	laden	لادن	lati		N;NOM;SG
النرويجية	norjalainen	نُروِيجِيّ	norjalainen	N;NOM;DEF;SG	ADJ;NOM;SG
النرويجية	norjaksi	نُروِيجِيّ	norja	N;NOM;DEF;SG	N;TRANS;SG
النرويجية	norjan	نُروِيجِيّ	norja	N;NOM;DEF;SG	N;GEN;SG
النرويجية	norja	نُروِيجِيّ	norja	N;NOM;DEF;SG	PROPN;NOM;SG
الملاحظة	huom	مُلَاحَظَة	huomen	N;NOM;DEF;SG	INTJ
النسبي	suhteellista	نِسبِيّ	suhteellinen	ADJ;NOM;DEF;MASC;SG	ADJ;PRT;SG
النسبي	suhteellisesti	نِسبِيّ	suhteellisesti	ADJ;NOM;DEF;MASC;SG	ADV
النسبي	sukulainen	نِسبِيّ	sukulainen	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
اواخر	myöhäinen	آخِر	myöhäinen	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;SG
اواخر	myöhässä	آخِر	myöhässä	ADJ;NOM;INDF;MASC;PL	ADV
اواخر	myöhään	آخِر	myöhään	ADJ;NOM;INDF;MASC;PL	ADV
الرياضيين	urheilijoita	رِيَاضِيّ	urheilija	ADJ;ACC;DEF;MASC;PL	N;PRT;PL
الرياضيين	urheilijat	رِيَاضِيّ	urheilija	ADJ;ACC;DEF;MASC;PL	N;NOM;PL
صافي	net	صافي	net		N;NOM;SG
صافي	verkon	صافي	verkko		N;GEN;SG
صافي	verkko	صافي	verkko		N;NOM;SG
صافي	netto	صافي	netto		N;NOM;SG
كبر	zoomin	كَبر	zoom		N;GEN;SG
النية	aikomuksena	نِيَّة	aikomus	N;NOM;DEF;SG	N;FRML;SG
الرهبان	munkkeja	رَهَبَان	munkki	N;NOM;DEF;PL	N;PRT;PL
الرهبان	munkkien	رَهَبَان	munkki	N;NOM;DEF;PL	N;GEN;PL
صداقة	ystävyyttä	صَدَاقَة	ystävyys	N;NOM;INDF;SG	N;PRT;SG
صداقة	ystävyyden	صَدَاقَة	ystävyys	N;NOM;INDF;SG	N;GEN;SG
وقائع	faktaa	وَقِيعَة	fakta	N;NOM;INDF;PL	N;PRT;SG
وقائع	faktoja	وَقِيعَة	fakta	N;NOM;INDF;PL	N;PRT;PL
سياسيا	poliittisesti	سِيَاسِيّ	poliittisesti	ADJ;ACC;INDF;MASC;SG	ADV
ودية	ystävällistä	وُدِّيّ	ystävältti	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
ثقيلة	raskasta	ثَقِيل	raskas	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
ثقيلة	raskaat	ثَقِيل	raskas	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
الصداع	päänsäryn	صِدَاع	pään#särky	N;NOM;DEF;SG	N;GEN;SG
الصداع	päänsärkyä	صِدَاع	pään#särky	N;NOM;DEF;SG	N;PRT;SG
الصداع	päänsärkyä	صِدَاع	pään#särky	N;NOM;DEF;SG	N;PRT;SG
وفاء	uskollisuus	وفاء	uskollisuus		N;NOM;SG
وفاء	täyttäminen	وفاء	täyttäminen		N;NOM;SG
وفاء	uskollisuus	وفاء	uskollisuus		N;NOM;SG
وفاء	uskollisuutta	وفاء	uskollisuus		N;PRT;SG
الرحمة	armoa	رَحمَة	armo	N;NOM;DEF;SG	N;PRT;SG
مونت	mont	مونت	mont		INTJ
مونت	monte	مونت	monte		PROPN;NOM;SG
خوارزمية	algoritmi	خُورزَمِيّ	algoritmi		N;NOM;SG
المطارات	lentoasemien	مَطَار	lento#asema	N;NOM;DEF;PL	N;GEN;PL
التكاثر	jalostukseen	تَكَاثُر	jalostus	N;NOM;DEF;SG	N;IN+ALL;SG
التكاثر	lisääntymiseen	تَكَاثُر	lisääntyminen	N;NOM;DEF;SG	N;IN+ALL;SG
جيف	jeffin	جِيف	jeffi		N;GEN;SG
جيف	jeff	جِيف	jeff		PROPN;NOM;SG
المظهر	ulkonäkö	مَظهَر	ulko#näkö		N;NOM;SG
المظهر	ulkonäön	مَظهَر	ulkonä		N;GEN;SG
المظهر	ulkoasu	مَظهَر	ulko#asu		N;NOM;SG
هندوراس	honduras	هندوراس	honduras		N;NOM;SG
ظواهر	ilmiötä	ظَاهِرَة	ilmiö	N;NOM;INDF;PL	N;PRT;SG
ظواهر	ilmiöiden	ظَاهِرَة	ilmiö	N;NOM;INDF;PL	N;GEN;PL
ظواهر	ilmiöitä	ظَاهِرَة	ilmiö	N;NOM;INDF;PL	N;PRT;PL
مطاعم	ravintoloita	مَطعَم	ravintolo	N;NOM;INDF;PL	N;PRT;PL
مطاعم	ravintoloissa	مَطعَم	ravintolo	N;NOM;INDF;PL	N;IN+ESS;PL
المختلطة	sekoitettuna	مُختَلِط	sekoittaa	ADJ;NOM;DEF;FEM;SG	V;FRML;SG;V.PTCP;PASS
المختلطة	sekoitettu	مُختَلِط	sekoittaa	ADJ;NOM;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
المختلطة	hybridi	مُختَلِط	hybridi	ADJ;NOM;DEF;FEM;SG	N;NOM;SG
الظلم	vääryyttä	ظُلم	vääryys	N;NOM;DEF;SG	N;PRT;SG
الظلم	epäoikeudenmukaisuutta	ظُلم	epä#oikeuden#mukaisuus	N;NOM;DEF;SG	N;PRT;SG
الكهوف	luolia	كَهف	luola	N;NOM;DEF;PL	N;PRT;PL
عناية	välitä	عِنَايَة	välittää	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
صغر	pieni	صَغَر	pieni	N;NOM;INDF;SG	ADJ;NOM;SG
صغر	pienet	صَغَر	pieni	N;NOM;INDF;SG	ADJ;NOM;PL
صغر	minimoidaan	صَغَر	minimoida	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
صغر	minimoida	صَغَر	minimoida	N;NOM;INDF;SG	V;SG;NFIN;ACT
شاشات	valvoo	شَاشَة	valvoa	N;NOM;INDF;PL	V;IND;SG;3;PRS;FIN;ACT
عضوة	jäsenen	عُضوَة	jäsen	N;NOM;INDF;SG	N;GEN;SG
التفاح	omenoita	تَفَاح	omeno	N;NOM;DEF;SG	N;PRT;PL
التفاح	omenat	تَفَاح	omena	N;NOM;DEF;SG	N;NOM;PL
راح	will	رَاح	will		
راح	tahto	رَاح	tahto		N;NOM;SG
اخترع	keksitty	اِختَرَع	keksiä	V;PFV;MASC;SG;3;ACT	N;NOM;SG
اخترع	keksittiin	اِختَرَع	keksiä	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;PASS
عطاء	tarjouskilpailu	عَطَاء	tarjous#kilpailu		N;NOM;SG
عطاء	hellä	عَطَاء	hellä		N;NOM;SG
الاحتكاك	kitkaa	اِحتِكَاك	kitka	N;NOM;DEF;SG	N;PRT;SG
عظمة	luun	عَظمَة	luu	N;NOM;INDF;SG	N;GEN;SG
عظمة	luut	عَظمَة	luurla	N;NOM;INDF;SG	N;NOM;PL
عظمة	suuruutta	عَظمَة	suuruus	N;NOM;INDF;SG	N;PRT;SG
عظمة	suuruuden	عَظمَة	suuruus	N;NOM;INDF;SG	N;GEN;SG
المعدية	tarttuva	مَعدِيَة	tarttuva	N;NOM;DEF;SG	ADJ;NOM;SG
المعدية	tarttuvaa	مَعدِيَة	tarttuva	N;NOM;DEF;SG	ADJ;PRT;SG
المعدية	tarttuva	مَعدِيَة	tarttuva	N;NOM;DEF;SG	ADJ;NOM;SG
المعدية	tarttuvaa	مَعدِيَة	tarttuva	N;NOM;DEF;SG	ADJ;PRT;SG
غراند	grand	غراند	grand		
لاتينية	latinalaisen	لاتينية	latinalainen	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;SG
لاتينية	latinaa	لاتينية	latina	ADJ;NOM;INDF;FEM;SG	N;PRT;SG
لاتينية	latina	لاتينية	latina	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
النظرة	katso	نَظرَة	katsoa	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
الممتلكات	omaisuutta	مُمتَلَكَات	omaisuus	N;NOM;DEF;PL	N;PRT;SG
الممتلكات	kiinteistö	مُمتَلَكَات	kiinteistö	N;NOM;DEF;PL	N;NOM;SG
الممتلكات	ominaisuus	مُمتَلَكَات	ominaisuus	N;NOM;DEF;PL	N;NOM;SG
الممتلكات	omaisuus	مُمتَلَكَات	omaisuus	N;NOM;DEF;PL	N;NOM;SG
الممتلكات	tontti	مُمتَلَكَات	tontti	N;NOM;DEF;PL	N;NOM;SG
اتجاهات	suuntauksia	اِتِّجَاه	suuntaus	N;NOM;INDF;PL	N;PRT;PL
الغاية	tarkoituksena	غَايَة	tarkoitus	N;NOM;DEF;SG	N;FRML;SG
باع	myyty	بَاع	myydä	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
باع	myydään	بَاع	myydä	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;PASS
الرعد	thunder	رَعد	thunder	N;NOM;DEF;SG	
روميو	romeo	رُومِيُو	romeo		PROPN;NOM;SG
رسومات	piirustuksia	رَسم	piirustus	N;NOM;INDF;PL	N;PRT;PL
رسومات	grafiikka	رَسم	grafiikka	N;NOM;INDF;PL	N;NOM;SG
مصباح	valaisin	مِصبَاح	valaista		N;NOM;SG
مصباح	lamppu	مِصبَاح	lamppu		N;NOM;SG
مصباح	lampun	مِصبَاح	lammu		N;GEN;SG
مايا	mayan	مَاي	mayan		N;GEN;SG
مايا	maya	مَاي	maya		N;NOM;SG
الانقسام	hajota	اِنقِسَام	hajota	N;NOM;DEF;SG	V;SG;NFIN;ACT
التغطية	kattavuutta	تَغطِيَة	kattavuus	N;NOM;DEF;SG	N;PRT;SG
التغطية	kattavuuden	تَغطِيَة	kattavuus	N;NOM;DEF;SG	N;GEN;SG
التراجع	perääntyä	تَرَاجُع	perääntyä	N;NOM;DEF;SG	V;SG;NFIN;ACT
الزينة	koristeet	زِينَة	koriste	N;NOM;DEF;SG	N;NOM;PL
السقف	kattoon	سَقف	katto	N;NOM;DEF;SG	N;IN+ALL;SG
السقف	kattoa	سَقف	katto	N;NOM;DEF;SG	N;PRT;SG
السقف	katon	سَقف	katto	N;NOM;DEF;SG	N;GEN;SG
فراغ	mitätön	فَرَاغ	mitätön	N;NOM;INDF;SG	ADJ;NOM;SG
بلاط	laatat	بَلَاط	laattaa	N;NOM;INDF;SG	N;NOM;PL
متزوجة	naimisissa	مُتَزَوِّج	naimisissa	ADJ;NOM;INDF;FEM;SG	ADV
المرات	aikoja	مَرَّة	aika	N;NOM;DEF;PL	N;PRT;PL
المرات	kertaa	مَرَّة	kerta	N;NOM;DEF;PL	N;PRT;SG
المرات	times	مَرَّة	times	N;NOM;DEF;PL	
تولد	syntyneet	تَوَلُّد	syntyä	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NOM;PL;V.PTCP;ACT
تولد	rotua	تَوَلُّد	rottu	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;PRT;SG
تولد	rotu	تَوَلُّد	rotu	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;SG
تمرير	ohimenevä	تَمرِير	ohimenevä	N;NOM;INDF;SG	ADJ;NOM;SG
تمرير	selaa	تَمرِير	selaa	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
تمرير	ohi	تَمرِير	ohi	N;NOM;INDF;SG	ADV
عجلة	pyörän	عَجَلَة	pyörä	N;NOM;INDF;SG	N;GEN;SG
الطحالب	levää	طَحَالَب	levätä	N;NOM;DEF;PL	N;PRT;SG
فاي	faye	فاي	faye		PROPN;NOM;SG
مطلقة	eronnut	مُطلَق	erota	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
مطلقة	erosi	مُطلَق	erota	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PST;FIN;ACT
مطلقة	eronneet	مُطلَق	erota	ADJ;NOM;INDF;FEM;SG	V;NOM;PL;V.PTCP;ACT
كروية	pallomaisia	كُروِيّ	pallomainen	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;PL
ديربي	derby	ديربي	derby		N;NOM;SG
رون	ronin	رُون	roni		N;GEN;SG
رون	ron	رُون	ron		PROPN;NOM;SG
جيوفاني	giovanni	جيوفاني	giovanni		PROPN;NOM;SG
الكهرومغناطيسية	sähkömagneettinen	كَهرُومغَاطِيسِيَّة	sähkö#magneettinen		ADJ;NOM;SG
الحائط	wall	حَائِط	wall	N;NOM;DEF;SG	PROPN;NOM;SG
الحائط	seinän	حَائِط	seinä	N;NOM;DEF;SG	N;GEN;SG
الحائط	seinää	حَائِط	seinä	N;NOM;DEF;SG	N;PRT;SG
الهدنة	aselevon	هُدنَة	aselevo	N;NOM;DEF;SG	N;GEN;SG
البيئات	ympäristöjä	بَيئَة	ympäristö	N;NOM;DEF;PL	N;PRT;PL
الكتل	korttelia	كَتل	kortteli	N;NOM;DEF;PL	N;PRT;SG
زميل	kollega	زَمِيل	kollega		N;NOM;SG
زميل	kollegan	زَمِيل	kollega		N;GEN;SG
زميل	kollegansa	زَمِيل	kollega		N;GEN;SG
زميل	luokkakaveri	زَمِيل	luokka#kaveri		N;NOM;SG
معلقة	odottaa	مُعَلَّق	odottaa	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
معلقة	odottava	مُعَلَّق	odottaa	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
معلقة	vireillä	مُعَلَّق	viri	ADJ;NOM;INDF;FEM;SG	ADV
نورمان	norman	نُورَمَان	norma		N;NOM;SG
فعلت	tehty	فَعَل	tehdä	V;PFV;FEM;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
فعلت	done	فَعَل	done	V;PFV;FEM;SG;3;ACT	
يفهم	ymmärretty	فَهِم	ymmärtää	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NOM;SG;V.PTCP;PASS
غسل	pestään	غُسل	pestä	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
غسل	pestä	غُسل	pestä	N;NOM;INDF;SG	V;SG;NFIN;ACT
غسل	pese	غُسل	pese	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
دمر	tuhottu	دَمَّر	tuhota	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
دمر	hävitetty	دَمَّر	hävittää	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
دمر	tuhoa	دَمَّر	tuho	V;PFV;MASC;SG;3;ACT	N;PRT;SG
دمر	tuhotaan	دَمَّر	tuhota	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;PASS
الاسكتلندي	skotlannin	إِسكُتلَندِيّ	skotlanti	ADJ;NOM;DEF;MASC;SG	N;GEN;SG
القادمين	saapuvat	قَادِم	saapua	ADJ;ACC;DEF;MASC;DU	V;IND;PL;3;PRS;FIN;ACT
القادمين	saapuvien	قَادِم	saapua	ADJ;ACC;DEF;MASC;DU	V;GEN;PL;V.PTCP;ACT
القادمين	saapuneet	قَادِم	saapua	ADJ;ACC;DEF;MASC;DU	V;NOM;PL;V.PTCP;ACT
القادمين	tulokkaat	قَادِم	tulokas	ADJ;ACC;DEF;MASC;DU	N;NOM;PL
العشاء	päivällinen	عَشَاء	päivällinen	N;NOM;DEF;SG	ADJ;NOM;SG
التذكاري	muistomerkki	تَذَكَّار	muisto#merkki		N;NOM;SG
التذكاري	memorial	تَذَكَّار	memorial		N;NOM;SG
اهداف	tavoitteita	هَدَف	tavoite	N;NOM;INDF;PL	N;PRT;PL
اهداف	maaleja	هَدَف	maali	N;NOM;INDF;PL	N;PRT;PL
الضارة	haitallista	ضَارّ	haitallinen	N;NOM;DEF;SG	ADJ;PRT;SG
الضارة	haitallinen	ضَارّ	haitallinen	N;NOM;DEF;SG	ADJ;NOM;SG
الضارة	haitallisia	ضَارّ	haitallinen	N;NOM;DEF;SG	ADJ;PRT;PL
الضارة	haitalliset	ضَارّ	haitallinen	N;NOM;DEF;SG	ADJ;NOM;PL
الليبرالي	liberaalit	لِيبِرَالِيّ	liberaali	ADJ;NOM;DEF;MASC;SG	N;NOM;PL
امر	komentoa	أَمر	komento	N;NOM;INDF;SG	N;PRT;SG
امر	komennon	أَمر	komento	N;NOM;INDF;SG	N;GEN;SG
امر	tilata	أَمر	tilata	N;NOM;INDF;SG	V;SG;NFIN;ACT
امر	tilaa	أَمر	tila	N;NOM;INDF;SG	N;PRT;SG
تعقد	monimutkaisuuden	عَقَد	monimutkaisuus	V;IPFV;FEM;IND;SG;3;FIN;PASS	N;GEN;SG
تعقد	monimutkainen	عَقَد	moni#mutkainen	V;IPFV;FEM;IND;SG;3;FIN;PASS	ADJ;NOM;SG
تعقد	monimutkaisuus	عَقَد	monimutkaisuus	V;IPFV;FEM;IND;SG;3;FIN;PASS	N;NOM;SG
متحدة	yhdistyneiden	مُتَّحِد	yhdistynyt	ADJ;NOM;INDF;FEM;SG	V;GEN;PL;V.PTCP;ACT
متحدة	yhdistynyt	مُتَّحِد	yhdistyä	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
متحدة	yhdistyneet	مُتَّحِد	yhdistynyt	ADJ;NOM;INDF;FEM;SG	V;NOM;PL;V.PTCP;ACT
متحدة	united	مُتَّحِد	united	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
المقترح	ehdotus	مُقتَرَح	ehdotus	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
المقترح	ehdotetut	مُقتَرَح	ehdottaa	ADJ;NOM;DEF;MASC;SG	V;NOM;PL;V.PTCP;PASS
المقترح	ehdotettu	مُقتَرَح	ehdottaa	ADJ;NOM;DEF;MASC;SG	V;NOM;SG;V.PTCP;PASS
مورغان	morganin	مَورِغ	morgan		N;GEN;SG
مورغان	morgan	مَورِغ	morka		N;NOM;SG
غوستاف	gustav	غوستاف	gustav		N;NOM;SG
تشرشل	churchill	تَشَرشَل	churchill		N;NOM;SG
ابطال	sankareita	بَطَل	sankari	N;NOM;INDF;PL	N;PRT;PL
ابطال	mestareita	بَطَل	mestari	N;NOM;INDF;PL	N;PRT;PL
مهنية	ammatti	مِهنِيّ	ammatti	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
مهنية	ammattilainen	مِهنِيّ	ammattilainen	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
نيكاراغوا	nicaraguan	نيكاراغوا	nica#ragu		N;GEN;SG
العقدة	solmu	العقدة	solmua		N;NOM;SG
العقدة	solmun	العقدة	solmu		N;GEN;SG
العقدة	solmu	العقدة	solmua		N;NOM;SG
عطلة	lomaa	عُطلَة	loma	N;NOM;INDF;SG	N;PRT;SG
عطلة	lomaa	عُطلَة	loma	N;NOM;INDF;SG	N;PRT;SG
عطلة	loman	عُطلَة	loma	N;NOM;INDF;SG	N;GEN;SG
عطلة	lomalle	عُطلَة	loma	N;NOM;INDF;SG	N;AT+ALL;SG
المحامين	asianajajia	مُحَامِي	asian#ajaja	N;NOM;DEF;PL	N;PRT;PL
ديانة	uskontoa	دِيَانَة	uskonto	N;NOM;INDF;SG	N;PRT;SG
ديانة	uskonnon	دِيَانَة	uskonto	N;NOM;INDF;SG	N;GEN;SG
الحمى	kuumetta	حَمَى	kuume	N;NOM;DEF;SG	N;PRT;SG
فاعل	näyttelijä	فَاعِل	näyttelijä	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
نفق	tunnelin	نَفَق	tunneli	N;NOM;INDF;SG	N;GEN;SG
كارولين	caroline	كارولين	caroline		N;NOM;SG
لوكهيد	lockheed	لوكهيد	lockheed		N;NOM;SG
الديون	velkoja	دَين	velka	N;NOM;DEF;PL	N;PRT;PL
الديون	velka	دَين	velka	N;NOM;DEF;PL	N;NOM;SG
الديون	velan	دَين	velka	N;NOM;DEF;PL	N;GEN;SG
مانهاتن	manhattanin	مانهاتن	manhattaa		PROPN;GEN;SG
مانهاتن	manhattanilla	مانهاتن	manhattan		N;AT+ESS
;SG
مانهاتن	manhattan	مانهاتن	manhattaa		N;NOM;SG
حار	hot	حَارّ	hot	N;NOM;INDF;SG	
حار	kuumat	حَارّ	kuuma	N;NOM;INDF;SG	ADJ;NOM;PL
حار	kuumaa	حَارّ	kuuma	N;NOM;INDF;SG	ADJ;PRT;SG
حار	kuuma	حَارّ	kuuma	N;NOM;INDF;SG	ADJ;NOM;SG
رين	rin	رين	rin		
التين	viikunoita	اَلَّذِي	viikuna	N;NOM;DEF;SG	N;PRT;PL
وولف	susi	وولف	susi		N;NOM;SG
وولف	suden	وولف	susi		N;GEN;SG
وولف	wolf	وولف	wolf		PROPN;NOM;SG
تحفة	antiikin	حَفَص	antiikki	N;NOM;INDF;SG	N;GEN;SG
عقاقير	huumeita	عَقَّاقِير	huume	N;NOM;INDF;PL	N;PRT;PL
الصعوبات	vaikeuksia	صُعُوبَة	vaikeus	N;NOM;DEF;PL	N;PRT;PL
الصعوبات	vaikeus	صُعُوبَة	vaikeus	N;NOM;DEF;PL	N;NOM;SG
