カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
トレーダー	کاروباری.	トレーダー	کاروباری.	PROPN	PROPN;NOM;MASC;SG;3
ろくで	حرامی	ろくで	حرامی	PROPN	ADJ
ろくで	ولدالحرام	ろくで	ولدالحرام	PROPN	PROPN;NOM;MASC;SG;3
ろくで	مشکل	ろくで	مشکل	PROPN	ADJ
ろくで	نقلی	ろくで	نقلی	PROPN	ADJ
ろくで	دوغلی(	ろくで	دوغلی(	PROPN	PROPN;NOM;MASC;SG;3
ろくで	جعلی	ろくで	جعلی	PROPN	ADJ
スリープ	نیند.	スリープ	نیند.	N	PROPN;NOM;MASC;SG;3
スリープ	نیند.	スリープ	نیند.	N	PROPN;NOM;MASC;SG;3
スリープ	آرام	スリープ	آرام	N	ADJ
残響	انعطاف	残響	انعطاف	N	PROPN;NOM;MASC;SG;3
残響	گونج	残響	گونج	N	V;ACT
残響	انعکاس	残響	انعکاس	N	
ソーヤー	آراکش	ソーヤー	آراکش	PROPN	PROPN;NOM;MASC;SG;3
一泊	اچانک	一泊	اچانک	V	ADV
賃貸借	پٹّے	賃貸借	پٹّہ	N	PROPN;NOM;MASC;SG;3
インフラストラクチャー	پل	インフラストラクチャー	پل		N;NOM;MASC;SG;3
ムカデ	کنکھجورا	ムカデ	کنکھجورا	PROPN	PROPN;NOM;MASC;SG;3
クリエーター	خالق.	クリエーター	خالق.	N	
クリエーター	بنانے	クリエーター	بنا	N	V;NFIN
バド	ناپختہ	バド	ناپختہ	PROPN	ADJ
征服	فاتح	征服	فاتح	N	ADJ
絶品	بہترین	絶品	بہترین	N	ADJ
絶品	اعلیٰ	絶品	اعلیٰ	N	ADJ
絶品	ارفع	絶品	ارفع	N	PROPN;NOM;MASC;SG;3
絶品	شاندار	絶品	شاندار	N	ADJ
消火器	بجھانے	消火器	بجھا	N	V;NFIN
テルル	چمکدار	テルル	چمکدار	N	ADJ
隠匿	اِخفا	隠匿	اِخفا	V	PROPN;NOM;MASC;SG;3
隠匿	پوشیدگی	隠匿	پوشیدگی	V	PROPN;NOM;MASC;SG;3
スキーマ	ترسیم.	スキーマ	ترسیم.	N	PROPN;NOM;MASC;SG;3
恍	پُرولولہ	恍	پُرولولہ	PROPN	ADJ
床屋	تراشنا	床屋	تراشنا	N	
床屋	کاٹنا	床屋	کاٹنا	N	V;MASC;SG;NFIN;ACT
床屋	تراشنا	床屋	تراشنا	N	
床屋	کاٹنا	床屋	کاٹنا	N	V;MASC;SG;NFIN;ACT
床屋	حجّام	床屋	حجّام	N	PROPN;NOM;MASC;SG;3
さまよう	دریا	さまよう	دریا	V	N;NOM;MASC;SG;3
透明	شفافیت	透明	شفافیت	ADJ	N;NOM;MASC;SG;3
透明	زجاجیہ.	透明	زجاجیہ.	ADJ	PROPN;NOM;MASC;SG;3
フォーマル	ظاہری	フォーマル	ظاہری	N	ADJ
フォーマル	مصنوعی.	フォーマル	مصنوعی.	N	PROPN;NOM;MASC;SG;3
フォーマル	جوہر	フォーマル	جوہر	N	PROPN;NOM;MASC;SG;3
フォーマル	واضح	フォーマル	واضح	N	ADJ
フォーマル	صوری.	フォーマル	صوری.	N	PROPN;NOM;MASC;SG;3
フォーマル	قواعدی.	フォーマル	قاعدیؤ	N	PROPN;NOM;MASC;SG;3
フォーマル	اصولی	フォーマル	اصولی	N	ADJ
フォーマル	رسمی	フォーマル	رسمی	N	ADJ
フォーマル	ظاہری	フォーマル	ظاہری	N	ADJ
フォーマル	مصنوعی.	フォーマル	مصنوعی.	N	PROPN;NOM;MASC;SG;3
フォーマル	جوہر	フォーマル	جوہر	N	PROPN;NOM;MASC;SG;3
フォーマル	واضح	フォーマル	واضح	N	ADJ
フォーマル	صوری.	フォーマル	صوری.	N	PROPN;NOM;MASC;SG;3
フォーマル	قواعدی.	フォーマル	قاعدیؤ	N	PROPN;NOM;MASC;SG;3
フォーマル	اصولی	フォーマル	اصولی	N	ADJ
召使	نوکر	召使	نوکر	N	V;ACT
召使	پیرو	召使	پیرو	N	PROPN;NOM;MASC;SG;3
召使	خادم	召使	خادم	N	PROPN;NOM;MASC;SG;3
召使	مّتبع	召使	مّتبع	N	PROPN;NOM;MASC;SG;3
ソーマ	جسم	ソーマ	جسم	PROPN	N;NOM;MASC;SG;3
ブロード	ریڈیو	ブロード	ریڈیو	N	PROPN;NOM;MASC;SG;3
仲人	مشّاطہ.	仲人	مشّاطہ.	N	ADJ
ダッシュボード	چھاج.	ダッシュボード	چھاج.	N	
デリバティブ	ماخوذ	デリバティブ	ماخوذ	N	ADJ
ペンキ	غازہ	ペンキ	غازہ	N	
クロール	گھسٹنا	クロール	گھسٹ	N	PROPN;NOM;MASC;SG;3
クロール	رینگنے	クロール	رینگ	N	V;NFIN;ACT
クロール	رینگنا	クロール	رینگنا	N	PROPN;NOM;MASC;SG;3
クロール	گھسٹنا	クロール	گھسٹ	N	PROPN;NOM;MASC;SG;3
クロール	رینگنے	クロール	رینگ	N	V;NFIN;ACT
黒鉛	کحل	黒鉛	کحل	N	
黒鉛	plumbago	黒鉛	plumbago	N	PROPN;NOM;MASC;SG;3
ソファ	تاننا.	ソファ	تاننا.	N	
作業	کارخانہ	作業	کارخانہ	N	PROPN;NOM;MASC;SG;3
エスキモー	الاسکا	エスキモー	الاسکا	PROPN	PROPN;NOM;MASC;SG;3
メイト	ہمکار	メイト	ہمکار	PROPN	PROPN;NOM;MASC;SG;3
メイト	دوست.	メイト	دوست.	PROPN	PROPN;NOM;MASC;SG;3
メイト	مات.	メイト	مات.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
インフィニット	لاتعداد.	インフィニット	لاتعداد.	PROPN	N;NOM;MASC;SG;3
インフィニット	کامل.	インフィニット	کامل.	PROPN	PROPN;NOM;MASC;SG;3
インフィニット	زبردست	インフィニット	زبردست	PROPN	ADJ
インフィニット	عظیم	インフィニット	عظیم	PROPN	PROPN;NOM;MASC;SG;3
インフィニット	لامحدود	インフィニット	لامحدود	PROPN	
インフィニット	لاتعداد.	インフィニット	لاتعداد.	PROPN	N;NOM;MASC;SG;3
インフィニット	کامل.	インフィニット	کامل.	PROPN	PROPN;NOM;MASC;SG;3
インフィニット	زبردست	インフィニット	زبردست	PROPN	ADJ
インフィニット	عظیم	インフィニット	عظیم	PROPN	PROPN;NOM;MASC;SG;3
放物線	مکافی	放物線	مکافی	N	PROPN;NOM;MASC;SG;3
神経	تکان	神経	تکان	N	
神経	عصبانیت	神経	عصبانیت	N	PROPN;NOM;MASC;SG;3
シェイプ	ڈھالنا.	シェイプ	ڈھالن	N	V;SG;NFIN;ACT
シェイプ	سانچا	シェイプ	سانچا	N	
シェイプ	کینڈا	シェイプ	کینڈا	N	PROPN;NOM;MASC;SG;3
シェイプ	ظاہرہیئت.	シェイプ	ظاہرہیئت.	N	V;FEM;SG;V.PTCP;ACT
シェイプ	قالب.	シェイプ	قالب.	N	
シェイプ	(	シェイプ	(	N	
シェイプ	ہیولا	シェイプ	ہیولا	N	PROPN;NOM;MASC;SG;3
シェイプ	ڈول	シェイプ	ڈول	N	PROPN;NOM;MASC;SG;3
シェイプ	پیرایہ	シェイプ	پیرایہ	N	PROPN;NOM;MASC;SG;3
シェイプ	ڈھالنا.	シェイプ	ڈھالن	N	V;SG;NFIN;ACT
シェイプ	سانچا	シェイプ	سانچا	N	
シェイプ	کینڈا	シェイプ	کینڈا	N	PROPN;NOM;MASC;SG;3
シェイプ	ظاہرہیئت.	シェイプ	ظاہرہیئت.	N	V;FEM;SG;V.PTCP;ACT
シェイプ	بنانا	シェイプ	بنا	N	V;MASC;SG;NFIN;ACT
シェイプ	قالب.	シェイプ	قالب.	N	
シェイプ	(	シェイプ	(	N	
シェイプ	ہیولا	シェイプ	ہیولا	N	PROPN;NOM;MASC;SG;3
シェイプ	ڈول	シェイプ	ڈول	N	PROPN;NOM;MASC;SG;3
シェイプ	پیرایہ	シェイプ	پیرایہ	N	PROPN;NOM;MASC;SG;3
スペクタクル	تماشا	スペクタクル	تماشا	N	PROPN;NOM;MASC;SG;3
未	ناآزمودہ	未	ناآزمودہ	N	ADJ
スタンディング	ممتاز	スタンディング	ممتاز	N	ADJ
スタンディング	عرصہ.	スタンディング	عرصہ.	N	PROPN;NOM;MASC;SG;3
スタンディング	بند	スタンディング	بند	N	ADJ
スタンディング	استادہ.	スタンディング	استادہ.	N	PROPN;NOM;MASC;SG;3
ポピー	گروہ	ポピー	گروہ	PROPN	N;NOM;MASC;SG;3
ポピー	لالہ	ポピー	لالہ	PROPN	PROPN;NOM;MASC;SG;3
ポピー	گروہ	ポピー	گروہ	PROPN	N;NOM;MASC;SG;3
ポピー	لالہ	ポピー	لالہ	PROPN	PROPN;NOM;MASC;SG;3
ポピー	کُوکنار	ポピー	کُوکنار	PROPN	
鈍い	مسلسل	鈍く	مسلسل	ADJ	ADV
鈍い	روشنی	鈍く	روشنی	ADJ	N;NOM;MASC;SG;3
鈍い	آواز	鈍く	آواز	ADJ	N;NOM;FEM;SG;3
鈍い	ٹھپ	鈍く	ٹھپ	ADJ	V;ACT
鈍い	غبی.	鈍く	غبی.	ADJ	PROPN;NOM;MASC;SG;3
フレキシブル	سیدھا	フレキシブル	سیدھا	ADJ	V;ACT
昼寝	گبّھا	昼寝	گبّھ	V	PROPN;NOM;MASC;SG;3
昼寝	گدّا	昼寝	گدّا	V	
昼寝	ہرچن	昼寝	ہرچن	V	
昼寝	بستر	昼寝	بستر	V	N;NOM;MASC;SG;3
昼寝	کمبل	昼寝	کمبل	V	N;NOM;MASC;SG;3
昼寝	نرم	昼寝	نرم	V	ADJ
昼寝	بُر	昼寝	بُر	V	
エスプリ	چونچالی	エスプリ	چونچالی	N	PROPN;NOM;MASC;SG;3
除算	مرحلہ.	除算	مرحلہ.	N	ADJ
除算	متفرق	除算	متفرق	N	ADJ
洋裁	خیّاتی	洋裁	خیّاتی	N	ADJ;NOM
船室	(	船室	(	N	
船室	ٹھونسنا.	船室	ٹھونسنا.	N	PROPN;NOM;MASC;SG;3
小道	طریق.	小道	طریق.	N	PROPN;NOM;MASC;SG;3
無気力	آلکسی.	無気力	آلکسی.	ADJ	PROPN;NOM;MASC;SG;3
馬具	باندھنا.	馬具	باندھنا.	N	PROPN;NOM;MASC;SG;3
明け	آغاز.	明ける	آغاز.	V	PROPN;NOM;MASC;SG;3
ジャブ	مکّے	ジャブ	مک	N	PROPN;NOM;MASC;SG;3
ブッチ	طاقتور	ブッチ	طاقتور	PROPN	ADJ
ブッチ	مضبوط	ブッチ	مضبوط	PROPN	ADJ
ブッチ	مردانہ	ブッチ	مردانہ	PROPN	ADJ
重罪	چھلوری	重罪	چھلوری	N	PROPN;NOM;MASC;SG;3
重罪	مہاپاپی	重罪	مہاپاپی	N	PROPN;NOM;MASC;SG;3
ハピネス	خوشی	ハピネス	خوشی	PROPN	N;NOM;FEM;SG;3
ハピネス	شادمانی	ハピネス	شادمانی	PROPN	ADJ
ハピネス	خوشی	ハピネス	خوشی	PROPN	N;NOM;FEM;SG;3
同	گھیرا	同	گھیرا	ADJ	V;SG;V.PTCP;ACT
同	جنگلہ	同	جنگلہ	ADJ	
カミング	رسیدگی.	カミング	رسیدگی.	PROPN	PROPN;NOM;MASC;SG;3
カミング	آمد	カミング	آمد	PROPN	N;NOM;MASC;SG;3
カミング	پہنچ	カミング	پہنچ	PROPN	V;ACT
カミング	اگلا	カミング	اگلا	PROPN	
カミング	رسیدگی.	カミング	رسیدگی.	PROPN	PROPN;NOM;MASC;SG;3
カミング	آمد	カミング	آمد	PROPN	N;NOM;MASC;SG;3
カミング	پہنچ	カミング	پہنچ	PROPN	V;ACT
採石	شکار.	採石	شکارؤ	N	PROPN;NOM;MASC;SG;3
ブレスレット	ہتھکڑی	ブレスレット	ہتھکڑی	N	ADJ
蝋燭	شمع.	蝋燭	شمع.		PROPN;NOM;MASC;SG;3
太	ران.	太	ران.	PROPN	PROPN;NOM;MASC;SG;3
バギー	بگّھی.	バギー	بگیھ	PROPN	PROPN;NOM;MASC;SG;3
関節炎	نُقرس.	関節炎	نُقرس.	N	PROPN;NOM;MASC;SG;3
球根	کپی.	球根	کپی.	N	PROPN;NOM;MASC;SG;3
忍耐	دلآزاری	忍耐	دلآزاری	N	PROPN;NOM;MASC;SG;3
忍耐	قدرت.	忍耐	قدرت.	N	
忍耐	رواداری.	忍耐	رواداری.	N	PROPN;NOM;MASC;SG;3
忍耐	دلآزاری	忍耐	دلآزاری	N	PROPN;NOM;MASC;SG;3
忍耐	قدرت.	忍耐	قدرت.	N	
忍耐	رواداری.	忍耐	رواداری.	N	PROPN;NOM;MASC;SG;3
ペック	کھانا	ペック	کھا	PROPN	V;MASC;SG;NFIN;ACT
ペック	چومنا	ペック	چومنا	PROPN	V;SG;NFIN;ACT
ペック	غذا.	ペック	غذا.	PROPN	
ペック	نوچنا	ペック	نوچ	PROPN	V;NFIN;ACT
フリル	حاشیہ	フリル	حاشیہ	N	PROPN;NOM;MASC;SG;3
フリル	پلیٹی	フリル	پلیٹی	N	PROPN;NOM;MASC;SG;3
くしゃみ	چھینکنا.	くしゃみ	چھینکنا.	V	
くしゃみ	چھینک.	くしゃみ	چھینک.	V	
切り離す	رجمنٹ	切り離す	رجمنٹ	V	N;NOM;MASC;SG;3
切り離す	(	切り離す	(	V	
かかし	بچوگا.	かかす	بچوگا.	N	
時給	برابر.	時給	برابر.	N	
時給	اکثر	時給	اکثر	N	ADJ
怠慢	تکلّف	怠慢	تکلّف		N;NOM;MASC;SG;3
捻挫	موچ.	捻挫	موچ.	N	PROPN;NOM;MASC;SG;3
ショウガ	تحرک	ショウガ	تحرک	N	
ショウガ	جذبہ.	ショウガ	جذبہ.	N	PROPN;NOM;MASC;SG;3
治る	(	治る	(	V	
治る	شفادینا.	治る	شفادینان	V	PROPN;ACC;MASC;SG;3
治る	بھلانا.	治る	بھلانا.	V	PROPN;NOM;MASC;SG;3
フエ	مخلوط	フエ	مخلوط	PROPN	ADJ
ポーチ	ہتھیانا.	ポーチ	ہتھیانا	N	PROPN;NOM;MASC;SG;3
ポーチ	ڈیوڑھی.	ポーチ	ڈیوڑھی.	N	PROPN;NOM;MASC;SG;3
陽電子	مثبتیہ.	陽電子	مثبتیہ.	N	PROPN;NOM;MASC;SG;3
聴力	اظہارات	聴力	اظہار	N	PROPN;NOM;MASC;SG;3
小包	بخرہ	小包	بخرہ	N	
小包	قطعہ.	小包	قطعہ.	N	
小包	بانٹنا.	小包	بانٹنا.	N	V;SG;NFIN;ACT
ファクシミリ	مثل.	ファクシミリ	مثل.	N	PROPN;NOM;MASC;SG;3
ファクシミリ	چربہ	ファクシミリ	چربہ	N	PROPN;NOM;MASC;SG;3
レトルト	on	レトルト	on	N	
レトルト	ہتک	レトルト	ہتک	N	PROPN;NOM;MASC;SG;3
梅毒	آتشک	梅毒	آتشک	N	PROPN;NOM;MASC;SG;3
安静	ساکت	安静	ساکت	V	N;NOM;MASC;SG;3
安静	تعطل	安静	تعطل	V	N;NOM;MASC;SG;3
安静	کام	安静	کام	V	N;NOM;MASC;SG;3
安静	on	安静	on	V	
安静	upon	安静	upon	V	PROPN;NOM;MASC;SG;3
安静	(	安静	(	V	
安静	منحصر	安静	منحصر	V	ADJ
安静	نیند	安静	نیند	V	N;NOM;FEM;SG;3
安静	محنت	安静	محنت	V	N;NOM;FEM;SG;3
ユニタリ	واحدی	ユニタリ	واحدی	PROPN	
マスタード	خردل.	マスタード	خردل.	PROPN	
マスタード	سرسوں	マスタード	سرس	PROPN	N;ACC;MASC;PL;3
バイス	شکنجہ.	バイス	شکنجہ.	N	PROPN;NOM;MASC;SG;3
バイス	وغیرہ.	バイス	وغیرہ.	N	
バイス	بدی	バイス	بدی	N	PROPN;NOM;MASC;SG;3
アイロン	آہنی.	アイロン	آہنی.	N	PROPN;NOM;MASC;SG;3
アイロン	سخت	アイロン	سخت	N	ADJ
アイロン	لوہا	アイロン	لوہا	N	PROPN;NOM;MASC;SG;3
アイロン	ٹانک	アイロン	ٹانک	N	PROPN;NOM;MASC;SG;3
パセリ	پودینہ	パセリ	پودینہ	N	PROPN;NOM;MASC;SG;3
パセリ	اجمود	パセリ	اجمود	N	PROPN;NOM;MASC;SG;3
デコレーション	تزئین.	デコレーション	تزئین.	N	PROPN;NOM;MASC;SG;3
デコレーション	تزئین.	デコレーション	تزئین.	N	PROPN;NOM;MASC;SG;3
デコレーション	آراستہ	デコレーション	آراستہ	N	ADJ
デコレーション	سجانا	デコレーション	سجا	N	PROPN;NOM;MASC;SG;3
デコレーション	آراستہ	デコレーション	آراستہ	N	ADJ
マズル	تھوتھنی.	マズル	تھوتھنی.	PROPN	PROPN;NOM;MASC;SG;3
鼻	منخر	鼻	منخر	N	PROPN;NOM;MASC;SG;3
鼻	نتھنا	鼻	نتھ	N	PROPN;NOM;MASC;SG;3
鼻	منخر	鼻	منخر	N	PROPN;NOM;MASC;SG;3
横断幕	نمایاں	横断幕	نمایاں	N	ADJ
オベリスク	پہاڑ	オベリスク	پہاڑ	PROPN	N;NOM;MASC;SG;3
ため	(	ため	(	N	
ため	سنسنانا.	ため	سنسنانا.	N	PROPN;NOM;MASC;SG;3
ラダー	سیڑھی.	ラダー	سیڑھی.	N	PROPN;NOM;MASC;SG;3
雑木	شاخسار.	雑木	شاخسار.	N	PROPN;NOM;MASC;SG;3
雑木	جھاڑی	雑木	جھاڑی	N	ADJ
雑木	شاخسار.	雑木	شاخسار.	N	PROPN;NOM;MASC;SG;3
ダスティ	یابس.	ダスティ	یابس.	PROPN	PROPN;NOM;MASC;SG;3
ダスティ	ہلکا	ダスティ	ہلکا	PROPN	ADJ;NOM;MASC;SG
ダスティ	دُھندلا	ダスティ	دُھندلا	PROPN	PROPN;NOM;MASC;SG;3
エスプレッソ	کالی	エスプレッソ	کالی	N	ADJ
穢れ	کثافت.	穢れ	کثافت.		PROPN;NOM;MASC;SG;3
穢れ	ناصاف	穢れ	ناصاف		PROPN;NOM;MASC;SG;3
穢れ	ناصافی	穢れ	ناصافی		ADJ
穢れ	ناپاک	穢れ	ناپاک		PROPN;NOM;MASC;SG;3
穢れ	غلیظ	穢れ	غلیظ		N;NOM;MASC;SG;3
穢れ	آلودگی	穢れ	آلودگی		ADJ
穢れ	کثافت.	穢れ	کثافت.		PROPN;NOM;MASC;SG;3
穢れ	ناصاف	穢れ	ناصاف		PROPN;NOM;MASC;SG;3
穢れ	ناصافی	穢れ	ناصافی		ADJ
穢れ	ناپاک	穢れ	ناپاک		PROPN;NOM;MASC;SG;3
穢れ	غلیظ	穢れ	غلیظ		N;NOM;MASC;SG;3
かかと	پاشنہ.	かかと	پاشنہ.	N	PROPN;NOM;MASC;SG;3
かかと	ذلیل	かかと	ذلیل	N	ADJ
かかと	کُھر.	かかと	کُھر.	N	PROPN;NOM;MASC;SG;3
胡椒	capcicum	胡椒	capcicum	N	PROPN;NOM;MASC;SG;3
サフラン	جوگیا.	サフラン	جوگیا.	PROPN	PROPN;NOM;MASC;SG;3
サフラン	زعفران	サフラン	زعفران	PROPN	PROPN;NOM;MASC;SG;3
サフラン	جوگیا.	サフラン	جوگیا.	PROPN	PROPN;NOM;MASC;SG;3
パッシブ	سست	パッシブ	سست	N	ADJ
ガーナー	کھلیان	ガーナー	کھلیان	PROPN	PROPN;NOM;MASC;SG;3
ガーナー	گودام.	ガーナー	گودام.	PROPN	PROPN;NOM;MASC;SG;3
ガーナー	محفوظ	ガーナー	محفوظ	PROPN	ADJ
ブレッド	نقدی	ブレッド	نقدی	PROPN	N;NOM;FEM;SG;3
ブレッド	روٹی	ブレッド	روٹی	PROPN	N;NOM;FEM;SG;3
ブレッド	نقدی	ブレッド	نقدی	PROPN	N;NOM;FEM;SG;3
直腸	مستقیمی.	直腸	مستقیمی.		PROPN;NOM;MASC;SG;3
クリッパー	ناخن	クリッパー	ناخن	PROPN	N;NOM;MASC;SG;3
クリッパー	قینچی	クリッパー	قینچی	PROPN	N;NOM;FEM;SG;3
ヘリックス	مرغولہ	ヘリックス	مرغولہ	PROPN	ADJ
フレット	پرانا	フレット	پرانا	N	ADJ;NOM;MASC;SG
フレット	پریشانی	フレット	پریشانی	N	ADJ
フレット	گھسنا	フレット	گھسنا	N	
シオニズム	صیہونیت	シオニズム	صیہونیت	PROPN	N;NOM;MASC;SG;3
シャンデリア	فانوس	シャンデリア	فانوس	N	PROPN;NOM;MASC;SG;3
シャンデリア	فانوس	シャンデリア	فانوس	N	PROPN;NOM;MASC;SG;3
シャンデリア	جھاڑ	シャンデリア	جھاڑ	N	V;ACT
貯める	اکٹھا	貯める	اکٹھا	V	ADJ;NOM;MASC;SG
貯める	جمع	貯める	جمع	V	N;NOM;MASC;SG;3
サイレンス	رازداری	サイレンス	رازداری	PROPN	N;NOM;MASC;SG;3
サイレンス	بھول.	サイレンス	بھول.	PROPN	PROPN;NOM;MASC;SG;3
サイレンス	نسیان	サイレンス	نسیان	PROPN	PROPN;NOM;MASC;SG;3
サイレンス	سنّاٹا.	サイレンス	سنّاٹا.	PROPN	PROPN;NOM;MASC;SG;3
サイレンス	رازداری	サイレンス	رازداری	PROPN	N;NOM;MASC;SG;3
サイレンス	بھول.	サイレンス	بھول.	PROPN	PROPN;NOM;MASC;SG;3
サイレンス	خاموشی	サイレンス	خاموشی	PROPN	N;NOM;MASC;SG;3
サイレンス	نسیان	サイレンス	نسیان	PROPN	PROPN;NOM;MASC;SG;3
サイレンス	سنّاٹا.	サイレンス	سنّاٹا.	PROPN	PROPN;NOM;MASC;SG;3
ガチョウ	بدّھو	ガチョウ	بدّھو	N	PROPN;NOM;MASC;SG;3
便秘	انقباض	便秘	انقباض	N	PROPN;NOM;MASC;SG;3
ベイブ	معصوم	ベイブ	معصوم	PROPN	N;NOM;MASC;SG;3
スキャナ	عروضی.	スキャナ	عروضیؤ	N	PROPN;NOM;MASC;SG;3
ずさん	گفتگو	ずさん	گفتگو		N;NOM;MASC;SG;3
ずさん	اوپری	ずさん	اوپری		ADJ
ずさん	گندی.	ずさん	گندی.		PROPN;NOM;MASC;SG;3
モブ	جتھا	モブ	جتھا	PROPN	
モブ	جمگھٹا.	モブ	جمگھٹا.	PROPN	PROPN;NOM;MASC;SG;3
モブ	ہجوم	モブ	ہجوم	PROPN	N;NOM;MASC;SG;3
モブ	دھڑا	モブ	دھڑا	PROPN	
モブ	بھیڑ	モブ	بھیڑ	PROPN	
モブ	اکٹھ	モブ	اکٹھ	PROPN	
モブ	ٹولا	モブ	ٹولا	PROPN	PROPN;NOM;MASC;SG;3
モブ	ریوڑ.	モブ	ریوڑ.	PROPN	PROPN;NOM;MASC;SG;3
トッピング	بہترین.	トッピング	بہترین.	N	PROPN;NOM;MASC;SG;3
ネーション	قوم	ネーション	قوم	PROPN	N;NOM;MASC;SG;3
ベルタ	نیچا	ベルタ	نیچا	PROPN	PROPN;NOM;MASC;SG;3
スカッシュ	ٹھونسنا	スカッシュ	ٹھونسنا	N	PROPN;NOM;MASC;SG;3
スカッシュ	پچکنے	スカッシュ	پچک	N	V;NFIN;ACT
プル	پٹانا	プル	پٹانا	N	V;MASC;SG;V.PTCP;ACT
プル	پہنچ.	プル	پہنچ	N	
プル	کشش.	プル	کشش.	N	PROPN;NOM;MASC;SG;3
プル	روکنے	プル	روک	N	V;ACC;NFIN
プル	کسالا	プル	کسال	N	PROPN;NOM;MASC;SG;3
プル	چلنا	プル	چل	N	V;MASC;SG;NFIN;ACT
トカラ	تخاری	トカラ	تخاری	PROPN	
反駁	تردید	反駁	تردید		N;NOM;MASC;SG;3
スキナー	سلاّخ.	スキナー	سلاّخ.	PROPN	PROPN;NOM;MASC;SG;3
渦巻き	گردباد.	渦巻き	گردباد.	V	PROPN;NOM;MASC;SG;3
渦巻き	بل	渦巻き	بل	V	N;NOM;MASC;SG;3
背骨	سول	背骨	سول	N	
背骨	خار	背骨	خار	N	V;SG;ACT
背骨	کانٹا.	背骨	کانٹا.	N	PROPN;NOM;MASC;SG;3
背骨	ریڑھ.	背骨	ریڑھ.	N	PROPN;NOM;MASC;SG;3
検査官	پارکھ	検査官	پارکھ	N	PROPN;NOM;MASC;SG;3
検査官	ناظر	検査官	ناظر	N	PROPN;NOM;MASC;SG;3
検査官	داروغہ.	検査官	داروغہ.	N	PROPN;NOM;MASC;SG;3
バンプ	اچانک	バンプ	اچانک	N	ADV
バンプ	ناہمواری.	バンプ	ناہمواری.	N	PROPN;NOM;MASC;SG;3
冷媒	مبرد.	冷媒	مبرد.	N	PROPN;NOM;MASC;SG;3
カウル	لبادہ	カウル	لبادہ	N	
カウル	عبا.	カウル	عبا.	N	PROPN;NOM;MASC;SG;3
シーケンシャル	تسلسلی	シーケンシャル	تسلسلی	N	PROPN;NOM;MASC;SG;3
ジニー	جن	ジニー	جن	PROPN	
アウト	ناآزمودہ	アウト	ناآزمودہ	N	ADJ
アウト	غیرمتخصص	アウト	غیرمتخصص	N	ADJ
アウト	اناڑی.	アウト	اناڑی.	N	PROPN;NOM;MASC;SG;3
ウィット	لطافت	ウィット	لطافت	PROPN	N;NOM;MASC;SG;3
ウィット	بوجھنا.	ウィット	بوجھنا.	PROPN	PROPN;NOM;MASC;SG;3
ウィット	ظرافت	ウィット	ظرافت	PROPN	N;NOM;MASC;SG;3
ウィット	لطافت	ウィット	لطافت	PROPN	N;NOM;MASC;SG;3
ウィット	ذکاوت	ウィット	ذکاوت	PROPN	N;NOM;MASC;SG;3
ウィット	بوجھنا.	ウィット	بوجھنا.	PROPN	PROPN;NOM;MASC;SG;3
トースト	توس	トースト	توس	N	
レント	غار.	レント	غار.	PROPN	
レント	درّہ	レント	درّہ	PROPN	
レント	گھاٹی	レント	گھاٹی	PROPN	N;NOM;FEM;SG;3
レント	بغارہ	レント	بغارہ	PROPN	
レント	کھونچا.	レント	کھونچا.	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
おなか	پیٹ	おなか	پیٹ		PROPN;NOM;MASC;SG;3
溶かす	اتحاد	溶かす	اتحاد	V	N;NOM;MASC;SG;3
叫び	شوخ	叫ぶ	شوخ	V	N;NOM;MASC;SG;3
縫う	in	縫う	in	V	
縫う	کپڑا	縫う	کپڑا	V	N;NOM;MASC;SG;3
縫う	سینا.	縫う	سینا.	V	PROPN;NOM;MASC;SG;3
縫う	لباس	縫う	لباس	V	N;NOM;MASC;SG;3
アヴェ	الوداع.	アヴェ	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
嚢胞	پھکنا	嚢胞	پھک	N	V;SG;ACT
