de	say	de	say		
sıcaklık	체온	sıcaklık	체온	N;NOM;SG;3	
sıcaklık	히트	sıcaklık	히트	N;NOM;SG;3	
sıcaklık	기온	sıcaklık	기온	N;NOM;SG;3	
aracılığıyla	비아	aracılık	비+아	N;INS;SG;3	
aracılığıyla	via	aracılık	via	N;INS;SG;3	
aracılığıyla	통해	aracılık	통하+어	N;INS;SG;3	CONJ
konuk	게스트로	konuk	게스트+로	N;NOM;SG;3	ADV
konuk	손님	konuk	손님	N;NOM;SG;3	
konuk	게스트	konuk	게스트	N;NOM;SG;3	
konuk	손님	konuk	손님	N;NOM;SG;3	
konuk	게스트	konuk	게스트	N;NOM;SG;3	
geç	늦게	geç	늦+게		ADJ
adım	단계	adım	단계		N
bronz	청동기	bronz	청동기		N
münih	뮌헨	münih	뮌헨	PROPN;NOM;SG;3	PROPN
brown	갈색	brown	갈색		N
ermenistan	아르메니아	ermenistan	아르메니아	PROPN;NOM;SG;3	PROPN
ermenistan	아르메니아인	ermenistan	아르메니아인	PROPN;NOM;SG;3	PROPN
coğrafya	지리학	coğrafya	지리학		N
coğrafya	지리	coğrafya	지리		N
ulaştı	도달	ulaş	도달	V;PFV;IND;SG;3;POS;PST	
scott	스콧	scott	스콧		PROPN
kimse	아무나	kimse	아무나	N;NOM;SG;3	
kimse	누구나	kimse	누구+나	N;NOM;SG;3	ADV
kimse	아무도	kimse	아무+도	N;NOM;SG;3	ADV
güncel	현재	güncel	현재		N
güncel	전류	güncel	전류		N
şeyh	셰이크	şeyh	셰이크		PROPN
şeyh	셰이크	şeyh	셰이크		PROPN
topluluk	공동체	topluluk	공동체		N
topluluk	사회	topluluk	사회		N
topluluk	앙상블	topluluk	앙상블		N
asyalı	아시아	asyalı	아시아		PROPN
geçerek	통해	geç	통하+어	V;PFV;IND;POS;PRS;V.CVB	CONJ
kesinlikle	정확히	kesinlik	정확+히	N;INS;SG;3	ADV
kesinlikle	확실히	kesinlik	확실+히	N;INS;SG;3	ADV
kesinlikle	완전히	kesinlik	완전+히	N;INS;SG;3	ADV
karısı	마누라	karı	마누라	N;NOM;SG;3	
karısı	와이프	karı	와이프	N;NOM;SG;3	
kat	fold	kat	fold		
iskoçya	스코틀랜드	iskoçya	스코틀랜드	PROPN;NOM;SG;3	PROPN
hızı	속력	hız	속력		N
hızı	스피드	hız	스피드		N
politika	정책	politika	정책		N
politika	방침	politika	방침		N
politika	정치	politika	정치		N
politika	정치학	politika	정치학		N
görsel	그림	görsel	그림		N
görsel	시각	görsel	시각		N
arazi	지형	arazi	지형		N
seçilen	선정	seç	선정	V;PFV;IND;POS;PRS;V.PTCP;PASS	N
evlendi	결혼	evlen	결혼	V;PFV;IND;SG;3;POS;PST	N
anayasa	헌법	anayasa	헌법		N
kariyer	경력	kariyer	경력		N
kariyer	직업	kariyer	직업		N
hedef	목표	hedef	목표		N
hedef	목적지는	hedef	목적지+는		N
hedef	목적지	hedef	목적지		N
hedef	조준	hedef	조준		N
hedef	타깃	hedef	타깃		N
hedef	대상	hedef	대상		N
hedef	타겟	hedef	타산		N
örgütü	조직	örgüt	조직		N
örgütü	기구	örgüt	기구		N
bbc	bbc	bbc	bbc		
takımlar	양복	takım	양복	N;NOM;PL;3	
london	런던	lon	런던	PROPN;NOM;SG;3	PROPN
hariç	제외됨	hariç	제외+되+ㄴ		V
venedik	베네치아	vene	베네치아		PROPN
venedik	베니스	vene	베니스		PROPN
ağrı	통증	ağrı	통증		N
ağrı	통증이	ağrı	통증+이		N
ağrı	고통	ağrı	고통		N
santa	산타	san	산타	PROPN;NOM;SG;3	
numara	숫자	numar	숫자		N
numara	번호	numar	번호		N
kimya	화학물질	kimya	화학+물질		N
kimya	화학	kimya	화학		N
kimya	화학물질	kimya	화학+물질		N
kimya	화학	kimya	화학		N
kimya	화학	kimya	화학		N
house	하우스	hou	하우스	PROPN;NOM;SG;3	
harita	지도	harit	지+도	N;NOM;SG;3	
harita	지도	harit	지+도	N;NOM;SG;3	
carlos	카를로스	carlos	카를로스	PROPN;NOM;SG;3	PROPN
kuvvet	체력	kuvvet	체력		N
kuvvet	강제	kuvvet	강제		N
uzunluğu	길이	uzunluk	길+이	N;ACC;SG;3	
işler	잡스	iş	잡스	N;NOM;PL;3	
kanun	법칙	kanun	법칙		N
kanun	법률	kanun	법률		N
kanun	법학	kanun	법학		N
reklam	광고	reklam	광고		N
reklam	상용	reklam	상용		N
reklam	상업용	reklam	상업용		N
reklam	상업	reklam	상업		N
reklam	광고	reklam	광고		N
reklam	광고	reklam	광고		N
reklam	광고	reklam	광고		N
şeyler	물건	şey	물건	N;NOM;PL;3	
batman	배트맨	bat	배트맨		N
devre	서킷	devre	서킷		N
devre	회로	devre	회로		N
uçuş	항공편	uçuş	항공+편		N
uçuş	비행	uçuş	비행		N
uçuş	항공편	uçuş	항공+편		N
uçuş	비행	uçuş	비행		N
kutusu	box	kutu	box	N;NOM;SG;3	
kutusu	박스	kutu	박스	N;NOM;SG;3	
aşık	연인	aşık	연인		N
aşık	애인	aşık	애인		N
yarışma	경쟁	yarış	경쟁		N
yarışma	대회	yarış	대회		N
latince	라틴어	latince	라틴어		PROPN
dönüş	반납	dönüş	반납		N
dönüş	반환	dönüş	반환		N
dönüş	귀환	dönüş	귀환		N
dönüş	복귀	dönüş	복귀		N
dönüş	턴제	dönüş	턴제		N
dönüş	회전	dönüş	회전		N
öncesinde	전에	önce	전+에	N;ESS;SG;3	ADV
şahin	팰컨	şahin	팰컨	PROPN;NOM;SG;3	
şahin	팰콘	şahin	팰콘	PROPN;NOM;SG;3	
şahin	호크	şahin	호크	PROPN;NOM;SG;3	
şahin	호크아이	şahin	호크아+이	PROPN;NOM;SG;3	
sayfada	페이지	sayfa	페이지	N;ESS;SG;3	
pasifik	태평양	pasifik	태평양		PROPN
işlem	거래	işlem	거래		N
işlem	트랜잭션	işlem	트랜잭션		N
işlem	프로세스	işlem	프로세스		N
işlem	과정	işlem	과정		N
işlem	프로세싱	işlem	프로세쉬		N
işlem	처리	işlem	처리		N
işlem	작동	işlem	작동		N
işlem	작전	işlem	작전		N
zafer	승리	zafer	승리		N
zafer	victory	zafer	victory		
zafer	트라이엄프	zafer	트라이엄프		PROPN
html	html	html	html		
arama	찾기	ara	찾+기		V
arama	검색	ara	검색		N
arama	검색하기	ara	검색+하+기		V
arama	통화	ara	통화		N
arama	전화	ara	전화		N
arama	호출	ara	호출		N
öncelikle	주로	öncelik	주로	N;INS;SG;3	ADV
öncelikle	우선	öncelik	우선	N;INS;SG;3	ADV
öncelikle	퍼스트	öncelik	퍼스트	N;INS;SG;3	
öncelikle	먼저	öncelik	먼저	N;INS;SG;3	ADV
kısım	섹션	kısım	섹션		N
kısım	부분	kısım	부분		N
kısım	부품	kısım	부품		N
aktris	배우	aktris	배우		N
aktris	여배우	aktris	여배우		N
hata	실수	hata	실수		N
hata	오류	hata	오류		N
kullanıldı	사용	kullan	사용	V;PFV;IND;SG;3;POS;PST;PASS	N
blue	파란색	blue	파란색	N;NOM;SG;3	
blue	푸른	blue	푸르+ㄴ	N;NOM;SG;3	ADJ
blue	블루	blue	블루	N;NOM;SG;3	
blue	파랑	blue	파랑	N;NOM;SG;3	
blue	푸른색	blue	푸른색	N;NOM;SG;3	
oylama	투표	oyla	투표	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
oylama	투표	oyla	투표	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
bina	건물	bina	건물		N
bina	건축	bina	건축		N
bina	빌딩	bina	빌딩		N
microsoft	마이크로소프트	microsoft	마이크로소프트		N
satış	대리점	satış	대리점		N
satış	매출	satış	매출		N
satış	영업	satış	영업		N
satış	판매	satış	판매		N
satış	판매	satış	판매		N
küresel	전역	küresel	전역		N
reality	현실	reality	현실		N
hız	속력	hız	속력		N
hız	스피드	hız	스피드		N
toplu	배치	toplu	배치		N
toplu	일괄	toplu	일괄		N
toplu	일괄	toplu	일괄		N
toplu	미사	toplu	미사		N
toplu	질량	toplu	질량		N
düştü	타락	düş	타락	V;PFV;IND;SG;3;POS;PST	
desteği	지지	destek	지+지	N;NOM;SG;3	
yüksekliği	높이	yükseklik	높이	N;ACC;SG;3	
komşu	이웃들	komşu	이웃+들		N
komşu	이웃	komşu	이웃		N
komşu	이웃	komşu	이웃		N
komşu	이웃	komşu	이웃		N
komşu	이웃집	komşu	이웃집		N
işaret	신호	işaret	신호		N
işaret	시그널	işaret	시그널		N
işaret	기호	işaret	기호		N
işaret	서명	işaret	서명		N
şeker	설탕	şeker	설탕		N
karanlık	어둡게	karanlık	어둡+게		ADJ
karanlık	어두운	karanlık	어둡+ㄴ		ADJ
karanlık	어둠	karanlık	어둠		N
karanlık	어둠	karanlık	어둠		N
youtube	유튜브	youtup	유튜브		N
youtube	youtube	youtup	youtube		
youtube	유투브	youtup	유투브		N
başarısız	실패	başarısız	실패	ADJ	N
başarısız	실패	başarısız	실패	ADJ	N
başarısız	실패	başarısız	실패	ADJ	N
fox	여우	fox	여우		N
boston	보스턴	boston	보스턴	PROPN;NOM;SG;3	PROPN
dolu	가득	dolu	가득		ADV
dolu	채워진	dolu	채우+어+지+ㄴ		V
set	집합	set	집합		N
set	설정	set	설정		N
başlangıç	시작하기	başlangıç	시작+하+기		V
başlangıç	시작	başlangıç	시작		N
başlangıç	시작	başlangıç	시작		N
başlangıç	시작	başlangıç	시작		N
prens	왕자	prens	왕자		N
arnavutluk	알바니아	arnavutluk	알바니아	N;NOM;SG;3	PROPN
arnavutluk	알바니아인	arnavutluk	알바니아인	N;NOM;SG;3	
arnavutluk	알바니아어	arnavutluk	알바니아어	N;NOM;SG;3	
arnavutluk	알바니아	arnavutluk	알바니아	N;NOM;SG;3	PROPN
meyve	과일과	meyve	과일+과		CONJ
meyve	과일과	meyve	과일+과		CONJ
birim	단위계	birim	단위계		N
birim	unit	birim	unit		
ürün	항목	ürün	항목		N
ürün	품목	ürün	품목		N
ürün	아이템	ürün	아이템		N
ürün	제품	ürün	제품		N
ürün	상품	ürün	상품		N
ürün	제품	ürün	제품		N
hüküm	문장	hüküm	문장		N
hüküm	심판	hüküm	심판		N
hüküm	판결	hüküm	판결		N
hüküm	판결	hüküm	판결		N
hüküm	판단력	hüküm	판단력		N
hüküm	심판	hüküm	심판		N
kaliteli	화질	kaliteli	화질		N
kaliteli	화질이	kaliteli	화질+이		N
kasaba	시내	kasaba	시내		N
kasaba	도시	kasaba	도시		N
kasaba	마을	kasaba	마을		N
öğrenim	학습	öğren	학습		N
anlaşma	거래	anlaşma	거래		N
anlaşma	협정	anlaşma	협정		N
anlaşma	합의	anlaşma	합의		N
anlaşma	편곡	anlaşma	편곡		N
anlaşma	조약	anlaşma	조약		N
birini	누군가	biri	누구+이+ㄴ가	PRO;ACC;SG;3	
öykü	이야기	öykü	이야기		N
öykü	스토리	öykü	스토리		N
öykü	소식	öykü	소식		N
school	학교	school	학교		N
school	학교는	school	학교+는		N
bol	bol	bol	bol		
kahraman	영웅	kahraman	영웅		N
kahraman	히어로즈	kahraman	히어로즈		PROPN
kahraman	영웅	kahraman	영웅		N
öldürüldü	살해	öl	살해	V;PFV;IND;SG;3;POS;PST;PASS	N
öldürüldü	살인	öl	살인	V;PFV;IND;SG;3;POS;PST;PASS	
mimarlık	건축학	mimarlık	건축학		N
mimarlık	건축	mimarlık	건축		N
lewis	루이스	lewis	루이스		PROPN
alaska	알래스카	alaska	알래스카	PROPN;NOM;SG;3	PROPN
talep	요청함	talep	요청함		V
talep	요청	talep	요청		N
talep	요청하기	talep	요청+하+기		V
köprüsü	다리	köprü	다리	N;NOM;SG;3	
köprüsü	브리지	köprü	브리+지	N;NOM;SG;3	
yılların	수년	yıl	수년	N;GEN;PL;3	
bakan	장관	bak	장관		N
bakan	비서	bak	비서		N
er	비공개	er	비공개		N
ağırlık	몸무게	ağırlık	몸무+게		N
ağırlık	몸무게가	ağırlık	몸무게+가		N
ağırlık	체중	ağırlık	체중		N
font	글꼴	font	글꼴		N
hırvatistan	크로아티아	hırvatistan	크로아티아	PROPN;NOM;SG;3	PROPN
hırvatistan	크로아티아인	hırvatistan	크로아티아인	PROPN;NOM;SG;3	PROPN
doktora	박사	doktora	박사		N
girl	girl	girl	girl		
girl	소녀	girl	소녀		N
kurgu	편집	kurgu	편집		N
kurgu	수정	kurgu	수정		N
kurgu	소설	kurgu	소설		N
kurgu	픽션	kurgu	픽션		N
profesör	교수	profesör	교수		N
profesör	교수님	profesör	교수+님		N
sınırlı	제한된	sınırlı	제한+되+ㄴ		V
araştırmalar	수사	araştır	수사	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
araştırmalar	탐구	araştır	탐구	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
araştırmalar	조사	araştır	조사	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
araştırmalar	연구	araştır	연구	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
seçilmiş	선정	seç	선정	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N
seçilmiş	선출	seç	선출	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N
demiryolu	레일	demiryolu	레일		N
finali	피날레	finali	피날레	N;NOM;SG;3	
kütüphanesi	라이브러리	kütüphane	라이브러리	N;NOM;SG;3	
kısmen	부분적	kısmen	부분+적		N
kısmen	부분	kısmen	부분		N
kısmen	부분	kısmen	부분		N
kısmen	부품	kısmen	부품		N
kısmen	적당히	kısmen	적당+히		ADV
kısmen	다소	kısmen	다소		N
tipik	일반적으로	tipik	일반+적+으로		ADV
tipik	전형적	tipik	전형+적		N
tipik	전형	tipik	전형		N
tipik	전형적인	tipik	전형+적+이+ㄴ		V
air	에어	air	에어	N;NOM;SG;3	
bot	부트	bot	부트		N
bot	부츠	bot	부츠		N
bot	부팅	bot	부팅		N
bot	장화	bot	장화		N
bot	부츠	bot	부츠		N
bot	보트	bot	보트		N
senaryo	시나리오는	senaryo	시나리오+는		N
senaryo	문자	senaryo	문자		N
senaryo	스크립트	senaryo	스크립트		N
sözleri	노랫말	söz	노랫말	N;NOM;PL;3	
gül	장미	gül	장미	PROPN;NOM;SG;3	
gül	로즈	gül	로즈	PROPN;NOM;SG;3	
gül	웃어라	gül	웃+어라	PROPN;NOM;SG;3	
gül	웃음	gül	웃음	PROPN;NOM;SG;3	
gül	웃어	gül	웃+어	PROPN;NOM;SG;3	
gül	장미	gül	장미	PROPN;NOM;SG;3	
mağlup	패배	mağlup	패배	ADJ	N
mağlup	루저	mağlup	루저	ADJ	
mağlup	패자	mağlup	패자	ADJ	N
mağlup	패배	mağlup	패배	ADJ	N
şam	다마스쿠스	şam	다마스쿠스		PROPN
yarış	경주	yarış	경주		PROPN
yarış	인종	yarış	인종		N
yarış	경쟁	yarış	경쟁		N
yarış	경주	yarış	경주		PROPN
milan	밀란	milan	밀란	PROPN;NOM;SG;3	
milan	밀라노	milan	밀라노	PROPN;NOM;SG;3	PROPN
esir	포로	esir	포로		N
esir	포로	esir	포로		N
war	전쟁	war	전쟁		N
sanatsal	예술적	sanatsal	예술+적	ADJ	N
aşağıda	아래쪽	aşağı	아래+쪽	ADJ;ESS;SG;3	N
aşağıda	아래	aşağı	아래	ADJ;ESS;SG;3	N
aşağıda	아래에	aşağı	아래+에	ADJ;ESS;SG;3	ADV
kütle	미사	kütle	미사		N
kütle	질량	kütle	질량		N
çeviri	번역기	çevir	번역기		N
çeviri	번역하기	çevir	번역+하+기		V
sırp	세르비아인	sırp	세르비아인		N
sırp	세르비아	sırp	세르비아		PROPN
sırp	세르비아인	sırp	세르비아인		N
altıncı	여섯번째	altıncı	여섯번+째		N
sesi	사운드	ses	사운드	N;NOM;SG;3	
yolcu	여객	yolcu	여객		N
yolcu	승객	yolcu	승객		N
yolcu	승객	yolcu	승객		N
yerler	위치	yer	위치	N;NOM;PL;3	
yerler	바닥	yer	바닥	N;NOM;PL;3	
brian	브라이언	brian	브라이언		PROPN
afganistan	아프가니스탄	afganistan	아프가니스탄	PROPN;NOM;SG;3	PROPN
buğday	곡식	buğday	곡식		N
düşman	적들	düşman	적+들		N
mali	재무	mali	재무		N
mali	금융	mali	금융		N
hristiyan	크리스티안	hristiyan	크리스티안	N;NOM;SG;3	PROPN
hristiyan	크리스천	hristiyan	크리스천	N;NOM;SG;3	
hristiyan	크리스찬	hristiyan	크리스찬	N;NOM;SG;3	
tehdit	협박	tehdit	협박		N
tehdit	위협	tehdit	위협		N
tehdit	협박	tehdit	협박		N
tehdit	위협	tehdit	위협		N
tehdit	위협	tehdit	위협		N
terim	용어	terim	용어		N
geliştirme	개발	geliş	개발	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirme	발달	geliş	발달	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirme	개선	geliş	개선	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirme	개발	geliş	개발	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirme	향상	geliş	향상	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirme	개선	geliş	개선	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
pers	페르시아	pers	페르시아		PROPN
pers	페르시아어	pers	페르시아어		PROPN
milliyet	국적은	milliyet	국적+은		N
milliyet	국적	milliyet	국적		N
ayak	발자국	ayak	발자국	N;NOM;SG;3	
boyutlu	차원	boyutlu	차원		N
mimari	건축학	mimar	건축학		N
mimari	건축	mimar	건축		N
lider	지도자	lider	지도자		N
pakistan	파키스탄	pakistan	파키스탄	PROPN;NOM;SG;3	PROPN
pakistan	파키스탄	pakistan	파키스탄	PROPN;NOM;SG;3	PROPN
siz	귀하	siz	귀하	PRO;NOM;PL;2	
sıklıkla	자주	sıklık	자주		ADV
sıklıkla	자주	sıklık	자주		ADV
hayatta	alive	hayat	alive	N;ESS;SG;3	
bill	윌리엄	bill	윌리엄		PROPN
bağımsızlık	독립기념일	bağımsızlık	독립+기념+이+ㄹ	N;NOM;SG;3	V
düğün	결혼식	düğün	결혼식		N
düğün	웨딩	düğün	웨딩		N
bulgar	불가리아	bulga	불가리아		PROPN
remix	리믹스	remix	리믹스		N
gençler	청년	genç	청년	ADJ;NOM;PL;3	
gençler	청소년	genç	청소년	ADJ;NOM;PL;3	N
gençler	젊음	genç	젊음	ADJ;NOM;PL;3	
gençler	청춘	genç	청춘	ADJ;NOM;PL;3	
gençler	소년	genç	소년	ADJ;NOM;PL;3	N
gençler	소년들	genç	소년+들	ADJ;NOM;PL;3	N
gençler	boys	genç	boys	ADJ;NOM;PL;3	
gençler	보이즈	genç	보이즈	ADJ;NOM;PL;3	N
gençler	보이스	genç	보이스	ADJ;NOM;PL;3	
gençler	십대	genç	십대	ADJ;NOM;PL;3	N
gençler	청소년	genç	청소년	ADJ;NOM;PL;3	N
gençler	십대	genç	십대	ADJ;NOM;PL;3	N
fen	과학	fen	과학		N
orkestra	교향악단	orkestra	교향+생단		N
kulesi	타워	kule	타우+어	N;NOM;SG;3	
atom	원자	atom	원자		N
atom	원자	atom	원자		N
atom	원자	atom	원자		N
entertainment	오락	entertainment	오락		N
kosova	코소보	kosov	코소보	PROPN;NOM;SG;3	PROPN
şampiyonluk	챔피언십	şampiyonluk	後피+언감	N;NOM;SG;3	
şampiyonluk	챔피언쉽	şampiyonluk	後피언+들	N;NOM;SG;3	
death	죽음	death	죽음		N
death	사망	death	사망		N
koç	코치	koç	코치		N
istasyonu	역시	ista	역시	N;ACC;SG;3	ADV
bayrak	깃발	bayrak	깃발		N
bayrak	국기	bayrak	국기		N
bayrak	플래그	bayrak	플래그		N
bayrak	플래그	bayrak	플래그		N
bayrak	깃발	bayrak	깃발		N
josé	조제	josé	조제	PROPN;NOM;SG;3	
mühendislik	엔지니어링	mühendislik	엔지니어링	N;NOM;SG;3	
düşen	떨어지고	düş	떨어지+고		V
düşen	falling	düş	falling		
düşen	떨어지는	düş	떨어지+는		V
performansı	성과	performans	성과	N;NOM;SG;3	
bakü	바쿠	bakü	바쿠	PROPN;NOM;SG;3	
çocuklar	boys	çocuk	boys	N;NOM;PL;3	
çocuklar	보이스	çocuk	보이스	N;NOM;PL;3	
çocuklar	키즈	çocuk	키즈	N;NOM;PL;3	
çocuklar	아동	çocuk	아동	N;NOM;PL;3	
facebook	facebook	facebook	facebook	N;NOM;SG;3	
facebook	페이스북	facebook	페이스북	N;NOM;SG;3	
paralel	평행	paralel	평행	ADJ	N
paralel	병렬	paralel	병렬	ADJ	N
devrimci	혁명	devrimci	혁명		N
şili	칠레	şili	칠레	PROPN;NOM;SG;3	PROPN
şili	칠레	şili	칠레	PROPN;NOM;SG;3	PROPN
erişim	도달	erişim	도달	N;NOM;SG;3	
erişim	도달하기	erişim	도달+하+기	N;NOM;SG;3	V
dönen	빙글빙글	dön	빙글빙글	V;PFV;IND;POS;PRS;V.PTCP	
dönen	슬라이드	dön	슬라이드	V;PFV;IND;POS;PRS;V.PTCP	
zeki	영리한	zeki	영리+하+ㄴ		V
zeki	지능형	zeki	지능형		N
rıza	승낙	rız	승낙		N
last	마지막	last	마지막		N
kelimesi	워드	kelime	워드	N;NOM;SG;3	
kelimesi	word	kelime	word	N;NOM;SG;3	
kelimesi	단어	kelime	단어	N;NOM;SG;3	
yasal	합법적인	yasal	합법+적+이+ㄴ		V
yasal	법률	yasal	법률		N
yasal	합법적인	yasal	합법+적+이+ㄴ		V
johnson	존슨	johnson	존슨	PROPN;NOM;SG;3	
vergi	납세	vergi	납세	N;NOM;SG;3	
dikey	초상화	dikey	초상화		N
dikey	인물	dikey	인물		N
dikey	수직	dikey	수직		N
dikey	세로로	dikey	세로+로		ADV
nadir	희귀한	nadir	희귀+하+ㄴ		V
nadir	희귀	nadir	희귀		N
ing	ing	ing	ing		
galerisi	화랑	galeri	화랑	N;ACC;PL;3	
galerisi	갤러리	galeri	갤러리	N;ACC;PL;3	
eşlik	반주	eşlik	반주		N
eşlik	호위	eşlik	호위		N
hane	가구	hane	가구		N
hane	숫자	hane	숫자		N
devamı	기타	devam	기타		N
liverpool	liverpool	liverpool	liverpool	PROPN;NOM;SG;3	
liverpool	리버풀	liverpool	리버풀	PROPN;NOM;SG;3	PROPN
ayrıntılı	자세히	ayrıntılı	자세히		ADV
ayrıntılı	정교	ayrıntılı	정교		N
konuşma	연설	konuş	연설		N
konuşma	음성	konuş	음성		N
konuşma	talk	konuş	talk		
dar	좁은	dar	좁+ㄴ		ADJ
dar	좁다	dar	좁+다		ADJ
madonna	성모	madon	성모		N
sıvı	음료	sıv	음료		N
sıvı	액체	sıv	액체		N
sıvı	수액	sıv	수액		N
sıvı	액체	sıv	액체		N
sıvı	액체	sıv	액체		N
sıvı	리퀴드	sıv	리퀴드		N
cümle	문장	cümle	문장		N
cümle	문장	cümle	문장		N
güvenilir	신뢰	güven	신뢰	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	
güvenilir	신뢰성	güven	신뢰성	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	N
güvenilir	신뢰	güven	신뢰	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	
darbe	영향	darbe	영향		N
darbe	쿠데타	darbe	쿠데타		N
christian	기독교	christian	기독교	PROPN;NOM;SG;3	N
christian	크리스티안	christian	크리스티안	PROPN;NOM;SG;3	PROPN
christian	크리스천	christian	크리스천	PROPN;NOM;SG;3	
christian	크리스찬	christian	크리스찬	PROPN;NOM;SG;3	
dikkate	고려	dikkat	고려	N;DAT;SG;3	PROPN
francisco	프란시스코	francisco	프란시스코	PROPN;NOM;SG;3	PROPN
merkezli	가운데	merkezli	가운데		N
kuru	건조	kuru	건조		N
kuru	건조	kuru	건조		N
akım	현재	akım	현재		N
akım	전류	akım	전류		N
akım	스트림	akım	스트림		N
yolları	경로	yol	경로	N;NOM;PL;3	
yolları	경로	yol	경로	N;NOM;PL;3	
