del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
ejecutivo	udøvende	ejecutivo	udøvende	N;MASC;SG	ADJ
portugués	portugiserne	portugués	portugiser	N;MASC;SG	N;DEF;MASC+FEM;PL
portugués	portugisiske	portugués	portugisk	N;MASC;SG	ADJ;PL
portugués	portugisisk	portugués	portugisisk	N;MASC;SG	ADJ;INDF;SG
bélgica	belgien	bélgico	belgien	N;FEM;SG	PROPN
bélgica	belgiske	bélgico	belgisk	N;FEM;SG	ADJ;PL
bélgica	belgisk	bélgico	belgisk	N;FEM;SG	ADJ;INDF;SG
órdenes	ordre	orden	ordre	N;FEM;PL	N;INDF;MASC+FEM;SG
ignacio	ignacio	ignacio	ignacio	N;MASC;SG	
ignacio	ignatius	ignacio	ignatius	N;MASC;SG	
torneos	turnering	torneo	turnering	N;MASC;PL	N;INDF;MASC+FEM;SG
torneos	turneringen	torneo	turnering	N;MASC;PL	N;DEF;MASC+FEM;SG
corto	short	corto	short	ADJ;MASC;SG	
corto	korte	corto	kort	ADJ;MASC;SG	ADJ;PL
chileno	chilenske	chileno	chilensk	N;MASC;SG	ADJ;PL
populares	populært	popular	populær	N;PL	ADJ;INDF;NEUT;SG
populares	populære	popular	populær	N;PL	ADJ;PL
populares	populær	popular	populær	N;PL	ADJ;INDF;MASC+FEM;SG
clara	clare	claro	clare	ADJ;FEM;SG	
clara	clara	claro	clara	ADJ;FEM;SG	
normal	normalt	normal	normalt	ADJ;SG	ADV
normal	normale	normal	normal	ADJ;SG	ADJ;PL
búsqueda	søges	búsqueda	søge	N;FEM;SG	V;IND;PRS;FIN;PASS
búsqueda	søge	búsqueda	søge	N;FEM;SG	V;NFIN;ACT
búsqueda	søg	búsqueda	søg	N;FEM;SG	V;IMP
revistas	bladet	revista	blad	N;FEM;PL	N;DEF;NEUT;SG
revistas	tidsskrift	revista	tidsskrift	N;FEM;PL	N;INDF;NEUT;SG
revistas	blad	revista	blad	N;FEM;PL	N;INDF;NEUT;SG
revistas	magasin	revista	magasin	N;FEM;PL	N;INDF;NEUT;SG
investigaciones	efterforskning	investigación	efterforskning	N;FEM;PL	N;INDF;MASC+FEM;SG
investigaciones	forskning	investigación	forskning	N;FEM;PL	N;INDF;MASC+FEM;SG
álvarez	álvarez	álvarez	llvarez	PROPN	N;INDF;MASC+FEM;SG
álvarez	alvarez	álvarez	alvarez	PROPN	N;INDF;MASC+FEM;SG
mark	mærke	mark	mærke	PROPN	V;NFIN;ACT
mark	marker	mark	mark	PROPN	N;INDF;MASC+FEM;PL
mark	markér	mark	mark	PROPN	V;IND;PRS;FIN;ACT
mark	mark	mark	mark	PROPN	N;INDF;MASC+FEM;SG
mendoza	mendoza	mendoza	mendoza	N;FEM;SG	
comerciales	kommerciel	comercial	kommerciel	ADJ;PL	ADJ;INDF;MASC+FEM;SG
comerciales	kommercielt	comercial	kommercielt	ADJ;PL	ADV
indígenas	indfødt	indígena	indføde	N;PL	ADJ;INDF;SG
indígenas	indfødte	indígena	indføde	N;PL	V;PL;PST;V.PTCP
jack	jack	jack	jack	N;MASC;SG	
nuestro	our	nuestro	our	DET;MASC;SG;1	
latín	latin	latín	latin	N;MASC;SG	
latín	latinske	latín	latinsk	N;MASC;SG	ADJ;PL
latín	latinsk	latín	latinsk	N;MASC;SG	ADJ;INDF;SG
árbol	tree	árbol	tree	N;MASC;SG	
global	globalt	global	global	ADJ;SG	ADV
global	globale	global	global	ADJ;SG	ADJ;PL
escala	skala	escala	skala	N;FEM;SG	
bueno	god	buen	god	INTJ	ADJ;INDF;MASC+FEM;SG
bueno	gode	buen	god	INTJ	ADJ;PL
bueno	godt	buen	godt	INTJ	ADV
bueno	jamen	buen	jamen	INTJ	
muertos	dødt	muerto	død	N;MASC;PL	ADJ;INDF;NEUT;SG
muertos	døde	muerto	død	N;MASC;PL	ADJ;PL
muertos	død	muerto	død	N;MASC;PL	N;INDF;MASC+FEM;SG
muertos	dead	muerto	dead	N;MASC;PL	
valladolid	valladolid	valladolid	valladolid	N;MASC;SG	
bogotá	bogotá	bogotá	bogotá	PROPN	
bogotá	bogota	bogotá	bogota	PROPN	
reales	real	real	real	ADJ;PL	
reales	virkeligt	real	virkeligt	ADJ;PL	ADV
reales	rigtig	real	rigtig	ADJ;PL	ADV
reales	virkelig	real	virkelig	ADJ;PL	ADV
reales	kongeligt	real	kongelig	ADJ;PL	ADJ;INDF;NEUT;SG
reales	royal	real	royal	ADJ;PL	ADJ;INDF;MASC+FEM;SG
reales	kongelig	real	kongelig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
comunidades	samfund	comunidad	samfund	N;FEM;PL	N;INDF;NEUT;SG
comunidades	lokalsamfund	comunidad	lokalsamfund	N;FEM;PL	N;INDF;MASC+FEM;SG
pierre	pierre	perre	pierre	PROPN	N;INDF;MASC+FEM;SG
marcos	marcos	marco	marcos	N;MASC;PL	
marcos	mærke	marco	mærke	N;MASC;PL	V;NFIN;ACT
marcos	markér	marco	mark	N;MASC;PL	V;IND;PRS;FIN;ACT
marcos	mark	marco	mark	N;MASC;PL	N;INDF;MASC+FEM;SG
marcos	rammer	marco	ramme	N;MASC;PL	V;IND;PRS;FIN;ACT
marcos	stel	marco	stel	N;MASC;PL	N;INDF;NEUT;SG
vivir	living	vivir	living	V;NFIN	N;INDF;MASC+FEM;SG
vivir	levende	vivir	levende	V;NFIN	ADJ
vivir	live	vivir	live	V;NFIN	
vivir	lev	vivir	lev	V;NFIN	N;INDF;NEUT;SG
vivir	levende	vivir	levende	V;NFIN	ADJ
die	die	die	die	PROPN	
die	dør	die	dø	PROPN	V;IND;PRS;FIN;ACT
die	dø	die	dø	PROPN	V;NFIN;ACT
fama	fame	fama	fame	N;FEM;SG	
united	forenet	united	forenet	N;SG	V;INDF;SG;PST;V.PTCP
united	united	united	united	N;SG	
united	forenede	united	forene	N;SG	V;PL;PST;V.PTCP
gabriel	gabriel	gabriel	gabriel	PROPN	N;INDF;MASC+FEM;SG
debía	skyldte	deber	skylde	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;ACT
votación	afstemninger	votación	afstemning	N;FEM;SG	N;INDF;MASC+FEM;PL
votación	stem	votación	stem	N;FEM;SG	V;IMP
apenas	knap	apenas	knap	ADV	ADJ;INDF;MASC+FEM;SG
alonso	alonso	alonso	alonso	N;MASC;SG	PROPN
alonso	alonzo	alonso	alonzo	N;MASC;SG	
caída	falder	caída	falde	N;FEM;SG	V;IND;PRS;FIN;ACT
caída	faldende	caída	falde	N;FEM;SG	V;PRS;V.PTCP
caída	dalende	caída	dale	N;FEM;SG	V;PRS;V.PTCP
caída	falder	caída	falde	N;FEM;SG	V;IND;PRS;FIN;ACT
caída	falde	caída	falde	N;FEM;SG	V;NFIN;ACT
sonora	sonora	sonoro	sonora	ADJ;FEM;SG	
visión	visioner	visión	vision	N;FEM;SG	N;INDF;MASC+FEM;PL
entrar	indtastning	entrar	indtastning	V;NFIN	N;INDF;MASC+FEM;SG
noruega	norske	noruego	norsk	N;FEM;SG	ADJ;PL
noruega	norge	noruego	norge	N;FEM;SG	PROPN
canales	kanal	canal	kanal	N;MASC;PL	N;INDF;MASC+FEM;SG
canales	channel	canal	channel	N;MASC;PL	
canales	kanalen	canal	kanal	N;MASC;PL	N;DEF;MASC+FEM;SG
roja	røde	rojo	rød	ADJ;FEM;SG	ADJ;PL
roja	red	rojo	red	ADJ;FEM;SG	
data	oplysninger	datar	oplysning	N;FEM;SG	N;INDF;MASC+FEM;PL
data	data	datar	data	N;FEM;SG	N;INDF;NEUT;PL
regular	regelmæssigt	regular	regelmæssigt	V;NFIN	ADV
regular	regelmæssige	regular	regelmæssig	V;NFIN	ADJ;PL
regular	regelmæssig	regular	regelmæssig	V;NFIN	ADJ;INDF;MASC+FEM;SG
promoción	salgsfremmende	promoción	salgsfremme	N;FEM;SG	V;PRS;V.PTCP
promoción	fremme	promoción	fremme	N;FEM;SG	ADV
salir	exit	salir	exit	V;NFIN	N;INDF;NEUT;SG
salir	udgang	salir	udgang	V;NFIN	N;INDF;MASC+FEM;SG
bellas	bellas	bello	bellas	N;FEM;PL	
caracas	caracas	caraca	caracas	N;FEM;PL	
accidente	ulykker	accidente	ulykke	N;MASC;SG	N;INDF;MASC+FEM;PL
accidente	ulykker	accidente	ulykke	N;MASC;SG	N;INDF;MASC+FEM;PL
manga	manga	manga	manga	N;FEM;SG	
medidas	måling	medida	måling	N;FEM;PL	N;INDF;MASC+FEM;SG
críticas	kritik	crítica	kritik	N;FEM;PL	N;INDF;MASC+FEM;SG
críticas	kritiseret	crítica	kritisere	N;FEM;PL	V;INDF;SG;PST;V.PTCP
críticas	kritik	crítica	kritik	N;FEM;PL	N;INDF;MASC+FEM;SG
bajas	tilskadekomne	baja	tilskadekomn	N;FEM;PL	N;INDF;MASC+FEM;SG
bajas	lav	baja	lav	N;FEM;PL	V;IMP
bajas	lavt	baja	lav	N;FEM;PL	ADJ;INDF;NEUT;SG
bajas	lave	baja	lave	N;FEM;PL	V;NFIN;ACT
bajas	low	baja	low	N;FEM;PL	
bajas	tilskadekomne	baja	tilskadekomn	N;FEM;PL	N;INDF;MASC+FEM;SG
aviones	fly	avión	fly	N;MASC;PL	N;INDF;NEUT;SG
aviones	luftfartøj	avión	luftfartøj	N;MASC;PL	N;INDF;NEUT;SG
aviones	fly	avión	fly	N;MASC;PL	N;INDF;NEUT;SG
conquista	erobringer	conquista	erobring	N;FEM;SG	N;INDF;MASC+FEM;PL
conquista	erobre	conquista	erobre	N;FEM;SG	V;NFIN;ACT
cuartos	rum	cuarto	rum	N;MASC;PL	N;INDF;NEUT;SG
alemanes	tysk	alemán	tysk	N;MASC;PL	ADJ;INDF;SG
alemanes	tysker	alemán	tysker	N;MASC;PL	N;INDF;MASC+FEM;SG
alemanes	tyske	alemán	tysk	N;MASC;PL	ADJ;PL
alemanes	tysker	alemán	tysker	N;MASC;PL	N;INDF;MASC+FEM;SG
laguna	dam	laguna	dam	N;FEM;SG	
laguna	laguna	laguna	laguna	N;FEM;SG	
montevideo	montevideo	montevideo	montevideo	N;MASC;SG	
alma	soul	alma	soul	N;FEM;SG	
caballero	springer	caballero	springe	N;MASC;SG	V;IND;PRS;FIN;ACT
caballero	caballero	caballero	caballero	N;MASC;SG	
retiro	retiro	retiro	retiro	N;MASC;SG	
jaime	james	jaime	james	PROPN	V;FIN;PASS
jaime	jamie	jaime	jamie	PROPN	
jaime	jimmy	jaime	jimmy	PROPN	
jaime	jaime	jaime	jaime	PROPN	
procesos	process	proceso	process	N;MASC;PL	N;INDF;MASC+FEM;SG
procesos	proces	proceso	proces	N;MASC;PL	N;INDF;MASC+FEM;SG
salón	hal	salón	hal	N;MASC;SG	
salón	hall	salón	hall	N;MASC;SG	
ataques	angriber	ataque	angriber	N;MASC;PL	N;INDF;MASC+FEM;SG
ataques	angreb	ataque	angreb	N;MASC;PL	N;INDF;NEUT;SG
ataques	anfald	ataque	anfald	N;MASC;PL	N;INDF;NEUT;SG
ataques	krampe	ataque	krampe	N;MASC;PL	N;INDF;MASC+FEM;SG
ataques	krampeanfald	ataque	krampeanfald	N;MASC;PL	N;INDF;NEUT;SG
tony	tony	tony	tony	PROPN	
breve	short	breve	short	ADJ;SG	
breve	korte	breve	kort	ADJ;SG	ADJ;PL
breve	kortfattede	breve	kortfattet	ADJ;SG	ADJ;PL
zip	zip	zip	zip	N;MASC;SG	
imperial	kejserlige	imperial	kejserlig	ADJ;SG	ADJ;PL
imperial	imperial	imperial	imperial	ADJ;SG	N;INDF;MASC+FEM;SG
são	são	ser	são		
são	sao	ser	sao		
emisión	udsende	emisión	udsende	N;FEM;SG	V;NFIN;ACT
abajo	down	abajo	down	ADV	
guardia	vagter	guardia	vagt	N;SG	N;INDF;MASC+FEM;PL
guardia	vagterne	guardia	vagt	N;SG	N;DEF;MASC+FEM;PL
miles	miles	mil	mile	NUM;PL	N;GEN;INDF;MASC+FEM;SG
miles	kilometer	mil	kilometer	NUM;PL	N;INDF;MASC+FEM;PL
miles	km	mil	kilometer	NUM;PL	N;INDF;MASC+FEM;PL
miles	mil	mil	mil	NUM;PL	N;INDF;MASC+FEM;SG
miles	tusinde	mil	tusinde	NUM;PL	N;INDF;NEUT;PL
miles	tusindvis	mil	tusindvis	NUM;PL	ADV
miles	tusinder	mil	tusinde	NUM;PL	N;INDF;NEUT;PL
rural	landdistrikt	rural	landdistrikt	ADJ;SG	N;INDF;NEUT;SG
rural	landdistrikter	rural	landdistrikt	ADJ;SG	N;INDF;NEUT;PL
rural	landdistrikterne	rural	landdistrikt	ADJ;SG	N;DEF;NEUT;PL
clásica	klassiker	clásico	klassiker	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
clásica	klassiske	clásico	klassisk	ADJ;FEM;SG	ADJ;PL
clásica	classic	clásico	classic	ADJ;FEM;SG	
grabado	indgravering	grabado	indgravering	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
grabado	graveret	grabado	gravere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
grabado	indgraveret	grabado	indgravere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
grabado	indspillet	grabado	indspille	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
grabado	optaget	grabado	optage	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
grabado	registreret	grabado	registrere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
grabado	indspillede	grabado	indspille	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
grabado	radering	grabado	radering	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
considerada	overvejede	considerado	overveje	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
considerada	overvejes	considerado	overveje	ADJ;FEM;SG;V.PTCP	V;PRS;NFIN;PASS
considerada	overvejet	considerado	overveje	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
considerada	betragtede	considerado	betragte	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
corriente	aktuel	corriente	aktuel	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
corriente	aktuelt	corriente	aktuel	N;MASC;SG	ADJ;INDF;NEUT;SG
corriente	løbende	corriente	løbende	N;MASC;SG	ADJ
corriente	nuværende	corriente	nuværende	N;MASC;SG	ADJ
quinto	quintus	quinto	quintu	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
legislatura	lovgivende	legislatura	lovgivende	N;FEM;SG	ADJ
legislatura	lovgiver	legislatura	lovgive	N;FEM;SG	V;IND;PRS;FIN;ACT
puertas	gates	puerta	gate	N;FEM;PL	N;INDF;MASC+FEM;SG
puertas	dør	puerta	dø	N;FEM;PL	V;IND;PRS;FIN;ACT
puertas	døren	puerta	dør	N;FEM;PL	N;DEF;MASC+FEM;SG
puertas	dørs	puerta	dør	N;FEM;PL	N;INDF;MASC+FEM;SG
ruiz	ruiz	ruiz	ruiz	PROPN	
disponible	tilgængelige	disponible	tilgængelig	ADJ;SG	ADJ;PL
disponible	ledige	disponible	ledig	ADJ;SG	ADJ;PL
dulce	søde	dulce	sød	ADJ;SG	ADJ;PL
dulce	sweet	dulce	swe	ADJ;SG	
dulce	dulce	dulce	dulce	ADJ;SG	
dulce	slik	dulce	slik	ADJ;SG	N;INDF;NEUT;SG
dulce	candy	dulce	candy	ADJ;SG	
dulce	guf	dulce	guf	ADJ;SG	N;INDF;MASC+FEM;SG
óscar	óscar	óscar	óscar	N;SG	
tribunal	tribunal	tribunal	tribunal	N;MASC;SG	
profesores	fakultet	profesor	fakulte	N;MASC;PL	N;DEF;NEUT;SG
profesores	fakultetet	profesor	fakultetet	N;MASC;PL	N;DEF;NEUT;SG
últimas	senest	último	senest	ADJ;FEM;PL	ADV;RL
honduras	honduras	hondura	honduras	N;FEM;PL	PROPN
honduras	honduras	hondura	honduras	N;FEM;PL	PROPN
tom	tom	tom	tom	PROPN	
comentarios	tilbagemelding	comentario	tilbagemelding	N;MASC;PL	N;INDF;MASC+FEM;SG
comentarios	feedback	comentario	feedback	N;MASC;PL	N;INDF;MASC+FEM;SG
comentarios	kommenterer	comentario	kommentere	N;MASC;PL	V;IND;PRS;FIN;ACT
reinado	regere	reinado	regere	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
reinado	regeringstid	reinado	regeringstid	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
royal	kongelige	royal	kongelig	N;MASC;SG	ADJ;PL
royal	kongeligt	royal	kongelig	N;MASC;SG	ADJ;INDF;NEUT;SG
royal	royale	royal	royal	N;MASC;SG	ADJ;PL
royal	royal	royal	royal	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
royal	kongelig	royal	kongelig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
naval	naval	naval	naval	ADJ;SG	
científico	videnskabsmand	científico	videnskabsmand	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
científico	forsker	científico	forsker	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
científico	videnskabeligt	científico	videnskabelig	ADJ;MASC;SG	ADV
plano	kort	plano	kort	N;MASC;SG	ADJ;INDF;SG
plano	flad	plano	flad	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
plano	fladt	plano	fladt	N;MASC;SG	ADV
plano	flade	plano	flad	N;MASC;SG	ADJ;PL
oportunidad	chancer	oportunidad	chance	N;FEM;SG	N;INDF;MASC+FEM;PL
anual	årligt	anual	årligt	ADJ;SG	ADV
anual	årligt	anual	årligt	ADJ;SG	ADV
destacado	fremhævede	destacado	fremhæve	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
destacado	fremhævet	destacado	fremhæve	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
destacado	udvalgte	destacado	udvælge	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
destacado	udvalgt	destacado	udvælge	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
destacado	højdepunkt	destacado	højdepunkt	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
destacado	fremhæve	destacado	fremhæve	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
destacado	fremhævet	destacado	fremhæve	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
agustín	augustin	agustín	augustin	PROPN	N;INDF;MASC+FEM;SG
agustín	agustin	agustín	agustin	PROPN	N;INDF;MASC+FEM;SG
agustín	augustine	agustín	augustine	PROPN	
infantil	barnlige	infantil	barnlig	ADJ;SG	ADJ;PL
infantil	barnlige	infantil	barnlig	ADJ;SG	ADJ;PL
comienzos	begyndelse	comienzos	begyndelse	N;MASC;PL	N;INDF;MASC+FEM;SG
brown	brun	brown	brun	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
brown	brune	brown	brune	N;MASC;SG	ADJ;PL
brown	brunt	brown	brun	N;MASC;SG	ADJ;INDF;NEUT;SG
brown	brown	brown	brown	N;MASC;SG	
aun	selv	aun	selv	ADV	PRO
clave	tast	clave	taste	N;FEM;SG	V;IMP
atlántico	atlantic	atlántico	atlantic	ADJ;MASC;SG	
atlántico	atlanterhavet	atlántico	atlanterhavet	ADJ;MASC;SG	N;DEF;NEUT;SG
atlántico	atlanterhav	atlántico	atlanterhav	ADJ;MASC;SG	N;INDF;NEUT;SG
jones	jones	jon	jone	PROPN	N;INDF;MASC+FEM;SG
construida	bygget	construido	bygge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
construida	byggede	construido	bygge	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
construida	opbygget	construido	opbygge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
construida	indbygget	construido	indbygge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
construida	konstruerede	construido	konstruere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
construida	konstrueret	construido	konstruere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
moscú	moskvas	moscú	moskvas	PROPN	PROPN;GEN
moscú	moskva	moscú	moskva	PROPN	PROPN
hernández	hernandez	hernández	hernandez	N;MASC;SG	
hernández	hernández	hernández	hernández	N;MASC;SG	ADV
hernández	thomson	hernández	thomson	N;MASC;SG	
profesionales	professionelle	profesional	professionel	N;PL	ADJ;PL
profesionales	professionelle	profesional	professionel	N;PL	ADJ;PL
profesionales	faglige	profesional	faglig	N;PL	ADJ;PL
profesionales	fagligt	profesional	fagligt	N;PL	ADV
profesionales	professionelt	profesional	professionelt	N;PL	ADJ;INDF;NEUT;SG
profesionales	professionel	profesional	professionel	N;PL	ADJ;INDF;MASC+FEM;SG
profesionales	professionelle	profesional	professionel	N;PL	ADJ;PL
quién	hvem	quién	hvem	PRO;SG	PRO;MASC+FEM
cuestión	spørgsmål	cuestión	spørgsmål	N;FEM;SG	N;INDF;NEUT;PL
aumento	øge	aumento	øge	N;MASC;SG	V;NFIN;ACT
aumento	tiltagende	aumento	tiltagende	N;MASC;SG	ADJ
aumento	voksende	aumento	vokse	N;MASC;SG	V;PRS;V.PTCP
aumento	stigende	aumento	stige	N;MASC;SG	V;PRS;V.PTCP
aumento	hæve	aumento	hæve	N;MASC;SG	V;NFIN;ACT
aumento	øget	aumento	øge	N;MASC;SG	V;INDF;SG;PST;V.PTCP
aumento	forhøjet	aumento	forhøje	N;MASC;SG	V;INDF;SG;PST;V.PTCP
aumento	forøget	aumento	forøge	N;MASC;SG	V;INDF;SG;PST;V.PTCP
encontrado	fundne	encontrado	fundne	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
encontrado	fandt	encontrado	finde	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
encontrado	fundet	encontrado	finde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mejorar	forbedring	mejorar	forbedring	V;NFIN	N;INDF;MASC+FEM;SG
comunes	almindelig	común	almindelig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
comunes	underhuset	común	underhus	ADJ;PL	N;DEF;NEUT;SG
públicos	målgrupper	público	målgruppe	ADJ;MASC;PL	N;INDF;MASC+FEM;PL
públicos	offentlighed	público	offentlighed	ADJ;MASC;PL	N;INDF;MASC+FEM;SG
públicos	offentligt	público	offentligt	ADJ;MASC;PL	ADV
públicos	offentligheden	público	offentlighed	ADJ;MASC;PL	N;DEF;MASC+FEM;SG
públicos	offentlig	público	offentlig	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
rojas	rojas	rojo	rojas	ADJ;FEM;PL	
rojas	rødt	rojo	rød	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
rojas	rød	rojo	rød	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
rojas	red	rojo	red	ADJ;FEM;PL	
caja	box	caja	box	N;FEM;SG	
caja	caja	caja	caja	N;FEM;SG	
guerras	wars	guerra	wars	N;FEM;PL	N;INDF;MASC+FEM;SG
formada	stiftet	formado	stift	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
formada	dannet	formado	danne	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
territorial	territorial	territorial	territorial	ADJ;SG	N;INDF;MASC+FEM;SG
responsable	ansvarlig	responsable	ansvarlig	N;SG	ADJ;INDF;MASC+FEM;SG
responsable	ansvarlige	responsable	ansvarlig	N;SG	ADJ;PL
responsable	ansvarligt	responsable	ansvarligt	N;SG	ADJ;INDF;NEUT;SG
responsable	vedligeholder	responsable	vedligeholde	N;SG	V;IND;PRS;FIN;ACT
cortes	cortes	corte	corte	N;MASC;PL	N;GEN;INDF;MASC+FEM;SG
guadalajara	guadalajara	guadalajar	guadalajara	V;SBJV;SG;3;IPFV;FIN	
dedicado	viet	dedicado	viet	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dedicado	helliget	dedicado	helliget	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dedicado	dedikerede	dedicado	dedikere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
dedicado	tilegnet	dedicado	tilegne	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dedicado	dedikeret	dedicado	dedikere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
org	org	org	org		
instrumentos	værktøj	instrumento	værktøj	N;MASC;PL	N;INDF;NEUT;SG
ciclo	cycle	ciclo	cycle	N;MASC;SG	
incluido	omfattet	incluido	omfatte	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
incluido	inkluderet	incluido	inkludere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incluido	omfattede	incluido	omfatte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
incluido	inkluderede	incluido	inkludere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
incluido	medtaget	incluido	medtage	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
amplia	brede	amplio	bred	ADJ;FEM;SG	ADJ;PL
amplia	brede	amplio	bred	ADJ;FEM;SG	ADJ;PL
williams	williams	williams	william	PROPN	
murcia	murcia	murcia	murcia	N;FEM;SG	
vehículos	køretøj	vehículo	køretøj	N;MASC;PL	N;INDF;NEUT;SG
und	und	und	und	PROPN	
franceses	fransk	francés	fransk	N;MASC;PL	ADJ;INDF;SG
franceses	franskmand	francés	franskmand	N;MASC;PL	N;INDF;MASC+FEM;SG
franceses	french	francés	french	N;MASC;PL	
franceses	franske	francés	fransk	N;MASC;PL	ADJ;PL
hungría	ungarn	hungría	ungarn	N;FEM;SG	
hungría	ungarsk	hungría	ungarsk	N;FEM;SG	ADJ;INDF;SG
hungría	ungarske	hungría	ungarsk	N;FEM;SG	ADJ;PL
civiles	civil	civil	civil	ADJ;PL	
civiles	civilt	civil	civilt	ADJ;PL	ADJ;INDF;NEUT;SG
civiles	civilist	civil	civilist	ADJ;PL	N;INDF;MASC+FEM;SG
civiles	civilister	civil	civilist	ADJ;PL	N;INDF;MASC+FEM;PL
liberal	liberale	liberal	liberal	ADJ;SG	ADJ;PL
liberal	liberal	liberal	liberal	ADJ;SG	N;INDF;MASC+FEM;SG
catalán	catalansk	catalán	catalansk	N;MASC;SG	ADJ;INDF;SG
catalán	catalanske	catalán	catalansk	N;MASC;SG	ADJ;PL
intención	intentioner	intención	intention	N;FEM;SG	N;INDF;MASC+FEM;PL
tropical	tropiske	tropical	tropisk	ADJ;SG	ADJ;PL
secundaria	sekundære	secundario	sekundær	ADJ;FEM;SG	ADJ;PL
masculino	hankøn	masculino	hankøn	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
masculino	mænd	masculino	mand	ADJ;MASC;SG	N;INDF;MASC+FEM;PL
masculino	mand	masculino	mand	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
masculino	mandlige	masculino	mandlig	ADJ;MASC;SG	ADJ;PL
altos	altos	alto	altos	ADJ;MASC;PL	
xiv	fjortende	xiv	fjorte	N;SG	V;PRS;V.PTCP
xiv	xiv	xiv	xiv	N;SG	
doce	twelve	doce	twelve	NUM;PL	
americano	americano	americano	americano	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
americano	amerikaner	americano	amerikaner	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
americano	american	americano	american	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
americano	amerikanske	americano	amerikansk	ADJ;MASC;SG	ADJ;PL
burgos	burgos	burgo	burgos	N;MASC;PL	
