amino	amino	amino	amină		N;INDF;MASC;SG
bira	beri	bira	beri		N;INDF;FEM;PL
bira	berile	bira	beră		N;DEF;FEM;PL
yang	yang	yang	yang		N;INDF;MASC;SG
yurtdışı	internațional	yurtdışı	internațional		ADJ;INDF;MASC;SG
yurtdışı	international	yurtdışı	international		ADJ;INDF;MASC;SG
yurtdışı	internaţională	yurtdışı	internahional		ADJ;INDF;FEM;SG
yurtdışı	internațională	yurtdışı	internațional		ADJ;INDF;FEM;SG
yurtdışı	internaţional	yurtdışı	internaţional		ADJ;INDF;MASC;SG
yurtdışı	străinătate	yurtdışı	străinătate		N;INDF;FEM;SG
yurtdışı	strainatate	yurtdışı	strainatate		N;INDF;FEM;SG
yurtdışı	străinătate	yurtdışı	străinătate		N;INDF;FEM;SG
denetleme	audit	denetle	audi	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
denetleme	auditul	denetle	audit	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;SG
denetleme	inspecția	denetle	inspecție	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
denetleme	inspecție	denetle	inspecție	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
timberlake	timberlake	timberlake	timberlake		PROPN
basında	presă	bas	presă	N;ESS;SG;3	N;INDF;FEM;SG
basında	apasa	bas	apasa	N;ESS;SG;3	V;IND;SG;3;IPFV;FIN
basında	apăsați	bas	apăsa	N;ESS;SG;3	V;IND;PL;2;IPFV;FIN
basında	apasă	bas	apăsa	N;ESS;SG;3	V;IND;3;PRS;FIN
basında	presă	bas	presă	N;ESS;SG;3	N;INDF;FEM;SG
basında	media	bas	medie	N;ESS;SG;3	N;DEF;FEM;SG
basında	presa	bas	presă	N;ESS;SG;3	N;DEF;FEM;SG
shaw	shaw	shaw	shaw		PROPN
işlev	funcție	işlev	funcție		N;INDF;FEM;SG
işlev	funcţie	işlev	funcţie		N;INDF;FEM;SG
işlev	funcţia	işlev	funchie		N;DEF;FEM;SG
işlev	funcția	işlev	funcție		N;DEF;FEM;SG
mikro	micro	mikro	micro		N;INDF;MASC;SG
armut	pere	armut	pere		N;INDF;FEM;PL
armut	pere	armut	pere		N;INDF;FEM;PL
hopkins	hopkins	hopkins	hopkins		PROPN
sonlu	finite	sonlu	finit		ADJ;INDF;FEM;PL
sonlu	finit	sonlu	finit		ADJ;INDF;MASC;SG
atlantic	atlantic	atlantic	atlantic	PROPN;NOM;SG;3	ADV
atlantic	atlanticul	atlantic	atlantic	PROPN;NOM;SG;3	N;DEF;MASC;SG
atlantic	atlanticului	atlantic	atlantic	PROPN;NOM;SG;3	N;DEF;MASC;SG
sorumluluğu	responsabilitatea	sorumluluk	responsabilitate	N;ACC;SG;3	N;DEF;FEM;SG
sorumluluğu	responsabilitate	sorumluluk	responsabilitate	N;ACC;SG;3	N;INDF;FEM;SG
evlat	băiat	evlat	băiat		N;INDF;MASC;SG
evlat	baiat	evlat	baiat		N;INDF;MASC;SG
evlat	fiul	evlat	fiu		N;DEF;MASC;SG
evlat	fiu	evlat	fiu		N;INDF;MASC;SG
string	șir	string	șir		N;INDF;MASC;SG
gündelik	lejer	gündelik	lejer		ADV
gündelik	casual	gündelik	casual		N;INDF;MASC;SG
çaldı	furat	çal	furat	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
üretir	generează	üretir	genera	V;IPFV;IND;SG;3;POS;CAUS	V;IND;3;PRS;FIN
üretir	produce	üretir	produce	V;IPFV;IND;SG;3;POS;CAUS	V;IND;SG;3;PRS;FIN
kızılderilileri	indieni	kızılderili	indian	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;PL
kızılderilileri	indienii	kızılderili	indien	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;PL
çevik	agil	çevik	agil		ADV
çevik	agil	çevik	agil		ADV
basılmış	tipărit	basıl	tipări	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
basılmış	printat	basıl	printa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
basılmış	tipărite	basıl	tipări	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
basılmış	tipărită	basıl	tipărit	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
basılmış	imprimate	basıl	imprima	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
bach	bach	bach	bach		PROPN
mitolojik	mitologic	mitolojik	mitologic		ADJ;INDF;MASC;SG
orantılı	proporțional	orantılı	proporțional		ADV
orantılı	proporțională	orantılı	proporțional		ADJ;INDF;FEM;SG
orantılı	proporționale	orantılı	proporțional		ADJ;INDF;FEM;PL
gurur	mândria	gurur	mândrie		N;DEF;FEM;SG
gurur	mândrie	gurur	mândrie		N;INDF;FEM;SG
gurur	mândră	gurur	mândru		ADJ;INDF;FEM;SG
gurur	mândra	gurur	mândru		N;DEF;FEM;SG
gurur	mandru	gurur	mandru		N;INDF;MASC;SG
gurur	mândru	gurur	mândru		ADJ;INDF;MASC;SG
başlıyor	pornirea	başla	pornire	V;PROG;IND;SG;3;POS;INFM;PRS	N;DEF;FEM;SG
başlıyor	pornire	başla	pornire	V;PROG;IND;SG;3;POS;INFM;PRS	N;INDF;FEM;SG
başlıyor	incepand	başla	incepa	V;PROG;IND;SG;3;POS;INFM;PRS	
kesintisiz	neîntrerupt	kesintisiz	neîntrerupt	ADJ	ADV
edmund	edmund	ed	edmunde		PROPN
humus	humus	humus	humus		N;INDF;MASC;SG
potasyum	potasă	potasyum	potas	N;NOM;SG;3	ADJ;INDF;FEM;SG
restorasyon	restaurare	restorasyon	restaurare	N;NOM;SG;3	N;INDF;FEM;SG
restorasyon	restaurarea	restorasyon	restaurare	N;NOM;SG;3	N;DEF;FEM;SG
restorasyon	restaurările	restorasyon	restaurare	N;NOM;SG;3	N;DEF;FEM;PL
ziyareti	vizitând	ziyaret	vizita	N;ACC;SG;3	V;V.MSDR
ziyareti	vizită	ziyaret	vizită	N;ACC;SG;3	N;INDF;FEM;SG
sergio	sergio	sergio	sergio		PROPN
delil	dovezi	delil	dovadă		N;INDF;FEM;PL
delil	dovadă	delil	dovadă		N;INDF;FEM;SG
delil	dovada	delil	dovadă		N;DEF;FEM;SG
delil	dovezi	delil	dovadă		N;INDF;FEM;PL
delil	probe	delil	probă		N;INDF;FEM;PL
delil	dovadă	delil	dovadă		N;INDF;FEM;SG
delil	dovada	delil	dovadă		N;DEF;FEM;SG
kentler	oraşele	kent	oraș	N;NOM;PL;3	N;DEF;FEM;PL
kentler	orasele	kent	oras	N;NOM;PL;3	N;DEF;FEM;PL
izole	izolat	izole	izolat		ADJ;INDF;MASC;SG
izole	izolată	izole	izolat		ADJ;INDF;FEM;SG
izole	izolate	izole	izolat		ADJ;INDF;FEM;PL
izole	izolare	izole	izolare		N;INDF;FEM;SG
izole	izolarea	izole	izolare		N;DEF;FEM;SG
izole	izolează	izole	izola		V;IND;3;PRS;FIN
izole	izola	izole	izola		V;IND;SG;3;IPFV;FIN
izole	izolat	izole	izolat		ADJ;INDF;MASC;SG
izole	izolată	izole	izolat		ADJ;INDF;FEM;SG
izole	izolate	izole	izolat		ADJ;INDF;FEM;PL
senatör	senatorul	senatör	senator		N;DEF;MASC;SG
senatör	senator	senatör	senator		N;INDF;MASC;SG
tiger	tiger	tiger	tiger		N;INDF;MASC;SG
tiger	tigrul	tiger	tigru		N;DEF;MASC;SG
tiger	tigru	tiger	tigru		N;INDF;MASC;SG
turbo	turbo	turbo	turbo		N;INDF;MASC;SG
olgun	maturitate	olgun	maturitate		N;INDF;FEM;SG
olgun	maturitatea	olgun	maturitate		N;DEF;FEM;SG
olgun	scadență	olgun	scadență		N;INDF;FEM;SG
olgun	coaptă	olgun	coaptă		N;INDF;FEM;SG
olgun	copt	olgun	copt		N;INDF;MASC;SG
olgun	coapte	olgun	coapte		N;INDF;FEM;PL
olgun	matură	olgun	matur		ADJ;INDF;FEM;SG
olgun	matur	olgun	matur		ADJ;INDF;MASC;SG
olgun	maturi	olgun	matur		ADJ;INDF;MASC;PL
olgun	mature	olgun	matur		N;INDF;FEM;PL
volkswagen	volkswagen	volkswagen	volkswagen	N;NOM;SG;3	PROPN
topal	gimp	topal	gimp		N;INDF;MASC;SG
topal	infirm	topal	infirm		ADJ;INDF;MASC;SG
topal	jalnic	topal	jalnic		ADV
topal	penibil	topal	penibil		ADJ;INDF;MASC;SG
topal	lame	topal	lamă		N;INDF;FEM;PL
maymun	maimuta	maymun	maimut	N;NOM;SG;3	N;DEF;FEM;SG
maymun	maimuță	maymun	maimuță	N;NOM;SG;3	N;INDF;FEM;SG
maymun	maimuta	maymun	maimut	N;NOM;SG;3	N;DEF;FEM;SG
kabuğu	scoică	kabuk	scoică	N;NOM;SG;3	N;INDF;FEM;SG
kabuğu	shell	kabuk	shell	N;NOM;SG;3	
kabuğu	cochilie	kabuk	cochilie	N;NOM;SG;3	N;INDF;FEM;SG
kabuğu	coajă	kabuk	coajă	N;NOM;SG;3	N;INDF;FEM;SG
suzuki	suzuki	suzuki	suzuki		PROPN
toplandı	colectate	topla	colecta	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
toplandı	colectat	topla	colecta	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
toplandı	adunate	topla	aduna	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
toplandı	adunate	topla	aduna	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
toplandı	asamblat	topla	asambla	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
toplandı	asamblate	topla	asambla	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
fischer	fischer	fischer	fischer	PROPN;NOM;SG;3	PROPN
ayrık	discrete	ayrık	discret		ADJ;INDF;FEM;PL
ayrık	discret	ayrık	discret		ADJ;INDF;MASC;SG
ayrık	discretă	ayrık	discret		ADJ;INDF;FEM;SG
honduras	honduras	honduras	honduras	PROPN;NOM;SG;3	PROPN
cesaret	curaj	cesaret	curaj		N;INDF;MASC;SG
cesaret	curaj	cesaret	curaj		N;INDF;MASC;SG
cesaret	curajul	cesaret	curaj		N;DEF;MASC;SG
cesaret	îndrăznesc	cesaret	îndrăzni		V;IND;PL;3;PRS;FIN
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	PROPN
giles	giles	gil	giles		PROPN
endişe	anxietatea	endiş	anxietate		N;DEF;FEM;SG
endişe	anxietate	endiş	anxietate		N;INDF;FEM;SG
endişe	îngrijorat	endiş	îngrijorat		V;MASC;SG;V.PTCP
endişe	preocupat	endiş	preocupa		ADJ;INDF;MASC;SG
endişe	îngrijorat	endiş	îngrijorat		V;MASC;SG;V.PTCP
endişe	îngrijorată	endiş	îngrijorat		ADJ;INDF;FEM;SG
endişe	grijile	endiş	grijă		N;DEF;FEM;PL
endişe	griji	endiş	grijă		N;INDF;FEM;PL
endişe	preocuparea	endiş	preocupare		N;DEF;FEM;SG
endişe	îngrijorare	endiş	îngrijorare		N;INDF;FEM;SG
endişe	preocupare	endiş	preocupare		N;INDF;FEM;SG
schmidt	schmidt	schmidt	schmidt		PROPN
sánchez	sánchez	sánchez	slnchez	PROPN;NOM;SG;3	PROPN
çoğul	plural	çoğul	plural		N;INDF;MASC;SG
vicente	vicente	vicen	vicent	PROPN;NOM;SG;3	PROPN
öğle	prânzul	öğle	prânz		N;DEF;MASC;SG
öğle	prânz	öğle	prânz		N;INDF;MASC;SG
öğle	amiază	öğle	amiază		N;INDF;FEM;SG
pistons	pistoane	pistons	piston		N;INDF;FEM;PL
pen	stilou	pen	stilou		N;INDF;MASC;SG
durur	oprește	dur	opri	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
storm	furtună	stor	furtună		N;INDF;FEM;SG
storm	furtuna	stor	furtună		N;DEF;FEM;SG
storm	storm	stor	storm		N;INDF;MASC;SG
oyuncak	jucărie	oyuncak	jucărie	N;NOM;SG;3	N;INDF;FEM;SG
oyuncak	jucăria	oyuncak	jucărie	N;NOM;SG;3	N;DEF;FEM;SG
oyuncak	jucarie	oyuncak	jucarie	N;NOM;SG;3	N;INDF;FEM;SG
oyuncak	jucarii	oyuncak	jucar	N;NOM;SG;3	N;DEF;MASC;PL
oyuncak	jucării	oyuncak	jucărie	N;NOM;SG;3	N;INDF;FEM;PL
kaş	sprâncenele	kaş	sprânceană		N;DEF;FEM;PL
kaş	sprâncene	kaş	sprâncene		N;INDF;FEM;PL
kaş	kas	kaş	kas		N;INDF;MASC;SG
kaş	mușchi	kaş	mușchi		N;INDF;MASC;SG
kaş	muschi	kaş	muschi		N;INDF;MASC;PL
kaş	musculare	kaş	muscular		ADJ;INDF;FEM;PL
kaş	sprâncene	kaş	sprâncene		N;INDF;FEM;PL
kaş	sprânceană	kaş	sprânceană		N;INDF;FEM;SG
herodot	herodot	herodot	herodot		N;INDF;MASC;SG
köfte	chiftele	köft	chift	N;NOM;SG;3	N;DEF;FEM;PL
salzburg	salzburg	salzburg	salzburg	PROPN;NOM;SG;3	PROPN
leicester	leicester	leicester	leicester	PROPN;NOM;SG;3	PROPN
ward	ward	ward	ward		PROPN
won	won	won	won		PROPN
won	câștigat	won	câștiga		ADJ;INDF;MASC;SG
nepal	nepal	nepal	nepal	PROPN;NOM;SG;3	PROPN
nepal	nepalez	nepal	nepalez	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
problemler	problemele	problem	problemă	N;NOM;PL;3	N;DEF;FEM;PL
mezhep	cult	mezhep	cult		N;INDF;MASC;SG
mezhep	cultul	mezhep	cult		N;DEF;MASC;SG
mezhep	sectă	mezhep	sectă		N;INDF;FEM;SG
sao	sao	sao	sao	PROPN;NOM;SG;3	N;INDF;MASC;SG
parantez	paranteză	parantez	paranteză		N;INDF;FEM;SG
parantez	paranteze	parantez	paranteză		N;INDF;FEM;PL
şerit	lane	şerit	lană		PROPN
şerit	benzi	şerit	bandă		N;INDF;FEM;PL
şerit	dungă	şerit	dungă		N;INDF;FEM;SG
şerit	panglica	şerit	panglica		N;DEF;FEM;SG
şerit	panglică	şerit	panglic		N;INDF;FEM;SG
şerit	benzi	şerit	bandă		N;INDF;FEM;PL
zevk	plăcerea	zevk	plăcere		N;DEF;FEM;SG
zevk	placere	zevk	placere		N;INDF;FEM;SG
zevk	placerea	zevk	placere		N;DEF;FEM;SG
zevk	plăcere	zevk	plăcere		N;INDF;FEM;SG
bird	pasare	bird	pasar		N;INDF;FEM;SG
bird	pasăre	bird	pasăre		N;INDF;FEM;SG
bird	pasărea	bird	pasăre		N;DEF;FEM;SG
bird	bird	bird	bird		N;INDF;MASC;SG
açılışı	deschiderea	açılış	deschidere	N;NOM;SG;3	N;DEF;FEM;SG
açılışı	deschidere	açılış	deschidere	N;NOM;SG;3	N;INDF;FEM;SG
açılışı	deschid	açılış	deschide	N;NOM;SG;3	V;IND;PL;3;PRS;FIN
kızıltepe	kızıltepe	kızıltepe	kgz8ltepe	V;PFV;IND;POS;PRS;V.CVB;CAUS	
waters	apele	waters	apă		N;DEF;FEM;PL
waters	apelor	waters	apă		N;DEF;FEM;PL
waters	waters	waters	waters		PROPN
waters	ape	waters	apă		N;INDF;FEM;PL
jeremy	jeremy	jeremy	jeremy		PROPN
ilhak	anexarea	ilhak	anexare	N;NOM;SG;3	N;DEF;FEM;SG
atın	exprimate	at	exprima		ADJ;INDF;FEM;PL
atın	aruncă	at	arunca		V;IND;SG;3;PST;FIN
atın	arunca	at	arunca		V;IND;SG;3;IPFV;FIN
kopyası	copia	kopya	copie		N;DEF;FEM;SG
kopyası	copiere	kopya	copiere		N;INDF;FEM;SG
kopyası	copie	kopya	copie		N;INDF;FEM;SG
kopyası	copiază	kopya	copia		V;IND;3;PRS;FIN
keşfetti	descoperite	keşfet	descoperi	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
keşfetti	descoperită	keşfet	descoperi	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
keşfetti	descoperit	keşfet	descoperit	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
katsayısı	coeficientul	katsayı	coeficient	N;NOM;SG;3	N;DEF;MASC;SG
bennett	bennett	bennett	bennett		PROPN
tanı	diagnosticare	tan	diagnosticare	N;NOM;SG;3	N;INDF;FEM;SG
tanı	diagnosticare	tan	diagnosticare	N;NOM;SG;3	N;INDF;FEM;SG
tanı	diagnosticarea	tan	diagnosticare	N;NOM;SG;3	N;DEF;FEM;SG
tanı	diagnosticul	tan	diagnostic	N;NOM;SG;3	N;DEF;MASC;SG
sirius	sirius	sirius	sirius		PROPN
nakliye	expediere	nakil	expediere		N;INDF;FEM;SG
nakliye	livrare	nakil	livrare		N;INDF;FEM;SG
nakliye	transporturi	nakil	transport		N;INDF;FEM;PL
nakliye	transport	nakil	transport		N;INDF;MASC;SG
nakliye	transportul	nakil	transport		N;DEF;MASC;SG
sektör	sector	sektör	sector		N;INDF;MASC;SG
sektör	sectorul	sektör	sector		N;DEF;MASC;SG
sektör	industrie	sektör	industrie		N;INDF;FEM;SG
sektör	industria	sektör	industrie		N;DEF;FEM;SG
arabası	coș	araba	coș	N;NOM;SG;3	
büyüklük	magnitudine	büyüklük	magnitudine	N;NOM;SG;3	N;INDF;FEM;SG
büyüklük	magnitudinea	büyüklük	magnitudine	N;NOM;SG;3	N;DEF;FEM;SG
büyüklük	grandoare	büyüklük	grandor	N;NOM;SG;3	N;INDF;FEM;SG
büyüklük	dimensiune	büyüklük	dimensiune	N;NOM;SG;3	N;INDF;FEM;SG
büyüklük	marime	büyüklük	marim	N;NOM;SG;3	N;INDF;FEM;SG
büyüklük	dimensiunea	büyüklük	dimensiune	N;NOM;SG;3	N;DEF;FEM;SG
büyüklük	mărimea	büyüklük	mărime	N;NOM;SG;3	N;DEF;FEM;SG
büyüklük	mărime	büyüklük	mărime	N;NOM;SG;3	N;INDF;FEM;SG
kıyamet	doomsday	kıyamet	doomsday		N;INDF;MASC;SG
kıyamet	armageddon	kıyamet	armageddon		N;INDF;MASC;SG
kıyamet	apocalipsă	kıyamet	apocalipsa		N;INDF;FEM;SG
kıyamet	apocalipsa	kıyamet	apocalipsa		N;DEF;FEM;SG
kepler	kepler	kep	kepler	N;NOM;PL;3	PROPN
toros	taurii	toros	taură		N;DEF;MASC;PL
toros	toros	toros	toros		N;INDF;MASC;SG
yem	feed	ye	feede		N;INDF;MASC;SG
yem	furaje	ye	furaj		N;INDF;FEM;PL
yem	hrăni	ye	hrăni		V;IND;SG;3;PST;FIN
yem	flux	ye	flux		N;INDF;MASC;SG
yem	momeală	ye	momeală		N;INDF;FEM;SG
yem	momeala	ye	momeală		N;DEF;FEM;SG
yem	momeală	ye	momeală		N;INDF;FEM;SG
yem	furajere	ye	furajer		N;INDF;FEM;PL
yem	furaje	ye	furaj		N;INDF;FEM;PL
yem	furaj	ye	furaj		N;INDF;MASC;SG
terörist	terorist	terörist	terorist		ADJ;INDF;MASC;SG
terörist	teroristă	terörist	terorist		N;INDF;FEM;SG
terörist	teroristul	terörist	terorist		N;DEF;MASC;SG
ahlaki	morala	ahlaki	morală		N;DEF;FEM;SG
ahlaki	moral	ahlaki	moral		ADJ;INDF;MASC;SG
ahlaki	morală	ahlaki	moral		ADJ;INDF;FEM;SG
tabur	batalion	tabur	batalion		N;INDF;MASC;SG
tabur	batalionul	tabur	batalion		N;DEF;MASC;SG
kategorileri	categoriile	kategori	categorie	N;ACC;PL;3	N;DEF;FEM;PL
bulgular	constatările	bulgu	constatare	N;NOM;PL;3	N;DEF;FEM;PL
senfonik	simfonic	senfonik	simfonic		N;INDF;MASC;SG
ormanlar	junglele	orman	junglă	N;NOM;PL;3	N;DEF;FEM;PL
ormanlar	jungle	orman	junglă	N;NOM;PL;3	
ormanlar	pădurile	orman	pădure	N;NOM;PL;3	N;DEF;FEM;PL
kostüm	costumul	kostüm	costum		N;DEF;MASC;SG
kostüm	costum	kostüm	costum		N;INDF;MASC;SG
kostüm	costumele	kostüm	costum		N;DEF;FEM;PL
kostüm	costume	kostüm	costum		N;INDF;FEM;PL
weber	weber	weber	weber		PROPN
tavır	atitudinea	tavır	atitudine		N;DEF;FEM;SG
tavır	atitudine	tavır	atitudine		N;INDF;FEM;SG
pasif	pasiv	pasif	pasiv		ADJ;INDF;MASC;SG
pasif	pasivă	pasif	pasivă		ADJ;INDF;FEM;SG
pasif	pasive	pasif	pasiv		ADJ;INDF;FEM;PL
pasif	inactivă	pasif	inactiv		ADJ;INDF;FEM;SG
pasif	inactiv	pasif	inactiv		ADJ;INDF;MASC;SG
anlık	instantanee	anlık	instantaneu		N;INDF;FEM;PL
anlık	instantaneu	anlık	instantaneu		ADV
anlık	instantaneu	anlık	instantaneu		ADV
anlık	instantanee	anlık	instantaneu		N;INDF;FEM;PL
solist	solist	solist	solist		N;INDF;MASC;SG
mode	regim	mode	regim		N;INDF;MASC;SG
mode	modul	mode	mod		N;DEF;MASC;SG
mode	mode	mode	mode		N;INDF;MASC;SG
mode	mod	mode	mod		N;INDF;MASC;SG
gür	luxuriante	gür	luxureant		ADJ;INDF;FEM;PL
gür	stufoasă	gür	stufos		ADJ;INDF;FEM;SG
fourier	fourier	fourier	fourier		N;INDF;MASC;SG
buyuk	mare	buyuk	mare		ADJ;INDF;MASC;SG
buyuk	mari	buyuk	mare		ADJ;INDF;PL
buyuk	big	buyuk	big		N;INDF;MASC;SG
oturum	sedinta	oturum	sedintă		N;DEF;FEM;SG
oturum	sesiune	oturum	sesiune		N;INDF;FEM;SG
oturum	sesiunea	oturum	sesiune		N;DEF;FEM;SG
oymak	sculpta	oy	sculpta		V;IND;SG;3;IPFV;FIN
harper	harper	harper	harper		PROPN
tamamıyla	complet	tamam	complet	ADJ;INS;SG;3	ADV
tamamıyla	total	tamam	total	ADJ;INS;SG;3	ADV
result	blob	result	blob		N;INDF;MASC;SG
teatro	teatro	teatro	teatro	PROPN;NOM;SG;3	PROPN
yaratıcısı	creatorul	yaratıcı	creator	N;NOM;SG;3	N;DEF;MASC;SG
maiden	maiden	maiden	maiden		PROPN
şikago	chicago	şikago	chicago		PROPN
arşivlenmiş	arhivat	arşivle	arhiva	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC;SG
arşivlenmiş	arhivate	arşivle	arhiva	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
curtis	curtis	curtis	curtis		PROPN
alba	alba	alba	alb	PROPN;NOM;SG;3	N;DEF;FEM;SG
ayrılık	separare	ayrılık	separare	N;NOM;SG;3	N;INDF;FEM;SG
ayrılık	separarea	ayrılık	separare	N;NOM;SG;3	N;DEF;FEM;SG
aletleri	instrumentele	alet	instrument	N;ACC;PL;3	N;DEF;FEM;PL
louisiana	louisiana	loui	louisiană	PROPN;NOM;SG;3	N;DEF;FEM;SG
istekleri	cererile	istek	cerere	N;ACC;PL;3	N;DEF;FEM;PL
kabileler	triburile	kabile	trib	N;NOM;PL;3	N;DEF;FEM;PL
cümleler	frazele	cümle	frază	N;NOM;PL;3	N;DEF;FEM;PL
thomson	thomson	thomson	thomson		N;INDF;MASC;SG
döngü	carusel	döngü	carusel		N;INDF;MASC;SG
döngü	caruselul	döngü	carusel		N;DEF;MASC;SG
döngü	buclă	döngü	buclă		N;INDF;FEM;SG
döngü	bucla	döngü	buclă		N;DEF;FEM;SG
döngü	ciclul	döngü	ciclu		N;DEF;MASC;SG
döngü	ciclu	döngü	ciclu		N;INDF;MASC;SG
uçaklar	aeronavă	uçak	aeronavă	N;NOM;PL;3	N;INDF;FEM;SG
atılmış	aruncată	at	arunca	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
atılmış	aruncat	at	arunca	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
atılmış	aruncată	at	arunca	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
atılmış	aruncat	at	arunca	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
atılmış	expulzat	at	expulza	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
atılmış	exmatriculată	at	exmatricula	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
atılmış	exmatriculat	at	exmatricula	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
lucius	lucius	lucius	lucius		PROPN
lynch	lynch	lynch	lynch		PROPN
odaları	camerele	oda	cameră	N;ACC;PL;3	N;DEF;FEM;PL
sergei	sergei	sergei	serge		PROPN
sergei	serghei	sergei	serghea		PROPN
tekne	vapor	tekne	vapor		N;INDF;MASC;SG
tekne	barcă	tekne	barcă		N;INDF;FEM;SG
tekne	barca	tekne	barcă		N;DEF;FEM;SG
aus	aus	aus	aus		N;INDF;MASC;SG
klein	klein	kle	klein		PROPN
sıralı	secventa	sıralı	secventa		N;DEF;FEM;SG
komşuları	vecinilor	komşu	vecin	ADJ;NOM;PL;3	N;DEF;MASC;PL
komşuları	vecini	komşu	vecin	ADJ;NOM;PL;3	N;INDF;MASC;PL
komşuları	vecinii	komşu	vecin	ADJ;NOM;PL;3	N;DEF;MASC;PL
komşuları	vecini	komşu	vecin	ADJ;NOM;PL;3	N;INDF;MASC;PL
komşuları	vecinii	komşu	vecin	ADJ;NOM;PL;3	N;DEF;MASC;PL
gezgin	hoinar	gezgin	hoinar	N;NOM;SG;3	ADJ;INDF;MASC;SG
tuzlu	sărată	tuzlu	săra		ADJ;INDF;FEM;SG
tuzlu	sărat	tuzlu	sărat		ADJ;INDF;MASC;SG
tuzlu	sărate	tuzlu	săra		ADJ;INDF;FEM;PL
tuzlu	sărată	tuzlu	săra		ADJ;INDF;FEM;SG
tuzlu	sărat	tuzlu	sărat		ADJ;INDF;MASC;SG
adayları	candidate	aday	candidat	N;NOM;PL;3	ADJ;INDF;FEM;PL
mesele	problemă	mesele	problemă		N;INDF;FEM;SG
oğul	fiul	oğul	fiu		N;DEF;MASC;SG
oğul	fiu	oğul	fiu		N;INDF;MASC;SG
bilgisayarlar	calculatoarele	bilgisayar	calculatoare	N;NOM;PL;3	N;DEF;FEM;PL
faktörler	factorii	faktör	factor	N;NOM;PL;3	N;DEF;MASC;PL
nine	nana	nine	nană		N;DEF;FEM;SG
nine	bunica	nine	bunică		N;DEF;FEM;SG
elmalı	mere	el	mere		N;INDF;FEM;PL
elmalı	măr	el	măr		N;INDF;MASC;SG
elmalı	apple	el	appla		N;INDF
sınırlar	limitele	sınır	limită	N;NOM;PL;3	N;DEF;FEM;PL
sınırlar	limitele	sınır	limită	N;NOM;PL;3	N;DEF;FEM;PL
sınırlar	frontierele	sınır	frontieră	N;NOM;PL;3	N;DEF;FEM;PL
sınırlar	graniţele	sınır	granig	N;NOM;PL;3	N;DEF;FEM;PL
ifadeleri	declaratiile	ifade	declaratie	N;ACC;PL;3	N;DEF;FEM;PL
kolonisi	colonia	koloni	colonie	N;ACC;SG;3	N;DEF;FEM;SG
kolonisi	colonie	koloni	colonie	N;ACC;SG;3	N;INDF;FEM;SG
zeka	inteligenta	zeka	inteligent		N;DEF;FEM;SG
yıldönümü	aniversări	yıldönüm	aniversare	N;ACC;SG;3	N;INDF;FEM;PL
yıldönümü	aniversările	yıldönüm	aniversare	N;ACC;SG;3	N;DEF;FEM;PL
