oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	N;MASC;SG
keşfetti	descobriram	keşfet	descobrir	V;PFV;IND;SG;3;POS;PST	V;IND;PL;3;FIN
keşfetti	descoberta	keşfet	descoberta	V;PFV;IND;SG;3;POS;PST	N;FEM;SG
keşfetti	descobertos	keşfet	descobrir	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;V.PTCP
bennett	bennett	bennett	bennett		N;MASC;SG
bennett	bennet	bennett	bennet		N;FEM;SG
sirius	sirius	sirius	sirio		N;MASC;SG
bangladeş	bangladesh	bangladeş	bangladesh	N;NOM;SG;3	N;FEM;PL
nakliye	frete	nakil	frete		N;MASC;SG
nakliye	mercadorias	nakil	mercadoria		N;FEM;PL
nakliye	envio	nakil	envio		N;MASC;SG
nakliye	frete	nakil	frete		N;MASC;SG
nakliye	envios	nakil	envio		N;MASC;PL
nakliye	remessa	nakil	remessa		N;FEM;SG
nakliye	transportes	nakil	transporte		N;MASC;PL
nakliye	transporte	nakil	transporte		N;MASC;SG
sektör	sector	sektör	sector		N;MASC;SG
sektör	setor	sektör	setor		N;MASC;SG
sektör	industria	sektör	industria		N;FEM;SG
sektör	indústria	sektör	indústria		N;FEM;SG
kıyamet	doomsday	kıyamet	doomsday		N;MASC;SG
kıyamet	armageddon	kıyamet	armageddon		N;MASC;SG
kıyamet	apocalipse	kıyamet	apocalipsr		N;MASC;SG
kepler	kepler	kep	kepler	N;NOM;PL;3	N;MASC;SG
toros	toros	toros	toro		N;MASC;PL
yem	feed	ye	feed		N;MASC;SG
yem	isca	ye	isca		N;FEM;SG
yem	engodo	ye	engodo		N;MASC;SG
yem	chamariz	ye	chamariz		N;MASC;SG
yem	forragens	ye	forragem		N;FEM;PL
yem	forragem	ye	forragem		N;FEM;SG
yem	isco	ye	isco		N;MASC;SG
yem	isca	ye	isca		N;FEM;SG
yem	iscas	ye	isca		N;FEM;PL
yem	engodo	ye	engodo		N;MASC;SG
yem	forragens	ye	forragem		N;FEM;PL
yem	forragem	ye	forragem		N;FEM;SG
terörist	terrorista	terörist	terrorista		N;MASC;SG
terörist	terroristas	terörist	terrorista		N;MASC;PL
şakir	shakir	şakir	shakir		N;MASC;SG
ahlaki	morais	ahlaki	moral		N;MASC;PL
ahlaki	moral	ahlaki	moral		N;FEM;SG
tabur	batalhão	tabur	batalhão		N;MASC;SG
senfonik	sinfônico	senfonik	sinfônico		N;MASC;SG
kostüm	figurino	kostüm	figurino		N;MASC;SG
kostüm	fantasia	kostüm	fantasia		N;FEM;SG
kostüm	figurino	kostüm	figurino		N;MASC;SG
kostüm	trajes	kostüm	traje		N;MASC;PL
kostüm	fatos	kostüm	fato		N;MASC;PL
kostüm	figurinos	kostüm	figurino		N;MASC;PL
weber	weber	weber	weber		N;MASC;SG
tavır	atitude	tavır	atitude		N;FEM;SG
pasif	passivos	pasif	passivo		ADJ;MASC;PL
pasif	passivo	pasif	passivo		ADJ;MASC;SG
pasif	passiva	pasif	passivo		ADJ;FEM;SG
pasif	passivas	pasif	passivo		ADJ;FEM;PL
pasif	passividade	pasif	passividade		N;FEM;SG
pasif	inactivo	pasif	inactivo		ADJ;MASC;SG
pasif	inativo	pasif	inativo		ADJ;MASC;SG
anlık	momentânea	anlık	momentâneo		ADJ;FEM;SG
anlık	instante	anlık	instante		N;MASC;SG
anlık	instantânea	anlık	instantâneo		ADJ;FEM;SG
anlık	instantâneo	anlık	instantâneo		ADJ;MASC;SG
anlık	instantâneos	anlık	instantâneo		ADJ;MASC;PL
anlık	instantânea	anlık	instantâneo		ADJ;FEM;SG
anlık	instantâneo	anlık	instantâneo		ADJ;MASC;SG
anlık	instantâneos	anlık	instantâneo		ADJ;MASC;PL
solist	solista	solist	solista		N;MASC;SG
mode	mode	mode	mode		N;MASC;SG
mode	modalidade	mode	modalidade		N;FEM;SG
mode	modo	mode	modo		N;MASC;SG
gür	exuberante	gür	exuberante		ADJ;MASC;SG
gür	gur	gür	gur		PROPN;MASC;SG
gür	bushy	gür	bushy		N;MASC;SG
fourier	fourier	fourier	fourier		N;FEM;SG
buyuk	big	buyuk	big		N;MASC;SG
buyuk	grande	buyuk	grande		ADJ;MASC;SG
buyuk	grandes	buyuk	grande		N;MASC;PL
oturum	sessão	oturum	sessão		N;FEM;SG
oturum	sessões	oturum	sessão		N;FEM;PL
oymak	esculpir	oy	esculpir		V;NFIN
arkası	atrás	arka	atrás	N;NOM;SG;3	ADV
harper	harper	harper	harper		N;MASC;SG
tamamıyla	totalmente	tamam	totalmente	ADJ;INS;SG;3	ADV
tamamıyla	completamente	tamam	completamente	ADJ;INS;SG;3	ADV
tamamıyla	totalmente	tamam	totalmente	ADJ;INS;SG;3	ADV
tamamıyla	completamente	tamam	completamente	ADJ;INS;SG;3	ADV
result	blob	result	blob		N;MASC;SG
teatro	teatro	teatro	teatro	PROPN;NOM;SG;3	N;MASC;SG
yaratıcısı	criadora	yaratıcı	criadora	N;NOM;SG;3	ADJ;FEM;SG
maiden	donzela	maiden	donzela		N;FEM;SG
maiden	maiden	maiden	maiden		N;MASC;SG
şikago	chicago	şikago	chicago		N;MASC;SG
curtis	curtis	curtis	curti		N;MASC;SG
alba	alba	alba	alba	PROPN;NOM;SG;3	N;FEM;SG
louisiana	louisiana	loui	louisiano	PROPN;NOM;SG;3	N;FEM;SG
louisiana	luisiana	loui	luisiano	PROPN;NOM;SG;3	N;FEM;SG
thomson	thomson	thomson	thomson		N;MASC;SG
döngü	carrossel	döngü	carrossel		N;FEM;SG
döngü	laço	döngü	laço		N;MASC;SG
döngü	loop	döngü	loop		N;MASC;SG
döngü	ciclo	döngü	ciclo		N;MASC;SG
uçaklar	avião	uçak	avião	N;NOM;PL;3	N;MASC;SG
uçaklar	aeronave	uçak	aeronave	N;NOM;PL;3	N;FEM;SG
atılmış	expulsos	at	expulso	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
vurgu	ênfase	vurgu	ênfase		N;FEM;SG
lucius	lúcio	lucius	lúcio		N;MASC;SG
lucius	lucius	lucius	luciu		N;MASC;SG
lynch	lynch	lynch	lynch		N;MASC;SG
sergei	sergei	sergei	sergir		N;MASC;SG
sergei	sérgio	sergei	sérgio		N;MASC;SG
tekne	barco	tekne	barco		N;MASC;SG
tekne	bote	tekne	bote		N;MASC;SG
tekne	embarcação	tekne	embarcação		N;FEM;SG
aus	aus	aus	aus		N;MASC;SG
klein	klein	kle	klein		N;MASC;SG
sıralı	sequenciado	sıralı	sequenciar		V;MASC;SG;V.PTCP
sıralı	sequencial	sıralı	sequencial		ADJ;MASC;SG
sıralı	seqüência	sıralı	seqüência		N;FEM;SG
sıralı	sequência	sıralı	sequência		N;FEM;SG
sıralı	sequencia	sıralı	sequencia		N;FEM;SG
ita	ita	ita	ita		N;MASC;SG
komşuları	vizinhos	komşu	vizinho	ADJ;NOM;PL;3	N;MASC;PL
komşuları	vizinhos	komşu	vizinho	ADJ;NOM;PL;3	N;MASC;PL
gezgin	errante	gezgin	errante	N;NOM;SG;3	ADJ;MASC;SG
tuzlu	salgadas	tuzlu	salgar		V;FEM;PL;V.PTCP
tuzlu	salgada	tuzlu	salgar		V;FEM;SG;V.PTCP
tuzlu	salgado	tuzlu	salgar		V;MASC;SG;V.PTCP
tuzlu	salgadas	tuzlu	salgar		V;FEM;PL;V.PTCP
tuzlu	salgados	tuzlu	salgar		N;MASC;PL
tuzlu	salgado	tuzlu	salgar		V;MASC;SG;V.PTCP
adayları	nomeados	aday	nomear	N;NOM;PL;3	V;MASC;PL;V.PTCP
adayları	indicados	aday	indicar	N;NOM;PL;3	V;MASC;PL;V.PTCP
mesele	questão	mesele	questão		N;FEM;SG
oğul	son	oğul	son		N;MASC;SG
oğul	filho	oğul	filho		N;MASC;SG
nine	nana	nine	nana		N;FEM;SG
nine	vovó	nine	vovó		N;FEM;SG
nine	avó	nine	avó		N;FEM;SG
elmalı	maçã	el	maçã		N;FEM;SG
elmalı	maçãs	el	maçã		N;FEM;PL
elmalı	maça	el	maça		N;FEM;SG
elmalı	apple	el	applar		N;FEM;SG
zeka	inteligência	zeka	inteligência		N;FEM;SG
zeka	esperteza	zeka	esperteza		N;FEM;SG
yıldönümü	aniversários	yıldönüm	aniversário	N;ACC;SG;3	N;MASC;PL
gibson	gibson	gibson	gibson		N;MASC;SG
porter	carregador	porter	carregador		N;MASC;SG
porter	porteiro	porter	porteiro		N;MASC;SG
porter	porter	porter	porter		N;MASC;SG
batum	batumi	batum	batumi		N;MASC;SG
buldum	encontrados	bul	encontrar	V;PFV;IND;SG;1;POS;PST	V;MASC;PL;V.PTCP
buldum	achado	bul	achado	V;PFV;IND;SG;1;POS;PST	N;MASC;SG
buldum	encontraram	bul	encontrar	V;PFV;IND;SG;1;POS;PST	V;IND;PL;3;FIN
dalgalar	ondulação	dalga	ondulação	N;NOM;PL;3	N;FEM;SG
nantes	nantes	nantes	nantes	PROPN;NOM;SG;3	N;MASC;SG
musevi	judaica	musevi	judaica		N;FEM;SG
musevi	judeus	musevi	judeu		N;MASC;PL
musevi	judia	musevi	judia		N;FEM;SG
musevi	judeu	musevi	judeu		N;MASC;SG
musevi	judaico	musevi	judaico		N;MASC;SG
nat	nat	nat	nat		N;MASC;SG
antonius	antónio	antonius	antónio		N;MASC;SG
antonius	antony	antonius	antony		N;MASC;SG
antonius	antônio	antonius	antônio		N;MASC;SG
riko	riko	riko	riko	PROPN;NOM;SG;3	N;MASC;SG
spider	spider	spider	spider		N;MASC;SG
spider	aranha	spider	aranhar		N;FEM;SG
flüt	flauta	flüt	flauta		N;FEM;SG
flüt	flautas	flüt	flauta		N;FEM;PL
harap	devastada	harap	devastar		V;FEM;SG;V.PTCP
harap	arrasada	harap	arrasar		V;FEM;SG;V.PTCP
harap	devastado	harap	devastar		V;MASC;SG;V.PTCP
salı	terça	salı	terça		N;FEM;SG
bölük	esquadrilha	bölük	esquadrilha		N;FEM;SG
bölük	esquadrão	bölük	esquadrão		N;MASC;SG
bölük	empresa	bölük	empresa		N;FEM;SG
bölük	company	bölük	company		N;MASC;SG
bölük	companhia	bölük	companhia		N;FEM;SG
bölük	squad	bölük	squad		N;MASC;SG
bölük	pelotão	bölük	pelotão		N;MASC;SG
bölük	esquadrão	bölük	esquadrão		N;MASC;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	N;MASC;SG
manet	manet	manet	manet		N;MASC;SG
tohum	sementes	tohum	semente	N;NOM;SG;3	N;FEM;PL
tohum	sementes	tohum	semente	N;NOM;SG;3	N;FEM;PL
mutluluk	felicidades	mutluluk	felicidade	N;NOM;SG;3	N;FEM;PL
tayfun	tufão	tayfun	tufão		N;MASC;SG
molekül	moleculares	molekül	molecular	N;NOM;SG;3	N;MASC;PL
molekül	molecular	molekül	molecular	N;NOM;SG;3	ADJ;MASC;SG
molekül	moléculas	molekül	molécula	N;NOM;SG;3	N;FEM;PL
molekül	moléculas	molekül	molécula	N;NOM;SG;3	N;FEM;PL
papaz	vigário	papaz	vigário		N;MASC;SG
papaz	priest	papaz	priest		N;MASC;SG
papaz	padre	papaz	padre		N;MASC;SG
papaz	sacerdote	papaz	sacerdote		N;MASC;SG
papaz	pastor	papaz	pastor		N;MASC;SG
con	con	con	com	INTJ	N;MASC;SG
edwin	edwin	et	edwin		N;MASC;SG
queens	rainhas	queens	rainha	PROPN;NOM;SG;3	N;FEM;PL
queens	queens	queens	queen	PROPN;NOM;SG;3	N;MASC;SG
yayıldı	espalhe	yay	espalhe	V;PFV;IND;SG;3;POS;PST;PASS	V;SBJV;SG;3;PRS;FIN
yayıldı	propagação	yay	propagação	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;SG
terminal	terminal	terminal	terminal		N;MASC;SG
terminal	terminais	terminal	terminal		N;MASC;PL
terminal	terminais	terminal	terminal		N;MASC;PL
bilişsel	cognitiva	bilişsel	cognitivo		N;FEM;SG
bilişsel	cognitivas	bilişsel	cognitivo		N;FEM;PL
bilişsel	cognitivo	bilişsel	cognitivo		N;MASC;SG
yanma	combustão	yan	combustão		N;FEM;SG
yanma	queimando	yan	queimar		V;V.MSDR
yanma	queimar	yan	queimar		V;NFIN
yanma	queima	yan	queima		N;FEM;SG
diger	outro	diger	outro		PRO;MASC;SG
diger	outros	diger	outro		PRO;MASC;PL
diger	outras	diger	outro		PRO;FEM;PL
diger	outra	diger	outro		PRO;FEM;SG
diger	outros	diger	outro		PRO;MASC;PL
diger	outras	diger	outro		PRO;FEM;PL
fiil	verbos	fiil	verbo		N;MASC;PL
fiil	verbo	fiil	verbo		N;MASC;SG
sakatlık	lesões	sakatlık	lesão	N;NOM;SG;3	N;FEM;PL
sakatlık	deficiências	sakatlık	deficiência	N;NOM;SG;3	N;FEM;PL
ima	ima	ima	ima		N;MASC;SG
ima	implicando	ima	implicar		V;V.MSDR
ima	implicado	ima	implicar		V;MASC;SG;V.PTCP
ima	implícita	ima	implícito		ADJ;FEM;SG
ima	implícito	ima	implícito		ADJ;MASC;SG
ima	implícitas	ima	implícito		ADJ;FEM;PL
owen	owen	owen	owen	PROPN;NOM;SG;3	PROPN;MASC;SG
sophie	sophie	sophie	sophie		N;FEM;SG
sophie	sofia	sophie	sofiar		N;FEM;SG
muazzam	fab	muazzam	faber		N;FEM;SG
magazin	magazine	magazin	magazine		N;MASC;SG
magazin	revista	magazin	revista		N;FEM;SG
magazin	revistas	magazin	revista		N;FEM;PL
tüketim	consumo	tüket	consumo		N;MASC;SG
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	N;MASC;SG
değerlendirilir	avaliados	değerlen	avaliar	V;IPFV;IND;SG;3;POS;PASS	V;MASC;PL;V.PTCP
değerlendirilir	avaliou	değerlen	avaliar	V;IPFV;IND;SG;3;POS;PASS	V;IND;SG;3;PST;FIN
değerlendirilir	avaliadas	değerlen	avaliar	V;IPFV;IND;SG;3;POS;PASS	V;FEM;PL;V.PTCP
nevi	dary	nevi	dary		N;MASC;SG
azalma	redução	azal	redução		N;FEM;SG
azalma	diminuição	azal	diminuição		N;FEM;SG
azalma	diminuição	azal	diminuição		N;FEM;SG
azalma	diminuir	azal	diminuir		V;NFIN
patent	patentes	patent	patente	N;NOM;SG;3	N;MASC;PL
patent	patentes	patent	patente	N;NOM;SG;3	N;MASC;PL
tara	tara	tara	tara		N;FEM;SG
tara	scan	tara	scan		N;MASC;SG
tara	varredura	tara	varredura		N;FEM;SG
tara	digitalização	tara	digitalização		N;FEM;SG
oya	votações	oya	votação		N;FEM;PL
oya	votação	oya	votação		N;FEM;SG
oya	votos	oya	voto		N;MASC;PL
oya	vota	oya	vota		V;IND;SG;3;PRS;FIN
gauss	gaussiana	gauss	gaussiano		ADJ;FEM;SG
gauss	gauss	gauss	gaus		N;MASC;SG
lori	lory	None	lory		N;MASC;SG
lori	lori	None	lori		N;FEM;SG
basılı	impressos	basılı	imprimir		N;MASC;PL
basılı	impressa	basılı	imprimir		V;FEM;SG;V.PTCP
basılı	impresso	basılı	imprimir		V;MASC;SG;V.PTCP
mercimek	lentilhas	mercimek	lentilha	N;NOM;SG;3	N;FEM;PL
atıfta	referindo	atıf	referir	N;ESS;SG;3	V;V.MSDR
jam	geleia	jam	geleia		N;FEM;SG
jam	compota	jam	compota		N;FEM;SG
jam	jam	jam	jam		N;MASC;SG
jam	geléia	jam	geléia		N;FEM;SG
düzenle	edita	düzen	editar	N;INS;SG;3	V;IND;SG;3;PRS;FIN
düzenle	editar	düzen	editar	N;INS;SG;3	V;NFIN
düzenle	edite	düzen	edite	N;INS;SG;3	V;SBJV;SG;3;PRS;FIN
düzenle	modificar	düzen	modificar	N;INS;SG;3	V;NFIN
düzenle	modifica	düzen	modificar	N;INS;SG;3	V;IND;SG;3;PRS;FIN
dağıstan	daguestão	dağıs	daguestão		N;MASC;SG
mantıksal	lógica	mantıksal	lógico	ADJ	N;FEM;SG
mantıksal	lógicas	mantıksal	lógico	ADJ	N;FEM;PL
mantıksal	lógica	mantıksal	lógico	ADJ	N;FEM;SG
morrison	morrison	morrison	morrison		N;MASC;SG
atomik	atômica	atomik	atômico	ADJ	N;FEM;SG
atomik	atómica	atomik	atómico	ADJ	N;FEM;SG
atomik	atómico	atomik	atómico	ADJ	N;MASC;SG
atomik	atômico	atomik	atômico	ADJ	N;MASC;SG
tuzla	tuzla	tuz	tuzla		N;MASC;SG
telekomünikasyon	telecomunicações	telekomünikasyon	telecomunicação	N;NOM;SG;3	N;FEM;PL
yannis	yannis	yannis	yannis	PROPN;NOM;SG;3	N;MASC;SG
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;MASC;SG
crown	coroa	crown	coroa		N;FEM;SG
crown	crown	crown	crown		N;MASC;SG
mineral	mineral	mineral	mineral		N;MASC;SG
mineral	minerais	mineral	mineral		N;MASC;PL
mineral	minérios	mineral	minério		N;MASC;PL
mineral	minerais	mineral	mineral		N;MASC;PL
ortaklaşa	conjuntamente	ortaklaşa	conjuntamente		ADV
eşdeğer	equivalentes	eşdeğer	equivalente		ADJ;MASC;PL
eşdeğer	equivalente	eşdeğer	equivalente		ADJ;MASC;SG
tuğla	tijolos	tuğ	tijolo		N;MASC;PL
tuğla	brick	tuğ	brick		N;MASC;SG
tuğla	tijolo	tuğ	tijolo		N;MASC;SG
tuğla	tijolos	tuğ	tijolo		N;MASC;PL
ekşi	azedo	ekşi	azedo		N;MASC;SG
ekşi	amargo	ekşi	amargo		N;MASC;SG
ekşi	azeda	ekşi	azeda		N;FEM;SG
bitişik	contíguas	bitişik	contíguo		N;FEM;PL
bitişik	adjacentes	bitişik	adjacente		N;MASC;PL
bitişik	adjacente	bitişik	adjacente		N;MASC;SG
bitişik	adjacentes	bitişik	adjacente		N;MASC;PL
bitişik	adjacente	bitişik	adjacente		N;MASC;SG
brandenburg	brandemburgo	brandenburg	brandemburgo	PROPN;NOM;SG;3	N;MASC;SG
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;SG;3	N;MASC;SG
brandenburg	brandeburgo	brandenburg	brandeburgo	PROPN;NOM;SG;3	N;MASC;SG
milton	milton	milton	milton	PROPN;NOM;SG;3	N;MASC;SG
kap	agarra	kap	agarrar		V;IND;SG;3;PRS;FIN
kap	agarrar	kap	agarrar		V;NFIN
kap	kap	kap	kap		N;MASC;SG
kap	recipiente	kap	recipiente		N;MASC;SG
kap	contentores	kap	contentor		N;MASC;PL
kap	contentor	kap	contentor		N;MASC;SG
lois	lois	lois	lois		N;FEM;SG
saçma	tolice	saç	tolice		N;FEM;SG
saçma	absurdo	saç	absurdo		ADJ;MASC;SG
saçma	bobagem	saç	bobagem		N;FEM;SG
saçma	disparate	saç	disparate		N;MASC;SG
saçma	ridiculo	saç	ridiculo		N;MASC;SG
saçma	ridícula	saç	ridícula		ADJ;FEM;SG
saçma	ridículo	saç	ridículo		ADJ;MASC;SG
saçma	ridículos	saç	ridículo		ADJ;MASC;PL
saçma	absurdo	saç	absurdo		ADJ;MASC;SG
saçma	absurdas	saç	absurda		ADJ;FEM;PL
saçma	absurdos	saç	absurdo		N;MASC;PL
saçma	absurda	saç	absurdo		ADJ;FEM;SG
tate	tate	tate	tate		N;MASC;SG
bakkal	mercearias	bakkal	mercearia		N;FEM;PL
bakkal	mercearia	bakkal	mercearia		N;FEM;SG
idrar	urinar	idrar	urinar	N;NOM;SG;3	V;NFIN
finaller	final	final	final	N;NOM;PL;3	N;MASC;SG
maliyet	custos	maliyet	custo	N;NOM;SG;3	N;MASC;PL
maliyet	custos	maliyet	custo	N;NOM;SG;3	N;MASC;PL
maliyet	despesas	maliyet	despesa	N;NOM;SG;3	N;FEM;PL
muhasebe	contabilidade	muhasebe	contabilidade		N;FEM;SG
muhasebe	contabilização	muhasebe	contabilização		N;FEM;SG
muhasebe	contadora	muhasebe	contadora		N;FEM;SG
muhasebe	contador	muhasebe	contador		N;MASC;SG
muhasebe	contabilista	muhasebe	contabilista		N;MASC;SG
muhasebe	contabilidade	muhasebe	contabilidade		N;FEM;SG
paylaştı	postei	paylaş	postar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;1;PST;FIN
leopold	leopold	leopold	leopolder	PROPN;NOM;SG;3	N;MASC;SG
leopold	leopoldo	leopold	leopolder	PROPN;NOM;SG;3	N;MASC;SG
eleştirmeni	crítico	eleştir	crítico	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;MASC;SG
eleştirmeni	critico	eleştir	critico	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;MASC;SG
eleştirmeni	crítica	eleştir	crítico	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;FEM;SG
sindirim	digestão	sindir	digestão		N;FEM;SG
sindirim	digestivo	sindir	digestivo		N;MASC;SG
tüccar	merchant	tüccar	merchant		N;MASC;SG
tüccar	comerciante	tüccar	comerciante		N;MASC;SG
tüccar	mercador	tüccar	mercador		N;MASC;SG
tüccar	mercador	tüccar	mercador		N;MASC;SG
tüccar	comerciante	tüccar	comerciante		N;MASC;SG
motorlar	motors	motor	motor	N;NOM;PL;3	N;MASC;SG
pancar	beterraba	pancar	beterraba		N;FEM;SG
pancar	beterrabas	pancar	beterraba		N;FEM;PL
pancar	beterraba	pancar	beterraba		N;FEM;SG
pancar	beterrabas	pancar	beterraba		N;FEM;PL
pancar	beterraba	pancar	beterraba		N;FEM;SG
pancar	beterrabas	pancar	beterraba		N;FEM;PL
tacikistan	tajiquistão	tacikistan	tajiquistão	PROPN;NOM;SG;3	N;MASC;SG
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	N;MASC;SG
büyükler	anciãos	büyük	ancião	ADJ;NOM;PL;3	N;MASC;PL
büyükler	anciões	büyük	ancião	ADJ;NOM;PL;3	N;MASC;PL
büyükler	adultos	büyük	adulto	ADJ;NOM;PL;3	N;MASC;PL
dolgu	enchimento	dolgu	enchimento		N;MASC;SG
dolgu	preenchimento	dolgu	preenchimento		N;MASC;SG
dolgu	recheio	dolgu	recheio		N;MASC;SG
dolgu	enchimento	dolgu	enchimento		N;MASC;SG
dolgu	preenchendo	dolgu	preencher		V;V.MSDR
tba	tba	tba	tba		N;MASC;SG
solar	solares	solar	solar		N;MASC;PL
solar	solar	solar	solar		N;MASC;SG
aydınlatma	iluminação	aydınlat	iluminação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
aydınlatma	iluminação	aydınlat	iluminação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	N;MASC;SG
soprano	soprano	soprano	soprano		N;MASC;SG
atık	resíduos	atık	resíduo		N;MASC;PL
atık	desperdício	atık	desperdício		N;MASC;SG
atık	desperdícios	atık	desperdício		N;MASC;PL
brooks	brooks	brooks	brook		N;MASC;SG
ibp	ibp	ibp	ibp		N;MASC;SG
taşınır	moves	taşı	move	V;IPFV;IND;SG;3;POS;PASS	N;MASC;SG
taşınır	movimentos	taşı	movimento	V;IPFV;IND;SG;3;POS;PASS	N;MASC;PL
taşınır	jogadas	taşı	jogada	V;IPFV;IND;SG;3;POS;PASS	N;FEM;PL
taşınır	move	taşı	mover	V;IPFV;IND;SG;3;POS;PASS	V;IMP;SG;3;PRS;FIN
seth	seth	seth	seth		N;MASC;SG
unix	unix	unix	unix		N;MASC;SG
devir	rpm	devir	rpm		N;MASC;SG
abdul	abdul	abdul	abdul		N;MASC;SG
boşnak	bósnia	boşnak	bósnia		N;FEM;SG
boşnak	bósnio	boşnak	bósnio		N;MASC;SG
boşnak	bósnios	boşnak	bósnio		N;MASC;PL
boşnak	bosníaco	boşnak	bosníaco		ADJ;MASC;SG
temsili	representação	temsili	representação		N;FEM;SG
temsili	representar	temsili	representar		V;NFIN
temsili	representando	temsili	representar		V;V.MSDR
telaffuz	pronuncia	telaffuz	pronuncia	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
telaffuz	pronunciar	telaffuz	pronunciar	N;NOM;SG;3	V;NFIN
nasır	calos	nasır	calo		N;MASC;PL
nasır	nasir	nasır	nasir		N;MASC;SG
nasır	nasser	nasır	nasser		N;MASC;SG
kaplama	invólucro	kapla	invólucro		N;MASC;SG
kaplama	revestimento	kapla	revestimento		N;MASC;SG
kaplama	revestimentos	kapla	revestimento		N;MASC;PL
kaplama	folheados	kapla	folhear		V;MASC;PL;V.PTCP
kaplama	verniz	kapla	verniz		N;MASC;SG
standartları	normas	standart	norma	ADJ;NOM;PL;3	N;FEM;PL
standartları	padrões	standart	padrão	ADJ;NOM;PL;3	N;MASC;PL
eleman	elementos	eleman	elemento		N;MASC;PL
eleman	elemento	eleman	elemento		N;MASC;SG
dün	ontem	dün	ontem	N;NOM;SG;3	ADV
rossi	rossi	ross	rossi		N;MASC;SG
tanıttı	introduzidas	tanı	introduzir	V;PFV;IND;SG;3;POS;PST;CAUS	V;FEM;PL;V.PTCP
tanıttı	introduzidos	tanı	introduzir	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;PL;V.PTCP
vaftiz	batismo	vaftiz	batismo		N;MASC;SG
vaftiz	batizado	vaftiz	batizar		V;MASC;SG;V.PTCP
vaftiz	batizada	vaftiz	batizar		V;FEM;SG;V.PTCP
vaftiz	batizado	vaftiz	batizar		V;MASC;SG;V.PTCP
vaftiz	batismal	vaftiz	batismal		N;MASC;SG
vaftiz	baptismo	vaftiz	baptismo		N;MASC;SG
vaftiz	batismo	vaftiz	batismo		N;MASC;SG
xander	xander	xander	xander		N;MASC;SG
vfb	vfb	vfb	vfb		N;MASC;SG
gelecekteki	futuro	gel	futuro	V;PFV;IND;SG;3;POS;FUT	N;MASC;SG
gelecekteki	future	gel	future	V;PFV;IND;SG;3;POS;FUT	N;MASC;SG
gelecekteki	futuras	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;FEM;PL
gelecekteki	futuros	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;MASC;PL
gelecekteki	futura	gel	futuro	V;PFV;IND;SG;3;POS;FUT	N;FEM;SG
laz	laz	laz	laz		N;MASC;SG
telli	string	telli	string		N;FEM;SG
bari	bari	bari	bari		N;MASC;SG
benzin	benzeno	benz	benzeno		N;MASC;SG
benzin	gasolina	benz	gasolina		N;FEM;SG
benzin	gasolina	benz	gasolina		N;FEM;SG
benzin	gas	benz	gas		N;MASC;SG
benzin	gás	benz	gás		N;MASC;SG
benzin	gases	benz	gase		N;MASC;PL
benzin	combustível	benz	combustível		N;MASC;SG
benzin	fuel	benz	fuel		N;MASC;SG
benzin	combustíveis	benz	combustível		N;MASC;PL
naruto	naruto	naruto	naruto		N;MASC;SG
hunt	caça	hunt	caça		N;FEM;SG
hunt	hunt	hunt	hunt		N;MASC;SG
hunt	caçar	hunt	caçar		V;NFIN
hunt	caçada	hunt	caçada		N;FEM;SG
bastia	bastia	bastia	bastia	PROPN;NOM;SG;3	N;FEM;SG
niçin	porque	niçin	porque		CONJ
niçin	porquê	niçin	porquê		ADV
nagoya	nagoya	nago	nagoya	PROPN;NOM;SG;3	N;MASC;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;SG;3	N;MASC;SG
ulaşılabilir	acessível	ulaş	acessível	V;IPFV;POT;SG;3;POS;PASS	ADJ;MASC;SG
ulaşılabilir	acessíveis	ulaş	acessível	V;IPFV;POT;SG;3;POS;PASS	ADJ;MASC;PL
zorluk	dificuldades	zorluk	dificuldade	N;NOM;SG;3	N;FEM;PL
zorluk	dificuldades	zorluk	dificuldade	N;NOM;SG;3	N;FEM;PL
wells	poços	wells	poço	PROPN;NOM;SG;3	N;MASC;PL
wells	wells	wells	well	PROPN;NOM;SG;3	N;MASC;SG
