til	for	til	for	ADV	ADP
medier	media	medie	medium	N;INDF;NEUT;PL	N;DEF;NEUT;PL
medier	medier	medie	medium	N;INDF;NEUT;PL	N;INDF;MASC;SG
real	real	real	real		N;INDF;MASC;SG
real	ekte	real	ekte		ADJ;INDF;NEUT;SG
real	reelt	real	reell		ADJ;INDF;NEUT;SG
lav	make	lav	make	V;IMP	N;INDF;MASC;SG
lav	gjøre	lav	gjøre	V;IMP	
lav	lavmål	lav	lavmål	V;IMP	N;INDF;NEUT;SG
lav	lav	lav	lav	V;IMP	N;INDF;NEUT;SG
lav	lavt	lav	levje	V;IMP	ADJ;INDF;NEUT;SG
lav	low	lav	low	V;IMP	N;INDF;NEUT;SG
lav	lave	lav	lave	V;IMP	N;INDF;NEUT;SG
skoler	skolene	skole	skole	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
flytte	flytting	flytte	flytting	V;NFIN;ACT	N;INDF;FEM;SG
deltager	deltaker	deltage	deltaker	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
deltager	deltakende	deltage	deltakende	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
deltager	deltager	deltage	deltager	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
deltager	deltaker	deltage	deltaker	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
frit	freely	frit	freely	ADV	N;INDF;SG
frit	fritt	frit	fri	ADV	ADJ;INDF;NEUT;SG
frit	gratis	frit	gratis	ADV	ADJ;INDF;NEUT;SG
frit	fri	frit	fri	ADV	ADJ;INDF;SG
frit	free	frit	free	ADV	N
frit	ledig	frit	ledig	ADV	ADJ;INDF;SG
frit	frie	frit	fri	ADV	ADJ;PL
frit	fritt	frit	fri	ADV	ADJ;INDF;NEUT;SG
sæsoner	seasons	sæson	seasons	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
sæsoner	sesonger	sæson	sesonger	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
sæsoner	årstidene	sæson	årstid	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
sæsoner	sesongene	sæson	sesong	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
overflade	overflaten	overflad	overflate	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
repræsenteret	representert	repræsentere	representere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
designet	designet	designe	designet	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
designet	utformet	designe	utform	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
tabt	mistet	tabe	miste	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
tabt	fortapt	tabe	fortepje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
tabt	tapte	tabe	tape	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
tabt	tapt	tabe	tape	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
tabt	lost	tabe	lost	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
faste	fasten	fast	fast	ADJ;PL	N;DEF;MASC;SG
faste	faster	fast	fast	ADJ;PL	N;INDF;FEM;PL
faste	fikset	fast	fiksetje	ADJ;PL	N;DEF;NEUT;SG
faste	fast	fast	fast	ADJ;PL	ADJ;INDF;NEUT;SG
faste	reparert	fast	reparere	ADJ;PL	ADJ;INDF;SG;V.PTCP
brigade	brigaden	brigade	brigad	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
argentina	argentinas	argentina	argentinas	PROPN	N;INDF;MASC;SG
argentina	argentina	argentina	argentin	PROPN	N;INDF;MASC;SG
argentina	argentinsk	argentina	argentinsk	PROPN	ADJ;INDF;SG
procent	prosentandel	procent	prosentandel	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
base	basen	base	base	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
læse	lest	læse	lese	V;NFIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
læse	read	læse	read	V;NFIN;ACT	N;INDF;NEUT;SG
læse	leser	læse	lese	V;NFIN;ACT	N;INDF;MASC;SG
læse	reading	læse	reading	V;NFIN;ACT	N;INDF;FEM;SG
læse	lesning	læse	lesning	V;NFIN;ACT	N;INDF;FEM;SG
læse	lesing	læse	lesing	V;NFIN;ACT	N;INDF;FEM;SG
menes	trodd	mene	tro	V;IND;PRS;FIN;PASS	N;INDF;MASC;SG
menes	trodde	mene	tro	V;IND;PRS;FIN;PASS	V;IND;PST;FIN
lag	lagene	lag	lage	N;INDF;NEUT;SG	N;DEF;FEM;PL
fjerne	fjerne	fjerne	fjern	V;NFIN;ACT	ADJ;PL
fjerne	fjerner	fjerne	fjerne	V;NFIN;ACT	N;INDF;FEM;PL
fjerne	fjerne	fjerne	fjern	V;NFIN;ACT	ADJ;PL
fjerne	fjern	fjerne	fjern	V;NFIN;ACT	ADJ;INDF;SG
klassisk	klassiker	klassisk	klassiker	ADJ;INDF;SG	N;INDF;MASC;SG
klassisk	klassiske	klassisk	klassisk	ADJ;INDF;SG	ADJ;PL
klassisk	classic	klassisk	classic	ADJ;INDF;SG	N
gennemført	fullført	gennemføre	fullføre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
gennemført	gjennomført	gennemføre	gjennomføre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
gennemført	implementert	gennemføre	implementere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
tyrkiet	tyrkia	tyrki	tyrki	PROPN	N;INDF;NEUT;SG
tyrkiet	kalkun	tyrki	kalkun	PROPN	N;INDF;MASC;SG
ligaen	league	liga	league	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ligaen	forbund	liga	forbunde	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
ligaen	liga	liga	lige	N;DEF;MASC+FEM;SG	ADJ;INDF;SG;V.PTCP
serier	serie	serie	serie	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
serier	rekke	serie	rekke	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
hellige	hellig	hellig	hellig	ADJ;PL	N;INDF;MASC;SG
fort	fort	fort	fort	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
tilsyneladende	tilsynelatende	tilsyneladende	tilsynelatende	ADV	N;INDF;FEM;SG
tilsyneladende	tilsynelatende	tilsyneladende	tilsynelatende	ADV	N;INDF;FEM;SG
tilsyneladende	visstnok	tilsyneladende	visstnok	ADV	N;INDF;MASC;SG
udgivelse	publiserer	udgivelse	publisere	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
udgivelse	publisere	udgivelse	publisere	N;INDF;MASC+FEM;SG	V;NFIN
herning	herning	herning	herning		N;INDF;FEM;SG
organisationen	organisasjon	organisation	organisasjon	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
organisationen	organisasjon	organisation	organisasjon	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
forholdet	relasjon	forhold	relasjon	N;DEF;NEUT;SG	N;INDF;MASC;SG
forholdet	forhold	forhold	forhold	N;DEF;NEUT;SG	N;INDF;NEUT;SG
basis	base	basis	base		N;INDF;MASC;SG
basis	basen	basis	base		N;DEF;MASC;SG
basis	grunnlag	basis	grunnlag		N;INDF;NEUT;SG
basis	basis	basis	basis		N;INDF;MASC;SG
rettigheder	rettighetene	rettighed	rettigheten	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
ordre	bestille	ordre	bestille	N;INDF;MASC+FEM;SG	V;NFIN
ordre	bestillinger	ordre	bestilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
republikken	republikk	republik	republikk	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
gade	street	gade	stre	N;INDF;MASC+FEM;SG	PROPN
gade	gaten	gade	gat	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
gade	gata	gade	gate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sætter	setter	sætte	setter	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
vælge	velg	vælge	velg	V;NFIN;ACT	N;INDF;NEUT;SG
vælge	velg	vælge	velg	V;NFIN;ACT	N;INDF;NEUT;SG
køre	kjøre	køre	kjøre	V;NFIN;ACT	N;INDF;MASC;SG
køre	drive	køre	drive	V;NFIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
køre	kjør	køre	kjør	V;NFIN;ACT	N;INDF;MASC;SG
køre	kjøring	køre	kjøring	V;NFIN;ACT	N;INDF;FEM;SG
musikken	music	musik	music	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
musikken	musikk	musik	musikk	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
væsentlig	essensielle	væsentlig	essensiell	ADJ;INDF;MASC+FEM;SG	ADJ;PL
væsentlig	betydelig	væsentlig	betydelig	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gaden	gate	gade	gate	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
gaden	street	gade	stre	N;DEF;MASC+FEM;SG	PROPN
sir	sir	sige	sir		PROPN
premiere	premieren	premiere	premiere	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
planlagt	planlagte	planlægge	planleggje	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
planlagt	planlagt	planlægge	planleggje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
planlagt	planlagt	planlægge	planleggje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
parlamentet	parlament	parlament	parlament	N;DEF;NEUT;SG	N;INDF;NEUT;SG
ændrede	endret	ændre	endre	V;PL;PST;V.PTCP	N;INDF;NEUT;SG
ændrede	forandret	ændre	forandr	V;PL;PST;V.PTCP	N;DEF;NEUT;SG
ændrede	skiftet	ændre	skift	V;PL;PST;V.PTCP	N;DEF;NEUT;SG
ændrede	endra	ændre	endre	V;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
ændrede	forandra	ændre	forandre	V;PL;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
svar	svarene	svar	svare	N;INDF;NEUT;SG	N;DEF;FEM;PL
svar	svare	svar	svare	N;INDF;NEUT;SG	V;IMP;NFIN
green	grønn	gre	grønn		N;INDF;MASC;SG
green	green	gre	grenne		N;DEF;MASC;SG
green	grønt	gre	grøn		ADJ;INDF;NEUT;SG
green	grønne	gre	grønne		ADJ;PL
sachsen	sachsen	sachsen	sachs	PROPN	N;DEF;MASC;SG
rigtig	real	rigtig	real	ADV	N;INDF;MASC;SG
rigtig	ekte	rigtig	ekte	ADV	ADJ;INDF;NEUT;SG
rigtig	reelt	rigtig	reell	ADV	ADJ;INDF;NEUT;SG
naturlige	natural	naturlig	natural	ADJ;PL	ADJ;INDF;SG
naturlige	naturlig	naturlig	naturlig	ADJ;PL	ADJ;INDF;NEUT;SG
naturlige	naturtalent	naturlig	naturtalent	ADJ;PL	N;INDF;NEUT;SG
ejet	eies	eje	eins	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
ejet	eide	eje	eide	V;INDF;SG;PST;V.PTCP	PROPN
ejet	eid	eje	eid	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
ejet	eiet	eje	ei	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
eksisterende	eksisterende	eksistere	eksisterende	V;PRS;V.PTCP	N;INDF;MASC;SG
rowspan	rowspan	rowspan	rowspan		N;INDF;MASC;SG
publikum	publikummet	publikum	publikum	N;INDF;NEUT;SG	N;DEF;NEUT;SG
hav	havet	hav	hav	N;INDF;NEUT;SG	N;DEF;NEUT;SG
kanalen	canal	kanal	canal	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kanalen	kanal	kanal	kanal	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kanalen	channel	kanal	channel	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
repræsenterede	representert	repræsentere	representere	V;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
brian	brian	brian	brian		N;INDF;MASC;SG
kæmpe	svær	kæmpe	svær	ADJ	N;INDF;MASC;SG
kæmpe	jotne	kæmpe	jotne	ADJ	N;INDF;MASC;SG
kæmpe	kjempe	kæmpe	kjempe	ADJ	V;NFIN
kæmpe	giant	kæmpe	giant	ADJ	N;INDF;MASC;SG
kæmpe	slåss	kæmpe	slåss	ADJ	N;INDF;MASC;SG
kæmpe	slåssing	kæmpe	slåssing	ADJ	N;INDF;FEM;SG
kæmpe	fighting	kæmpe	fighting	ADJ	N;INDF;MASC;SG
kæmpe	kjempe	kæmpe	kjempe	ADJ	V;NFIN
kæmpe	slåsskamp	kæmpe	slåsskamp	ADJ	N;INDF;MASC;SG
kæmpe	kjemp	kæmpe	kjempe	ADJ	N;INDF;MASC;SG
kæmpe	fight	kæmpe	fight	ADJ	N;INDF;MASC;SG
lette	tilrettelegge	let	tilrettelegg	ADJ;PL	N;INDF;MASC;SG
lette	lindre	let	lindre	ADJ;PL	ADJ;CMPR
lette	letthet	let	letthet	ADJ;PL	N;INDF;MASC;SG
lejlighed	flat	lejlighed	flat	N;INDF;MASC+FEM;SG	ADJ;INDF;SG
lejlighed	flatt	lejlighed	flat	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
slet	slette	slet	slette	ADV	N;INDF;FEM;SG
slet	slett	slet	slett	ADV	ADJ;INDF;NEUT;SG
nødvendigt	nødvendige	nødvendig	nødvendig	ADJ;INDF;NEUT;SG	ADJ;PL
bragte	brakt	bringe	bryke	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
bragte	bragt	bringe	bringe	V;IND;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
avisen	avispapir	avis	avispapir	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
avisen	avis	avis	avis	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
barcelona	barcelonas	barcelona	barcelon		N;GEN;DEF;FEM;SG
barcelona	barcelona	barcelona	barcelon		N;INDF;FEM;SG
retten	hoff	ret	hoff	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
retten	domstol	ret	domstol	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
originale	originalt	original	original	ADJ;PL	ADJ;INDF;NEUT;SG
originale	originalen	original	originale	ADJ;PL	N;DEF;MASC;SG
originale	opprinnelig	original	opprinnelig	ADJ;PL	ADJ;INDF;NEUT;SG
originale	original	original	original	ADJ;PL	ADJ;INDF;SG
originale	originals	original	originals	ADJ;PL	ADJ;INDF;NEUT;SG
stoffer	stoff	stof	stoff	N;INDF;NEUT;PL	N;INDF;NEUT;SG
stoffer	dop	stof	dop	N;INDF;NEUT;PL	N;INDF;MASC;SG
stoffer	narkotika	stof	narkotika	N;INDF;NEUT;PL	N;INDF;MASC;SG
stoffer	narko	stof	narko	N;INDF;NEUT;PL	N;INDF;MASC;SG
menneske	menneskelig	menneske	menneskelig	N;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
fyn	fyn	fyn	fyn	PROPN	N;INDF;MASC;SG
fyn	fyn	fyn	fyn	PROPN	N;INDF;MASC;SG
tvunget	tvungen	tvinge	tvung	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG
tvunget	tvang	tvinge	tvang	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
grundlagde	grunnlagt	grundlægge	grunnleggje	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
grundlagde	stiftet	grundlægge	stift	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
blomster	blomster	blomst	blomster	N;INDF;NEUT;PL	N;INDF;NEUT;SG
blomster	flowers	blomst	flowers	N;INDF;NEUT;PL	N;INDF;SG
blomster	blomstene	blomst	blomst	N;INDF;NEUT;PL	N;DEF;FEM;PL
lader	lets	lade	lets	V;IND;PRS;FIN;ACT	N
polske	polsk	polsk	polsk	ADJ;PL	N;INDF;MASC;SG
kategorier	kategoriene	kategori	kategorie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
anerkendt	gjenkjent	anerkende	gjenkjent	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
anerkendt	anerkjent	anerkende	anerkjent	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
anerkendt	anerkjent	anerkende	anerkjent	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
anerkendt	gjenkjent	anerkende	gjenkjent	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
anerkendt	anerkjente	anerkende	anerkjenne	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
anerkendt	anerkjent	anerkende	anerkjent	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
fuldt	full	fuldt	full	ADV	ADJ;INDF;SG
fuldt	fullt	fuldt	full	ADV	ADJ;INDF;NEUT;SG
fuldt	fult	fuldt	føle	ADV	N;INDF;MASC;SG
fuldt	mett	fuldt	mett	ADV	N;INDF;MASC;SG
bladet	ukeblad	blad	ukeblad	N;DEF;NEUT;SG	N;INDF;NEUT;SG
bladet	blad	blad	blad	N;DEF;NEUT;SG	N;INDF;NEUT;SG
bladet	magasin	blad	magasin	N;DEF;NEUT;SG	N;INDF;NEUT;SG
påvirket	berørt	påvirke	berøre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
påvirket	rammet	påvirke	ram	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
påvirket	påvirket	påvirke	påvirke	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
påvirket	berørte	påvirke	berøre	V;INDF;SG;PST;V.PTCP	ADJ;PL
tradition	tradisjonen	tradition	tradisjon	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
opnået	fås	opnå	fås	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
opnået	oppnådd	opnå	oppnå	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
ring	ring	ring	ring	V;IMP	N;INDF;MASC;SG
ring	anrop	ring	anrop	V;IMP	N;INDF;MASC;SG
ring	call	ring	call	V;IMP	N;INDF;MASC;SG
ring	ring	ring	ring	V;IMP	N;INDF;MASC;SG
åben	åpne	åben	åpne	ADJ;INDF;MASC+FEM;SG	ADJ;PL
åben	åpen	åben	åpen	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
virkede	virket	virke	virk	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
stjerner	stjernene	stjerne	stjerne	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
stjerner	stars	stjerne	stars	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
dør	die	dø	die	V;IND;PRS;FIN;ACT	N;INDF
dør	dø	dø	dø	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
dør	dørs	dø	dørs	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
dør	dør	dø	dør	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
dør	døra	dø	dør	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
dør	døende	dø	døende	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
dør	dør	dø	dør	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
dør	dør	dø	dør	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
dømt	dømt	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
dømt	domfelt	dømme	domfelle	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
dømt	dømte	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
dømt	dømmes	dømme	dømme	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
dømt	dømt	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
dømt	dømt	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
dømt	dømt	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
dømt	dømte	dømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
kørte	kjørt	køre	kjøre	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
foretaget	lagd	foretage	leggje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
foretaget	made	foretage	made	V;INDF;SG;PST;V.PTCP	N;INDF;SG
foretaget	laget	foretage	lag	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
forfatteren	forfatter	forfatter	forfatter	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
opdaget	oppdaget	opdage	oppdag	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
opdaget	sett	opdage	setje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
opdaget	observert	opdage	observere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
opdaget	oppdaget	opdage	oppdag	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
fløj	fløy	flyve	fløy	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
færdig	ferdige	færdig	ferdig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
færdig	fullførte	færdig	fullføre	ADJ;INDF;MASC+FEM;SG	V;IND;PST;FIN
færdig	avsluttet	færdig	avslutt	ADJ;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
færdig	done	færdig	done	ADJ;INDF;MASC+FEM;SG	N
senest	nyeste	senest	ny	ADV;RL	N;INDF;MASC;SG
senest	seneste	senest	senaste	ADV;RL	N;INDF;SG
senest	siste	senest	sist	ADV;RL	ADJ;DEF;SG
deltagere	deltagerne	deltager	deltagerne	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
deltagere	deltakere	deltager	deltakere	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
deltagere	deltakerne	deltager	deltakerne	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
deltagere	deltagere	deltager	deltagere	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
deltagere	deltakere	deltager	deltakere	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
interview	intervjuer	interview	intervjue	N;INDF;NEUT;SG	N;INDF;FEM;PL
pdf	pdf	pdf	pdf	V;IMP	ADV
preussen	preussen	preuss	preusse	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
begivenheder	hendelser	begivenhed	hendelse	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
begivenheder	arrangementer	begivenhed	arrangement	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
nærmere	tettere	nærmere	tettere	ADV;CMPR	N;INDF;FEM;SG
nærmere	nærmere	nærmere	nærmere	ADV;CMPR	V;IMP;NFIN
nærmere	nærmere	nærmere	nærmere	ADV;CMPR	V;IMP;NFIN
undervisning	underviser	undervisning	undervise	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
undervisning	lærer	undervisning	lære	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
fremmest	fremst	fremmest	fremre	ADJ;INDF;SG	ADJ;INDF;RL
kæmpede	sloss	kæmpe	sloss	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
kæmpede	utkjempet	kæmpe	utkjemp	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
kæmpede	kjempet	kæmpe	kjempe	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
texas	texas	texas	texas	PROPN	N;INDF;SG
sket	hendt	ske	hende	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
hundrede	hundre	hundrede	hundre	N;INDF;NEUT;SG	NUM;PL
numre	tall	nummer	tall	N;INDF;NEUT;PL	N;INDF;NEUT;SG
numre	numre	nummer	numr	N;INDF;NEUT;PL	N;INDF;NEUT;SG
bord	styret	bord	styre	N;INDF;NEUT;SG	N;DEF;NEUT;SG
ribe	ribe	ribe	ribe	PROPN	PROPN
fremme	promotering	fremme	promotering	ADV	N;INDF;FEM;SG
fremme	kampanje	fremme	kampanje	ADV	N;INDF;MASC;SG
fremme	opprykk	fremme	opprykk	ADV	N;INDF;MASC;SG
fremme	forfremmelse	fremme	forfremmelse	ADV	N;INDF;MASC;SG
fremme	promotering	fremme	promotering	ADV	N;INDF;FEM;SG
fremme	fremme	fremme	fremme	ADV	V;NFIN
fremme	promoterer	fremme	promotere	ADV	V;IND;PRS;FIN
fremme	promotere	fremme	promotere	ADV	V;NFIN
fremme	promoterer	fremme	promotere	ADV	V;IND;PRS;FIN
fremme	promotere	fremme	promotere	ADV	V;NFIN
udsat	eksponert	udsætte	eksponere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
udsat	utsatt	udsætte	utsatt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
udsat	avslørt	udsætte	avsløre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
udsat	utsatt	udsætte	utsatt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
udsat	utsatte	udsætte	utsatte	V;INDF;SG;PST;V.PTCP	ADJ;PL
muligheder	mulighetene	mulighed	mulighet	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
muligheder	alternativer	mulighed	alternativ	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
muligheder	opsjon	mulighed	opsjon	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
muligheder	alternativene	mulighed	alternativ	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
produkter	produktene	produkt	produkt	N;INDF;NEUT;PL	N;DEF;FEM;PL
tilladelse	tillate	tilladelse	tillate	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
forfattere	forfattere	forfatter	forfattere	N;INDF;MASC+FEM;PL	V;NFIN
forfattere	forfattere	forfatter	forfattere	N;INDF;MASC+FEM;PL	V;NFIN
jylland	jylland	jylland	jylland		N;INDF;MASC;SG
knap	knapp	knap	knapp	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
knap	knappen	knap	knapp	ADJ;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ungdom	ungdommen	ungdom	ungdom	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
vinteren	vinter	vinter	vinter	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
sikkerhed	sikkerheten	sikkerhed	sikkerheten	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
solen	sun	sol	sun	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
solen	sol	sol	sol	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
solen	søn	sol	søn	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
perioder	perioder	periode	periode	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
virkeligheden	realitet	virkelighed	realitet	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
virkeligheden	reality	virkelighed	reality	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
virkeligheden	virkelighet	virkelighed	virkelighet	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
indiske	indianer	indisk	indianer	ADJ;PL	N;INDF;MASC;SG
indiske	inder	indisk	inder	ADJ;PL	N;INDF;MASC;SG
indiske	indisk	indisk	indisk	ADJ;PL	N;INDF;MASC;SG
force	kraft	force	kraft		N;INDF;FEM;SG
force	force	force	force		N;INDF
force	kraften	force	kraft		N;DEF;MASC;SG
