hanoi	हनोई	hanol	हनोई	PROPN	PROPN;NOM;MASC;SG;3
legais	लीगल	legal	लीगल	ADJ	
legais	विधिक	legal	विधिक	ADJ	N;NOM;MASC;SG;3
sans	स्वास्थ्यवर्धक	san	स्वास्थ्यवर्धक	PROPN	N;NOM;MASC;SG;3
sans	स्वस्थ	san	स्वस्थ	PROPN	ADJ
chineses	चीनी	chinés	चीनी	N	
chineses	चाइनीज	chinés	चाइनीज	N	PROPN;NOM;MASC;SG;3
ancho	वाइड	ancho	वाइड	ADJ	N;NOM;MASC;SG;3
ancho	व्यापक	ancho	व्यापक	ADJ	PROPN;NOM;SG;3
prisioneira	बंदी	prisioneira	बंदी	N	
facebook	facebook	facebook	facebook	N	
facebook	फ़ेसबुक	facebook	फ़ेसबुक	N	PROPN;NOM;MASC;SG;3
miran	dekh	merar	dekh	V	PROPN;NOM;MASC;SG;3
acababa	था	acabar	था	V	V;MASC;IND;SG;PST;FIN;ACT
acababa	सिर्फ	acabar	सिर्फ	V	PART
acababa	बस	acabar	बस	V	N;NOM;FEM;SG;3
achegouse	आया	achegar	आ	N	V;PFV;MASC;SG;V.PTCP;ACT
achegouse	आये	achegar	आ	N	V;PFV;MASC;SG;V.PTCP;ACT
achegouse	आए	achegar	आ	N	V;PFV;MASC;SG;V.PTCP;ACT
hall	हॉल	hall	हॉल	PROPN	N;NOM;MASC;SG;3
láser	लेसर	láser	लेसर	N	
pechan	बन्द	pechar	बंद	V	
pechan	करीब	pechar	करीब	V	PART
pechan	बंद	pechar	बंद	V	ADJ
escolar	विद्यालय	escolar	विद्यालय	V	N;NOM;MASC;SG;3
escolar	school	escolar	school	V	N;NOM;MASC;SG;3
escolar	स्कूल	escolar	स्कूल	V	N;NOM;MASC;SG;3
usada	प्रयुक्त	usar	प्रयुक्त	V	ADP
bay	बे	bay	बे	PROPN	PROPN;NOM;MASC;SG;3
bay	खाड़ी	bay	खाड़ी	PROPN	PROPN;NOM;FEM;SG;3
nadando	स्विमिंग	nadar	स्विमिंग	V	N;NOM;MASC;SG;3
nadando	तैरना	nadar	तैरना	V	
nadando	तैराकी	nadar	तैराकी	V	N;NOM;MASC;SG;3
terranova	न्यूफ़ाउंडलैंड	terranova	न्यूफ़ाउंडलैंड	PROPN	PROPN;NOM;MASC;SG;3
fuxindo	कार्यशील	focir	कार्यशील	V	N;NOM;MASC;SG;3
fuxindo	दूर	focir	दूर	V	ADV;NOM;MASC;SG;3
repugnante	घृणास्पद	repugnante	घृणास्पद	N	PROPN;NOM;MASC;SG;3
repugnante	घृणित	repugnante	घृणित	N	PROPN;NOM;SG;3
tivestes	आपको	ter	आप	N	PRO;SG;2;FORM
tivestes	आप	ter	आप	N	PRO;NOM;SG;2;FORM
tivestes	तुम	ter	तुम	N	PRO;NOM;SG;3
tivestes	था	ter	था	N	V;MASC;IND;SG;PST;FIN;ACT
sabémolo	जानिये	sabémolo	जानिया	N	PROPN;NOM;MASC;SG;3
sabémolo	जानिए	sabémolo	जानिए	N	PROPN;NOM;MASC;SG;3
sabémolo	जान	sabémolo	जान	N	PROPN;NOM;MASC;SG;3
sabémolo	उस	sabémolo	वह	N	DET;ACC;SG;3
sabémolo	कि	sabémolo	कि	N	
adiviñar	अंदाज़ा	adiviñar	अंदाज़ा	V	N;NOM;MASC;SG;3
etapa	कब	etapa	कब	N	PRO
etapa	जब	etapa	जब	N	PRO;NOM
obama	ओबामा	obamar	ओबामा	PROPN	PROPN;NOM;MASC;SG;3
vivirá	लाइव	vivir	लाइव	V	N;NOM;MASC;SG;3
vivirá	सजीव	vivir	सजीव	V	
impide	से	impedir	से	V	
impide	इससे	impedir	यह	V	PRO;SG;3
lectores	पाठक	lector	पाठक	N	
aceptas	आपको	acepta	आप	V	PRO;SG;2;FORM
aceptas	आप	acepta	आप	V	PRO;NOM;SG;2;FORM
aceptas	तुम	acepta	तुम	V	PRO;NOM;SG;3
presentimento	feeling	presentimento	feeling	N	
jones	जोन्स	jone	जोन्स	PROPN	PROPN;NOM;MASC;SG;3
bailando	नाचना	bailar	नाचना	V	
razoable	युक्तियुक्त	razoable	युक्तियुक्त	ADJ	N;NOM;MASC;SG;3
suficientemente	काफी	suficiente	काफी	ADV	DET
suficientemente	पर्याप्त	suficiente	पर्याप्त	ADV	CONJ
oculto	छुपा	oculto	छुपा	N	
organismo	सजीव	organismo	सजीव	N	
incómodo	अजीब	incómodo	अजीब	ADJ	ADP
incómodo	असहज	incómodo	असहज	ADJ	
dicíalle	कहा	dicíalle	कह	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
dicíalle	उससे	dicíalle	वह	PROPN	PRO;SG;3
dicíalle	उसको	dicíalle	वह	PROPN	PRO;SG;3
dicíalle	उसे	dicíalle	वह	PROPN	PRO;SG;3
atopeino	मिली	atopeino	मिल	N	V;PFV;FEM;SG;V.PTCP;ACT
atopeino	मिले	atopeino	मिल	N	V;PFV;MASC;SG;V.PTCP;ACT
atopeino	पाये	atopeino	पा	N	V;PFV;MASC;PL;V.PTCP;ACT
atopeino	mile	atopeino	mile	N	
atopeino	पाया	atopeino	पा	N	V;PFV;MASC;SG;V.PTCP;ACT
atopeino	मिला	atopeino	मिल	N	V;PFV;MASC;SG;V.PTCP;ACT
atopeino	उससे	atopeino	वह	N	PRO;SG;3
atopeino	उसको	atopeino	वह	N	PRO;SG;3
atopeino	उसे	atopeino	वह	N	PRO;SG;3
praga	प्राग	praga	प्राग	PROPN	PROPN;NOM;MASC;SG;3
excitante	उत्साहजनक	excitante	उत्साहजनक	N	ADJ
excitante	रोमांचक	excitante	रोमांचक	N	PROPN;NOM;MASC;SG;3
sucios	गन्दा	sucio	गन्दा	N	
sucios	गंदे	sucio	गंदा	N	ADJ;ACC;MASC;PL
sucios	गंदा	sucio	गंदा	N	
amosando	प्रर्दशित	amosar	प्रर्दशित	V	ADJ
sorrindo	मुस्कुराना	sorrir	मुस्कुराना	V	PROPN;NOM;MASC;SG;3
conduzo	ड्राइव	conduzo	ड्राइव	PROPN	N;NOM;MASC;SG;3
polares	ध्रुवीय	polar	ध्रुवीय	N	PROPN;NOM;SG;3
párkinson	पार्किन्सन	párkinson	पार्किन्सन	PROPN	N;NOM;MASC;SG;3
reparar	मरम्मत	reparar	मरम्मत	V	N;NOM;FEM;SG;3
arrefriado	कोल्ड	arrefriar	कोल्ड	N	
arrefriado	ठंडा	arrefriar	ठंडा	N	ADJ;NOM;MASC;SG
podíamos	couldn	podíamo	couldn	V	
comezaremos	आरंभ	comezar	आरम्भ	V	
comezaremos	प्रारंभ	comezar	प्रारंभ	V	N;NOM;MASC;SG;3
cambie	परिवर्तन	cambie	परिवर्तन	V	N;NOM;MASC;SG;3
cambie	बदलाव	cambie	बदलाव	V	N;NOM;MASC;SG;3
marfil	आइवरी	marfil	आइवरी	N	PROPN;NOM;MASC;SG;3
bando	पार्श्व	bando	पार्श्व	N	
bando	तरफ	bando	तरफ	N	ADV;NOM;FEM;SG;3
documentación	papers	documentación	papers	N	PROPN;NOM;MASC;SG;3
xordo	बहरे	xordo	बहर	N	V;SG;FIN;ACT
xordo	बहरा	xordo	बहरा	N	
extraordinaria	असाधारण	extraordinario	असाधारण	ADJ	
davis	डेविस	davi	डेविस	PROPN	PROPN;NOM;MASC;SG;3
criados	बन्दों	criar	बन्द	V	N;ACC;MASC;PL;3
galletas	कुकी	galleto	कुकी	N	
dalgúns	कुछ	dalgún	कुछ	ADJ	DET
senda	पाथ	senda	पाथ	N	
interna	आतंरिक	interno	आतंरिक	ADJ	N;NOM;MASC;SG;3
rompe	ब्रेक	rompe	ब्रेक	V	N;NOM;MASC;SG;3
rango	रैंक	rango	रैंक	N	
escribía	लेखन	escribir	लेखन	V	
cabalaría	प्यादे	cabalaría	प्यादा	N	
combates	कॉम्बैट	combate	कॉम्बैट	N	PROPN;NOM;MASC;SG;3
combates	लड़	combate	लड़	N	V;ACT
recorrer	रिसॉर्ट	recorrer	रिसॉर्ट	V	N;NOM;MASC;SG;3
recorrer	रिज़ॉर्ट	recorrer	रिजोॉर्ट	V	PROPN;NOM;MASC;SG;3
pinga	छोडें	pingar	छोड	N	V;SBJV;PL;FIN;ACT
queirades	आपको	queirade	आप	N	PRO;SG;2;FORM
queirades	आप	queirade	आप	N	PRO;NOM;SG;2;FORM
queirades	तुम	queirade	तुम	N	PRO;NOM;SG;3
queirades	like	queirade	like	N	
queirades	जैसे	queirade	जैसे	N	CONJ
máxica	जादुई	máxica	जादुई	ADJ	
máxica	मैजिक	máxica	मैजिक	ADJ	N;NOM;MASC;SG;3
máxica	जादू	máxica	जादू	ADJ	
artístico	कलात्मक	artístico	कलात्मक	ADJ	PROPN;NOM;SG;3
artístico	कलाकारी	artístico	कलाकारी	ADJ	N;NOM;FEM;SG;3
enviada	प्रेषित	enviada	प्रेषित	V	ADJ
separado	जुदा	separado	जुदा	N	ADP
separado	अलग	separado	अलग	N	ADJ
separado	पृथक	separado	पृथक	N	
dirías	आपको	diría	आप	V	PRO;SG;2;FORM
dirías	आप	diría	आप	V	PRO;NOM;SG;2;FORM
dirías	तुम	diría	तुम	V	PRO;NOM;SG;3
aah	आह	aah	आह	PROPN	
aah	aah	aah	aah	PROPN	
ledo	हैप्पी	ledo	हैप्पी	N	
ledo	मुबारक	ledo	मुबारक	N	PROPN;NOM;MASC;SG;3
ledo	खुश	ledo	खुश	N	ADJ
ledo	प्रसन्न	ledo	प्रसन्न	N	PROPN;NOM;MASC;SG;3
pingüín	पेंगुइन	pingüín	पेंगुइन	N	PROPN;NOM;MASC;SG;3
publicar	प्रकाशित	publicar	प्रकाशित	V	ADJ
tentaba	था	tentar	था	V	V;MASC;IND;SG;PST;FIN;ACT
tentaba	थी	tentar	था	V	V;FEM;IND;SG;PST;FIN;ACT
pastores	गड़रिये	pastor	गड़री	N	V;MASC;SG;FIN;ACT
okinawa	ओकिनावा	okinaza	ओकिनावा	N	PROPN;NOM;MASC;SG;3
dormen	निद्रा	dormar	निद्रा	V	N;NOM;FEM;SG;3
dormen	नींद	dormar	नींद	V	N;NOM;FEM;SG;3
naciches	यहूद	naciches	यहूद	V	
naciches	जन्म	naciches	जन्म	V	N;NOM;MASC;SG;3
naciches	born	naciches	born	V	PROPN;NOM;MASC;SG;3
naciches	आपको	naciches	आप	V	PRO;SG;2;FORM
naciches	आप	naciches	आप	V	PRO;NOM;SG;2;FORM
naciches	तुम	naciches	तुम	V	PRO;NOM;SG;3
africano	अफ़्रीकी	africano	अफ़्रीकी	ADJ	N;NOM;MASC;SG;3
intente	कोशिश	intente	कोशिश	V	N;NOM;FEM;SG;3
abres	खुला	abre	खुल	N	V;PFV;MASC;SG;V.PTCP;ACT
abres	ओपन	abre	ओपन	N	PROPN;NOM;MASC;SG;3
abres	खोलें	abre	खोल	N	V;SBJV;PL;FIN;ACT
deran	उन्होंने	dar	वह	V	PRO;SG;3;FORM
deran	वे	dar	वह	V	PRO;NOM;SG;3
deran	था	dar	था	V	V;MASC;IND;SG;PST;FIN;ACT
españa	स्पेन	españa	स्पेन	PROPN	PROPN;NOM;MASC;SG;3
aforro	छायांकन	aforro	छायांकन	N	PROPN;NOM;MASC;SG;3
severo	कठोर	severo	कठोर	N	ADJ
gripe	फ्लू	gripe	फ्लू	N	PROPN;NOM;MASC;SG;3
beirarrúa	पैदल	beirarrúa	पैदल	V	ADJ
beirarrúa	पैदलपथ	beirarrúa	पैदलपथ	V	
turner	टर्नर	turner	टर्नर	PROPN	PROPN;NOM;MASC;SG;3
quixeron	उन्होंने	querer	वह	V	PRO;SG;3;FORM
quixeron	वे	querer	वह	V	PRO;NOM;SG;3
lembren	याद	lembrar	याद	V	N;NOM;FEM;SG;3
dicídeme	बताओ	dicídeme	बता	PROPN	V;SBJV;SG;FIN;ACT
dicídeme	बताना	dicídeme	बता	PROPN	V;MASC;NFIN;ACT
eternidade	शाश्वत	eternidade	शाश्वत	N	
cordeiro	मेमना	cordeiro	मेमना	N	
cordeiro	मेमने	cordeiro	मेम	N	
mineiro	खनन	mineiro	खनन	ADJ	N;NOM;MASC;SG;3
mineiro	खनिक	mineiro	खनिक	ADJ	
baseado	आधारित	basear	आधारित	V	ADJ
capataz	फोरमैन	capataz	फोरमैन	PROPN	PROPN;NOM;MASC;SG;3
preñada	गर्भवती	preñar	गर्भवती	N	ADJ;NOM
lenda	लीजेंड	lenda	लीजेंड	N	PROPN;NOM;MASC;SG;3
lenda	किंवदंती	lenda	किंवदंती	N	PROPN;NOM;MASC;SG;3
incra	होता	incrar	हो	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
éstas	ये	ésta	यह	N	PRO;NOM;PL;3
polgar	अंगूठा	polgar	अंगूठा	N	ADJ;NOM;MASC;SG
fundamentais	मूलभूत	fundamental	मूलभूत	ADJ	N;NOM;MASC;SG;3
fundamentais	आधारभूत	fundamental	आधारभूत	ADJ	ADP
