το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
αλεξάντερ	اسکندر	αλεξάντερ	اسکندر	PROPN;NOM;MASC;SG	N;SG
αλεξάντερ	الکساندر	αλεξάντερ	الکساندر	PROPN;NOM;MASC;SG	N;SG
μάντσεστερ	manchester	μάντσεστερ	manchester		N;SG
μάντσεστερ	منچستر	μάντσεστερ	منچستر		N;SG
λειτουργίες	توابع	λειτουργία	توابع	N;NOM;FEM;PL	N;SG
τακτική	تاکتیکهای	τακτικός	تاکتیکا	ADJ;NOM;FEM;SG	N;PL
τακτική	تاکتیک	τακτικός	تاکتیک	ADJ;NOM;FEM;SG	N;SG
τακτική	رزم	τακτικός	رزم	ADJ;NOM;FEM;SG	N;SG
τακτική	تاکتیک	τακτικός	تاکتیک	ADJ;NOM;FEM;SG	N;SG
τακτική	تاکتیکی	τακτικός	تاکتیکی	ADJ;NOM;FEM;SG	N;SG
σαφώς	واضح	σαφώς	واضح	ADV	ADJ
σαφώς	وضوح	σαφώς	وضوح	ADV	N;SG
μαρκ	مارک	μαρκ	مارک		N;SG
ποπ	pdo	ποπ	pdo		N;SG
ποπ	پاپ	ποπ	پاپ		N;SG
ποπ	pop	ποπ	pop		N;SG
έννοιες	مفاهیم	έννοιος	مفهوم	ADJ;NOM;FEM;PL	N;PL
καλλιτεχνική	هنرمندانه	καλλιτεχνικός	هنرمندانه	ADJ;NOM;FEM;SG	ADV
καλλιτεχνική	هنرمندی	καλλιτεχνικός	هنرمند	ADJ;NOM;FEM;SG	N;SG
θρησκευτική	دینی	θρησκευτικός	دین	ADJ;NOM;FEM;SG	N;SG
πακιστάν	پاکستان	πακιστάν	پاکستان		N;SG
βιέννης	وین	βιέννης	وین	PROPN;GEN;FEM;SG	N;SG
βιέννης	وینا	βιέννης	وینا	PROPN;GEN;FEM;SG	N;SG
χουάν	خوان	χουάν	خوان		N;SG
χουάν	خوآن	χουάν	خوآن		N;SG
σερ	سِر	σερ	سِر	PROPN;NOM;MASC;SG	N;SG
πεδία	فیلدز	πεδίο	فیلدز	N;NOM;NEUT;PL	N;SG
βρετανοί	بریتانیایی	βρετανός	بریتانی	ADJ;NOM;MASC;PL	N;SG
βρετανοί	بریتانیا	βρετανός	None	ADJ;NOM;MASC;PL	N;SG
σμιθ	اسمیت	σμιθ	اسمیت		N;SG
φυσικές	natural	φυσικός	natural	ADJ;NOM;FEM;PL	N;SG
πγδμ	مقدونی	πγδμ	مقدونی		N;SG
πγδμ	مقدونیه	πγδμ	مقدونیه		N;SG
πγδμ	مقدونیه	πγδμ	مقدونیه		N;SG
πρωτότυπο	اصلی	πρωτότυπο	اصلی	N;NOM;NEUT;SG	ADJ
βλέπε	دیدن	βλέπω	دیدن		N;SG
χίου	خیوس	χίο	خیوس	PROPN;GEN;FEM;SG	
παο	پائو	παο	پائو	N	
υπολογιστές	رایانه	υπολογιστής	رایانه	N;NOM;MASC;PL	N;SG
υπολογιστές	کامپیوتر	υπολογιστής	کامپیو	N;NOM;MASC;PL	N;SG
υπολογιστές	رایانه	υπολογιστής	رایانه	N;NOM;MASC;PL	N;SG
υπολογιστές	کامپیوتر	υπολογιστής	کامپیو	N;NOM;MASC;PL	N;SG
γεν	ین	γεν	این	N	DET
απέτυχε	خرابی	αποτύγω	خرابی	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
χαμηλή	low	χαμηλός	low	ADJ;NOM;FEM;SG	N;SG
κορέα	کره	κορέας	کره	PROPN;ACC;FEM;SG	N;SG
εκλογική	انتخاباتی	εκλογικός	انتخابات	ADJ;NOM;FEM;SG	N;PL
εκλογική	انتخابات	εκλογικός	انتخابات	ADJ;NOM;FEM;SG	N;PL
πιθανή	امکان	πιθανής	امکان	ADJ;NOM;FEM;SG	N;SG
παραδοσιακή	سنتی	παραδοσιακός	سنت	ADJ;NOM;FEM;SG	N;SG
δραματική	دراماتیک	δραματικός	دراماتیک	ADJ;NOM;FEM;SG	N;SG
πλήκτρα	کلید	πλήκτρα	None	N;NOM;NEUT;PL	N;SG
μετάλλια	مدال	μετάλλια	مدال	N;NOM;NEUT;PL	N;SG
απόλυτη	مطلق	απόλυτος	مطلق	ADJ;NOM;FEM;SG	N;SG
αποτυχία	مردود	αποτυχία	مردود	N;ACC;FEM;SG	ADJ
πύργο	رُخ	πύργος	رُخ	N;ACC;MASC;SG	
θεατρικό	تئاتری	θεατρικός	تئا	N;NOM;NEUT;SG	N;PL
ταυτότητα	همانی	ταυτότητα	None	N;ACC;FEM;SG	
επιμέρους	شخصی	επιμέρος	شخص	N;NOM;FEM;PL	N;SG
επιμέρους	فرد	επιμέρος	فرد	N;NOM;FEM;PL	N;SG
γιατρός	پزشکان	γιατρός	پزشک	N;NOM;MASC;SG	N;PL
χημικός	شیمیدان	χημικός	شیمید	ADJ;NOM;MASC;SG	N;SG
κακό	b	κακός	b	ADJ;NOM;NEUT;SG	N;SG
κακό	شر	κακός	شر	ADJ;NOM;NEUT;SG	
κακό	شرور	κακός	شرور	ADJ;NOM;NEUT;SG	N;SG
κακό	شرارت	κακός	شرارت	ADJ;NOM;NEUT;SG	N;SG
σπάρτη	اسپارتا	σπάρτης	اسپارتا	PROPN;ACC;FEM;SG	N;SG
δύσκολη	سخت	δύσκολος	سخت	ADJ;NOM;FEM;SG	ADV
δύσκολη	سختی	δύσκολος	سختی	ADJ;NOM;FEM;SG	N;SG
ρωμαίους	رومیها	ρωμαίος	رومی	PROPN;ACC;MASC;PL	N;PL
φιλμ	film	φιλμ	film	N;NOM;NEUT;SG	
ουκρανία	اوکراین	ουκρανία	None	PROPN;ACC;FEM;SG	N;SG
ισχυρό	توانا	ισχυρός	None	ADJ;NOM;NEUT;SG	N;SG
ισχυρό	قدرتمند	ισχυρός	قدرتمند	ADJ;NOM;NEUT;SG	N;SG
ηλία	الیاس	ηλία	الیاس	PROPN;NOM;MASC;SG	N;SG
ηλία	الایژا	ηλία	الایژا	PROPN;NOM;MASC;SG	N;SG
ηλία	الیاس	ηλία	الیاس	PROPN;NOM;MASC;SG	N;SG
στατιστική	آمارهای	στατιστικός	آمار	ADJ;NOM;FEM;SG	N;PL
στατιστική	آمار	στατιστικός	آمار	ADJ;NOM;FEM;SG	N;SG
αντικειμένων	اشیاء	αντικειμένος	شیء	ADJ;GEN;NEUT;PL	N;PL
αντικειμένων	اجسام	αντικειμένος	اجسام	ADJ;GEN;NEUT;PL	N;PL
αντικειμένων	اشیا	αντικειμένος	اشیا	ADJ;GEN;NEUT;PL	N;PL
γιόχαν	یوهان	γίοχας	یوهان		N;SG
γιόχαν	یوهان	γίοχας	یوهان		N;SG
δανία	دانمارک	δανία	دانمارک	PROPN;ACC;FEM;SG	N;SG
γουίλιαμ	ویلیام	γουίλιαμ	ویلیام		N;SG
μέγιστο	حداکثر	μέγιστος	حداکثر	N;NOM;NEUT;SG	ADJ
χημικό	شیمیایی	χημικός	شیمیایی	ADJ;NOM;NEUT;SG	N;SG
άκρα	ناحق	άκρα	ناحق	N;NOM;NEUT;PL	N;SG
μονάχου	مونیخ	μονάχος	مونیخ	PROPN;NOM;MASC;SG	N;SG
κοινωνικό	سوسیال	κοινωνικός	سوسیال	ADJ;NOM;NEUT;SG	N;SG
κανένας	هیچکس	κανένας	هیچکس	N;NOM;MASC;SG	PRO
βαθιά	اعماق	βαθύς	عمق	ADV	N;PL
βαθιά	ژرف	βαθύς	ژرف	ADV	N;SG
βαθιά	عمیق	βαθύς	عمیق	ADV	ADJ
τσαρλς	شارل	τσαρλς	شارل	PROPN;NOM;MASC;SG	N;SG
τσαρλς	چارلز	τσαρλς	چارلز	PROPN;NOM;MASC;SG	N;SG
επιτυχημένη	موفق	επιτυχημένος	موفق	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
επιτυχημένη	رستگار	επιτυχημένος	رستگار	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
απαραίτητο	واجب	απαραίτητος	واجب	ADJ;NOM;NEUT;SG	N;SG
γιουγκοσλαβία	یوگسلاوی	γιουγκοσλαβία	یوگسلاوی	PROPN;ACC;FEM;SG	N;SG
ελεύθερος	free	ελεύθερος	free	ADJ;NOM;MASC;SG	N;SG
ελεύθερος	آزادی	ελεύθερος	آزادی	ADJ;NOM;MASC;SG	N;SG
ελεύθερος	رایگان	ελεύθερος	None	ADJ;NOM;MASC;SG	N;SG
ελεύθερος	آزاده	ελεύθερος	آزاده	ADJ;NOM;MASC;SG	N;SG
καβάλας	کاوالا	καβάλα	کاوالا	PROPN;GEN;FEM;SG	N;SG
δημοφιλής	عامه	δημοφιλής	عامه	ADJ;NOM;FEM;SG	N;SG
δημοφιλής	محبوبه	δημοφιλής	محبوبه	ADJ;NOM;FEM;SG	N;SG
δημοφιλής	محبوب	δημοφιλής	محبوب	ADJ;NOM;FEM;SG	N;SG
αφγανιστάν	افغانستان	αφγανιστάν	افغانستان		N;SG
ενεργά	فعال	ενεργά	فعال	ADV	ADJ
τόνους	تن	τόνος	تن	N;ACC;MASC;PL	N;SG
προηγούμενες	پیشین	προηγούμενος	پیشین	ADJ;NOM;FEM;PL	N;SG
δημοκρατική	دمکراتیک	δημοκρατικός	None	ADJ;NOM;FEM;SG	N;SG
δημοκρατική	دموکراتیک	δημοκρατικός	دموکراتیک	ADJ;NOM;FEM;SG	N;SG
δημοκρατική	دموکرات	δημοκρατικός	دموکر	ADJ;NOM;FEM;SG	N;SG
αργεντινής	آرژانتین	αργεντινός	آرژانتین	ADJ;GEN;FEM;SG	N;SG
αργεντινής	آرژانتینی	αργεντινός	آرژانتینی	ADJ;GEN;FEM;SG	N;SG
αργεντινής	آرژانتین	αργεντινός	آرژانتین	ADJ;GEN;FEM;SG	N;SG
αργεντινής	آرژانتینی	αργεντινός	آرژانتینی	ADJ;GEN;FEM;SG	N;SG
εισήγαγε	معرفی	εισηγάγω	معرفی	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
γουινέα	گینه	γουινέα	گینه	PROPN;NOM;FEM;SG	N;SG
διαιρείται	تقسیم	διαιρώ	تقسیم	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
ικανότητες	مهارتش	ικανότητα	مهارتش	N;NOM;FEM;PL	N;SG
ικανότητες	مهارت	ικανότητα	مهارت	N;NOM;FEM;PL	N;SG
αφιέρωμα	وطنم	αφιέρωμα	وطنم	N;ACC;NEUT;SG	
αντιπολίτευσης	مخالفین	αντιπολίτευση	مخالف	N;GEN;FEM;SG	N;PL
ελάχιστη	کمترین	λίγο	کم	ADJ;NOM;CMPR;FEM;SG	ADJ;RL
ελάχιστη	کمینه	λίγο	کمینه	ADJ;NOM;CMPR;FEM;SG	
ελάχιστη	کمترین	λίγο	کم	ADJ;NOM;CMPR;FEM;SG	ADJ;RL
ελάχιστη	کمینه	λίγο	کمینه	ADJ;NOM;CMPR;FEM;SG	
βιετνάμ	ویتنام	βιετνάμ	ویتنام		N;SG
βιετνάμ	ویتنامی	βιετνάμ	ویتنامی		N;SG
παρούσα	هدیه	παρών	هدیه	ADJ;NOM;FEM;SG	N;SG
υψηλότερη	بالاترین	ψηλός	بالا	ADJ;NOM;CMPR;FEM;SG	ADJ;RL
πωλ	پائول	πωλ	پائول	PROPN;NOM;MASC;SG	N;SG
πωλ	پال	πωλ	پال	PROPN;NOM;MASC;SG	N;SG
πωλ	پل	πωλ	پل	PROPN;NOM;MASC;SG	N;SG
πωλ	پاول	πωλ	پاول	PROPN;NOM;MASC;SG	N;SG
άμστερνταμ	آمستردام	άμστερνταμ	آمستردام		N;SG
άμστερνταμ	امستردام	άμστερνταμ	امستردام		N;SG
επιθυμία	کاش	επιθυμία	کاش	N;ACC;FEM;SG	ADV
γεωγραφικό	جغرافیایی	γεωγραφικός	None	ADJ;NOM;NEUT;SG	N;SG
γεωγραφικό	جغرافی	γεωγραφικός	جغرافی	ADJ;NOM;NEUT;SG	N;SG
γεωγραφικό	جغرافیایی	γεωγραφικός	None	ADJ;NOM;NEUT;SG	N;SG
άγιοι	مقدسات	άγιος	مقدسه	ADJ;NOM;MASC;PL	N;PL
ακολουθώντας	following	ακολουθώ	following	V;IPFV;V.CVB;ACT	
ακολουθώντας	ذیل	ακολουθώ	ذیل	V;IPFV;V.CVB;ACT	N;SG
ιούλιος	ژوئیه	ιούλιος	ژوئیه	PROPN;NOM;MASC;SG	N;SG
ιούλιος	جولای	ιούλιος	جولا	PROPN;NOM;MASC;SG	N;SG
σκότωσε	بکش	σκοτώνω	بکش	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;SG;2
σκότωσε	بکشی	σκοτώνω	None	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;2;PRS
σκότωσε	بکشم	σκοτώνω	None	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;1;PRS
σκότωσε	کشتن	σκοτώνω	کشتن	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
εγκαταλείψει	رها	εγκαταλείπω	رها	V;PFV;IND;SG;3;FIN;ACT	N;SG
τζακ	جک	τζακ	جک		N;SG
μάρτιν	مارتن	μάρτιν	مارتن		N;SG
μάρτιν	مارتین	μάρτιν	مارتین		N;SG
σκάφος	کشتیها	σκάφος	کشتی	N;NOM;NEUT;SG	N;PL
ένταση	کشش	ένταση	کشش	N;ACC;FEM;SG	
απουσία	غایب	απουσία	غایب	N;ACC;FEM;SG	ADJ
όροι	شروط	όρος	شروط	N;NOM;MASC;PL	N;SG
δέντρα	درخت	δέντρο	درخت	N;NOM;NEUT;PL	N;SG
μέγιστη	حداکثر	μέγιστος	حداکثر	N;ACC;FEM;SG	ADJ
μόναχο	مونیخ	μόναχος	مونیخ	PROPN;NOM;NEUT;SG	N;SG
μόνιμα	پایدار	μόνιμα	پایدار	ADV	N;SG
μόνιμα	همیشگی	μόνιμα	همیشگی	ADV	ADJ
μόνιμα	دائم	μόνιμα	دائم	ADV	
μόνιμα	دائمی	μόνιμα	دائمی	ADV	N;SG
μόνιμα	دایمی	μόνιμα	دایمی	ADV	N;SG
μόνιμα	دایم	μόνιμα	داد#ده	ADV	N;SG
όπλων	بازوان	όπλο	بازوان	N;GEN;NEUT;PL	
όπλων	آغوش	όπλο	آغوش	N;GEN;NEUT;PL	N;SG
όπλων	بازو	όπλο	بازو	N;GEN;NEUT;PL	N;SG
αναλογία	نسبت	αναλογία	نسبت	N;ACC;FEM;SG	ADP
δυνατότητες	بالقوه	δυνατότητα	None	N;NOM;FEM;PL	N;SG
δυνατότητες	پتانسیل	δυνατότητα	None	N;NOM;FEM;PL	N;SG
αυξάνεται	افزایش	αυξάνω	افزایش	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
αυξάνεται	افزایشی	αυξάνω	افزایشی	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
κορυφαία	top	κορυφαία	top	ADV	N;SG
κορυφαία	تاپ	κορυφαία	تاپ	ADV	N;SG
κορυφαία	اوج	κορυφαία	اوج	ADV	N;SG
κορυφαία	فاعل	κορυφαία	None	ADV	N;SG
μικρότερα	کوچکتر	μικρός	کوچک	ADV;CMPR	ADJ;CMPR
επιτρέπεται	مجاز	επιτρέπω	مجاز	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
νήσος	آیلند	νήσος	آیلند	PROPN;NOM;FEM;SG	N;SG
νήσος	جزیره	νήσος	جزیره	PROPN;NOM;FEM;SG	N;SG
νήσος	آیل	νήσος	آیل	PROPN;NOM;FEM;SG	
ματς	تطبیق	ματός	None		N;SG
ματς	مسابقه	ματός	مسابقه		N;SG
ματς	کبریت	ματός	کبریت		N;SG
ματς	تطابق	ματός	تطابق		N;SG
έντουαρντ	ادوارد	έντουαρντ	ادوارد	PROPN;NOM;MASC;SG	N;SG
λαμβάνουν	دریافت	λαμβάνω	دریافت	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;SG
αυτόματα	اتوماتیک	αυτόματα	اتوماتیک	ADV	N;SG
αυτόματα	خودکار	αυτόματα	خودکار	ADV	N;SG
λίμνες	لیکس	λίμνη	لیکس	N;NOM;FEM;PL	N;SG
χαν	هان	χαν	هان	N	INTJ
λήψη	بگیر	λήψη	گرفت#گیر	N;ACC;FEM;SG	V;IMP;SG;2
λήψη	بگیرد	λήψη	گرفت#گیر	N;ACC;FEM;SG	V;SBJV;SG;3;PRS
λήψη	بگیرید	λήψη	None	N;ACC;FEM;SG	V;SBJV;PL;2;PRS
χριστιανοί	کریستین	χριστιανός	کریستین	N;NOM;MASC;PL	N;SG
χριστιανοί	کریستیان	χριστιανός	کریستی	N;NOM;MASC;PL	N;SG
χριστιανοί	مسیحی	χριστιανός	مسیحی	N;NOM;MASC;PL	N;SG
χριστιανοί	کریستن	χριστιανός	کریستن	N;NOM;MASC;PL	N;SG
χριστιανοί	مسیحی	χριστιανός	مسیحی	N;NOM;MASC;PL	N;SG
οπτική	دیداری	οπτικός	دیدار	ADJ;NOM;FEM;SG	N;SG
οπτική	بصری	οπτικός	بصری	ADJ;NOM;FEM;SG	N;SG
οπτική	تصویری	οπτικός	تصویر	ADJ;NOM;FEM;SG	N;SG
οπτική	اپتیک	οπτικός	اپتیک	ADJ;NOM;FEM;SG	N;SG
ενίσχυση	کمکهای	ενίσχυση	کمک	N;ACC;FEM;SG	N;PL
ευγενείς	بزرگوار	ευγενής	بزرگوار	ADJ;NOM;MASC;PL	N;SG
ευγενείς	نوبل	ευγενής	نوبل	ADJ;NOM;MASC;PL	N;SG
ευγενείς	اصیل	ευγενής	None	ADJ;NOM;MASC;PL	N;SG
ευγενείς	نجیب	ευγενής	نجیب	ADJ;NOM;MASC;PL	N;SG
σάο	سائو	σάος	سائو		N;SG
τουρκικά	ترکیه	τουρκικός	ترکیه	ADV	N;SG
τουρκικά	ترکی	τουρκικός	ترکی	ADV	N;SG
μίλια	مایل	μίλιος	مایل	N;NOM;NEUT;PL	N;SG
μίλια	مایلز	μίλιος	مایلز	N;NOM;NEUT;PL	N;SG
προτείνω	توصیه	προτείνω	توصیه	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
στρατευμάτων	قافله	στράτευμα	قافله	N;GEN;NEUT;PL	N;SG
σκωτία	اسکاتلند	σκωτία	اسکاتلند	PROPN;ACC;FEM;SG	N;SG
ίδιοι	همون	ίδιος	همون	ADJ;NOM;MASC;PL	
έγκλημα	جرایم	έγκλημα	None	N;NOM;NEUT;SG	N;PL
παράγουν	بیاورند	παράγω	آورد#آور	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;PL;3;PRS
γιαν	jan	γιαν	jan		N;SG
γιαν	یان	γιαν	یان		N;SG
ρωμαίος	رومان	ρωμαίος	رومان	PROPN;NOM;MASC;SG	N;SG
ρωμαίος	رومی	ρωμαίος	رومی	PROPN;NOM;MASC;SG	N;SG
ρωμαίος	رومن	ρωμαίος	رومن	PROPN;NOM;MASC;SG	N;SG
ρωμαίος	روم	ρωμαίος	None	PROPN;NOM;MASC;SG	
ρωμαίος	رومئو	ρωμαίος	رومئو	PROPN;NOM;MASC;SG	N;SG
κοινωνικά	اجتماعی	κοινωνικά	اجتماعی	ADV	ADJ
κοινωνικά	سوسیال	κοινωνικά	سوسیال	ADV	N;SG
αντιπροσωπεύει	معرف	αντιπροσωπεύω	None	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
πνευματική	معنوی	πνευματικός	معنوی	ADJ;NOM;FEM;SG	N;SG
πνευματική	روحانی	πνευματικός	روحانی	ADJ;NOM;FEM;SG	N;SG
πνευματική	روشنفکری	πνευματικός	روشنفکری	ADJ;NOM;FEM;SG	N;SG
πνευματική	عقلانی	πνευματικός	عقلانی	ADJ;NOM;FEM;SG	N;SG
πνευματική	روشنفکر	πνευματικός	روشنفکر	ADJ;NOM;FEM;SG	N;SG
πνευματική	فکری	πνευματικός	فکری	ADJ;NOM;FEM;SG	N;SG
χρυσά	زرین	χρυσάς	None	N;NOM;NEUT;PL	N;SG
χρυσά	طلایی	χρυσάς	طلایی	N;NOM;NEUT;PL	ADJ
χρυσά	گلدن	χρυσάς	گلدن	N;NOM;NEUT;PL	N;SG
χρυσά	طلائی	χρυσάς	طلایی	N;NOM;NEUT;PL	N;SG
χρυσά	طلای	χρυσάς	طلا	N;NOM;NEUT;PL	N;SG
χρυσά	gold	χρυσάς	gold	N;NOM;NEUT;PL	N;SG
χρυσά	طلا	χρυσάς	طلا	N;NOM;NEUT;PL	N;SG
χρυσά	طلایی	χρυσάς	طلایی	N;NOM;NEUT;PL	ADJ
χρυσά	گلد	χρυσάς	گلد	N;NOM;NEUT;PL	N;SG
χρυσά	زرین	χρυσάς	None	N;NOM;NEUT;PL	N;SG
παλαιότερη	قدیمیترین	παλιός	قدیمیترین	ADJ;NOM;CMPR;FEM;SG	ADJ;RL
υψηλό	والا	ψηλός	None	ADJ;NOM;NEUT;SG	
υψηλό	رفیع	ψηλός	None	ADJ;NOM;NEUT;SG	N;SG
παραδοσιακό	سنتی	παραδοσιακός	سنت	ADJ;NOM;NEUT;SG	N;SG
απόστολος	رسولی	απόστολος	رسولی	ADJ;NOM;MASC;SG	N;SG
όρη	کوهستان	όρος	کوهستان	N;NOM;NEUT;PL	N;SG
σκοτώθηκαν	کشته	σκοτώνω	کشت#کش	V;PFV;IND;PL;3;PST;FIN;PASS	V;SG;3;V.PTCP
ζακ	زک	ζακ	زک	PROPN;NOM;MASC;SG	N;SG
ζακ	ژاک	ζακ	ژاک	PROPN;NOM;MASC;SG	N;SG
φινλανδία	فنلاند	φινλανδία	None	PROPN;ACC;FEM;SG	N;SG
νωρίς	پگاه	νωρίς	None	ADV	N;SG
νωρίς	اوایل	νωρίς	اول	ADV	N;PL
συλλογικό	اشتراکی	συλλογικός	اشتراک	ADJ;NOM;NEUT;SG	N;SG
συλλογικό	جمعی	συλλογικός	جمع	ADJ;NOM;NEUT;SG	N;SG
νορβηγία	نروژ	νορβηγία	نروژ	PROPN;ACC;FEM;SG	N;SG
ορυκτά	معدنی	ορυκτά	معدنی	N;NOM;NEUT;PL	N;SG
αποτελούνται	متشکل	αποτελώ	متشکل	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ
ιδιοκτησία	اموال	ιδιοκτησία	مال	N;ACC;FEM;SG	N;PL
είσοδος	اماکن	είσοδος	مکان	N;NOM;FEM;SG	N;PL
σχηματίζεται	تشکیل	σχηματίζω	تشکیل	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
μεσόγειο	مدیترانه	μεσόγειο	مدیترانه	PROPN;ACC;FEM;SG	N;SG
αεροσκαφών	هواپیمای	αεροσκαφή	هواپیما	N;GEN;NEUT;PL	N;SG
αεροσκαφών	هواگرد	αεροσκαφή	هواگرد	N;GEN;NEUT;PL	N;SG
πάντοτε	always	πάντοτε	always	ADV	
χοσέ	جوز	χοσέ	جوز		N;SG
χοσέ	خوزه	χοσέ	خوزه		N;SG
χοσέ	خسه	χοσέ	خسه		N;SG
χοσέ	ژوزه	χοσέ	ژوزه		N;SG
χοσέ	خوزه	χοσέ	خوزه		N;SG
ζηλανδία	زلاند	ζηλανδία	زلاند#زلان	PROPN;ACC;FEM;SG	N;SG
μαξ	max	μαξ	max		N;SG
μαξ	مکس	μαξ	مکس		N;SG
μαξ	ماکس	μαξ	None		N;SG
μαξ	بیشینه	μαξ	بیشینه		N;SG
επαγγελματίας	حرفهای	επαγγελματίας	حرف	N;NOM;FEM;SG	N;PL
επαγγελματίας	حرفهای	επαγγελματίας	حرف	N;NOM;FEM;SG	N;PL
αντίστασης	مخالفان	αντίσταση	مخالف	N;GEN;FEM;SG	N;PL
συστηματική	سیستمیک	συστηματικός	سیستمیک	ADJ;NOM;FEM;SG	N;SG
συστηματική	سیستماتیک	συστηματικός	سیستماتیک	ADJ;NOM;FEM;SG	N;SG
συστηματική	اصولی	συστηματικός	اصولی	ADJ;NOM;FEM;SG	N;SG
ίχνη	ردیابی	ίχνος	None	N;NOM;NEUT;PL	N;SG
μηνών	ماه	μήνας	ماه	N;GEN;MASC;PL	N;SG
μηνών	ماهه	μήνας	ماهه	N;GEN;MASC;PL	N;SG
παρέμειναν	ماند	παραμένω	ماند#مان	V;PFV;IND;PL;3;PST;FIN;ACT	V;SG;3;PST
ανακοίνωση	ارتباطات	ανακοίνωση	ارتباط	N;NOM;FEM;SG	N;PL
κόμικς	کمیک	κόμικός	None	ADV	N;SG
σκάφη	کشتی	σκάφος	کشتی	N;NOM;NEUT;PL	N;SG
γνώσεις	دانش	γνώση	دانش	N;NOM;FEM;PL	N;SG
γνώσεις	آگاهی	γνώση	آگاهی	N;NOM;FEM;PL	N;SG
γνώσεις	علم	γνώση	علم	N;NOM;FEM;PL	N;SG
