les	az	le	az	DET;DEF;PL	
élève	tanuló	élève	tanuló	N;MASC;SG	ADJ;NOM;SG
séries	sorozat	série	sorozat	N;FEM;PL	N;NOM;SG
vienne	bécs	venir	bécs	ADJ;FEM;SG	N;NOM;SG
vienne	bécsi	venir	bécsi	ADJ;FEM;SG	
étudiant	hallgató	étudiant	hallgató	N;MASC;SG	
étudiant	tanuló	étudiant	tanuló	N;MASC;SG	ADJ;NOM;SG
maria	mária	maria	mária	PROPN	
maria	maria	maria	maria	PROPN	
techniques	műszaki	technique	műszaki	ADJ;MASC;PL	N;NOM;SG
techniques	technikai	technique	technikai	ADJ;MASC;PL	ADJ;NOM;SG
techniques	technikák	technique	technika	ADJ;MASC;PL	N;NOM;PL
doute	kétséges	doute	kétséges	N;MASC;SG	ADJ;NOM;SG
doute	kétség	doute	kétség	N;MASC;SG	
doute	kétségek	doute	kétség	N;MASC;SG	N;NOM;PL
doute	kétségei	doute	kétség	N;MASC;SG	N;NOM;PL
doute	kétség	doute	kétség	N;MASC;SG	
doute	kétségek	doute	kétség	N;MASC;SG	N;NOM;PL
suppression	törlés	suppression	törlés	N;FEM;SG	
mémoire	emlékek	mémoire	emlék	N;FEM;SG	N;NOM;PL
ami	ami	ami	ami	N;MASC;SG	PRO;NOM;SG;3
super	nagyszerű	super	nagyszerű	ADV	
super	super	super	super	ADV	
super	szuper	super	szuper	ADV	
super	király	super	király	ADV	
super	szuper	super	szuper	ADV	
françaises	francia	français	francia	ADJ;FEM;PL	
françaises	franciák	français	francia	ADJ;FEM;PL	N;NOM;PL
éducation	oktatási	éducation	oktatási	N;FEM;SG	ADJ;NOM;SG
don	adományozni	don	adományoz	N;MASC;SG	V;NFIN;ACT
don	don	don	don	N;MASC;SG	
hauteur	magasság	hauteur	magasság	N;FEM;SG	
morts	halott	mourir	halott	V;MASC;PL;PST;V.PTCP	
morts	halottak	mourir	halott	V;MASC;PL;PST;V.PTCP	N;NOM;PL
morts	halálesetek	mourir	haláleset	V;MASC;PL;PST;V.PTCP	N;NOM;PL
morts	haláleset	mourir	haláleset	V;MASC;PL;PST;V.PTCP	N;NOM;SG
camp	camp	camp	camp	N;MASC;SG	
probablement	valószínű	probablement	valószínű	ADV	
probablement	valószínűleg	probablement	valószínűleg	ADV	
probablement	valószínű	probablement	valószínű	ADV	
probablement	valószínűleg	probablement	valószínűleg	ADV	
social	szociális	social	szociális	ADJ;MASC;SG	N;NOM;SG
représentant	képviselni	représentant	képvisel	N;MASC;SG	V;NFIN;ACT
représentant	reprezentatív	représentant	reprezentatív	N;MASC;SG	
saisons	évszak	saison	évszú	N;FEM;PL	N;NOM;SG
saisons	szezont	saison	szezont	N;FEM;PL	N;ACC;SG
saisons	idény	saison	idény	N;FEM;PL	N;NOM;SG
saisons	évszak	saison	évszú	N;FEM;PL	N;NOM;SG
saisons	évad	saison	évad	N;FEM;PL	N;NOM;SG
saisons	szezon	saison	szez	N;FEM;PL	N;NOM;SG
temple	temple	temple	temple	N;MASC;SG	
forêt	erdők	forêt	erdő	N;FEM;SG	N;NOM;PL
forêt	erdei	forêt	erdei	N;FEM;SG	
forêt	erdő	forêt	erdő	N;FEM;SG	
forêt	erdők	forêt	erdő	N;FEM;SG	N;NOM;PL
forêt	forêt	forêt	for	N;FEM;SG	
forte	forte	fort	for	ADJ;FEM;SG	
forte	erős	fort	erős	ADJ;FEM;SG	
forte	erősek	fort	erős	ADJ;FEM;SG	N;NOM;PL
conflit	konfliktusok	conflit	konfliktus	N;MASC;SG	N;NOM;PL
conflit	konfliktusok	conflit	konfliktus	N;MASC;SG	N;NOM;PL
ben	ben	ben	ben	N;MASC;SG	
christian	keresztény	christian	keresztény	PROPN	
christian	christian	christian	christian	PROPN	
christian	keresztények	christian	keresztény	PROPN	N;NOM;PL
gouverneur	kormányzó	gouverneur	kormányzó	N;MASC;SG	ADJ;NOM;SG
artistique	művészet	artistique	művészet	ADJ;MASC;SG	N;NOM;SG
artistique	art	artistique	ar	ADJ;MASC;SG	
loin	far	loin	far	ADV	
loin	messze	loin	messze	ADV	
loin	messzire	loin	messzire	ADV	
utilise	használat	utiliser	használat	V;IND;SG;3;PRS;FIN	N;NOM;SG
utilise	használata	utiliser	használat	V;IND;SG;3;PRS;FIN	N;NOM;SG
utilise	felhasználás	utiliser	felhasználás	V;IND;SG;3;PRS;FIN	N;NOM;SG
victoires	győz	victoire	győz	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
victoires	nyert	victoire	nyert	N;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
victoires	győzelem	victoire	győzelem	N;FEM;PL	N;NOM;SG
bureau	asztali	bureau	asztali	N;MASC;SG	
contrat	szerződés	contrat	szerződés	N;MASC;SG	
féminin	nőnemű	féminin	nőnemű	ADJ;MASC;SG	
féminin	nő	féminin	nő	ADJ;MASC;SG	N;NOM;SG
féminin	női	féminin	női	ADJ;MASC;SG	
féminin	nőstény	féminin	nőstény	ADJ;MASC;SG	N;NOM;SG
féminin	nők	féminin	nő	ADJ;MASC;SG	N;NOM;PL
féminin	asszonyok	féminin	asszony	ADJ;MASC;SG	N;NOM;PL
féminin	női	féminin	női	ADJ;MASC;SG	
féminin	nő	féminin	nő	ADJ;MASC;SG	N;NOM;SG
romain	romain	romain	romai	ADJ;MASC;SG	
romain	roman	romain	roman	ADJ;MASC;SG	
professionnel	profi	professionnel	profi	ADJ;MASC;SG	
marseille	marseille	marseille	marseille	PROPN	N;NOM;PL
marseille	marseille	marseille	marseille	PROPN	N;NOM;PL
marseille	marseilles	marseille	marseilles	PROPN	
arbitre	bíró	arbitre	bíró	N;MASC;SG	
arbitre	bíró	arbitre	bíró	N;MASC;SG	
directement	közvetlen	directement	közvetlen	ADV	
directement	direct	directement	direct	ADV	N;NOM;SG
directement	közvetlenül	directement	közvetlen	ADV	ADJ;FRML;SG
directement	egyenes	directement	egyenes	ADV	
directement	közvetlenül	directement	közvetlen	ADV	ADJ;FRML;SG
appel	ellenvetés	appel	ellenvetés	N;MASC;SG	
appel	hívd	appel	hívd	N;MASC;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
pied	gyalog	pied	gyalog	N;MASC;SG	
you	te	you	te	PRO;SG;2	V;DEF;IND;SG;1;PRS;FIN;ACT
chanteur	énekesnő	chanteur	énekesnő	N;MASC;SG	
chanteur	singer	chanteur	singer	N;MASC;SG	
neuf	kilences	neuf	kilences	NUM	
neuf	kilenc	neuf	kilenc	NUM	
principe	elv	principe	elv	N;MASC;SG	
latin	latin	latin	latin	N;MASC;SG	
latin	latinul	latin	latinul	N;MASC;SG	
victor	victor	victor	victor	N;MASC;SG	
victor	viktor	victor	viktor	N;MASC;SG	
connue	ismeretes	connaître	ismeretes	V;FEM;SG;PST;V.PTCP	
connue	ismertek	connaître	ismer	V;FEM;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
connue	ismert	connaître	ismert	V;FEM;SG;PST;V.PTCP	
bord	fedélzeti	bord	fedélzeti	N;MASC;SG	
bord	edge	bord	edge	N;MASC;SG	
distribution	forgalmazási	distribution	forgalmazási	N;FEM;SG	ADJ;NOM;SG
entreprises	üzleti	entreprise	üzlet	N;FEM;PL	N;NOM;SG
entreprises	üzlet	entreprise	üzlet	N;FEM;PL	N;NOM;SG
lumière	light	lumière	light	N;FEM;SG	
lumière	lámpák	lumière	lámpa	N;FEM;SG	N;NOM;PL
lumière	fények	lumière	fény	N;FEM;SG	N;NOM;PL
supérieure	superior	supérieur	superior	ADJ;FEM;SG	N;NOM;SG
supérieure	felső	supérieur	felső	ADJ;FEM;SG	
automobile	autóipari	automobile	autóipari	ADJ;MASC;SG	N;NOM;SG
automobile	autóipar	automobile	autóipar	ADJ;MASC;SG	N;NOM;SG
automobile	gépjármű	automobile	gépjármű	ADJ;MASC;SG	N;NOM;SG
soviétique	szovjetek	soviétique	szovjet	ADJ;MASC;SG	N;NOM;PL
soviétique	szovjet	soviétique	szovjet	ADJ;MASC;SG	
textes	sms	texte	sms	N;MASC;PL	N;NOM;SG
textes	szöveg	texte	szöveg	N;MASC;PL	N;NOM;SG
royale	royale	royal	royale	ADJ;FEM;SG	
royale	királyi	royal	királyi	ADJ;FEM;SG	
royale	royal	royal	royal	ADJ;FEM;SG	
pilote	vezető	pilote	vezető	N;MASC;SG	
pilote	kocsis	pilote	kocsis	N;MASC;SG	
pilote	pilot	pilote	pilot	N;MASC;SG	
josé	jose	josé	jose	PROPN	
josé	josé	josé	josé	PROPN	
josé	jose	josé	jose	PROPN	
josé	josé	josé	josé	PROPN	
studio	studio	studio	studio	N;MASC;SG	
reine	queen	reine	ő	N;FEM;SG	
reine	dáma	reine	dáma	N;FEM;SG	
patrick	patrik	patrick	patrik	PROPN	N;NOM;SG
patrick	patrick	patrick	patrick	PROPN	
chacun	mindegyik	chacun	mindegyik	PRO;MASC;SG	
physique	fizika	physique	fizika	ADJ;MASC;SG	N;NOM;SG
physique	fizikai	physique	fizikai	ADJ;MASC;SG	
auteurs	szerzői	auteur	szerzői	N;MASC;PL	ADJ;NOM;SG
étienne	stephen	étien	stephen	N;MASC;SG	
étienne	istván	étien	istván	N;MASC;SG	
étienne	etienne	étien	etien	N;MASC;SG	
via	via	via	via	ADP	
via	át	via	át	ADP	ADV
californie	kaliforniai	californie	kaliforniai	PROPN	V;DEF;IND;SG;3;PRS;NFIN;ACT
californie	california	californie	california	PROPN	
californie	kalifornia	californie	kalifornia	PROPN	
californie	kaliforniában	californie	kalifornia	PROPN	N;IN+ESS;SG
volume	volumen	volume	volumen	N;MASC;SG	
militaires	katonaság	militaire	katonaság	ADJ;MASC;PL	N;NOM;SG
militaires	katonai	militaire	katonai	ADJ;MASC;PL	ADJ;NOM;SG
militaires	hadsereg	militaire	hadsereg	ADJ;MASC;PL	N;NOM;SG
pape	pape	pape	pape	N;MASC;SG	
pape	pápa	pape	pápa	N;MASC;SG	
pape	pope	pape	pope	N;MASC;SG	
questions	kérdés	question	kérdés	N;FEM;PL	N;NOM;SG
parle	beszélgetés	parler	beszélgetés	V;IND;SG;3;PRS;FIN	N;NOM;SG
parle	beszélj	parler	beszél	V;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
courant	áramlat	courir	áramlat	V;PRS;V.PTCP	N;NOM;SG
courant	jelenlegi	courir	jelenlegi	V;PRS;V.PTCP	
courant	aktuális	courir	aktuális	V;PRS;V.PTCP	ADJ;NOM;SG
lire	olvasás	lire	olvasás	V;NFIN	N;NOM;SG
ouvrages	könyv	ouvrage	könyv	N;MASC;PL	N;NOM;SG
terres	föld	terre	föld	N;FEM;PL	N;NOM;SG
terres	földterület	terre	földterület	N;FEM;PL	N;NOM;SG
terres	szárazföld	terre	szárazföld	N;FEM;PL	N;NOM;SG
terres	telek	terre	tél	N;FEM;PL	N;NOM;SG
denis	dennis	denis	dennis	PROPN	
denis	denis	denis	denis	PROPN	
brésil	brazília	brésil	brazília	N;MASC;SG	
piste	nyomon	piste	nyomon	N;FEM;SG	
piste	kifutó	piste	kifutó	N;FEM;SG	
paix	béke	paix	béke	N;FEM;SG	
vieux	idős	vieux	idős	ADJ;MASC;SG	
vieux	régit	vieux	régit	ADJ;MASC;SG	N;ACC;SG
vieux	régi	vieux	régi	ADJ;MASC;SG	
vieux	öreg	vieux	öreg	ADJ;MASC;SG	
vieux	régiek	vieux	régiek	ADJ;MASC;SG	N;NOM;PL
vieux	vieux	vieux	vieux	ADJ;MASC;SG	
faible	gyenge	faible	gyenge	ADJ;MASC;SG	
faible	gyengék	faible	gyengék	ADJ;MASC;SG	N;NOM;PL
algérie	algéria	algérie	algéria	ADJ;MASC;SG	
chargé	terhelt	charger	terhelt	V;MASC;SG;PST;V.PTCP	
chargé	laden	charger	laden	V;MASC;SG;PST;V.PTCP	N;NOM;SG
chargé	feltöltve	charger	feltöltve	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
chargé	töltve	charger	töltve	V;MASC;SG;PST;V.PTCP	
chargé	terhelt	charger	terhelt	V;MASC;SG;PST;V.PTCP	
chargé	feltöltve	charger	feltöltve	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
puissance	power	puissance	power	N;FEM;SG	
final	végleges	final	végleges	ADJ;MASC;SG	
final	záró	final	záró	ADJ;MASC;SG	N;NOM;SG
final	utolsó	final	utolsó	ADJ;MASC;SG	
final	végső	final	végső	ADJ;MASC;SG	
simon	simon	simon	simon	N;MASC;SG	
formule	formula	formule	formula	N;FEM;SG	
néanmoins	mindamellett	néanmoins	mindamellett	ADV	
néanmoins	mindazonáltal	néanmoins	mindazonáltal	ADV	CONJ
néanmoins	mindazonáltal	néanmoins	mindazonáltal	ADV	CONJ
sœur	sis	sœur	sis	N;FEM;SG	
opéra	opera	opéra	opera	N;MASC;SG	
puisque	azóta	puisque	azóta	CONJ	ADV
puisque	mióta	puisque	mióta	CONJ	ADV
puisque	óta	puisque	óta	CONJ	ADP
reçu	nyugta	recevoir	nyug	V;MASC;SG;PST;V.PTCP	N;NOM;SG
reçu	átvétel	recevoir	átvétel	V;MASC;SG;PST;V.PTCP	N;NOM;SG
reçu	roger	recevoir	roger	V;MASC;SG;PST;V.PTCP	
derrière	mögötte	derrière	mögöt	ADP	
locale	lokál	local	lokál	ADJ;FEM;SG	N;NOM;SG
locale	helyi	local	helyi	ADJ;FEM;SG	
piano	zongora	piano	zongor	N;MASC;SG	
gros	nagyok	gros	nagy	ADJ;MASC;SG	N;NOM;PL
gros	zsír	gros	zsír	ADJ;MASC;SG	N;NOM;SG
gros	zsírok	gros	zsír	ADJ;MASC;SG	N;NOM;PL
gros	fat	gros	fat	ADJ;MASC;SG	
gros	kövér	gros	kövér	ADJ;MASC;SG	
gros	nagykereskedelmi	gros	nagykereskedelmi	ADJ;MASC;SG	N;NOM;SG
montagne	hegyi	montagne	hegyi	N;FEM;SG	
montagne	hegyek	montagne	hegy	N;FEM;SG	N;NOM;PL
montagne	hegyek	montagne	hegy	N;FEM;SG	N;NOM;PL
diverses	egyéb	divers	egyéb	ADJ;FEM;PL	
diverses	egyebek	divers	egyéb	ADJ;FEM;PL	
diverses	különféle	divers	különféle	ADJ;FEM;PL	
diverses	vegyes	divers	vegyes	ADJ;FEM;PL	
diverses	többféle	divers	többfél	ADJ;FEM;PL	
diverses	különféle	divers	különféle	ADJ;FEM;PL	
diverses	különböző	divers	különböző	ADJ;FEM;PL	
diverses	sokszínű	divers	sokszínű	ADJ;FEM;PL	
découverte	felfedezés	découvrir	felfedezés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
découverte	felfedezése	découvrir	felfedezés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
découverte	felfedezés	découvrir	felfedezés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
découverte	discovery	découvrir	discovery	V;FEM;SG;PST;V.PTCP	N;NOM;SG
front	front	front	front	N;MASC;SG	
marcel	marcel	marcel	marcel	N;MASC;SG	
val	val	val	val	N;MASC;SG	
religieux	vallás	religieux	vallás	ADJ;MASC;SG	N;NOM;SG
religieux	vallásos	religieux	vallásos	ADJ;MASC;SG	
religieux	vallás	religieux	vallás	ADJ;MASC;SG	N;NOM;SG
archives	archívum	archive	archívum	N;FEM;PL	N;NOM;SG
archives	archívum	archive	archívum	N;FEM;PL	N;NOM;SG
vote	szavazz	vote	szavazz	N;MASC;SG	
vote	szavazat	vote	szavazat	N;MASC;SG	
vote	szavazzatok	vote	szavazont	N;MASC;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
vote	szavazatok	vote	szavazat	N;MASC;SG	N;NOM;PL
vote	szavazat	vote	szavazat	N;MASC;SG	
vote	szavazó	vote	szavazó	N;MASC;SG	
formes	nyomtatvány	forme	nyomtatvány	N;FEM;PL	N;NOM;SG
proximité	közeli	proximité	közeli	N;FEM;SG	
romaine	romaine	romain	romaine	ADJ;FEM;SG	
romaine	roman	romain	roman	ADJ;FEM;SG	
alt	alt	alt	al		
obtenir	megszerzése	obtenir	megszerzés	V;NFIN	N;NOM;SG
blanche	blanche	blanc	blanche	ADJ;FEM;SG	
blanche	fehér	blanc	fehér	ADJ;FEM;SG	
angeles	angeles	angele	angeles	PROPN	
belle	gyönyörű	beau	gyönyörű	ADJ;FEM;SG	
belle	belle	beau	belle	ADJ;FEM;SG	
belle	bájos	beau	bájos	ADJ;FEM;SG	
belle	kedves	beau	kedves	ADJ;FEM;SG	
continue	folytatódik	continu	folytatódik	ADJ;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
continue	folyamatos	continu	folyamatos	ADJ;FEM;SG	
continue	folytonos	continu	folytonos	ADJ;FEM;SG	
continue	folytatás	continu	folytatás	ADJ;FEM;SG	N;NOM;SG
continue	folytasd	continu	folytasd	ADJ;FEM;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
continue	folytatás	continu	folytatás	ADJ;FEM;SG	N;NOM;SG
chant	song	chant	song	N;MASC;SG	
chant	énekelni	chant	énekel	N;MASC;SG	V;NFIN;ACT
chant	énekel	chant	én	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
mondial	világszerte	mondial	világszerte	ADJ;MASC;SG	
mondial	világ	mondial	világ	ADJ;MASC;SG	
mondial	world	mondial	world	ADJ;MASC;SG	
mondial	vilag	mondial	vilag	ADJ;MASC;SG	N;NOM;SG
mondial	mondial	mondial	mondial	ADJ;MASC;SG	
mondial	global	mondial	global	ADJ;MASC;SG	
longtemps	hosszú	longtemps	hosszú	ADV	
chinois	kínai	chinois	kínai	ADJ;MASC;SG	
chinois	kínaiak	chinois	kínai	ADJ;MASC;SG	N;NOM;PL
frédéric	friedrich	frédéric	friedrich	PROPN	
frédéric	frédéric	frédéric	frédéric	PROPN	N;NOM;SG
frédéric	frederic	frédéric	frederic	PROPN	
frédéric	frederick	frédéric	frederick	PROPN	
frédéric	frederic	frédéric	frederic	PROPN	
soleil	sun	soleil	sun	N;MASC;SG	
soleil	napsugár	soleil	napsugár	N;MASC;SG	
utilisateur	felhasználó	utilisateur	felhasználó	N;MASC;SG	ADJ;NOM;SG
utilisateur	felhasználói	utilisateur	felhasználói	N;MASC;SG	N;NOM;PL
allemands	németül	allemand	németül	ADJ;MASC;PL	
allemands	német	allemand	német	ADJ;MASC;PL	ADJ;NOM;SG
allemands	németek	allemand	német	ADJ;MASC;PL	N;NOM;PL
moscou	moszkvai	moscou	moszkvai	PROPN	ADJ;NOM;SG
moscou	moszkvában	moscou	moszkva	PROPN	PROPN;IN+ESS;SG
moscou	moszkva	moscou	moszkva	PROPN	
sportif	sport	sportif	sport	ADJ;MASC;SG	
amis	barát	ami	bara	N;MASC;PL	N;NOM;SG
amis	barátom	ami	barát	N;MASC;PL	N;NOM;SG
toulouse	toulouse	toulouse	toulous	N;FEM;SG	
inclinaison	döntsd	inclinaison	döntsd	N;FEM;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
mexique	mexikó	mexique	mexikó	ADJ;MASC;SG	
limite	korlátok	limite	korlát	N;FEM;SG	N;NOM;PL
limite	korlátozások	limite	korlátozás	N;FEM;SG	N;NOM;PL
limite	határok	limite	határ	N;FEM;SG	N;NOM;PL
limite	határértékek	limite	határérték	N;FEM;SG	N;NOM;PL
limite	korlátozás	limite	korlátozás	N;FEM;SG	
limite	limit	limite	limi	N;FEM;SG	
dernières	utoljára	dernier	utoljára	ADJ;FEM;PL	ADV
dernières	utolsónak	dernier	utolsó	ADJ;FEM;PL	ADV
dernières	last	dernier	last	ADJ;FEM;PL	
dernières	utolsó	dernier	utolsó	ADJ;FEM;PL	
dernières	legújabb	dernier	legújabb	ADJ;FEM;PL	ADJ;NOM;RL;SG
dernières	legutóbbi	dernier	legutóbbi	ADJ;FEM;PL	
dernières	legfrissebb	dernier	fons	ADJ;FEM;PL	ADJ;NOM;RL;SG
liberté	liberté	liberté	liber	N;FEM;SG	
contenu	tartalma	contenir	tartalom	V;MASC;SG;PST;V.PTCP	N;NOM;SG
contenu	tartalom	contenir	tartalom	V;MASC;SG;PST;V.PTCP	N;NOM;SG
contenu	tartalma	contenir	tartalom	V;MASC;SG;PST;V.PTCP	N;NOM;SG
contenu	tartalmát	contenir	tartalom	V;MASC;SG;PST;V.PTCP	N;ACC;SG
contenu	tartalom	contenir	tartalom	V;MASC;SG;PST;V.PTCP	N;NOM;SG
fête	party	fête	party	N;FEM;SG	
fête	parti	fête	parti	N;FEM;SG	ADJ;NOM;SG
rhône	rhône	rhône	rhône	N;MASC;SG	
photo	fényképek	photo	fénykép	N;FEM;SG	N;NOM;PL
vincent	vincent	vincent	vincen	N;MASC;SG	
jouer	játék	jouer	játék	V;NFIN	N;NOM;SG
jouer	play	jouer	play	V;NFIN	
jouer	játssz	jouer	játssz	V;NFIN	
jules	jules	jule	jules	N;MASC;SG	PROPN;NOM;SG
jules	julius	jule	julius	N;MASC;SG	
précédente	előző	précédent	előző	ADJ;FEM;SG	
polonais	lengyel	polonais	lengyel	ADJ;MASC;SG	
polonais	lengyelek	polonais	lengyelek	ADJ;MASC;SG	
polonais	rúd	polonais	rúd	ADJ;MASC;SG	N;NOM;SG
analyse	elemzések	analyse	elemzés	N;FEM;SG	N;NOM;PL
noire	noire	noir	noire	ADJ;FEM;SG	
noire	fekete	noir	feket	ADJ;FEM;SG	
noire	black	noir	black	ADJ;FEM;SG	
recherches	keresés	recherche	keresés	N;FEM;PL	
recherches	kutatás	recherche	kutatás	N;FEM;PL	N;NOM;SG
recherches	kutatási	recherche	kutatási	N;FEM;PL	N;NOM;SG
offre	ajánlatok	offre	ajánlat	N;FEM;SG	N;NOM;PL
offre	kínál	offre	kínál	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
offre	ajánlatokat	offre	ajánlat	N;FEM;SG	N;ACC;PL
sauf	kivéve	sauf	kivév	ADP	
frontière	határokon	frontière	határ	N;FEM;SG	N;ON+ESS;PL
max	max	max	max	N;MASC;SG	
américains	amerikai	américain	amerikai	ADJ;MASC;PL	ADJ;NOM;SG
américains	amerikaiak	américain	amerikai	ADJ;MASC;PL	N;NOM;PL
eaux	víz	eau	víz	N;FEM;PL	N;NOM;SG
eaux	vizet	eau	víz	N;FEM;PL	N;ACC;SG
eaux	waters	eau	waters	N;FEM;PL	
love	szeretettel	love	szeretet	ADJ;FEM;SG	N;INS;SG
love	love	love	love	ADJ;FEM;SG	
love	szeretet	love	szeretet	ADJ;FEM;SG	N;NOM;SG
love	szerelem	love	szerelem	ADJ;FEM;SG	N;NOM;SG
uniquement	kizárólag	uniquement	kizárólag	ADV	
résistance	ellenálló	résistance	ellenálló	N;FEM;SG	
dessous	alul	dessous	alul	N;MASC;SG	
dessous	alatt	dessous	alatt	N;MASC;SG	ADP
dessous	alatta	dessous	alat	N;MASC;SG	
dessous	alább	dessous	alá	N;MASC;SG	ADV
dessous	lent	dessous	lesz	N;MASC;SG	
smith	kovács	smith	kovács	PROPN	
smith	smith	smith	smith	PROPN	
bleu	kék	bleu	kék	N;MASC;SG	
bleu	blue	bleu	blue	N;MASC;SG	
bleu	bleu	bleu	bleu	N;MASC;SG	
asie	ázsiai	asie	ázsiai	PROPN	ADJ;NOM;SG
asie	ázsia	asie	ázsia	PROPN	
jack	jack	jack	jack	PROPN	
classé	névleges	classer	névleges	V;MASC;SG;PST;V.PTCP	N;NOM;SG
classé	titkos	classer	titkos	V;MASC;SG;PST;V.PTCP	
www	www	www	www		
guy	fickó	guy	fickó	PROPN	
guy	guy	guy	guy	PROPN	
guy	pasi	guy	pasi	PROPN	N;NOM;SG
guy	srác	guy	srác	PROPN	N;NOM;SG
sommet	csúcs	sommet	csúcs	N;MASC;SG	
border	határokon	border	határ	N;MASC;SG	N;ON+ESS;PL
faits	tények	faire	tény	V;MASC;PL;PST;V.PTCP	N;NOM;PL
faits	tényállás	faire	tényállás	V;MASC;PL;PST;V.PTCP	N;NOM;SG
licence	engedély	licence	engedély	N;FEM;SG	
licence	engedély	licence	engedély	N;FEM;SG	
juifs	zsidó	juif	zsidó	N;MASC;PL	
suit	követ	suivre	követ	V;IND;SG;3;PRS;FIN	
écrire	írj	écrire	írj	V;NFIN	
écrire	írással	écrire	írás	V;NFIN	N;INS;SG
écrire	írás	écrire	írás	V;NFIN	N;NOM;SG
écrire	írása	écrire	írás	V;NFIN	N;NOM;SG
lance	lance	lance	lance	N;FEM;SG	
fonds	alap	fonds	alap	N;MASC;SG	
fonds	pénzeszközök	fonds	pénzeszköz	N;MASC;SG	N;NOM;PL
fonds	alapok	fonds	alap	N;MASC;SG	N;NOM;PL
besoin	kellett	besoin	kell	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
besoin	szükséges	besoin	szükséges	N;MASC;SG	ADJ;NOM;SG
besoin	kell	besoin	kell	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
besoin	szükséges	besoin	szükséges	N;MASC;SG	ADJ;NOM;SG
avance	előre	avance	előre	N;FEM;SG	
grec	görög	grec	görög	ADJ;MASC;SG	
bordeaux	bordeaux	bordeau	bordeaux	N;MASC;PL	
règles	szabály	règle	szabály	N;FEM;PL	N;NOM;SG
règles	szabályzat	règle	szabályzat	N;FEM;PL	N;NOM;SG
mark	mark	mark	mark	PROPN	
chicago	chicagóban	chicago	chicagó	PROPN	N;IN+ESS;SG
chicago	chicagói	chicago	chicagó	PROPN	N;NOM;SG
chicago	chicago	chicago	chicago	PROPN	
provence	provence	provence	provence	N;FEM;SG	
publie	kihirdetik	publier	ki+hirdet	V;SG;PRS;V.PTCP	V;DEF;IND;PL;3;PRS;FIN;ACT
publie	közzététel	publier	közzététel	V;SG;PRS;V.PTCP	N;NOM;SG
éviter	elkerülése	éviter	elkerülés	V;NFIN	N;NOM;SG
éviter	elkerülése	éviter	elkerülés	V;NFIN	N;NOM;SG
éviter	elkerülése	éviter	elkerülés	V;NFIN	N;NOM;SG
réserve	tartalékok	réserve	tartalék	N;FEM;SG	N;NOM;PL
réserve	tartalék	réserve	tartalék	N;FEM;SG	
réserve	tartalék	réserve	tartalék	N;FEM;SG	
défaite	legyőzte	défaite	legyőz	N;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
défaite	legyőzött	défaite	legyőz	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
défaite	legyőzni	défaite	legyőz	N;FEM;SG	V;NFIN;ACT
sports	sport	sport	sport	N;MASC;PL	
sports	sportban	sport	sport	N;MASC;PL	N;IN+ESS;SG
maritime	tengeri	maritime	tengeri	ADJ;MASC;SG	
voies	sávot	voie	sáv	N;FEM;PL	N;ACC;SG
cardinal	bíboros	cardinal	bíboros	N;MASC;SG	
résumé	absztrakt	résumé	absztrakt	V;MASC;SG;PST;V.PTCP	N;NOM;SG
résumé	elvont	résumé	elvont	V;MASC;SG;PST;V.PTCP	
résumé	összefoglaló	résumé	összefoglaló	V;MASC;SG;PST;V.PTCP	
lorraine	lorraine	lorrain	lorraine	ADJ;FEM;SG	
lutte	harcolni	lutte	harcol	N;FEM;SG	V;NFIN;ACT
parents	anyavállalat	parent	anyavállalat	N;MASC;PL	N;NOM;SG
parents	szülői	parent	szülői	N;MASC;PL	N;NOM;SG
parents	szülő	parent	szülő	N;MASC;PL	N;NOM;SG
tournée	tour	tourner	tour	V;FEM;SG;PST;V.PTCP	
tournée	turné	tourner	tur	V;FEM;SG;PST;V.PTCP	N;NOM;SG
tournée	túra	tourner	túra	V;FEM;SG;PST;V.PTCP	N;NOM;SG
tournée	touring	tourner	touring	V;FEM;SG;PST;V.PTCP	
rose	pink	rose	pink	ADJ;FEM;SG	
rose	rózsaszín	rose	rózsaszín	ADJ;FEM;SG	
rose	rózsaszínű	rose	rózsaszínű	ADJ;FEM;SG	
