que	귀하	que	귀하	PRO	
avó	할아버지	avó	할아버지	N	
acto	act	acto	act	N	
acto	파트	acto	파트	N	
brazo	팔이	brazo	팔+이	N	
mensaxe	메시지	mensaxe	메시지	N	
mensaxe	메세지	mensaxe	메세지	N	
hollywood	헐리우드	hollywood	헐리우드	PROPN	
hollywood	할리우드	hollywood	할리우드	PROPN	PROPN
marchou	그녀	marchar	그녀	V	
marchou	그녀는	marchar	그녀+는	V	PRO
marchou	좌파	marchar	좌파	V	N
marchou	왼쪽	marchar	왼쪽	V	
marchou	아웃	marchar	아웃	V	
marchou	gone	marchar	gone	V	
estiveches	당신은	estiveche	당신+은	V	PRO
estiveches	귀하	estiveche	귀하	V	
estiveches	당신	estiveche	당신	V	PRO
ponte	다리	ponte	다리	N	
ponte	브리지	ponte	브리+지	N	
ponte	get	ponte	get	N	
ponte	받기	ponte	받+기	N	V
lembras	당신은	lembra	당신+은	N	PRO
lembras	귀하	lembra	귀하	N	
lembras	당신	lembra	당신	N	PRO
lembras	기억해	lembra	기억+하+어	N	V
lembras	기억하기	lembra	기억+하+기	N	V
lembras	기억하라	lembra	기억+하+라	N	V
lembras	remember	lembra	remember	N	
profesor	선생님	profesor	선생님	N	
deses	하나	dar	하나	PROPN	
deses	그들	dar	그+들	PROPN	N
viven	생활	vivir	생활	V	N
viven	생방송	vivir	생방송	V	N
viven	라이브	vivir	라이브	V	
viven	그들이	vivir	그+들+이	V	PRO
viven	그들은	vivir	그+들+은	V	PRO
desexo	욕망	desexo	욕망	N	
desexo	욕망이	desexo	욕망+이	N	
desexo	소원	desexo	소원	N	
visita	방문	visita	방문	N	
visita	방문하기	visita	방문+하+기	N	V
membros	멤버	membro	멤버	N	
membros	멤버	membro	멤버	N	
máquina	타자기	máquina	타자+기	N	
fará	make	facer	make	V	
mozas	영영	mozo	영영	N	
mozas	젊은	mozo	젊+ㄴ	N	ADJ
han	그들이	haber	그+들+이	V	PRO
han	그들은	haber	그+들+은	V	PRO
alta	하이	alto	하이	ADJ	
mágoa	부끄러운	mágoa	부끄럽+ㄴ	ADJ	
mágoa	수치	mágoa	수치	ADJ	N
mágoa	부끄러움	mágoa	부끄럽+ㅁ	ADJ	
mágoa	bad	mágoa	bad	ADJ	
mágoa	미안	mágoa	미안	ADJ	
perdón	미안	perdón	미안	N	
perdón	beg	perdón	beg	N	
perdón	용서	perdón	용서	N	
hotel	호텔	hotel	호텔	PROPN	N
hotel	inn	hotel	inn	PROPN	
hotel	여관	hotel	여관	PROPN	N
trae	get	trae	get	V	
terceiro	세번째	terceiro	세번+째	ADJ	N
terceiro	셋째	terceiro	셋째	ADJ	NUM
terceiro	동공	terceiro	동공	ADJ	
suficiente	충분해	suficiente	충분+하+어	ADJ	V
suficiente	충분한	suficiente	충분+하+ㄴ	ADJ	V
suficiente	충분히	suficiente	충분+히	ADJ	ADV
volva	다시	volva	다시	V	ADV
volva	뒤로	volva	뒤+로	V	ADV
volva	반납	volva	반납	V	N
volva	반환	volva	반환	V	N
volva	리턴	volva	리턴	V	
volva	귀환	volva	귀환	V	N
volva	복귀	volva	복귀	V	N
volva	get	volva	get	V	
volva	다시	volva	다시	V	ADV
volva	또다시	volva	또다시	V	ADV
volva	당신은	volva	당신+은	V	PRO
volva	귀하	volva	귀하	V	
volva	당신	volva	당신	V	PRO
raro	이상한	raro	이상+하+ㄴ	ADJ	V
raro	odd	raro	odd	ADJ	
raro	희귀한	raro	희귀+하+ㄴ	ADJ	V
raro	귀한	raro	귀하+ㄴ	ADJ	
raro	희귀	raro	희귀	ADJ	N
raro	드문	raro	드물+ㄴ	ADJ	
raro	이상한	raro	이상+하+ㄴ	ADJ	V
raro	이상하다	raro	이상+하+다	ADJ	V
escena	현장	escenar	현장	N	
terás	당신은	ter	당신+은	V	PRO
terás	귀하	ter	귀하	V	
terás	당신	ter	당신	V	PRO
terás	get	ter	get	V	
americano	아메리칸	americano	아메리칸	ADJ	
americano	미국인	americano	미국인	ADJ	N
espada	도검	espada	도검	N	
olla	표정	olla	표정	V	N
queredes	당신은	querede	당신+은	V	PRO
queredes	귀하	querede	귀하	V	
queredes	당신	querede	당신	V	PRO
investigación	문의	investigación	문+의	N	
asasinato	살인사건	asasinato	살인사건	N	
asasinato	살인죄	asasinato	살인죄	N	
asasinato	살인	asasinato	살인	N	
dicirlle	그녀	dicirllar	그녀	V	
dicirlle	그녀의	dicirllar	그녀+의	V	PRO
dicirlle	당신은	dicirllar	당신+은	V	PRO
dicirlle	귀하	dicirllar	귀하	V	
dicirlle	당신	dicirllar	당신	V	PRO
dicirlle	그를	dicirllar	그+를	V	PRO
dicirlle	say	dicirllar	say	V	
enfermo	아파	enfermo	아프+아	N	
enfermo	아픈	enfermo	아프+ㄴ	N	
enfermo	아프다	enfermo	아프+다	N	
enfermo	당신은	enfermo	당신+은	N	PRO
enfermo	귀하	enfermo	귀하	N	
enfermo	당신	enfermo	당신	N	PRO
james	제임스	jame	제임스	PROPN	
pel	모피	pel	모피	N	
pel	스킨	pel	스킨	N	
cheo	가득	cheo	가득	N	ADV
cheo	함께	cheo	함께	N	ADV
cadea	체인	cadea	체인	N	
don	don	don	don	N	
pódese	당신은	póder	당신+은	V	PRO
pódese	귀하	póder	귀하	V	
pódese	당신	póder	당신	V	PRO
la	양털	la	양털	N	
países	시골	país	시골	N	
países	컨트리	país	컨트리	N	
xunto	함께	xunto	함께	ADJ	ADV
xunto	함께	xunto	함께	ADJ	ADV
xunto	같이	xunto	같이	ADJ	ADV
york	요크	york	요크	PROPN	
york	도시	york	도시	PROPN	N
york	시티	york	시티	PROPN	
tanta	많이	tanto	많이	DET	ADV
tanta	훨씬	tanto	훨씬	DET	ADV
tanta	많은	tanto	많+ㄴ	DET	ADJ
dano	피해	dano	피하+어	N	
dano	손해	dano	손해	N	
dano	당신은	dano	당신+은	N	PRO
dano	귀하	dano	귀하	N	
dano	당신	dano	당신	N	PRO
agás	그런데	agás	그런데	ADP	CONJ
agás	그러나	agás	그러나	ADP	CONJ
agás	근데	agás	근데	ADP	
agás	하지만	agás	하지만	ADP	CONJ
agás	빼고	agás	빼+고	ADP	
arroz	라이스	arroz	라이스	N	
morta	데드	morto	데드	N	
morta	그녀	morto	그녀	N	
morta	그녀는	morto	그녀+는	N	PRO
acaba	단지	acabar	단지	V	ADV
acaba	그냥	acabar	그냥	V	ADV
cantar	sing	cantar	sing	V	
cantar	노래	cantar	노래	V	N
cantar	노래	cantar	노래	V	N
montaña	산맥	montaña	산맥	N	
pacientes	who	paciente	who	N	
domingo	일요일	domingo	일요일	N	
domingo	안식일	domingo	안식+이+ㄹ	N	
brian	브라이언	brian	브라이언	PROPN	PROPN
interior	인사이드	interior	인사이드	ADJ	
interior	내부	interior	내부	ADJ	N
interior	내부	interior	내부	ADJ	N
interior	인테리어	interior	인테리어	ADJ	
interior	내부	interior	내부	ADJ	N
interior	굽기	interior	굽+기	ADJ	V
interior	화상	interior	화상	ADJ	
destas	이거	dar	이거	N	
destas	하나	dar	하나	N	
feitos	팩트	feito	팩트	N	
feitos	made	feito	made	N	
feitos	만든	feito	만들+ㄴ	N	
feitos	팩트	feito	팩트	N	
cartas	글자	carta	글자	N	
levan	그들이	levar	그+들+이	V	PRO
levan	그들은	levar	그+들+은	V	PRO
brazos	아웃	brazo	아웃	N	
verdadeiro	진짜	verdadeiro	진짜	ADJ	N
verdadeiro	리얼	verdadeiro	리얼	ADJ	
verdadeiro	레알	verdadeiro	레알	ADJ	
anaco	piece	anaco	piece	N	
anaco	비트	anaco	비트	N	
anaco	동안	anaco	동안	N	
árbore	트리	árbore	트리	N	
rico	부자	rico	부자	ADJ	
rico	남자	rico	남자	ADJ	N
rico	남성	rico	남성	ADJ	N
rico	사람	rico	사람	ADJ	N
vender	팔아	vender	팔+아	V	
vender	판매	vender	판매	V	N
vender	판매	vender	판매	V	N
terras	육지	terra	육지	N	
terras	랜드	terra	랜드	N	
xeneral	일반인	xeneral	일반+이+ㄴ	N	
miller	밀러	miller	밀+러	PROPN	
súpeto	갑작스럽게	súpeto	갑작스럽+게	N	
súpeto	갑자기	súpeto	갑자기	N	ADV
súpeto	그렇다면	súpeto	그렇다면	N	CONJ
súpeto	그러면	súpeto	그러면	N	CONJ
súpeto	그때	súpeto	그때	N	
negra	검은색	negro	검은색	N	
negra	검정	negro	검정	N	
negra	검정색	negro	검정색	N	
negra	블랙	negro	블랙	N	
negra	블랙리스트	negro	블랙리스트	N	
enfermidade	아파	enfermidade	아프+아	N	
enfermidade	아픈	enfermidade	아프+ㄴ	N	
enfermidade	아프다	enfermidade	아프+다	N	
cabaleiro	신사	cabaleiro	신사	ADJ	N
cabaleiro	기사	cabaleiro	기사	ADJ	N
cabaleiro	나이트	cabaleiro	나이트	ADJ	
bonita	예뻐	bonita	예+어	N	
bonita	아름다운	bonita	아름답+ㄴ	N	ADJ
bonita	아름다워	bonita	아름답+어	N	
bonita	아름답다	bonita	아름답+다	N	ADJ
bonita	나이스	bonita	나이스	N	
tés	당신은	tés	당신+은	PROPN	PRO
tés	귀하	tés	귀하	PROPN	
tés	당신	tés	당신	PROPN	PRO
tés	got	tés	got	PROPN	
maldito	저주받은	maldito	저주+받+ㄴ	N	
maldito	블러디	maldito	블러디	N	
especie	친절한	especie	친절+하+ㄴ	N	V
especie	sort	especie	sort	N	
especie	정렬	especie	정렬	N	
áfrica	아프리카	áfrica	아프리카	PROPN	
chegamos	get	chegar	get	V	
chegamos	도달	chegar	도달	V	
chegamos	got	chegar	got	V	
chegamos	거기	chegar	거기	V	
chegamos	거기에	chegar	거기+에	V	ADV
principal	메인	principal	메인	ADJ	
principal	교장	principal	교장	ADJ	N
deber	듀티	deber	듀티	V	N
deber	의무	deber	의무	V	N
costa	해안	costa	해안	N	
costa	코스트	costa	코스트	N	
costa	해안	costa	해안	N	
présa	러쉬	présa	러쉬	N	
cárcere	교도소	cárcere	교도소	V	N
cárcere	감옥	cárcere	감옥	V	N
cárcere	교도소	cárcere	교도소	V	N
cárcere	감옥	cárcere	감옥	V	N
9	아홉	9	아홉	NUM	
arroaces	돌고래	arroazes	돌고래	N	V
arroaces	돌고래	arroazes	돌고래	N	V
comezamos	시작	comezar	시작	V	N
comezamos	시작	comezar	시작	V	N
segura	안전한	seguro	안전+하+ㄴ	ADJ	V
segura	무사히	seguro	무사+히	ADJ	ADV
segura	안전	seguro	안전	ADJ	N
diferenza	차이점	diferenza	차이점	N	
varios	여러개	varios	여러개	DET	
varios	많은	varios	많+ㄴ	DET	ADJ
cales	어느	cal	어느	PRO	DET
veño	출신	ver	출신	V	N
veño	단지	ver	단지	V	ADV
veño	그냥	ver	그냥	V	ADV
veño	여기	ver	여기	V	PRO
veño	여기에	ver	여기+에	V	ADV
caixa	box	caixa	box	N	
caixa	박스	caixa	박스	N	
programa	표시	programa	표시	N	
programa	보이기	programa	보이+기	N	V
enorme	어마어마한	enorme	어마어마하+ㄴ	ADJ	
enorme	거대	enorme	거대	ADJ	
enorme	거대한	enorme	거대+하+ㄴ	ADJ	V
cidadáns	시티즌	cidadán	시티즌	N	
cidadáns	좋다	cidadán	좋+다	N	ADJ
thomas	토머스	thoma	토머스	N	PROPN
thomas	토마스	thoma	토마스	N	
enerxía	파워	enerxía	파우+어	N	
xardín	가든	xardír	가든	N	
xardín	정원	xardír	정원	N	
campos	캠프	campo	캠프	N	
campos	필드	campo	필드	N	
campos	필드	campo	필드	N	
campos	현장	campo	현장	N	
paga	지불	pagar	지불	V	
paga	지불	pagar	지불	V	
paga	결제	pagar	결제	V	N
paga	가치	pagar	가치	V	N
paga	가치가	pagar	가치+가	V	N
paga	아님	pagar	아니+ㅁ	V	
haxa	거기	haber	거기	V	
haxa	거기에	haber	거기+에	V	ADV
princesa	공주	princesar	공주	N	
princesa	프린세스	princesar	프린세스	N	
versalles	베르사이유	versalle	베르사이유	N	
versalles	베르사유	versalle	베르사유	N	PROPN
necesario	필요함	necesario	필요함	ADJ	V
mundial	글로벌	mundial	글로벌	ADJ	
mundial	전역	mundial	전역	ADJ	N
mundial	월드	mundial	월드	ADJ	
mundial	세상	mundial	세상	ADJ	N
mundial	세계	mundial	세계	ADJ	N
miúdo	자주	miúdo	자주	N	ADV
miúdo	키드	miúdo	키드	N	
época	타임	época	타임	N	
época	time	época	time	N	
época	era	época	era	N	
época	주기	época	주+기	N	
perfecto	완벽	perfecto	완벽	ADJ	
perfecto	완벽한	perfecto	완벽+하+ㄴ	ADJ	V
perfecto	미세먼지	perfecto	미세지+ㄴ지	ADJ	
ferro	철쭉	ferro	철쭉	N	
permiso	권한	permiso	권+하+ㄴ	N	
permiso	허락	permiso	허락	N	
permiso	허용	permiso	허용	N	
permiso	당신은	permiso	당신+은	N	PRO
permiso	귀하	permiso	귀하	N	
permiso	당신	permiso	당신	N	PRO
permiso	떠나	permiso	떠나+아	N	CONJ
permiso	떠나기	permiso	떠나+기	N	V
permiso	허용	permiso	허용	N	
francés	프랑스	francés	프랑스	N	PROPN
francés	프랑스어	francés	프랑스어	N	PROPN
francés	프렌치	francés	프렌치	N	
asasino	살인자	asasino	살인자	N	
asasino	킬러	asasino	키+러+오+아	N	
asasino	살인자	asasino	살인자	N	
paul	파울로스	paul	파울로스	PROPN	
paul	파울로	paul	파울+로	PROPN	
paul	바울	paul	바울	PROPN	
paul	파울	paul	파울	PROPN	
7	세븐	7	세븐	NUM	
7	일곱	7	일곱	NUM	
ama	러브	ama	러브	N	
familias	가족	familia	가족	N	
familias	가족	familia	가족	N	
familias	가족과	familia	가족+과	N	CONJ
familias	패밀리	familia	패밀리	N	
pesar	비록	pesar	비록	V	ADV
pesar	모두	pesar	모두	V	ADV
pesar	전체	pesar	전체	V	N
partir	출신	partir	출신	V	N
partir	떠나	partir	떠나+아	V	CONJ
segredo	시크릿	segredo	시크릿	N	
absoluto	모두	absoluto	모두	ADJ	ADV
absoluto	전체	absoluto	전체	ADJ	N
absoluto	아님	absoluto	아니+ㅁ	ADJ	
absoluto	절대	absoluto	절대	ADJ	
absoluto	절대적	absoluto	절대+적	ADJ	N
obxectivo	aim	obxectivo	aim	N	
cheguei	got	chegar	got	V	
cheguei	여기	chegar	여기	V	PRO
cheguei	여기에	chegar	여기+에	V	ADV
cheguei	거기	chegar	거기	V	
cheguei	거기에	chegar	거기+에	V	ADV
centos	수백명이	cento	수백명+이	N	NUM
centos	수백	cento	수백	N	NUM
chorar	울음	chorar	울음	V	
chorar	울음	chorar	울음	V	
felicidade	위안	felicidade	위안	N	
felicidade	happiness	felicidade	happiness	N	
felicidade	기쁨	felicidade	기쁘+ㅁ	N	
felicidade	조이	felicidade	종이	N	
verde	녹색	verde	녹색	N	
verde	그린	verde	그리+ㄴ	N	
verde	초록색	verde	초록색	N	
verde	초록	verde	초록	N	
verde	베르데	verde	베르데	N	
vexamos	표정	vexar	표정	V	N
dan	그들이	dar	그+들+이	V	PRO
dan	그들은	dar	그+들+은	V	PRO
dan	give	dar	give	V	
dan	주어진	dar	주+어+지+ㄴ	V	V
construír	빌드	construír	빌드	V	N
construír	건물	construír	건물	V	N
construír	건축	construír	건축	V	N
construír	빌딩	construír	빌딩	V	N
construír	make	construír	make	V	
40	마흔	40	마흔	NUM	
vela	그녀	velar	그녀	N	
vela	그녀의	velar	그녀+의	N	PRO
vela	당신은	velar	당신+은	N	PRO
vela	귀하	velar	귀하	N	
vela	당신	velar	당신	N	PRO
vela	촛불	velar	촛불	N	
podían	그들이	poder	그+들+이	V	PRO
podían	그들은	poder	그+들+은	V	PRO
honor	영광	honor	영광	N	
cidades	시티	cidade	시티	N	
abre	오픈	abre	오프+ㄴ	V	
abre	열기	abre	열+기	V	
abre	열립니다	abre	열+어+지+ㅂ니다	V	
abre	열기	abre	열+기	V	
central	중부	central	중부	N	
central	센트럴	central	센트렇+ㄹ	N	
central	파워	central	파우+어	N	
central	역시	central	역시	N	ADV
petróleo	오일	petróleo	오일	N	
petróleo	기름	petróleo	기름	N	
caer	떨어짐	caer	떨어지+ㄹ	V	
caer	방울	caer	방울	V	
caer	drop	caer	drop	V	
caer	드롭	caer	드롭	V	
caer	다운	caer	다우+ㄴ	V	
caer	아래로	caer	아래+로	V	
caer	떨어짐	caer	떨어지+ㄹ	V	
accidente	교통사고	accidente	교통+사고	N	
accidente	사고	accidente	사고	N	
alemáns	독일	alemán	독일	N	PROPN
alemáns	독일어	alemán	독일어	N	
fagan	make	facer	make	V	
fagan	그들이	facer	그+들+이	V	PRO
fagan	그들은	facer	그+들+은	V	PRO
beleza	아름다움	beleza	아름다움	N	
beleza	미인	beleza	미인	N	
perigo	위험한	perigo	위험+하+ㄴ	N	V
perigo	위험하다	perigo	위험+하+다	N	V
banco	뱅크	banco	뱅크	N	
cu	엉덩이	cu	엉덩이	N	
cría	believe	cría	believe	N	
cría	믿기	cría	믿+기	N	
cría	생각	cría	생각	N	
pensamos	생각	pensar	생각	V	
pensamos	생각	pensar	생각	V	
pensamos	소개	pensar	소개	V	N
pensamos	대략	pensar	대략	V	
pór	get	pór	get	V	
pór	집합	pór	집합	V	N
pór	세트	pór	세트	V	
pór	설정	pór	설정	V	N
conto	대략	conto	대략	N	
completamente	아웃	completamente	아웃	ADV	
fiestra	창문	fiestra	창문	N	
fiestra	아웃	fiestra	아웃	N	
franceses	프랑스	francese	프랑스	N	PROPN
franceses	프랑스어	francese	프랑스어	N	PROPN
franceses	프렌치	francese	프렌치	N	
franceses	명인	francese	명인	N	
so	단발	so	단발	PROPN	
so	오직	so	오직	PROPN	ADV
so	단지	so	단지	PROPN	ADV
so	그냥	so	그냥	PROPN	ADV
so	홀로	so	홀로	PROPN	ADV
so	혼자	so	혼자	PROPN	ADV
paréceme	생각	paréceme	생각	V	
vergoña	부끄러운	vergoña	부끄럽+ㄴ	N	
vergoña	부끄러움	vergoña	부끄럽+ㅁ	N	
vergoña	부끄러워	vergoña	부끄럽+어	N	
vergoña	부끄러움	vergoña	부끄럽+ㅁ	N	
falas	당신은	fala	당신+은	N	PRO
falas	귀하	fala	귀하	N	
falas	당신	fala	당신	N	PRO
falas	talk	fala	talk	N	
falas	대략	fala	대략	N	
falas	말하기	fala	말하+기	N	V
universidade	칼리지	universidade	칼리+지	N	
universidade	대학생	universidade	대학생	N	
estrada	도로	estrada	도로	N	
estrada	로드	estrada	로드	N	
subir	윗층	subir	윗층	V	
subir	위층	subir	위층	V	
azul	파란색	azul	파란색	N	
azul	푸른	azul	푸르+ㄴ	N	ADJ
azul	블루	azul	블루	N	
azul	파랑	azul	파랑	N	
azul	푸른색	azul	푸른색	N	
decisión	make	decisión	make	N	
xuíz	판단	xuíz	판단	N	
cómo	어떻게	cómo	어떻+게	ADV	CONJ
cómo	당신은	cómo	당신+은	ADV	PRO
cómo	귀하	cómo	귀하	ADV	
cómo	당신	cómo	당신	ADV	PRO
conciencia	양심	conciencia	양심	N	
tódolos	꼴찌	tódolo	꼴찌	N	
tódolos	모두	tódolo	모두	N	ADV
tódolos	어쨌든	tódolo	어쨌든	N	CONJ
tódolos	어쨌거나	tódolo	어찌하+었+거나	N	
dabondo	충분히	dabor	충분+히	V	ADV
dabondo	좋다	dabor	좋+다	V	ADJ
levas	당신은	leva	당신+은	N	PRO
levas	귀하	leva	귀하	N	
levas	당신	leva	당신	N	PRO
levas	take	leva	take	N	
levas	입고	leva	입+고	N	V
levas	함께	leva	함께	N	ADV
jim	다짐	jim	다짐	PROPN	
sinxelo	쉽게	sinxelo	쉽+게	ADJ	CONJ
sinxelo	단순	sinxelo	단순	ADJ	
sinxelo	간단	sinxelo	간단	ADJ	
sinxelo	심플	sinxelo	심플	ADJ	
sinxelo	단순한	sinxelo	단순+하+ㄴ	ADJ	V
sinxelo	간단하다	sinxelo	간단+하+다	ADJ	V
sinxelo	간단한	sinxelo	간단+하+ㄴ	ADJ	V
médicos	의사	médico	의사	N	
médicos	의사	médico	의사	N	
levou	led	levar	led	V	
voume	아웃	voume	아웃	V	
voume	떠나	voume	떠나+아	V	CONJ
longa	시간	longo	시간	ADJ	N
longa	타임	longo	타임	ADJ	
longa	time	longo	time	ADJ	
longa	생방송	longo	생방송	ADJ	N
longa	라이브	longo	라이브	ADJ	
tentar	그리고	tentar	그리고	V	CONJ
conducir	리드	conducir	리드	V	
conducir	드라이빙	conducir	드라이빙	V	
conducir	운전	conducir	운전	V	N
conducir	드라이브	conducir	드라이브	V	
xornal	종이	xornal	종이	N	
xornal	페이퍼	xornal	페이퍼	N	
xornal	종이	xornal	종이	N	
xornal	페이퍼	xornal	페이퍼	N	
xornal	서류	xornal	서류	N	
verme	벌레	verme	벌레	N	
excelente	훌륭한	excelente	훌륭+하+ㄴ	ADJ	V
excelente	아주	excelente	아주	ADJ	ADV
excelente	매우	excelente	매우	ADJ	ADV
excelente	미세먼지	excelente	미세지+ㄴ지	ADJ	
formas	어쨌든	forma	어쨌든	N	CONJ
formas	어쨌거나	forma	어찌하+었+거나	N	
vitoria	victory	vitoria	victory	N	
parecía	표정	parecer	표정	V	N
sensación	feel	sensación	feel	N	
sensación	기분	sensación	기분	N	
sensación	느낌	sensación	느끼+ㅁ	N	
sensación	기분	sensación	기분	N	
sensación	느낌	sensación	느끼+ㅁ	N	
sensación	센스	sensación	센스	N	
sensación	get	sensación	get	N	
sensación	받기	sensación	받+기	N	V
intelixente	스마트	intelixente	스마트	ADJ	
intelixente	영리한	intelixente	영리+하+ㄴ	ADJ	V
intelixente	영리	intelixente	영리	ADJ	
intelixente	지능형	intelixente	지능형	ADJ	N
intelixente	현명한	intelixente	현명+하+ㄴ	ADJ	V
intelixente	지혜	intelixente	지혜	ADJ	
gustan	don	gustar	don	V	
gustan	그들	gustar	그+들	V	N
gustan	증오	gustar	증오	V	N
gustan	혐오	gustar	혐오	V	N
azuis	파란색	azuis	파란색	N	
azuis	푸른	azuis	푸르+ㄴ	N	ADJ
azuis	블루	azuis	블루	N	
azuis	파랑	azuis	파랑	N	
azuis	푸른색	azuis	푸른색	N	
próximo	다음	próximo	다음	ADJ	N
próximo	넥스트	próximo	넥스트	ADJ	
próximo	근처	próximo	근처	ADJ	
xeo	빙빙	xeo	빙빙	N	
xeo	아이스	xeo	아이스	N	
eras	당신은	ser	당신+은	N	PRO
eras	귀하	ser	귀하	N	
eras	당신	ser	당신	N	PRO
monte	산맥	monte	산맥	N	
monte	마운트	monte	마운트	N	
monte	우즈	monte	우즈	N	
monte	전당포	monte	전당포	N	
nela	그녀	nela	그녀	ADV	
nela	그녀의	nela	그녀+의	ADV	PRO
cabalos	말들	cabalo	말+들	V	N
interese	이자	interese	이자	N	
interese	흥미	interese	흥미	N	
compañeiros	동지	compañeiro	동지	N	
compañeiros	동반자	compañeiro	동반자	N	
solución	대답해	solución	대답+하+어	N	V
xamais	절대	xamal	절대	ADV	
xamais	never	xamal	never	ADV	
xamais	절대로	xamal	절대로	ADV	
xapón	재팬	xapón	재팬	PROPN	
xapón	일본	xapón	일본	PROPN	PROPN
prensa	프레스	prensa	프레스	N	
prensa	누르기	prensa	누르+기	N	V
