sovi	fit	sovi	faire	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
osoittautunut	prouvées	osoittautua	prouver	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
osoittautunut	prouvés	osoittautua	prouver	V;NOM;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
ilmailu	aéronautique	ilmailu	aéronautique	N;NOM;SG	ADJ;MASC;SG
ilmailu	aéronautique	ilmailu	aéronautique	N;NOM;SG	ADJ;MASC;SG
sora	graviers	sora	gravier	N;NOM;SG	N;MASC;PL
noel	noel	noel	noel	PROPN;NOM;SG	N;MASC;SG
useimmilla	most	usea	most	ADJ;AT+ESS
;RL;PL	PROPN
todisti	prouvées	todistaa	prouver	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
todisti	prouvés	todistaa	prouver	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
solo	solo	solo	solo	N;NOM;SG	ADJ;MASC;SG
kaupallista	commerciaux	kaupallinen	commercial	ADJ;PRT;SG	ADJ;MASC;PL
kaupallista	commerciales	kaupallinen	commercial	ADJ;PRT;SG	ADJ;FEM;PL
työntekijän	travailleuse	työ#tekijä	travailleur	N;GEN;SG	ADJ;FEM;SG
waltari	waltari	waltari	waltari	N;NOM;SG	PROPN
vaarallista	dangereuses	vaarallinen	dangereux	ADJ;PRT;SG	ADJ;FEM;PL
vaarallista	dangereuses	vaarallinen	dangereux	ADJ;PRT;SG	ADJ;FEM;PL
linnea	linnea	linnea	linnea	N;NOM;SG	PROPN
logiikan	logique	logiikka	logique	N;GEN;SG	ADJ;FEM;SG
logiikan	logiques	logiikka	logique	N;GEN;SG	ADJ;MASC;PL
eteneminen	avancée	eteneminen	avancé	N;NOM;SG	ADJ;FEM;SG
viholliset	ennemies	vihollinen	ennemi	N;NOM;PL	ADJ;FEM;PL
viholliset	ennemis	vihollinen	ennemi	N;NOM;PL	ADJ;MASC;PL
viholliset	ennemie	vihollinen	ennemi	N;NOM;PL	ADJ;FEM;SG
viholliset	ennemi	vihollinen	ennemi	N;NOM;PL	N;MASC;SG
viholliset	ennemies	vihollinen	ennemi	N;NOM;PL	ADJ;FEM;PL
viholliset	ennemis	vihollinen	ennemi	N;NOM;PL	ADJ;MASC;PL
innokas	enthousiastes	innokas	enthousiaste	ADJ;NOM;SG	ADJ;MASC;PL
innokas	avid	innokas	avid	ADJ;NOM;SG	PROPN
innokas	keen	innokas	keen	ADJ;NOM;SG	PROPN
sähköinen	électroniques	sähköinen	électronique	ADJ;NOM;SG	ADJ;MASC;PL
mona	mona	mona	mona	N;NOM;SG	PROPN
melbourne	melbourne	melbourn	melbourne	N;NOM;SG	PROPN
fabian	fabian	fabia	fabian	N;GEN;SG	PROPN
tilaisuus	opportunités	tilaisuus	opportunité	N;NOM;SG	N;FEM;PL
simone	simone	simoa	simone		N;FEM;SG
orion	orion	orion	orion	N;NOM;SG	PROPN
vihan	déteste	vihka	détester	N;GEN;SG	V;IND;SG;3;PRS;FIN
vihan	détester	vihka	détester	N;GEN;SG	V;NFIN
vihan	haineux	vihka	haineux	N;GEN;SG	ADJ;MASC;SG
vihan	haïr	vihka	haïr	N;GEN;SG	V;NFIN
lex	lex	lex	lex	N;NOM;SG	
maxwell	maxwell	maxwell	maxwell	PROPN;NOM;SG	PROPN
vähenee	décroissante	vähetä	décroissant	V;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
vähenee	déclin	vähetä	déclin	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
kati	kati	kati	kati	PROPN;NOM;SG	PROPN
kati	kate	kati	kate	PROPN;NOM;SG	N;FEM;SG
iskee	hits	iskeä	hit	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
iskee	frappes	iskeä	frappe	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
iskee	grèves	iskeä	grève	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
selitti	expliqués	selittää	expliquer	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
teräsmies	superman	teräs#mies	superman	N;NOM;SG	PROPN
juhlat	partie	juhla	partie	N;NOM;PL	N;FEM;SG
juhlat	parti	juhla	partir	N;NOM;PL	V;MASC;SG;PST;V.PTCP
juhlat	fete	juhla	fete	N;NOM;PL	N;FEM;SG
juhlat	soirée	juhla	soirée	N;NOM;PL	N;FEM;SG
juhlat	fête	juhla	fête	N;NOM;PL	N;FEM;SG
veroja	taxe	vero	taxe	N;PRT;PL	N;FEM;SG
veroja	fiscalité	vero	fiscalité	N;PRT;PL	N;FEM;SG
veroja	fiscale	vero	fiscal	N;PRT;PL	ADJ;FEM;SG
veroja	impôt	vero	impôt	N;PRT;PL	N;MASC;SG
veroja	impôt	vero	impôt	N;PRT;PL	N;MASC;SG
veroja	fiscalité	vero	fiscalité	N;PRT;PL	N;FEM;SG
arkiston	archiver	arkisto	archiver	N;GEN;SG	V;NFIN
arkiston	archives	arkisto	archive	N;GEN;SG	N;FEM;PL
kopioi	copiés	kopioida	copié	V;IMP;SG;2;FIN;ACT	V;MASC;PL;PST;V.PTCP
kopioi	copiez	kopioida	copiez	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
kopioi	exemplaire	kopioida	exemplaire	V;IMP;SG;2;FIN;ACT	ADJ;MASC;SG
kopioi	copie	kopioida	copie	V;IMP;SG;2;FIN;ACT	N;FEM;SG
tuttuja	familières	tuttu	familier	N;PRT;PL	ADJ;FEM;PL
tuttuja	familière	tuttu	familier	N;PRT;PL	ADJ;FEM;SG
tuttuja	familier	tuttu	familier	N;PRT;PL	ADJ;MASC;SG
tuttuja	familiers	tuttu	familier	N;PRT;PL	ADJ;MASC;PL
conrad	conrad	conrad	conrad	PROPN;NOM;SG	PROPN
yksinäinen	solitude	yksinäinen	solitude	ADJ;NOM;SG	N;FEM;SG
yksinäinen	solitaires	yksinäinen	solitaire	ADJ;NOM;SG	ADJ;MASC;PL
nostettu	élevé	nostaa	élevé	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
nostettu	soulevées	nostaa	soulever	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
koch	koch	koch	koch	PROPN;NOM;SG	PROPN
neuvoja	conseil	neuvo	conseil	N;PRT;PL	N;MASC;SG
extra	supplémentaires	extra	supplémentaire	N;NOM;SG	ADJ;MASC;PL
extra	supplémentaire	extra	supplémentaire	N;NOM;SG	ADJ;MASC;SG
kantava	portant	kantava	porter	ADJ;NOM;SG	V;PRS;V.PTCP
kantava	roulements	kantava	roulement	ADJ;NOM;SG	N;MASC;PL
kivestä	stone	kivi	stone	N;IN+ABL;SG	PROPN
kivestä	pierres	kivi	pierre	N;IN+ABL;SG	N;FEM;PL
agnes	agnès	agnes	agnès	N;NOM;SG	PROPN
agnes	agnes	agnes	agne	N;NOM;SG	PROPN
doo	doo	doo	doo		
fanny	fanny	fanny	fanny	N;NOM;SG	PROPN
matkoilla	voyager	matka	voyager	N;AT+ESS
;PL	V;NFIN
matkoilla	voyageant	matka	voyager	N;AT+ESS
;PL	V;PRS;V.PTCP
kirjattu	inscrits	kirjata	inscrire	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
kirjattu	enregistrés	kirjata	enregistrer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
kirjattu	enregistrées	kirjata	enregistrer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
kirjattu	enregistrés	kirjata	enregistrer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
raketti	roquettes	raketti	roquette	N;NOM;SG	N;FEM;PL
raketti	fusées	raketti	fusée	N;NOM;SG	N;FEM;PL
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;SG	PROPN
lena	lena	lena	lena	PROPN;NOM;SG	PROPN
murhaa	assassiner	murha	assassiner	N;PRT;SG	V;NFIN
murhaa	meurtres	murha	meurtre	N;PRT;SG	N;MASC;PL
ulf	ulf	ulf	ulf	PROPN;NOM;SG	PROPN
freddie	freddie	freddie	freddie	PROPN;NOM;SG	PROPN
freddie	freddy	freddie	freddy	PROPN;NOM;SG	PROPN
symboloi	symbolise	symboloida	symboliser	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
sally	sally	sally	sally	PROPN;NOM;SG	PROPN
konkurssin	faillites	konkurssi	faillite	N;GEN;SG	N;FEM;PL
sisäiset	interne	sisäinen	interne	ADJ;NOM;PL	ADJ;MASC;SG
todellisuutta	réalités	todellisuus	réalité	N;PRT;SG	N;FEM;PL
piirrokset	croquis	piirros	croquis	N;NOM;PL	N;MASC;SG
ellis	ellis	ellis	elli	PROPN;NOM;SG	PROPN
loistava	brillants	loistava	brillant	ADJ;NOM;SG	ADJ;MASC;PL
loistava	superbes	loistava	superbe	ADJ;NOM;SG	ADJ;MASC;PL
lahjakas	doués	lahjakas	doué	ADJ;NOM;SG	V;MASC;PL;PST;V.PTCP
lahjakas	douée	lahjakas	douer	ADJ;NOM;SG	V;FEM;SG;PST;V.PTCP
lahjakas	douée	lahjakas	douer	ADJ;NOM;SG	V;FEM;SG;PST;V.PTCP
andersen	andersen	andersi	andersen	PROPN;NOM;SG	PROPN
tavalliset	ordinaire	tavallinen	ordinaire	ADJ;NOM;PL	ADJ;MASC;SG
suoritin	processeurs	suorittaa	processeur	N;NOM;SG	N;MASC;PL
vastakohta	opposé	vasta#kohta	opposer	N;NOM;SG	V;MASC;SG;PST;V.PTCP
vastakohta	opposée	vasta#kohta	opposer	N;NOM;SG	V;FEM;SG;PST;V.PTCP
vastakohta	contraire	vasta#kohta	contraire	N;NOM;SG	ADJ;MASC;SG
vastakohta	opposés	vasta#kohta	opposer	N;NOM;SG	V;MASC;PL;PST;V.PTCP
flanderin	flamand	flanderi	flamand	N;GEN;SG	ADJ;MASC;SG
flanderin	flandre	flanderi	flandre	N;GEN;SG	PROPN
flanderin	flamande	flanderi	flamand	N;GEN;SG	ADJ;FEM;SG
flanderin	flandres	flanderi	flandre	N;GEN;SG	N;MASC;PL
flanderin	flamand	flanderi	flamand	N;GEN;SG	ADJ;MASC;SG
flanderin	flamande	flanderi	flamand	N;GEN;SG	ADJ;FEM;SG
flanderin	flamands	flanderi	flamand	N;GEN;SG	ADJ;MASC;PL
arvokas	précieuses	arvokas	précieux	ADJ;NOM;SG	ADJ;FEM;PL
welcome	bienvenues	welcome	bienvenue		V;FEM;PL;PST;V.PTCP
welcome	bienvenue	welcome	bienvenue		ADJ;FEM;SG
welcome	bienvenus	welcome	bienvenu		ADJ;MASC;PL
welcome	bienvenu	welcome	bienvenu		ADJ;MASC;SG
tiukka	serrée	tiukka	serré	ADJ;NOM;SG	V;FEM;SG;PST;V.PTCP
tiukka	serré	tiukka	serré	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
tiukka	serrés	tiukka	serrer	ADJ;NOM;SG	V;MASC;PL;PST;V.PTCP
tiukka	strictes	tiukka	strict	ADJ;NOM;SG	ADJ;FEM;PL
laurent	laurent	lauren	laurer		PROPN
alppien	alpin	alppi	alpin	N;GEN;PL	N;MASC;SG
alppien	alpins	alppi	alpin	N;GEN;PL	ADJ;MASC;PL
alppien	alpine	alppi	alpin	N;GEN;PL	ADJ;FEM;SG
arttu	verrue	arttu	verrue	PROPN;NOM;SG	N;FEM;SG
autio	déserté	autio	déserter	N;NOM;SG	V;MASC;SG;PST;V.PTCP
autio	déserte	autio	désert	N;NOM;SG	ADJ;FEM;SG
sademäärä	précipitations	sade#määrä	précipitation	N;NOM;SG	N;FEM;PL
sademäärä	pluies	sade#määrä	pluie	N;NOM;SG	N;FEM;PL
loki	loki	loki	loki	N;NOM;SG	PROPN
javier	javier	javier	javier	PROPN;NOM;SG	PROPN
jarrut	frein	jarru	frein	N;NOM;PL	N;MASC;SG
jarrut	freine	jarru	freine	N;NOM;PL	V;IND;SG;3;PRS;FIN
jarrut	freinage	jarru	freinage	N;NOM;PL	N;MASC;SG
jarrut	freiner	jarru	freiner	N;NOM;PL	V;NFIN
jarrut	frein	jarru	frein	N;NOM;PL	N;MASC;SG
ozzy	ozzy	ozzy	ozzy	PROPN;NOM;SG	N;MASC;SG
omar	omar	omar	omar	N;NOM;SG	PROPN
viiniä	vins	viini	vin	N;PRT;SG	N;MASC;PL
weimarin	weimar	weimari	weimar	N;GEN;SG	PROPN
trevor	trevor	trevor	trevor	PROPN;NOM;SG	PROPN
lupaava	promettant	lupaava	promettre	ADJ;NOM;SG	V;PRS;V.PTCP
lupaava	prometteurs	lupaava	prometteur	ADJ;NOM;SG	ADJ;MASC;PL
lupaava	prometteuses	lupaava	prometteur	ADJ;NOM;SG	ADJ;FEM;PL
joão	joão	joão	joão	PROPN;NOM;SG	PROPN
yksikköä	unités	yksikkö	unité	N;PRT;SG	N;FEM;PL
yksikköä	unit	yksikkö	unir	N;PRT;SG	V;IND;SG;3;PRS;FIN
kristitty	chrétiens	kristitty	chrétien	ADJ;NOM;SG	N;MASC;PL
kristitty	christianisme	kristitty	christianisme	ADJ;NOM;SG	N;MASC;SG
kristitty	christian	kristitty	christian	ADJ;NOM;SG	PROPN
