der	az	der	az	DET;NOM;DEF;MASC;SG	
dritte	harmadik	dritt	harmadik	ADJ;NOM;FEM;PL	
dritte	harmadszor	dritt	harmadszor	ADJ;NOM;FEM;PL	
fluss	folyó	flassen	folyó	N;NOM;MASC;SG	
fluss	flow	flassen	flow	N;NOM;MASC;SG	
westlich	nyugati	westlich	nyugati	ADJ	
westlich	nyugat	westlich	nyugat	ADJ	
westlich	western	westlich	western	ADJ	
vollständig	full	vollständig	full	ADJ	
vollständig	teljes	vollständig	teljes	ADJ	
vollständig	komplett	vollständig	komplett	ADJ	
vollständig	teljes	vollständig	teljes	ADJ	
vollständig	teljessé	vollständig	teljessé	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
admin	adminisztrátor	admin	adminisztrátor		N;NOM;SG
club	club	club	club	N;NOM	
staffel	szezont	staffel	szezont		N;ACC;SG
staffel	idény	staffel	idény		N;NOM;SG
staffel	évszak	staffel	évszú		N;NOM;SG
staffel	évad	staffel	évad		N;NOM;SG
staffel	szezon	staffel	szez		N;NOM;SG
staffel	század	staffel	század		N;NOM;SG
staffel	váltó	staffel	váltó		N;NOM;SG
gründen	okok	gründen	ok	V;NFIN	N;NOM;PL
bremen	bremen	bremen	bremen	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
relativ	relatív	relativ	relatív	ADJ	
relativ	viszonylagos	relativ	viszonylagos	ADJ	
relativ	rokon	relativ	rokon	ADJ	
relativ	viszonylag	relativ	viszonylag	ADJ	
relativ	viszonylag	relativ	viszonylag	ADJ	
jungen	fiuk	jung	fiuk	ADJ	N;NOM;SG
jungen	fiúk	jung	fiúk	ADJ	N;NOM;PL
jungen	fiatalok	jung	fiatal	ADJ	N;NOM;PL
jungen	fiatal	jung	fiatal	ADJ	
jungen	fiú	jung	fiú	ADJ	N;NOM;SG
fort	erőd	fort	erőd	ADV	N;NOM;SG
fort	fort	fort	for	ADV	
musiker	zenész	musik	zenész	ADJ	N;NOM;SG
musiker	zenész	musik	zenész	ADJ	N;NOM;SG
musiker	zenészek	musik	zenész	ADJ	N;NOM;PL
gesehen	foltos	sehen	foltos	V;V.PTCP	N;NOM;SG
gesehen	fűrész	sehen	fűrész	V;V.PTCP	N;NOM;SG
gesehen	megtekintett	sehen	megtekintett	V;V.PTCP	
fanden	megtalált	finden	meg+talál	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
fanden	megtaláltam	finden	meg+talál	V;IND;PL;3;PST;FIN	V;DEF;IND;SG;1;PST;FIN;ACT
fanden	talált	finden	talál	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
adolf	adolph	adolf	adolph	PROPN;NOM;MASC;SG	
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	
schiff	hajó	schiff	hajó	ADJ	N;NOM;SG
schiff	edény	schiff	edény	ADJ	N;NOM;SG
schiff	hajóval	schiff	hajó	ADJ	N;INS;SG
schiff	hajó	schiff	hajó	ADJ	N;NOM;SG
schiff	hajón	schiff	hajó	ADJ	
schiff	schiff	schiff	schiff	ADJ	
schiff	csónak	schiff	csó	ADJ	N;NOM;SG
schiff	hajó	schiff	hajó	ADJ	N;NOM;SG
schiff	hajós	schiff	hajós	ADJ	
fußball	foci	fußball	foci	ADJ	N;NOM;SG
fußball	futball	fußball	futball	ADJ	N;NOM;SG
fußball	foci	fußball	foci	ADJ	N;NOM;SG
fußball	football	fußball	football	ADJ	N;IN+ESS;SG
fußball	futball	fußball	futball	ADJ	N;NOM;SG
bietet	ajánlatok	bieten	ajánlat	V;IND;SG;3;PRS;FIN	N;NOM;PL
bietet	ajánlat	bieten	ajánlat	V;IND;SG;3;PRS;FIN	N;NOM;SG
bietet	ajánlatokat	bieten	ajánlat	V;IND;SG;3;PRS;FIN	N;ACC;PL
vertreter	ügynökök	vertreter	ügynök	ADJ	N;NOM;PL
vertreter	képviselői	vertreter	képviselő	ADJ	N;NOM;PL
vertreter	képviselők	vertreter	képviselő	ADJ	N;NOM;PL
vertreter	ügynök	vertreter	ügynök	ADJ	N;NOM;SG
vertreter	reprezentatív	vertreter	reprezentatív	ADJ	
vertreter	képviselő	vertreter	képviselő	ADJ	N;NOM;SG
hessen	hessen	hessen	het	PROPN;NOM;NEUT;SG	
hessen	hesse	hessen	hesse	PROPN;NOM;NEUT;SG	
organisation	szervezés	organisation	szervezés		N;NOM;SG
organisation	szervezet	organisation	szervezet		N;NOM;SG
organisation	szervezés	organisation	szervezés		N;NOM;SG
organisation	szervezet	organisation	szervezet		N;NOM;SG
halten	megtartása	halten	megtartás	V;NFIN	N;NOM;SG
halten	tartása	halten	tartás	V;NFIN	N;NOM;SG
halten	holding	halten	holding	V;NFIN	N;NOM;SG
hand	palm	hand	palm	N;NOM;FEM;SG	
hand	kezét	hand	kéz	N;NOM;FEM;SG	N;ACC;SG
sammlung	gyűjtemények	sammlung	gyűjtemény	N;NOM;FEM;SG	N;NOM;PL
lexikon	lexikon	lexikon	lesik		N;NOM;SG
lexikon	enciklopédia	lexikon	enciklopédia		N;NOM;SG
lexikon	enciklopédia	lexikon	enciklopédia		N;NOM;SG
unterstützung	támogatás	unterstützung	támogatás	ADJ	N;NOM;SG
unterstützung	támogatást	unterstützung	támogatás	ADJ	N;ACC;SG
unterstützung	segítségnyújtás	unterstützung	segítségnyújtás	ADJ	N;NOM;SG
erfolgreich	sikeres	erfolgreich	sikeres	ADJ	
erfolgreich	sikeres	erfolgreich	sikeres	ADJ	
erfolgreich	siker	erfolgreich	siker	ADJ	N;NOM;SG
wichtige	fontos	wichtig	fontos	ADJ;NOM;FEM;PL	ADJ;NOM;SG
sinn	érzék	sein	érez		N;NOM;SG
sinn	értelem	sein	értel		N;NOM;SG
bilden	képező	bilden	képező	V;NFIN	ADJ;NOM;SG
vorlage	sablonok	vorlagen	sablon		N;NOM;PL
vorlage	beadvány	vorlagen	beadvány		N;NOM;SG
vorlage	benyújtására	vorlagen	benyújtás		N;ON+ALL;SG
vorlage	benyújtása	vorlagen	benyújtás		N;NOM;SG
vorlage	sablon	vorlagen	sablon		N;NOM;SG
westfalen	vesztfália	westfalen	vesztfália	ADJ	
bezirk	megyei	bezirk	megyei	PROPN	ADJ;NOM;SG
bezirk	megye	bezirk	megye	PROPN	
bezirk	borough	bezirk	borough	PROPN	N;NOM;SG
bezirk	kerület	bezirk	kerület	PROPN	
bezirk	körzet	bezirk	körzet	PROPN	N;NOM;SG
bezirk	járás	bezirk	járás	PROPN	N;NOM;SG
bezirk	kerület	bezirk	kerület	PROPN	
hoch	high	hoch	high	ADJ	
hoch	magasan	hoch	magasan	ADJ	
außerhalb	kint	außerhalb	kint	ADP	
außerhalb	kívül	außerhalb	kívül	ADP	
herren	uraim	herr	ur	N;NOM;PL	
herren	férfi	herr	férfi	N;NOM;PL	N;NOM;SG
herren	mens	herr	mens	N;NOM;PL	
karte	térképet	kart	térkép		N;ACC;SG
karte	kártya	kart	kártya		N;NOM;SG
probleme	bajok	probleme	bajok	ADJ;PL	N;NOM;PL
probleme	gondok	probleme	gond	ADJ;PL	N;NOM;PL
probleme	gond	probleme	gond	ADJ;PL	
probleme	baj	probleme	baj	ADJ;PL	
probleme	gondok	probleme	gond	ADJ;PL	N;NOM;PL
probleme	probléma	probleme	probléma	ADJ;PL	N;NOM;SG
probleme	problémák	probleme	probléma	ADJ;PL	N;NOM;PL
probleme	problémákat	probleme	probléma	ADJ;PL	N;ACC;PL
probleme	problémákkal	probleme	probléma	ADJ;PL	N;INS;PL
probleme	problémák	probleme	probléma	ADJ;PL	N;NOM;PL
probleme	kérdések	probleme	kérdés	ADJ;PL	N;NOM;PL
alfred	alfred	alfreden	alfred	PROPN;NOM;MASC;SG	
trotzdem	mindamellett	trotzdem	mindamellett	ADV	
trotzdem	mindazonáltal	trotzdem	mindazonáltal	ADV	CONJ
trotzdem	mindazonáltal	trotzdem	mindazonáltal	ADV	CONJ
trotzdem	mégis	trotzdem	mégis	ADV	CONJ
trotzdem	mindegy	trotzdem	mindegy	ADV	
vergleich	összehasonlítás	vergleich	összehasonlítás	ADJ	
vergleich	összehasonlítása	vergleich	összehasonlítás	ADJ	N;NOM;SG
vergleich	összehasonlítani	vergleich	összehasonlít	ADJ	V;NFIN;ACT
vergleich	összehasonlítás	vergleich	összehasonlítás	ADJ	
vergleich	összehasonlítása	vergleich	összehasonlítás	ADJ	N;NOM;SG
php	php	php	php	PROPN;NOM;MASC;SG	N;NOM;SG
nummer	szám	nummer	szám	ADV	N;NOM;SG
nummer	száma	nummer	szám	ADV	N;NOM;SG
hof	udvar	hof	udvar		N;NOM;SG
hof	udvarra	hof	udvar		N;ON+ALL;SG
hof	udvaron	hof	udvar		N;ON+ESS;SG
hof	gazdaság	hof	gazdaság		N;NOM;SG
hof	bíróság	hof	bíróság		N;NOM;SG
hof	udvar	hof	udvar		N;NOM;SG
hof	számvevőszék	hof	számvevőszék		N;NOM;SG
hof	hajógyár	hof	hajógyár		N;NOM;SG
hof	udvaron	hof	udvar		N;ON+ESS;SG
hof	udvar	hof	udvar		N;NOM;SG
halle	terem	hallen	terem		N;NOM;SG
halle	csarnok	hallen	csarnok		N;NOM;SG
basis	alap	basis	alap	ADJ	
basis	bázis	basis	bázis	ADJ	N;NOM;SG
staat	állami	staaen	állami	N	
langen	langen	lang	langen	ADJ	
langen	hosszú	lang	hosszú	ADJ	
anton	anton	anton	az	PROPN;NOM;MASC;SG	PROPN;NOM;SG
neun	kilences	neun	kilences	NUM	
neun	kilenc	neun	kilenc	NUM	
genommen	foglalt	nehmen	foglal	V;V.PTCP	
wirtschaft	ágazat	wirtschaft	ágazat		N;NOM;SG
wirtschaft	iparág	wirtschaft	iparág		N;NOM;SG
wirtschaft	ipar	wirtschaft	ipar		N;NOM;SG
wirtschaft	közgazdaságtan	wirtschaft	közgazdaság		N;NOM;SG
wirtschaft	gazdaság	wirtschaft	gazdaság		N;NOM;SG
wirtschaft	közgazdasági	wirtschaft	közgazdasági		ADJ;NOM;SG
wirtschaft	üzleti	wirtschaft	üzlet		N;NOM;SG
wirtschaft	üzlet	wirtschaft	üzlet		N;NOM;SG
wirtschaft	gazdaság	wirtschaft	gazdaság		N;NOM;SG
wirtschaft	gazdaságos	wirtschaft	gazdaságos		ADJ;NOM;SG
college	kollégium	college	kollégium		N;NOM;SG
college	főiskola	college	főiskola		N;NOM;SG
college	egyetem	college	egyetem		N;NOM;SG
brachte	hozták	bringen	hoz	V;IND;SG;3;PST;FIN	V;DEF;IND;PL;3;PST;FIN;ACT
brachte	hoztam	bringen	hoz	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
markt	markt	marken	markt	ADV	PROPN;NOM;SG
markt	piac	marken	piac	ADV	N;NOM;SG
markt	piactéren	marken	piactér	ADV	N;ON+ESS;SG
markt	piacokon	marken	piac	ADV	N;ON+ESS;PL
markt	piacok	marken	piac	ADV	N;NOM;PL
markt	piac	marken	piac	ADV	N;NOM;SG
markt	piaci	marken	piaci	ADV	N;NOM;SG
markt	market	marken	mark	ADV	N;NOM;SG
jedem	mindenki	jed	mindenki	PRO;DAT;INDF;MASC;SG	
jedem	mindenkinek	jed	mindenki	PRO;DAT;INDF;MASC;SG	
jedem	mindegyik	jed	mindegyik	PRO;DAT;INDF;MASC;SG	
städte	városokat	staden	város	N;NOM;FEM;PL	N;ACC;PL
verloren	lost	verlieren	lost	V;V.PTCP	
neuer	újdonság	neu	újdonság	ADJ	N;NOM;SG
ausgezeichnet	díj	auszeichnen	díj	V;V.PTCP	N;NOM;SG
ausgezeichnet	díjat	auszeichnen	díjat	V;V.PTCP	N;ACC;SG
ausgezeichnet	kiváló	auszeichnen	kiváló	V;V.PTCP	ADJ;NOM;SG
übrigens	btw	übrigens	btw	ADV	
russland	moszkvai	rußland	moszkvai	PROPN;NOM;NEUT;SG	ADJ;NOM;SG
russland	moszkvában	rußland	moszkva	PROPN;NOM;NEUT;SG	PROPN;IN+ESS;SG
russland	moszkva	rußland	moszkva	PROPN;NOM;NEUT;SG	
russland	oroszország	rußland	oroszország	PROPN;NOM;NEUT;SG	N;NOM;SG
trägt	medvék	tragen	medvék	V;IND;SG;3;PRS;FIN	N;NOM;PL
bonn	bonn	bonn	bonn	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
jugend	fiatalok	jugend	fiatal	ADJ	N;NOM;PL
jugend	fiatalság	jugend	fiatalság	ADJ	N;NOM;SG
jugend	ifjúság	jugend	ifjúság	ADJ	N;NOM;SG
jugend	tinik	jugend	tinik	ADJ	N;NOM;PL
jugend	tinédzserek	jugend	tinédzser	ADJ	N;NOM;PL
jugend	tizenéves	jugend	tizenéves	ADJ	N;NOM;SG
jugend	tinédzser	jugend	tinédzser	ADJ	N;NOM;SG
jugend	tizenéves	jugend	tizenéves	ADJ	N;NOM;SG
jugend	tini	jugend	tini	ADJ	N;NOM;SG
jugend	fiatalok	jugend	fiatal	ADJ	N;NOM;PL
jugend	fiatal	jugend	fiatal	ADJ	
jugend	kamaszkor	jugend	kamaszkor	ADJ	N;NOM;SG
allgemeinen	általános	allgemein	általános	ADJ	
allgemeinen	tábornok	allgemein	tábornok	ADJ	N;NOM;SG
gymnasium	tornaterem	gymnasium	tornater	ADJ	N;NOM;SG
spanien	spanyolország	spanien	spanyolország	PROPN;NOM;NEUT;SG	
spanien	seville	spanien	seville	PROPN;NOM;NEUT;SG	
post	mail	post	mail	PROPN;NOM;SG	
post	levél	post	levél	PROPN;NOM;SG	N;NOM;SG
post	levelek	post	levél	PROPN;NOM;SG	N;NOM;PL
post	posta	post	posta	PROPN;NOM;SG	
post	poszt	post	poszt	PROPN;NOM;SG	N;NOM;SG
post	posta	post	posta	PROPN;NOM;SG	
post	post	post	post	PROPN;NOM;SG	
post	bejegyzést	post	bejegyzés	PROPN;NOM;SG	N;ACC;SG
post	bejegyzésre	post	bejegyzés	PROPN;NOM;SG	N;ON+ALL;SG
post	bejegyzés	post	bejegyzés	PROPN;NOM;SG	N;NOM;SG
post	postai	post	postai	PROPN;NOM;SG	N;NOM;SG
soldaten	katona	soldat	katona	N;PL	N;NOM;SG
lebt	életek	leben	élet	V;IND;SG;3;PRS;FIN	N;NOM;PL
tätigkeit	tevékenységek	tätigkeit	tevékenység	ADJ	N;NOM;PL
tätigkeit	tevékenység	tätigkeit	tevékenység	ADJ	N;NOM;SG
tätigkeit	aktivitás	tätigkeit	aktivitás	ADJ	N;NOM;SG
zeigen	show	zeigen	show	V;NFIN	
sinnvoll	érdemi	sinnvoll	érdemi	ADJ	
sinnvoll	tartalmas	sinnvoll	tartalmas	ADJ	
sinnvoll	értelmes	sinnvoll	értelmes	ADJ	
sinnvoll	ésszerű	sinnvoll	ésszerű	ADJ	
heutige	ma	heutig	ma	ADJ;NOM;FEM;PL	ADV
umgebung	körülvevő	Umgebung	körülvevő	N;NOM;FEM;SG	ADV;V.CVB
umgebung	környező	Umgebung	környező	N;NOM;FEM;SG	
bücher	könyveket	büchern	könyv	N;NOM;NEUT;PL	N;ACC;PL
bücher	könyv	büchern	könyv	N;NOM;NEUT;PL	N;NOM;SG
medien	media	medeinen	media	N;NOM;NEUT;PL	
medien	média	medeinen	média	N;NOM;NEUT;PL	N;NOM;SG
jedes	minden	jed	minden	PRO;NOM;INDF;NEUT;SG	PRO;NOM;SG;3
jedes	bármelyik	jed	bármelyik	PRO;NOM;INDF;NEUT;SG	
jedes	bármely	jed	bármely	PRO;NOM;INDF;NEUT;SG	
jedes	bármilyen	jed	bármilyen	PRO;NOM;INDF;NEUT;SG	
jedes	mindegyik	jed	mindegyik	PRO;NOM;INDF;NEUT;SG	
einfluss	ütközés	einfluß	ütközés	ADJ	N;NOM;SG
einfluss	becsapódás	einfluß	becsapódás	ADJ	N;NOM;SG
einfluss	hatás	einfluß	hatás	ADJ	N;NOM;SG
einfluss	hatása	einfluß	hatás	ADJ	N;NOM;SG
einfluss	befolyása	einfluß	befolyás	ADJ	N;NOM;SG
einfluss	befolyással	einfluß	befolyás	ADJ	N;INS;SG
einfluss	befolyás	einfluß	befolyás	ADJ	N;NOM;SG
einfluss	befolyásolja	einfluß	befolyásol	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
monate	hónap	monat	hónap	ADV	N;NOM;SG
monate	hónapokig	monat	hónap	ADV	N;PL
monate	hónapok	monat	hónap	ADV	N;NOM;PL
monate	hónap	monat	hónap	ADV	N;NOM;SG
monate	hónapja	monat	hónap	ADV	N;NOM;SG
anlage	függelék	anlage	függelék	N;NOM;FEM;SG	
anlage	függelék	anlage	függelék	N;NOM;FEM;SG	
anlage	melléklet	anlage	melléklet	N;NOM;FEM;SG	
beschrieben	leírt	beschreiben	leírt	V;V.PTCP	
mehrfach	többszörös	mehrfach	többszörös	ADJ	N;NOM;SG
schutz	menedék	schutz	menedék	N	
schutz	védő	schutz	védő	N	ADJ;NOM;SG
schutz	oltalom	schutz	oltalom	N	
christoph	christopher	christoph	christopher	PROPN;NOM;MASC;SG	
christoph	kristóf	christoph	kristóf	PROPN;NOM;MASC;SG	
christoph	christoph	christoph	christoph	PROPN;NOM;MASC;SG	
lied	dalt	lied	dalt	N;NOM;NEUT;SG	N;ACC;SG
lied	song	lied	song	N;NOM;NEUT;SG	
eröffnet	nyitható	eröffnen	nyitható	V;V.PTCP	
ansonsten	másképpen	ansonsten	másképpen	ADV	
ansonsten	másképp	ansonsten	másképp	ADV	
geworden	lettem	werden	lesz	V;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
geworden	lett	werden	lesz	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
geworden	vált	werden	válik	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nämlich	nevezetesen	nämlich	nevezetesen	ADV	
rechte	kiváltságairól	recht	kiváltság	ADJ;NOM;FEM;PL	N;PL
rechte	kiváltság	recht	kiváltság	ADJ;NOM;FEM;PL	N;NOM;SG
rechte	jogosultságok	recht	jogosultság	ADJ;NOM;FEM;PL	N;NOM;PL
rechte	jobbra	recht	jobbra	ADJ;NOM;FEM;PL	ADV
rechte	jogai	recht	jogai	ADJ;NOM;FEM;PL	N;NOM;PL
rechte	jogokkal	recht	jog	ADJ;NOM;FEM;PL	N;INS;PL
rechte	jogok	recht	jog	ADJ;NOM;FEM;PL	N;NOM;PL
russischen	orosz	russisch	orosz	ADJ;NOM;MASC;PL	
russischen	oroszul	russisch	orosz	ADJ;NOM;MASC;PL	
russischen	oroszország	russisch	oroszország	ADJ;NOM;MASC;PL	N;NOM;SG
italienischer	olasz	italienisch	olasz	ADJ	
italienischer	olaszország	italienisch	olaszország	ADJ	
tagen	napok	tagen	nap	ADJ	N;NOM;PL
tagen	napokban	tagen	nap	ADJ	N;IN+ESS;PL
tagen	napokat	tagen	nap	ADJ	N;ACC;PL
tagen	napokon	tagen	nap	ADJ	N;ON+ESS;PL
stück	játék	stück	játék	ADJ	N;NOM;SG
stück	játszani	stück	játszik	ADJ	V;NFIN;ACT
stück	play	stück	play	ADJ	
stück	játssz	stück	játssz	ADJ	
stück	darabja	stück	darab	ADJ	N;NOM;SG
stück	darabka	stück	darabka	ADJ	
stück	darab	stück	darab	ADJ	
stück	szeletet	stück	szeletet	ADJ	N;ACC;SG
stück	szelet	stück	szelet	ADJ	N;NOM;SG
stück	darabok	stück	darab	ADJ	N;NOM;PL
stück	darabjai	stück	darab	ADJ	N;NOM;PL
stück	darab	stück	darab	ADJ	
stück	darabokban	stück	darab	ADJ	N;IN+ESS;PL
programm	program	programm	program	ADJ	N;NOM;SG
programm	programok	programm	program	ADJ	N;NOM;PL
programm	program	programm	program	ADJ	N;NOM;SG
live	live	live	live	ADJ	
live	élni	live	él	ADJ	V;NFIN;ACT
live	élőben	live	élő	ADJ	N;IN+ESS;SG
live	élő	live	élő	ADJ	
entspricht	egyenlők	entsprechen	egyenlő	V;IND;SG;3;PRS;FIN	N;NOM;PL
entspricht	egyenlő	entsprechen	egyenlő	V;IND;SG;3;PRS;FIN	
namens	megnevezett	namens	megnevezett	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
jazz	jazz	jazz	jazz		
unten	lefelé	unten	lefelé	ADV	
unten	alul	unten	alul	ADV	
unten	alatt	unten	alatt	ADV	ADP
unten	alatta	unten	alat	ADV	
unten	lent	unten	lesz	ADV	
unten	lent	unten	lesz	ADV	
unten	alul	unten	alul	ADV	
unten	alja	unten	al	ADV	N;NOM;SG
unten	alsó	unten	alsó	ADV	
unten	fenék	unten	fene	ADV	N;NOM;SG
papst	pápa	papst	pápa	N;NOM;MASC;SG	
papst	pope	papst	pope	N;NOM;MASC;SG	
themen	témák	them	téma	V;FIN	N;NOM;PL
themen	témák	them	téma	V;FIN	N;NOM;PL
themen	téma	them	téma	V;FIN	N;NOM;SG
themen	alanyok	them	alanyok	V;FIN	N;NOM;PL
themen	témák	them	téma	V;FIN	N;NOM;PL
themen	szál	them	szál	V;FIN	N;NOM;SG
themen	szálak	them	szál	V;FIN	N;NOM;PL
themen	problémák	them	probléma	V;FIN	N;NOM;PL
themen	kérdések	them	kérdés	V;FIN	N;NOM;PL
zugleich	egyszerre	zugleich	egyszer	ADV	
zugleich	egyidejűleg	zugleich	egyidejű	ADV	ADJ;FRML;SG
sache	izé	sachen	izé	ADV	
sache	dolog	sachen	dolog	ADV	N;NOM;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	
regelmäßig	rendszeres	regelmäßig	rendszeres	ADJ	
regelmäßig	normál	regelmäßig	normál	ADJ	
regelmäßig	időszakonként	regelmäßig	időszak	ADJ	N;ABS;SG
regelmäßig	időszakos	regelmäßig	időszakos	ADJ	N;NOM;SG
junge	legény	jung	legény	ADJ;NOM;FEM;PL	N;NOM;SG
junge	fiú	jung	fiú	ADJ;NOM;FEM;PL	N;NOM;SG
junge	fiatalok	jung	fiatal	ADJ;NOM;FEM;PL	N;NOM;PL
junge	fiatal	jung	fiatal	ADJ;NOM;FEM;PL	
junge	fiatalos	jung	fiatalos	ADJ;NOM;FEM;PL	ADJ;NOM;SG
junge	kölyök	jung	kölyök	ADJ;NOM;FEM;PL	
junge	gyerek	jung	gyerek	ADJ;NOM;FEM;PL	N;NOM;SG
eltern	nevelés	eltern	nevelés		N;NOM;SG
eltern	szülői	eltern	szülői		N;NOM;SG
eltern	szülei	eltern	szül		N;NOM;PL
eltern	szülők	eltern	szülő		N;NOM;PL
eltern	szüleim	eltern	szül		N;NOM;PL
eltern	anyavállalat	eltern	anyavállalat		N;NOM;SG
eltern	szülői	eltern	szülői		N;NOM;SG
eltern	szülő	eltern	szülő		N;NOM;SG
eltern	szülői	eltern	szülői		N;NOM;SG
sprachen	nyelveket	sprechen	nyelv	V;FIN	N;ACC;PL
sprachen	nyelvek	sprechen	nyelv	V;FIN	N;NOM;PL
sprachen	nyelveken	sprechen	nyelv	V;FIN	N;ON+ESS;PL
sprachen	nyelv	sprechen	nyelv	V;FIN	N;NOM;SG
internet	interneten	internet	internet		N;ON+ESS;SG
internet	internet	internet	inter		N;NOM;SG
folgt	kövesd	folgen	kövesd	V;IND;SG;3;PRS;FIN	V;DEF;IMP;PL;1;PRS;FIN;ACT
folgt	követ	folgen	követ	V;IND;SG;3;PRS;FIN	
größe	magasság	groß	magasság	N;NOM;FEM;SG	
größe	nagyság	groß	nagyság	N;NOM;FEM;SG	
größe	méretek	groß	méret	N;NOM;FEM;SG	N;NOM;PL
start	start	Start	start	PROPN	
start	kezdés	Start	kezdés	PROPN	N;NOM;SG
start	kezdeni	Start	kezd	PROPN	V;NFIN;ACT
start	felszállás	Start	felszállás	PROPN	N;NOM;SG
start	startup	Start	startup	PROPN	N;NOM;SG
start	kilövés	Start	kilövés	PROPN	N;NOM;SG
start	kilövés	Start	kilövés	PROPN	N;NOM;SG
start	indítás	Start	indítás	PROPN	N;NOM;SG
weltweit	világszerte	weltweit	világszerte	ADJ	
weltweit	világ	weltweit	világ	ADJ	
weltweit	world	weltweit	world	ADJ	
weltweit	vilag	weltweit	vilag	ADJ	N;NOM;SG
weltweit	globe	weltweit	globe	ADJ	N;NOM;SG
weltweit	global	weltweit	global	ADJ	
offenbar	látszólag	offenbar	látszólag	ADV	
offenbar	nyilvánvaló	offenbar	nyilvánvaló	ADV	
offenbar	nyilvánvalóan	offenbar	nyilvánvaló	ADV	ADJ;FRML;SG
katholische	katolikus	katholisch	katolikus	ADJ;NOM;FEM;PL	
katholische	katolikusok	katholisch	katolikus	ADJ;NOM;FEM;PL	N;NOM;PL
spricht	beszélő	sprechen	beszélő	V;IND;SG;3;PRS;FIN	ADJ;NOM;SG
hauptstadt	capitol	hauptstadt	capitol	ADJ	
hauptstadt	főváros	hauptstadt	főváros	ADJ	N;NOM;SG
hauptstadt	tőke	hauptstadt	tőke	ADJ	N;NOM;SG
abschluss	lezárás	abschließen	lezárás	ADV	N;NOM;SG
abschluss	bezárása	abschließen	bezárás	ADV	N;NOM;SG
abschluss	befejezés	abschließen	befejezés	ADV	N;NOM;SG
abschluss	befejezése	abschließen	befejezés	ADV	N;NOM;SG
abschluss	diplomás	abschließen	diplomás	ADV	N;NOM;SG
abschluss	végzős	abschließen	végzős	ADV	N;NOM;SG
abschluss	érettségi	abschließen	érettségi	ADV	ADJ;NOM;SG
abschluss	következtetés	abschließen	következtetés	ADV	N;NOM;SG
abschluss	következtetések	abschließen	következtetés	ADV	N;NOM;PL
hielt	tartották	halten	tart	V;IND;SG;3;PST;FIN	V;DEF;IND;PL;3;PST;FIN;ACT
hielt	tartottak	halten	tart	V;IND;SG;3;PST;FIN	V;INDF;IND;PL;3;PST;FIN;ACT
vorher	hírnök	vorher	hírnök	ADV	N;NOM;SG
vorher	előzetes	vorher	előzetes	ADV	
vorher	előtte	vorher	előtte	ADV	
vorher	előtt	vorher	előtt	ADV	ADP
kannst	tud	können	tud	V;IND;SG;2;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
kannst	can	können	can	V;IND;SG;2;PRS;FIN	
kannst	lehet	können	lesz	V;IND;SG;2;PRS;FIN	V;INDF;POT;SG;3;PRS;FIN;ACT
friedhof	templomkertben	friedhof	templomkert	ADJ	N;IN+ESS;SG
friedhof	temetőben	friedhof	temető	ADJ	N;IN+ESS;SG
friedhof	temető	friedhof	temető	ADJ	N;NOM;SG
friedhof	temetőben	friedhof	temető	ADJ	N;IN+ESS;SG
friedhof	temető	friedhof	temető	ADJ	N;NOM;SG
weiterer	tovább	weit	tovább	ADJ	ADV
weiterer	további	weit	további	ADJ	N;NOM;SG
philipp	phillip	philipp	phillip	PROPN;NOM;MASC;SG	
philipp	fülöp	philipp	fülöp	PROPN;NOM;MASC;SG	
philipp	philip	philipp	philip	PROPN;NOM;MASC;SG	
philipp	philipp	philipp	philipp	PROPN;NOM;MASC;SG	
philipp	philippe	philipp	philippe	PROPN;NOM;MASC;SG	
metern	méter	metern	méter	ADJ	N;NOM;SG
metern	méter	metern	méter	ADJ	N;NOM;SG
metern	méter	metern	méter	ADJ	N;NOM;SG
lehrer	oktató	lehr	oktató	ADJ	N;NOM;SG
lehrer	oktató	lehr	oktató	ADJ	N;NOM;SG
lehrer	tanárok	lehr	tanár	ADJ	N;NOM;PL
lehrer	tanárnő	lehr	tanárnő	ADJ	N;NOM;SG
lehrer	tanár	lehr	tanár	ADJ	N;NOM;SG
würden	volna	werden	volna	V;SBJV;PL;3;PST;FIN	V;INDF;COND;SG;3;PRS;ACT
würden	lenne	werden	lesz	V;SBJV;PL;3;PST;FIN	V;INDF;COND;SG;3;PRS;FIN;ACT
betrug	csalás	betragen	csalás	V;IND;SG;3;PST;FIN	N;NOM;SG
betrug	csaló	betragen	csaló	V;IND;SG;3;PST;FIN	
