que	זה	que	זה	CONJ	PRO;MASC;SG;3
fundador	המייסד	fundador	המייסד	N;MASC;SG	PROPN
fundador	מייסד	fundador	ייסד	N;MASC;SG	PROPN
piano	הפסנתר	piano	הפסנתר	N;MASC;SG	V;SG;1;PST;ACT
procedencia	המקור	procedencia	המקור	N;FEM;SG	
procedencia	המקור	procedencia	המקור	N;FEM;SG	
roberto	רוברט	roberto	רוברט	N;MASC;SG	PROPN
roberto	רוברטו	roberto	רוברטו	N;MASC;SG	PROPN
ganar	מנצח	ganar	מנצח	V;NFIN	N;MASC;SG
ganar	מנצח	ganar	מנצח	V;NFIN	N;MASC;SG
ganar	זכייה	ganar	זכייה	V;NFIN	N;FEM;SG
pintor	צייר	pintor	צייר	N;MASC;SG	PROPN
evento	האירוע	evento	האירוע	N;MASC;SG	PROPN
campeonatos	אליפות	campeonato	אליפות	N;MASC;PL	N;FEM;SG
alemana	גרמני	alemán	גרמני	ADJ;FEM;SG	N;MASC;SG
alemana	גרמנית	alemán	גרמנית	ADJ;FEM;SG	PROPN
alemana	גרמנים	alemán	גרמני	ADJ;FEM;SG	N;MASC;PL
alemana	גרמניה	alemán	גרמניה	ADJ;FEM;SG	PROPN
rosario	רוסאריו	rosario	רוסאריו	N;MASC;SG	PROPN
menores	קטין	menor	קטין	ADJ;PL	N;MASC;SG
menores	קטינים	menor	קטין	ADJ;PL	N;MASC;PL
menores	קטינה	menor	קטינה	ADJ;PL	N;FEM;SG
menores	קטינות	menor	קטינות	ADJ;PL	N;FEM;PL
menores	קטינים	menor	קטין	ADJ;PL	N;MASC;PL
menores	קטין	menor	קטין	ADJ;PL	N;MASC;SG
menores	שולי	menor	שול	ADJ;PL	
menores	מינור	menor	מינור	ADJ;PL	N;MASC;SG
pertenecían	שייך	pertenecer	שייך	V;IND;PL;3;IPFV;FIN	ADJ;MASC;SG
pertenecían	שייכת	pertenecer	שייך	V;IND;PL;3;IPFV;FIN	ADJ;FEM;SG
hispanos	היספני	hispano	היספני	N;MASC;PL	PROPN
conocer	פגוש	conocer	פגוש	V;NFIN	
términos	תנאי	término	תנאי	N;MASC;PL	
debajo	מתחת	debajo	מתחת	ADV	ADP
debajo	מתחת	debajo	מתחת	ADV	ADP
debajo	למטה	debajo	למטה	ADV	
debajo	בהמשך	debajo	בהמשך	ADV	
debajo	תחת	debajo	תחת	ADV	ADP
debajo	מתחת	debajo	מתחת	ADV	ADP
generación	דור	generación	דור	N;FEM;SG	
generación	דורות	generación	דור	N;FEM;SG	N;MASC;PL
bronce	פליז	bronce	פליז	N;MASC;SG	
bronce	בראס	bronce	בראס	N;MASC;SG	PROPN
bronce	ארד	bronce	ארד	N;MASC;SG	PROPN
bronce	הארד	bronce	ה"הארד	N;MASC;SG	PROPN
tabla	השולחן	tabla	השולחן	N;FEM;SG	PROPN
tabla	הלוח	tabla	הלוח	N;FEM;SG	
tabla	קרש	tabla	קרש	N;FEM;SG	
tabla	לוח	tabla	לוח	N;FEM;SG	
vio	מסור	ver	מסור	V;IND;SG;3;PST;FIN	
vio	ראיתי	ver	ראה	V;IND;SG;3;PST;FIN	V;SG;1;PST;ACT
vio	המסור	ver	המסור	V;IND;SG;3;PST;FIN	PROPN
armada	חמוש	armado	חמוש	ADJ;FEM;SG;V.PTCP	PROPN
armada	חמושה	armado	חמושה	ADJ;FEM;SG;V.PTCP	
armada	חמושים	armado	חמוש	ADJ;FEM;SG;V.PTCP	ADJ;MASC;PL
armada	צבא	armado	צבא	ADJ;FEM;SG;V.PTCP	N;MASC;SG
pareja	זוג	pareja	זוג	N;FEM;SG	
pareja	זוגי	pareja	זוג	N;FEM;SG	
pareja	זוגות	pareja	זוג	N;FEM;SG	N;MASC;PL
pareja	זוג	pareja	זוג	N;FEM;SG	
pareja	פרטנר	pareja	פרטנר	N;FEM;SG	PROPN
gol	יעד	gol	יעד	N;MASC;SG	
gol	גול	gol	גול	N;MASC;SG	PROPN
institución	המוסד	institución	המוסד	N;FEM;SG	
luna	לונה	luna	לונה	N;FEM;SG	PROPN
luna	מון	luna	מון	N;FEM;SG	PROPN
luna	ירח	luna	ירח	N;FEM;SG	PROPN
luna	הירח	luna	הירח	N;FEM;SG	PROPN
península	פנינסולה	península	פנינסולה	N;FEM;SG	PROPN
escrita	נכתב	escrito	נכתב	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;MID
escrita	כתובה	escrito	כתוב	ADJ;FEM;SG;V.PTCP	N;FEM;SG
escrita	נכתבה	escrito	נכתב	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST;MID
escrita	כתובים	escrito	כתוב	ADJ;FEM;SG;V.PTCP	N;MASC;PL
escrita	כתוב	escrito	כתב	ADJ;FEM;SG;V.PTCP	
llevar	אשא	llevar	אשא	V;NFIN	PROPN
bahía	באייה	bahía	באייה	N;FEM;SG	PROPN
cerro	סרו	cerro	סר	N;MASC;SG	PROPN
cerro	היל	cerro	היל	N;MASC;SG	PROPN
cerro	גבעת	cerro	גבעה	N;MASC;SG	PROPN
enlace	קישור	enlace	קישור	N;MASC;SG	
enlace	לינק	enlace	לינק	N;MASC;SG	PROPN
traducción	התרגום	traducción	התרגום	N;FEM;SG	
traducción	תרגומים	traducción	תרגום	N;FEM;SG	N;MASC;PL
máxima	מרבי	máximo	מרבי	ADJ;FEM;SG	
máxima	מקסימום	máximo	מקסימום	ADJ;FEM;SG	N;MASC;SG
máxima	המקסימום	máximo	המקסימום	ADJ;FEM;SG	PROPN
máxima	מקסים	máximo	מקסים	ADJ;FEM;SG	PROPN
contaba	ספרת	contar	ספרה	V;IND;SG;3;IPFV;FIN	N;FEM;SG
contaba	ספרתי	contar	ספרתי	V;IND;SG;3;IPFV;FIN	N
fundado	נוסדה	fundado	נוסד	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
fundado	נוסד	fundado	נוסד	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
fundado	ייסד	fundado	ייסד	ADJ;MASC;SG;V.PTCP	N;MASC;SG
paraguay	פרגוואי	paraguay	פרגוואי	N;MASC;SG	PROPN
alguien	מישהו	alguien	מישהו	PRO;SG	N;MASC;SG
alguien	מישהי	alguien	מישהי	PRO;SG	PROPN
alguien	מישהו	alguien	מישהו	PRO;SG	N;MASC;SG
alguien	מישהו	alguien	מישהו	PRO;SG	N;MASC;SG
ganador	זוכה	ganador	זכה	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
ganador	המנצח	ganador	המנצח	N;MASC;SG	PROPN
ganador	הזוכה	ganador	הזוך	N;MASC;SG	ADV
continuación	המשיך	continuación	המשיך	N;FEM;SG	V;MASC;SG;3;PST;ACT
continuación	המשיכה	continuación	המשיך	N;FEM;SG	V;FEM;SG;3;PST;ACT
conflicto	עימותים	conflicto	עימות	N;MASC;SG	N;FEM;PL
conflicto	סכסוכים	conflicto	סכסוך	N;MASC;SG	N;MASC;PL
conflicto	הסכסוך	conflicto	הסכסוך	N;MASC;SG	PROPN
volumen	נפח	volumen	נפח	N;MASC;SG	
volumen	כרך	volumen	כרך	N;MASC;SG	
xxi	xxi	xxi	xxi	N	NUM
aérea	אווירי	aéreo	אווירי	ADJ;FEM;SG	N;MASC;SG
técnico	טכנאי	técnico	טכנאי	N;MASC;SG	PROPN
técnico	טכניים	técnico	טכני	N;MASC;SG	ADJ;MASC;PL
técnico	טכניות	técnico	טכני	N;MASC;SG	N;FEM;PL
técnico	טק	técnico	טק	N;MASC;SG	
humano	אנוש	humano	אנוש	ADJ;MASC;SG	
humano	אדם	humano	אדם	ADJ;MASC;SG	N;MASC;SG
dirigido	ביים	dirigido	ביים	ADJ;MASC;SG;V.PTCP	PROPN
consecuencia	השלכות	consecuencia	השלכה	N;FEM;SG	N;FEM;PL
aparecen	מופיעים	aparecer	הופיע	V;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
aparecen	מופיעות	aparecer	הופיע	V;IND;PL;3;PRS;FIN	V;FEM;PL;V.PTCP;ACT
per	פר	per	פר	ADP	
materiales	חומר	material	חומר	N;MASC;PL	N;MASC;SG
materiales	חומרי	material	חומרי	N;MASC;PL	ADJ;MASC;PL
materiales	חומר	material	חומר	N;MASC;PL	N;MASC;SG
carta	אות	carta	אות	N;FEM;SG	
centros	מרכזי	centro	מרכזי	N;MASC;PL	ADJ;MASC;SG
fiestas	מסיבות	fiesta	מסיבה	N;FEM;PL	
fiestas	חגי	fiesta	חגי	N;FEM;PL	PROPN
simplemente	פשוט	simplemente	פשוט	ADV	
japonés	יפני	japonés	יפני	N;MASC;SG	PROPN
japonés	יפנית	japonés	יפני	N;MASC;SG	PROPN
japonés	יפנים	japonés	יפנים	N;MASC;SG	N;MASC;PL
opinión	הדעה	opinión	הדעה	N;FEM;SG	ADV
franco	פרנק	franco	פרנק		PROPN
franco	פרנקו	franco	פרנקו		PROPN
decisión	ההחלטה	decisión	ההחלטה	N;FEM;SG	PROPN
concepción	קונספסיון	concepción	קונספסיון	N;FEM;SG	PROPN
cara	פניה	cara	פניה	N;FEM;SG	
cara	פנים	cara	פנים	N;FEM;SG	N;MASC;PL
cara	פייס	cara	פייס	N;FEM;SG	PROPN
carolina	קרולין	carolina	קרולין	N;FEM;SG	PROPN
carolina	קרוליין	carolina	קרוליין	N;FEM;SG	PROPN
carolina	קרוליינה	carolina	קרוליינה	N;FEM;SG	PROPN
lee	לי	leer	ל	V;IND;SG;3;PRS;FIN	
botánica	בוטניקה	botánica	בוטניקה	N;FEM;SG	PROPN
botánica	הבוטניים	botánica	הבוטניים	N;FEM;SG	N;MASC;DU
botánica	בוטנאי	botánica	בוטנאי	N;FEM;SG	PROPN
maria	מרי	mario	מרי		PROPN
maria	מארי	mario	מארי		PROPN
maria	מריה	mario	מריה		PROPN
editor	מפרסם	editor	פרסם	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
editor	העורך	editor	העורך	N;MASC;SG	ADV
editor	עורכת	editor	עורך	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
polonia	פוליש	polonia	פוליש	PROPN	PROPN
polonia	לק	polonia	לק	PROPN	
polonia	פולני	polonia	פולני	PROPN	PROPN
polonia	הברקה	polonia	הברקה	PROPN	N;FEM;SG
polonia	פולין	polonia	פולין	PROPN	PROPN
hogar	הביתה	hogar	הביתה	N;MASC;SG	ADV
hogar	הום	hogar	הום	N;MASC;SG	
hogar	בבית	hogar	בבית	N;MASC;SG	
hogar	הבית	hogar	הבית	N;MASC;SG	ADV
hogar	home	hogar	home	N;MASC;SG	
abierto	לפתוח	abierto	פתח	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
abierto	פתח	abierto	פתח	ADJ;MASC;SG;V.PTCP	PROPN
abierto	פתוחים	abierto	פתוח	ADJ;MASC;SG;V.PTCP	ADJ;MASC;PL
abierto	פתחי	abierto	פתח	ADJ;MASC;SG;V.PTCP	N;PSSD;MASC;PL
participantes	משתתפים	participante	השתתף	N;PL	V;MASC;PL;V.PTCP
participantes	משתתפת	participante	השתתף	N;PL	V;FEM;SG;V.PTCP
participantes	משתתף	participante	השתתף	N;PL	V;MASC;SG;V.PTCP
participantes	מתחרים	participante	התחרה	N;PL	V;MASC;PL;V.PTCP
participantes	משתתפים	participante	השתתף	N;PL	V;MASC;PL;V.PTCP
participantes	משתתפים	participante	השתתף	N;PL	V;MASC;PL;V.PTCP
participantes	משתתפת	participante	השתתף	N;PL	V;FEM;SG;V.PTCP
participantes	משתתף	participante	השתתף	N;PL	V;MASC;SG;V.PTCP
instituciones	מוסדי	institución	מוסדי	N;FEM;PL	ADJ;MASC;SG
monasterio	מנזר	monasterio	מנזר	N;MASC;SG	PROPN
castro	קסטרו	castro	קסטרו	PROPN	PROPN
sean	שון	ser	שון	V;SBJV;PL;3;PRS;FIN	PROPN
suecia	שוודי	suecia	שוודי	N;FEM;SG	PROPN
suecia	שוודיה	suecia	שוודיה	N;FEM;SG	PROPN
suecia	שבדיה	suecia	שבדיה	N;FEM;SG	PROPN
nota	תו	nota	תו	N;FEM;SG	
nota	פתק	nota	פתק	N;FEM;SG	
nota	הערה	nota	הערה	N;FEM;SG	ADV
concurso	התחרות	concurso	התחרה	N;MASC;SG	N;FEM;PL
seguir	עקוב	seguir	עקוב	V;NFIN	
marqués	מרקיז	marqués	הרקיז	N;MASC;SG	PROPN
marqués	המרקיז	marqués	המרקיז	N;MASC;SG	PROPN
actuación	ביצועי	actuación	ביצוע	N;FEM;SG	N;MASC;PL
actuación	ביצועים	actuación	ביצוע	N;FEM;SG	N;MASC;PL
actuación	הביצועים	actuación	הביצוע	N;FEM;SG	N;MASC;PL
peces	דג	pez	דג	N;MASC;PL	
peces	פיש	pez	פיש	N;MASC;PL	PROPN
ascenso	הקידום	ascenso	הקידום	N;MASC;SG	PROPN
ascenso	העליה	ascenso	העליה	N;MASC;SG	V;FEM;SG;3;PST;ACT
ascenso	לטפס	ascenso	טיפס	N;MASC;SG	V;NFIN;ACT
planeta	פלנטה	planeta	פלנטה	N;MASC;SG	
planeta	פלאנט	planeta	פלאנט	N;MASC;SG	PROPN
monumento	אנדרטאות	monumento	אנדרטאות	N;MASC;SG	N;FEM;PL
monumento	האנדרטה	monumento	האנדרטה	N;MASC;SG	PROPN
israel	ישראל	israel	ישראל	N;SG	PROPN
marcha	מרץ	marcha	מרץ	N;FEM;SG	PROPN
marcha	במרץ	marcha	במרץ	N;FEM;SG	PROPN
representación	לייצוג	representación	לייצוג	N;FEM;SG	V;NFIN;ACT
turismo	תייר	turismo	תייר	N;MASC;SG	
turismo	תיירים	turismo	תייר	N;MASC;SG	N;MASC;PL
publicaciones	פרסום	publicación	פרסום	N;FEM;PL	N;MASC;SG
frecuencia	תדר	frecuencia	תדר	N;FEM;SG	PROPN
semanas	וויקס	semana	וויקס	N;FEM;PL	PROPN
basado	מבוסס	basado	None	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
saber	מכירה	saber	מכירה	V;NFIN	N;FEM;SG
saber	סאבר	saber	סאבר	V;NFIN	PROPN
olímpico	אולימפי	olímpico	אולימפי	ADJ;MASC;SG	PROPN
olímpico	האולימפי	olímpico	האולימפי	ADJ;MASC;SG	PROPN
utilizar	שימוש	utilizar	שימוש	V;NFIN	N;MASC;SG
poner	שים	poner	None	V;NFIN	
poner	שימי	poner	שימי	V;NFIN	
corea	קוריאנית	corear	קורינני	N;SG	PROPN
corea	קוריאני	corear	קוריאני	N;SG	PROPN
corea	קוריאה	corear	קוריאה	N;SG	PROPN
borrado	נמחקו	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
borrado	נמחקה	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
borrado	נמחק	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
borrado	נמחקו	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
borrado	נמחקה	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
borrado	נמחק	borrado	נמחק	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
borrado	מחיקה	borrado	מחיקה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
carmen	קרמן	carmen	קרמן	N;MASC;SG	PROPN
carmen	כרמן	carmen	כרמן	N;MASC;SG	PROPN
carmen	כרמל	carmen	כרמל	N;MASC;SG	PROPN
creada	נוצרה	creado	נוצר	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST;MID
creada	נוצרו	creado	נוצר	ADJ;FEM;SG;V.PTCP	V;PL;3;PST;MID
creada	יצרת	creado	יצרת	ADJ;FEM;SG;V.PTCP	N;FEM;SG
creada	יצר	creado	יצר	ADJ;FEM;SG;V.PTCP	N;MASC;SG
creada	נוצר	creado	נוצר	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;MID
elección	בחירות	elección	בחירות	N;FEM;SG	N;FEM;PL
clases	רמה	clase	רמה	N;FEM;PL	N;FEM;SG
clases	כיתה	clase	כיתה	N;FEM;PL	N;FEM;SG
clases	מעמד	clase	מעמד	N;FEM;PL	N;MASC;SG
vuelo	עפה	vuelo	עפה	N;MASC;SG	PROPN
xiii	xiii	xiii	xiii	N	NUM
parlamento	הפרלמנט	parlamento	הפרלמנט	N;MASC;SG	PROPN
titular	מחזיק	titular	החזיק	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
titular	הולדר	titular	הולדר	N;MASC;SG	PROPN
florida	פלורידה	florida	פלורידה	N;FEM;SG	PROPN
económico	כלכלה	económico	כלכלה	ADJ;MASC;SG	N;FEM;SG
económico	כלכלית	económico	כלכלי	ADJ;MASC;SG	ADV
descrito	מתואר	descrito	תואר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
descrito	תאר	descrito	תאר	ADJ;MASC;SG;V.PTCP	
descrito	תיאר	descrito	תיאר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
league	הליגה	league	הליגה	N;FEM;SG	
destaca	מדגיש	destacar	הדגיש	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
destaca	גוונים	destacar	גוון	V;IND;SG;3;PRS;FIN	N;MASC;PL
html	html	html	html	N;MASC;SG	
anderson	אנדרסון	anderson	אנדרסון	N;MASC;SG	PROPN
directo	סטרייט	directo	סטרייט	ADJ;MASC;SG	PROPN
directo	ישר	directo	ישר	ADJ;MASC;SG	
directo	ישיר	directo	ישיר	ADJ;MASC;SG	
directo	ישירות	directo	ישירות	ADJ;MASC;SG	
directo	ישירה	directo	ישיר	ADJ;MASC;SG	ADV
usado	משומש	usado	משומש	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
usado	בשימוש	usado	בשימוש	ADJ;MASC;SG;V.PTCP	PROPN
presidencia	נשיאותי	presidencia	נשיאותי	N;FEM;SG	ADJ;MASC;SG
contrario	ההפך	contrario	ההפך	ADJ;MASC;SG	
contrario	ההיפך	contrario	ההיפך	ADJ;MASC;SG	PROPN
contrario	בניגוד	contrario	בניגוד	ADJ;MASC;SG	CONJ
andalucía	אנדלוסיה	andalucía	אנדלוסיה	N;FEM;SG	PROPN
volver	אחורה	volver	אחורה	V;NFIN	ADV
volver	בחזרה	volver	בחזרה	V;NFIN	
volver	חזרה	volver	None	V;NFIN	ADV
volver	לאחור	volver	לאחור	V;NFIN	ADV
pista	הרמז	pista	הרמז	N;FEM;SG	
pista	רמז	pista	רמז	N;FEM;SG	
pista	רמז	pista	רמז	N;FEM;SG	
botánico	הבוטניים	botánico	הבוטניים	N;MASC;SG	N;MASC;DU
botánico	בוטנאי	botánico	בוטנאי	N;MASC;SG	PROPN
método	השיטה	método	השיט	N;MASC;SG	V;FEM;SG;3;PST;ACT
concierto	קונצרט	concierto	קונצרט	N;MASC;SG	PROPN
cuarta	רביעי	cuarto	רביעי	ADJ;FEM;SG	PROPN
cuarta	רביעית	cuarto	רביעית	ADJ;FEM;SG	NUM;FEM;SG
cuarta	fourth	cuarto	fourth	ADJ;FEM;SG	
cuarta	הרביעית	cuarto	הרביעית	ADJ;FEM;SG	ADV
cuarta	הרביעי	cuarto	הרביע	ADJ;FEM;SG	PROPN
par	זוג	par	זוג	N;MASC;SG	
par	פאר	par	פאר	N;MASC;SG	
capaz	מסוגל	capaz	מסוגל	ADJ;SG	V;MASC;SG
capaz	אייבל	capaz	אייבל	ADJ;SG	PROPN
capaz	מסוגל	capaz	מסוגל	ADJ;SG	V;MASC;SG
capaz	מסוגלות	capaz	מסוגל	ADJ;SG	ADJ;FEM;PL
viejo	וייחו	viejo	וייח	ADJ;MASC;SG	PROPN
viejo	זקן	viejo	זקן	ADJ;MASC;SG	
viejo	ישן	viejo	ישן	ADJ;MASC;SG	PROPN
viejo	זקנה	viejo	זקן	ADJ;MASC;SG	N;FEM;SG
especiales	ספיישל	especial	ספיישל	ADJ;PL	PROPN
especiales	ספיישל	especial	ספיישל	ADJ;PL	PROPN
especiales	מיוחדת	especial	מיוחד	ADJ;PL	ADJ;FEM;SG
especiales	מיוחד	especial	מיוחד	ADJ;PL	ADJ;MASC;SG
nueve	nine	nueve	nine	NUM;PL	
nueve	תשע	nueve	תשע	NUM;PL	NUM;FEM;SG
nueve	תשעה	nueve	תשעה	NUM;PL	NUM;MASC;SG
bosque	יער	bosque	יער	N;MASC;SG	
bosque	וודס	bosque	ודס	N;MASC;SG	PROPN
bosque	יער	bosque	יער	N;MASC;SG	
bosque	היער	bosque	היער	N;MASC;SG	
bosque	יערות	bosque	עירה	N;MASC;SG	N;MASC;PL
ganado	הרוויח	ganado	הרוויח	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
ganado	הרוויחו	ganado	הרוויח	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;ACT
ganado	הרוויחה	ganado	הרוויח	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
ganado	זכיתי	ganado	זכה	ADJ;MASC;SG;V.PTCP	V;SG;1;PST;ACT
ganado	זכה	ganado	זכה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
ganado	ניצח	ganado	ניצח	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
ganado	ניצחו	ganado	ניצח	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;ACT
ganado	בקר	ganado	בקר	ADJ;MASC;SG;V.PTCP	
carga	טען	carga	טען	N;FEM;SG	V;MASC;SG;3;PST;ACT
carga	לטעון	carga	טען	N;FEM;SG	V;NFIN;ACT
carga	טוען	carga	טען	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
carga	העלה	carga	העלה	N;FEM;SG	V;MASC;SG;3;PST;ACT
carga	העלי	carga	העל	N;FEM;SG	PROPN
carga	המון	carga	המון	N;FEM;SG	
letra	מילים	letra	מילה	N;FEM;SG	N;FEM;PL
letra	אות	letra	אות	N;FEM;SG	
necesidad	זקוקה	necesidad	זקוק	N;FEM;SG	ADJ;FEM;SG
necesidad	צריך	necesidad	צריך	N;FEM;SG	V;MASC;SG
necesidad	צריכה	necesidad	צריך	N;FEM;SG	ADJ;FEM;SG
necesidad	זקוק	necesidad	None	N;FEM;SG	ADJ;MASC;SG
necesidad	הכרח	necesidad	הכרח	N;FEM;SG	
diócesis	הדיוקסיה	diócesis	הדיוקסיה	N;FEM	PROPN
dejar	עזוב	dejar	עזוב	V;NFIN	
registro	רשום	registro	רשם	N;MASC;SG	PROPN
registro	להירשם	registro	נרשם	N;MASC;SG	V;NFIN;MID
registro	תקליט	registro	הקליט	N;MASC;SG	PROPN
regreso	הקאמבק	regreso	הקאמבק	N;MASC;SG	PROPN
regreso	קאמבק	regreso	קאמבק	N;MASC;SG	PROPN
regreso	החזר	regreso	החזר	N;MASC;SG	PROPN
regreso	אחורה	regreso	אחורה	N;MASC;SG	ADV
regreso	בחזרה	regreso	בחזרה	N;MASC;SG	
regreso	חזרה	regreso	None	N;MASC;SG	ADV
regreso	לאחור	regreso	לאחור	N;MASC;SG	ADV
complejo	מורכבים	complejo	מורכב	ADJ;MASC;SG	V;MASC;PL;V.PTCP;PASS
complejo	מורכב	complejo	מורכב	ADJ;MASC;SG	V;MASC;SG;V.PTCP;PASS
complejo	מורכבת	complejo	הורכב	ADJ;MASC;SG	V;FEM;SG;V.PTCP;PASS
complejo	מתחם	complejo	מתחם	ADJ;MASC;SG	PROPN
complejo	תסביך	complejo	תסביך	ADJ;MASC;SG	PROPN
acto	לפעול	acto	פעל	N;MASC;SG	V;NFIN;ACT
acto	להתנהג	acto	התנהג	N;MASC;SG	V;NFIN
life	life	life	life	N	
life	החיים	life	החיים	N	ADV
life	חיים	life	חיים	N	PROPN
indica	מציינת	indicar	ציין	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
indica	אינדיקה	indicar	אינדיקה	V;IND;SG;3;PRS;FIN	N;FEM;SG
fundó	ייסד	fundar	ייסד	V;IND;SG;3;PST;FIN	N;MASC;SG
voto	הצביעו	voto	הצביע	N;MASC;SG	V;PL;3;PST;ACT
voto	להצביע	voto	הצביע	N;MASC;SG	V;NFIN;ACT
voto	תצביעו	voto	הצביע	N;MASC;SG	V;PL;1;FUT;ACT
nicolás	ניקולאס	nicolás	ניקולאס	N;MASC;SG	PROPN
nicolás	ניקולס	nicolás	ניקולס	N;MASC;SG	PROPN
nicolás	ניקולא	nicolás	ניקולא	N;MASC;SG	PROPN
nicolás	ניקולאס	nicolás	ניקולאס	N;MASC;SG	PROPN
nicolás	ניקולס	nicolás	ניקולס	N;MASC;SG	PROPN
solar	שמש	solar	שמש	N;MASC;SG	
perdió	אבדה	perder	אבדה	V;IND;SG;3;PST;FIN	N;FEM;SG
perdió	אבודה	perder	אבודה	V;IND;SG;3;PST;FIN	N;FEM;SG
perdió	אבודים	perder	אבוד	V;IND;SG;3;PST;FIN	N;MASC;PL
perdió	אבוד	perder	אבוד	V;IND;SG;3;PST;FIN	
playa	חוף	playa	חוף	N;FEM;SG	PROPN
playa	החוף	playa	החוף	N;FEM;SG	PROPN
playa	פלאיה	playa	פלאיה	N;FEM;SG	PROPN
playa	החופים	playa	החוף	N;FEM;SG	N;MASC;PL
playa	חופים	playa	חוף	N;FEM;SG	N;MASC;PL
cantantes	זמרי	cantante	זמר	N;PL	PROPN
arriba	טופ	arriba	טופ	ADV	
arriba	עליון	arriba	עליון	ADV	ADJ;MASC;SG
arriba	מעל	arriba	מעל	ADV	ADP
latina	לטינית	latino	לטיני	ADJ;FEM;SG	ADV
latina	לטיני	latino	לטיני	ADJ;FEM;SG	PROPN
latina	בלטינית	latino	בלטיני	ADJ;FEM;SG	ADV
latina	הלטינית	latino	הלטיני	ADJ;FEM;SG	ADV
latina	לטינית	latino	לטיני	ADJ;FEM;SG	ADV
conseguir	קבל	conseguir	קבל	V;NFIN	PROPN
femenino	נשי	femenino	איש	ADJ;MASC;SG	
femenino	נשיות	femenino	נשיה	ADJ;MASC;SG	N;FEM;PL
femenino	נשי	femenino	איש	ADJ;MASC;SG	
femenino	נקבה	femenino	נקבה	ADJ;MASC;SG	PROPN
femenino	נשים	femenino	איש	ADJ;MASC;SG	N;FEM;PL
instalaciones	התקנות	instalación	התקנה	N;FEM;PL	N;FEM;SG
instalaciones	התקנות	instalación	התקנה	N;FEM;PL	N;FEM;SG
vive	live	vivir	live	V;IND;SG;3;PRS;FIN	
vive	חי	vivir	חי	V;IND;SG;3;PRS;FIN	
derrota	התבוסה	derrota	התבוסה	N;FEM;SG	V;FEM;SG;3;PST
derrota	להביס	derrota	הביס	N;FEM;SG	V;NFIN;ACT
vii	השביעי	vii	השביע		ADV
king	המלך	king	המלך	N	
king	קינג	king	קינג	N	PROPN
sola	לבדי	solo	לבדי	ADJ;FEM;SG	
sola	לבדו	solo	לבד	ADJ;FEM;SG	
sola	לבד	solo	לבד	ADJ;FEM;SG	
basada	מבוסס	basado	None	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
césar	קיסר	césar	קיסר	PROPN	PROPN
césar	סזאר	césar	סזאר	PROPN	PROPN
castellano	הקסטיליאנית	castellano	הקסטיליאני	N;MASC;SG	PROPN
castellano	קסטלנו	castellano	קסטלנו	N;MASC;SG	PROPN
castellano	ספרדי	castellano	ספרדי	N;MASC;SG	PROPN
castellano	ספרדית	castellano	ספרדית	N;MASC;SG	PROPN
urbano	עירונית	urbano	עירוני	ADJ;MASC;SG	ADV
urbano	עירוני	urbano	עירוני	ADJ;MASC;SG	PROPN
international	international	international	קגקגק	ADJ;SG	PROPN
international	בינלאומית	international	בינלאומית	ADJ;SG	PROPN
international	בינלאומי	international	בינלאומי	ADJ;SG	PROPN
