категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
лудвиг	людвиг	лудвиг	людвига	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
представя	подарки	представям-(се)	подарок	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
македонски	македонии	македонски	македония	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;PL
виж	видишь	видя-(се)	видеть	V;PFV;IMP;SG;2;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
виж	см	видя-(се)	сантиметр	V;PFV;IMP;SG;2;FIN	ADV
виж	смотрите	видя-(се)	смотреть	V;PFV;IMP;SG;2;FIN	V;IPFV;IMP;PL;2;FIN;ACT
виж	смотри	видя-(се)	смотреть	V;PFV;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN;ACT
виж	посмотрите	видя-(се)	смотреть	V;PFV;IMP;SG;2;FIN	V;PFV;IMP;PL;2;FIN;ACT
съдържание	материалы	съдържание	материал	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
китара	гитары	китар	гитара	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
мъже	men	мъж	men	N;INDF;MASC;PL	PROPN
югославия	югославии	югославия	югославия	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
югославия	югославия	югославия	югославие	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
северно	северный	северно	северный	ADV	ADJ;NOM;MASC;SG
северно	северная	северно	северный	ADV	ADJ;NOM;FEM;SG
северно	север	северно	север	ADV	N;INAN;NOM;MASC;SG
северно	норт	северно	норт	ADV	N;INAN;NOM;MASC;SG
северно	северной	северно	северный	ADV	ADJ;INS;FEM;SG
георгиев	георгиев	георгиев	георгия	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
музиката	music	музика	music	N;DEF;FEM;SG	PROPN
острова	острова	острова	остров	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
острова	island	острова	island	N;DEF;MASC;SG	PROPN
острова	островных	острова	островной	N;DEF;MASC;SG	ADJ;GEN;PL
морски	морские	морски	морской	ADJ;INDF;MASC;SG	ADJ;NOM;PL
морски	морские	морски	морской	ADJ;INDF;MASC;SG	ADJ;NOM;PL
морски	морских	морски	морской	ADJ;INDF;MASC;SG	ADJ;GEN;PL
черна	black	чер	black	ADJ;INDF;FEM;SG	PROPN
черна	чёрные	чер	черный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
високо	высокий	високо	высокий	ADV	ADJ;NOM;MASC;SG
високо	high	високо	high	ADV	PROPN
високо	высокого	високо	высокий	ADV	ADJ;GEN;MASC;SG
високо	высокая	високо	высокий	ADV	ADJ;NOM;FEM;SG
използвани	используется	използвам	использовать	V;IPFV;INDF;PL;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
използвани	использовано	използвам	использовать	V;IPFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
използвани	используемый	използвам	использовать	V;IPFV;INDF;PL;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
използвани	использован	използвам	использовать	V;IPFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
системата	system	система	system	N;DEF;FEM;SG	PROPN
революция	революции	революция	революция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
олимпийски	олимпийские	олимпийски	олимпийский	PROPN;INDF;MASC;SG	ADJ;NOM;PL
олимпийски	олимпийский	олимпийски	олимпийский	PROPN;INDF;MASC;SG	ADJ;NOM;MASC;SG
колумбия	колумбия	колумбия	колумбия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
колумбия	колумбийский	колумбия	колумбийский	PROPN;INDF;FEM;SG	ADJ;NOM;MASC;SG
колумбия	колумбия	колумбия	колумбия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
колумбия	колумбию	колумбия	колумбия	PROPN;INDF;FEM;SG	N;INAN;ACC;FEM;SG
колумбия	колумбии	колумбия	колумбия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
полски	польши	полски	польша	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
радио	radio	радио	radio	N;INDF;NEUT;SG	PROPN
национална	национальные	национален	национальный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
национална	национальных	национален	национальный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
национална	national	национален	national	ADJ;INDF;FEM;SG	PROPN
политическа	политических	политически	политический	ADJ;INDF;FEM;SG	ADJ;GEN;PL
сръбски	сербы	сръбски	серб	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
сръбски	сербов	сръбски	серб	ADJ;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
сръбски	сербии	сръбски	сербия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
сръбски	сербские	сръбски	сербский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
маса	массового	маса	массовый	N;INDF;FEM;SG	ADJ;GEN;NEUT;SG
единствено	только	единствено	только	ADV	PART
робърт	роберт	робърт	роберт	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
робърт	робер	робърт	робер	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
борба	бои	борба	бой	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
направи	make	направя-(се)	make	V;PFV;IMP;SG;2;FIN	PROPN
швейцария	швейцария	швейцария	швейцария	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
швейцария	швейцарию	швейцария	швейцария	PROPN;INDF;FEM;SG	N;INAN;ACC;FEM;SG
швейцария	швейцарии	швейцария	швейцария	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
швейцария	швейцарский	швейцария	швейцарский	PROPN;INDF;FEM;SG	ADJ;NOM;MASC;SG
швейцария	швейцарская	швейцария	швейцарский	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
швейцария	швейцарии	швейцария	швейцария	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
посолство	посольства	посолство	посольство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
военно	военный	военен	военный	ADV	ADJ;NOM;MASC;SG
военно	военных	военен	военный	ADV	N;ANIM;GEN;MASC;PL
военно	военная	военен	военный	ADV	ADJ;NOM;FEM;SG
военно	военные	военен	военный	ADV	N;ANIM;NOM;MASC;PL
средно	средняя	средно	средний	ADV	ADJ;NOM;FEM;SG
средно	средний	средно	средний	ADV	ADJ;NOM;MASC;SG
средно	среднее	средно	средний	ADV	ADJ;NOM;NEUT;SG
средно	средняя	средно	средний	ADV	ADJ;NOM;FEM;SG
средно	средних	средно	средний	ADV	ADJ;GEN;PL
средно	средний	средно	средний	ADV	ADJ;NOM;MASC;SG
средно	среднее	средно	средний	ADV	ADJ;NOM;NEUT;SG
средно	средние	средно	средний	ADV	ADJ;NOM;PL
сериал	серии	сериал	серия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
специално	особая	специално	особый	ADV	ADJ;NOM;FEM;SG
специално	специальный	специално	специальный	ADV	ADJ;NOM;MASC;SG
специално	специального	специално	специальный	ADV	ADJ;GEN;MASC;SG
специално	специальная	специално	специальный	ADV	ADJ;NOM;FEM;SG
специално	специальные	специално	специальный	ADV	ADJ;NOM;PL
специално	специальное	специално	специальный	ADV	ADJ;NOM;NEUT;SG
материали	материал	материал	материал	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
поема	стих	поемам	стих	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
поема	стихотворение	поемам	стихотворение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
солун	салониках	солун	салоник	PROPN;INDF;MASC;SG	N;INAN;ESS;MASC;PL
саксония	саксен	саксония	саксен	PROPN;INDF;FEM;SG	
саксония	саксония	саксония	саксоние	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
класиране	классификации	класиране	классификация	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
проекта	project	проект	project	N;DEF;MASC;SG	PROPN
спорт	sport	спорт	sport	N;INDF;MASC;SG	PROPN
спорт	спортивные	спорт	спортивный	N;INDF;MASC;SG	ADJ;NOM;PL
спорт	спортивная	спорт	спортивный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
спорт	sports	спорт	sports	N;INDF;MASC;SG	PROPN
сам	одна	сам	один	N;INDF;MASC;SG	DET;NOM;FEM;SG
сам	одни	сам	один	N;INDF;MASC;SG	DET;NOM;PL
сам	один	сам	один	N;INDF;MASC;SG	NUM;NOM;MASC
нищо	ничего	никой	ничто	PRO;NOM;INDF;NEUT;SG	PRO;GEN
стоянов	стоянов	стоянов	стоян	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
стоян	стоян	стоян	стоять	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
широко	широкая	широко	широкий	ADV	ADJ;NOM;FEM;SG
широко	широкие	широко	широкий	ADV	ADJ;NOM;PL
широко	широкого	широко	широкий	ADV	ADJ;GEN;MASC;SG
широко	широкий	широко	широкий	ADV	ADJ;NOM;MASC;SG
използван	использовано	използвам	использовать	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
използван	используемые	използвам	использовать	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
използван	использован	използвам	использовать	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
ото	отто	ото	отто	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
неговият	его	мой	он	DET;DEF;MASC;SG;3	PRO;ACC;MASC;SG;3
сравнително	сравнительные	сравнително	сравнительный	ADV	ADJ;NOM;PL
сравнително	сравнительный	сравнително	сравнительный	ADV	ADJ;NOM;MASC;SG
публикува	опубликовать	публикувам	опубликовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
библиотека	библиотеки	библиотека	библиотека	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
скорост	скорости	скорост	скорость	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
редовни	регулярный	редовен	регулярный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
редовни	регулярная	редовен	регулярный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
редовни	регулярное	редовен	регулярный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
редовни	регулярного	редовен	регулярный	ADJ;INDF;PL	ADJ;GEN;MASC;SG
съветски	советские	съветски	советский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
последен	последние	последен	последний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
последен	last	последен	last	ADJ;INDF;MASC;SG	PROPN
къщи	дома	къща	дома	N;INDF;FEM;PL	ADV
къщи	дома	къща	дома	N;INDF;FEM;PL	ADV
руско	русская	руско	русский	ADV	ADJ;NOM;FEM;SG
руско	русские	руско	русский	ADV	N;ANIM;NOM;MASC;PL
руско	российская	руско	российский	ADV	ADJ;NOM;FEM;SG
руско	русский	руско	русский	ADV	ADJ;NOM;MASC;SG
южен	южные	южен	южный	N;INDF;MASC;SG	ADJ;NOM;PL
южен	южная	южен	южный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
южен	южный	южен	южный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
южен	южной	южен	южный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
южен	южное	южен	южный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
южен	южная	южен	южный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
южен	южный	южен	южный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
южен	южной	южен	южный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
открити	обнаружен	открит	обнаружить	ADJ;INDF;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
открити	обнаружена	открит	обнаружить	ADJ;INDF;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
открити	обнаружил	открит	обнаружить	ADJ;INDF;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
открити	обнаружено	открит	обнаружить	ADJ;INDF;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
открити	обнаруженные	открит	обнаружить	ADJ;INDF;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
енергия	energy	енергия	energy	N;INDF;FEM;SG	PROPN
енергия	энергии	енергия	энергия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
световно	worldwide	световен	worldwide	ADV	PROPN
световно	глобальные	световен	глобальный	ADV	ADJ;NOM;PL
световно	глобальное	световен	глобальный	ADV	ADJ;NOM;NEUT;SG
световно	global	световен	global	ADV	PROPN
световно	глобальный	световен	глобальный	ADV	ADJ;NOM;MASC;SG
световно	глобальная	световен	глобальный	ADV	ADJ;NOM;FEM;SG
джордж	георг	джордж	георг	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
джордж	джордж	джордж	джордж	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
джордж	георгий	джордж	георгий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
открит	обнаружил	открия-(се)	обнаружить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
открит	обнаруженные	открия-(се)	обнаружить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
открит	нашла	открия-(се)	найти	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
открит	найдены	открия-(се)	найти	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
виена	вена	виен	вена	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
виена	вены	виен	вена	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
виена	венская	виен	венский	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
виена	вене	виен	вена	PROPN;INDF;FEM;SG	N;INAN;DAT;FEM;SG
южно	южная	южен	южный	ADV	ADJ;NOM;FEM;SG
южно	юг	южен	юг	ADV	N;INAN;NOM;MASC;SG
южно	южный	южен	южный	ADV	ADJ;NOM;MASC;SG
южно	южной	южен	южный	ADV	ADJ;INS;FEM;SG
училището	school	училище	school	N;DEF;NEUT;SG	PROPN
училището	школы	училище	школа	N;DEF;NEUT;SG	N;INAN;NOM;FEM;PL
територии	территория	територия	территория	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
долна	ниже	долен	низкий	ADJ;INDF;FEM;SG	ADJ;CMPR
долна	нижние	долен	нижний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
династия	династии	династия	династия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
бог	god	бог	god	N;INDF;MASC;SG	PROPN
бог	боже	бог	бог	N;INDF;MASC;SG	INTJ
телевизия	телевидения	телевизия	телевидение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
футболен	футбол	футболен	футбол	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
принцеса	принцессы	принцеса	принцесса	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
илия	илья	илия	илья	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
илия	элайджа	илия	элайдж	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
илия	элиа	илия	элиа	PROPN;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
илия	ilia	илия	ilia	PROPN;INDF;MASC;SG	PROPN
дете	детский	дете	детский	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
защо	зачем	защо	зачем	PRO	ADV
защо	почему	защо	почему	PRO	ADV
граница	границы	граница	граница	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
граница	границы	граница	граница	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
