年	year	年	year	N	PROPN
彼得	petrus	彼得	petrus	PROPN	PROPN
彼得	peter	彼得	peter	PROPN	PROPN
大阪	osaka	大阪	osaka	PROPN	PROPN
茶	tea	茶	tea	N	PROPN
孩子	ank	孩子	ank	N	PROPN
孩子	child	孩子	child	N	PROPN
代理	agen	代理	agen	V	PROPN;SG
代理	agent	代理	agent	V	PROPN
代理	akting	代理	akting	V	N;SG
代理	aktingnya	代理	akting	V	N;SG
代理	proxy	代理	proxy	V	N
代理	proksi	代理	proksi	V	N;SG
組合	mix	組合	mix	N	PROPN
正常	biasa	正常	biasa	N	ADJ;SG
正常	normal	正常	normal	N	ADJ;SG
北京	beijing	北京	beijing	PROPN	PROPN
王子	prince	王子	prince	N	PROPN
模型	models	模型	models	N	PROPN
夜	nights	夜	nights	N	PROPN
夜	night	夜	night	N	PROPN
禁止	ban	禁止	ban	V	PROPN;SG
禁止	larang	禁止	larang	V	;ACT
禁止	larangan	禁止	larangan	V	N;SG
禁止	pelarangan	禁止	penlarangan	V	N;SG
禁止	terlarang	禁止	terlarang	V	PROPN;SG;PASS
禁止	terlarang	禁止	terlarang	V	PROPN;SG;PASS
禁止	pelarangan	禁止	penlarangan	V	N;SG
重播	replay	重播	replay	V	PROPN
重播	pemutaran	重播	penputaran	V	N;SG
重播	putar	重播	putar	V	N;SG
克拉	karat	克拉	karat	PROPN	N;SG
紫	purple	紫	purple	N	PROPN
紫	ungu	紫	ungu	N	PROPN;SG
紫	violet	紫	violet	N	PROPN
週	week	週	week	N	PROPN
完整	full	完整	full	N	PROPN
完整	kenyang	完整	kenyang	N	ADJ;SG
完整	penuh	完整	penuh	N	ADJ;SG
完整	melengkapi	完整	menlengkapi	N	V;SG;ACT
完整	lengkapi	完整	lengkapi	N	V;SG;ACT
完整	selesaikan	完整	selesaikan	N	V;SG;ACT
完整	komplit	完整	komplit	N	ADJ;SG
完整	lengkap	完整	lengkap	N	ADJ;SG
爆	blast	爆	blast	V	N
爆	ledakan	爆	ledakan	V	N;SG
翁	weng	翁	weng	PROPN	PROPN
德里	delhi	德里	delhi	PROPN	PROPN
森林	forest	森林	forest	N	PROPN
介紹	intro	介紹	intro	V	PROPN
介紹	presentasi	介紹	presentasi	V	N;SG
白色	white	白色	white	N	PROPN
白色	putih	白色	putih	N	ADJ;SG
晚上	evening	晚上	evening	N	PROPN
晚上	night	晚上	night	N	PROPN
國王	raja	國王	raja	N	PROPN;SG
國王	king	國王	king	N	PROPN
袁	yuan	袁	yuan	PROPN	PROPN
欣	xin	欣	xin	PROPN	PROPN
改變	perubahan	改變	perubahan	V	N;SG
廣場	square	廣場	square	N	PROPN
廣場	piazza	廣場	piazza	N	PROPN
廣場	plaza	廣場	plaza	N	PROPN
市民	citizen	市民	citizen	N	PROPN
樹	tree	樹	tree	N	PROPN
大西	atlantic	大西	atlantic	PROPN	PROPN
大西	atlantik	大西	atlantik	PROPN	N;SG
聯邦	federation	聯邦	federation	N	PROPN
麻	rami	麻	rami	N	PROPN;SG
土耳其	kalkun	土耳其	kalkun	PROPN	N;SG
土耳其	turki	土耳其	turki	PROPN	PROPN;SG
酸	sour	酸	sour	N	PROPN
酸	asam	酸	asam	N	PROPN;SG
酸	acid	酸	acid	N	PROPN
外交	diplomatis	外交	diplomatis	N	ADJ
夫人	madam	夫人	madam	N	PROPN
公斤	kilo	公斤	kilo	N	PROPN
公斤	kilo	公斤	kilo	N	PROPN
說明	uraian	說明	uraian	V	N;SG
說明	deskripsi	說明	deskripsi	V	N;SG
說明	keterangan	說明	keterangan	V	N;SG
連續	berkelanjutan	連續	berkelanjutan	ADV	V;SG;ACT
連續	kontinu	連續	kontinu	ADV	PROPN;SG
連續	continuum	連續	continuum	ADV	PROPN
晚	terlambat	晚	terlambat	N	ADJ;SG
晚	telat	晚	telat	N	ADJ;SG
晚	larut	晚	larut	N	V;SG;ACT
輪	wheels	輪	wheels	N	PROPN
輪	bulat	輪	bulat	N	PROPN;SG
輪	round	輪	round	N	PROPN
記錄	rekaman	記錄	rekaman	V	N;SG
記錄	perekaman	記錄	perekaman	V	N;SG
記錄	rekor	記錄	rekor	V	N;SG
記錄	rekam	記錄	rekam	V	N;SG
記錄	record	記錄	record	V	PROPN
記錄	catatan	記錄	catatan	V	N;SG
記錄	rekor	記錄	rekor	V	N;SG
記錄	records	記錄	records	V	PROPN
作戰	pertempuran	作戰	pertempuran	V	N;SG
作戰	tempur	作戰	tempur	V	N;SG
作戰	combat	作戰	combat	V	PROPN
寫	tulis	寫	tulis	V	N;SG;ACT
寫	penulisan	寫	pentulisan	V	N;SG
寫	tulisan	寫	tulisan	V	N;SG
鹿	deer	鹿	deer	N	PROPN
地理	geographic	地理	geographic	N	PROPN;SG
孝	berbakti	孝	berbakti	PROPN	V;SG;ACT
孝	hyo	孝	hyo	PROPN	PROPN
姜	kang	姜	kang	PROPN	PROPN
姜	jiang	姜	jiang	PROPN	PROPN
姜	ginger	姜	ginger	PROPN	PROPN
姜	jahe	姜	jahe	PROPN	N;SG
最近	terbaru	最近	terbaru	N	ADJ;RL;SG
咸	asin	咸	asin	PROPN	N;SG
秘密	secret	秘密	secret	N	PROPN
變	perubahan	變	perubahan	V	N;SG
人	apn	人	apn	N	PROPN
人	npc	人	npc	N	PROPN
開放	keterbukaan	開放	keterbukaan	V	N;SG
開放	open	開放	open	V	PROPN
主持	moderator	主持	moderator	V	N
主持	penyelenggara	主持	penselenggara	V	N;SG
主持	host	主持	host	V	N
主持	fasilitator	主持	fasilitator	V	N;SG
移民	imigran	移民	imigran	V	N;SG
移民	emigrasi	移民	emigrasi	V	N
移民	migran	移民	migran	V	N;SG
移民	imigrasi	移民	imigrasi	V	N;SG
移民	migrasi	移民	migrasi	V	N;SG
運輸	transport	運輸	transport	N	PROPN
背	kembali	背	kembali		V;SG;ACT
背	balik	背	balik		N;SG;ACT
背	mundur	背	mundur		V;SG;ACT
背	back	背	back		PROPN
背	belakang	背	belakang		N;SG
第八	eighth	第八	eighth	NUM	PROPN
姚	yao	姚	yao	PROPN	PROPN
大小	size	大小	size	N	PROPN
演唱	konser	演唱	konser	V	N;SG
演唱	konser	演唱	konser	V	N;SG
錫	timah	錫	timah	PROPN	PROPN;SG
錫	tin	錫	tin	PROPN	PROPN
頂	top	頂	top	N	ADJ;SG
頂	teratas	頂	teratas	N	ADJ;RL;SG
柏林	berlin	柏林	berlin	PROPN	PROPN
三	three	三	three	NUM	PROPN
今天	today	今天	today	N	PROPN
親	cium	親	cium	N	PROPN;SG;ACT
親	kiss	親	kiss	N	PROPN
兒子	nak	兒子	nak	N	PART
兒子	son	兒子	son	N	PROPN
骨	bones	骨	bones	N	PROPN
骨	bone	骨	bone	N	PROPN
加州	california	加州	california	PROPN	PROPN
戰役	battle	戰役	battle	N	PROPN
電台	radio	電台	radio	N	PROPN;SG
北方	utara	北方	utara	N	PROPN;SG
北方	north	北方	north	N	PROPN
北方	utara	北方	utara	N	PROPN;SG
北方	northern	北方	northern	N	PROPN
活躍	active	活躍	active	N	PROPN
活躍	aktif	活躍	aktif	N	ADJ;SG
星期	senin	星期	senin	N	PROPN;SG
星期	senin	星期	senin	N	PROPN;SG
首播	premiere	首播	premiere	V	PROPN
首播	premier	首播	premier	V	PROPN
業務	business	業務	business	N	PROPN
射	shoot	射	shoot	N	PROPN
射	menembak	射	mentembak	N	V;SG;ACT
啟	kai	啟	kai	ADP	PROPN
極	kutub	極	kutub		N;SG
極	polar	極	polar		PROPN
極	sangat	極	sangat		ADV
野	wild	野	wild	PROPN	PROPN
野	liar	野	liar	PROPN	N;SG
投資	menginvestasikan	投資	meninvestasikan	N	V;SG;ACT
投資	berinvestasi	投資	berinvestasi	N	V;SG;ACT
海洋	samudera	海洋	samudera	N	PROPN;SG
海洋	samudra	海洋	samudra	N	PROPN;SG
海洋	samudera	海洋	samudera	N	PROPN;SG
海洋	samudra	海洋	samudra	N	PROPN;SG
海洋	ocean	海洋	ocean	N	PROPN
類型	ketik	類型	ketik	N	PROPN
機會	chance	機會	chance	N	PROPN
機會	berpeluang	機會	berpeluang	N	V;SG;ACT
錯誤	khilaf	錯誤	khilaf	N	PROPN
錯誤	galat	錯誤	galat	N	PROPN
錯誤	error	錯誤	error	N	PROPN
錯誤	eror	錯誤	eror	N	PROPN
健康	menyehatkan	健康	mensehatkan	N	V;SG;ACT
健康	sehat	健康	sehat	N	ADJ;SG
身高	tinggi	身高	tinggi	N	ADJ;SG
熱	hot	熱	hot	PART	PROPN
熱	panas	熱	panas	PART	ADJ;SG
熱	heat	熱	heat	PART	PROPN
熱	panasnya	熱	panas	PART	N;SG
熱	panas	熱	panas	PART	ADJ;SG
輕	cahaya	輕	cahaya		N;SG
輕	lampu	輕	lampu		N;SG
輕	light	輕	light		PROPN
輕	terang	輕	terang		ADJ;SG
輕	ringan	輕	ringan		ADJ;SG
輕	ringan	輕	ringan		ADJ;SG
輕	pemantik	輕	penmantik		N;SG
經常	biasa	經常	biasa	ADV	ADJ;SG
經常	regular	經常	regular	ADV	PROPN
經常	reguler	經常	reguler	ADV	N;SG
臺	teras	臺	teras	PROPN	N;SG
臺	terrace	臺	terrace	PROPN	PROPN
滿	mitsuru	滿	mitsuru	PROPN	PROPN
滿	full	滿	full	PROPN	PROPN
滿	kenyang	滿	kenyang	PROPN	ADJ;SG
滿	penuh	滿	penuh	PROPN	ADJ;SG
負	negative	負	negative		PROPN
負	negatif	負	negatif		ADJ;SG
粵	kanton	粵	kanton	PROPN	PROPN
亨利	henry	亨利	henry	PROPN	PROPN
交易	transaksi	交易	transaksi	V	N
交易	perdagangan	交易	perdagangan	V	N;SG
交易	trading	交易	trading	V	N
交易	deal	交易	deal	V	PROPN
交易	penawaran	交易	pentawaran	V	N;SG
交易	kesepakatan	交易	kesepakatan	V	N;SG
交易	transaksi	交易	transaksi	V	N
黑色	hitam	黑色	hitam	N	ADJ;SG
黑色	black	黑色	black	N	PROPN
爆炸	blast	爆炸	blast	V	N
爆炸	ledakan	爆炸	ledakan	V	N;SG
爆炸	ledakan	爆炸	ledakan	V	N;SG
爆炸	peledakan	爆炸	penledakan	V	N;SG
喜歡	sukai	喜歡	sukai	V	ADJ;SG
喜歡	seperti	喜歡	seperti	V	ADP
喜歡	like	喜歡	like	V	PROPN
各種	nes	各種	nes	DET	PROPN
警方	police	警方	police	N	PROPN
十七	seventeen	十七	seventeen	NUM	PROPN
能量	energy	能量	energy	N	PROPN
酒	wine	酒	wine	N	PROPN
地面	ground	地面	ground	N	PROPN
太平	taiping	太平	taiping	PROPN	PROPN
普遍	universal	普遍	universal	ADV	ADJ
十	dekade	十	dekade	NUM	N;SG
然後	lalu	然後	lalu	ADV	CONJ;SG
然後	maka	然後	maka	ADV	CONJ
十四	fourteen	十四	fourteen	NUM	PROPN
鬼	ghost	鬼	ghost	N	PROPN
昆	kun	昆	kun	PROPN	PROPN
鼠	rat	鼠	rat	N	PROPN
必要	diperlukan	必要	diperlukan	N	V;SG;PASS
必要	perlu	必要	perlu	N	V;SG;ACT
俄	rusia	俄	rusia	PROPN	PROPN
俄	russia	俄	russia	PROPN	PROPN
彩	chae	彩	chae	N	PROPN
南極	antarktika	南極	antarktika	PROPN	PROPN
南極	antartika	南極	antartika	PROPN	PROPN;SG
南極	antarktika	南極	antarktika	PROPN	PROPN
小型	small	小型	small	N	PROPN
小型	kecil	小型	kecil	N	ADJ;SG
退出	exit	退出	exit	V	PROPN
以色列	israel	以色列	israel	PROPN	PROPN;SG
兒童	ank	兒童	ank	N	PROPN
兒童	child	兒童	child	N	PROPN
一切	everything	一切	everything	DET	PROPN
一切	semuanya	一切	semua	DET	PRO
一切	segalanya	一切	segala	DET	PRO
東部	east	東部	east	N	PROPN
東部	eastern	東部	eastern	N	PROPN
逐漸	berangsur	逐漸	berangsur	ADV	V;SG;ACT
逐漸	bertahap	逐漸	bertahap	ADV	V;SG;ACT
逐漸	bertahap	逐漸	bertahap	ADV	V;SG;ACT
博物	museum	博物	museum	N	PROPN
博物	museum	博物	museum	N	PROPN
固定	diperbaiki	固定	diperbaiki	N	V;SG;PASS
固定	tetap	固定	tetap	N	ADV;SG
固定	fixed	固定	fixed	N	PROPN
琴	violin	琴	violin	N	PROPN
階段	stage	階段	stage	N	PROPN
江西	jiangxi	江西	jiangxi	PROPN	PROPN
游	berenang	游	berrenang	N	PROPN;SG;ACT
游	tour	游	tour	N	PROPN
游	berenang	游	berrenang	N	PROPN;SG;ACT
薛	xue	薛	xue	PROPN	PROPN
病	ill	病	ill	N	PROPN
病	sick	病	sick	N	PROPN
問	ask	問	ask		PROPN
問	minta	問	minta		V;SG;ACT
問	bertanya	問	bertanya		V;SG;ACT
問	tanyakan	問	tanyakan		V;SG;ACT
翡翠	jade	翡翠	jade	PROPN	PROPN
翡翠	giok	翡翠	giok	PROPN	PROPN
維持	pemeliharaan	維持	penpeliharaan	V	N;SG
維持	pemeliharaan	維持	penpeliharaan	V	N;SG
維持	perawatan	維持	penrawatan	V	N;SG
格式	memformat	格式	menformat	N	V;SG;ACT
格式	format	格式	format	N	PROPN;SG
格式	format	格式	format	N	PROPN;SG
事故	hse	事故	hse	N	PROPN
臺北	taipei	臺北	taipei	PROPN	PROPN
互	bersama	互	bersama	N	ADP;SG;ACT
刺	menusuk	刺	mentusuk	N	PROPN;SG;ACT
刺	stab	刺	stab	N	PROPN
天使	angels	天使	angels	N	PROPN
天使	angel	天使	angel	N	PROPN
池	tambak	池	tambak	N	PROPN;SG
池	pond	池	pond	N	PROPN
池	pool	池	pool	N	PROPN
圖片	picture	圖片	picture	N	PROPN
圖片	pictures	圖片	pictures	N	PROPN
建設	konstruksi	建設	konstruksi	V	N;SG
建設	pembangunan	建設	penbangunan	V	N;SG
風暴	badai	風暴	badai	N	PROPN;SG
風暴	badai	風暴	badai	N	PROPN;SG
風暴	storm	風暴	storm	N	PROPN
定義	jelaskan	定義	jelaskan	N	V;SG;ACT
定義	mendefinisikan	定義	mendefinisikan	N	V;SG;ACT
定義	tentukan	定義	tentukan	N	V;SG;ACT
定義	mendefinisikan	定義	mendefinisikan	N	V;SG;ACT
指定	penunjukan	指定	pentunjukan	V	N;SG
解決	tekad	解決	tekad	V	N;SG
熊	bears	熊	bears	N	PROPN
熊	beruang	熊	beruang	N	PROPN;SG
熊	xiong	熊	xiong	N	PROPN
熊	beruang	熊	beruang	N	PROPN;SG
熊	bear	熊	bear	N	PROPN
休	hugh	休	hugh	N	PROPN
國語	mandarin	國語	mandarin	N	PROPN
火箭	rocket	火箭	rocket	N	PROPN
騎士	knight	騎士	knight	N	PROPN
騎士	knights	騎士	knights	N	PROPN
指揮	perintah	指揮	perintah	V	N;SG
指揮	komando	指揮	komando	V	PROPN;SG
指揮	kondektur	指揮	kondektur	V	N
指揮	konduktor	指揮	konduktor	V	N;SG
安排	susun	安排	susun	V	N;SG;ACT
安排	atur	安排	atur	V	;ACT
安排	pengaturan	安排	penaturan	V	N;SG
安排	pengaturan	安排	penaturan	V	N;SG
實	minoru	實	minoru		PROPN
象	gajah	象	gajah	N	PROPN
象	gajah	象	gajah	N	PROPN
明星	star	明星	star	N	PROPN
明星	stars	明星	stars	N	PROPN
爆發	wabah	爆發	wabah	V	N;SG
爆發	letusan	爆發	letusan	V	N;SG
現任	current	現任	current	N	PROPN
現任	skrg	現任	skrg	N	PROPN
現任	sajikan	現任	sajikan	N	V;SG;ACT
現任	hadir	現任	hadir	N	V;SG;ACT
現任	present	現任	present	N	PROPN
潮	tide	潮	tide	N	PROPN
你	your	你	your	PRO;2	PROPN
匈牙利	hongaria	匈牙利	hongaria	PROPN	PROPN
匈牙利	hungaria	匈牙利	hungaria	PROPN	PROPN;SG
匈牙利	hongaria	匈牙利	hongaria	PROPN	PROPN
匈牙利	hungaria	匈牙利	hungaria	PROPN	PROPN;SG
羊	sheep	羊	sheep	N	PROPN
河流	sungai	河流	sungai	N	PROPN;SG
河流	river	河流	river	N	PROPN
河流	sungai	河流	sungai	N	PROPN;SG
河流	rivers	河流	rivers	N	PROPN
改造	makeover	改造	makeover	V	PROPN
改造	dandanan	改造	dandanan	V	N;SG
京	kyoto	京	kyoto	PROPN	PROPN
五	may	五	may	NUM	PROPN
五	mei	五	mei	NUM	PROPN;SG
上午	morning	上午	morning	N	PROPN
河北	hebei	河北	hebei	PROPN	PROPN
馮	feng	馮	feng	PROPN	PROPN;SG
使用	pemakai	使用	penpakai	V	N;SG
使用	pengguna	使用	penguna	V	N;SG
使用	pemakai	使用	penpakai	V	N;SG
使用	pengguna	使用	penguna	V	N;SG
鄧	deng	鄧	deng	PROPN	
機械	mechanical	機械	mechanical	N	PROPN
爭議	disengketakan	爭議	disengketakan	N	V;SG;PASS
發射	peluncuran	發射	penluncuran	V	N;SG
發射	launch	發射	launch	V	PROPN
首先	pertama	首先	pertama		NUM
首先	dulu	首先	dulu		N
首先	first	首先	first		PROPN
入侵	invasi	入侵	invasi	V	N;SG
同盟	league	同盟	league	N	PROPN
同盟	alliance	同盟	alliance	N	PROPN
轉換	konversi	轉換	konversi	V	N;SG
轉換	konversi	轉換	konversi	V	N;SG
轉換	transformasi	轉換	transformasi	V	N;SG
轉換	transformasi	轉換	transformasi	V	N;SG
疑似	diduga	疑似	diduga	V	ADP;SG;PASS
唱	sing	唱	sing	N	PROPN
唱	nyanyikan	唱	nyanyikan	N	
蕭	shaw	蕭	shaw	PROPN	PROPN
血	blood	血	blood	N	PROPN
事情	things	事情	things	N	PROPN
監督	oversight	監督	oversight	N	PROPN
監督	diawasi	監督	diawasi	N	V;SG;PASS
監督	surveillance	監督	surveillance	N	PROPN
軌道	trek	軌道	trek	N	PROPN
軌道	track	軌道	track	N	PROPN
軌道	trek	軌道	trek	N	PROPN
今日	today	今日	today	N	PROPN
狼	wolf	狼	wolf	N	PROPN
尼斯	nice	尼斯	nice	PROPN	PROPN
汗	berkeringat	汗	berkeringat	N	V;SG;ACT
汗	khan	汗	khan	N	PROPN
汗	berkeringat	汗	berkeringat	N	V;SG;ACT
汗	sweat	汗	sweat	N	PROPN
汗	berkeringat	汗	berkeringat	N	V;SG;ACT
沿	along	沿	along	N	PROPN
沿	sepanjang	沿	sepanjang	N	ADP
南極	antarktika	南極	antarktika	PROPN	PROPN
南極	antarktika	南極	antarktika	PROPN	PROPN
南極	antartika	南極	antartika	PROPN	PROPN;SG
綜合	sintesis	綜合	sintesis	V	N;SG
廣播	siarkan	廣播	siarkan	N	V;SG;ACT
廣播	broadcast	廣播	broadcast	N	PROPN
廣播	radio	廣播	radio	N	PROPN;SG
河畔	nad	河畔	nad	N	PROPN
比例	proporsional	比例	proporsional	N	ADJ;SG
比例	proporsional	比例	proporsional	N	ADJ;SG
偶像	berhala	偶像	berhala	N	PROPN;SG
側	side	側	side	N	PROPN
怡	jardine	怡	jardine	PROPN	PROPN
鍾	jam	鍾	jam	PROPN	N;SG
鍾	clock	鍾	clock	PROPN	PROPN
選區	konstituensi	選區	konstituensi	N	PROPN
廖	liao	廖	liao	PROPN	PROPN
渡	wataru	渡	wataru	N	PROPN
飛行	terbang	飛行	terbang	V	N;SG;ACT
飛行	flying	飛行	flying	V	PROPN
飛行	flight	飛行	flight	V	PROPN
飛行	penerbangan	飛行	penterbangan	V	N;SG
統一	bersatu	統一	bersatu	V	PROPN
統一	unified	統一	unified	V	PROPN
統一	bhinneka	統一	bhinneka	V	PROPN
統一	unity	統一	unity	V	PROPN
統一	persatuan	統一	persatuan	V	N;SG
統一	kesatuan	統一	kesatuan	V	N
統一	kekompakan	統一	kekompakan	V	N;SG
統一	reunifikasi	統一	reunifikasi	V	N;SG
統一	unifikasi	統一	unifikasi	V	PROPN
統一	penyatuan	統一	pensatuan	V	N;SG
冬	winter	冬	winter	N	PROPN
恢復	restorasi	恢復	restorasi	V	N;SG
恢復	pemulihan	恢復	penpulihan	V	N;SG
恢復	recovery	恢復	recovery	V	PROPN
恢復	kesembuhan	恢復	kesembuhan	V	PROPN;SG
恢復	resume	恢復	resume	V	N
綠	midori	綠	midori	N	PROPN
綠	green	綠	green	N	PROPN
綠	hijau	綠	hijau	N	ADJ;SG
退役	pensiunan	退役	pensiunan	V	N
退役	pensiun	退役	pensiun	V	N
框	box	框	box	N	PROPN
伊朗	iran	伊朗	iran	PROPN	PROPN
伊朗	banten	伊朗	banten	PROPN	PROPN
伊朗	iran	伊朗	iran	PROPN	PROPN
圍	wai	圍	wai	N	PROPN
莊	bankir	莊	bankir	PROPN	N;SG
莊	banker	莊	banker	PROPN	N
莊	zhuang	莊	zhuang	PROPN	PROPN
混合	hibrida	混合	hibrida	V	N;SG
混合	hybrid	混合	hybrid	V	PROPN
混合	mix	混合	mix	V	PROPN
混合	campuran	混合	campuran	V	N;SG
混合	campur	混合	campur	V	N;SG;ACT
混合	pencampuran	混合	pencampuran	V	N;SG
混合	mixed	混合	mixed	V	PROPN
混合	campuran	混合	campuran	V	N;SG
混合	campur	混合	campur	V	N;SG;ACT
混合	campur	混合	campur	V	N;SG;ACT
混合	blender	混合	blender	V	PROPN
混合	pencampuran	混合	pencampuran	V	N;SG
殺	kill	殺	kill	V	PROPN
山脈	range	山脈	range	N	PROPN
上海	shanghai	上海	shanghai	PROPN	PROPN
莫斯科	moskow	莫斯科	moskow	PROPN	PROPN
莫斯科	moskwa	莫斯科	moskwa	PROPN	PROPN
食品	food	食品	food	N	PROPN
食品	foods	食品	foods	N	PROPN
王國	kingdom	王國	kingdom	N	PROPN
王國	kerajaan	王國	kerajaan	N	PROPN;SG
希臘	greek	希臘	greek	PROPN	PROPN
希臘	yunani	希臘	yunani	PROPN	PROPN;SG
希臘	yunani	希臘	yunani	PROPN	PROPN;SG
深度	mendalam	深度	mendalam	N	V;SG;ACT
高雄	kaohsiung	高雄	kaohsiung	PROPN	PROPN
法案	bill	法案	bill	N	PROPN
法案	bills	法案	bills	N	PROPN
有限	limited	有限	limited	ADJ	PROPN
有限	terbatas	有限	terbatas	ADJ	V;SG
有限	dibatasi	有限	dibatasi	ADJ	V;SG;PASS
學者	cendekia	學者	cendekia	N	PROPN
戰士	soldier	戰士	soldier	N	PROPN
戰士	warrior	戰士	warrior	N	PROPN
被	paksakan	被	paksakan	V;PASS	V;SG;ACT
被	terpaksa	被	terpaksa	V;PASS	ADV;SG;PASS
湖北	hubei	湖北	hubei	PROPN	PROPN
四十	forty	四十	forty	NUM	PROPN
基因	gene	基因	gene	N	PROPN
罪	sin	罪	sin	N	PROPN
鳥	bird	鳥	bird	N	PROPN
鳥	birds	鳥	birds	N	PROPN
教練	coach	教練	coach	N	PROPN
展示	showcase	展示	showcase	V	PROPN
展示	show	展示	show	V	PROPN
展示	pertunjukan	展示	pertunjukan	V	N;SG
展示	tampilan	展示	tampilan	V	N;SG
展示	display	展示	display	V	N
湘	xiang	湘	xiang	PROPN	PROPN
槍	gun	槍	gun	N	PROPN
錦	kam	錦	kam		PROPN
只要	cuma	只要	cuma	ADP	
只要	hanya	只要	hanya	ADP	ADV
義大利	italy	義大利	italy	PROPN	PROPN
義大利	italia	義大利	italia	PROPN	PROPN
義大利	italia	義大利	italia	PROPN	PROPN
讀	read	讀	read	V	PROPN
讀	pembacaan	讀	penbacaan	V	N;SG
讀	bacaan	讀	bacaan	V	N;SG
讀	reading	讀	reading	V	PROPN
很快	soon	很快	soon	ADV	PROPN
成都	chengdu	成都	chengdu	PROPN	PROPN
追	pengejaran	追	penkejaran	V	N;SG
追	kejar	追	kejar	V	
追	chase	追	chase	V	PROPN
厚	tebal	厚	tebal	PART	ADJ;SG
拍	shoot	拍	shoot	V	PROPN
拍	tembak	拍	tembak	V	N;SG;ACT
藩	domain	藩	domain	PROPN	N
藩	ranah	藩	ranah	PROPN	N
部落	tribe	部落	tribe	N	PROPN
圓	lingkar	圓	lingkar		N;SG;ACT
圓	circle	圓	circle		PROPN
圓	lingkaran	圓	lingkaran		N;SG
圓	ronde	圓	ronde		N
圓	bulat	圓	bulat		PROPN;SG
圓	round	圓	round		PROPN
幫助	bantu	幫助	bantu	V	N;SG;ACT
幫助	bantuan	幫助	bantuan	V	N;SG
教會	church	教會	church	N	PROPN
連結	pranala	連結	pranala	V	N;SG
連結	link	連結	link	V	N
連結	tautan	連結	tautan	V	N;SG
連結	taut	連結	taut	V	N;SG
連結	sambung	連結	sambung	V	PROPN;SG;ACT
連結	connect	連結	connect	V	PROPN
設定	set	設定	set	V	PROPN;SG
設定	setel	設定	setel	V	N;SG;ACT
設定	atur	設定	atur	V	;ACT
設定	setting	設定	setting	V	N
設定	menata	設定	mentata	V	PROPN;SG;ACT
設定	pengaturan	設定	penaturan	V	N;SG
設定	pengaturan	設定	penaturan	V	N;SG
星系	galaxy	星系	galaxy	N	PROPN
鳳	phoenix	鳳	phoenix	PROPN	PROPN
假	palsu	假	palsu	N	PROPN;SG
假	false	假	false	N	PROPN
假	palsu	假	palsu	N	PROPN;SG
假	fake	假	fake	N	PROPN
感	sense	感	sense	N	PROPN
留下	tetap	留下	tetap	V	ADV;SG
留下	stay	留下	stay	V	PROPN
方便	nyaman	方便	nyaman	V	ADJ;SG
領	kerah	領	kerah		N;SG
合理	beralasan	合理	beralasan	N	V;SG;ACT
合理	wajar	合理	wajar	N	ADJ;SG
挪威	norwegia	挪威	norwegia	PROPN	PROPN
挪威	norwegia	挪威	norwegia	PROPN	PROPN
步	step	步	step	N	PROPN
步	melangkah	步	menlangkah	N	V;SG;ACT
勇	yong	勇	yong	N	PROPN
所	lokasi	所	lokasi	ADV	N;SG
解釋	penjelasan	解釋	penjelasan	V	N;SG
解釋	penjelasan	解釋	penjelasan	V	N;SG
十九	nineteen	十九	nineteen	NUM	N
刀	sword	刀	sword	N	PROPN
刀	knife	刀	knife	N	PROPN
批評	kritik	批評	kritik	V	N;SG
太子	prince	太子	prince	N	PROPN
檔案	mengarsipkan	檔案	menarsipkan	N	V;SG;ACT
爵士	jazz	爵士	jazz	N	PROPN
狗	dog	狗	dog	N	PROPN
國會	dpr	國會	dpr	N	PROPN;SG
富士	fuji	富士	fuji	PROPN	PROPN
阿根廷	argentina	阿根廷	argentina	PROPN	N;SG
創	tron	創	tron		PROPN
計算	hitung	計算	hitung	V	PROPN;SG;ACT
計算	menghitung	計算	menhitung	V	N;SG;ACT
計算	menghitung	計算	menhitung	V	N;SG;ACT
計算	komputasi	計算	komputasi	V	N;SG
計算	komputer	計算	komputer	V	N;SG
計算	kalkulasi	計算	kalkulasi	V	N;SG
計算	perhitungan	計算	perhitungan	V	N;SG
計算	penghitungan	計算	penhitungan	V	N;SG
計算	perhitungan	計算	perhitungan	V	N;SG
計算	kalkulasi	計算	kalkulasi	V	N;SG
碧	bea	碧	bea	PROPN	PROPN;SG
一	siang	一	siang	NUM	N;SG
一	hari	一	hari	NUM	N;SG
一	day	一	day	NUM	PROPN
艦隊	fleet	艦隊	fleet	N	PROPN
廣州	guangzhou	廣州	guangzhou	PROPN	PROPN;SG
碑	nestorian	碑	nestorian	N	PROPN
晉	jin	晉	jin	PROPN	N;SG
晉	onde	晉	onde	PROPN	PROPN
晉	jin	晉	jin	PROPN	N;SG
晉	jinn	晉	jinn	PROPN	PROPN
廣東	guangdong	廣東	guangdong	PROPN	PROPN
廣東	kanton	廣東	kanton	PROPN	PROPN
棒球	baseball	棒球	baseball	N	PROPN
中立	netral	中立	netral	N	ADJ;SG
質量	mass	質量	mass	N	PROPN
質量	berkualitas	質量	berkualitas	N	V;SG;ACT
化石	fossil	化石	fossil	N	PROPN
持有	kerasukan	持有	kerasukan	V	N;SG
持有	kepemilikan	持有	kepemilikan	V	N
持有	penguasaan	持有	penkuasaan	V	N;SG
持有	holdings	持有	holdings	V	PROPN
持有	holding	持有	holding	V	PROPN
理解	mengerti	理解	mengerti	V	;SG
