der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
bekannte	de	bekannt	de	ADJ;NOM;PL	ADP
bekannte	familiarizados	bekannt	familiarizar	ADJ;NOM;PL	V
bekannte	coñeces	bekannt	coñecer	ADJ;NOM;PL	V
beteiligt	involucrado	beteiligen	involucrar	ADJ;V.PTCP	V
beteiligt	que	beteiligen	que	ADJ;V.PTCP	PRO
beteiligt	implicado	beteiligen	implicar	ADJ;V.PTCP	V
beteiligt	involucrada	beteiligen	involucrar	ADJ;V.PTCP	V
wochen	semana	wech	semanar	ADV	N
wochen	á	wech	á	ADV	N
wochen	semanas	wech	semana	ADV	N
fritz	fritz	fritz	fritz	PROPN;NOM;MASC;SG	PROPN
gesamte	todo	gesamt	todo	ADJ;NOM;FEM;SG	DET
gesamte	toda	gesamt	todo	ADJ;NOM;FEM;SG	DET
gesamte	a	gesamt	o	ADJ;NOM;FEM;SG	DET
gesamte	enteiro	gesamt	enteiro	ADJ;NOM;FEM;SG	N
zahlreichen	moitas	zahlreich	moito	ADJ;NOM;PL	DET
östlich	leste	östlich	leste	ADJ	N
östlich	oriente	östlich	oriente	ADJ	N
östlich	este	östlich	este	ADJ	DET
östlich	do	östlich	do	ADJ	PROPN
louis	luis	louis	luis	PROPN;NOM;MASC;SG	PROPN
louis	louis	louis	loui	PROPN;NOM;MASC;SG	PROPN
records	discos	records	disco	PROPN;NOM;SG	N
selten	pouco	selten	pouco	ADJ	ADV
schüler	estudantes	schüler	estudantes	ADJ	N
schüler	os	schüler	o	ADJ	DET
schüler	alumnos	schüler	alumno	ADJ	N
schüler	aos	schüler	aos	ADJ	PROPN
schüler	alumnos	schüler	alumno	ADJ	N
schüler	alumnado	schüler	alumnado	ADJ	V
schüler	estudante	schüler	estudante	ADJ	N
schüler	estudantes	schüler	estudantes	ADJ	N
schüler	alumno	schüler	alumno	ADJ	N
dritte	terzo	dritt	terzo	ADJ;NOM;FEM;PL	N
vollständig	totalmente	vollständig	total	ADJ	ADV
vollständig	totalmente	vollständig	total	ADJ	ADV
vollständig	completamente	vollständig	completamente	ADJ	ADV
vollständig	por	vollständig	por	ADJ	ADP
vollständig	chea	vollständig	chea	ADJ	N
vollständig	cheo	vollständig	cheo	ADJ	N
vollständig	total	vollständig	total	ADJ	N
vollständig	completa	vollständig	completar	ADJ	V
vollständig	completar	vollständig	completar	ADJ	V
staffel	tempada	staffel	tempada		N
staffel	de	staffel	de		ADP
gründen	razóns	gründen	razón	V;NFIN	N
gründen	polas	gründen	pola	V;NFIN	N
gründen	motivos	gründen	motivo	V;NFIN	N
relativ	parente	relativ	parente	ADJ	N
relativ	relativamente	relativ	relativamente	ADJ	ADV
jungen	rapaces	jung	rapaz	ADJ	N
jungen	nenos	jung	neno	ADJ	N
jungen	os	jung	o	ADJ	DET
jungen	mozos	jung	mozo	ADJ	N
jungen	mozos	jung	mozo	ADJ	N
jungen	mozo	jung	mozo	ADJ	N
jungen	moza	jung	mozo	ADJ	N
jungen	neno	jung	neno	ADJ	N
jungen	rapaz	jung	rapaz	ADJ	N
jungen	mozo	jung	mozo	ADJ	N
jungen	fillo	jung	fillo	ADJ	N
fort	forte	fort	forte	ADV	ADJ
musiker	músico	musik	músico	ADJ	N
musiker	músicos	musik	músico	ADJ	N
gesehen	ollos	sehen	ollo	V;V.PTCP	N
gesehen	vino	sehen	ver	V;V.PTCP	N
fanden	que	finden	que	V;IND;PL;3;PST;FIN	PRO
schiff	barco	schiff	barco	ADJ	N
schiff	barco	schiff	barco	ADJ	N
schiff	bote	schiff	bote	ADJ	PROPN
fußball	fútbol	fußball	fútbol	ADJ	N
bedeutet	significado	bedeuten	significado	V;IND;SG;3;PRS;FIN	N
bedeutet	sentido	bedeuten	sentido	V;IND;SG;3;PRS;FIN	N
bedeutet	que	bedeuten	que	V;IND;SG;3;PRS;FIN	PRO
bedeutet	o	bedeuten	o	V;IND;SG;3;PRS;FIN	DET
bedeutet	que	bedeuten	que	V;IND;SG;3;PRS;FIN	PRO
bedeutet	medios	bedeuten	medio	V;IND;SG;3;PRS;FIN	N
bietet	ofréceme	bieten	ofréceme	V;IND;SG;3;PRS;FIN	PROPN
vertreter	axentes	vertreter	axente	ADJ	N
vertreter	representantes	vertreter	representante	ADJ	N
vertreter	axente	vertreter	axente	ADJ	N
organisation	organización	organisation	organización		N
organisation	sindicato	organisation	sindicato		N
leute	a	leute	o	N;NOM;PL	DET
halten	mantelos	halten	mantelo	V;NFIN	N
halten	en	halten	en	V;NFIN	ADP
halten	o	halten	o	V;NFIN	DET
halten	a	halten	o	V;NFIN	DET
halten	aguante	halten	aguante	V;NFIN	ADV
halten	a	halten	o	V;NFIN	DET
hand	da	hand	da	N;NOM;FEM;SG	V
hand	palm	hand	palm	N;NOM;FEM;SG	PROPN
sammlung	de	sammlung	de	N;NOM;FEM;SG	ADP
lexikon	enciclopedia	lexikon	enciclopedia		N
unterstützung	apoio	unterstützung	apoio	ADJ	N
unterstützung	apoiar	unterstützung	apoiar	ADJ	V
unterstützung	de	unterstützung	de	ADJ	ADP
erfolgreich	éxito	erfolgreich	éxito	ADJ	N
erfolgreich	éxito	erfolgreich	éxito	ADJ	N
erfolgreich	con	erfolgreich	con	ADJ	ADP
erfolgreich	éxito	erfolgreich	éxito	ADJ	N
nehmen	a	nehmen	o	V;NFIN	DET
erbaut	de	erbauen	de	V;V.PTCP	ADP
sinn	significado	sein	significado		N
sinn	sentido	sein	sentido		N
sinn	que	sein	que		PRO
sinn	significa	sein	significar		V
sinn	explican	sein	explicar		V
sinn	o	sein	o		DET
sinn	sentido	sein	sentido		N
sinn	ten	sein	ter		V
bezirk	do	bezirk	do	PROPN	PROPN
bezirk	condado	bezirk	condado	PROPN	N
bezirk	o	bezirk	o	PROPN	DET
bezirk	nado	bezirk	nacer	PROPN	V
bezirk	distrito	bezirk	distrito	PROPN	N
bezirk	fiscal	bezirk	fiscal	PROPN	ADJ
bezirk	do	bezirk	do	PROPN	PROPN
hoch	instituto	hoch	instituto	ADJ	N
hoch	altos	hoch	alto	ADJ	N
außerhalb	do	außerhalb	do	ADP	PROPN
außerhalb	fóra	außerhalb	fóra	ADP	ADV
außerhalb	fora	außerhalb	ir	ADP	V
herren	cabaleiros	herr	cabaleiro	N;NOM;PL	ADJ
herren	os	herr	o	N;NOM;PL	DET
karte	mapa	kart	mapa		N
karte	carta	kart	carta		N
karte	tarxeta	kart	tarxeta		N
karte	de	kart	de		ADP
karte	unha	kart	un		DET
karte	documento	kart	documento		N
probleme	problemas	probleme	problema	ADJ;PL	N
probleme	os	probleme	o	ADJ;PL	DET
probleme	problema	probleme	problema	ADJ;PL	N
probleme	problemas	probleme	problema	ADJ;PL	N
probleme	problemas	probleme	problema	ADJ;PL	N
probleme	os	probleme	o	ADJ;PL	DET
probleme	problema	probleme	problema	ADJ;PL	N
probleme	problemas	probleme	problema	ADJ;PL	N
probleme	cuestións	probleme	cuestión	ADJ;PL	N
probleme	temas	probleme	tema	ADJ;PL	N
probleme	asuntos	probleme	asunto	ADJ;PL	N
orte	onde	ort	onde	N;NOM;MASC;PL	PRO
hallo	ola	hallo	ola		N
hallo	ola	hallo	ola		N
trotzdem	segue	trotzdem	seguir	ADV	V
trotzdem	non	trotzdem	non	ADV	PART
trotzdem	xeitos	trotzdem	xeito	ADV	N
trotzdem	de	trotzdem	de	ADV	ADP
trotzdem	todos	trotzdem	todo	ADV	DET
trotzdem	os	trotzdem	o	ADV	DET
trotzdem	modos	trotzdem	modo	ADV	N
trotzdem	todas	trotzdem	todo	ADV	DET
trotzdem	formas	trotzdem	forma	ADV	N
vergleich	comparar	vergleich	comparar	ADJ	V
vergleich	comparamos	vergleich	comparar	ADJ	V
nummer	número	nummer	número	ADV	N
hof	patio	hof	patio		N
hof	granxa	hof	granxa		N
hof	a	hof	o		DET
hof	campo	hof	campo		N
hof	leira	hof	leira		N
hof	casa	hof	casa		N
hof	reserva	hof	reserva		N
hof	suprema	hof	suprema		N
hof	tribunal	hof	tribunal		N
hof	xulgado	hof	xulgado		N
hof	corte	hof	corte		N
hof	xardín	hof	xardír		N
hof	pendente	hof	pendente		N
halle	hall	hallen	hall		PROPN
halle	corredor	hallen	corredor		N
halle	concello	hallen	concello		N
halle	civil	hallen	civil		ADJ
halle	sede	hallen	sede		N
basis	base	basis	base	ADJ	N
basis	a	basis	o	ADJ	DET
basis	base	basis	base	ADJ	N
staat	do	staaen	do	N	PROPN
langen	moito	lang	moito	ADJ	ADV
langen	tempo	lang	tempo	ADJ	N
dient	e	dienen	e	V;IND;SG;3;PRS;FIN	CONJ
neun	nove	neun	nove	NUM	N
wirtschaft	industria	wirtschaft	industria		N
wirtschaft	negocios	wirtschaft	negocio		N
wirtschaft	negocio	wirtschaft	negocio		N
wirtschaft	asunto	wirtschaft	asunto		N
wirtschaft	traballo	wirtschaft	traballo		N
wirtschaft	economía	wirtschaft	economía		N
wirtschaft	a	wirtschaft	o		DET
wirtschaft	da	wirtschaft	da		V
college	universidade	college	universidade		N
college	na	college	na		N
college	estudantes	college	estudantes		N
college	facultade	college	facultade		N
college	que	college	que		PRO
college	college	college	collegar		PROPN
college	colexio	college	colexio		N
markt	mercado	marken	mercado	ADV	N
markt	mercados	marken	mercado	ADV	N
markt	esa	marken	ese	ADV	DET
markt	feira	marken	feira	ADV	N
enthalten	moitos	enthalten	moito	V;NFIN	DET
enthalten	de	enthalten	de	V;NFIN	ADP
jedem	todo	jed	todo	PRO;DAT;INDF;MASC;SG	DET
jedem	o	jed	o	PRO;DAT;INDF;MASC;SG	DET
jedem	mundo	jed	mundo	PRO;DAT;INDF;MASC;SG	N
jedem	todos	jed	todo	PRO;DAT;INDF;MASC;SG	DET
jedem	entre	jed	entre	PRO;DAT;INDF;MASC;SG	ADP
jedem	cada	jed	cada	PRO;DAT;INDF;MASC;SG	DET
jedem	uns	jed	un	PRO;DAT;INDF;MASC;SG	DET
jedem	un	jed	un	PRO;DAT;INDF;MASC;SG	DET
städte	nas	staden	nas	N;NOM;FEM;PL	PROPN
ausgezeichnet	premio	auszeichnen	premio	V;V.PTCP	N
ausgezeichnet	excelentes	auszeichnen	excelente	V;V.PTCP	ADJ
ausgezeichnet	excelente	auszeichnen	excelente	V;V.PTCP	ADJ
ausgezeichnet	de	auszeichnen	de	V;V.PTCP	ADP
russland	moscova	rußland	moscovar	PROPN;NOM;NEUT;SG	PROPN
russland	rusia	rußland	rusia	PROPN;NOM;NEUT;SG	PROPN
trägt	con	tragen	con	V;IND;SG;3;PRS;FIN	ADP
trägt	pantalóns	tragen	pantalón	V;IND;SG;3;PRS;FIN	N
trägt	levas	tragen	leva	V;IND;SG;3;PRS;FIN	N
trägt	osos	tragen	oso	V;IND;SG;3;PRS;FIN	N
jugend	xuventude	jugend	xuventude	ADJ	N
jugend	mozos	jugend	mozo	ADJ	N
jugend	a	jugend	o	ADJ	DET
jugend	mocidade	jugend	mocidade	ADJ	N
jugend	francia	jugend	francia	ADJ	N
jugend	de	jugend	de	ADJ	ADP
jugend	mozos	jugend	mozo	ADJ	N
jugend	mozo	jugend	mozo	ADJ	N
jugend	moza	jugend	mozo	ADJ	N
jugend	adolescencia	jugend	adolescencia	ADJ	N
allgemeinen	xeneral	allgemein	xeneral	ADJ	N
allgemeinen	o	allgemein	o	ADJ	DET
gemäß	segundo	gemäß	segundo		ADP
gemäß	acordo	gemäß	acordo		N
gemäß	de	gemäß	de		ADP
gemäß	as	gemäß	o		DET
gemäß	acorde	gemäß	acorde		N
gemäß	coas	gemäß	coar		V
gemäß	atendendo	gemäß	atender		V
gemäß	home	gemäß	home		N
post	correo	post	correo	PROPN;NOM;SG	N
post	envía	post	enviar	PROPN;NOM;SG	V
post	envíe	post	enviar	PROPN;NOM;SG	V
post	posto	post	posto	PROPN;NOM;SG	N
post	poste	post	postar	PROPN;NOM;SG	N
post	correos	post	correo	PROPN;NOM;SG	N
post	correo	post	correo	PROPN;NOM;SG	N
post	de	post	de	PROPN;NOM;SG	ADP
entweder	tampouco	entweder	tampouco	CONJ	ADV
soldaten	soldados	soldat	soldar	N;PL	V
soldaten	os	soldat	o	N;PL	DET
soldaten	as	soldat	o	N;PL	DET
soldaten	soldado	soldat	soldar	N;PL	V
soldaten	soldados	soldat	soldar	N;PL	V
lebt	vidas	leben	vida	V;IND;SG;3;PRS;FIN	N
lebt	vida	leben	vida	V;IND;SG;3;PRS;FIN	N
tätigkeit	actividade	tätigkeit	actividade	ADJ	N
zeigen	para	zeigen	para	V;NFIN	ADP
zeigen	a	zeigen	o	V;NFIN	DET
zeigen	esas	zeigen	ese	V;NFIN	DET
zeigen	mostra	zeigen	mostra	V;NFIN	N
zeigen	que	zeigen	que	V;NFIN	PRO
zeigen	espectáculo	zeigen	espectáculo	V;NFIN	N
heutige	hoxe	heutig	hoxe	ADJ;NOM;FEM;PL	ADV
heutige	día	heutig	día	ADJ;NOM;FEM;PL	N
bücher	os	büchern	o	N;NOM;NEUT;PL	DET
medien	mediática	medeinen	mediática	N;NOM;NEUT;PL	ADJ
medien	de	medeinen	de	N;NOM;NEUT;PL	ADP
medien	dos	medeinen	dos	N;NOM;NEUT;PL	PROPN
jedes	os	jed	o	PRO;NOM;INDF;NEUT;SG	DET
jedes	as	jed	o	PRO;NOM;INDF;NEUT;SG	DET
jedes	todos	jed	todo	PRO;NOM;INDF;NEUT;SG	DET
jedes	cada	jed	cada	PRO;NOM;INDF;NEUT;SG	DET
jedes	todas	jed	todo	PRO;NOM;INDF;NEUT;SG	DET
jedes	calquera	jed	calquera	PRO;NOM;INDF;NEUT;SG	DET
jedes	máis	jed	máis	PRO;NOM;INDF;NEUT;SG	ADV
jedes	ningún	jed	ningún	PRO;NOM;INDF;NEUT;SG	DET
jedes	entre	jed	entre	PRO;NOM;INDF;NEUT;SG	ADP
jedes	cada	jed	cada	PRO;NOM;INDF;NEUT;SG	DET
jedes	uns	jed	un	PRO;NOM;INDF;NEUT;SG	DET
jedes	un	jed	un	PRO;NOM;INDF;NEUT;SG	DET
entscheidung	dominante	entscheidung	dominante	N;NOM;FEM;SG	ADJ
einfluss	impacto	einfluß	impacto	ADJ	N
einfluss	un	einfluß	un	ADJ	DET
einfluss	na	einfluß	na	ADJ	N
einfluss	prazo	einfluß	prazo	ADJ	N
einfluss	efecto	einfluß	efecto	ADJ	N
einfluss	mellora	einfluß	mellorar	ADJ	V
einfluss	influencia	einfluß	influencia	ADJ	N
einfluss	influír	einfluß	influír	ADJ	V
monate	meses	monat	mes	ADV	N
monate	mes	monat	mes	ADV	N
monate	ao	monat	ao	ADV	PROPN
lied	cantar	lied	cantar	N;NOM;NEUT;SG	V
lied	canto	lied	canto	N;NOM;NEUT;SG	PRO
eröffnet	e	eröffnen	e	V;V.PTCP	CONJ
ansonsten	contrario	ansonsten	contrario	ADV	N
ansonsten	ou	ansonsten	ou	ADV	CONJ
ansonsten	doutro	ansonsten	doutro	ADV	N
ansonsten	xeito	ansonsten	xeito	ADV	N
ansonsten	se	ansonsten	se	ADV	CONJ
ansonsten	non	ansonsten	non	ADV	PART
ansonsten	senón	ansonsten	senón	ADV	CONJ
geworden	foi	werden	ser	V;V.PTCP	V
geworden	a	werden	o	V;V.PTCP	DET
geworden	converteuse	werden	converteuse	V;V.PTCP	V
geworden	nunha	werden	nunha	V;V.PTCP	N
geworden	nun	werden	nun	V;V.PTCP	PROPN
geworden	en	werden	en	V;V.PTCP	ADP
geworden	se	werden	se	V;V.PTCP	CONJ
geworden	converteu	werden	converter	V;V.PTCP	V
rechte	ben	recht	ben	ADJ;NOM;FEM;PL	ADV
rechte	dereitos	recht	dereito	ADJ;NOM;FEM;PL	N
rechte	os	recht	o	ADJ;NOM;FEM;PL	DET
rechte	dos	recht	dos	ADJ;NOM;FEM;PL	PROPN
rechte	carta	recht	carta	ADJ;NOM;FEM;PL	N
rechte	dereito	recht	dereito	ADJ;NOM;FEM;PL	N
russischen	ruso	russisch	ruso	ADJ;NOM;MASC;PL	N
tagen	días	tagen	día	ADJ	N
stück	tocar	stück	tocar	ADJ	V
stück	xogar	stück	xogar	ADJ	V
stück	xogan	stück	xogar	ADJ	V
stück	xogo	stück	xogo	ADJ	N
stück	peza	stück	peza	ADJ	N
stück	anaco	stück	anaco	ADJ	N
stück	unha	stück	un	ADJ	DET
stück	rebándenme	stück	rebándenme	ADJ	PROPN
stück	rebanda	stück	rebanda	ADJ	N
stück	faise	stück	faise	ADJ	V
stück	pezas	stück	peza	ADJ	N
stück	clave	stück	clave	ADJ	N
stück	anacos	stück	anaco	ADJ	N
stück	pedazos	stück	pedazo	ADJ	N
programm	programa	programm	programa	ADJ	N
programm	de	programm	de	ADJ	ADP
programm	programar	programm	programar	ADJ	V
programm	programas	programm	programa	ADJ	N
live	vivir	live	vivir	ADJ	V
live	viven	live	vivir	ADJ	V
live	vive	live	vivir	ADJ	V
namens	chamado	namens	chamar	ADV	V
namens	chámase	namens	chámase	ADV	V
namens	se	namens	se	ADV	CONJ
namens	nome	namens	nome	ADV	N
namens	chamada	namens	chamar	ADV	V
jazz	jazz	jazz	jazz		PROPN
unten	na	unten	na	ADV	N
unten	por	unten	por	ADV	ADP
unten	baixo	unten	baixo	ADV	ADP
unten	embaixo	unten	embaixo	ADV	N
unten	seccionada	unten	seccionar	ADV	V
unten	fondo	unten	fondo	ADV	N
unten	final	unten	final	ADV	N
unten	do	unten	do	ADV	PROPN
unten	inferior	unten	inferior	ADV	ADJ
unten	todo	unten	todo	ADV	DET
themen	temas	them	tema	V;FIN	N
themen	temas	them	tema	V;FIN	N
themen	suxeitos	them	suxeito	V;FIN	N
themen	problemas	them	problema	V;FIN	N
themen	cuestións	them	cuestión	V;FIN	N
themen	temas	them	tema	V;FIN	N
themen	asuntos	them	asunto	V;FIN	N
sache	que	sachen	que	ADV	PRO
sache	cousa	sachen	cousa	ADV	N
sache	mesmo	sachen	mesmo	ADV	DET
regelmäßig	regularmente	regelmäßig	regular	ADJ	ADV
regelmäßig	de	regelmäßig	de	ADJ	ADP
regelmäßig	taxis	regelmäßig	taxis	ADJ	N
regelmäßig	regular	regelmäßig	regular	ADJ	V
junge	tipo	jung	tipo	ADJ;NOM;FEM;PL	N
junge	mariñeiro	jung	mariñeiro	ADJ;NOM;FEM;PL	N
junge	neno	jung	neno	ADJ;NOM;FEM;PL	N
junge	rapaz	jung	rapaz	ADJ;NOM;FEM;PL	N
junge	mozo	jung	mozo	ADJ;NOM;FEM;PL	N
junge	fillo	jung	fillo	ADJ;NOM;FEM;PL	N
junge	mozos	jung	mozo	ADJ;NOM;FEM;PL	N
junge	mozo	jung	mozo	ADJ;NOM;FEM;PL	N
junge	moza	jung	mozo	ADJ;NOM;FEM;PL	N
junge	neno	jung	neno	ADJ;NOM;FEM;PL	N
junge	rapaz	jung	rapaz	ADJ;NOM;FEM;PL	N
junge	nena	jung	nena	ADJ;NOM;FEM;PL	N
junge	mozo	jung	mozo	ADJ;NOM;FEM;PL	N
eltern	pais	eltern	pai		N
eltern	os	eltern	o		DET
sprachen	idiomas	sprechen	idioma	V;FIN	N
sprachen	linguaxes	sprechen	linguaxe	V;FIN	N
sprachen	linguas	sprechen	lingua	V;FIN	N
sprachen	as	sprechen	o	V;FIN	DET
sprachen	idioma	sprechen	idioma	V;FIN	N
sprachen	linguaxe	sprechen	linguaxe	V;FIN	N
sprachen	a	sprechen	o	V;FIN	DET
sprachen	lingua	sprechen	lingua	V;FIN	N
internet	internet	internet	internet		PROPN
ländern	dos	ländern	dos	N;PL	PROPN
größe	do	groß	do	N;NOM;FEM;SG	PROPN
start	a	Start	o	PROPN	DET
start	comezar	Start	comezar	PROPN	V
start	empezar	Start	empezar	PROPN	V
weltweit	mundo	weltweit	mundo	ADJ	N
weltweit	no	weltweit	no	ADJ	V
weltweit	mundo	weltweit	mundo	ADJ	N
weltweit	de	weltweit	de	ADJ	ADP
offenbar	claro	offenbar	claro	ADV	ADJ
katholische	catholic	katholisch	catholic	ADJ;NOM;FEM;PL	PROPN
spricht	que	sprechen	que	V;IND;SG;3;PRS;FIN	PRO
spricht	fálalle	sprechen	fálallar	V;IND;SG;3;PRS;FIN	PROPN
hauptstadt	capital	hauptstadt	capital	ADJ	N
hauptstadt	capitais	hauptstadt	capital	ADJ	N
hauptstadt	capitol	hauptstadt	capitol	ADJ	PROPN
hauptstadt	o	hauptstadt	o	ADJ	DET
abschluss	estudante	abschließen	estudante	ADV	N
hielt	reunión	halten	reunión	V;IND;SG;3;PST;FIN	N
hielt	mans	halten	man	V;IND;SG;3;PST;FIN	N
hielt	hoxe	halten	hoxe	V;IND;SG;3;PST;FIN	ADV
vorher	de	vorher	de	ADV	ADP
kannst	poden	können	poder	V;IND;SG;2;PRS;FIN	V
kannst	podo	können	podar	V;IND;SG;2;PRS;FIN	V
kannst	podes	können	poder	V;IND;SG;2;PRS;FIN	V
kannst	podemos	können	poder	V;IND;SG;2;PRS;FIN	V
kannst	pode	können	poder	V;IND;SG;2;PRS;FIN	V
kannst	non	können	non	V;IND;SG;2;PRS;FIN	PART
friedhof	cemiterio	friedhof	cemiterio	ADJ	N
weiterer	máis	weit	máis	ADJ	ADV
weiterer	lonxe	weit	lonxe	ADJ	ADV
metern	metros	metern	metro	ADJ	N
lehrer	profesores	lehr	profesor	ADJ	N
lehrer	mestres	lehr	mestres	ADJ	N
lehrer	os	lehr	o	ADJ	DET
lehrer	bos	lehr	bo	ADJ	N
lehrer	profesor	lehr	profesor	ADJ	N
lehrer	mestra	lehr	mestra	ADJ	N
lehrer	mestre	lehr	mestre	ADJ	N
würden	que	werden	que	V;SBJV;PL;3;PST;FIN	PRO
betrug	fraude	betragen	fraude	V;IND;SG;3;PST;FIN	N
kopf	cabeza	kopfen	cabeza		N
kopf	a	kopfen	o		DET
kopf	cabezas	kopfen	cabeza		N
auftrag	para	auftragen	para	N;MASC;SG	ADP
zusammenarbeit	colaboración	zusammenarbeit	colaboración	ADJ	N
zusammenarbeit	cooperación	zusammenarbeit	cooperación	ADJ	N
nein	non	nein	non		PART
nein	non	nein	non		PART
nein	hai	nein	haber		V
denke	pensando	denken	pensar		V
denke	pensar	denken	pensar		V
denke	en	denken	en		ADP
denke	pensando	denken	pensar		V
denke	que	denken	que		PRO
denke	penso	denken	penso		V
denke	pensar	denken	pensar		V
denke	creo	denken	creo		V
größere	máis	groß	máis	ADJ;NOM;FEM;PL	ADV
größere	é	groß	ser	ADJ;NOM;FEM;PL	V
größere	máis	groß	máis	ADJ;NOM;FEM;PL	ADV
größere	máis	groß	máis	ADJ;NOM;FEM;PL	ADV
größere	maiores	groß	maior	ADJ;NOM;FEM;PL	N
größere	é	groß	ser	ADJ;NOM;FEM;PL	V
größere	son	groß	ser	ADJ;NOM;FEM;PL	V
brücke	bridge	brücken	bridge	N;NOM;FEM;SG	PROPN
überwiegend	en	überwiegend	en	ADJ	ADP
überwiegend	parte	überwiegend	parte	ADJ	N
überwiegend	principalmente	überwiegend	principal	ADJ	ADV
überwiegend	maioría	überwiegend	maioría	ADJ	N
überwiegend	sobre	überwiegend	sobre	ADJ	ADP
überwiegend	todo	überwiegend	todo	ADJ	DET
überwiegend	maiormente	überwiegend	maiormente	ADJ	ADV
überwiegend	maioritariamente	überwiegend	maioritariamente	ADJ	ADV
usw	etc	usw	etc		N
zerstört	con	zerstören	con	V;V.PTCP	ADP
zerstört	destruírono	zerstören	destruírono	V;V.PTCP	PROPN
teilen	a	teilen	o	V;NFIN	DET
teilen	parte	teilen	parte	V;NFIN	N
lesen	leo	lesen	lear	V;NFIN	PROPN
lesen	le	lesen	le	V;NFIN	PROPN
lesen	lectura	lesen	lectura	V;NFIN	N
lesen	a	lesen	o	V;NFIN	DET
rot	vermello	rot	vermello	ADJ	N
rot	vermella	rot	vermello	ADJ	N
rot	vermellos	rot	vermello	ADJ	N
rot	roxa	rot	roxa	ADJ	N
rot	comunista	rot	comunista	ADJ	N
eindeutig	claramente	eindeutig	claramente	ADJ	ADV
eindeutig	con	eindeutig	con	ADJ	ADP
eindeutig	claridade	eindeutig	claridade	ADJ	N
bestimmt	con	bestimmen	con	V;V.PTCP	ADP
turm	torre	turm	torre	ADJ	N
zweiter	segundo	zweit	segundo	ADJ	ADP
klein	pouco	klein	pouco	ADJ	ADV
klein	algo	klein	algo	ADJ	PRO
klein	diminutos	klein	diminuto	ADJ	N
klein	diminuto	klein	diminuto	ADJ	N
klein	minúsculas	klein	minúscula	ADJ	N
darum	que	darum	que	ADV	PRO
darum	polo	darum	polo	ADV	N
darum	por	darum	por	ADV	ADP
darum	iso	darum	iso	ADV	PRO
interesse	interesa	interesse	interesar		V
interesse	intereses	interesse	interese		N
interesse	me	interesse	me		PRO
interesse	interesaba	interesse	interesar		V
interesse	interesábame	interesse	interesábame		PROPN
interesse	interesados	interesse	interesado		N
interesse	interesado	interesse	interesado		N
interesse	interese	interesse	interese		N
interesse	interesa	interesse	interesar		V
interesse	interesada	interesse	interesado		N
interesse	interese	interesse	interese		N
interesse	interesa	interesse	interesar		V
freien	balde	frei	balde	ADJ;NOM;PL	N
genug	abonda	genug	abondar	ADV	V
genug	suficiente	genug	suficiente	ADV	ADJ
genug	dabondo	genug	dabor	ADV	V
genug	para	genug	para	ADV	ADP
zuerst	primeiro	zuerst	primeiro	ADV	ADJ
zuerst	primeira	zuerst	primeiro	ADV	ADJ
kleiner	pouco	klein	pouco	ADJ	ADV
kleiner	algo	klein	algo	ADJ	PRO
kleiner	máis	klein	máis	ADJ	ADV
kleiner	menores	klein	menor	ADJ	N
kleiner	pegada	klein	pegada	ADJ	N
ganzen	todo	ganz	todo	ADJ;NOM;MASC;PL	DET
ganzen	toda	ganz	todo	ADJ;NOM;MASC;PL	DET
ganzen	a	ganz	o	ADJ;NOM;MASC;PL	DET
ganzen	enteiro	ganz	enteiro	ADJ;NOM;MASC;PL	N
ganzen	toda	ganz	todo	ADJ;NOM;MASC;PL	DET
ganzen	todo	ganz	todo	ADJ;NOM;MASC;PL	DET
ganzen	enteiro	ganz	enteiro	ADJ;NOM;MASC;PL	N
ganzen	a	ganz	o	ADJ;NOM;MASC;PL	DET
studien	ensaios	studien	ensalo	V;NFIN	N
studien	xuízos	studien	xuízo	V;NFIN	N
studien	estudos	studien	estudo	V;NFIN	N
studien	estudios	studien	estudio	V;NFIN	N
studien	análises	studien	análise	V;NFIN	N
studien	estudo	studien	estudo	V;NFIN	N
direktor	dirección	direktor	dirección	ADJ	N
direktor	de	direktor	de	ADJ	ADP
ost	este	ost	este	N;NOM;NEUT	DET
ost	do	ost	do	N;NOM;NEUT	PROPN
ost	próximo	ost	próximo	N;NOM;NEUT	ADJ
ost	orientais	ost	oriental	N;NOM;NEUT	ADJ
ost	oriental	ost	oriental	N;NOM;NEUT	ADJ
ost	este	ost	este	N;NOM;NEUT	DET
marie	mariechen	marie	mariechen	PROPN;NOM;FEM;SG	PROPN
marie	marie	marie	marie	PROPN;NOM;FEM;SG	N
meinen	meu	mein	meu	PRO;ACC;MASC;SG	DET
meinen	miña	mein	meu	PRO;ACC;MASC;SG	DET
meinen	o	mein	o	PRO;ACC;MASC;SG	DET
meinen	a	mein	o	PRO;ACC;MASC;SG	DET
meinen	meus	mein	meu	PRO;ACC;MASC;SG	DET
fehlt	a	fehlen	o	V;IND;SG;3;PRS;FIN	DET
fehlt	falta	fehlen	falta	V;IND;SG;3;PRS;FIN	N
modell	modelos	modell	modelo	ADJ	N
modell	modelo	modell	modelo	ADJ	N
bildung	educación	bildung	educación		N
bildung	a	bildung	o		DET
washington	washington	washington	washington	PROPN;NOM;NEUT;SG	PROPN
washington	dc	washington	dc	PROPN;NOM;NEUT;SG	PROPN
kurze	pouco	kurz	pouco	ADJ;NOM;FEM;PL	ADV
