den	the	den	the	PRO;DEF;MASC+FEM;SG	
örebro	örebro	örebro	örebro	PROPN;NOM	PROPN
rom	rome	rom	rome	PROPN;NOM	N;INDF;NEUT;SG
rom	roma	rom	rom	PROPN;NOM	PROPN
rom	rom	rom	rom	PROPN;NOM	N;INDF;NEUT;SG
rom	rom	rom	rom	PROPN;NOM	N;INDF;NEUT;SG
plotarea	plotarea	plotare	plotar	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
starkt	sterkt	stark	sterk	ADV	ADJ;INDF;NEUT;SG
starkt	sterk	stark	sterk	ADV	ADJ;INDF;SG
starkt	strong	stark	strong	ADV	N;INDF;MASC;SG
starkt	sterke	stark	sterk	ADV	ADJ;PL
starkt	sterkt	stark	sterk	ADV	ADJ;INDF;NEUT;SG
johann	johann	johan	johann	PROPN;NOM	N;INDF;MASC;SG
insee	insee	insee	insee	V;IMP;FIN;ACT	N
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
alignbars	alignbars	alignbar	alignbars	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
josé	josé	josé	josé	PROPN;NOM	N;INDF;MASC;SG
köpenhamn	copenhagen	köpenhamn	copenhag	PROPN;NOM	N;DEF;MASC;SG
köpenhamn	københavn	köpenhamn	københavn	PROPN;NOM	N;INDF;MASC;SG
köpenhamn	københavns	köpenhamn	københavns	PROPN;NOM	N;INDF;MASC;SG
skapa	oppretter	skapa	oppretter	V;IMP;FIN;ACT	N;INDF;MASC;SG
skapa	opprett	skapa	opprett	V;IMP;FIN;ACT	N;INDF;MASC;SG
skapa	oppretting	skapa	oppretting	V;IMP;FIN;ACT	N;INDF;FEM;SG
skapa	oppretter	skapa	oppretter	V;IMP;FIN;ACT	N;INDF;MASC;SG
musiker	musiker	musik	musiker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
musiker	musikere	musik	musikere	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
sångare	vokalisten	sång	vokalist	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hem	hjemme	hem	hjemme	N;NOM;INDF;NEUT;SG	
hem	heime	hem	heime	N;NOM;INDF;NEUT;SG	ADP
hem	hjemmet	hem	hjem	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
ursprung	opprinnelsen	ursprung	opprinnels	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
vet	know	veta	know	V;IND;PRS;FIN;ACT	
vet	kjenn	veta	kjenn	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
republika	republika	republik	republik	PROPN;NOM	N;INDF;NEUT;SG
polen	polen	pol	pol	PROPN;NOM	N;INDF;MASC;SG
polen	poland	pol	poland	PROPN;NOM	N;INDF;MASC;SG
håller	enig	hålla	enig	V;IND;PRS;FIN;ACT	ADJ;INDF;NEUT;SG
håller	holder	hålla	holder	V;IND;PRS;FIN;ACT	
håller	holding	hålla	holding	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
längs	langs	längs	langs	ADV	ADP
ordning	bestille	ordning	bestille	N;NOM;INDF;MASC+FEM;SG	V;NFIN
srpska	srpska	srpska	srpske	NUM;NOM	PROPN
förslag	frieri	förslag	frieri	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
förlag	publiserer	förlag	publisere	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN
förlag	publisere	förlag	publisere	N;NOM;INDF;NEUT;SG	V;NFIN
förlag	utgivere	förlag	utgivere	N;NOM;INDF;NEUT;SG	V;NFIN
parti	lot	parti	la	N;NOM;INDF;NEUT;SG	V;IMP;FIN
äldsta	eldst	gammal	gammal	ADJ;NOM;DEF;RL	ADJ;INDF;RL
singel	enslig	singel	enslig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
behöver	trenge	behöva	trenge	V;IND;PRS;FIN;ACT	V;IMP;NFIN
behöver	need	behöva	need	V;IND;PRS;FIN;ACT	N
behöver	behov	behöva	behov	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
behöver	behov	behöva	behov	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
alfred	alfred	alfred	alfred	PROPN;NOM	N;INDF;MASC;SG
icke	non	icke	non	PART;NEG	N;INDF;SG
vanligen	pleier	vanligen	pleie	ADV	V;IND;PRS;FIN
danska	danske	dansk	dansk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
procent	prosent	procent	prosent	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
procent	prosent	procent	prosent	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
ernst	ernst	ernst	ernast	PROPN;NOM	N;INDF;MASC;SG
territorium	territoriet	territorium	territorium	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
live	direkte	live	direkte	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
live	bodd	live	bodd	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
gammal	old	gammal	old	ADJ;NOM;INDF;MASC+FEM;SG	
gammal	gammel	gammal	gammel	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gammal	gamle	gammal	gammal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
tryckta	trykt	trycka	trykkje	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
modern	modern	mor	modern	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
modern	moderne	mor	moderne	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;SG
hemsida	nettstedet	hemsida	nettsted	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
hemsida	startsiden	hemsida	startside	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hemsida	hjemmesiden	hemsida	hjemmeside	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
spelat	spilt	spela	spile	V;V.CVB;ACT	N;INDF;NEUT;SG
sådana	slikt	sån	slikt	PRO;INDF;PL	PRO;NEUT;SG;3
sådana	slik	sån	slik	PRO;INDF;PL	ADV
sådana	sådan	sån	sådan	PRO;INDF;PL	N;INDF;MASC;SG
sådana	slike	sån	slik	PRO;INDF;PL	DET;PL
studier	studere	studie	studere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
studier	studie	studie	studium	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
filmer	kino	filma	kino	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
byn	landsby	byn	landsby	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
byn	village	byn	village	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ben	bones	ben	bones	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ben	bena	ben	bene	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ben	bein	ben	bein	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ben	beina	ben	bein	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;PL
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	PROPN
ben	bone	ben	bone	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ben	benet	ben	ben	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
ben	etappe	ben	etappe	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
ben	beinet	ben	bein	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
snart	snart	snart	snar	ADV	ADJ;INDF;NEUT;SG
snart	soon	snart	soon	ADV	N;INDF;SG
montana	montana	montan	montan	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fylke	hobsyssel	fylka	hobsyssel	PROPN;NOM	N;INDF;MASC;SG
fylke	shire	fylka	shire	PROPN;NOM	N
roller	rollene	roll	rolle	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
skopje	skopje	skopje	skopje	PROPN;NOM	N;INDF;NEUT;SG
uppdrag	oppdragene	uppdrag	oppdrag	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
uppdrag	oppgaver	uppdrag	oppgave	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
francis	francis	francis	francis	PROPN;NOM	N
vita	hvit	vit	hvit	ADJ;NOM;PL	N;INDF;MASC;SG
vita	white	vit	white	ADJ;NOM;PL	N;INDF
vita	hvitt	vit	hvi	ADJ;NOM;PL	N;INDF;NEUT;SG
vita	hvite	vit	hvite	ADJ;NOM;PL	N;INDF;NEUT;SG
vita	vita	vit	vite	ADJ;NOM;PL	N;INDF;MASC;SG
kanal	kanalen	kanal	kanal	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ålder	alderen	ålder	alder	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
emot	mot	emot	mot	ADV	ADP
bestod	besto	bestå	besto	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
flertal	flere	flertal	flere	N;NOM;INDF;NEUT;SG	
morro	morro	morro	morro	V;IMP;FIN;ACT	N;INDF;MASC;SG
borde	bør	böra	burde	V;IND;PST;FIN;ACT	V;IND;PRS;FIN
tidigt	early	tidig	early	ADV	N
tidigt	tidig	tidig	tidig	ADV	ADJ;INDF;SG
tidigt	tidlig	tidig	tidlig	ADV	ADJ;INDF;NEUT;SG
tidigt	tidlige	tidig	tidlig	ADV	ADJ;PL
tidigt	tidleg	tidig	tidleg	ADV	ADJ;INDF;NEUT;SG
troligen	trolig	troligen	trolig	ADV	ADJ;INDF;NEUT;SG
troligen	sikkert	troligen	sikker	ADV	ADJ;INDF;NEUT;SG
troligen	antakelig	troligen	antakelig	ADV	N;INDF;MASC;SG
troligen	antagelig	troligen	antagelig	ADV	ADJ;INDF;NEUT;SG
troligen	sannsynlig	troligen	sannsynlig	ADV	ADJ;INDF;NEUT;SG
troligen	trolig	troligen	trolig	ADV	ADJ;INDF;NEUT;SG
senaste	nylig	sen	nylig	ADJ;NOM;DEF;RL	ADJ;INDF;NEUT;SG
senaste	nylige	sen	nylig	ADJ;NOM;DEF;RL	ADJ;PL
senaste	siste	sen	sist	ADJ;NOM;DEF;RL	ADJ;DEF;SG
senaste	sist	sen	sist	ADJ;NOM;DEF;RL	ADV
senaste	nyeste	sen	ny	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
senaste	seneste	sen	senaste	ADJ;NOM;DEF;RL	N;INDF;SG
senaste	siste	sen	sist	ADJ;NOM;DEF;RL	ADJ;DEF;SG
sådan	slikt	sån	slikt	ADJ;NOM;INDF;MASC+FEM;SG	PRO;NEUT;SG;3
sådan	slik	sån	slik	ADJ;NOM;INDF;MASC+FEM;SG	ADV
sådan	sådan	sån	sådan	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sådan	slike	sån	slik	ADJ;NOM;INDF;MASC+FEM;SG	DET;PL
ändå	forsatt	ändå	forsitje	ADV	N;INDF;MASC;SG
ändå	fremdeles	ändå	fremdeles	ADV	N;INDF;MASC;SG
ändå	fortsatt	ändå	fortsatt	ADV	ADJ;INDF;NEUT;SG
ändå	ennu	ändå	ennu	ADV	N;INDF;MASC;SG
kastilien	castilla	kastilien	castille	PROPN;NOM	N;INDF;NEUT;SG
kastilien	castilla	kastilien	castille	PROPN;NOM	N;INDF;NEUT;SG
tidningen	avispapir	tidning	avispapir	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tidningen	avis	tidning	avis	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tidningen	ukeblad	tidning	ukeblad	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
tidningen	blad	tidning	blad	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
tidningen	magasin	tidning	magasin	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
juan	juan	juan	juan	PROPN;NOM	N;INDF;MASC;SG
mine	mitt	man	min	N;NOM;INDF;NEUT;SG	PRO;NEUT;SG
mine	mine	man	min	N;NOM;INDF;NEUT;SG	PRO;PL
mine	min	man	min	N;NOM;INDF;NEUT;SG	PRO;MASC;SG
beirut	beirut	beirut	beirut	PROPN;NOM	N;INDF;MASC;SG
ledare	leder	ledare	leder	N;NOM;INDF;MASC+FEM;PL	
ledare	ledere	ledare	ledere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
dalarna	daler	dal	dale	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
dalarna	dalarna	dal	dalarna	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;SG
material	materiell	material	materiell	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
material	materiell	material	materiell	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
norska	norske	norska	norsk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
folk	mennesker	folk	menneske	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
nästa	nestemann	nästa	nestemann	ADJ;NOM	N;INDF;MASC;SG
nästa	neste	nästa	neste	ADJ;NOM	DET;DEF
nästa	next	nästa	next	ADJ;NOM	N
skogar	skogen	skoga	skog	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
skogar	woods	skoga	woods	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
skogar	skogene	skoga	skoge	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
cup	cupen	cup	cup	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
skottland	skottlands	skottland	skottlands	PROPN;NOM	N;INDF;MASC;SG
skottland	skottland	skottland	skottland	PROPN;NOM	N;INDF;MASC;SG
skottland	scotland	skottland	scotland	PROPN;NOM	N;INDF;NEUT;SG
historiska	historisk	historisk	historisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
historiska	historisk	historisk	historisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
norsk	norsk	norsk	norsk	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
norsk	nordmann	norsk	nordmann	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
norsk	norwegian	norsk	norwegian	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
norsk	norske	norsk	norsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
norsk	norsk	norsk	norsk	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
längd	lengden	längd	lengd	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
längd	høyden	längd	høyd	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
brown	brown	brown	brown	PROPN;NOM	N;INDF;MASC;SG
brown	brune	brown	brune	PROPN;NOM	ADJ;PL
brown	brunt	brown	brun	PROPN;NOM	ADJ;INDF;NEUT;SG
brown	brun	brown	brun	PROPN;NOM	ADJ;INDF;SG
kungen	konge	kung	konge	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kungen	dobbelseng	kung	dobbelseng	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
bgcolor	bgcolor	bgcola	bgcolor	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
skåne	skåne	skåne	skåne	PROPN;NOM	N;INDF;MASC;SG
skåne	scania	skåne	scanie	PROPN;NOM	N
togs	tatt	ta	ta	V;IND;PST;FIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
omfattande	omfattende	omfattande	omfattende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
omfattande	utfyllende	omfattande	utfyllende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
omfattande	omfattende	omfattande	omfattende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
insekter	insekter	insekt	insekt	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
insekter	insekter	insekt	insekt	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
möjligt	mulige	möjlig	mulige	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
grekiska	gresk	grekisk	gresk	ADJ;NOM;PL	N;INDF;MASC;SG
snabbt	kjapt	snabb	kjapp	ADV	ADJ;INDF;NEUT;SG
snabbt	raskt	snabb	rask	ADV	ADJ;INDF;NEUT;SG
snabbt	kjapp	snabb	kjapp	ADV	N;INDF;MASC;SG
snabbt	rask	snabb	rask	ADV	ADJ;INDF;SG
snabbt	kjapp	snabb	kjapp	ADV	N;INDF;MASC;SG
snabbt	raskt	snabb	rask	ADV	ADJ;INDF;NEUT;SG
snabbt	rask	snabb	rask	ADV	ADJ;INDF;SG
snabbt	hurtig	snabb	hurtig	ADV	ADJ;INDF;NEUT;SG
snabbt	raske	snabb	rask	ADV	ADJ;PL
snabbt	fort	snabb	fort	ADV	ADJ;INDF;NEUT;SG
snabbt	kjapt	snabb	kjapp	ADV	ADJ;INDF;NEUT;SG
snabbt	raskt	snabb	rask	ADV	ADJ;INDF;NEUT;SG
snabbt	fort	snabb	fort	ADV	ADJ;INDF;NEUT;SG
armén	hær	arm	hær	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
armén	armé	arm	armé	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
program	programmer	program	programme	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
program	programmer	program	programme	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
egentligen	egentlig	egentligen	egentlig	ADV	ADJ;INDF;NEUT;SG
egentligen	faktisk	egentligen	faktisk	ADV	ADJ;INDF;NEUT;SG
und	und	und	und	V;IMP;FIN;ACT	
programmet	program	program	program	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
venezuela	venezuela	venezuel	venezuel	PROPN;NOM	N;DEF;NEUT;SG
venezuela	venezuelas	venezuel	venezuel	PROPN;NOM	N;INDF;NEUT;SG
visade	dukka	visa	dukke	V;IND;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
visade	vist	visa	vise	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
visade	vises	visa	vises	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
visade	fremhevet	visa	fremhev	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
visade	featured	visa	featured	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
rica	rica	ric	ric	PROPN;NOM	N
gud	gud	gud	gud	PROPN;NOM	N;INDF;MASC;SG
sommaren	sommeren	sommar	sommer	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;SG
sommaren	summer	sommar	summer	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
sommaren	sommer	sommar	sommer	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
svårt	vanskelige	svår	vanskelig	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
mera	mera	mycket	myr	ADV;CMPR	N;INDF;SG
mera	fleire	mycket	mange	ADV;CMPR	ADJ;CMPR
mera	fler	mycket	fler	ADV;CMPR	N;INDF;NEUT;SG
mera	flere	mycket	flere	ADV;CMPR	
mera	mer	mycket	mer	ADV;CMPR	N;INDF;MASC;SG
mera	meir	mycket	mykje	ADV;CMPR	ADJ;CMPR
mera	mere	mycket	mere	ADV;CMPR	N;INDF;MASC;SG
larsson	larsson	larsson	larsson	PROPN;NOM	N;INDF;MASC;SG
star	stjerna	star	stjerne	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
alaska	alaska	alaska	alaske	PROPN;NOM	N;DEF;FEM;SG
green	green	gre	grenne	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
green	grønt	gre	grøn	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
green	grønne	gre	grønne	N;NOM;INDF;NEUT;SG	ADJ;PL
klippa	kutt	klippa	kutt	V;IMP;FIN;ACT	N;INDF;NEUT;SG
klippa	cut	klippa	cut	V;IMP;FIN;ACT	N;INDF;NEUT;SG
klippa	skjær	klippa	skjær	V;IMP;FIN;ACT	N;INDF;NEUT;SG
klippa	klipt	klippa	klippe	V;IMP;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
klippa	cliff	klippa	cliff	V;IMP;FIN;ACT	N;INDF;MASC;SG
klippa	sikrings	klippa	sikrings	V;IMP;FIN;ACT	N;INDF;MASC;SG
klippa	bergart	klippa	bergar	V;IMP;FIN;ACT	N;INDF;MASC;SG
klippa	stein	klippa	stein	V;IMP;FIN;ACT	N;INDF;MASC;SG
klippa	rock	klippa	rock	V;IMP;FIN;ACT	N;INDF;MASC;SG
röda	reds	röd	reds	ADJ;NOM;PL	N;INDF;MASC;SG
röda	rødt	röd	rødt	ADJ;NOM;PL	N;INDF;MASC;SG
röda	rød	röd	rød	ADJ;NOM;PL	N;INDF;NEUT;SG
röda	red	röd	red	ADJ;NOM;PL	N
one	one	one	one	N;NOM;INDF;MASC+FEM;SG	
one	en	one	en	N;NOM;INDF;MASC+FEM;SG	
one	ett	one	ett	N;NOM;INDF;MASC+FEM;SG	
one	én	one	én	N;NOM;INDF;MASC+FEM;SG	
williams	williams	Pilliam	williams	PROPN;NOM	N;INDF;MASC;SG
beach	stranda	beach	strand	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
aktiva	aktivt	aktiv	aktiv	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
aktiva	aktiv	aktiv	aktiv	ADJ;NOM;PL	ADJ;INDF;SG
aktiva	active	aktiv	activ	ADJ;NOM;PL	N;INDF;MASC;SG
list	listen	list	list	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
list	kyndig	list	kyndig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
list	listig	list	listig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
list	utspekulert	list	utspekulere	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG;V.PTCP
hösten	høst	höst	høst	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hösten	høst	höst	høst	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hösten	fall	höst	falle	N;NOM;DEF;MASC+FEM;SG	V;IND;PST;FIN
hösten	falle	höst	falle	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
lärare	lærer	lärare	lære	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN
lärare	lærerinne	lärare	lærerinne	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
lärare	lærere	lärare	lærere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
lärare	lærerne	lärare	lærern	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
samhället	society	samhälle	society	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
samhället	samfunn	samhälle	samfunn	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
oregon	oregon	oregon	oregon	PROPN;NOM	N;INDF;NEUT;SG
goals	målene	goal	mål	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
säger	ordtak	säga	ordtak	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
säger	ordtaket	säga	ordtak	V;IND;PRS;FIN;ACT	N;DEF;NEUT;SG
säger	saying	säga	saying	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
säger	says	säga	says	V;IND;PRS;FIN;ACT	N
mary	mary	mary	mary	PROPN;NOM	N;INDF;FEM;SG
skrivit	skriftlige	skriva	skriftlig	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PL
skrivit	skrevet	skriva	skrev	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
skrivit	skrev	skriva	skrev	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
skrivit	skreiv	skriva	skrive	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN
känt	kjente	känd	kjent	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PL
lagen	jus	lag	jus	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
lagen	lov	lag	lov	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
svart	sort	svart	sort	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
svart	svarte	svart	svart	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
svart	black	svart	black	ADJ;NOM;INDF;MASC+FEM;SG	N
bot	bot	bot	bot	V;IMP;FIN;ACT	N;INDF;FEM;SG
vapen	armene	vapen	arm	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
vapen	våpen	vapen	våpen	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
vapen	geværer	vapen	gevære	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
ford	ford	ford	ford	PROPN;NOM	N;INDF;MASC;SG
val	utvalget	val	utvalg	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
val	valget	val	valg	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
cruz	cruz	cruz	cruz	PROPN;NOM	N
inre	interiør	inre	interiør	ADJ;NOM;CMPR	N;INDF;NEUT;SG
inre	intern	inre	intern	ADJ;NOM;CMPR	ADJ;INDF;SG
inre	internt	inre	intern	ADJ;NOM;CMPR	ADJ;INDF;NEUT;SG
sten	stone	sten	ston	N;NOM;INDF;MASC+FEM;SG	PROPN
nederländerna	nederland	nederland	nederland	N;NOM;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
nhl	nhl	nhl	nhl	PROPN;NOM	N
månader	månedsvis	månad	månedsvis	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
moderna	modern	modern	modern	ADJ;NOM;PL	N;INDF;MASC;SG
moderna	moderne	modern	moderne	ADJ;NOM;PL	ADJ;INDF;SG
tom	tomme	tom	tom	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
tom	tom	tom	tom	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
tom	tom	tom	tom	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
hålla	hold	hålla	hold	V;NFIN;ACT	N;INDF;NEUT;SG
platsen	sted	plats	stå	N;NOM;DEF;MASC+FEM;SG	
platsen	lokalisering	plats	lokalisering	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
platsen	lokasjon	plats	lokasjon	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
platsen	posisjon	plats	posisjon	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
platsen	plassering	plats	plassering	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skriver	skriving	skriva	skriving	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
ursprungliga	originalt	ursprunglig	original	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
ursprungliga	originalen	ursprunglig	originale	ADJ;NOM;PL	N;DEF;MASC;SG
ursprungliga	opprinnelig	ursprunglig	opprinnelig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
ursprungliga	original	ursprunglig	original	ADJ;NOM;PL	ADJ;INDF;SG
vanligt	common	vanlig	common	ADJ;NOM;INDF;NEUT;SG	N
rudolf	rudolf	rudolf	rudolf	PROPN;NOM	N;INDF;MASC;SG
