que	że	que	że	PRO;MASC;SG	PART
miguel	michał	miguel	michać	N;MASC;SG	PROPN;NOM;MASC;SG
usuários	użytkownika	usuário	użytkownik	N;MASC;PL	N;ACC;MASC;SG
usuários	użytkownik	usuário	użytkownik	N;MASC;PL	N;NOM;MASC;SG
defesa	obrony	defesa	obrona	N;FEM;SG	
defesa	obrony	defesa	obrona	N;FEM;SG	
episódios	odcinek	episódio	odcinek	N;MASC;PL	N;NOM;MASC;SG
episódios	epizod	episódio	epizod	N;MASC;PL	N;NOM;MASC;SG
líder	leader	líder	leader	N;MASC;SG	
von	von	von	von	PROPN;MASC;SG	
ilhas	wyspy	ilha	wyspa	N;FEM;PL	
ilhas	wyspy	ilha	wyspa	N;FEM;PL	
ilhas	wyspa	ilha	wyspa	N;FEM;PL	N;NOM;FEM;SG
ilhas	island	ilha	island	N;FEM;PL	
pequeno	małych	pequeno	mały	ADJ;MASC;SG	N;GEN;MASC;PL
pequeno	mał	pequeno	mała	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pequeno	mała	pequeno	mały	ADJ;MASC;SG	
pequeno	male	pequeno	male	ADJ;MASC;SG	
pequeno	mał	pequeno	mała	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pequeno	little	pequeno	littl	ADJ;MASC;SG	
pequeno	mało	pequeno	mało	ADJ;MASC;SG	ADV
pequeno	mała	pequeno	mały	ADJ;MASC;SG	
campanha	kampanie	campanha	kampan	N;FEM;SG	N;NOM;MASC;PL
atividades	działania	atividade	działanie	N;FEM;PL	N;NOM;NEUT;SG
atividades	działalności	atividade	działalność	N;FEM;PL	N;GEN;FEM;SG
atividades	działalność	atividade	działalność	N;FEM;PL	N;NOM;FEM;SG
atividades	aktywność	atividade	aktywność	N;FEM;PL	N;NOM;FEM;SG
atividades	działalności	atividade	działalność	N;FEM;PL	N;GEN;FEM;SG
atividades	czynność	atividade	czynność	N;FEM;PL	N;NOM;FEM;SG
atividades	działalność	atividade	działalność	N;FEM;PL	N;NOM;FEM;SG
atividades	aktywności	atividade	aktywność	N;FEM;PL	N;GEN;FEM;SG
red	czerwień	red	czerwień	N;MASC;SG	
red	czerwony	red	czerwony	N;MASC;SG	ADJ;NOM;MASC;SG
red	czerwona	red	czerwony	N;MASC;SG	ADJ;NOM;FEM;SG
red	czerwone	red	czerwony	N;MASC;SG	ADJ;NOM;NEUT;SG
duque	duke	duque	duky	N;MASC;SG	
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC;SG	
escrita	napisane	escrita	napisać	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escrita	pisemne	escrita	pisemny	N;FEM;SG	ADJ;NOM;NEUT;SG
escrita	napisano	escrita	napisać	N;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
escrita	zapisane	escrita	zapisać	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escrita	pisać	escrita	pisać	N;FEM;SG	V;IPFV;NFIN;ACT
gravadora	etykiety	gravadora	etykiet	N;FEM;SG	N;ACC;MASC;PL
povo	ludzi	povo	człowiek	N;MASC;SG	N;ACC;MASC;PL
povo	osoby	povo	osoba	N;MASC;SG	N;NOM;FEM;PL
povo	people	povo	peopło	N;MASC;SG	
povo	ludzie	povo	człowiek	N;MASC;SG	N;NOM;MASC;PL
material	materiały	material	materiał	N;MASC;SG	N;NOM;MASC;PL
imagens	zdjecia	imagem	zdjecie	N;FEM;PL	V;PFV;IND;SG;FIN;ACT
pública	publiczne	público	publiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
pública	public	público	publica	N;FEM;SG	
pública	publiczna	público	publiczny	N;FEM;SG	ADJ;NOM;FEM;SG
pública	publiczny	público	publiczny	N;FEM;SG	ADJ;NOM;MASC;SG
especialmente	zwłaszcza	especialmente	zwłaszcza	ADV	PART
situação	sytuacje	situação	sytuacja	N;FEM;SG	N;NOM;FEM;PL
maneira	way	maneira	wy	N;FEM;SG	
maneira	sposób	maneira	sposób	N;FEM;SG	V;IND;PRS;FIN
nomeado	nazwany	nomear	nazwać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeado	nazwane	nomear	nazwać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nomeado	mianowany	nomear	mianować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeado	wyznaczony	nomear	wyznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeado	wyznaczona	nomear	wyznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nomeado	nominowany	nomear	nominować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
partida	odlot	partida	odlot	N;FEM;SG	
realizado	utrzymywane	realizar	utrzymywać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
realizado	wykonywana	realizar	wykonywać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
realizado	przeprowadzone	realizar	przeprowadzić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
realizado	wykonywanych	realizar	wykonywać	V;MASC;SG;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
realizado	wykonywane	realizar	wykonywać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
realizado	wykonane	realizar	wykonać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
artista	artyści	artista	artysta	N;MASC;SG	N;NOM;MASC;PL
classificação	rating	classificação	rating	N;FEM;SG	
classificação	ocena	classificação	ocenać	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
cantor	singer	cantor	singer	N;MASC;SG	
cantor	cantor	cantor	cantor	N;MASC;SG	
essas	tych	esse	ten	PRO;FEM;PL	DET;GEN;MASC;PL
essas	te	esse	ten	PRO;FEM;PL	DET;NOM;MASC;PL
essas	tych	esse	ten	PRO;FEM;PL	DET;GEN;MASC;PL
essas	te	esse	ten	PRO;FEM;PL	DET;NOM;MASC;PL
pop	pop	pop	pop	N;MASC;SG	
global	global	global	global	ADJ;MASC;SG	
papa	papa	papa	papa	N;MASC;SG	
papa	pope	papa	pope	N;MASC;SG	
missão	misje	missão	misja	N;FEM;SG	N;NOM;FEM;PL
elementos	pierwiastek	elemento	pierwiastka	N;MASC;PL	N;NOM;MASC;SG
elementos	element	elemento	element	N;MASC;PL	N;NOM;MASC;SG
visto	zauważył	ver	zauważyć	PROPN;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
visto	zauważyli	ver	zauważyć	PROPN;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
visto	zauważono	ver	zauważyć	PROPN;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
visto	widział	ver	widzieć	PROPN;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
visto	widziane	ver	widzieć	PROPN;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
visto	widziany	ver	widzieć	PROPN;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
visto	wizę	ver	wiza	PROPN;MASC;SG;V.PTCP	N;ACC;FEM;SG
visto	wizy	ver	wiza	PROPN;MASC;SG;V.PTCP	
visto	visa	ver	visa	PROPN;MASC;SG;V.PTCP	
visto	wiza	ver	wiza	PROPN;MASC;SG;V.PTCP	N;NOM;FEM;SG
visto	wyświetlone	ver	wyświetlić	PROPN;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
visto	postrzegane	ver	postrzegać	PROPN;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
antónio	anthony	antónio	anthon	N;MASC;SG	PROPN;NOM;MASC;SG
antónio	antoni	antónio	antoni	N;MASC;SG	PROPN;NOM;MASC;SG
antónio	antónio	antónio	antónio	N;MASC;SG	
antónio	antoniusz	antónio	antoniusz	N;MASC;SG	PROPN;NOM;MASC;SG
antónio	antonia	antónio	antonia	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
antónio	antonio	antónio	antonio	N;MASC;SG	PROPN;NOM;MASC;SG
palavra	slowo	palavra	slowo	N;FEM;SG	V;IPFV;IND;SG;FIN;ACT
artes	sztuki	arte	sztuka	N;FEM;PL	
artes	arts	arte	arts	N;FEM;PL	
concelho	gmina	concelho	gmina	N;MASC;SG	
hora	hora	hora	hora	N;FEM;SG	
hora	godz	hora	godzić	N;FEM;SG	
hora	godziny	hora	godzina	N;FEM;SG	N;NOM;FEM;PL
henrique	henri	henrique	henria	N;MASC;SG	PROPN;NOM;MASC;SG
henrique	henrique	henrique	henrino	N;MASC;SG	PROPN;NOM;MASC;SG
henrique	henryka	henrique	henryka	N;MASC;SG	
henrique	henryk	henrique	henryk	N;MASC;SG	PROPN;NOM;MASC;SG
henrique	henry	henrique	henry	N;MASC;SG	PROPN;NOM;MASC;SG
utilizado	stosowane	utilizar	stosować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizado	wykorzystane	utilizar	wykorzystać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizado	użyte	utilizar	użyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizado	używana	utilizar	używać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
utilizado	używany	utilizar	używać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
utilizado	używane	utilizar	używać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
significa	środki	significar	środek	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
interesse	odsetki	interesse	odsetka	N;MASC;SG	N;NOM;FEM;PL
interesse	zainteresowania	interesse	zainteresowanie	N;MASC;SG	N;NOM;NEUT;PL
cabo	cape	cabo	capy	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
cabo	cabo	cabo	cabo	N;MASC;SG	PROPN;NOM;MASC;SG
cabo	kable	cabo	kabeł	N;MASC;SG	N;NOM;MASC;PL
left	lewy	left	lewy	N;MASC;SG	ADJ;NOM;MASC;SG
left	lewo	left	lewo	N;MASC;SG	
voto	głosujemy	voto	głosować	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
voto	głosuj	voto	głosować	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
voto	głosuje	voto	głosować	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
voto	głosujemy	voto	głosować	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
economia	ekonomiczny	economia	ekonomiczny	N;FEM;SG	ADJ;NOM;MASC;SG
baixa	niska	baixa	niska	N;FEM;SG	
baixa	niskie	baixa	niski	N;FEM;SG	ADJ;NOM;NEUT;SG
baixa	niski	baixa	niski	N;FEM;SG	ADJ;NOM;MASC;SG
baixa	low	baixa	low	N;FEM;SG	
baixa	nisko	baixa	nisko	N;FEM;SG	ADV
venceu	wygrane	vencer	wygrany	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
venceu	won	vencer	won	V;IND;SG;3;PST;FIN	
ferro	żelazna	ferro	żelazny	N;MASC;SG	ADJ;NOM;FEM;SG
ferro	żelaza	ferro	żelazo	N;MASC;SG	
ferro	iron	ferro	iron	N;MASC;SG	
ferro	ferro	ferro	ferro	N;MASC;SG	
des	des	des	des	N;MASC;SG	
masculino	męskie	masculino	męski	N;MASC;SG	ADJ;NOM;NEUT;SG
masculino	męska	masculino	męski	N;MASC;SG	
masculino	męski	masculino	męski	N;MASC;SG	ADJ;NOM;MASC;SG
masculino	męski	masculino	męski	N;MASC;SG	ADJ;NOM;MASC;SG
armas	broń	arma	broń	N;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
armas	uzbrojenie	arma	uzbrojenie	N;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
armas	broni	arma	bronić	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
armas	bronie	arma	bron	N;FEM;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
armas	broń	arma	broń	N;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
armas	bronie	arma	bron	N;FEM;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
deixar	odejście	deixar	odejść	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
deixar	wyjazd	deixar	wyjazd	V;NFIN	N;NOM;MASC;SG
deixar	pozostawienie	deixar	pozostawienie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
deixar	opuszczenie	deixar	opuścić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
álbuns	album	álbum	album	N;MASC;PL	N;NOM;MASC;SG
álbuns	albumu	álbum	album	N;MASC;PL	
álbuns	płyta	álbum	płyta	N;MASC;PL	N;NOM;FEM;SG
comando	komenda	comando	komenda	N;MASC;SG	
comando	commando	comando	commando	N;MASC;SG	
científica	naukowy	científico	naukowy	N;FEM;SG	ADJ;NOM;MASC;SG
científica	naukowe	científico	naukowy	N;FEM;SG	ADJ;NOM;NEUT;SG
usa	zastosowań	usar	zastosowanie	V;IND;SG;3;PRS;FIN	N;GEN;NEUT;PL
usa	zastosowania	usar	zastosowanie	V;IND;SG;3;PRS;FIN	N;GEN;NEUT;SG
usa	stany	usar	stany	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
usa	ameryka	usar	ameryka	V;IND;SG;3;PRS;FIN	
usa	usa	usar	usać	V;IND;SG;3;PRS;FIN	PROPN;NOM;NEUT;PL
dado	podane	dar	podać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dado	podana	dar	podać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
perto	zamknij	perto	zamknąć	ADV	V;PFV;IMP;SG;2;FIN;ACT
perto	blisko	perto	blisko	ADV	
perto	blisko	perto	blisko	ADV	
perto	niedaleko	perto	niedaleko	ADV	
marca	brand	marca	brand	N;FEM;SG	
marca	marka	marca	marka	N;FEM;SG	
marca	tag	marca	tag	N;FEM;SG	
marca	oznacz	marca	oznaczyć	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
marca	oznacz	marca	oznaczyć	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
marca	zaznacz	marca	zaznaczyć	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
marca	marka	marca	marka	N;FEM;SG	
marca	mark	marca	mark	N;FEM;SG	PROPN;NOM;MASC;SG
italiano	włoska	italiano	włoski	N;MASC;SG	ADJ;NOM;FEM;SG
italiano	włochy	italiano	włochy	N;MASC;SG	
italiano	włoski	italiano	włoski	N;MASC;SG	
italiano	włoch	italiano	wąć	N;MASC;SG	
italiano	włoskie	italiano	włoski	N;MASC;SG	ADJ;NOM;NEUT;SG
médio	środek	médio	środek	ADJ;MASC;SG	N;NOM;MASC;SG
médio	średnio	médio	średnio	ADJ;MASC;SG	
médio	średnie	médio	średnie	ADJ;MASC;SG	
médio	średnia	médio	średnia	ADJ;MASC;SG	N;NOM;FEM;SG
médio	średnio	médio	średnio	ADJ;MASC;SG	
médio	średnie	médio	średnie	ADJ;MASC;SG	
médio	średnia	médio	średnia	ADJ;MASC;SG	N;NOM;FEM;SG
estudo	badania	estudo	badanie	N;MASC;SG	N;NOM;NEUT;PL
fronteira	granice	fronteira	granica	N;FEM;SG	N;NOM;FEM;PL
fronteira	granice	fronteira	granica	N;FEM;SG	N;NOM;FEM;PL
vem	chodź	vir	chodzić	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
prova	dowody	prova	dowód	N;FEM;SG	N;NOM;MASC;PL
prova	dowody	prova	dowód	N;FEM;SG	N;NOM;MASC;PL
super	super	super	super	N;MASC;SG	
ali	ali	ali	ali	ADV	PROPN;NOM;MASC;SG
relatório	zgłoś	relatório	zgłosić	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
predefinição	domyślną	predefinição	domyślny	N;FEM;SG	ADJ;ACC;FEM;SG
predefinição	domyślny	predefinição	domyślny	N;FEM;SG	ADJ;NOM;MASC;SG
predefinição	domyślnie	predefinição	domyślnie	N;FEM;SG	ADV
predefinição	domyślne	predefinição	domyślny	N;FEM;SG	ADJ;NOM;NEUT;SG
estrada	autostrady	estrada	autostrada	N;FEM;SG	
estrada	highway	estrada	highwać	N;FEM;SG	
estrada	autostradzie	estrada	autostrada	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
estrada	drogowy	estrada	drogowy	N;FEM;SG	ADJ;NOM;MASC;SG
estrada	drogi	estrada	droga	N;FEM;SG	
estrada	road	estrada	road	N;FEM;SG	
caminho	ścieżki	caminho	ścieżka	N;MASC;SG	N;ACC;FEM;PL
serra	sierra	serra	sierry	PROPN;MASC;SG	
serra	serra	serra	serry	PROPN;MASC;SG	N;NOM;NEUT;SG
dirigido	skierowany	dirigir	skierować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dirigido	skierowana	dirigir	skierować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dirigido	reżyseria	dirigir	reżyser	V;MASC;SG;V.PTCP	
dirigido	skierowane	dirigir	skierować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rainha	queen	rainha	queen	N;FEM;SG	
rainha	królowo	rainha	królowa	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
faculdade	studia	faculdade	studia	N;FEM;SG	N;NOM;NEUT;PL
características	charakterystyka	característica	charakterystyka	N;FEM;PL	N;NOM;FEM;SG
casamento	weselny	casamento	weselny	N;MASC;SG	ADJ;NOM;MASC;SG
mal	ledwo	mal	ledwo	ADV	
mal	ledwie	mal	ledwie	ADV	
mal	mal	mal	mala	ADV	
mal	zło	mal	zło	ADV	
mal	zły	mal	zły	ADV	
mal	evil	mal	evil	ADV	
mal	zła	mal	zły	ADV	
usando	używanie	usar	używać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
usando	użycie	usar	użyć	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
university	uniwersytety	university	uniwersytet	N;MASC;SG	N;NOM;MASC;PL
university	university	university	universit	N;MASC;SG	
lima	lima	lima	lima	N;MASC;SG	
lima	wapna	lima	wapny	N;MASC;SG	
casou	zamężna	casar	zamężny	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
casou	żonaty	casar	żonaty	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;SG
ocorreu	wystąpiły	ocorrer	wystąpić	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
polícia	police	polícia	polic	N;FEM;SG	
unidade	jednostki	unidade	jednostka	N;FEM;SG	N;NOM;FEM;PL
unidade	unit	unidade	unit	N;FEM;SG	
pré	pre	pré	pro	N;MASC;SG	
estreia	premiery	estreia	premier	N;FEM;SG	
estreia	premiery	estreia	premier	N;FEM;SG	
romano	rzymski	romano	rzymski	N;MASC;SG	ADJ;NOM;MASC;SG
romano	roman	romano	roman	N;MASC;SG	PROPN;NOM;MASC;SG
romano	rzymskie	romano	rzymski	N;MASC;SG	ADJ;NOM;NEUT;SG
mês	miesiac	mês	miesiac	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
charles	karol	charle	karol	N;MASC;SG	PROPN;NOM;MASC;SG
charles	charles	charle	charles	N;MASC;SG	PROPN;NOM;MASC;SG
charles	karola	charle	karol	N;MASC;SG	
opinião	opinie	opinião	opinia	N;FEM;SG	N;NOM;FEM;PL
van	van	van	van	N;MASC;SG	PROPN;NOM;MASC;SG
espírito	ducha	espírito	duch	N;MASC;SG	
espírito	spirit	espírito	spirit	N;MASC;SG	
publicado	wysłany	publicar	wysłać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
publicado	opublikowane	publicar	opublikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
publicado	zamieszczone	publicar	zamieścić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
publicado	opublikowane	publicar	opublikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
publicado	opublikowany	publicar	opublikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
publicado	publikacja	publicar	publikacja	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
publicado	publikowane	publicar	publikować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
saber	saber	saber	saber	V;NFIN	N;NOM;MASC;SG
jean	jean	jean	jean	N;MASC;SG	PROPN;NOM;MASC;SG
jean	jeana	jean	jeany	N;MASC;SG	
sexo	płci	sexo	płzcieć	N;MASC;SG	
sexo	płci	sexo	płzcieć	N;MASC;SG	
sexo	sex	sexo	sex	N;MASC;SG	
carvalho	carvalho	carvalho	carvalho	N;MASC;SG	PROPN;NOM;MASC;SG
carvalho	dąb	carvalho	dąb	N;MASC;SG	
carvalho	oak	carvalho	oak	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
espanhol	hiszpanie	espanhol	hiszpan	N;MASC;SG	N;NOM;MASC;PL
espanhol	hiszpanie	espanhol	hiszpan	N;MASC;SG	N;NOM;MASC;PL
espanhol	hiszpańskie	espanhol	hiszpański	N;MASC;SG	ADJ;NOM;NEUT;SG
espanhol	hiszpańska	espanhol	hiszpański	N;MASC;SG	ADJ;NOM;FEM;SG
espanhol	hiszpański	espanhol	hiszpański	N;MASC;SG	ADJ;NOM;MASC;SG
oito	ośmiu	oito	osiem	NUM	
oito	ósemka	oito	ósemka	NUM	N;NOM;FEM;SG
oito	osiem	oito	osiem	NUM	
lançou	uruchomiony	lançar	uruchomić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lançou	uruchomiona	lançar	uruchomić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
lançou	uruchomiono	lançar	uruchomić	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
azul	blue	azul	blue	N;MASC;SG	
azul	niebieski	azul	niebieski	N;MASC;SG	ADJ;NOM;MASC;SG
azul	niebieska	azul	niebieski	N;MASC;SG	ADJ;NOM;FEM;SG
azul	niebieskie	azul	niebieski	N;MASC;SG	ADJ;NOM;NEUT;SG
ocidental	zachodnia	ocidental	zachodni	N;FEM;SG	
ocidental	zachodnie	ocidental	zachodnie	N;FEM;SG	ADJ;NOM;NEUT;SG
ocidental	western	ocidental	western	N;FEM;SG	
diferente	różnych	diferente	różny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
palavras	slowa	palavra	slowo	N;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
fundada	założone	fundar	założyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fundada	założony	fundar	założyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
fundada	założona	fundar	założyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
prata	srebro	prata	srebro	N;FEM;SG	
prata	srebrny	prata	srebrny	N;FEM;SG	
prata	srebra	prata	srebro	N;FEM;SG	
prata	srebrna	prata	srebrny	N;FEM;SG	
prata	silver	prata	silver	N;FEM;SG	
academia	academy	academia	academ	N;FEM;SG	
academia	gym	academia	gym	N;FEM;SG	
academia	akademickie	academia	akademicki	N;FEM;SG	ADJ;NOM;NEUT;SG
academia	academia	academia	academia	N;FEM;SG	
digital	cyfrowa	digital	cyfrowy	N;MASC;SG	
digital	cyfrowe	digital	cyfrowy	N;MASC;SG	ADJ;NOM;NEUT;SG
digital	digital	digital	digital	N;MASC;SG	
usada	stosowane	usar	stosować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
usada	wykorzystane	usar	wykorzystać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
usada	użyte	usar	użyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
usada	używana	usar	używać	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
usada	używany	usar	używać	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
usada	używane	usar	używać	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
paz	paz	paz	paz	N;FEM;SG	PROPN;NOM;MASC;SG
paz	peace	paz	peaka	N;FEM;SG	
animais	zwierzak	animal	zwierzak	N;MASC;PL	N;NOM;MASC;SG
animais	zwierzę	animal	zwierzę	N;MASC;PL	N;NOM;NEUT;SG
voltou	zwrócone	voltar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
voltou	zwrócona	voltar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
voltou	zwrócony	voltar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eduardo	eduardo	eduardo	eduardo	N;MASC;SG	PROPN;NOM;MASC;SG
eduardo	edward	eduardo	edward	N;MASC;SG	PROPN;NOM;MASC;SG
amigo	buddy	amigo	buddy	N;MASC;SG	
amigo	kolego	amigo	kolega	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
relações	relacji	relação	relacja	N;FEM;PL	N;GEN;FEM;SG
alegre	alegre	alegre	alegry	N;MASC;SG	PROPN;NOM;MASC;SG
alegre	jolly	alegre	joll	N;MASC;SG	
alegre	wesoły	alegre	wesoły	N;MASC;SG	ADJ;NOM;MASC;SG
alegre	wesoła	alegre	wesoły	N;MASC;SG	ADJ;NOM;FEM;SG
alegre	wesoły	alegre	wesoły	N;MASC;SG	ADJ;NOM;MASC;SG
alegre	radośnie	alegre	radośnie	N;MASC;SG	ADV
alegre	radosna	alegre	radosny	N;MASC;SG	ADJ;NOM;FEM;SG
alegre	radosny	alegre	radosny	N;MASC;SG	ADJ;NOM;MASC;SG
alegre	radosna	alegre	radosny	N;MASC;SG	ADJ;NOM;FEM;SG
alegre	radośnie	alegre	radośnie	N;MASC;SG	ADV
alegre	radosne	alegre	radosny	N;MASC;SG	ADJ;NOM;NEUT;SG
alegre	radosny	alegre	radosny	N;MASC;SG	ADJ;NOM;MASC;SG
