til	för	til	för	ADV	ADP
ukendt	okända	ukendt	okänd	ADJ;INDF;SG	ADJ;NOM;PL;PST;V.PTCP
betydelig	ansenliga	betydelig	ansenlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
betydelig	avsevärda	betydelig	avsevärd	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
betydelig	signifikanta	betydelig	signifikant	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
betydelig	signifikant	betydelig	signifikant	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
nederlag	besegra	nederlag	besegra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
louise	louise	louis	louise	N;INDF;MASC+FEM;SG	PROPN;NOM
jones	jones	jone	jon	N;INDF;MASC+FEM;SG	PROPN;NOM
stille	tiga	stille	tig	ADJ	V;IMP;FIN;ACT
omgang	avrunda	omgang	avrunda	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
omgang	rund	omgang	rund	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
omgang	runt	omgang	runt	N;INDF;MASC+FEM;SG	ADV
omgang	runda	omgang	rund	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
vigtigt	viktiga	vigtig	viktig	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
forsvar	försvaret	forsvar	försvar	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
forsvar	försvaret	forsvar	försvar	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
elever	studerande	elev	studerande	N;INDF;MASC+FEM;PL	ADJ;NOM;PRS;V.PTCP
mesterskaber	mästerskap	mesterskab	mästerskap	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
mesterskaber	championships	mesterskab	championships	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
fader	fadern	fade	far	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
stater	staterna	stat	stat	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
hånd	handen	hånd	hand	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
traditionelle	traditionellt	traditionel	traditionell	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
traditionelle	traditionell	traditionel	traditionell	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
traditionelle	traditionsenligt	traditionel	traditionsenlig	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
afdeling	departement	afdeling	departement	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
afdeling	avdelningen	afdeling	avdelning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
afdeling	departementet	afdeling	departement	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
afdeling	sektionen	afdeling	sektion	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
afdeling	avsnittet	afdeling	avsnitt	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
korte	kort	kort	kort	ADJ;PL	ADV
korte	short	kort	short	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
læge	läkare	læge	läkare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
læge	medicinska	læge	medicinsk	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
læge	medicinsk	læge	medicinsk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
læge	medicinskt	læge	medicinsk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
læge	sjukvårdare	læge	sjukvårdare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
læge	läkaren	læge	läkare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
læge	läkare	læge	läkare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
kanal	kanalen	kanal	kanal	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kanal	kanalen	kanal	kanal	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
out	ut	out	ut		ADV
out	out	out	out		N;NOM;INDF;MASC+FEM;SG
out	ute	out	ute		ADV
indspillet	inspelat	indspille	inspela	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
indspillet	inspelade	indspille	inspela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indspillet	inspelad	indspille	inspela	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
mangler	saknas	mangle	sakna	V;IND;PRS;FIN;ACT	V;NFIN;PASS
mangler	saknade	mangle	sakna	V;IND;PRS;FIN;ACT	V;IND;PST;FIN;ACT
mangler	saknad	mangle	saknad	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
mangler	försvunnen	mangle	försvinn	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
hovedsageligt	främst	hovedsageligt	främst	ADV	ADV;RL
hovedsageligt	övervägande	hovedsageligt	övervägande	ADV	ADJ;NOM
irland	irland	irland	irland	PROPN	PROPN;NOM
irland	ireland	irland	ireland	PROPN	N;NOM;INDF;MASC+FEM;SG
religiøse	religiöst	religiøs	religiös	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
religiøse	religiös	religiøs	religiös	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
imellem	emellan	imellem	emellan	ADV	ADP
imellem	mellan	imellem	mellan	ADV	ADP
bærer	bärande	bære	bärande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
big	big	big	big		N;NOM;INDF;NEUT;SG
big	stora	big	stor		ADJ;NOM;PL
big	stor	big	stor		ADJ;NOM;INDF;MASC+FEM;SG
big	stort	big	stor		ADJ;NOM;INDF;NEUT;SG
rejser	travel	rejse	travel	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
rejser	resa	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
rejser	resande	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
rejser	reser	rejse	resa	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
rejser	resa	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
rejser	resande	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
rejser	reser	rejse	resa	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
rejser	resa	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
rejser	resande	rejse	resa	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
rejser	reser	rejse	resa	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
website	webbplatsen	website	pebbplats	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
website	hemsidan	website	hemsida	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
mary	mary	mary	mary	N;INDF;MASC+FEM;SG	PROPN;NOM
mary	maria	mary	maria	N;INDF;MASC+FEM;SG	PROPN;NOM
ender	avslutas	ende	avsluta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
ender	ender	ende	ender	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
straks	omgående	straks	omgående	ADV	ADJ;NOM;PRS;V.PTCP
street	gatan	stre	gata	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
street	street	stre	stre	N;INDF;NEUT;SG	PROPN;NOM
jesus	jesus	jesus	jesus	N;INDF;MASC+FEM;SG	PROPN;NOM
elementer	grundämnen	element	grundämn	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
elementer	inslag	element	inslag	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
elementer	element	element	element	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
lære	lära	lære	lära	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
lære	läs	lære	läsa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
lære	lär	lære	lära	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
lære	lära	lære	lära	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
arthur	arthur	arthur	arthur	N;INDF;MASC+FEM;SG	PROPN;NOM
arthur	artur	arthur	artur	N;INDF;MASC+FEM;SG	PROPN;NOM
havn	hamnen	havn	hamn	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
havn	hamnen	havn	hamn	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
natur	naturen	natur	natur	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
nærmest	närmaste	nærmest	nära	ADV;RL	ADJ;NOM;DEF;RL
nærmest	närmsta	nærmest	nära	ADV;RL	ADJ;NOM;DEF;RL
nærmest	närmaste	nærmest	nära	ADV;RL	ADJ;NOM;DEF;RL
nærmest	närmsta	nærmest	nära	ADV;RL	ADJ;NOM;DEF;RL
festival	festivalen	festival	festival	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;PL
republik	republiken	republik	republik	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
awards	awards	award	acard		N;NOM;INDF;MASC+FEM;SG
awards	utmärkelser	award	utmärkelse		N;NOM;INDF;MASC+FEM;PL
org	org	org	org		N;NOM;INDF;SG
katolske	katolsk	katolsk	katolsk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
katolske	katoliker	katolsk	katolik	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
katolske	katolik	katolsk	katolik	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
sydøst	sydöstra	sydøst	sydöstra	N;INDF	ADJ;NOM;DEF;SG
sydøst	sydost	sydøst	sydost	N;INDF	ADV
song	låten	song	låt		N;NOM;DEF;MASC+FEM;SG
song	sång	song	sång		N;NOM;INDF;MASC+FEM;SG
song	song	song	song		PROPN;NOM
systemet	system	system	system	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
diskussion	diskussioner	diskussion	diskussion	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
skrifter	skrifterna	skrift	skrift	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
nørre	nørre	nørre	nørre	N;INDF;MASC+FEM;SG	PROPN;NOM
begrænset	begränsad	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
begrænset	begränsade	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
begrænset	begränsat	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
begrænset	limited	begrænse	limited	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
begrænset	begränsat	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
begrænset	begränsade	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
begrænset	begränsad	begrænse	begränsad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
svarer	svarande	svare	svarande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
indbyggertal	populationen	indbyggertal	population	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
indbyggertal	befolkningen	indbyggertal	befolkning	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
tyskerne	tyskar	tysker	tysk	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hjemme	hem	hjemme	hem	ADV	N;NOM;INDF;NEUT;SG
hjemme	hemmet	hjemme	hem	ADV	N;NOM;DEF;NEUT;SG
hjemme	home	hjemme	home	ADV	N;NOM;INDF;NEUT;SG
minister	ministern	minist	minister	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fængsel	häktet	fængsel	häkte	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
fængsel	fängelset	fængsel	fängelse	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
social	socialt	social	social	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
social	sociala	social	social	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
social	social	social	social	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
chris	chris	chris	chris		PROPN;NOM
redaktør	redigerare	redaktør	rediger	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
selvstændig	självständiga	selvstændig	självständig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
selvstændig	autonoma	selvstændig	autonom	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
teksten	text	tekst	text	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ray	stråle	ray	stråle		N;NOM;INDF;MASC+FEM;SG
ray	ray	ray	ray		PROPN;NOM
hverken	varken	hverken	varken	ADV	CONJ
group	gruppen	group	grupp	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
group	gruppera	group	gruppera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
lyngby	lyngby	lyngby	lyngby	PROPN	PROPN;NOM
sjældent	sällsynta	sjældent	sällsynta	ADV	ADJ;NOM;PL
sjældent	sällsynt	sjældent	sällsynt	ADV	ADJ;NOM;INDF;NEUT;SG
beliggenhed	platsen	beliggenhed	plats	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
oberst	översten	oberst	överst	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
oberst	överste	oberst	överste	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;RL
behov	behöver	behov	behöva	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
behov	behöver	behov	behöva	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
hill	kullen	hill	kull		N;NOM;DEF;MASC+FEM;SG
hill	backen	hill	back		N;NOM;DEF;MASC+FEM;SG
hill	backe	hill	backe		N;NOM;INDF;MASC+FEM;SG
hill	kulle	hill	kulle		N;NOM;INDF;MASC+FEM;SG
hill	hill	hill	hill		PROPN;NOM
enhed	enheten	enhed	enhet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
enhed	enheten	enhed	enhet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fuld	fulla	fuld	fulla	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fuld	fullt	fuld	full	ADJ;INDF;MASC+FEM;SG	ADV
fuld	fulla	fuld	fulla	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fuld	berusade	fuld	berusa	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL;PST;V.PTCP
holger	waldo	holge	waldo	N;INDF;MASC+FEM;SG	PROPN;NOM
holger	holger	holge	holg	N;INDF;MASC+FEM;SG	PROPN;NOM
college	högskolan	college	högskola	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
college	college	college	college	N;INDF;MASC+FEM;SG	PROPN;NOM
gods	varor	gods	vara	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
ført	led	føre	led	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
ført	ledda	føre	leda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fokus	fokusera	fokus	fokusera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
billedet	avbild	billede	avbild	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
billedet	image	billede	image	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
billedet	bild	billede	bild	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
byggede	byggt	bygge	bygga	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
byggede	byggda	bygge	bygga	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
byggede	byggd	bygge	bygga	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
indviet	invigda	indvie	inviga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indført	presenterade	indføre	presentera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indført	infört	indføre	införa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
edward	edvard	edward	edvard		PROPN;NOM
edward	edward	edward	edward		PROPN;NOM
slå	beat	slå	bea	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
slå	påkörd	slå	påkörd	V;NFIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
slå	träffad	slå	träffa	V;NFIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
slå	träff	slå	träff	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
privat	basse	privat	basse	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
privat	privata	privat	privat	ADJ;INDF;SG	ADJ;NOM;PL
white	vita	white	vit		ADJ;NOM;PL
white	white	white	white		N;NOM;INDF;MASC+FEM;SG
white	vit	white	vit		ADJ;NOM;INDF;MASC+FEM;SG
white	vitt	white	vitt		ADJ;NOM;INDF;NEUT;SG
åbnet	öppnad	åbne	öppna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
silkeborg	silkeborg	silkeborg	silkeborg		PROPN;NOM
arne	arne	arne	arn	PROPN	PROPN;NOM
kontakt	kontakta	kontakt	kontakta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
manglende	avsaknad	mangle	avsakna	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
manglende	brist	mangle	brist	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;SG
manglende	saknade	mangle	sakna	V;PRS;V.PTCP	V;IND;PST;FIN;ACT
manglende	saknad	mangle	saknad	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;SG
manglende	försvunnen	mangle	försvinn	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
klassiske	klassiker	klassisk	klassik	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
klassiske	klassisk	klassisk	klassisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
klassiske	klassiskt	klassisk	klassisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
klassiske	classic	klassisk	classic	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
stigende	växande	stige	växa	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
stigende	ökande	stige	öka	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
stigende	stigande	stige	stiga	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
stigende	ökande	stige	öka	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
stigende	stigande	stige	stiga	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
konservative	tories	konservativ	tories	ADJ;PL	PROPN;NOM
konservative	konservativ	konservativ	konservativ	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
konservative	konservativt	konservativ	konservativ	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
vor	våra	vores	vi	DET;MASC+FEM;SG;1	PRO;DEF;PL
vor	vårat	vores	vira	DET;MASC+FEM;SG;1	PRO;DEF;NEUT;SG
vor	vår	vores	vår	DET;MASC+FEM;SG;1	N;NOM;INDF;MASC+FEM;SG
vor	vårt	vores	vi	DET;MASC+FEM;SG;1	PRO;DEF;NEUT;SG
vor	våran	vores	våran	DET;MASC+FEM;SG;1	N;NOM;DEF;MASC+FEM;SG
scott	scott	scott	scott		PROPN;NOM
føre	bly	føre	bly	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
føre	lead	føre	lead	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
grænse	gränsen	grænse	gräns	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
grænse	begränsa	grænse	begränsa	N;INDF;MASC+FEM;SG	V;NFIN;ACT
forenede	förenade	forene	förenade	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forenede	united	forene	united	V;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
forenede	enad	forene	enad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
forenede	enade	forene	enade	V;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
liga	ligan	liga	ligan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
liga	förbundet	liga	förbund	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
adolf	adolf	adolf	adolf	N;INDF;MASC+FEM;SG	PROPN;NOM
house	huset	house	hus	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
sport	sporten	sport	sport	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sport	idrotten	sport	idrott	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sport	sporter	sport	sport	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
henning	henning	henning	henning		PROPN;NOM
heinrich	heinrich	heinrich	heinrich		PROPN;NOM
angriber	attacker	angriber	attack	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
angriber	angrepp	angriber	angrepp	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
angriber	angrepp	angriber	angrepp	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
angriber	attackera	angriber	attackera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
angriber	anfaller	angriber	anfalla	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
angriber	attackera	angriber	attackera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
angriber	attackerar	angriber	attackera	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
axel	axel	axel	axel		PROPN;NOM
lukket	stängda	lukke	stänga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
lukket	stängd	lukke	stänga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
lukket	sluten	lukke	slut	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
lukket	stängt	lukke	stänga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fordelt	distribuerade	fordele	distribuerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fordelt	fördelat	fordele	fördela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fordelt	utdelade	fordele	utdela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fordelt	distribueras	fordele	distribuera	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
fordelt	fördelad	fordele	fördela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fordelt	fördelade	fordele	fördela	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
planer	planerar	plan	planera	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
falder	sjunkande	falde	sjunka	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
falder	fallande	falde	fallande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
falder	falls	falde	falla	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
falder	hösten	falde	höst	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
falder	fall	falde	fall	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
falder	ramla	falde	ramla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
falder	höst	falde	höst	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
falder	falla	falde	falla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kender	know	kende	know	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
kender	veta	kende	veta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
major	större	major	stor		ADJ;NOM;CMPR
major	majoren	major	major		N;NOM;DEF;MASC+FEM;SG
major	major	major	maja		N;NOM;INDF;MASC+FEM;SG
major	huvudämne	major	huvudämne		N;NOM;INDF;MASC+FEM;SG
natten	night	nat	night	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
natten	kväll	nat	kväll	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
natten	natt	nat	natt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
romersk	romerska	romersk	romersk	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
romersk	romersk	romersk	romersk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
funktion	funktionen	funktion	funktion	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
funktion	fungerande	funktion	fungerande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
funktion	funktionen	funktion	funktion	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
indsats	åtgärder	indsats	åtgärd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
indsats	agerande	indsats	agerande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
indsats	insatser	indsats	insats	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
indsats	ansträngningar	indsats	ansträngning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
madrid	madrid	madrid	madrid	PROPN	PROPN;NOM
video	videon	video	vid	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
finske	finsk	finsk	finsk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
finske	finska	finsk	finsk	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
udlandet	utomlands	udland	utomlands	N;DEF;NEUT;SG	ADV
rum	mellanslag	rum	mellanslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
rum	blanksteg	rum	blanksteg	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
rum	utrymmen	rum	utrymme	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
rum	rummen	rum	rumme	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;PL
rum	rummet	rum	rum	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
rum	mellanslag	rum	mellanslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
rum	rymden	rum	rymd	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
omfattede	ingår	omfatte	ingå	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;ACT
omfattede	inkluderade	omfatte	inkludera	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
