les	the	le	the	DET;DEF;PL	
silence	tiet	silence	tiet	N;MASC;SG	
détruite	hư	détruire	hư	V;FEM;SG;PST;V.PTCP	ADJ
détruite	xì	détruire	xì	V;FEM;SG;PST;V.PTCP	
raoul	raoul	raoul	raoul	N;MASC;SG	
contribue	contributes	contribuer	contributes	V;IND;SG;3;PRS;FIN	
lait	milk	lait	milk	N;MASC;SG	
parisien	parisien	parisien	parisien	N;MASC;SG	ADJ
matt	matt	matt	matt	PROPN	
charbon	than	charbon	than	N;MASC;SG	
charbon	than	charbon	than	N;MASC;SG	
maxi	đa	maxi	đa	N;MASC;SG	
maxi	max	maxi	max	N;MASC;SG	
agir	act	agir	act	V;NFIN	NUM
uefa	uefa	uefa	uefa	PROPN	N
traducteur	dịch	traducteur	dịch	N;MASC;SG	
autrement	kẻo	autrement	kẻo	ADV	V
miami	miami	miami	miami	PROPN	N
dur	mẫn	dur	mẫn	ADJ;MASC;SG	
dénomination	denomination	dénomination	denomination	N;FEM;SG	
constante	hằng	constant	hằng	ADJ;FEM;SG	
two	hai	two	hai	PROPN	NUM
two	two	two	two	PROPN	NUM
légère	châm	léger	châm	ADJ;FEM;SG	N
légère	đèn	léger	đèn	ADJ;FEM;SG	N
légère	nhẹ	léger	nhẹ	ADJ;FEM;SG	
légère	nhẹ	léger	nhẹ	ADJ;FEM;SG	
miguel	miguel	miguel	miguel	PROPN	
sicile	sicilia	sicile	sicilia	ADJ;FEM;SG	N
sicile	sicily	sicile	sicily	ADJ;FEM;SG	N
sicile	sicile	sicile	sicile	ADJ;FEM;SG	
souvenirs	niệm	souvenir	niệm	N;MASC;PL	V
bad	xấu	bad	xấu	N;MASC;SG	ADJ
bad	bad	bad	bad	N;MASC;SG	
bad	kém	bad	kém	N;MASC;SG	ADJ
bad	khiếp	bad	khiếp	N;MASC;SG	V
bad	afdb	bad	afdb	N;MASC;SG	
insectes	insects	insecte	insects	N;MASC;PL	ADJ
edmond	edmund	edmond	edmund	PROPN	
edmond	edmond	edmond	edmond	PROPN	N
interdiction	ban	interdiction	ban	N;FEM;SG	
interdiction	cấm	interdiction	cấm	N;FEM;SG	V
transition	transitional	transition	transitional	N;FEM;SG	
durable	bền	durable	bền	ADJ;MASC;SG	N
mar	mar	mar	mar	N;MASC;SG	
précédents	trước	précédent	trước	ADJ;MASC;PL	
catalogne	catalunya	catalogne	catalunya	N;FEM;SG	
square	đc	square	đc	N;MASC;SG	
square	square	square	square	N;MASC;SG	
square	vuông	square	vuông	N;MASC;SG	ADJ
indonésie	indonesia	indonésie	indonesia	PROPN	N
chaussée	chaussée	chaussée	chaussée	V;FEM;SG;PST;V.PTCP	N
chaussée	causeway	chaussée	causeway	V;FEM;SG;PST;V.PTCP	N
passent	đèo	passer	đèo	V;IND;PL;3;PRS;FIN	N
passent	pass	passer	pass	V;IND;PL;3;PRS;FIN	N
liquide	liquid	liquide	liquid	ADJ;MASC;SG	N
liquide	lỏng	liquide	lỏng	ADJ;MASC;SG	V
gary	gary	gary	gary	PROPN	N
femelle	nữ	femelle	nữ	ADJ;FEM;SG	N
néerlandaise	bản	néerlandais	bản	ADJ;FEM;SG	N
néerlandaise	hoà	néerlandais	hoà	ADJ;FEM;SG	
néerlandaise	dutch	néerlandais	dutch	ADJ;FEM;SG	N
indépendants	lập	indépendant	lập	ADJ;MASC;PL	V
achat	mua	achat	mua	N;MASC;SG	V
achat	mua	achat	mua	N;MASC;SG	V
achat	mua	achat	mua	N;MASC;SG	V
marques	marques	marque	marques	N;FEM;PL	NUM
marques	marks	marque	marks	N;FEM;PL	
admin	admin	admin	admin	N;MASC;SG	
gaulle	gaulle	gaulle	gaulle	N;MASC;SG	
traiter	đãi	traiter	đãi	V;NFIN	
graves	bách	grave	bách	ADJ;MASC;PL	N
graves	graves	grave	graves	ADJ;MASC;PL	
graves	đào	grave	đào	ADJ;MASC;PL	N
cuba	cuba	cuba	cuba	PROPN	N
attaquer	công	attaquer	công	V;NFIN	N
seize	sixteen	seize	sixteen	NUM	N
jordan	jordan	jordan	jordan	PROPN	N
supplémentaire	cục	supplémentaire	cục	ADJ;MASC;SG	
supplémentaire	extra	supplémentaire	extra	ADJ;MASC;SG	
schéma	pattern	schéma	pattern	N;MASC;SG	V
dis	nói	dire	nói	INTJ	V
dis	tràng	dire	tràng	INTJ	N
dis	dis	dire	dis	INTJ	
vues	views	voir	views	V;FEM;PL;PST;V.PTCP	
solide	đặc	solide	đặc	ADJ;MASC;SG	N
philip	philip	philip	philip	PROPN	
philip	filip	philip	filip	PROPN	N
fiat	fiat	fiat	fiat	PROPN	N
atmosphère	atmosphere	atmosphère	atmosphere	N;FEM;SG	
réelle	real	réel	real	ADJ;FEM;SG	N
réelle	thực	réel	thực	ADJ;FEM;SG	V
réelle	thật	réel	thật	ADJ;FEM;SG	PART
réelle	thiệt	réel	thiệt	ADJ;FEM;SG	PART
ajout	thêm	ajout	thêm	N;MASC;SG	V
ajout	add	ajout	add	N;MASC;SG	
ajout	thêm	ajout	thêm	N;MASC;SG	V
dave	dave	dave	dave	PROPN	
mourir	die	mourir	die	V;NFIN	
nelson	nelson	nelson	nelson	PROPN	
pirates	pirates	pirate	pirates	N;MASC;PL	
pirates	hacker	pirate	hacker	N;MASC;PL	
pirates	hackers	pirate	hackers	N;MASC;PL	
clés	keys	clé	keys	N;FEM;PL	
clés	key	clé	key	N;FEM;PL	
certainement	kĩ	certainement	kĩ	ADV	N
morale	đạo	moral	đạo	ADJ;FEM;SG	N
natale	natale	natal	natale	ADJ;FEM;SG	
voisine	xóm	voisin	xóm	ADJ;FEM;SG	N
alternative	alternative	alternative	alternative	ADJ;FEM;SG	N
trace	trace	trace	trace	N;FEM;SG	
wild	wild	wild	wild	PROPN	
wild	hoang	wild	hoang	PROPN	ADJ
chevaliers	kị	chevalier	kị	N;MASC;PL	V
chevaliers	chevaliers	chevalier	chevaliers	N;MASC;PL	V
bla	bla	bla	bla		
bla	duyệt	bla	duyệt		V
bla	vân	bla	vân		N
bla	bla	bla	bla		
navale	navale	naval	navale	ADJ;FEM;SG	
navale	shipbuilding	naval	shipbuilding	ADJ;FEM;SG	N
récits	tales	récit	tales	N;MASC;PL	
participant	tap	participer	tap	V;PRS;V.PTCP	
dynamique	dynamics	dynamique	dynamics	ADJ;MASC;SG	N
dynamique	động	dynamique	động	ADJ;MASC;SG	V
ross	ross	ross	ross	PROPN	
boris	boris	boris	boris	PROPN	
aragon	aragon	aragon	aragon	PROPN	NUM
illustré	illustrated	illustrer	illustrated	V;MASC;SG;PST;V.PTCP	
colin	collin	colin	collin	N;MASC;SG	
colin	colin	colin	colin	N;MASC;SG	
zéro	zero	zéro	zero	NUM	N
remix	remix	remix	remix	PROPN	
remix	remixes	remix	remixes	PROPN	
biais	bias	biais	bias	N;MASC;SG	
fra	fra	fra	fra		
fra	eng	fra	eng		
clôture	đóng	clôture	đóng	N;FEM;SG	V
clôture	cận	clôture	cận	N;FEM;SG	V
traités	treaties	traiter	treaties	V;MASC;PL;PST;V.PTCP	
respecter	bai	respecter	bai	V;NFIN	
sérieux	bách	sérieux	bách	ADJ;MASC;SG	N
sérieux	hen	sérieux	hen	ADJ;MASC;SG	V
moore	moore	moore	moore	PROPN	N
explosion	nổ	explosion	nổ	N;FEM;SG	V
explosion	nổ	explosion	nổ	N;FEM;SG	V
honoré	vinh	honorer	vinh	V;MASC;SG;PST;V.PTCP	N
honoré	honoré	honorer	honoré	V;MASC;SG;PST;V.PTCP	N
nathalie	natalie	nathalie	natalie	PROPN	N
nathalie	nathalie	nathalie	nathalie	PROPN	
quentin	quentin	quentin	quentin	PROPN	
grégoire	gregory	grégoire	gregory	N;MASC;SG	
grégoire	grégoire	grégoire	grégoire	N;MASC;SG	
sec	lau	sec	lau	ADJ;MASC;SG	V
sec	khô	sec	khô	ADJ;MASC;SG	V
sec	sec	sec	sec	ADJ;MASC;SG	N
sec	giây	sec	giây	ADJ;MASC;SG	
indice	clue	indice	clue	N;MASC;SG	
complexes	complexes	complexe	complexes	ADJ;MASC;PL	N
complexes	complex	complexe	complex	ADJ;MASC;PL	N
noyau	nhân	noyau	nhân	N;MASC;SG	
germanique	germanic	germanique	germanic	ADJ;MASC;SG	V
santiago	santiago	santiago	santiago	PROPN	
flux	luồng	flux	luồng	N;MASC;SG	
flux	stream	flux	stream	N;MASC;SG	
flux	luồng	flux	luồng	N;MASC;SG	
sportifs	vđv	sportif	vđv	ADJ;MASC;PL	N
forts	strong	fort	strong	ADJ;MASC;PL	
forts	forts	fort	forts	ADJ;MASC;PL	
ohio	ohio	ohio	ohio	PROPN	N
familiale	đình	familial	đình	ADJ;FEM;SG	N
lisbonne	lisboa	lisbonne	lisboa	N;MASC;SG	
fleur	blossom	fleur	blossom	N;FEM;SG	
fleur	fleur	fleur	fleur	N;FEM;SG	
dizaines	chục	dizaine	chục	N;FEM;PL	NUM
dizaines	chục	dizaine	chục	N;FEM;PL	NUM
turc	turkish	turc	turkish	ADJ;MASC;SG	
charentes	charentes	charent	charentes	N;FEM;PL	
tirer	pull	tirer	pull	V;NFIN	
navarre	navarre	navarre	navarre	PROPN	
navarre	navarra	navarre	navarra	PROPN	
hambourg	hamburg	hambourg	hamburg	PROPN	N
morgan	morgan	morgan	morgan	PROPN	
définir	set	définir	set	V;NFIN	
maría	maría	maría	maría	PROPN	NUM
maría	maria	maría	maria	PROPN	N
maría	chư	maría	chư	PROPN	N
maría	maria	maría	maria	PROPN	N
wilaya	wilaya	wilaya	wilaya	N;FEM;SG	
lourdes	lourdes	lourd	lourdes	ADJ;FEM;PL	
ian	lan	ian	lan	PROPN	N
anjou	anjou	anjou	anjou	PROPN	
entendre	tít	entendre	tít	V;NFIN	
entendre	spring	entendre	spring	V;NFIN	
entendre	thính	entendre	thính	V;NFIN	N
tempête	tempête	tempête	tempête	N;FEM;SG	V
constantin	constantin	constantin	constantin	PROPN	N
constantin	konstantinos	constantin	konstantinos	PROPN	N
constantin	constantine	constantin	constantine	PROPN	N
constantin	konstantin	constantin	konstantin	PROPN	
bonheur	bonheur	bonheur	bonheur	N;MASC;SG	
moine	monk	moine	monk	N;MASC;SG	
moine	moine	moine	moine	N;MASC;SG	
oliver	oliver	oliver	oliver	N;MASC;SG	
bâle	basle	bâle	basle	N;MASC;SG	
nîmes	nîmes	nîme	nîmes	PROPN	N
franck	frank	franck	frank	PROPN	
franck	franck	franck	franck	PROPN	N
stockholm	stockholm	stockholm	stockholm	PROPN	N
per	pr	per	pr		N
per	per	per	per		
cents	xu	cents	xu	NUM	N
ferrari	ferrari	ferrari	ferrari	PROPN	N
grosse	đúc	gros	đúc	ADJ;FEM;SG	V
grosse	đại	gros	đại	ADJ;FEM;SG	N
grosse	big	gros	big	ADJ;FEM;SG	
grosse	grosse	gros	grosse	ADJ;FEM;SG	
ken	ken	ken	ken	PROPN	
escalier	stairway	escalier	stairway	N;MASC;SG	
diable	devil	diable	devil	N;MASC;SG	
diable	diable	diable	diable	N;MASC;SG	
argentin	argentina	argentin	argentina	ADJ;MASC;SG	
argentin	argentine	argentin	argentine	ADJ;MASC;SG	N
récupérer	retrieve	récupérer	retrieve	V;NFIN	
récupérer	recover	récupérer	recover	V;NFIN	N
herbert	herbert	herbert	herbert	N;MASC;SG	
chante	ca	chanter	ca	V;IND;SG;3;PRS;FIN	N
chante	hót	chanter	hót	V;IND;SG;3;PRS;FIN	N
jerry	jerry	jerry	jerry	PROPN	N
invités	khách	inviter	khách	V;MASC;PL;PST;V.PTCP	N
invités	khách	inviter	khách	V;MASC;PL;PST;V.PTCP	N
natation	bơi	natation	bơi	N;FEM;SG	V
natation	bơi	natation	bơi	N;FEM;SG	V
ardenne	ardenne	ardenner	ardenne	N;FEM;SG	
restes	thừa	reste	thừa	N;MASC;PL	ADJ
elena	elena	elena	elena	PROPN	
elena	yelena	elena	yelena	PROPN	N
centaine	trăm	centaine	trăm	N;FEM;SG	NUM
sombre	dark	sombre	dark	ADJ;MASC;SG	
sombre	tối	sombre	tối	ADJ;MASC;SG	N
habituellement	thuồng	habituellement	thuồng	ADV	V
habituellement	thường	habituellement	thường	ADV	
dead	chết	dead	chết	N;MASC;SG	V
fidèle	fidèle	fidèle	fidèle	ADJ;MASC;SG	
roux	redhead	roux	redhead	ADJ;MASC;SG	
roux	roux	roux	roux	ADJ;MASC;SG	
roux	đỏ	roux	đỏ	ADJ;MASC;SG	N
roux	ginger	roux	ginger	ADJ;MASC;SG	
roux	gừng	roux	gừng	ADJ;MASC;SG	N
ultime	ultimate	ultime	ultimate	ADJ;MASC;SG	
pseudo	nickname	pseudo	nickname	N;MASC;SG	
pseudo	pseudo	pseudo	pseudo	N;MASC;SG	
descente	descent	descente	descent	N;FEM;SG	
descente	downhill	descente	downhill	N;FEM;SG	
remplacée	superseded	remplacer	superseded	V;FEM;SG;PST;V.PTCP	
neuve	newfoundland	neuf	newfoundland	ADJ;FEM;SG	N
sucre	sucre	sucre	sucre	N;MASC;SG	NUM
sucre	sugar	sucre	sugar	N;MASC;SG	
gold	vàng	gold	vàng		N
gold	gold	gold	gold		
cite	quote	citer	quote	V;IND;SG;3;PRS;FIN	
biographique	biographical	biographique	biographical	ADJ;MASC;SG	V
biographique	biographique	biographique	biographique	ADJ;MASC;SG	V
trad	trad	trad	trad		
tomber	falling	tomber	falling	V;NFIN	N
tomber	ngã	tomber	ngã	V;NFIN	N
stone	đá	stone	đá	PROPN	N
stone	stone	stone	stone	PROPN	
aérien	khí	aérien	khí	ADJ;MASC;SG	N
aérien	air	aérien	air	ADJ;MASC;SG	
abraham	abraham	abraham	abraham	PROPN	
délégué	delegate	déléguer	delegate	V;MASC;SG;PST;V.PTCP	N
vraie	real	vrai	real	ADJ;FEM;SG	N
vraie	thực	vrai	thực	ADJ;FEM;SG	V
vraie	thật	vrai	thật	ADJ;FEM;SG	PART
vraie	thiệt	vrai	thiệt	ADJ;FEM;SG	PART
vraie	thật	vrai	thật	ADJ;FEM;SG	PART
contemporains	contemporary	contemporain	contemporary	ADJ;MASC;PL	V
wikimedia	wikimedia	wikimedia	wikimedia	PROPN	N
battant	flying	battre	flying	V;PRS;V.PTCP	N
battant	bay	battre	bay	V;PRS;V.PTCP	
carter	carter	carter	carter	N;MASC;SG	
francfort	frankfurt	francfort	frankfurt	PROPN	N
flèche	flèche	flèche	flèche	N;FEM;SG	
circonscriptions	constituencies	circonscription	constituencies	N;FEM;PL	
arles	arles	arle	arles	PROPN	N
feuille	tờ	feuille	tờ	N;FEM;SG	
coupes	cắt	coupe	cắt	N;FEM;PL	V
coupes	tách	coupe	tách	N;FEM;PL	V
coupes	cups	coupe	cups	N;FEM;PL	
douce	sweet	doux	sweet	ADJ;FEM;SG	
douce	freshwater	doux	freshwater	ADJ;FEM;SG	
douce	soft	doux	soft	ADJ;FEM;SG	
douce	mềm	doux	mềm	ADJ;FEM;SG	N
michigan	michigan	michigan	michigan	PROPN	N
khan	khan	khan	khan	PROPN	V
indre	indre	indre	indre	PROPN	N
quasiment	sắp	quasiment	sắp	ADV	
quasiment	gần	quasiment	gần	ADV	ADJ
quasiment	hầu	quasiment	hầu	ADV	
finlandais	finns	finlandais	finns	ADJ;MASC;SG	
inutile	useless	inutile	useless	ADJ;MASC;SG	
bell	chuông	bell	chuông	PROPN	N
bell	bell	bell	bell	PROPN	
manuscrits	scrolls	manuscrit	scrolls	V;MASC;PL;PST;V.PTCP	N
manuscrits	manuscripts	manuscrit	manuscripts	V;MASC;PL;PST;V.PTCP	ADJ
atlanta	atlanta	atlanta	atlanta	PROPN	N
séminaire	seminary	séminaire	seminary	N;MASC;SG	V
vancouver	vancouver	vancouver	vancouver	PROPN	N
lucas	lucas	lucas	lucas	PROPN	
fou	cuồng	fou	cuồng	ADJ;MASC;SG	N
fou	khùng	fou	khùng	ADJ;MASC;SG	N
fou	điên	fou	điên	ADJ;MASC;SG	V
fou	giận	fou	giận	ADJ;MASC;SG	V
heinrich	heinrich	heinrich	heinrich	PROPN	N
courage	chống	courage	chống	N;MASC;SG	V
moulins	mills	moulin	mills	N;MASC;PL	
banques	banks	banque	banks	N;FEM;PL	
battre	phật	battre	phật	V;NFIN	N
cologne	cologne	cologne	cologne	PROPN	N
cologne	köln	cologne	köln	PROPN	N
positif	dương	positif	dương	ADJ;MASC;SG	N
minnesota	minnesota	minnesota	minnesota	PROPN	N
compléter	supplement	compléter	supplement	V;NFIN	
alimentaire	mat	alimentaire	mat	ADJ;MASC;SG	N
paysages	paysages	paysage	paysages	N;MASC;PL	
barry	barry	barry	barry	PROPN	
kansas	kansas	kansas	kansas	PROPN	N
grève	đâm	grève	đâm	N;FEM;SG	V
pratiquement	sắp	pratiquement	sắp	ADV	
pratiquement	gần	pratiquement	gần	ADV	ADJ
pratiquement	hầu	pratiquement	hầu	ADV	
quatorze	fourteen	quatorze	fourteen	NUM	
visibles	bien	visible	bien	ADJ;MASC;PL	N
arménie	armenia	arménie	armenia	PROPN	N
norman	norman	norman	norman	PROPN	
allier	allier	allier	allier	V;NFIN	N
xviie	xviie	xviie	xviie	N;MASC;SG	
xviie	seventeenth	xviie	seventeenth	N;MASC;SG	
leipzig	leipzig	leipzig	leipzig	PROPN	N
dites	tràng	dire	tràng	V;FEM;PL;PST;V.PTCP	N
rural	rural	rural	rural	ADJ;MASC;SG	NUM
warner	warner	warner	warner	PROPN	
malade	ill	malade	ill	ADJ;MASC;SG	
malade	ốm	malade	ốm	ADJ;MASC;SG	V
malade	bệnh	malade	bệnh	ADJ;MASC;SG	N
malade	ốm	malade	ốm	ADJ;MASC;SG	V
malade	cúm	malade	cúm	ADJ;MASC;SG	N
arena	arena	arena	arena	PROPN	
imprimerie	in	imprimerie	in	N;FEM;SG	
voulu	wanted	vouloir	wanted	V;MASC;SG;PST;V.PTCP	N
garçons	boys	garçon	boys	N;MASC;PL	
edgar	edgar	edgar	edgar	PROPN	N
walt	walt	walt	walt	PROPN	
militant	activist	militant	activist	N;MASC;SG	
tourner	lượt	tourner	lượt	V;NFIN	
tourner	cua	tourner	cua	V;NFIN	
tourner	flip	tourner	flip	V;NFIN	N
tourner	spin	tourner	spin	V;NFIN	N
impérial	imperial	impérial	imperial	ADJ;MASC;SG	N
calédonie	calédonie	calédonie	calédonie	N;FEM;SG	
routier	road	routier	road	N;MASC;SG	
hermann	hermann	hermann	hermann	PROPN	N
hermann	herman	hermann	herman	PROPN	
ernst	ernst	ernst	ernst	PROPN	N
stuart	stuart	stuart	stuart	PROPN	
veulent	muon	vouloir	muon	V;IND;PL;3;PRS;FIN	
enregistre	album	enregistrer	album	V;IND;SG;3;PRS;FIN	N
queen	hậu	queen	hậu	N;MASC;SG	
lyonnais	lyons	lyonnais	lyons	N;MASC;SG	
anneau	ring	anneau	ring	N;MASC;SG	
terminus	terminus	terminus	terminus	N;MASC;SG	V
onde	onde	onde	onde	N;FEM;SG	
abc	abc	abc	abc	PROPN	N
masque	masque	masque	masque	N;MASC;SG	
masque	mask	masque	mask	N;MASC;SG	
combattre	combat	combattre	combat	V;NFIN	N
basses	basses	bas	basses	ADJ;FEM;PL	
basses	low	bas	low	ADJ;FEM;PL	
monter	núi	monter	núi	V;NFIN	N
papillon	butterfly	papillon	butterfly	N;MASC;SG	
papillon	papillon	papillon	papillon	N;MASC;SG	
vendée	vendée	vendée	vendée	V;FEM;SG;PST;V.PTCP	N
automatiquement	động	automatiquement	động	ADV	V
pousse	push	pousser	push	V;IND;SG;3;PRS;FIN	N
luigi	luigi	luigi	luigi	PROPN	
grant	grant	grant	grant	PROPN	
globe	globe	globe	globe	N;MASC;SG	
atlas	atlas	atlas	atlas	N;MASC;SG	
caisse	crate	caisse	crate	N;FEM;SG	
génétique	di	génétique	di	ADJ;MASC;SG	N
génétique	genetics	génétique	genetics	ADJ;MASC;SG	
ballon	ballon	ballon	ballon	N;MASC;SG	NUM
choc	shock	choc	shock	N;MASC;SG	
romantique	romance	romantique	romance	ADJ;MASC;SG	
frappe	strike	frapper	strike	V;IND;SG;3;PRS;FIN	N
frappe	slr	frapper	slr	V;IND;SG;3;PRS;FIN	N
anonyme	anonymous	anonyme	anonymous	ADJ;MASC;SG	
anonyme	anonyme	anonyme	anonyme	ADJ;MASC;SG	N
phil	phil	phil	phil	N;MASC;SG	
phil	phill	phil	phill	N;MASC;SG	
helsinki	helsinki	helsinki	helsinki	PROPN	N
espère	xoa	espérer	xoa	V;IND;SG;3;PRS;FIN	
lawrence	lawrence	lawrence	lawrence	PROPN	
cinématographique	cinematic	cinématographique	cinematic	ADJ;MASC;SG	N
danny	danny	danny	danny	PROPN	N
module	đun	module	đun	N;MASC;SG	V
bonus	thưởng	bonus	thưởng	N;MASC;SG	V
hot	hot	hot	hot	N;MASC;SG	
hot	nóng	hot	nóng	N;MASC;SG	ADJ
éliminatoires	playoff	éliminatoire	playoff	ADJ;MASC;PL	
éliminatoires	playoffs	éliminatoire	playoffs	ADJ;MASC;PL	
uci	uci	uci	uci	N;MASC;SG	
rocher	rocher	rocher	rocher	N;MASC;SG	
garnison	garrison	garnison	garrison	N;FEM;SG	
résistant	cự	résistant	cự	V;PRS;V.PTCP	N
islande	iceland	islande	iceland	ADJ;MASC;SG	N
janeiro	janeiro	janeiro	janeiro	PROPN	N
macédoine	macedonia	macédoine	macedonia	ADJ;FEM;SG	N
adversaires	opponents	adversaire	opponents	N;MASC;PL	NUM
privés	tư	priver	tư	V;MASC;PL;PST;V.PTCP	NUM
chroniques	chronicle	chronique	chronicle	N;FEM;PL	
chroniques	chroniques	chronique	chroniques	N;FEM;PL	ADJ
paolo	paolo	paolo	paolo	PROPN	N
entrées	mục	entrée	mục	V;FEM;PL;PST;V.PTCP	N
berger	berger	berger	berger	N;MASC;SG	
berger	shepherd	berger	shepherd	N;MASC;SG	
cache	cache	cacher	cache	V;IND;SG;3;PRS;FIN	N
cache	ẩn	cacher	ẩn	V;IND;SG;3;PRS;FIN	N
égale	bằng	égal	bằng	ADJ;FEM;SG	ADP
emma	emma	emma	emma	N;FEM;SG	
blanches	trắng	blanc	trắng	ADJ;FEM;PL	N
blanches	white	blanc	white	ADJ;FEM;PL	
blanches	bạch	blanc	bạch	ADJ;FEM;PL	N
miles	miles	mile	miles	N;MASC;PL	
miles	phít	mile	phít	N;MASC;PL	
doublé	thắt	doubler	thắt	V;MASC;SG;PST;V.PTCP	
boxe	giải	boxe	giải	N;FEM;SG	V
boxe	bốc	boxe	bốc	N;FEM;SG	V
pair	per	pair	per	N;MASC;SG	
pair	ghép	pair	ghép	N;MASC;SG	V
pair	đôi	pair	đôi	N;MASC;SG	NUM
challenge	thách	challenge	thách	N;MASC;SG	V
adolphe	adolph	adolphe	adolph	N;MASC;SG	
chimiques	hóa	chimique	hóa	ADJ;MASC;PL	
livret	booklet	livret	booklet	N;MASC;SG	
livret	libretto	livret	libretto	N;MASC;SG	
média	media	média	media	N;MASC;SG	
noires	noires	noir	noires	ADJ;FEM;PL	
georg	georg	georg	georg	PROPN	
parker	parker	parker	parker	PROPN	
métropolitaine	metropolitan	métropolitain	metropolitan	ADJ;FEM;SG	N
isaac	isaac	isaac	isaac	PROPN	
foyer	foyer	foyer	foyer	N;MASC;SG	
comtes	đếm	comte	đếm	N;MASC;PL	V
comtes	earls	comte	earls	N;MASC;PL	
invite	nhắc	invite	nhắc	N;FEM;SG	V
invite	mời	invite	mời	N;FEM;SG	V
invite	mời	invite	mời	N;FEM;SG	V
anges	angel	ange	angel	N;MASC;PL	
rencontrer	meet	rencontrer	meet	V;NFIN	ADJ
étang	étang	étang	étang	N;MASC;SG	
attente	đợi	attente	đợi	N;FEM;SG	V
attente	chờ	attente	chờ	N;FEM;SG	V
virginia	virginia	virginia	virginia	PROPN	
voûte	vault	voûte	vault	N;FEM;SG	
murray	murray	murray	murray	PROPN	N
houston	houston	houston	houston	PROPN	N
parfait	hảo	parfait	hảo	ADJ;MASC;SG	N
roumain	rumani	roumain	rumani	ADJ;MASC;SG	
affluents	tributaries	affluent	tributaries	N;MASC;PL	
mali	mali	mali	mali	N;MASC;SG	NUM
repos	nghỉ	repos	nghỉ	ADJ;MASC;SG	V
gardes	gardes	garde	gardes	N;MASC;PL	
gand	ghent	gand	ghent	PROPN	
gand	gent	gand	gent	PROPN	
gand	gent	gand	gent	PROPN	
gand	gand	gand	gand	PROPN	
évolué	evolved	évoluer	evolved	V;MASC;SG;PST;V.PTCP	
romane	romane	roman	romane	ADJ;FEM;SG	
vive	vive	vif	vive	ADJ;FEM;SG	
fribourg	freiburg	fribourg	freiburg	PROPN	N
fribourg	broye	fribourg	broye	PROPN	
fribourg	fribourg	fribourg	fribourg	PROPN	N
uruguay	uruguay	uruguay	uruguay	PROPN	N
esthétique	aesthetic	esthétique	aesthetic	ADJ;MASC;SG	
suzanne	suzanne	suzanne	suzanne	N;FEM;SG	
coloniale	colonial	colonial	colonial	ADJ;FEM;SG	
adams	adams	adam	adams	PROPN	
wayne	wayne	wayne	wayne	PROPN	N
malte	malta	malte	malta	PROPN	
spider	nhện	spider	nhện	PROPN	N
spider	spider	spider	spider	PROPN	N
ahmed	ahmed	ahmed	ahmed	PROPN	N
anton	anton	anton	anton	PROPN	
spéciaux	cống	spécial	cống	ADJ;MASC;PL	N
citation	quote	citation	quote	N;FEM;SG	
citation	citation	citation	citation	N;FEM;SG	
loiret	loiret	loiret	loiret	N;MASC;SG	NUM
indiens	indians	indien	indians	ADJ;MASC;PL	
gallery	gallery	gallery	gallery	PROPN	N
tournant	turning	tourner	turning	V;PRS;V.PTCP	
gridcolor	gridcolor	gridcolor	gridcolor	PROPN	
bière	beer	bière	beer	N;FEM;SG	
bière	beers	bière	beers	N;FEM;SG	
faibles	yếu	faible	yếu	ADJ;MASC;PL	N
faibles	nhược	faible	nhược	ADJ;MASC;PL	N
faibles	low	faible	low	ADJ;MASC;PL	
arnold	arnold	arnold	arnold	PROPN	
julia	julia	julia	julia	PROPN	N
destin	destiny	destin	destiny	N;MASC;SG	
destin	destin	destin	destin	N;MASC;SG	
angel	angel	angel	angel	PROPN	
précédentes	trước	précédent	trước	ADJ;FEM;PL	
ottawa	ottawa	ottawa	ottawa	PROPN	N
podium	bục	podium	bục	N;MASC;SG	V
podium	podium	podium	podium	N;MASC;SG	
professeurs	khoa	professeur	khoa	N;MASC;PL	
emplois	jobs	emploi	jobs	N;MASC;PL	
clergé	clergy	clergé	clergy	N;MASC;SG	
étrange	weird	étrange	weird	ADJ;MASC;SG	
étrange	rar	étrange	rar	ADJ;MASC;SG	N
étrange	bizarre	étrange	bizarre	ADJ;MASC;SG	
exprimer	express	exprimer	express	V;NFIN	
vicomte	viscount	vicomte	viscount	N;MASC;SG	
marshall	marshall	marshall	marshall	ADJ;MASC;SG	
lang	lang	lang	lang	PROPN	N
vallées	vallées	vallée	vallées	N;FEM;PL	
inc	inc	inc	inc		
just	chỉ	just	chỉ	INTJ	
just	funny	just	funny	INTJ	N
pietro	pietro	pietro	pietro	PROPN	N
chœurs	chorus	chœur	chorus	N;MASC;PL	
colons	settlers	colon	settlers	N;MASC;PL	V
colons	colons	colon	colons	N;MASC;PL	
ferrand	ferrand	ferrand	ferrand	PROPN	
brésilienne	brazil	brésilien	brazil	ADJ;FEM;SG	N
brésilienne	brazilian	brésilien	brazilian	ADJ;FEM;SG	N
adrien	adrien	adrien	adrien	PROPN	
adrien	adrian	adrien	adrian	PROPN	N
larry	lary	larry	lary	PROPN	
larry	larry	larry	larry	PROPN	
majoritairement	predominantly	majoritairement	predominantly	ADV	
spéciales	cống	spécial	cống	ADJ;FEM;PL	N
armement	armament	armement	armament	N;MASC;SG	
armement	armaments	armement	armaments	N;MASC;SG	
ailier	winger	ailier	winger	N;MASC;SG	
off	off	off	off		
off	tắt	off	tắt		
