το	az	ο	az	DET;NOM;DEF;NEUT;SG	
γάμο	esküvőn	γάμος	esküvő	N;NOM;NEUT;SG	N;ON+ESS;SG
γάμο	esküvőre	γάμος	esküvőre	N;NOM;NEUT;SG	N;ON+ALL;SG
ζήτησε	kérdeztem	ζητώ	kérdez	V;PFV;IND;SG;3;PST;FIN;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
επιρροή	befolyása	επιρροή	befolyás	N;ACC;FEM;SG	N;NOM;SG
επιρροή	befolyással	επιρροή	befolyás	N;ACC;FEM;SG	N;INS;SG
επιρροή	befolyás	επιρροή	befolyás	N;ACC;FEM;SG	N;NOM;SG
κατάκτηση	hódítás	κατάκτηση	hódítás	N;ACC;FEM;SG	N;NOM;SG
κατάκτηση	uralkodj	κατάκτηση	uralkodj	N;ACC;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
υπέγραψε	aláírva	υπογράφω	aláírva	V;PFV;IND;SG;3;PST;FIN;ACT	ADV;V.CVB
υπέγραψε	aláírás	υπογράφω	aláírás	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG
σοβιετική	szovjetek	σοβιετικός	szovjet	ADJ;NOM;FEM;SG	N;NOM;PL
σοβιετική	szovjet	σοβιετικός	szovjet	ADJ;NOM;FEM;SG	
συγγραφέα	író	συγγραφέα	író	N;VOC;MASC;SG	N;NOM;SG
συγγραφέα	író	συγγραφέα	író	N;VOC;MASC;SG	N;NOM;SG
συγγραφέα	szerző	συγγραφέα	szerző	N;VOC;MASC;SG	
κερδίσει	win	κερδίζω	win	V;PFV;NFIN;ACT	
κερδίσει	győzelem	κερδίζω	győzelem	V;PFV;NFIN;ACT	N;NOM;SG
παγκοσμίως	világszintű	παγκόσμια	világszintű	ADV	ADJ;NOM;SG
παγκοσμίως	világszerte	παγκόσμια	világszerte	ADV	
παγκοσμίως	világméretű	παγκόσμια	világméretű	ADV	ADJ;NOM;SG
βασικό	alap	βασικός	alap	ADJ;NOM;NEUT;SG	
βασικό	alapvető	βασικός	alapvető	ADJ;NOM;NEUT;SG	
προσπάθειες	erőfeszítéseket	προσπάθεια	erőfeszítés	N;NOM;FEM;PL	N;ACC;PL
προσπάθειες	erőfeszítés	προσπάθεια	erőfeszítés	N;NOM;FEM;PL	N;NOM;SG
περιγραφή	leírás	περιγραφή	leírás	N;NOM;FEM;SG	
πύλη	kaput	πύλη	kap	N;NOM;FEM;SG	N;ACC;SG
μήνυμα	üzenetet	μήνυμα	üzenet	N;NOM;NEUT;SG	N;ACC;SG
βαθμολογία	besorolás	βαθμολογία	besorolás	N;ACC;FEM;SG	N;NOM;SG
βαθμολογία	minősítés	βαθμολογία	minősítés	N;ACC;FEM;SG	N;NOM;SG
βαθμολογία	minősítési	βαθμολογία	minősítési	N;ACC;FEM;SG	ADJ;NOM;SG
βαθμολογία	pontszám	βαθμολογία	pontszám	N;ACC;FEM;SG	N;NOM;SG
βαθμολογία	pontszám	βαθμολογία	pontszám	N;ACC;FEM;SG	N;NOM;SG
μεγαλύτερος	idősebbek	μεγάλος	idős	ADJ;NOM;CMPR;MASC;SG	N;NOM;PL
μεγαλύτερος	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;MASC;SG	ADV
μεγαλύτερος	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;MASC;SG	ADV
γεννημένος	született	γεννημένος	születik	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
γεννημένος	megszületett	γεννημένος	meg+szület	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μοναστήρι	kolostorban	μοναστήρι	kolostor	N;NOM;NEUT;SG	N;IN+ESS;SG
δραστηριότητες	tevékenység	δραστηριότητα	tevékenység	N;NOM;FEM;PL	N;NOM;SG
χίτλερ	hitlert	χίτλερ	hitler	PROPN;NOM;MASC;SG	
χίτλερ	hitler	χίτλερ	hitler	PROPN;NOM;MASC;SG	
ταξίδι	utazások	ταξίδι	utazás	N;NOM;NEUT;SG	N;NOM;PL
ταξίδι	trip	ταξίδι	trip	N;NOM;NEUT;SG	
μοναδική	egyedülálló	μοναδικός	egyedülálló	ADJ;NOM;FEM;SG	
μοναδική	páratlan	μοναδικός	páratlan	ADJ;NOM;FEM;SG	
μοναδική	egyedi	μοναδικός	egyedi	ADJ;NOM;FEM;SG	
ακτή	partra	ακτός	partra	N;NOM;FEM;SG	N;ON+ALL;SG
ακτή	part	ακτός	part	N;NOM;FEM;SG	
ακτή	shore	ακτός	shore	N;NOM;FEM;SG	
ακτή	part	ακτός	part	N;NOM;FEM;SG	
αρχαιότητα	rangidős	αρχαιότητα	rangidős	N;ACC;FEM;SG	N;NOM;SG
αρχαιότητα	ókor	αρχαιότητα	ókor	N;ACC;FEM;SG	N;NOM;SG
ομοσπονδίας	föderáció	ομοσπονδία	föderáció	N;GEN;FEM;SG	N;NOM;SG
ομοσπονδίας	szövetség	ομοσπονδία	szövetség	N;GEN;FEM;SG	N;NOM;SG
ιδιότητα	ingatlan	ιδιότητα	ingatlan	N;ACC;FEM;SG	N;NOM;SG
ιδιότητα	tulajdon	ιδιότητα	tulajdon	N;ACC;FEM;SG	
ιδιότητα	ingatlanok	ιδιότητα	ingatlan	N;ACC;FEM;SG	N;NOM;PL
ιδιότητα	tulajdonság	ιδιότητα	tulajdonság	N;ACC;FEM;SG	N;NOM;SG
πλήρως	teljesen	πλήρως	teljes	ADV	ADJ;FRML;SG
ήθελε	akartam	θέλω	akar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
ήθελε	körözött	θέλω	köröz	V;IPFV;IND;SG;3;PST;FIN;ACT	
ντεμπούτο	debütáló	ντεμπούτο	debütáló		ADJ;NOM;SG
χέρι	karját	χέρι	kar	N;NOM;NEUT;SG	N;ACC;SG
χέρι	kezét	χέρι	kéz	N;NOM;NEUT;SG	N;ACC;SG
στούντιο	studios	στούντιος	studios	N;NOM;NEUT;SG	
στούντιο	studio	στούντιος	studio	N;NOM;NEUT;SG	
κάρολος	charles	κάρολος	charles	N;NOM;MASC;SG	
πέτρος	peter	πέτρος	peter	PROPN;NOM;MASC;SG	PROPN;NOM;SG
πέτρος	péter	πέτρος	péter	PROPN;NOM;MASC;SG	
πέτρος	petros	πέτρος	petros	PROPN;NOM;MASC;SG	
άνοδο	anód	άνοδος	anód	N;ACC;FEM;SG	N;NOM;SG
μέτωπο	front	μέτωπο	front	N;NOM;NEUT;SG	
μέτωπο	homlokán	μέτωπο	homloka	N;NOM;NEUT;SG	N;ON+ESS;SG
δούκα	duke	δούκα	duke	N;ACC;MASC;SG	
δούκα	herceg	δούκα	herceg	N;ACC;MASC;SG	N;NOM;SG
ρεύμα	jelenlegi	ρεύμα	jelenlegi	N;NOM;NEUT;SG	
ρεύμα	aktuális	ρεύμα	aktuális	N;NOM;NEUT;SG	ADJ;NOM;SG
τίποτα	semmi	τίποτα	semmi	PRO;NOM;NEUT;SG;3	PRO;NOM;SG;3
δίκαιο	jogszabályok	δίκαιο	jogszabály	N;NOM;NEUT;SG	N;NOM;PL
δίκαιο	jogszabály	δίκαιο	jogszabály	N;NOM;NEUT;SG	
δίκαιο	korrekt	δίκαιο	korrekt	N;NOM;NEUT;SG	
δίκαιο	tisztességes	δίκαιο	tisztességes	N;NOM;NEUT;SG	ADJ;NOM;SG
δίκαιο	fair	δίκαιο	fair	N;NOM;NEUT;SG	
δίκαιο	igazságos	δίκαιο	igazságos	N;NOM;NEUT;SG	
ναυτικό	flotta	ναυτικός	flotta	ADJ;NOM;NEUT;SG	N;NOM;SG
ναυτικό	haditengerészet	ναυτικός	haditengerészet	ADJ;NOM;NEUT;SG	N;NOM;SG
ναυτικό	tengerészet	ναυτικός	tengerészet	ADJ;NOM;NEUT;SG	N;NOM;SG
θεραπεία	kezelésre	θεραπείο	kezelés	N;NOM;FEM;SG	N;ON+ALL;SG
θεραπεία	kezelni	θεραπείο	kezel	N;NOM;FEM;SG	V;NFIN;ACT
θεραπεία	kezeljük	θεραπείο	kezel	N;NOM;FEM;SG	V;DEF;IND;PL;1;PRS;FIN;ACT
μόνος	egyedül	μόνος	egyedül	ADJ;NOM;MASC;SG	
πάπα	pápa	πάπα	pápa	N;VOC;MASC;SG	
πάπα	pope	πάπα	pope	N;VOC;MASC;SG	
χάρτης	térkép	χάρτης	térkép	N;NOM;MASC;SG	
χάρτης	térképet	χάρτης	térkép	N;NOM;MASC;SG	N;ACC;SG
μοντέλα	modelleket	μοντέλα	modellek	N;NOM;NEUT;PL	N;ACC;PL
σχόλιο	hozzászólás	σχόλιο	hozzászólás	N;NOM;NEUT;SG	
νομό	megyei	νομός	megyei	ADV	ADJ;NOM;SG
νομό	megye	νομός	megye	ADV	
μόνη	egyedül	μόνος	egyedül	ADJ;NOM;FEM;SG	
οθωμανική	oszmán	οθωμανικός	oszmán	ADJ;NOM;FEM;SG	N;NOM;SG
σύγκρουση	konfliktusok	σύγκρουση	konfliktus	N;NOM;FEM;SG	N;NOM;PL
ασφαλείας	biztonsági	ασφάλεια	biztonsági	N;GEN;FEM;SG	ADJ;NOM;SG
ασφαλείας	biztonság	ασφάλεια	biztonság	N;GEN;FEM;SG	N;NOM;SG
σούπερ	super	σούπερ	super	N;FEM;SG	
σούπερ	szuper	σούπερ	szuper	N;FEM;SG	
τραγουδιστής	énekesnő	τραγουδιστής	énekesnő	N;NOM;MASC;SG	
τραγουδιστής	singer	τραγουδιστής	singer	N;NOM;MASC;SG	
πρόσβαση	belépés	πρόσβαση	belépés	N;ACC;FEM;SG	
πρόσβαση	hozzáférés	πρόσβαση	hozzáférés	N;ACC;FEM;SG	N;NOM;SG
ηπείρου	epiruszi	Ήπειρος	epiruszi	PROPN;GEN;FEM;SG	
ηπείρου	kontinensen	Ήπειρος	kontinens	PROPN;GEN;FEM;SG	ADJ;FRML;SG
ηπείρου	kontinens	Ήπειρος	kontinens	PROPN;GEN;FEM;SG	N;NOM;SG
παίζει	játszom	παίζω	játszik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
ελέγχου	kontroll	έλεγχος	kontroll	N;GEN;MASC;SG	N;NOM;SG
ελέγχου	irányítás	έλεγχος	irányítás	N;GEN;MASC;SG	N;NOM;SG
ελέγχου	vezérlő	έλεγχος	vezérlő	N;GEN;MASC;SG	ADJ;NOM;SG
ελέγχου	ellenőrzési	έλεγχος	ellenőrzési	N;GEN;MASC;SG	ADJ;NOM;SG
ελέγχου	ellenőrzés	έλεγχος	ellenőrzés	N;GEN;MASC;SG	N;NOM;SG
ευκαιρία	chance	ευκαιρία	chance	N;ACC;FEM;SG	
ευκαιρία	esély	ευκαιρία	esély	N;ACC;FEM;SG	N;NOM;SG
ευκαιρία	lehetőség	ευκαιρία	lehetőség	N;ACC;FEM;SG	N;NOM;SG
τάση	trend	τάση	trend	N;NOM;FEM;SG	
περιοδεία	tour	περιοδείο	tour	N;ACC;FEM;SG	
περιοδεία	turné	περιοδείο	tur	N;ACC;FEM;SG	N;NOM;SG
περιοδεία	túra	περιοδείο	túra	N;ACC;FEM;SG	N;NOM;SG
περιοδεία	touring	περιοδείο	touring	N;ACC;FEM;SG	
ειδική	különleges	ειδικός	különleges	ADJ;NOM;FEM;SG	
βασίλης	claus	βασίλης	claus	PROPN;NOM;MASC;SG	
εκτέλεση	végrehajtani	εκτέλεση	végrehajt	N;ACC;FEM;SG	V;NFIN;ACT
εκτέλεση	kivégzés	εκτέλεση	kivégzés	N;ACC;FEM;SG	N;NOM;SG
εκτέλεση	végrehajtás	εκτέλεση	végrehajtás	N;ACC;FEM;SG	N;NOM;SG
εκτέλεση	kivitelezés	εκτέλεση	kivitelezés	N;ACC;FEM;SG	N;NOM;SG
ανατολή	keletre	ανατολή	keletr	N;NOM;FEM;SG	N;ON+ALL;SG
ανατολή	keleti	ανατολή	keleti	N;NOM;FEM;SG	
ανατολή	kelet	ανατολή	kelet	N;NOM;FEM;SG	
ανατολή	orient	ανατολή	orient	N;NOM;FEM;SG	
σταθερά	állandó	σταθερά	állandó	ADV	
σταθερά	folyamatos	σταθερά	folyamatos	ADV	
σταθερά	rögzített	σταθερά	rögzített	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
σταθερά	fix	σταθερά	fix	ADV	
σταθερά	rögzítve	σταθερά	rögzítve	ADV	N;NOM;SG
σταθερά	állandósult	σταθερά	állandósul	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
σταθερά	egyenletes	σταθερά	egyenletes	ADV	
σταθερά	stabil	σταθερά	stabil	ADV	ADJ;NOM;SG
σταθερά	istálló	σταθερά	istálló	ADV	N;NOM;SG
κεφάλι	fejet	κεφάλι	féj	N;NOM;NEUT;SG	N;ACC;SG
κεφάλι	fejét	κεφάλι	feje	N;NOM;NEUT;SG	N;ACC;SG
πλάτος	szélesség	πλάτος	szélesség	N;ACC;NEUT;SG	N;NOM;SG
πλάτος	szélessége	πλάτος	szélesség	N;ACC;NEUT;SG	N;NOM;SG
πλάτος	szélesség	πλάτος	szélesség	N;ACC;NEUT;SG	N;NOM;SG
εγκαταστάθηκε	telepítve	εγκαθιστώ	telepítve	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;SG
εγκαταστάθηκε	beépített	εγκαθιστώ	beépített	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
εγκαταστάθηκε	telepített	εγκαθιστώ	telepít	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ιστορικός	történész	ιστορικός	történész	ADJ;NOM;MASC;SG	N;NOM;SG
ιστορικός	történeti	ιστορικός	történeti	ADJ;NOM;MASC;SG	N;NOM;SG
νύχτα	éj	νύχτα	éj	N;ACC;FEM;SG	
νύχτα	este	νύχτα	este	N;ACC;FEM;SG	ADV
νύχτα	éjjel	νύχτα	éjjel	N;ACC;FEM;SG	
νύχτα	éjszaka	νύχτα	éjszaka	N;ACC;FEM;SG	N;NOM;SG
μάικλ	michael	μάικλ	michael		
μάικλ	mihály	μάικλ	mihály		
συνέδριο	konferencián	συνέδριο	konferencia	N;NOM;NEUT;SG	N;ON+ESS;SG
μπάσο	bass	μπάσο	bass		
μπάσο	basszus	μπάσο	basszus		N;NOM;SG
απόδοση	hatékonyság	απόδοση	hatékonyság	N;ACC;FEM;SG	N;NOM;SG
απόδοση	hozam	απόδοση	hozam	N;ACC;FEM;SG	N;NOM;SG
απόδοση	előadás	απόδοση	előadás	N;ACC;FEM;SG	N;NOM;SG
απόδοση	teljesítmény	απόδοση	teljesítmény	N;ACC;FEM;SG	N;NOM;SG
ελεύθερη	ingyenes	ελεύθερος	ingyenes	ADJ;NOM;FEM;SG	
ελεύθερη	ingyen	ελεύθερος	ingyen	ADJ;NOM;FEM;SG	
ελεύθερη	free	ελεύθερος	free	ADJ;NOM;FEM;SG	
ελεύθερη	szabad	ελεύθερος	szabad	ADJ;NOM;FEM;SG	
εντελώς	teljesen	εντελώς	teljes	ADV	ADJ;FRML;SG
εντελώς	teljesen	εντελώς	teljes	ADV	ADJ;FRML;SG
ποταμός	folyó	ποταμός	folyó	N;NOM;MASC;SG	
υπόλοιπο	egyenleg	υπόλοιπος	egyenleg	ADJ;NOM;NEUT;SG	N;NOM;SG
υπόλοιπο	mérleg	υπόλοιπος	mérleg	ADJ;NOM;NEUT;SG	N;NOM;SG
υπόλοιπο	egyensúly	υπόλοιπος	egyensúly	ADJ;NOM;NEUT;SG	N;NOM;SG
χρυσή	golden	χρυσός	golden	N;NOM;FEM;SG	
χρυσή	arany	χρυσός	arany	N;NOM;FEM;SG	
μαθήματα	leckéket	μάθημα	leckék	N;NOM;NEUT;PL	N;ACC;SG
μαθήματα	tanfolyam	μάθημα	tanfolyam	N;NOM;NEUT;PL	N;NOM;SG
ιταλική	olasz	ιταλικός	olasz	ADJ;NOM;FEM;SG	
ιταλική	olaszország	ιταλικός	olaszország	ADJ;NOM;FEM;SG	
παραδείγματα	példákat	παράδειγμα	példa	N;NOM;NEUT;PL	N;ACC;PL
παραδείγματα	példa	παράδειγμα	példa	N;NOM;NEUT;PL	N;NOM;SG
ηγέτης	vezér	ηγέτης	vezér	N;NOM;MASC;SG	
ηγέτης	leader	ηγέτης	leader	N;NOM;MASC;SG	
ηγέτης	vezető	ηγέτης	vezető	N;NOM;MASC;SG	
ιταλός	olasz	ιταλός	olasz	PROPN;NOM;MASC;SG	
ιταλός	olaszország	ιταλός	olaszország	PROPN;NOM;MASC;SG	
ιερό	szent	ιερός	szent	N;NOM;NEUT;SG	
ιερό	szent	ιερός	szent	N;NOM;NEUT;SG	
πόδια	láb	πόδι	láb	N;NOM;NEUT;PL	N;NOM;SG
πόδια	lábát	πόδι	lába	N;NOM;NEUT;PL	N;ACC;SG
πόδια	láb	πόδι	láb	N;NOM;NEUT;PL	N;NOM;SG
πόδια	lábakat	πόδι	láb	N;NOM;NEUT;PL	N;ACC;PL
τίτλους	címeket	τίτλο	cím	NUM;NOM;MASC;PL	N;ACC;PL
τίτλους	címek	τίτλο	cím	NUM;NOM;MASC;PL	N;NOM;PL
αρχικό	eredeti	αρχικός	eredeti	ADJ;NOM;NEUT;SG	N;NOM;SG
επίπεδα	szint	επίπεδο	szint	N;NOM;NEUT;PL	N;NOM;SG
τηλεόραση	tv	τηλεόραση	tv	N;ACC;FEM;SG	N;NOM;SG
τηλεόραση	televízió	τηλεόραση	televízió	N;ACC;FEM;SG	N;NOM;SG
λευκό	fehér	λευκός	fehér	N;NOM;NEUT;SG	
μικρός	kicsik	μικρός	kicsik	ADJ;NOM;MASC;SG	
μικρός	kicsi	μικρός	kicsi	ADJ;NOM;MASC;SG	
λέξεις	szavakat	λέξη	szó	N;NOM;FEM;PL	N;ACC;PL
δούκας	duke	δούκα	duke	N;NOM;MASC;SG	
μουσικά	zeneileg	μουσικός	zeneileg	ADV	
γωνία	sarkon	γωνία	sarok	N;NOM;FEM;SG	N;ON+ESS;SG
γράψει	megírva	γράψει	megírva	V;PFV;NFIN;ACT	ADV;V.CVB
γράψει	írásbeli	γράψει	írásbeli	V;PFV;NFIN;ACT	ADJ;NOM;SG
έστειλε	elküldve	στέλνω	elküldve	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG
ολοκληρώθηκε	befejeződött	ολοκληρώνω	befejeződik	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ολοκληρώθηκε	elkészült	ολοκληρώνω	elkészült	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ολοκληρώθηκε	befejezett	ολοκληρώνω	befejezett	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ολοκληρώθηκε	komplett	ολοκληρώνω	komplett	V;PFV;IND;SG;3;PST;FIN;PASS	
ολοκληρώθηκε	teljes	ολοκληρώνω	teljes	V;PFV;IND;SG;3;PST;FIN;PASS	
ολοκληρώθηκε	teljessé	ολοκληρώνω	teljessé	V;PFV;IND;SG;3;PST;FIN;PASS	V;DEF;IND;SG;3;PRS;FIN;ACT
γεωργία	mezőgazdasági	γεωργία	mezőgazdasági	PROPN;ACC;FEM;SG	
γεωργία	mezőgazdaság	γεωργία	mezőgazdaság	PROPN;ACC;FEM;SG	N;NOM;SG
αγάπη	szeretettel	αγάπη	szeretet	N;NOM;FEM;SG	N;INS;SG
αγάπη	love	αγάπη	love	N;NOM;FEM;SG	
βουλγαρία	bulgária	βουλγαρία	bulgária	PROPN;ACC;FEM;SG	N;NOM;SG
φτάσει	elérés	φτάνω	elérés	V;PFV;NFIN;ACT	N;NOM;SG
φτάσει	elérése	φτάνω	elérés	V;PFV;NFIN;ACT	N;NOM;SG
άμεση	közvetlen	άμεσος	közvetlen	ADJ;NOM;FEM;SG	
άμεση	direct	άμεσος	direct	ADJ;NOM;FEM;SG	N;NOM;SG
άμεση	közvetlenül	άμεσος	közvetlen	ADJ;NOM;FEM;SG	ADJ;FRML;SG
άμεση	egyenes	άμεσος	egyenes	ADJ;NOM;FEM;SG	
άμεση	azonnali	άμεσος	azonnali	ADJ;NOM;FEM;SG	
διοικητικά	igazgatási	διοικητικός	igazgatási	ADV	ADJ;NOM;SG
διοικητικά	adminisztratív	διοικητικός	adminisztratív	ADV	N;NOM;SG
ελένη	helen	ελένη	hél	PROPN;NOM;FEM;SG	N;NOM;SG
δράσης	művelet	δράση	művelet	N;GEN;FEM;SG	N;NOM;SG
δράσης	fellépés	δράση	fellépés	N;GEN;FEM;SG	N;NOM;SG
δράσης	cselekvési	δράση	cselekvési	N;GEN;FEM;SG	N;NOM;SG
δράσης	cselekvés	δράση	cselekvés	N;GEN;FEM;SG	N;NOM;SG
δράσης	akció	δράση	akció	N;GEN;FEM;SG	
σύνδεσμος	link	σύνδεσμος	link	N;NOM;MASC;SG	
σύνδεσμος	linket	σύνδεσμος	link	N;NOM;MASC;SG	
σύνδεσμος	hivatkozást	σύνδεσμος	hivatkozás	N;NOM;MASC;SG	N;ACC;SG
ανανέωση	frissítés	ανανέωση	frissítés	N;ACC;FEM;SG	N;NOM;SG
ανανέωση	felújítás	ανανέωση	felújítás	N;ACC;FEM;SG	N;NOM;SG
πλήρες	full	πλήρης	full	N;NOM;NEUT;SG	
πλήρες	teljes	πλήρης	teljes	N;NOM;NEUT;SG	
πλήρες	komplett	πλήρης	komplett	N;NOM;NEUT;SG	
πλήρες	teljes	πλήρης	teljes	N;NOM;NEUT;SG	
πλήρες	teljessé	πλήρης	teljessé	N;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
τοπικό	helyi	τοπικός	helyi	ADJ;NOM;NEUT;SG	
γενικό	általános	γενικός	általános	ADJ;NOM;NEUT;SG	
γενικό	tábornok	γενικός	tábornok	ADJ;NOM;NEUT;SG	N;NOM;SG
τζάκσον	jackson	τζάκσον	jackson		
πατρίδα	otthon	πατρίδα	otthon	N;ACC;FEM;SG	
πατρίδα	itthon	πατρίδα	itthon	N;ACC;FEM;SG	
πατρίδα	haza	πατρίδα	haza	N;ACC;FEM;SG	
φωτογραφία	fényképek	φωτογραφία	fénykép	N;ACC;FEM;SG	N;NOM;PL
φωτογραφία	kép	φωτογραφία	kép	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	fénykép	φωτογραφία	fénykép	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	fotó	φωτογραφία	fotó	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	fotózás	φωτογραφία	fotózás	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	fénykép	φωτογραφία	fénykép	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	kép	φωτογραφία	kép	N;ACC;FEM;SG	N;NOM;SG
φωτογραφία	fénykép	φωτογραφία	fénykép	N;ACC;FEM;SG	N;NOM;SG
κατεύθυνση	irány	κατεύθυνση	irány	N;ACC;FEM;SG	N;NOM;SG
κατεύθυνση	irányba	κατεύθυνση	irány	N;ACC;FEM;SG	N;IN+ALL;SG
κατεύθυνση	irány	κατεύθυνση	irány	N;ACC;FEM;SG	N;NOM;SG
ηρακλής	herkules	ηρακλής	herkules	PROPN;NOM;MASC;SG	
κόσμος	világ	κόσμος	világ	N;NOM;MASC;SG	
κόσμος	world	κόσμος	world	N;NOM;MASC;SG	
κόσμος	emberek	κόσμος	ember	N;NOM;MASC;SG	N;NOM;PL
καλύπτει	borító	καλύπτω	borító	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
καλύπτει	takaró	καλύπτω	takaró	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
αναπτύχθηκε	fejlett	αναπτύσσω	fejlett	V;PFV;IND;SG;3;PST;FIN;PASS	
αναπτύχθηκε	fejlesztett	αναπτύσσω	fejlesztett	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αναπτύχθηκε	kifejlesztett	αναπτύσσω	kifejlesztett	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αναπτύχθηκε	kidolgozott	αναπτύσσω	kidolgozott	V;PFV;IND;SG;3;PST;FIN;PASS	
μεταφέρθηκε	elköltözött	μεταφέρω	elköltözött	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μεταφέρθηκε	költözött	μεταφέρω	költözött	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μεταφέρθηκε	átadott	μεταφέρω	átadott	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
νικητής	győztes	νικητής	győztes	N;NOM;MASC;SG	
νικητής	nyertes	νικητής	nyertes	N;NOM;MASC;SG	
μουσικό	zenész	μουσικός	zenész	ADJ;NOM;NEUT;SG	N;NOM;SG
προσφέρει	ajánlatok	προσφέρω	ajánlat	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
προσφέρει	ajánlat	προσφέρω	ajánlat	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
προσφέρει	ajánlatokat	προσφέρω	ajánlat	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;PL
όργανο	orgona	όργανο	orgona	N;NOM;NEUT;SG	
όργανο	szerv	όργανο	szerv	N;NOM;NEUT;SG	
γένος	nemek	γένος	én	N;NOM;NEUT;SG	N;NOM;PL
μόνον	kizárólag	μόνο	kizárólag	ADV	
ανδρέα	andreas	ανδρέα	andreas	PROPN;ACC;MASC;SG	
προκαλεί	okok	προκαλώ	ok	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
μείωση	csökkentése	μείωση	csökkentés	N;ACC;FEM;SG	N;NOM;SG
μείωση	csökkenés	μείωση	csökkenés	N;ACC;FEM;SG	N;NOM;SG
μείωση	csökkentés	μείωση	csökkentés	N;ACC;FEM;SG	N;NOM;SG
μείωση	csökken	μείωση	csökken	N;ACC;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
μείωση	csökkenés	μείωση	csökkenés	N;ACC;FEM;SG	N;NOM;SG
κατασκευάστηκε	épült	κατασκευάζω	épül	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
κατασκευάστηκε	épített	κατασκευάζω	épít	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
κατασκευάστηκε	felépített	κατασκευάζω	felépít	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
κατασκευάστηκε	beépített	κατασκευάζω	beépített	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ιατρική	orvosság	ιατρικός	orvosság	ADJ;NOM;FEM;SG	N;NOM;SG
ιατρική	gyógyszert	ιατρικός	gyógyszert	ADJ;NOM;FEM;SG	N;ACC;SG
ιατρική	gyógyszer	ιατρικός	gyógyszer	ADJ;NOM;FEM;SG	N;NOM;SG
ιατρική	orvostudomány	ιατρικός	orvostudomány	ADJ;NOM;FEM;SG	N;NOM;SG
κύπελλα	poharakat	κύπελλος	pohara	N;NOM;NEUT;PL	N;ACC;PL
προσέγγιση	megközelítése	προσέγγιση	megközelítés	N;ACC;FEM;SG	N;NOM;SG
προσέγγιση	megközelítés	προσέγγιση	megközelítés	N;ACC;FEM;SG	N;NOM;SG
