til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
grønne	हरा	grøn	हरा	ADJ;PL	V;MASC;SG;V.PTCP;ACT
grønne	साग	grøn	साग	ADJ;PL	PROPN;NOM;MASC;SG;3
teknisk	तकनीकी	teknisk	तकनीकी	ADJ;INDF;SG	N;NOM;FEM;SG;3
undersøgelser	सर्वेक्षण	undersøgelse	सर्वेक्षण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
undersøgelser	अध्ययन	undersøgelse	अध्ययन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
undersøgelser	पूछताछ	undersøgelse	पूछताछ	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
starter	प्रारंभ	starte	प्रारंभ	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
starter	आरंभ	starte	आरम्भ	V;IND;PRS;FIN;ACT	
starter	प्रारंभ	starte	प्रारंभ	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
norges	नॉर्वेजियाई	norgen	नॉर्वेजियाई	N;GEN;INDF;MASC+FEM;SG	
norges	नॉर्वे	norgen	नॉर्वे	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
norges	नार्वे	norgen	नार्वे	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
masse	मास	masse	मास	N;INDF;MASC+FEM;SG	
masse	लॉट	masse	लॉट	N;INDF;MASC+FEM;SG	
revolution	इंकलाब	revolution	इंकलाब	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kongeriget	किंगडम	kongerig	किंगडम	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
claus	क्लॉस	claus	क्लॉस		PROPN;NOM;MASC;SG;3
aktiviteter	उपक्रम	aktivitet	उपक्रम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
williams	विलियम्स	william	विलियम्स		PROPN;NOM;MASC;SG;3
kanoner	तोप	kanon	तोप	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
titler	शीर्षक	titel	शीर्षक	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
studerende	छात्रों	studere	छात्र	V;PRS;V.PTCP	N;ACC;MASC;PL;3
studerende	विद्यार्थी	studere	विद्यार्थी	V;PRS;V.PTCP	N;NOM;MASC;SG;3
studerende	विद्यार्थी	studere	विद्यार्थी	V;PRS;V.PTCP	N;NOM;MASC;SG;3
studerende	student	studere	student	V;PRS;V.PTCP	
studerende	छात्र	studere	छात्र	V;PRS;V.PTCP	N;NOM;MASC;PL;3
tekster	ग्रन्थ	tekster	ग्रन्थ	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kloster	ऐबी	kloste	ऐबी	N;INDF;NEUT;SG	
blue	नीला	blue	नीला		ADJ;NOM;MASC;SG
blue	डीलक्स	blue	डीलक्स		PROPN;NOM;MASC;SG;3
blue	ब्लू	blue	ब्लू		PROPN;NOM;MASC;SG;3
etablerede	स्थापित	etablere	स्थापित	V;PL;PST;V.PTCP	ADJ
asien	एशिया	asien	एशिया	PROPN	PROPN;NOM;MASC;SG;3
hollandske	डच	hollandsk	डच	ADJ;PL	
kinesisk	चीनी	kinesisk	चीनी	ADJ;INDF;SG	
kinesisk	चाइनीज	kinesisk	चाइनीज	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
bortset	अलावा	bortset	अलावा	V;INDF;SG;PST;V.PTCP	ADP
war	युद्ध	war	युद्ध		N;NOM;MASC;SG;3
årligt	वार्षिक	årligt	वार्षिक	ADV	PROPN;NOM;MASC;SG;3
årligt	वार्षिक	årligt	वार्षिक	ADV	PROPN;NOM;MASC;SG;3
årligt	सालाना	årligt	सालाना	ADV	ADP
offentlig	जनता	offentlig	जनता	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
offentlig	लोक	offentlig	लोक	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
offentlig	पब्लिक	offentlig	पब्लिक	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pop	पॉप	pop	पॉप	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
størstedelen	बल्क	størstedel	बल्क	N;DEF;MASC+FEM;SG	
ramt	हिट	ramme	हिट	V;INDF;SG;PST;V.PTCP	
ramt	hit	ramme	hit	V;INDF;SG;PST;V.PTCP	
alfred	अल्फ्रेड	alfred	अल्फ्रेड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
virginia	वर्जीनिया	virginia	वर्जीनिया	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
virginia	वर्जिनिया	virginia	वर्जिनिया	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
grundlæggende	basics	grundlæggende	basics	ADJ	
grundlæggende	आधारभूत	grundlæggende	आधारभूत	ADJ	ADP
grundlæggende	मूलभूत	grundlæggende	मूलभूत	ADJ	N;NOM;MASC;SG;3
grundlæggende	आधारभूत	grundlæggende	आधारभूत	ADJ	ADP
grundlæggende	मूल	grundlæggende	मूल	ADJ	N;NOM;MASC;SG;3
grundlæggende	मूलभूत	grundlæggende	मूलभूत	ADJ	N;NOM;MASC;SG;3
grundlæggende	बेसिक	grundlæggende	बेसिक	ADJ	PROPN;NOM;SG;3
grundlæggende	मौलिक	grundlæggende	मौलिक	ADJ	
lavere	निम्नतर	lav	निम्नतर	ADJ;CMPR	
ønske	काश	ønske	काश	N;INDF;NEUT;SG	
jackson	जैक्सन	jackson	जैक्सन		PROPN;NOM;MASC;SG;3
oprettede	निर्मित	oprette	निर्मित	V;IND;PST;FIN;ACT	ADJ
forsøger	कोशिशें	forsøge	कोशिश	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;3
ophold	रहें	ophold	रह	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
ophold	रहो	ophold	रह	N;INDF;NEUT;SG	PRO;NOM;SG;3
google	गूगल	goo	गूगल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
google	google	goo	google	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kinesiske	चीनी	kinesisk	चीनी	ADJ;PL	
kinesiske	चाइनीज	kinesisk	चाइनीज	ADJ;PL	PROPN;NOM;MASC;SG;3
tidlig	जल्दी	tidlig	जल्दी	ADJ;INDF;MASC+FEM;SG	ADV
diverse	विविध	diverse	विविध	ADJ	
primære	प्राथमिक	primær	प्राथमिक	ADJ;PL	N;NOM
les	लेस	les	लेस	N;INDF;MASC+FEM;SG	
egenskaber	गुण	egenskab	गुण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
egenskaber	गुण	egenskab	गुण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
egypten	इजिप्ट	egypt	इजिप्ट	PROPN	
egypten	मिस्त्र	egypt	मिस्त्र	PROPN	
egypten	मिस्र	egypt	मिस्र	PROPN	PROPN;NOM;MASC;SG;3
egypten	मिश्र	egypt	मिश्र	PROPN	PROPN;NOM;SG;3
kraftigt	मजबूत	kraftigt	मजबूत	ADV	ADJ
kraftigt	मज़बूत	kraftigt	मज़बूत	ADV	CONJ
kraftigt	बलवान	kraftigt	बलवान	ADV	PROPN;NOM;MASC;SG;3
kraftigt	दमदार	kraftigt	दमदार	ADV	PROPN;NOM;MASC;SG;3
kraftigt	शक्तिशाली	kraftigt	शक्तिशाली	ADV	N;NOM;MASC;SG;3
jødiske	यहूदी	jødisk	यहूदी	ADJ;PL	N;NOM;MASC;SG;3
grader	डिग्री	grad	डिग्री	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
medier	मिडिया	medie	मिडिया	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
medier	मीडिया	medie	मीडिया	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
real	असली	real	असली		ADJ;NOM
real	यथार्थ	real	यथार्थ		ADV
real	रीयल	real	रीयल		N;NOM;MASC;SG;3
real	वास्तविक	real	वास्तविक		ADJ;NOM
real	रियल	real	रियल		N;NOM;MASC;SG;3
lav	बनाओ	lav	बना	V;IMP	V;SBJV;SG;FIN;ACT
lav	मेक	lav	मेक	V;IMP	N;NOM;MASC;SG;3
lav	निम्न	lav	निम्न	V;IMP	
lav	कम	lav	कम	V;IMP	DET
skoler	विद्यालय	skole	विद्यालय	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
skoler	स्कूल	skole	स्कूल	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
deltager	भागीदार	deltage	भागीदार	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
deltager	उपस्थित	deltage	उपस्थित	V;IND;PRS;FIN;ACT	ADJ
deltager	प्रतियोगी	deltage	प्रतियोगी	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
frit	निशुल्क	frit	निशुल्क	ADV	N;NOM;MASC;SG;3
frit	मुफ्त	frit	मुफ्त	ADV	N;NOM;MASC;SG;3
frit	मुक्त	frit	मुक्त	ADV	ADJ
frit	फ्री	frit	फ्री	ADV	
frit	आजाद	frit	आजाद	ADV	PROPN;NOM;MASC;SG;3
frit	फ़्री	frit	फा्री	ADV	
sæsoner	मौसम	sæson	मौसम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
sæsoner	सीज़न	sæson	सीज़न	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
tabt	गुमशुदा	tabe	गुमशुदा	V;INDF;SG;PST;V.PTCP	
faste	उपवास	fast	उपवास	ADJ;PL	N;NOM;MASC;SG;3
faste	फिक्स्ड	fast	फिक्स्ड	ADJ;PL	PROPN;NOM;MASC;SG;3
argentina	अर्जेंटीना	argentina	अर्जेंटीना	PROPN	N;NOM;MASC;SG;3
argentina	अर्जेंटाइन	argentina	अर्जेंटाइन	PROPN	N;NOM;MASC;SG;3
procent	प्रतिशत	procent	प्रतिशत	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
procent	प्रतिशत	procent	प्रतिशत	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
lag	परतें	lag	परत	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
lag	परतों	lag	परत	N;INDF;NEUT;SG	N;ACC;FEM;PL;3
klassisk	शास्त्रीय	klassisk	शास्त्रीय	ADJ;INDF;SG	PROPN;NOM;SG;3
klassisk	क्लासिक	klassisk	क्लासिक	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
gennemført	पूर्ण	gennemføre	पूर्ण	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
gennemført	पूरा	gennemføre	पूरा	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
gennemført	समाप्त	gennemføre	समाप्त	V;INDF;SG;PST;V.PTCP	ADJ
tyrkiet	तुर्क	tyrki	तुर्क	PROPN	PROPN;NOM;MASC;SG;3
tyrkiet	तुर्की	tyrki	तुर्की	PROPN	PROPN;NOM;MASC;SG;3
tyrkiet	तुर्कों	tyrki	तुर्क	PROPN	N;ACC;MASC;PL;3
serier	श्रेणी	serie	श्रेणी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
afstand	अलहदा	afstand	अलहदा	N;INDF;MASC+FEM;SG	
fort	फोर्ट	fort	फोर्ट	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tilsyneladende	जाहिर	tilsyneladende	जाहिर	ADV	ADJ
windows	खिड़कियाँ	windows	खिड़की	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
bil	car	bil	car	N;INDF;MASC+FEM;SG	
forholdet	रिश्ते	forhold	रिश्ता	N;DEF;NEUT;SG	N;NOM;MASC;PL;3
forholdet	संबन्ध	forhold	संबन्ध	N;DEF;NEUT;SG	
basis	बेस	basis	बेस		N;NOM;MASC;SG;3
basis	आधार	basis	आधार		N;NOM;MASC;SG;3
basis	आधार	basis	आधार		N;NOM;MASC;SG;3
rettigheder	अधिकार	rettighed	अधिकार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
republikken	गणराज्य	republik	गणराज्य	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sætter	सेट	sætte	सेट	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
køre	ड्राइव	køre	ड्राइव	V;NFIN;ACT	N;NOM;MASC;SG;3
køre	ड्राइविंग	køre	ड्राइविंग	V;NFIN;ACT	N;NOM;FEM;SG;3
væsentlig	अनिवार्य	væsentlig	अनिवार्य	ADJ;INDF;MASC+FEM;SG	
sir	sir	sige	sir		PROPN;NOM;MASC;SG;3
sir	श्रीमान	sige	श्रीमान		PROPN;NOM;MASC;SG;3
sir	साहब	sige	साहब		
sir	महोदय	sige	महोदय		PROPN;NOM;MASC;SG;3
sir	सर	sige	सर		N;NOM;MASC;SG;3
forskel	फर्क	forskel	फर्क	N;INDF;MASC+FEM;SG	
forskel	अंतर	forskel	अंतर	N;INDF;MASC+FEM;SG	
koncert	टमटम	koncert	टमटम	N;INDF;MASC+FEM;SG	
koncert	गिग	koncert	गिग	N;INDF;MASC+FEM;SG	
planlagt	अनुसूचित	planlægge	अनुसूचित	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
planlagt	नियोजित	planlægge	नियोजित	V;INDF;SG;PST;V.PTCP	ADJ;NOM
ændrede	परिवर्तित	ændre	परिवर्तित	V;PL;PST;V.PTCP	ADJ
ændrede	बदला	ændre	बदल	V;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
svar	उत्तर	svar	उत्तर	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
svar	उत्तर	svar	उत्तर	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
green	हरित	gre	हरित		PROPN;NOM;MASC;SG;3
green	हरी	gre	हरा		ADJ;NOM;FEM;SG
green	हरा	gre	हरा		V;MASC;SG;V.PTCP;ACT
green	ग्रीन	gre	ग्रीन		
sachsen	sachsen	sachsen	आुठुआ	PROPN	N;NOM;MASC;SG;3
sachsen	सैक्सोनी	sachsen	सैक्सोनी	PROPN	PROPN;NOM;MASC;SG;3
rigtig	असली	rigtig	असली	ADV	ADJ;NOM
rigtig	रीयल	rigtig	रीयल	ADV	N;NOM;MASC;SG;3
rigtig	वास्तविक	rigtig	वास्तविक	ADV	ADJ;NOM
rigtig	रियल	rigtig	रियल	ADV	N;NOM;MASC;SG;3
naturlige	कुदरती	naturlig	कुदरती	ADJ;PL	
naturlige	प्राकृतिक	naturlig	प्राकृतिक	ADJ;PL	PROPN;NOM;SG;3
ejet	स्वामित्व	eje	स्वामित्व	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
eksisterende	मौजूदा	eksistere	मौजूदा	V;PRS;V.PTCP	PROPN;NOM;MASC;SG;3
publikum	दर्शक	publikum	दर्शक	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
hav	सागर	hav	सागर	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
hav	महासागर	hav	महासागर	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
kanalen	नहरों	kanal	नहर	N;DEF;MASC+FEM;SG	N;ACC;FEM;PL;3
kanalen	नहरें	kanal	नहर	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;3
kanalen	कनाल	kanal	कनाल	N;DEF;MASC+FEM;SG	
brian	ब्रायन	brian	ब्रायन		PROPN;NOM;MASC;SG;3
tilhørende	संबद्ध	tilhørende	संबद्ध	ADJ	PROPN;NOM;SG;3
kæmpe	दैत्य	kæmpe	दैत्य	ADJ	PROPN;NOM;MASC;SG;3
kæmpe	दानव	kæmpe	दानव	ADJ	N;NOM;MASC;SG;3
kæmpe	लड़	kæmpe	लड़	ADJ	V;ACT
kæmpe	झगडा	kæmpe	झगडा	ADJ	N;NOM;MASC;SG;3
kæmpe	लड़ाई	kæmpe	लड़ाई	ADJ	N;NOM;FEM;SG;3
kæmpe	लड़ो	kæmpe	लड़ो	ADJ	
lette	हल्का	let	हल्का	ADJ;PL	ADJ;NOM;MASC;SG
lette	सुकर	let	सुकर	ADJ;PL	
lette	आसानी	let	आसानी	ADJ;PL	N;NOM;FEM;SG;3
lejlighed	सपाट	lejlighed	सपाट	N;INDF;MASC+FEM;SG	
slet	हटाएँ	slet	हटा	ADV	V;SBJV;PL;FIN;ACT
nødvendigt	जरुरी	nødvendig	जरुरी	ADJ;INDF;NEUT;SG	ADP
julius	जूलियस	julius	जूलियस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
barcelona	बार्सिलोना	barcelona	बार्सिलोना		PROPN;NOM;MASC;SG;3
originale	मूल	original	मूल	ADJ;PL	N;NOM;MASC;SG;3
originale	मौलिक	original	मौलिक	ADJ;PL	
originale	मूल	original	मूल	ADJ;PL	N;NOM;MASC;SG;3
stoffer	ड्रग्स	stof	ड्रग्स	N;INDF;NEUT;PL	PROPN;NOM;MASC;SG;3
fyn	फ़नेन	fyn	फ़नेन	PROPN	PROPN;NOM;MASC;SG;3
tvunget	मजबूर	tvinge	मजबूर	V;INDF;SG;PST;V.PTCP	ADJ
grundlagde	स्थापित	grundlægge	स्थापित	V;IND;PST;FIN;ACT	ADJ
grundlagde	संस्थापित	grundlægge	संस्थापित	V;IND;PST;FIN;ACT	PROPN;NOM;SG;3
blomster	फूल	blomst	फूल	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
blomster	पुष्प	blomst	पुष्प	N;INDF;NEUT;PL	
elektrisk	इलेक्ट्रिकल	elektrisk	इलेक्ट्रिकल	ADJ;INDF;SG	N;NOM;MASC;SG;3
elektrisk	विद्युत	elektrisk	विद्युत	ADJ;INDF;SG	N;NOM;FEM;SG;3
elektrisk	विद्युत	elektrisk	विद्युत	ADJ;INDF;SG	N;NOM;FEM;SG;3
elektrisk	इलेक्ट्रिक	elektrisk	इलेक्ट्रिक	ADJ;INDF;SG	N;NOM
bronze	कांस्य	bronze	कांस्य	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
polske	पालिश	polsk	पालिश	ADJ;PL	
polske	पोलिश	polsk	पोलिश	ADJ;PL	PROPN;NOM;MASC;SG;3
polske	पॉलिश	polsk	पॉलिश	ADJ;PL	N;NOM;MASC;SG;3
statistik	आंकड़े	statistik	आंकड़ा	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
statistik	आँकड़े	statistik	आँकडा	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
christopher	क्रिस्टोफर	christopher	क्रिस्टोफर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kategorier	श्रेणी	kategori	श्रेणी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
fuldt	फुल	fuldt	फुल	ADV	
fuldt	पूर्ण	fuldt	पूर्ण	ADV	PROPN;NOM;MASC;SG;3
fuldt	पूरा	fuldt	पूरा	ADV	ADJ;NOM;MASC;SG
fjord	fjord	fjord	fjord	N;INDF;MASC+FEM;SG	
påvirket	बहकावे	påvirke	बहकावे	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
påvirket	प्रभावित	påvirke	प्रभावित	V;INDF;SG;PST;V.PTCP	ADJ
opnået	प्राप्त	opnå	प्राप्त	V;INDF;SG;PST;V.PTCP	ADJ
opnået	हासिल	opnå	हासिल	V;INDF;SG;PST;V.PTCP	ADJ
ring	अंगूठी	ring	अंगूठी	V;IMP	ADJ;NOM;FEM;SG
ring	रिंग	ring	रिंग	V;IMP	N;NOM;FEM;SG;3
ring	काल	ring	काल	V;IMP	N;NOM;MASC;SG;3
ring	कॉल	ring	कॉल	V;IMP	N;NOM;FEM;SG;3
roger	रोजर	roge	रोजर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
modeller	मॉडल	model	मॉडल	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
åben	खुला	åben	खुल	ADJ;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
åben	ओपन	åben	ओपन	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
åben	खोलें	åben	खोल	ADJ;INDF;MASC+FEM;SG	V;SBJV;PL;FIN;ACT
stjerner	तारे	stjerne	तारा	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
stjerner	सितारे	stjerne	सितारा	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
stjerner	तारें	stjerne	तारा	N;INDF;MASC+FEM;PL	V;SBJV;PL;3;FIN;ACT
dør	दरवाजे	dø	दरवाजा	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL;3
dør	दरवाजा	dø	दरवाजा	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
dør	दरवाज़ा	dø	दरवाज़ा	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
dør	द्वार	dø	द्वार	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
ske	चम्मच	ske	चम्मच	V;NFIN;ACT	N;NOM;MASC;SG;3
ske	चमचा	ske	चमचा	V;NFIN;ACT	
brand	अग्नि	brand	अग्नि	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
færdig	सम्पन्न	færdig	संपन्न	ADJ;INDF;MASC+FEM;SG	
færdig	सम्पन्न	færdig	संपन्न	ADJ;INDF;MASC+FEM;SG	
færdig	किया	færdig	कर	ADJ;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
senest	नवीनतम	senest	नवीनतम	ADV;RL	PROPN;NOM;MASC;SG;3
deltagere	प्रतियोगी	deltager	प्रतियोगी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
deltagere	प्रतिभागी	deltager	प्रतिभागी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
deltagere	भागीदार	deltager	भागीदार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
deltagere	उपस्थित	deltager	उपस्थित	N;INDF;MASC+FEM;PL	ADJ
pdf	पीडीएफ	pdf	पीडीएफ	V;IMP	PROPN;NOM;MASC;SG;3
pdf	पीडीएफ़	pdf	पीडीएफ़	V;IMP	PROPN;NOM;MASC;SG;3
begivenheder	ईवेंट	begivenhed	ईवेंट	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
begivenheder	कार्यक्रम	begivenhed	कार्यक्रम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mængder	आयतन	mængde	आयतन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
bjørn	भालू	bjørn	भालू	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
front	अग्र	front	अग्र	N;INDF;MASC+FEM;SG	
front	सामने	front	सामने	N;INDF;MASC+FEM;SG	ADV;NOM;MASC;SG;3
nærmere	करीब	nærmere	करीब	ADV;CMPR	PART
undervisning	पढ़ाने	undervisning	पढा	N;INDF;MASC+FEM;SG	V;NFIN;ACT
texas	टेक्सास	texas	टेक्सास	PROPN	PROPN;NOM;MASC;SG;3
hundrede	सौ	hundrede	सौ	N;INDF;NEUT;SG	NUM
numre	संख्या	nummer	संख्या	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
bord	टेबल	bord	टेबल	N;INDF;NEUT;SG	
bord	मेज़	bord	मेज	N;INDF;NEUT;SG	
bord	तालिका	bord	तालिका	N;INDF;NEUT;SG	
bord	बिसात	bord	बिसात	N;INDF;NEUT;SG	
nationalyears	nationalyears	nationaly	nationalyears		V;IPFV;PL;V.PTCP;ACT
amsterdam	एम्सटर्डम	amsterdam	एम्सटर्डम	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fremme	प्रचार	fremme	प्रचार	ADV	N;NOM;MASC;SG;3
fremme	तरक्की	fremme	तरक्की	ADV	N;NOM;FEM;SG;3
fremme	प्रमोशन	fremme	प्रमोशन	ADV	N;NOM;MASC;SG;3
fremme	प्रचार	fremme	प्रचार	ADV	N;NOM;MASC;SG;3
udsat	पर्दाफाश	udsætte	पर्दाफाश	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
udsat	उजागर	udsætte	उजागर	V;INDF;SG;PST;V.PTCP	ADJ
udsat	स्थगित	udsætte	स्थगित	V;INDF;SG;PST;V.PTCP	ADJ
muligheder	अवसर	mulighed	अवसर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
muligheder	विकल्प	mulighed	विकल्प	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
produkter	उत्पाद	produkt	उत्पाद	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
tilladelse	परमिट	tilladelse	परमिट	N;INDF;MASC+FEM;SG	
forfattere	लेखक	forfatter	लेखक	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
forfattere	रचयिता	forfatter	रचयिता	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
forfattere	लेखक	forfatter	लेखक	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
knap	बटन	knap	बटन	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
knap	मुश्किल	knap	मुश्किल	ADJ;INDF;MASC+FEM;SG	
ungdom	जवानी	ungdom	जवानी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
