obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
widział	είδα	widzieć	είδα	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
widział	είδε	widzieć	βλέπω	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
widział	πριόνι	widzieć	πριόνι	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;NEUT;SG
patrol	περίπολο	patrol	περίπολο	N;NOM;MASC;SG	N;ACC;FEM;SG
litera	επιστολή	liter	επιστολή	N;NOM;FEM;SG	N;ACC;FEM;SG
oznaczony	σημαδεμένος	oznaczyć	σημαδεμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
oznaczony	σηματοδότησε	oznaczyć	σηματοδοτώ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
control	έλεγχος	control	έλεγχος		N;NOM;MASC;SG
control	ελέγχου	control	έλεγχος		N;GEN;MASC;SG
control	ελεγχος	control	ελεγχος		N;NOM;MASC;SG
chóru	χορωδία	chór	χορωδία		N;NOM;FEM;SG
chóru	χορωδία	chór	χορωδία		N;NOM;FEM;SG
maroka	μαροκινή	marok	μαροκινός	PROPN;GEN;MASC;SG	ADJ;NOM;FEM;SG
athletic	αθλητικός	athletic	αθλητικός		ADJ;NOM;MASC;SG
athletic	αθλητική	athletic	αθλητικός		ADJ;NOM;FEM;SG
athletic	αθλητικό	athletic	αθλητικό		ADJ;NOM;NEUT;SG
aresztowania	συλλήψεις	aresztowanie	σύλληψη	N;GEN;NEUT;SG	N;NOM;FEM;PL
okien	windows	okno	windows		
okien	παραθύρων	okno	παράθυρος		N;GEN;NEUT;PL
okien	παράθυρα	okno	παράθυρα		N;NOM;NEUT;PL
karen	κάρεν	karen	κάρεν	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
karen	karen	karen	karen	PROPN;NOM;FEM;SG	
reorganizacji	αναδιοργάνωση	reorganizacja	αναδιοργάνωση	N;GEN;FEM;SG	N;NOM;FEM;SG
reorganizacji	αναδιοργάνωση	reorganizacja	αναδιοργάνωση	N;GEN;FEM;SG	N;NOM;FEM;SG
odpowiedni	ενδεδειγμένη	odpowiedni	ενδείκνυμαι	ADJ;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
odpowiedni	κατάλληλα	odpowiedni	κατάλληλα	ADJ;NOM;MASC;SG	ADV
odpowiedni	κατάλληλα	odpowiedni	κατάλληλα	ADJ;NOM;MASC;SG	ADV
odpowiedni	κατάλληλοι	odpowiedni	κατάλληλος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
śledztwo	διερεύνηση	śledztwo	διερεύνηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
enwiki	en	enwik	en		
wrc	wrc	wrzeć	wrc		
praktyczny	πρακτικά	praktyczny	πρακτικά	ADJ;NOM;MASC;SG	ADV
ograniczony	limited	ograniczyć	limited	ADJ;NOM;MASC;SG	
ograniczony	περιορισμένη	ograniczyć	περιορίζω	ADJ;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczony	περιορισμένα	ograniczyć	περιορίζω	ADJ;NOM;MASC;SG	ADV
ograniczony	περιορισμένο	ograniczyć	περιορίζω	ADJ;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ograniczony	περιορισμένος	ograniczyć	περιορισμένος	ADJ;NOM;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczony	περιορισμένη	ograniczyć	περιορίζω	ADJ;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczony	περιορισμένος	ograniczyć	περιορισμένος	ADJ;NOM;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczony	περιορισμένο	ograniczyć	περιορίζω	ADJ;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
arabskie	αραβικά	arabski	αραβικά	ADJ;NOM;NEUT;SG	
lewo	αριστερά	lewo	αριστερά		ADV
lewo	αριστερό	lewo	αριστερός		N;NOM;NEUT;SG
lewo	αριστερή	lewo	αριστερής		ADJ;NOM;FEM;SG
lewo	αριστερα	lewo	αριστέρα		ADV
dno	πάτος	dno	πάτος		N;NOM;NEUT;SG
dno	βυθό	dno	βυθός		N;NOM;NEUT;SG
kopenhadze	κοπεγχάγης	kopenhadz	κοπεγχάγη	PROPN;DAT;MASC;SG	PROPN;GEN;FEM;SG
kopenhadze	κοπεγχάγη	kopenhadz	κοπεγχάγη	PROPN;DAT;MASC;SG	PROPN;ACC;FEM;SG
wyścigi	αγωνιστική	wyścig	αγωνιστικός	N;NOM;MASC;PL	N;NOM;FEM;SG
wyścigi	αγωνιστικά	wyścig	αγωνιστικά	N;NOM;MASC;PL	ADV
holland	χόλαντ	holland	χόλαντ		
holland	holland	holland	holland		
halle	halle	hall	halle		
halle	χάλι	hall	χάλι		N;NOM;NEUT;SG
dotarły	έφτασα	dotrzeć	φτάνω	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
dotarły	έφτασε	dotrzeć	φτάνω	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sumy	άθροισμα	suma	άθροισμα		N;NOM;NEUT;SG
sumy	σύνολα	suma	σύνολο		N;NOM;NEUT;PL
bractwa	αδελφότητες	bractwo	αδελφότητα	N;ACC;NEUT;SG	N;NOM;FEM;PL
tajemnica	μυστικός	tajemnica	μυστικός	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
tajemnica	μυστική	tajemnica	μυστικός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
targ	αγορά	targa	αγορά	N;NOM;MASC;SG	N;ACC;FEM;SG
targ	αγορά	targa	αγορά	N;NOM;MASC;SG	N;ACC;FEM;SG
połączony	συνδεδεμένη	połączyć	συνδέδω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
połączony	συνδεδεμένοι	połączyć	συνδεδεμένοι	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
połączony	συνδέονται	połączyć	συνδέω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
połączony	συνδεδεμένος	połączyć	συνδεδεμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
połączony	συνδέθηκε	połączyć	συνδέκτω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kraina	ξηρά	kraina	ξηρά	N;NOM;FEM;SG	N;NOM;NEUT;PL
kraina	land	kraina	land	N;NOM;FEM;SG	
szeregi	σειρές	szereg	σειρός	N;ACC;MASC;SG	N;NOM;FEM;PL
szeregi	σειρα	szereg	σειρα	N;ACC;MASC;SG	N;NOM;FEM;SG
potrzebny	αναγκη	potrzebny	αναγκη	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
potrzebny	ανάγκη	potrzebny	ανάγκη	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
potrzebny	χρειαζόταν	potrzebny	χρειάζομαι	ADJ;NOM;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
mig	μιγκ	mig	μιγκ		N
oryginalna	πρωτότυπο	oryginalny	πρωτότυπο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
kanały	κανάλι	kanał	κανάλι	N;NOM;MASC;PL	N;NOM;NEUT;SG
kanały	channel	kanał	channel	N;NOM;MASC;PL	
inicjatorem	πρωτεργάτη	inicjator	πρωτεργάτης	N;INS;MASC;SG	N;ACC;MASC;SG
konklawe	κονκλάβιο	konklawy	κονκλάβιο	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
boczny	πλάγια	boczny	πλάγιο	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
zoo	ζωολογικό	zoo	ζωολογικός		ADJ;NOM;NEUT;SG
pokryta	καλύπτεται	pokryć	καλύπτω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
pokryta	καλυμμένοι	pokryć	καλύμμινος	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
pokryta	καλύπτονται	pokryć	καλύπτω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
pokryta	καλυμμένη	pokryć	καλύμμενος	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pokryta	καλυμμένο	pokryć	καλύμμενος	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
turner	turner	turner	turner		
turner	τέρνερ	turner	τέρνερ		
ambasady	πρεσβείες	ambasada	πρεσβεία	N;GEN;FEM;SG	N;NOM;FEM;PL
ambasady	πρεσβεία	ambasada	πρεσβεία	N;GEN;FEM;SG	N;NOM;FEM;SG
jefferson	τζέφερσον	jefferson	τζέφερσον	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
spartak	σπάρτακ	spartak	σπάρτω		
transmisji	μετάδοση	transmisja	μετάδοση	N;GEN;FEM;SG	N;ACC;FEM;SG
transmisji	διαβίβαση	transmisja	διαβίβαση	N;GEN;FEM;SG	N;ACC;FEM;SG
transmisji	μετάδοση	transmisja	μετάδοση	N;GEN;FEM;SG	N;ACC;FEM;SG
transmisji	εκπομπή	transmisja	εκπομπή	N;GEN;FEM;SG	N;ACC;FEM;SG
teodora	θεοδώρα	teodor	θεοδώρα		PROPN;NOM;FEM;SG
albrecht	άλμπρεχτ	albrecht	άλμπρεχτ	PROPN;NOM;MASC;SG	
kolonie	αποικίες	kolonie	αποικία	N;NOM;FEM;SG	N;NOM;FEM;PL
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	
wygrana	κερδίσει	wygrać	κερδίζω	N;NOM;FEM;SG	V;PFV;NFIN;ACT
wygrana	νίκη	wygrać	νίκη	N;NOM;FEM;SG	N;ACC;FEM;SG
wygrana	κέρδισε	wygrać	κερδίζω	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
wygrana	κερδίζεις	wygrać	κερδίζη	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
wygrana	νίκη	wygrać	νίκη	N;NOM;FEM;SG	N;ACC;FEM;SG
lekkie	ελαφρών	lekki	ελαφρός	ADJ;NOM;NEUT;SG	N;GEN;FEM;PL
lekkie	ελαφρύς	lekki	ελαφρύς	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
lekkie	ελαφρύ	lekki	ελαφρύ	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
regulamin	κανονισμός	regulamin	κανονισμός	N;ACC;MASC;SG	N;NOM;MASC;SG
regulamin	κανονισμού	regulamin	κανονισμός	N;ACC;MASC;SG	N;GEN;MASC;SG
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	
rachel	ρέιτσελ	rachel	ρέιτσελ	PROPN;NOM;FEM;SG	N;FEM;SG
flotylli	στολίσκο	flotylla	στολίσκο	N;GEN;FEM;SG	N;ACC;MASC;SG
wenecja	βενετία	wenecja	βενετία	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
sierżant	λοχία	sierżant	λοχία	N;NOM;MASC;SG	N;ACC;MASC;SG
bei	bei	być	bei		
skarb	πολύτιμος	skarb	πολύτιμος	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
skarb	πολύτιμο	skarb	πολύτιμο	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
skarb	πολύτιμη	skarb	πολύτιμος	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
skarb	πολύτιμοι	skarb	πολύτιμος	N;ACC;MASC;SG	ADJ;NOM;MASC;PL
skarb	πολύτιμα	skarb	πολύτιμα	N;ACC;MASC;SG	ADV
skarb	θησαυρός	skarb	θησαυρός	N;ACC;MASC;SG	N;NOM;MASC;SG
ogrody	κήπους	ogród	κήπος	N;NOM;MASC;PL	N;ACC;MASC;PL
prokurator	εισαγγελέα	prokurator	εισαγγελέας	N;NOM;MASC;SG	N;GEN;MASC;SG
piąta	πέμπτη	piąty	πέμπτη		N;ACC;FEM;SG
piąta	πέμπτος	piąty	πέμπτος		ADJ;NOM;MASC;SG
piąta	πέμπτο	piąty	πέμπτος		NUM;NOM;NEUT;SG
pamiętnik	ημερολόγιο	pamiętnik	ημερολόγιο	N;ACC;MASC;SG	N;NOM;NEUT;SG
pamiętnik	ημερολόγιο	pamiętnik	ημερολόγιο	N;ACC;MASC;SG	N;NOM;NEUT;SG
stawu	λιμνούλα	staw	λιμνούλα	N;GEN;MASC;SG	N;NOM;FEM;SG
stawu	λίμνη	staw	λίμνη	N;GEN;MASC;SG	N;NOM;FEM;SG
procedury	διαδικασίες	procedura	διαδικασία	N;ACC;FEM;PL	N;NOM;FEM;PL
procedury	διαδικασία	procedura	διαδικασία	N;ACC;FEM;PL	N;NOM;FEM;SG
disco	ντίσκο	disco	ντίσκο		N;NOM;FEM;SG
barona	βαρόνος	barona	βαρόνος	N;ACC;MASC;SG	N;NOM;MASC;SG
barona	βαρώνος	barona	βαρώνος	N;ACC;MASC;SG	N;NOM;MASC;SG
sumę	άθροισμα	suma	άθροισμα	N;ACC;FEM;SG	N;NOM;NEUT;SG
uczestniczyło	συμμετείχαν	uczestniczyć	συμμετέχω	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
prawny	νομικά	prawny	νομικά	ADJ;NOM;MASC;SG	ADV
cząsteczki	μορίων	cząsteczka	μορίο	N;NOM;FEM;PL	N;GEN;NEUT;PL
cząsteczki	σωματίδιο	cząsteczka	σωματίδιο	N;NOM;FEM;PL	N;NOM;NEUT;SG
fair	δίκαιος	fair	δίκαιος		ADJ;NOM;MASC;SG
fair	δίκαιο	fair	δίκαιο		N;NOM;NEUT;SG
fair	δίκαια	fair	δίκαιο		ADV
fair	δίκαιη	fair	δίκαιη		ADJ;NOM;FEM;SG
fair	πανηγύρι	fair	πανηγύρι		N;NOM;NEUT;SG
wstawić	ένθετο	wstawić	ένθετος	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
wstawić	εισαγωγή	wstawić	εισαγωγή	V;PFV;NFIN;ACT	N;NOM;FEM;SG
czysto	καθαρά	czysto	καθερά		ADV
czysto	αμιγώς	czysto	αμιγώς		ADV
czysto	σαφής	czysto	σαφής		ADJ;NOM;FEM;SG
czysto	σαφές	czysto	σαφής		ADJ;NOM;NEUT;SG
czysto	καθαρά	czysto	καθερά		ADV
objęcia	αγκαλιάζει	objęcie	αγκαλιάζω	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
objęcia	αγκαλιά	objęcie	αγκαλιά	N;NOM;NEUT;SG	N;ACC;FEM;SG
objęcia	αγκάλιασε	objęcie	αγκαλιάζω	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
plemiona	φυλές	plemię	φυλή	N;NOM;NEUT;SG	N;NOM;FEM;PL
nadzwyczajny	έκτακτα	nadzwyczajny	έκτακτα	ADJ;NOM;MASC;SG	ADV
nadzwyczajny	έκτακτη	nadzwyczajny	έκτακτος	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
linda	λίντα	linda	λίντα	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
musical	μουσικές	musical	μουσικός	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
virginia	βιρτζίνια	virginia	βιρτζίνιος		PROPN;NOM;FEM;SG
mistrzowie	μάστερς	mistrz	μάστερς	N;NOM;MASC;PL	NUM
drewno	ξυλείας	drewno	ξυλεία	N;NOM;NEUT;SG	N;GEN;FEM;SG
salvador	σαλβαδόρ	salvador	σαλβαδόρ	PROPN;NOM;MASC;SG	
bloków	μπλοκ	blok	μπλοκ	N;GEN;MASC;PL	N;NOM;NEUT;SG
bloków	τετράγωνα	blok	τετράγωνος	N;GEN;MASC;PL	ADV
wagner	βάγκνερ	wagner	βάγκνερ	PROPN;NOM;MASC;SG	
prasa	press	prasa	press	N;NOM;FEM;SG	
prasa	τύπου	prasa	τύπος	N;NOM;FEM;SG	N;GEN;MASC;SG
prasa	πατήστε	prasa	πατώ	N;NOM;FEM;SG	V;PFV;IND;PL;2;FIN;ACT
prasa	πάτα	prasa	πάτα	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
łańcuch	αλυσίδες	łańcuch	αλυσίδα	N;NOM;MASC;SG	N;NOM;FEM;PL
eso	eso	eso	eso	PROPN;NOM;MASC;SG	
grubość	πάχους	grubość	πάχος	N;NOM;FEM;SG	N;GEN;NEUT;SG
stevens	στήβενς	stevens	στήβην	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
stevens	στίβενς	stevens	στίβη	PROPN;NOM;MASC;SG	N;NOM;FEM;PL
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	
kapitał	κεφάλαιο	kapitał	κεφάλαιο	N;ACC;MASC;SG	N;NOM;NEUT;SG
kapitał	κεφαλαίου	kapitał	κεφάλαιο	N;ACC;MASC;SG	N;GEN;NEUT;SG
kapitał	πρωτεύουσα	kapitał	πρωτεύουσα	N;ACC;MASC;SG	N;NOM;FEM;SG
kapitał	κεφαλαίο	kapitał	κεφαλαίο	N;ACC;MASC;SG	N;NOM;NEUT;SG
monica	μόνικα	monica	μόνικα	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;FEM;SG
galaktyki	γαλαξίες	galaktyk	γαλαξία	N;ACC;FEM;PL	N;NOM;FEM;PL
galaktyki	γαλαξίας	galaktyk	γαλαξία	N;ACC;FEM;PL	N;NOM;MASC;SG
galaktyki	γαλαξία	galaktyk	γαλαξία	N;ACC;FEM;PL	N;NOM;MASC;SG
aktualny	νυν	aktualny	νυν	ADJ;NOM;MASC;SG	N
aktualny	ρεύμα	aktualny	ρεύμα	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
aktualny	τρέχουσες	aktualny	τρέχων	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
kontrola	ελέγχου	kontrola	έλεγχος	N;NOM;FEM;SG	N;GEN;MASC;SG
kontrola	επιθεώρησης	kontrola	επιθεώρηση	N;NOM;FEM;SG	N;GEN;FEM;SG
mieszane	μεικτή	mieszany	μεικτός	ADJ;NOM;NEUT;SG	PROPN;NOM;FEM;SG
mieszane	μεικτό	mieszany	μεικτός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
mieszane	μεικτά	mieszany	μεικτός	ADJ;NOM;NEUT;SG	ADV
mieszane	μεικτές	mieszany	μεικτός	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
dodaje	προσθήκες	dodawać	προσθήκη	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
typowo	τυπικά	typowo	τυπικά		ADV
typowo	τυπικές	typowo	τυπικός		ADJ;NOM;FEM;PL
typowo	τυπικά	typowo	τυπικά		ADV
typowo	τυπικός	typowo	τυπικός		ADJ;NOM;MASC;SG
typowo	τυπικό	typowo	τυπικός		ADJ;NOM;NEUT;SG
typowo	τυπική	typowo	τυπικός		ADJ;NOM;FEM;SG
warunek	όρος	warunek	όρος	N;ACC;MASC;SG	N;NOM;MASC;SG
zawieszenia	ανάρτηση	zawiesić	ανάρτηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zawieszenia	αναστολή	zawiesić	αναστολή	N;NOM;NEUT;SG	N;ACC;FEM;SG
zawieszenia	αναστολές	zawiesić	αναστολή	N;NOM;NEUT;SG	N;NOM;FEM;PL
naftowej	ακατέργαστο	naftowy	ακατέργαστος	ADJ;GEN;FEM;SG	N;NOM;NEUT;SG
naftowej	ακατέργαστη	naftowy	ακατέργαστος	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
naftowej	ακατέργαστα	naftowy	ακατέργαστα	ADJ;GEN;FEM;SG	N;NOM;NEUT;PL
naftowej	αργού	naftowy	αργού	ADJ;GEN;FEM;SG	N;GEN;NEUT;SG
koleje	σιδηρόδρομοι	kolej	σιδηρόδρομος	N;NOM;FEM;SG	N;NOM;MASC;PL
koleje	σιδηροδρόμων	kolej	σιδηρόδρομα	N;NOM;FEM;SG	N;GEN;MASC;PL
stowarzyszeń	σύλλογοι	stowarzyszenie	σύλλογος	N;GEN;NEUT;PL	ADJ;NOM;MASC;PL
stowarzyszeń	ενώσεις	stowarzyszenie	ένωση	N;GEN;NEUT;PL	N;NOM;FEM;PL
regina	ρετζίνα	regina	ρετζίνα	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
rozwiązany	επιλυθεί	rozwiązać	επιλύω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
rozwiązany	λυθεί	rozwiązać	λύνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
rozwiązany	λύθηκε	rozwiązać	λύνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
floryda	φλόριδα	floryd	φλόριδα		N;NOM;SG
floryda	florida	floryd	florida		
floryda	φλόριντα	floryd	φλόριν		
księżnej	δούκισσα	księżny	δούκισσα	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
geograficzny	γεωγραφικά	geograficzny	γεωγραφικά	ADJ;NOM;MASC;SG	ADV
geograficzny	γεωγραφικά	geograficzny	γεωγραφικά	ADJ;NOM;MASC;SG	ADV
wirnika	στροφείο	wirnik	στροφείο	N;ACC;MASC;SG	N;NOM;NEUT;SG
właścicielami	ιδιοκτήτες	właściciel	ιδιοκτήτης	N;INS;MASC;PL	N;NOM;MASC;PL
właścicielami	κάτοχοι	właściciel	κάτοχος	N;INS;MASC;PL	N;NOM;MASC;PL
wewnętrzny	εσωτερικές	wewnętrzny	εσωτερικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
wewnętrzny	εσωτερικό	wewnętrzny	εσωτερικό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
wewnętrzny	εσωτερικά	wewnętrzny	εσωτερικά	ADJ;NOM;MASC;SG	ADV
wewnętrzny	εσωτερικό	wewnętrzny	εσωτερικό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
jeana	jean	jeany	jean		
jeana	τζιν	jeany	τζεν		N;NOM;NEUT;SG
jeana	τζην	jeany	τζεν		
jeana	ζαν	jeany	ζαν		PROPN;NOM;MASC;SG
sex	σεξ	sex	σεξ		
sex	sex	sex	sex		
sex	φύλο	sex	φύλο		N;NOM;NEUT;SG
samców	αρσενικά	samc	αρσενικά		ADJ;NOM;NEUT;PL
zbrodnie	εγκλήματα	zbrodnie	έγκλημα	N;NOM;FEM;SG	N;NOM;NEUT;PL
zbrodnie	εγκληματικότητα	zbrodnie	εγκληματικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
filharmonii	φιλαρμονική	filharmonia	φιλαρμονικός	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
dar	νταρ	dar	νταρ	N;NOM;MASC;SG	
row	σειρά	row	σειρά		N;ACC;FEM;SG
row	κουπί	row	κουπί		N;NOM;NEUT;SG
row	ρόου	row	ρόος		N;VOC;MASC;SG
wewnętrzna	εσωτερικές	wewnętrzny	εσωτερικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
wewnętrzna	εσωτερικό	wewnętrzny	εσωτερικό	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
wewnętrzna	εσωτερικά	wewnętrzny	εσωτερικά	ADJ;NOM;FEM;SG	ADV
wewnętrzna	εσωτερικό	wewnętrzny	εσωτερικό	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
podróże	travel	podróż	travel	N;ACC;FEM;PL	
podróże	ταξίδια	podróż	ταξίδι	N;ACC;FEM;PL	N;NOM;NEUT;PL
podróże	ταξίδι	podróż	ταξίδι	N;ACC;FEM;PL	N;NOM;NEUT;SG
podróże	ταξιδεύουν	podróż	ταξιδεύω	N;ACC;FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
podróże	ταξίδια	podróż	ταξίδι	N;ACC;FEM;PL	N;NOM;NEUT;PL
podróże	ταξιδεύοντας	podróż	ταξιδεύω	N;ACC;FEM;PL	V;IPFV;V.CVB;ACT
podróże	ταξιδεύει	podróż	ταξιδεύω	N;ACC;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
podróże	ταξίδια	podróż	ταξίδι	N;ACC;FEM;PL	N;NOM;NEUT;PL
podróże	ταξιδεύοντας	podróż	ταξιδεύω	N;ACC;FEM;PL	V;IPFV;V.CVB;ACT
pokrywy	καλύμματα	pokrywy	καλύμμα	N;ACC;FEM;PL	N;NOM;NEUT;PL
pokrywy	εξώφυλλα	pokrywy	εξώφυλλα	N;ACC;FEM;PL	N;NOM;NEUT;PL
pokrywy	καλύπτει	pokrywy	καλύπτω	N;ACC;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
przekazano	διαβίβασε	przekazać	διαβιβάζω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
przekazano	ανατεθεί	przekazać	αναθέτω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NFIN;PASS
umieszczenie	τοποθέτηση	umieszczenie	τοποθέτηση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
kapłan	παπά	kapłan	παπά	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kapłan	ιερέα	kapłan	ιερία	N;NOM;MASC;SG	N;ACC;MASC;SG
aktów	πράξεις	aktów	πράξη	N;GEN;MASC;PL	N;NOM;FEM;PL
aglomeracji	οικισμούς	aglomeracja	οικισμός	N;GEN;FEM;SG	N;ACC;MASC;PL
aglomeracji	οικισμό	aglomeracja	οικισμός	N;GEN;FEM;SG	N;ACC;MASC;SG
pokrewne	σχετική	pokrewny	σχετικός		ADJ;NOM;FEM;SG
pokrewne	σχετικές	pokrewny	σχετικός		ADJ;NOM;FEM;PL
pokrewne	σχετικό	pokrewny	σχετικός		ADJ;NOM;NEUT;SG
artystyczna	καλλιτεχνικές	artystyczny	καλλιτεχνικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
artystyczna	καλλιτεχνικά	artystyczny	καλλιτεχνικά	ADJ;NOM;FEM;SG	ADV
orlando	ορλάντο	orlando	ορλάντος	N;NOM;NEUT;SG	
opinia	γνωμη	opinia	γνωμη	N;NOM;FEM;SG	N;VOC;FEM;SG
opinia	γνώμη	opinia	γνώμη	N;NOM;FEM;SG	N;ACC;FEM;SG
alessandro	αλεσάντρο	alessandro	αλεσάντρο	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pogoń	καταδίωξη	pogonić	καταδίωξη		N;ACC;FEM;SG
pogoń	κυνηγητό	pogonić	κυνηγητός		N;NOM;NEUT;SG
pogoń	τσέις	pogonić	τσέις		
pogoń	καταδίωξη	pogonić	καταδίωξη		N;ACC;FEM;SG
