סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
הזוכים	vinnare	הזוך	vinnare	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מנור	manor	מנור	mana	PROPN	N;NOM;INDF;MASC+FEM;PL
בטח	visst	בטח	viss		ADJ;NOM;INDF;NEUT;SG
קלט	indata	קלט	indat		N;NOM;INDF;NEUT;SG
קלט	inmatning	קלט	inmatning		N;NOM;INDF;MASC+FEM;SG
קלט	tillförsel	קלט	tillförsel		N;NOM;INDF;MASC+FEM;SG
קלט	input	קלט	input		N;NOM;INDF;MASC+FEM;SG
חינם	gratis	חינם	gratis	PROPN	ADJ;NOM
חינם	fri	חינם	fri	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
חינם	free	חינם	free	PROPN	V;IMP;FIN;ACT
חינם	ledig	חינם	ledig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
חינם	fritt	חינם	fri	PROPN	ADV
חינם	fria	חינם	fri	PROPN	ADJ;NOM;PL
ריגול	spionerar	ריגול	spionera	N;MASC;SG	V;IND;PRS;FIN;ACT
ריגול	spionera	ריגול	spionera	N;MASC;SG	V;IMP;FIN;ACT
ריגול	spy	ריגול	spy	N;MASC;SG	V;IMP;FIN;ACT
ריגול	spionera	ריגול	spionera	N;MASC;SG	V;IMP;FIN;ACT
עשן	röker	עשן	röka	N;MASC;SG	V;IND;PRS;FIN;ACT
עשן	röka	עשן	röka	N;MASC;SG	V;IMP;NFIN;ACT
מקסים	härligt	מקסים	härlig	PROPN	ADJ;NOM;INDF;NEUT;SG
מקסים	ljuvlig	מקסים	ljuvlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מקסים	ljuvliga	מקסים	ljuvlig	PROPN	ADJ;NOM;PL
מקסים	underbart	מקסים	underbar	PROPN	ADJ;NOM;INDF;NEUT;SG
מקסים	härlig	מקסים	härlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מקסים	ljuvligt	מקסים	ljuvlig	PROPN	ADJ;NOM;INDF;NEUT;SG
מקסים	bedårande	מקסים	bedåra	PROPN	ADJ;NOM;PRS;V.PTCP
מקסים	maxim	מקסים	maxim	PROPN	N;NOM;INDF;MASC+FEM;SG
מקסים	charming	מקסים	charming	PROPN	N;NOM;INDF;MASC+FEM;SG
מקסים	charmig	מקסים	charmig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מקסים	charmerande	מקסים	charmerande	PROPN	ADJ;NOM;PRS;V.PTCP
קסטיליה	kastilien	קסטיליה	kastilien	PROPN	PROPN;NOM
רעות	bad	רעות	be	PROPN	V;IMP;FIN;ACT
רעות	dåligt	רעות	dålig	PROPN	ADJ;NOM;INDF;NEUT;SG
רעות	dåliga	רעות	dålig	PROPN	ADJ;NOM;PL
רעות	dålig	רעות	dålig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
החלפה	byt	החלפה	byta	N;FEM;SG	V;IMP;FIN;ACT
החלפה	strömbrytare	החלפה	strömbrytare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
החלפה	byta	החלפה	byta	N;FEM;SG	V;NFIN;ACT
החלפה	växla	החלפה	växla	N;FEM;SG	V;IMP;NFIN;ACT
החלפה	byt	החלפה	byta	N;FEM;SG	V;IMP;FIN;ACT
החלפה	byta	החלפה	byta	N;FEM;SG	V;NFIN;ACT
חזן	cantor	חזן	cantor	PROPN	PROPN;NOM
העקרונות	principerna	העקרונות	princip	PROPN	N;NOM;DEF;MASC+FEM;PL
העקרונות	principer	העקרונות	princip	PROPN	N;NOM;INDF;MASC+FEM;PL
פקודות	order	פקודה	ord	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
מינימלי	minimala	מינימלי	minimal	N;MASC;SG	ADJ;NOM;PL
מינימלי	minimal	מינימלי	minimal	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
מינימלי	minimalt	מינימלי	minimal	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
בודדות	ensamt	בודד	ensam	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
בודדות	ensam	בודד	ensam	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
אונו	ono	און	ono	PROPN	PROPN;NOM
אונו	uno	און	uno	PROPN	PROPN;NOM
מוכנה	klara	מוכן	klar	ADJ;FEM;SG	ADJ;NOM;PL
מוכנה	redo	מוכן	redo	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
מוכנה	färdiga	מוכן	färdig	ADJ;FEM;SG	ADJ;NOM;PL
וינסנט	vincent	וינסנט	vincent	PROPN	N;NOM;INDF;MASC+FEM;SG
המאמינים	troende	המאמין	troende	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
יפים	vacker	יפה	vacker	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
יפים	vackert	יפה	vacker	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
קיצונית	radikal	קיצוני	radikal	ADV	ADJ;NOM;INDF;MASC+FEM;SG
קיצונית	radikala	קיצוני	radikal	ADV	ADJ;NOM;PL
קיצונית	extrem	קיצוני	extrem	ADV	ADJ;NOM;INDF;MASC+FEM;SG
קיצונית	extrema	קיצוני	extrem	ADV	ADJ;NOM;PL
זוגי	par	זוג	par		N;NOM;INDF;NEUT;SG
זוגי	dubbel	זוג	dubbel		ADJ;NOM;INDF;MASC+FEM;SG
זוגי	dubbla	זוג	dubbel		ADJ;NOM;PL
רוקח	apotekare	רוקח	apotekare	PROPN	N;NOM;INDF;MASC+FEM;PL
רוקח	farmaceut	רוקח	farmaceut	PROPN	N;NOM;INDF;MASC+FEM;SG
רוקח	apotekare	רוקח	apotekare	PROPN	N;NOM;INDF;MASC+FEM;PL
יוטה	utah	יוטה	utah	N;FEM;SG	PROPN;NOM
צאצאים	avkomman	צאצאי	avkomma	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
צאצאים	avkomma	צאצאי	avkomma	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
צאצאים	efterkommande	צאצאי	efterkommande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
צדדי	sidlinjen	צד	sidlinje	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
מאלו	malo	מאלו	malo		N;NOM;INDF;MASC+FEM;SG
אישורים	tillstånd	אישורים	tillstånd	N;MASC;PL	N;NOM;INDF;NEUT;SG
מקדוניה	makedonien	מקדוניה	makedoni	PROPN	PROPN;NOM
תוקן	reparerade	תוקן	reparera	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
תוקן	fixerad	תוקן	fixerad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
תוקן	fasta	תוקן	fast	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL
תוקן	åtgärdat	תוקן	åtgärda	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
תוקן	fast	תוקן	fast	V;MASC;SG;3;PST;PASS	ADV
תוקן	fixat	תוקן	fixat	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG
תוקן	rättade	תוקן	rätta	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;ACT
תוקן	korrigerade	תוקן	korrigera	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
תוקן	korrigerat	תוקן	korrigera	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
תוקן	rättat	תוקן	rätta	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתיישבים	kolonister	התיישב	kolonist	V;MASC;PL;V.PTCP	N;NOM;INDF;MASC+FEM;PL
מתיישבים	nybyggare	התיישב	nybygg	V;MASC;PL;V.PTCP	N;NOM;INDF;MASC+FEM;PL
מתיישבים	bosättare	התיישב	bosättare	V;MASC;PL;V.PTCP	N;NOM;INDF;MASC+FEM;PL
רויאל	kungliga	רויאל	kunglig	PROPN	ADJ;NOM;PL
רויאל	royal	רויאל	royal	PROPN	N;NOM;INDF;MASC+FEM;SG
רויאל	kunglig	רויאל	kunglig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
רויאל	kungligt	רויאל	kunglig	PROPN	ADJ;NOM;INDF;NEUT;SG
נחיתה	landar	נחיתה	landa	N;FEM;SG	V;IND;PRS;FIN;ACT
גלם	råa	גלם	råa	N;MASC;SG	ADJ;NOM;PL
גלם	rått	גלם	råda	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
גלם	obehandlad	גלם	obehandlad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
יצרני	produktivt	יצרן	produktiv	PROPN	ADJ;NOM;INDF;NEUT;SG
יצרני	produktiv	יצרן	produktiv	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
יצרני	produktiva	יצרן	produktiv	PROPN	ADJ;NOM;PL
יצרני	tillverkare	יצרן	tillverkare	PROPN	N;NOM;INDF;MASC+FEM;PL
יצרני	tillverkarna	יצרן	tillverkare	PROPN	N;NOM;DEF;MASC+FEM;PL
מתכנן	planering	תכנן	planering	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מתכנן	planerare	תכנן	planerare	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
נתקלו	mötte	נתקל	mötte	V;PL;3;PST;MID	V;IND;PST;FIN;ACT
נתקלו	påträffats	נתקל	påträffa	V;PL;3;PST;MID	V;V.CVB;PASS
נשאו	medföras	נשא	medföra	V;PL;3;PST	V;IND;PRS;FIN;PASS
הגה	rodret	הגה	rodr	V;MASC;SG;3;PST;ACT	N;NOM;DEF;NEUT;SG
הגה	roder	הגה	rod	V;MASC;SG;3;PST;ACT	N;NOM;INDF;NEUT;SG
מרשימה	imponerande	מרשים	imponerande	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
זכריה	sakarias	זכריה	sakaria	PROPN	PROPN;NOM
מתוכנן	planerad	תוכנן	planera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתוכנן	planerade	תוכנן	planera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מתוכנן	planerad	תוכנן	planera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתוכנן	planerat	תוכנן	planera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתוכנן	utformade	תוכנן	utforma	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מתוכנן	designad	תוכנן	designad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתוכנן	utformat	תוכנן	utforma	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתוכנן	utformad	תוכנן	utforma	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתוכנן	designat	תוכנן	designad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתוכנן	konstruerad	תוכנן	konstruerad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הוחלפו	ersatta	הוחלף	ersätta	V;PL;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
הוחלפו	ersätts	הוחלף	ersätta	V;PL;3;PST;PASS	V;IND;PRS;FIN;PASS
הוחלפו	ersatte	הוחלף	ersätta	V;PL;3;PST;PASS	V;IND;PST;FIN;ACT
הוחלפו	ersatt	הוחלף	ersatt	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הוחלפו	utbytt	הוחלף	utbytt	V;PL;3;PST;PASS	N;NOM;INDF;MASC+FEM;SG
הוחלפו	bytt	הוחלף	byta	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הוחלפו	bytte	הוחלף	byta	V;PL;3;PST;PASS	V;IND;PST;FIN;ACT
נדירה	sällsynta	נדיר	sällsynta	ADJ;FEM;SG	ADJ;NOM;PL
תחליף	substitut	החליף	substitut	V;FEM;SG;3;FUT;ACT	N;NOM;INDF;NEUT;SG
טרומן	truman	טרומן	truman	PROPN	PROPN;NOM
אינסוף	oändlig	אינסוף	oändlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
אינסוף	oändligt	אינסוף	oändlig	N;MASC;SG	ADV
אינסוף	oändliga	אינסוף	oändlig	N;MASC;SG	ADJ;NOM;PL
אינסוף	oändligt	אינסוף	oändlig	N;MASC;SG	ADV
יוהנס	johannes	הוהנס	johan	PROPN	PROPN;NOM
שליטי	härskare	שליטי	härskare	PROPN	N;NOM;INDF;MASC+FEM;PL
זן	zen	זן	zen		N;NOM;INDF;MASC+FEM;SG
זן	djurart	זן	djur		ADJ;NOM;INDF;MASC+FEM;SG
זן	art	זן	art		N;NOM;INDF;MASC+FEM;SG
זן	arter	זן	art		N;NOM;INDF;MASC+FEM;PL
הריין	rhen	הריין	rhen	PROPN	PROPN;NOM
הידרו	vattenkraft	הידר	vattenkraft	PROPN	N;NOM;INDF;MASC+FEM;SG
הידרו	hydro	הידר	hydro	PROPN	N;NOM;INDF;MASC+FEM;SG
ניירות	papper	נייר	papper	N;MASC;PL	N;NOM;INDF;NEUT;SG
המציא	påhittad	המציא	påhittad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
המציא	uppfanns	המציא	uppfanna	V;MASC;SG;3;PST;ACT	V;IND;FIN;PASS
שנאה	avskydde	שנאה	avskydd	N;FEM;SG	V;IND;PST;FIN;ACT
שנאה	hatade	שנאה	hata	N;FEM;SG	V;PST;V.PTCP;ACT
שנאה	hatad	שנאה	hata	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שנאה	hata	שנאה	hata	N;FEM;SG	V;IMP;FIN;ACT
שנאה	hatar	שנאה	hata	N;FEM;SG	V;IND;PRS;FIN;ACT
אפריקאי	afrikanskt	אפריקאי	afrikansk	PROPN	ADJ;NOM;INDF;NEUT;SG
אפריקאי	afrikaner	אפריקאי	afrikan	PROPN	N;NOM;INDF;MASC+FEM;PL
אפריקאי	afrikansk	אפריקאי	afrikansk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אפריקאי	afrikanska	אפריקאי	afrikansk	PROPN	ADJ;NOM;PL
פרדי	freddie	פרדי	freddie	PROPN	PROPN;NOM
פרדי	freddy	פרדי	freddy	PROPN	PROPN;NOM
סחורות	gods	סחורה	god	N;FEM;PL	N;NOM;INDF;NEUT;SG
טלסקופ	teleskop	טלסקופ	teleskop	PROPN	N;NOM;INDF;NEUT;SG
אסי	asi	אסי	asi	PROPN	N;NOM;INDF;NEUT;SG
אסי	assi	אסי	assi	PROPN	PROPN;NOM
קרניים	strålar	קרן	stråla	N;FEM;DU	N;NOM;INDF;MASC+FEM;PL
קרניים	hornen	קרן	horn	N;FEM;DU	N;NOM;DEF;NEUT;PL
קרניים	horn	קרן	horn	N;FEM;DU	PROPN;NOM
עומס	ladda	עומס	ladda	N;MASC;SG	V;IMP;FIN;ACT
המחוקקת	lagstiftande	המחוקק	lagstiftande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
אדיר	grymt	אדיר	grymma		ADJ;NOM;INDF;NEUT;SG
אדיר	häftig	אדיר	häftig		ADJ;NOM;INDF;MASC+FEM;SG
אדיר	häftigt	אדיר	häftig		ADJ;NOM;INDF;NEUT;SG
אדיר	grym	אדיר	grym		ADJ;NOM;INDF;MASC+FEM;SG
נספו	omkom	נספה	omkom	V;PL;3;PST;MID	V;IMP;PST;FIN;ACT
טומי	tommy	טומי	tommy	PROPN	PROPN;NOM
אום	umm	אום	umm	PROPN	N;NOM;INDF;NEUT;SG
עותק	kopiera	עותק	kopiera	N;MASC;SG	V;IMP;FIN;ACT
מתקשה	kämpande	התקשה	kämpande	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
קיסרי	kejserliga	קיסרי	kejserlig	PROPN	ADJ;NOM;PL
קיסרי	imperial	קיסרי	imperial	PROPN	N;NOM;INDF;MASC+FEM;SG
תקפה	giltigt	תקפה	giltig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
תקפה	giltiga	תקפה	giltig	N;FEM;SG	ADJ;NOM;PL
תקפה	giltig	תקפה	giltig	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
אוהדי	fläktar	אוהד	fläkta	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
אוהדי	fans	אוהד	fins	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
פיוטר	piotr	פיוטר	piotr	PROPN	PROPN;NOM
פיוטר	pjotr	פיוטר	pjotr	PROPN	PROPN;NOM
משקה	drick	משקה	drick	N;MASC;SG	V;IMP;FIN;ACT
משקה	dricker	משקה	drick	N;MASC;SG	V;IND;PRS;FIN;ACT
משקה	supa	משקה	supa	N;MASC;SG	V;IMP;FIN;ACT
משקה	dricka	משקה	dricka	N;MASC;SG	V;IMP;NFIN;ACT
עממי	folk	עממי	folk		N;NOM;INDF;NEUT;PL
ואחריו	följs	ואחריו	följa		V;IND;PRS;FIN;PASS
ואחריו	följde	ואחריו	följa		V;IND;PST;FIN;ACT
ואחריו	följt	ואחריו	följa		V;V.CVB;ACT
דיר	deir	דיר	de	PROPN	N;NOM;INDF;MASC+FEM;SG
תהילה	berömmelse	תהילה	berömmelse	PROPN	N;NOM;INDF;MASC+FEM;SG
תהילה	fame	תהילה	fam	PROPN	N;NOM;INDF;MASC+FEM;SG
תהילה	ära	תהילה	ära	PROPN	N;NOM;INDF;MASC+FEM;SG
תהילה	härlighet	תהילה	härlighet	PROPN	N;NOM;INDF;MASC+FEM;SG
תהילה	glory	תהילה	glory	PROPN	N;NOM;INDF;MASC+FEM;SG
אחורה	rygg	אחורה	rygg	ADV	N;NOM;INDF;MASC+FEM;SG
אחורה	backa	אחורה	backa	ADV	V;IMP;FIN;ACT
סיפק	förutsatt	סיפק	förutsatt	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
סיפק	tillhandahålls	סיפק	tillhandahålla	V;MASC;SG;3;PST;ACT	V;IND;PRS;FIN;PASS
סיפק	levererat	סיפק	levererad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
סיפק	levereras	סיפק	leverera	V;MASC;SG;3;PST;ACT	V;IND;FIN;PASS
פלשו	invaderade	פלש	invadera	V;PL;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
פלשו	invaderat	פלש	invadera	V;PL;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בתודה	tacksamt	בתודה	tacksam	PROPN	ADJ;NOM;INDF;NEUT;SG
משלים	kompletterar	משל	komplettera	N;MASC;SG	V;IND;PRS;FIN;ACT
משלים	komplettera	משל	komplettera	N;MASC;SG	V;IMP;NFIN;ACT
משלים	fullföljer	משל	fullfölja	N;MASC;SG	V;IND;PRS;FIN;ACT
משלים	kompletterande	משל	komplettera	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
אחרונים	senast	אחרון	senast	ADJ;MASC;PL	ADV;RL
אחרונים	sist	אחרון	sist	ADJ;MASC;PL	ADV;RL
אחרונים	nyligen	אחרון	nyligen	ADJ;MASC;PL	ADV
הדנובה	donau	הדנובה	donau	PROPN	N;NOM;INDF;MASC+FEM;SG
דרשה	krävt	דרשה	kräva	N;FEM;SG	V;V.CVB;ACT
דרשה	krävde	דרשה	kräva	N;FEM;SG	V;IND;PST;FIN;ACT
ראשונית	preliminära	None	preliminär	ADV	ADJ;NOM;PL
ראשונית	preliminär	None	preliminär	ADV	ADJ;NOM;INDF;MASC+FEM;SG
ארנון	arnon	ארנון	arnon	PROPN	N;NOM;INDF;MASC+FEM;SG
ספנסר	spencer	ספנסר	spencer	PROPN	PROPN;NOM
ספנסר	spenser	ספנסר	spens	PROPN	N;NOM;INDF;MASC+FEM;PL
נור	nur	נור	nur	PROPN	V;IMP;FIN;ACT
נור	noor	נור	noor	PROPN	PROPN;NOM
דנים	danskt	דן	danskt	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
דנים	dansk	דן	dansk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
דנים	danska	דן	dansk	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
דנים	diskutera	דן	diskutera	N;MASC;PL	V;IMP;FIN;ACT
דנים	diskuterar	דן	diskutera	N;MASC;PL	V;IND;PRS;FIN;ACT
דנים	denim	דן	denim	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
בוגרת	vuxna	בוגר	vuxen	N;FEM;SG	ADJ;NOM;PL
בוגרת	moget	בוגר	mogen	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
בוגרת	mogen	בוגר	mogen	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
בוגרת	mogna	בוגר	mogen	N;FEM;SG	ADJ;NOM;PL
אחיינו	systerson	אחיין	systerson	PROPN	N;NOM;INDF;MASC+FEM;SG
אחיינו	brorson	אחיין	brorson	PROPN	N;NOM;INDF;MASC+FEM;SG
אחיינו	syskonbarn	אחיין	syskonbarn	PROPN	N;NOM;INDF;NEUT;PL
שייכות	relevant	שייכות	relevant	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
טכנולוגית	teknologisk	טכנולוגיה	teknologisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
טכנולוגית	teknologiska	טכנולוגיה	teknologisk	N;FEM;SG	ADJ;NOM;PL
טכנולוגית	tekniska	טכנולוגיה	teknisk	N;FEM;SG	ADJ;NOM;PL
הגלריה	galleriet	הגלריה	galleri	PROPN	N;NOM;DEF;NEUT;SG
הגלריה	galleri	הגלריה	galleri	PROPN	N;NOM;INDF;NEUT;SG
פאן	pan	פאן	pan		N;NOM;INDF;MASC+FEM;SG
עונשין	påföljd	עונש	påföljd	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
עונשין	straff	עונש	straff	N;MASC;PL	N;NOM;INDF;NEUT;SG
קון	con	קון	con	PROPN	N;NOM;INDF;MASC+FEM;SG
קני	kenny	קני	kenny		PROPN;NOM
סעיפים	räknar	סעיף	räkna	N;MASC;PL	V;IND;PRS;FIN;ACT
סעיפים	räknas	סעיף	räkna	N;MASC;PL	V;IND;NFIN;PASS
הפער	mellanrum	הפער	mellanrum		N;NOM;INDF;NEUT;SG
הפער	lucka	הפער	lucka		N;NOM;INDF;MASC+FEM;SG
הפער	gap	הפער	gap		N;NOM;INDF;NEUT;SG
שהתגלה	upptäckt	שהגלל	upptäcka	V;MASC;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שהתגלה	upptäckta	שהגלל	upptäckt	V;MASC;SG;3;PST	ADJ;NOM;PL;PST;V.PTCP
להביס	nederlag	הביס	nederlag	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
אנטוניוס	antonius	אנטוניוס	antonius	PROPN	PROPN;NOM
בלוך	bloch	בלוך	bloch	PROPN	PROPN;NOM
הרצועה	koppel	הרצועה	koppel		N;NOM;INDF;NEUT;SG
הרצועה	bandet	הרצועה	band		N;NOM;DEF;NEUT;SG
דשא	gräs	דשא	gräs		N;NOM;INDF;NEUT;SG
פרידה	skiljas	פרידה	skilja	N;FEM;SG	V;NFIN;PASS
פרידה	frida	פרידה	frida	N;FEM;SG	PROPN;NOM
טונות	ton	טונה	ton	N;FEM;PL	N;NOM;INDF;NEUT;SG
טונות	massvis	טונה	massvis	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
התמקד	fokuserat	התמקד	fokusera	V;MASC;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התמקד	fokuserade	התמקד	fokusera	V;MASC;SG;3;PST	ADJ;NOM;PL;PST;V.PTCP
התמקד	fokuserad	התמקד	fokuserad	V;MASC;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מעצב	designer	מעצב	design		N;NOM;INDF;MASC+FEM;PL
מעצב	formgivare	מעצב	formgivare		N;NOM;INDF;MASC+FEM;PL
מבצעית	operationella	מבצעי	operationell	ADV	ADJ;NOM;PL
מבצעית	operativa	מבצעי	operativ	ADV	ADJ;NOM;PL
מבצעית	operativ	מבצעי	operativ	ADV	N;NOM;INDF;MASC+FEM;SG
מבצעית	operativt	מבצעי	operativ	ADV	ADJ;NOM;INDF;NEUT;SG
חתך	skär	חתך	skära		V;IMP;FIN;ACT
חתך	cut	חתך	cut		N;NOM;INDF;MASC+FEM;SG
חתך	skära	חתך	skära		V;IMP;FIN;ACT
חתך	klippt	חתך	klippa		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
חתך	klippa	חתך	klippa		V;IMP;FIN;ACT
חתך	snittet	חתך	snitte		N;NOM;DEF;NEUT;SG
חתך	snitt	חתך	snitta		N;NOM;INDF;NEUT;SG
דטרויט	detroit	דטרויט	detroit	PROPN	PROPN;NOM
גלוי	synliga	גלוי	synlig	ADJ;MASC;SG	ADJ;NOM;PL
הקוונטים	quantum	הקוונט	quantum	N;MASC;PL	N;NOM;INDF;NEUT;SG
חשיפת	utsätta	חשיפה	utsätta	N;FEM;SG	V;IMP;FIN;ACT
חשיפת	exponera	חשיפה	exponera	N;FEM;SG	V;IMP;FIN;ACT
הסוחר	merchant	הסוחר	merchant		N;NOM;INDF;MASC+FEM;SG
דיגיטלי	digitala	דיגיטלי	digital	PROPN	ADJ;NOM;PL
דיגיטלי	digitalt	דיגיטלי	digital	PROPN	N;NOM;INDF;NEUT;SG
דיגיטלי	digital	דיגיטלי	digital	PROPN	N;NOM;INDF;MASC+FEM;SG
אסטרטגית	strategiska	אסטרטגי	strategisk	ADV	ADJ;NOM;PL
אסטרטגית	strategisk	אסטרטגי	strategisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
אסטרטגית	strategiskt	אסטרטגי	strategisk	ADV	ADJ;NOM;INDF;NEUT;SG
צירים	arbetarpartiet	ציר	arbetarparti	N;MASC;PL	N;NOM;DEF;NEUT;SG
צירים	arbetskraft	ציר	arbetskraft	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
עוזרת	hjälper	עוזר	hjälpa	ADJ;FEM;SG	V;IND;PRS;FIN;ACT
עוזרת	hjälpa	עוזר	hjälpa	ADJ;FEM;SG	V;IMP;FIN;ACT
עוזרת	biträdande	עוזר	biträdande	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
עוזרת	assistent	עוזר	assistent	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
הוקי	ishockey	הוקי	ishockey	PROPN	N;NOM;INDF;MASC+FEM;SG
הוקי	hockey	הוקי	hockey	PROPN	N;NOM;INDF;MASC+FEM;SG
בפנים	inside	בפנים	inside		N;NOM;INDF;MASC+FEM;SG
בפנים	inomhus	בפנים	inomhus		ADV
בפנים	inne	בפנים	inne		ADV
בפנים	insidan	בפנים	insida		N;NOM;DEF;MASC+FEM;SG
בפנים	inuti	בפנים	inuti		N;NOM;INDF;MASC+FEM;SG
חרדה	angelägen	חרדה	angelägen	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
