van	f	van	!	ADP	
alfred	الفريد	alfred	فَرِيد	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
muur	وول	muur	وُول	N;MASC+FEM;SG	
dacht	الفكر	denken	فِكر	V;SG;PST;FIN	N;NOM;DEF;SG
dacht	ظن	denken	ظِن	V;SG;PST;FIN	
meisje	بنت	meisje	بَنَى	N;NEUT;SG	V;PFV;FEM;SG;3;ACT
verscheidene	عدة	verscheidene	عِدَّة	ADJ	N;NOM;INDF;SG
been	ساق	been	سَاق	N;NEUT;SG	
modellen	موديلات	model	مُودِيل	N;PL	
liever	بالاحرى	liever	بالاحرى	ADV	N;NOM;DEF;SG
gezicht	وجه	gezicht	وَجَّه	N;NEUT;SG	V;PFV;MASC;SG;3;ACT
gezicht	واجه	gezicht	وَاجَه	N;NEUT;SG	V;PFV;MASC;SG;3;ACT
ingedeeld	مصنف	indelen	مَصنَف	V;V.PTCP	N;NOM;INDF;SG
latijn	اللاتينية	latijn	اللاتينية	N;NEUT;SG	
latijn	لاتينية	latijn	لاتينية	N;NEUT;SG	ADJ;NOM;INDF;FEM;SG
racing	سباقات	racing	سِبَاقَة	N;MASC+FEM;SG	N;NOM;INDF;PL
racing	السباقات	racing	سِبَاقَة	N;MASC+FEM;SG	N;NOM;DEF;PL
uitgeschakeld	تعطيل	uitschakelen	تَعطِيل	V;V.PTCP	N;NOM;INDF;SG
uitgeschakeld	المعوقين	uitschakelen	مُعَوَّق	V;V.PTCP	ADJ;ACC;DEF;MASC;PL
uitgeschakeld	معطل	uitschakelen	مُعطَل	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
elisabeth	اليزابيث	elisabeth	أَلِيزَابِيث	N;MASC+FEM;SG	
veroordeeld	ادان	veroordelen	أَدَان	V;V.PTCP	
veroordeeld	مدان	veroordelen	مَدَّان	V;V.PTCP	N;NOM;INDF;SG
veroordeeld	ادين	veroordelen	أَدِين	V;V.PTCP	
veroordeeld	مدان	veroordelen	مَدَّان	V;V.PTCP	N;NOM;INDF;SG
delft	d	delvt	!	PROPN;NEUT;SG	
lagere	اخفض	laag	خَفض	ADJ;CMPR	
lagere	ادنى	laag	أَدنَى	ADJ;CMPR	
argumenten	حجج	argument	حَجج	N;PL	
betaald	مدفوع	betalen	مَدفُوع	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
directe	مباشرة	direct	مُبَاشَرَة	ADJ	N;NOM;INDF;SG
directe	di	direct	مَثّ	ADJ	
png	png	png	مُثَّة	N;MASC+FEM;SG	
kim	كيم	kimlen	كِيم	N;MASC+FEM;SG	
korea	كوريا	korea	كُورِيَا	PROPN;NEUT;SG	
arabische	بالعربي	arabisch	بالعربي	ADJ	N;NOM;DEF;SG
arabische	بالعربية	arabisch	بَالِعربِيّ	ADJ	N;NOM;DEF;SG
antonio	انتونيو	antonio	أَنتُونِيُو	N;MASC+FEM;SG	
antonio	انطونيو	antonio	أَنطُونِيُو	N;MASC+FEM;SG	
zaterdag	سبت	zaterdag	سَبت	PROPN;MASC+FEM;SG	N;NOM;INDF;SG
zaterdag	السبت	zaterdag	سَبت	PROPN;MASC+FEM;SG	N;NOM;DEF;SG
japans	الياباني	japans	يَابَانِيّ	ADJ	N;NOM;DEF;SG
japans	يابانيون	japans	يَابَانِيّ	ADJ	N;NOM;INDF;PL
body	جسد	body	جَسَد	N;MASC+FEM;SG	
noorse	النرويجية	noors	نُروِيجِيّ	ADJ	N;NOM;DEF;SG
noorse	النرويج	noors	نُرُويج	ADJ	
bedreigd	مهددة	bedreigen	مُهَدَّد	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
bedreigd	مهدد	bedreigen	مهدد	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
operatie	العمليات	operatie	عَمَلِيَّة	N;MASC+FEM;SG	N;NOM;DEF;PL
lieve	الغالي	lief	الغالي	ADJ	
lieve	عزيزي	lief	عزيزي	ADJ	
lieve	عزيز	lief	عزيز	ADJ	
lieve	عزيزتي	lief	عزيزتي	ADJ	
lieve	حلو	lief	حُلُوّ	ADJ	
lieve	الحلو	lief	الحلو	ADJ	
machine	الة	machine	آلَة	N;MASC+FEM;SG	
machine	ماكنة	machine	مَاكِن	N;MASC+FEM;SG	
brak	انكسر	breken	انكسر	V;SG;PST;FIN	
henk	هانك	henk	هَانك	PROPN;MASC+FEM;SG	
bill	بيل	bill	بِيل	N;MASC+FEM;SG	
gewijzigd	تغير	wijzigen	تَغَيُّر	V;V.PTCP	N;NOM;INDF;SG
gewijzigd	المعدل	wijzigen	مُعَدَّل	V;V.PTCP	N;NOM;DEF;SG
gewijzigd	معدل	wijzigen	مُعَدَّل	V;V.PTCP	N;NOM;INDF;SG
gewijzigd	تعديل	wijzigen	تَعدِيل	V;V.PTCP	N;NOM;INDF;SG
gewijzigd	معدلة	wijzigen	مُعَدَّل	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
dubbele	دبل	dubbel	دَبلَ	ADJ	
dubbele	مضاعفة	dubbel	مُضَاعَفَة	ADJ	N;NOM;INDF;SG
dubbele	ضعف	dubbel	ضُعف	ADJ	N;NOM;INDF;SG
dubbele	مكرر	dubbel	مُكرَر	ADJ	N;NOM;INDF;SG
dubbele	تكرار	dubbel	تَكرَار	ADJ	N;NOM;INDF;SG
parish	باريش	parish	بَارِيش	N;NEUT;SG	
parish	ابرشية	parish	أَبرَشِيّ	N;NEUT;SG	
priester	قسيس	priester	قسيس	N;MASC+FEM;SG	
priester	كاهن	priester	كَاهِن	N;MASC+FEM;SG	
priester	قس	priester	قِس	N;MASC+FEM;SG	
napoleon	نابليون	napoleon	نَابِلِيّ	N;MASC+FEM;SG	N;NOM;INDF;PL
napoleon	نابوليون	napoleon	نَابُولِيُون	N;MASC+FEM;SG	
zus	اختي	zus	اختي	N;MASC+FEM;SG	
zus	اخت	zus	أَخَى	N;MASC+FEM;SG	
zus	الاخت	zus	الاخت	N;MASC+FEM;SG	
zus	اختي	zus	اختي	N;MASC+FEM;SG	
geest	شبح	geest	شَبح	N;MASC+FEM;SG	
geest	جوست	geest	جوست	N;MASC+FEM;SG	
geest	الشبح	geest	شَبح	N;MASC+FEM;SG	
geest	جنى	geest	جنى	N;MASC+FEM;SG	
geest	جني	geest	جني	N;MASC+FEM;SG	
geest	عقل	geest	عَقَل	N;MASC+FEM;SG	
geest	روح	geest	رُوح	N;MASC+FEM;SG	
bekendheid	المشاهير	bekendheid	مَشهُور	N;MASC+FEM;SG	N;NOM;DEF;PL
automatisch	اوتو	automatisch	أُوتُو	ADJ	
automatisch	اليا	automatisch	إِلَى	ADJ	
automatisch	تلقائي	automatisch	تلقائي	ADJ	
automatisch	اليا	automatisch	إِلَى	ADJ	
hill	تل	hill	تَلّ	N;MASC+FEM;SG	
hill	هيل	hill	هيل	N;MASC+FEM;SG	
hill	تلة	hill	تِلَّة	N;MASC+FEM;SG	
elf	e	elf	هُوَ	NUM	
elf	قزم	elf	قَزَّم	NUM	N;NOM;INDF;SG
lagen	الطبقات	liggen	طَبَقَة	V;PL;PST;FIN	N;NOM;DEF;PL
lagen	طبقات	liggen	طَبَقَة	V;PL;PST;FIN	N;NOM;INDF;PL
leo	ليو	leo	لَيو	PROPN;MASC+FEM;SG	
gedragen	بالية	dragen	بَالِيّ	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
sam	سام	sam	سَام	N;MASC+FEM;SG	
eenvoudig	بسيطه	eenvoudig	بسيطه	ADJ	PRO;NOM;MASC;SG;3
eenvoudig	البسيط	eenvoudig	بَسِيط	ADJ	
eenvoudig	السهل	eenvoudig	سَهل	ADJ	N;NOM;DEF;SG
lucas	لوكاس	lucas	لوكاس	N;MASC+FEM;SG	
musical	موسيقية	musical	مُوسِيقِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
vliegtuig	طائرات	vliegtuig	طَائِرَة	N;NEUT;SG	N;NOM;INDF;PL
vliegtuig	الطائرات	vliegtuig	طَائِرَة	N;NEUT;SG	N;NOM;DEF;PL
eisen	المطالب	eisen	مَطلَب	V;NFIN	N;NOM;DEF;PL
eisen	مطالب	eisen	مَطلَب	V;NFIN	N;NOM;INDF;PL
eisen	المتطلبات	eisen	مُتَطَلَّبَات	V;NFIN	N;NOM;DEF;PL
eisen	متطلبات	eisen	مُتَطَلَّبَات	V;NFIN	N;NOM;INDF;PL
eisen	الاحتياجات	eisen	اِحتِيَاج	V;NFIN	N;NOM;DEF;PL
eisen	الشروط	eisen	شَرط	V;NFIN	N;NOM;DEF;PL
eisen	مطلب	eisen	مَطلَب	V;NFIN	N;NOM;INDF;SG
eisen	الطلب	eisen	طَلَب	V;NFIN	N;NOM;DEF;SG
eisen	المطلب	eisen	مَطلَب	V;NFIN	N;NOM;DEF;SG
twintigste	العشرين	twintig	عِشرُون	ADJ	NUM;NOM;DEF
twintigste	tw	twintig	رَحّ	ADJ	
twintigste	العشرون	twintig	عِشرُون	ADJ	N;NOM;DEF;SG
johnson	جونسن	johnson	جُونسُن	N;MASC+FEM;SG	
johnson	جونسون	johnson	جُونسُون	N;MASC+FEM;SG	
product	منتجات	product	مُنتَج	N;NEUT;SG	N;NOM;INDF;PL
product	المنتجات	product	مُنتَج	N;NEUT;SG	N;NOM;DEF;PL
bernard	بيرنارد	bernard	بِيرنَارد	N;MASC+FEM;SG	
bernard	برنارد	bernard	برنارد	N;MASC+FEM;SG	
schotland	اسكتلندا	schotland	إِسكُتلَندَا	PROPN;NEUT;SG	
burgers	المدنيين	burger	مَدَنِيّ	N;PL	ADJ;ACC;DEF;MASC;PL
burgers	مدنيين	burger	مَدَنِيّ	N;PL	ADJ;NOM;INDF;MASC;PL
australische	استراليا	australisch	إِستِرَالِيَا	ADJ	
zetel	سيات	zetel	سَاتِيّ	N;MASC+FEM;SG	
onderscheid	الفروق	onderscheid	فَرق	N;NEUT;SG	N;NOM;DEF;PL
slovenië	سلوفينيا	slovenië	سلوفينيا	N;NEUT;SG	
bloemen	الزهور	bloem	زَهر	N;PL	N;NOM;DEF;SG
bloemen	زهور	bloem	زُهُور	N;PL	
bloemen	الازهار	bloem	اِزهَار	N;PL	N;NOM;DEF;SG
bloemen	ازهار	bloem	ازهار	N;PL	
bovenste	علوي	boven	علوي	ADJ;RL	
bovenste	العليا	boven	العليا	ADJ;RL	
bovenste	القمة	boven	قِمَّة	ADJ;RL	N;NOM;DEF;SG
bovenste	توب	boven	تَوَبِّ	ADJ;RL	
bovenste	قمة	boven	قِمَّة	ADJ;RL	N;NOM;INDF;SG
verwant	الشقيق	verwant	شَقِيق	ADJ	N;NOM;DEF;SG
verwant	شقيق	verwant	شقيق	ADJ	
finland	الفنلندي	finland	فِنلَندِيّ	PROPN;NEUT;SG	ADJ;NOM;DEF;MASC;SG
finland	الفنلندية	finland	فِنلَندِيّ	PROPN;NEUT;SG	ADJ;NOM;DEF;FEM;SG
finland	فنلندا	finland	فِنلَندَا	PROPN;NEUT;SG	
rug	عاد	rug	عَاد	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
rug	ارجع	rug	أَرجَع	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
rug	ظهر	rug	ظَهَر	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
zestig	sixty	zestig	sixty	NUM	
latijnse	اللاتينية	Latijns	اللاتينية	ADJ	
verklaring	شرح	verklaring	شَرح	N;MASC+FEM;SG	
verschijnt	الظهور	verschijnen	ظُهُور	V;SG;PRS;FIN	N;NOM;DEF;SG
bezoek	زور	bezoek	زور	N;NEUT;SG	
letters	الاحرف	letter	أَحرَف	N;PL	N;NOM;DEF;SG
gedichten	الشعر	gedicht	شَعر	N;PL	N;NOM;DEF;SG
gedichten	شعرا	gedicht	شَعر	N;PL	N;ACC;INDF;SG
gedichten	شعر	gedicht	شعر	N;PL	
roemenië	رومانيا	roemenië	رُومَانِيَا	N;NEUT;SG	
wilson	ويلسن	wilson	ويلسن	PROPN;MASC+FEM;SG	
wilson	ويلسون	wilson	ويلسون	PROPN;MASC+FEM;SG	
jozef	جوزيف	jozef	جُوزِيف	N;MASC+FEM;SG	
onafhankelijkheid	الاستقلالية	onafhankelijkheid	اِستِقلَالِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
onafhankelijkheid	استقلالية	onafhankelijkheid	اِستِقلَالِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
maas	m	maas	فَ	N;MASC+FEM;SG	
passen	صالح	passen	صالح	V;NFIN	
opname	يسجل	opname	سَجَّل	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
anton	انتون	anton	أَنتُون	N;MASC+FEM;SG	
anton	انطون	anton	أَنطُون	N;MASC+FEM;SG	
licentie	مرخص	licentie	مُرخَص	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
licentie	مرخصة	licentie	مرخصة	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
grondgebied	الاقليم	grondgebied	إِقلِيم	N;NEUT;SG	
grondgebied	اقليم	grondgebied	اقليم	N;NEUT;SG	
jezus	يسوع	jezus	يسوع	N;MASC+FEM;SG	
beroemde	الشهيرة	beroemd	شَهِير	ADJ	N;NOM;DEF;SG
mechelen	m	mechelen	فَ	V;NFIN	
computer	كمبيوتر	computer	كمبيوتر	N;MASC+FEM;SG	
richten	التصويب	richten	تَصوِيب	V;NFIN	N;NOM;DEF;SG
filips	فيليب	filip	فِيلِيب	N;MASC+FEM;SG	
ontwikkelen	نامية	ontwikkelen	نَامِي	V;NFIN	ADJ;NOM;INDF;FEM;SG
ontwikkelen	تطوير	ontwikkelen	تَطوِير	V;NFIN	N;NOM;INDF;SG
who	من	who	مِن		ADP
who	اللي	who	لَيّ		
gedwongen	مجبر	dwingen	مُجَبِّر	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
gedwongen	القسري	dwingen	قَسرِيّ	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
menselijke	انسان	menselijk	إِنسَان	ADJ	N;NOM;INDF;SG
menselijke	بشري	menselijk	بشري	ADJ	
menselijke	الانسان	menselijk	إِنسَان	ADJ	N;NOM;DEF;SG
bomen	الشجر	boom	شَجر	N;PL	N;NOM;DEF;SG
bomen	شجر	boom	شَجر	N;PL	N;NOM;INDF;SG
dubbel	دبل	dubbel	دَبلَ	ADJ	
dubbel	مضاعفة	dubbel	مُضَاعَفَة	ADJ	N;NOM;INDF;SG
dubbel	ضعف	dubbel	ضُعف	ADJ	N;NOM;INDF;SG
gescheiden	منفصل	scheiden	مُنفَصِل	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
gescheiden	مطلق	scheiden	مُطلَق	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
gescheiden	مطلقة	scheiden	مُطلَق	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
gescheiden	منفصل	scheiden	مُنفَصِل	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
gescheiden	منفصلة	scheiden	مُنفَصِل	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
duo	الثنائي	duo	ثُنَائِيّ	N;NEUT;SG	ADJ;NOM;DEF;MASC;SG
bloed	دماء	bloed	دَم	N;NEUT;SG	N;NOM;INDF;PL
schatting	تقديرات	schatting	تَقدِير	N;MASC+FEM;SG	N;NOM;INDF;PL
schatting	التقديرات	schatting	تَقدِير	N;MASC+FEM;SG	N;NOM;DEF;PL
weergegeven	معروض	weergeven	مَعرُوض	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
weergegeven	معروضة	weergeven	مَعرُوض	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
democratische	الديمقراطي	democratisch	دِيمُقرَاطِيّ	ADJ	N;NOM;DEF;SG
aanvallen	هجوم	aanval	هُجُوم	N;PL	N;NOM;INDF;SG
aanvallen	الهجوم	aanval	هُجُوم	N;PL	N;NOM;DEF;SG
verbeterd	المحسن	verbeteren	المحسن	V;V.PTCP	
verbeterd	محسنة	verbeteren	مُحَسَّنَة	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
verbeterd	تحسن	verbeteren	تَحَسُّن	V;V.PTCP	N;NOM;INDF;SG
verbeterd	محسن	verbeteren	محسن	V;V.PTCP	
verbeterd	محسن	verbeteren	محسن	V;V.PTCP	
verbeterd	معزز	verbeteren	مُعَزَّز	V;V.PTCP	N;NOM;INDF;SG
traditie	التقاليد	traditie	تَقلِيد	N;MASC+FEM;SG	N;NOM;DEF;PL
traditie	تقاليد	traditie	تَقلِيد	N;MASC+FEM;SG	N;NOM;INDF;PL
hoorn	هورن	hoorn	هُورن	N;MASC+FEM;SG	
hoorn	بوق	hoorn	بُوق	N;MASC+FEM;SG	
ervaring	خبرات	ervaring	خِبرَة	N;MASC+FEM;SG	N;NOM;INDF;PL
ervaring	التجارب	ervaring	تَجرِبَة	N;MASC+FEM;SG	N;NOM;DEF;PL
ervaring	الخبرات	ervaring	خِبرَة	N;MASC+FEM;SG	N;NOM;DEF;PL
ervaring	الخبرات	ervaring	خِبرَة	N;MASC+FEM;SG	N;NOM;DEF;PL
pers	اضغط	pers	اِضغَطّ	N;MASC+FEM;SG	
rust	يستريح	rust	اِستَرَاح	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
rust	ترتاح	rust	اِرتَاح	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
rust	ارتاح	rust	رُتَّاح	N;MASC+FEM;SG	
officier	ضابطة	officier	ضَابِط	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
kroon	تاج	kroon	تاج	N;MASC+FEM;SG	
kroon	كراون	kroon	كرَاون	N;MASC+FEM;SG	
angel	الملاك	angel	مَالِك	N;MASC+FEM;SG	N;NOM;DEF;PL
angel	ملاك	angel	ملاك	N;MASC+FEM;SG	
angel	انجيل	angel	أَنجِيل	N;MASC+FEM;SG	
angel	انجل	angel	أَنجَل	N;MASC+FEM;SG	
voorbij	الماضى	voorbij	الماضى	ADJ	
voorbij	ماضي	voorbij	مَاضِي	ADJ	
voorbij	ماض	voorbij	مَاضِي	ADJ	N;NOM;INDF;SG
jou	انت	jou	أَنتَى	PRO;ACC;2	
jou	انتي	jou	أَنتِي	PRO;ACC;2	
alex	اليكس	alex	يَكس	N;MASC+FEM;SG	
baby	حبيبي	baby	حبيبي	N;MASC+FEM;SG	
baby	حبيبتي	baby	حبيبتي	N;MASC+FEM;SG	
hamburg	هامبورج	hamburg	هَامبُورج	N;NEUT;SG	
hamburg	هامبورغ	hamburg	هامبورغ	N;NEUT;SG	
katholiek	كاثوليكية	katholiek	كَاثُولِيكِيّ	ADJ	
katholiek	كاثوليكي	katholiek	كاثوليكي	ADJ	
katholiek	الكاثوليكية	katholiek	كَاثُولِيكِيّ	ADJ	N;NOM;DEF;SG
bossen	الغابة	bossen	غَابَة	N;PL	N;NOM;DEF;SG
bossen	غابة	bossen	غَابَة	N;PL	N;NOM;INDF;SG
raymond	ريموند	raymond	ريموند	N;MASC+FEM;SG	
raymond	رايموند	raymond	رايموند	N;MASC+FEM;SG	
raymond	ريمون	raymond	ريمون	N;MASC+FEM;SG	
aangewezen	المعين	aanwijzen	المعين	V;V.PTCP	
lichte	الخفيفة	licht	خَفِيف	ADJ	N;NOM;DEF;SG
lichte	ضوء	licht	ضَوء	ADJ	N;NOM;INDF;SG
lichte	النور	licht	النور	ADJ	N;NOM;DEF;SG
lichte	فاتح	licht	فاتح	ADJ	
lichte	نور	licht	نور	ADJ	
plein	مربعة	plein	مُرَبَّع	N;NEUT;SG	ADJ;NOM;INDF;FEM;SG
plein	مربع	plein	مُرَبَّع	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
meester	معلمي	meester	مُعَلِّم	N;MASC+FEM;SG	N;NOM;INDF;PL
meester	ماجستير	meester	ماجستير	N;MASC+FEM;SG	
meester	ماستر	meester	ماستر	N;MASC+FEM;SG	
verslaan	الهزيمة	verslaan	هَزِيمَة	V;NFIN	N;NOM;DEF;SG
verslaan	هزيمة	verslaan	هَزِيمَة	V;NFIN	N;NOM;INDF;SG
jouw	تك	jou	تك	PRO;ACC;2	
friese	الفريزية	fries	فَرِيزِيّ	ADJ	
instrument	الة	instrument	آلَة	N;NEUT;SG	
wales	ويلز	wale	ويلز	PROPN;NEUT;SG	
afkomst	النسب	afkomst	نِسبَة	N;MASC+FEM;SG	N;NOM;DEF;PL
adam	ادم	adam	أَدَّم	N;MASC+FEM;SG	
adam	ادام	adam	أَدَام	N;MASC+FEM;SG	
maximaal	الاقصى	maximaal	أَقصَى	ADJ	N;NOM;DEF;SG
mario	ماريو	mario	ماريو	N;MASC+FEM;SG	
kern	اساسي	kern	أَسَاسِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
las	لاس	lezen	لَاسِي	V;SG;PST;FIN	
jim	جيم	jim	جيم	PROPN;MASC+FEM;SG	
britten	بريطاني	brit	برِيطَانِيّ	N;PL	ADJ;NOM;INDF;MASC;SG
britten	بريطانيا	brit	برِيطَانِيَا	N;PL	
britten	بريطانية	brit	برِيطَانِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
britten	البريطاني	brit	برِيطَانِيّ	N;PL	N;NOM;DEF;SG
britten	البريطانية	brit	برِيطَانِيّ	N;PL	ADJ;NOM;DEF;FEM;SG
vijftig	fifty	vijftig	fifty	NUM	
long	لونغ	long	لُونغ	N;MASC+FEM;SG	
long	الطويل	long	طَوِيل	N;MASC+FEM;SG	
long	طويلا	long	طَوِيل	N;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
long	طويلة	long	طَوِيل	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
long	طويل	long	طَوِيل	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
afgebroken	المتدهورة	afbreken	مُتَدَهوِر	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
stroomt	التدفقات	stromen	تَدَفُّق	V;SG;PRS;FIN	N;NOM;DEF;PL
stroomt	تدفقات	stromen	تَدَفُّق	V;SG;PRS;FIN	N;NOM;INDF;PL
gemakkelijk	السهل	gemakkelijk	سَهل	ADJ	N;NOM;DEF;SG
commentaar	علق	commentaar	عَلَّق	N;NEUT;SG	V;PFV;MASC;SG;3;ACT
commentaar	تعليقات	commentaar	تَعلِيق	N;NEUT;SG	N;NOM;INDF;PL
commentaar	التعليقات	commentaar	تَعلِيق	N;NEUT;SG	N;NOM;DEF;PL
klopt	حقيقي	kloppen	حَقِيقِيّ	V;SG;PRS;FIN	ADJ;NOM;INDF;MASC;SG
klopt	صحيح	kloppen	صَحِيح	V;SG;PRS;FIN	ADJ;NOM;INDF;MASC;SG
suriname	سورينام	suriname	سورينام	N;MASC+FEM;SG	
reizen	سفر	reizen	سَفَر	V;NFIN	N;NOM;INDF;SG
reizen	السفر	reizen	سَفَر	V;NFIN	N;NOM;DEF;SG
bewijs	ادلة	bewijs	دَلِيل	N;NEUT;SG	N;NOM;INDF;PL
bewijs	برهان	bewijs	بُرهَان	N;NEUT;SG	
geblokkeerd	محظور	blokkeren	مَحظُور	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
atp	atp	atp	كَرّ	N;MASC+FEM;SG	
elizabeth	اليزابيث	elizabeth	أَلِيزَابِيث	N;MASC+FEM;SG	
wetenschappen	العلم	wetenschap	عِلم	N;PL	N;NOM;DEF;SG
ingesteld	ضبط	instellen	ضَبط	V;V.PTCP	N;NOM;INDF;SG
ingesteld	تعيين	instellen	تَعيِين	V;V.PTCP	N;NOM;INDF;SG
vergelijkbaar	مشابه	vergelijkbaar	مشابه	ADJ	
echtgenote	زوجه	echtgenote	زُوجَة	N;MASC+FEM;SG	
groeien	المتزايد	groeien	مُتَزَايِد	V;NFIN	ADJ;NOM;DEF;MASC;SG
spoor	المقطوعة	spoor	مَقطُوع	N;NEUT;SG	
spoor	اثر	spoor	إِثرَ	N;NEUT;SG	ADP;NOM
spoor	اثر	spoor	إِثرَ	N;NEUT;SG	ADP;NOM
spoor	تتبع	spoor	تَبِع	N;NEUT;SG	V;MASC;IMP;SG;FIN
indische	الهندية	indisch	الهندية	ADJ	
union	يونيون	union	يُونِيُون	N;MASC+FEM;SG	
arm	مسكين	arm	مسكين	ADJ	
arm	الفقراء	arm	فَقِير	ADJ	N;NOM;DEF;PL
arm	الفقير	arm	فَقِير	ADJ	N;NOM;DEF;SG
arm	فقراء	arm	فَقِير	ADJ	N;NOM;INDF;PL
arm	ذراع	arm	ذِرَاع	ADJ	N;NOM;INDF;SG
arm	الذراع	arm	ذِرَاع	ADJ	N;NOM;DEF;SG
arm	بذراع	arm	بذراع	ADJ	
kevin	كيفن	kevin	كِيفِن	N;MASC+FEM;SG	
kevin	كيفين	kevin	كَيفِين	N;MASC+FEM;SG	
verplicht	الزامية	verplichten	زَامِي	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verplicht	الالزامية	verplichten	إِلزَامِيّ	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verplicht	الزام	verplichten	زَام	V;V.PTCP	N;NOM;DEF;SG
verplicht	الزامية	verplichten	زَامِي	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verplicht	الالزامية	verplichten	إِلزَامِيّ	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verplicht	الزامية	verplichten	زَامِي	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
jackson	جاكسون	jackson	جاكسون	N;MASC+FEM;SG	
enz	الخ	enz	خَىخ	ADV	
spin	سبين	spin	سَبَين	N;MASC+FEM;SG	
spin	تدور	spin	دَار	N;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
spin	عنكبوت	spin	عُنكُبُوت	N;MASC+FEM;SG	
spin	سبايدر	spin	سبَايدَر	N;MASC+FEM;SG	
scenario	السيناريو	scenario	السيناريو	N;NEUT;SG	
scenario	السيناريو	scenario	السيناريو	N;NEUT;SG	
scenario	السيناريو	scenario	السيناريو	N;NEUT;SG	
aangesteld	المعين	aanstellen	المعين	V;V.PTCP	
marcel	مارسيل	marcel	مارسيل	N;MASC+FEM;SG	
sommigen	البعض	sommigen	بَعض	PRO	N;NOM;DEF;SG
sommigen	بعض	sommigen	بَعض	PRO	N;NOM;INDF;SG
kardinaal	الكاردينال	kardinaal	كَارِدِينَال	N;MASC+FEM;SG	
kardinaal	كاردينال	kardinaal	كاردينال	N;MASC+FEM;SG	
bevestigd	كد	bevestigen	كَدّ	V;V.PTCP	
letter	خطاب	letter	خطاب	N;MASC+FEM;SG	
wilden	الهمج	willen	هِمج	V;PL;PST;FIN	N;NOM;DEF;PL
ontslag	استقلت	ontslag	اِستَقَلّ	N;NEUT;SG	V;PFV;FEM;SG;3;ACT
nederlanders	داتش	nederlander	داتش	N;PL	
nederlanders	الهولندي	nederlander	هُولَندِيّ	N;PL	ADJ;NOM;DEF;MASC;SG
nederlanders	الهولندية	nederlander	هُولَندِيّ	N;PL	ADJ;NOM;DEF;FEM;SG
stoffen	الاقمشة	stof	قِمَاش	N;PL	N;NOM;DEF;SG
vorst	فروست	vorst	فروست	N;MASC+FEM;SG	
victoria	فكتوريا	victoria	فكتوريا	N;MASC+FEM;SG	
victoria	فيكتوريا	victoria	فيكتوريا	N;MASC+FEM;SG	
duur	مدة	duur	مُدَّة	ADJ	N;NOM;INDF;SG
duur	المدة	duur	مُدَّة	ADJ	N;NOM;DEF;SG
duur	غالي	duur	غالي	ADJ	
bosch	بوش	bosch	بُوش	N;MASC+FEM;SG	
verlies	خسائر	verlies	خَسَارَة	N;NEUT;SG	N;NOM;INDF;PL
verlies	الخسائر	verlies	خَسَارَة	N;NEUT;SG	N;NOM;DEF;PL
