κβαντική	quantum	κβαντικός	quantum	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
μηχανήματα	maskineri	μηχάνημα	maskineri	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
πληροφορική	informationsteknik	πληροφορικός	informationsteknik	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μίλερ	miller	μίλερ	miller		PROPN;NOM
μίλερ	millers	μίλερ	mill		PROPN;GEN
μίλερ	muller	μίλερ	muller		PROPN;NOM
πυκνό	koncentrera	πυκνός	koncentrera	N;NOM;NEUT;SG	V;IMP;FIN;ACT
πυκνό	täta	πυκνός	tät	N;NOM;NEUT;SG	ADJ;NOM;PL
πυκνό	tät	πυκνός	tät	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
συμβουλή	råd	συμβουλής	råd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
συμβουλή	tipsa	συμβουλής	tips	N;NOM;FEM;SG	V;IMP;FIN;ACT
σφάλματα	misstag	σφάλμα	misstag	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
σφάλματα	fel	σφάλμα	fel	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
συντελεστή	koefficient	συντελεστής	koefficient	N;ACC;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
συντελεστή	koefficienten	συντελεστής	koefficient	N;ACC;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
προσευχή	böner	προσευχής	böna	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
άνταμς	adams	άνταμς	adams	PROPN;NOM;MASC;SG	PROPN;NOM
μεσημέρι	middagstid	μεσημέρι	middagstid	ADV	N;NOM;INDF;MASC+FEM;SG
μεσημέρι	noon	μεσημέρι	noon	ADV	N;NOM;INDF;MASC+FEM;SG
μεσημέρι	lunchtid	μεσημέρι	lunchtid	ADV	N;NOM;INDF;MASC+FEM;SG
μεσημέρι	middagstid	μεσημέρι	middagstid	ADV	N;NOM;INDF;MASC+FEM;SG
ήξερε	visste	θέρω	veta	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
ήξερε	viste	θέρω	viste	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
θυγατρική	dotterbolag	θυγατρικός	dotterbolag	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
θυγατρική	dotterföretag	θυγατρικός	dotterföretag	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
διαφυγής	fly	διαφυγή	fly	N;GEN;FEM;SG	V;IMP;FIN;ACT
διαφυγής	flykten	διαφυγή	flykt	N;GEN;FEM;SG	N;NOM;DEF;MASC+FEM;SG
διαφυγής	rymma	διαφυγή	rymma	N;GEN;FEM;SG	V;IMP;FIN;ACT
διαφυγής	rymning	διαφυγή	rymning	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διαφυγής	flykt	διαφυγή	flykt	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ρομπ	råna	ρομπ	råna		V;IMP;FIN;ACT
ρομπ	rob	ρομπ	rob		PROPN;NOM
νευρικό	nervösa	νευρικός	nervös	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
σουηδική	svensk	σουηδικός	svensk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σουηδική	svenska	σουηδικός	svensk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
τρένο	träna	τρένο	träna	N;NOM;NEUT;SG	V;IMP;FIN;ACT
αιθιοπίας	etiopiska	αιθιοπία	etiopisk	PROPN;GEN;FEM;SG	ADJ;NOM;PL
κιριμπάτι	kiribati	κιριμπάτι	kiribati		PROPN;NOM
βολιβία	bolivia	βολιβία	bolivi	PROPN;ACC;FEM;SG	PROPN;NOM
κύκλοι	kretslopp	κύκλος	kretslopp	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
μεσαίο	mellersta	μεσαίος	mellersta	N;NOM;NEUT;SG	ADJ;NOM;DEF;RL
μεσαίο	medelhög	μεσαίος	medelhög	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
μεσαίο	medellång	μεσαίος	medellång	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
μεσαίο	medelstor	μεσαίος	medelstor	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
κάμερον	cameron	κάμερον	cameron	PROPN;NOM;MASC;SG	PROPN;NOM
θεώρηση	visum	θεώρηση	visum	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
θεώρηση	visum	θεώρηση	visum	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
φόβος	frukta	φόβος	frukt	N;NOM;MASC;SG	V;IMP;FIN;ACT
κολωνία	köln	κολωνία	köln	PROPN;ACC;FEM;SG	PROPN;NOM
αρχικώς	inledningsvis	αρχικώς	inledningsvis	ADV	N;NOM;INDF;MASC+FEM;SG
καζάν	kazan	καζάν	ka a		PROPN;NOM
κατάθλιψη	deprimerad	κατάθλιψη	deprimerad	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
κατάθλιψη	nedtryckt	κατάθλιψη	nedtrycka	N;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
κατάθλιψη	deprimerade	κατάθλιψη	deprimerad	N;ACC;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
κατάθλιψη	depression	κατάθλιψη	depression	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
φανερό	uppenbara	φανερός	uppenbar	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ουδετερότητα	neutralitet	ουδετερότητα	neutralitet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επιβάλει	införa	επιβάζω	införa	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
λοιπά	annan	λοιπός	annan	ADV	ADJ;NOM;INDF;MASC+FEM;SG
λοιπά	övrig	λοιπός	övrig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
λοιπά	övriga	λοιπός	övrig	ADV	ADJ;NOM;PL
λοιπά	andra	λοιπός	annan	ADV	PRO;INDF;PL
λοιπά	övrigt	λοιπός	övrigt	ADV	ADJ;NOM;INDF;NEUT;SG
λοιπά	annat	λοιπός	annan	ADV	PRO;INDF;NEUT;SG
άλεν	allen	άλεν	allen		PROPN;NOM
αλεξέι	alexei	αλεξέι	alexei	PROPN;NOM;MASC;SG	PROPN;NOM
αλεξέι	aleksej	αλεξέι	aleksej	PROPN;NOM;MASC;SG	PROPN;NOM
βλαχίας	valakiet	βλαχία	valakium	N;GEN;FEM;SG	PROPN;NOM
όραση	syn	όραση	syn	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
όραση	visioner	όραση	vision	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
όραση	vision	όραση	vision	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παρατηρητή	observatören	παρατηρητής	observatör	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
παρατηρητή	observatör	παρατηρητής	observatör	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαρβάρα	varvara	βαρβάρα	varvara	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
χρήστο	christo	χρήστος	christo	PROPN;ACC;MASC;SG	PROPN;NOM
σκληρός	grymma	σκληρός	grymma	ADJ;NOM;MASC;SG	ADJ;NOM;PL
σκληρός	hårda	σκληρός	hård	ADJ;NOM;MASC;SG	ADJ;NOM;PL
σκληρός	hårt	σκληρός	hård	ADJ;NOM;MASC;SG	ADV
σκληρός	tuffa	σκληρός	tuffa	ADJ;NOM;MASC;SG	ADJ;NOM;PL
κατανοητό	förstod	κατανοητός	förstå	ADJ;NOM;NEUT;SG	V;IND;PST;FIN;ACT
κατανοητό	förståeliga	κατανοητός	förståelig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
αλβανική	albanska	αλβανικός	albanska	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναγκαίο	nödvändiga	αναγκαίος	nödvändig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
προαγωγή	främjande	προαγωγή	främja	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
προαγωγή	befordran	προαγωγή	befordran	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
προαγωγή	marknadsföring	προαγωγή	marknadsföring	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
προαγωγή	kampanj	προαγωγή	kampanj	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επιβίωση	överleva	επιβίωση	överleva	N;ACC;FEM;SG	V;IMP;FIN;ACT
επιβίωση	överlever	επιβίωση	överleva	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
επιβίωση	överlevnad	επιβίωση	överlevnad	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ερυθρά	rubella	ερυθρός	rubell	PROPN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
γιορκ	york	γιορκ	york		PROPN;NOM
λιλ	lil	λιλ	lil		PROPN;NOM
λιλ	lille	λιλ	liten		N;NOM;DEF;MASC+FEM;SG
εξαιρετικό	utsökta	εξαιρετικός	utsökta	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
εκδότες	förlag	εκδότης	förlag	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
ομάν	oman	ομάν	oman		PROPN;NOM
πρόσθεση	addera	πρόσθεση	addera	N;NOM;FEM;SG	V;IMP;FIN;ACT
φίλτρο	filter	φίλτρο	filta	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
φίλτρο	filtrera	φίλτρο	filtrera	N;NOM;NEUT;SG	V;IMP;FIN;ACT
ηγούμενος	abbot	ηγούμενος	abbot	ADJ;NOM;MASC;SG	PROPN;NOM
ομπάμα	obamas	ομπάμα	obama	PROPN;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
ομπάμα	obama	ομπάμα	obama	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
καγκελάριος	förbundskansler	καγκελάριος	förbundskansl	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
καραϊβική	karibiska	καραϊβικός	karibisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
καραϊβική	västindien	καραϊβικός	västindien	ADJ;NOM;FEM;SG	PROPN;NOM
καραϊβική	karibien	καραϊβικός	karibien	ADJ;NOM;FEM;SG	PROPN;NOM
μεταμόρφωση	förvandla	μεταμόρφωση	förvandla	N;NOM;FEM;SG	V;IMP;FIN;ACT
μεταμόρφωση	omvandla	μεταμόρφωση	omvandla	N;NOM;FEM;SG	V;IMP;FIN;ACT
θεμελιώδη	grundläggande	θεμελιώδη	grundläggande	ADV	ADJ;NOM;PRS;V.PTCP
θεμελιώδη	fundamentala	θεμελιώδη	fundamental	ADV	ADJ;NOM;PL
θεμελιώδη	fundamental	θεμελιώδη	fundamental	ADV	N;NOM;INDF;MASC+FEM;SG
θεμελιώδη	fundamentalt	θεμελιώδη	fundamental	ADV	ADJ;NOM;INDF;NEUT;SG
κίεβο	kiev	κίεβος	kiev	PROPN;NOM;NEUT;SG	PROPN;NOM
πραγματοποίηση	insikten	πραγματοποίηση	insikt	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
πραγματοποίηση	förverkligande	πραγματοποίηση	förverkligande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
πραγματοποίηση	insikt	πραγματοποίηση	insikt	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δίωξη	förföljelser	δίωξη	förföljelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
δίωξη	förföljelse	δίωξη	förföljelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δίωξη	förföljelsen	δίωξη	förföljelse	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
δίωξη	dea	δίωξη	de	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δίωξη	åtal	δίωξη	åtal	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
κλασικά	klassiker	κλασικός	klassik	ADV	N;NOM;INDF;MASC+FEM;PL
κλασικά	klassiska	κλασικός	klassisk	ADV	ADJ;NOM;PL
κλασικά	klassisk	κλασικός	klassisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
κλασικά	klassiskt	κλασικός	klassisk	ADV	ADJ;NOM;INDF;NEUT;SG
κλασικά	klassiker	κλασικός	klassik	ADV	N;NOM;INDF;MASC+FEM;PL
κλασικά	klassisk	κλασικός	klassisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
κλασικά	klassiskt	κλασικός	klassisk	ADV	ADJ;NOM;INDF;NEUT;SG
κλασικά	classic	κλασικός	classic	ADV	N;NOM;INDF;MASC+FEM;SG
κλασικά	klassiska	κλασικός	klassisk	ADV	ADJ;NOM;PL
δυναμικά	dynamiskt	δυναμικά	dynamisk	ADV	ADJ;NOM;INDF;NEUT;SG
δυναμικά	dynamisk	δυναμικά	dynamisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
δυναμικά	dynamiskt	δυναμικά	dynamisk	ADV	ADJ;NOM;INDF;NEUT;SG
δυναμικά	dynamic	δυναμικά	dynamic	ADV	N;NOM;INDF;MASC+FEM;SG
δυναμικά	dynamiska	δυναμικά	dynamisk	ADV	ADJ;NOM;PL
ήθη	moral	ήθη	moral	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
άντι	andie	άντι	andi		PROPN;NOM
άντι	andi	άντι	andi		N;NOM;INDF;MASC+FEM;SG
άντι	andy	άντι	andy		PROPN;NOM
άντι	addy	άντι	addy		N;NOM;INDF;MASC+FEM;SG
τεχνικός	tekniker	τεχνικός	teknik	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
χτύπησε	slog	χτυπώ	slå	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PST;FIN;ACT
χτύπησε	påkörd	χτυπώ	påkörd	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
χτύπησε	träffad	χτυπώ	träffa	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
χτύπησε	träff	χτυπώ	träff	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
οπαδός	följare	οπαδός	följare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
μεμβράνη	filma	μεμβράνη	filma	N;NOM;FEM;SG	V;IMP;FIN;ACT
βεβαιότητα	visshet	βεβαιότητα	visshet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παράλληλες	parallell	παράλληλος	parallell	ADJ;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
παράλληλες	parallellt	παράλληλος	parallell	ADJ;NOM;FEM;PL	ADV
αλφαβητική	alfabetisk	αλφαβητικός	alfabetisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αποκαλύπτεται	avslöjar	αποκαλύπτω	avslöja	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
αποκαλύπτεται	avslöjades	αποκαλύπτω	avslöja	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PST;FIN;PASS
αποκαλύπτεται	avslöjad	αποκαλύπτω	avslöja	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
αποκαλύπτεται	avslöjade	αποκαλύπτω	avslöja	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
αποκαλύπτεται	avslöjat	αποκαλύπτω	avslöja	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
πέταξε	fly	πετώ	fly	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
πέταξε	flyger	πετώ	flyga	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PRS;FIN;ACT
πέταξε	flyg	πετώ	flyg	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
πέταξε	fluga	πετώ	fluga	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
πέταξε	flyga	πετώ	flyga	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
πέταξε	flugit	πετώ	flyga	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
πέταξε	flög	πετώ	flög	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
αριζόνα	arizona	αριζόνα	arizon	PROPN;NOM;NEUT;SG	PROPN;NOM
τίτο	tito	τίτος	tito		PROPN;NOM
αύριο	morgondagen	αύριο	morgondag	ADV	N;NOM;DEF;MASC+FEM;SG
αύριο	imorgon	αύριο	imorgon	ADV	N;NOM;INDF;MASC+FEM;SG
αιγύπτιοι	egyptierna	αιγύπτιος	egyptium	ADJ;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
αιγύπτιοι	egyptier	αιγύπτιος	egypti	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
λίνκολν	lincoln	λίνκολν	lincoln	N;NOM;NEUT;SG	PROPN;NOM
ιόντων	ion	ιόντος	ion	N;GEN;NEUT;PL	PROPN;NOM
σίνα	sheena	σίνα	sheena	N;MASC;SG	N;NOM;DEF;MASC+FEM;PL
μεταφέρονται	transporterade	μεταφέρω	transportera	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
μεταφέρονται	transporterades	μεταφέρω	transportera	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IND;PST;FIN;PASS
μισά	halvor	μισό	halvor	ADV	N;NOM;INDF;MASC+FEM;PL
μισά	halvt	μισό	halv	ADV	ADJ;NOM;INDF;NEUT;SG
μισά	half	μισό	half	ADV	N;NOM;INDF;NEUT;SG
μισά	hälften	μισό	hälft	ADV	N;NOM;DEF;MASC+FEM;SG
μισά	halva	μισό	halv	ADV	ADJ;NOM;DEF;SG
μισά	halv	μισό	halv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
επιβεβαιώθηκε	bekräftade	επιβεβαιώνω	bekräftad	V;PFV;IND;SG;3;PST;FIN;PASS	V;PST;V.PTCP;ACT
επιβεβαιώθηκε	bekräftad	επιβεβαιώνω	bekräftad	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
επιβεβαιώθηκε	bekräftat	επιβεβαιώνω	bekräftad	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
παλέρμο	palermo	παλέρμο	palermo	PROPN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ρητορική	retorik	ρητορικός	retorik	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ρητορική	retoriken	ρητορικός	retorik	ADJ;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ποταμούς	floder	ποταμός	flod	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ποταμούς	vattendrag	ποταμός	vattendrag	N;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
ποταμούς	floderna	ποταμός	flod	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
ποταμούς	rivers	ποταμός	rivars	N;ACC;MASC;PL	PROPN;GEN
εβραϊκό	judinna	εβραϊκός	judin	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εβραϊκό	judiska	εβραϊκός	judisk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
εβραϊκό	hebreiska	εβραϊκός	hebreisk	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δημιουργό	skaparen	δημιουργός	skapare	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
δημιουργό	skapare	δημιουργός	skapare	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
φόρους	skatt	φόρος	skatt	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
φόρους	skatter	φόρος	skatt	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ακριβείς	precist	ακριβής	precist	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ακριβείς	exakta	ακριβής	exakt	N;NOM;FEM;PL	ADJ;NOM;PL
ακριβείς	noggrann	ακριβής	noggrann	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
ακριβείς	korrekt	ακριβής	korrekt	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
ευγενή	ädla	ευγενής	ädla	ADV	ADJ;NOM;PL
ευγενή	ädel	ευγενής	ädel	ADV	ADJ;NOM;INDF;MASC+FEM;SG
ευγενή	ståtlig	ευγενής	ståtlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
ευγενή	noble	ευγενής	noble	ADV	N;NOM;INDF;NEUT;SG
ουάσιγκτον	washington	ουάσιγκτον	washington		PROPN;NOM
γαλάζιο	blå	γαλάζιος	blå	N;NOM;NEUT;SG	ADJ;NOM;PL
γαλάζιο	blåa	γαλάζιος	blåa	N;NOM;NEUT;SG	ADJ;NOM;PL
ερωμένη	härskarinna	ερώνω	härskarinna	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ερωμένη	husmor	ερώνω	husmor	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ερωμένη	älskarinna	ερώνω	älskarinna	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ερωμένη	älskarinna	ερώνω	älskarinna	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ερωμένη	älskare	ερώνω	älskare	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;PL
διασπορά	spridande	διασπορά	spridande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
τήνου	tinos	τήνος	tinos	PROPN;GEN;FEM;SG	PROPN;NOM
καύση	bränn	καύση	bränn	N;NOM;FEM;SG	V;IMP;FIN;ACT
καύση	bränna	καύση	bränna	N;NOM;FEM;SG	V;IMP;FIN;ACT
καύση	bränner	καύση	bränna	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
καύση	brinnande	καύση	brinnande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
καύση	brinner	καύση	brinna	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
καύση	bränna	καύση	bränna	N;NOM;FEM;SG	V;IMP;FIN;ACT
καύση	brännande	καύση	brännande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
λετονίας	lettland	λετονία	lettland	PROPN;GEN;FEM;SG	PROPN;NOM
υπόγειο	underjordisk	υπόγειο	underjordisk	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
υπόγειο	underjordiska	υπόγειο	underjordisk	N;NOM;NEUT;SG	ADJ;NOM;PL
υπόγειο	underjordiskt	υπόγειο	underjordisk	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
υπόγειο	källare	υπόγειο	källare	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
ποινές	påföljd	ποινή	påföljd	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ποινές	straff	ποινή	straff	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
αντίστροφο	omvänd	αντίστροφος	omvänd	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
αντίστροφο	omvända	αντίστροφος	omvända	N;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
αντίστροφο	vända	αντίστροφος	vända	N;NOM;NEUT;SG	V;IMP;FIN;ACT
ίντερνετ	internet	ίντερνετ	intern		N;NOM;DEF;NEUT;SG
πεκίνο	beijing	πεκίνο	beijing		PROPN;NOM
πεκίνο	peking	πεκίνο	peking		PROPN;NOM
πεκίνο	peking	πεκίνο	peking		PROPN;NOM
κρύο	kallt	κρύο	kallt	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
κρύο	kall	κρύο	kall	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
ψηφοφόροι	väljare	ψηφοφόρος	väljare	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ψηφοφόροι	röstande	ψηφοφόρος	röstande	ADJ;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
ψηφοφόροι	väljarna	ψηφοφόρος	väljare	ADJ;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
αντάντ	adad	αντάντ	adad		N;NOM;INDF;MASC+FEM;SG
τατζικιστάν	tadzjikistan	τατζικιστάν	tadzjikistan		N;NOM;DEF;MASC+FEM;SG
σάιμον	simon	σάιμον	simon	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ύπαιθρο	landsbygd	ύπαιθρο	landsbygd	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ύπαιθρο	landsbygden	ύπαιθρο	landsbygd	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ουρουγουάης	uruguay	ουρουγουάος	uruguay	N;GEN;FEM;SG	PROPN;NOM
τρύπες	hål	τρύπος	hål	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
κλειδιά	keys	κλειδιά	key	N;NOM;NEUT;PL	PROPN;NOM
ισλαμικό	islamistiska	ισλαμικός	islamistisk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ισλαμικό	islamiska	ισλαμικός	islamisk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ισλαμικό	islamska	ισλαμικός	islamsk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
δικαστής	domare	δικαστής	dom	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
δυνατά	högljutt	δυνατός	högljutt	ADV	N;NOM;INDF;NEUT;SG
δυνατά	högljudda	δυνατός	högljudd	ADV	ADJ;NOM;PL;PST;V.PTCP
δυνατά	högljudd	δυνατός	högljudd	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
δυνατά	högt	δυνατός	hög	ADV	ADJ;NOM;INDF;NEUT;SG
πολωνοί	polskt	πολωνός	polsk	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
πολωνοί	polsk	πολωνός	polsk	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
πολωνοί	polska	πολωνός	polsk	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
πολωνοί	polacker	πολωνός	polack	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πολωνοί	stolpar	πολωνός	stolpe	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πολωνοί	polackerna	πολωνός	polack	ADJ;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
πολωνοί	pålar	πολωνός	påla	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πράσινοι	gröna	πράσινος	grön	N;NOM;MASC;PL	ADJ;NOM;PL
