yang	yang	yang	yang	PRO	
pembuat	opretter	penbuat	oprette	N;SG	V;IND;PRS;FIN;ACT
pembuat	skaber	penbuat	skabe	N;SG	V;IND;PRS;FIN;ACT
pembuat	skabere	penbuat	skaber	N;SG	N;INDF;MASC+FEM;PL
pembuat	skaberne	penbuat	skabe	N;SG	N;DEF;MASC+FEM;PL
pembuat	skaber	penbuat	skabe	N;SG	V;IND;PRS;FIN;ACT
tepat	præcis	tepat	præcis	ADJ;SG	ADV
kiri	venstre	kiri	venstre	N;SG	ADJ
austria	østrigske	austria	østrigsk	PROPN	ADJ;PL
austria	østriger	austria	østrig	PROPN	N;INDF;MASC+FEM;SG
austria	østrigsk	austria	østrigsk	PROPN	ADJ;INDF;SG
austria	østrig	austria	østrig	PROPN	
tumbuh	dyrkning	tumbuh	dyrkning	V;SG;ACT	N;INDF;MASC+FEM;SG
tumbuh	voksen	tumbuh	voksen	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
tumbuh	dyrkes	tumbuh	dyrke	V;SG;ACT	V;IND;PRS;FIN;PASS
ahmad	ahmad	ahmad	ahmad	PROPN	PROPN
anti	anti	anti	anti	;SG	
vietnam	vietnam	vietnam	vietnam	N	
vietnam	vietnamesiske	vietnam	vietnamesisk	N	ADJ;PL
vietnam	vietnamesisk	vietnam	vietnamesisk	N	ADJ;INDF;SG
dewi	gudinden	dewi	gudinde	PROPN;SG	N;DEF;MASC+FEM;SG
dewi	gudinde	dewi	gudinde	PROPN;SG	N;INDF;MASC+FEM;SG
dewi	guddom	dewi	guddom	PROPN;SG	N;INDF;MASC+FEM;SG
jasa	tjenester	jasa	tjenester	N;SG	N;INDF;MASC+FEM;PL
jasa	tjenesteydelser	jasa	tjenesteydelse	N;SG	N;INDF;MASC+FEM;PL
jasa	ydelser	jasa	ydelse	N;SG	N;INDF;MASC+FEM;PL
jasa	serviceydelser	jasa	serviceydelse	N;SG	N;INDF;MASC+FEM;PL
membuka	åbnes	menbuka	åbne	V;SG;ACT	V;IND;PRS;FIN;PASS
membuka	åbning	menbuka	åbning	V;SG;ACT	N;INDF;MASC+FEM;SG
swasta	private	swasta	privat	ADJ;SG	ADJ;PL
dulu	første	dulu	første	N	ADJ
dulu	først	dulu	først	N	ADV
bakar	forbrændinger	bakar	forbrænding	N;SG;ACT	N;INDF;MASC+FEM;PL
bakar	brænder	bakar	brænde	N;SG;ACT	V;IND;PRS;FIN;ACT
bakar	brandsår	bakar	brandsår	N;SG;ACT	N;INDF;NEUT;PL
bakar	brænd	bakar	brænd	N;SG;ACT	V;IMP
bakar	brænder	bakar	brænde	N;SG;ACT	V;IND;PRS;FIN;ACT
bakar	brænde	bakar	brænde	N;SG;ACT	V;NFIN;ACT
bakar	bakar	bakar	bakar	N;SG;ACT	
pegunungan	bjergene	pegunungan	bjerg	N;SG	N;DEF;NEUT;PL
pegunungan	bjerge	pegunungan	bjerg	N;SG	N;INDF;NEUT;PL
pegunungan	mountain	pegunungan	mountain	N;SG	
kelahiran	fødsler	kelahiran	fødsel	N;SG	N;INDF;MASC+FEM;PL
kelahiran	fødsler	kelahiran	fødsel	N;SG	N;INDF;MASC+FEM;PL
pelayanan	tjenester	penlayanan	tjenester	N;SG	N;INDF;MASC+FEM;PL
pelayanan	tjenesteydelser	penlayanan	tjenesteydelse	N;SG	N;INDF;MASC+FEM;PL
pelayanan	ydelser	penlayanan	ydelse	N;SG	N;INDF;MASC+FEM;PL
pelayanan	serviceydelser	penlayanan	serviceydelse	N;SG	N;INDF;MASC+FEM;PL
memimpin	førende	menpimpin	førende	V;SG;ACT	ADJ
memimpin	føring	menpimpin	føring	V;SG;ACT	N;INDF;MASC+FEM;SG
memimpin	bly	menpimpin	bly	V;SG;ACT	N;INDF;NEUT;SG
memimpin	lead	menpimpin	lead	V;SG;ACT	
fitur	egenskaber	fitur	egenskab	N;SG	N;INDF;MASC+FEM;PL
fitur	særtræk	fitur	særtræk	N;SG	N;INDF;NEUT;PL
fitur	funktioner	fitur	funktion	N;SG	N;INDF;MASC+FEM;PL
aplikasi	apps	aplikasi	appse	N;SG	N;INDF;NEUT;PL
aplikasi	applikationer	aplikasi	applikation	N;SG	N;INDF;MASC+FEM;PL
aplikasi	anvendelser	aplikasi	anvendelse	N;SG	N;INDF;MASC+FEM;PL
aplikasi	ansøgninger	aplikasi	ansøgning	N;SG	N;INDF;MASC+FEM;PL
aplikasi	applikationer	aplikasi	applikation	N;SG	N;INDF;MASC+FEM;PL
tersedia	tilgængelige	tersedia	tilgængelig	ADJ;SG	ADJ;PL
tersedia	ledige	tersedia	ledig	ADJ;SG	ADJ;PL
kemenangan	triumfer	kemenangan	triumf	N;SG	N;INDF;MASC+FEM;PL
kemenangan	sejre	kemenangan	sejr	N;SG	N;INDF;MASC+FEM;PL
sipil	civil	sipil	civil	ADJ;SG	
sipil	civilret	sipil	civilret	ADJ;SG	N;DEF;NEUT;SG
sipil	civile	sipil	civil	ADJ;SG	ADJ;PL
sipil	civil	sipil	civil	ADJ;SG	
sipil	civile	sipil	civil	ADJ;SG	ADJ;PL
sipil	civilist	sipil	civilist	ADJ;SG	N;INDF;MASC+FEM;SG
sipil	civilister	sipil	civilist	ADJ;SG	N;INDF;MASC+FEM;PL
sipil	civile	sipil	civil	ADJ;SG	ADJ;PL
sipil	borgerlige	sipil	borgerlig	ADJ;SG	ADJ;PL
artinya	betyder	arti	betyde	N;SG	V;IND;PRS;FIN;ACT
misi	missioner	misi	mission	N;SG	N;INDF;MASC+FEM;PL
misi	repræsentationer	misi	repræsentation	N;SG	N;INDF;MASC+FEM;PL
satelit	satellitter	satelit	satellit	N;SG	N;INDF;MASC+FEM;PL
satelit	satellitterne	satelit	satellit	N;SG	N;DEF;MASC+FEM;PL
satelit	satellitbaseret	satelit	satellitbaseret	N;SG	V;INDF;SG;PST;V.PTCP
page	siden	page	siden	PROPN	ADV
page	side	page	side	PROPN	N;INDF;MASC+FEM;SG
page	page	page	page	PROPN	
sukses	succes	sukses	succes	ADJ;SG	N;INDF;MASC+FEM;SG
sukses	lykkes	sukses	lykkes	ADJ;SG	V;NFIN;ACT
sukses	succes	sukses	succes	ADJ;SG	N;INDF;MASC+FEM;SG
polandia	polak	polandia	polak	PROPN;SG	N;INDF;MASC+FEM;SG
polandia	polske	polandia	polsk	PROPN;SG	ADJ;PL
polandia	polsk	polandia	polsk	PROPN;SG	N;INDF;NEUT;SG
polandia	polen	polandia	pole	PROPN;SG	PROPN
polandia	polens	polandia	polen	PROPN;SG	N;GEN;DEF;MASC+FEM;SG
berpori	porøse	berpori	porøse	V;SG;ACT	ADJ;PL
south	sydpå	south	sydpå	PROPN	ADV
south	sydlige	south	sydlig	PROPN	ADJ;PL
south	syd	south	syd	PROPN	N;INDF
massa	mafia	massa	mafia	N	
massa	massevis	massa	massevis	N	ADV
massa	massa	massa	massa	N	PROPN
massa	mass	massa	mass	N	
melanjutkan	genoptages	menlanjutkan	genoptage	V;SG;ACT	V;IND;PRS;NFIN;PASS
melanjutkan	fortsat	menlanjutkan	fortsat	V;SG;ACT	ADV
melanjutkan	fortsættes	menlanjutkan	fortsætte	V;SG;ACT	V;IND;PRS;FIN;PASS
petani	bønder	petani	bonde	N;SG	N;INDF;MASC+FEM;PL
petani	bønderne	petani	bonde	N;SG	N;DEF;MASC+FEM;PL
petani	avlere	petani	avlere	N;SG	N;INDF;MASC+FEM;PL
petani	landmænd	petani	landmænd	N;SG	N;INDF;MASC+FEM;PL
petani	landbrugere	petani	landbruger	N;SG	N;INDF;MASC+FEM;PL
petani	landmændene	petani	landmand	N;SG	N;DEF;MASC+FEM;PL
petani	landbrugerne	petani	landbruger	N;SG	N;DEF;MASC+FEM;PL
format	formater	format	format	PROPN;SG	N;INDF;MASC+FEM;PL
format	formater	format	format	PROPN;SG	N;INDF;MASC+FEM;PL
format	format	format	format	PROPN;SG	N;INDF;NEUT;SG
sini	her	sini	her	ADP;SG	ADV
membunuh	dræb	menbunuh	dræb	V;SG;ACT	N;INDF;NEUT;SG
membunuh	dræb	menbunuh	dræb	V;SG;ACT	N;INDF;NEUT;SG
membunuh	aflivning	menbunuh	aflivning	V;SG;ACT	N;INDF;MASC+FEM;SG
membunuh	drab	menbunuh	drab	V;SG;ACT	N;INDF;NEUT;SG
west	west	west	west	PROPN	N;INDF;MASC+FEM;SG
west	vest	west	vest	PROPN	N;INDF
west	vestpå	west	vestpå	PROPN	N;INDF
berkata	said	berkata	said	V;SG;ACT	
nominasi	nominerede	nominasi	nominere	N;SG	V;PL;PST;V.PTCP
nominasi	nomineringer	nominasi	nominering	N;SG	N;INDF;MASC+FEM;PL
nominasi	udnævnt	nominasi	udnævne	N;SG	V;INDF;SG;PST;V.PTCP
nominasi	nomineret	nominasi	nominere	N;SG	V;INDF;SG;PST;V.PTCP
nominasi	nominerede	nominasi	nominere	N;SG	V;PL;PST;V.PTCP
nominasi	udpeget	nominasi	udpege	N;SG	V;INDF;SG;PST;V.PTCP
desain	designs	desain	designs	N;SG	N;INDF;NEUT;PL
desain	mønstre	desain	mønster	N;SG	N;INDF;NEUT;PL
dibuka	åbnede	dibuka	åbne	V;SG;PASS	V;IND;PST;FIN;ACT
dibuka	åbner	dibuka	åbne	V;SG;PASS	V;IND;PRS;FIN;ACT
terima	acceptere	terrima	acceptere	N;SG;ACT	V;NFIN;ACT
terima	accepterer	terrima	acceptere	N;SG;ACT	V;IND;PRS;FIN;ACT
puncak	toppe	puncak	toppe	N;SG	N;INDF;MASC+FEM;PL
puncak	tinder	puncak	tinde	N;SG	N;INDF;MASC+FEM;PL
puncak	øverst	puncak	øverst	N;SG	ADJ;RL
puncak	øverste	puncak	øvre	N;SG	ADJ;DEF;RL
puncak	peak	puncak	peak	N;SG	
dibintangi	hovedrollen	dibintangi	hovedrol	V;SG;PASS	N;DEF;MASC+FEM;SG
insting	instinkt	insting	instinkt	N;SG	ADJ;INDF;NEUT;SG
insting	instinkter	insting	instinkt	N;SG	N;INDF;NEUT;PL
insting	instinkt	insting	instinkt	N;SG	ADJ;INDF;NEUT;SG
insting	instinkter	insting	instinkt	N;SG	N;INDF;NEUT;PL
right	højre	right	højre	PROPN	ADJ
right	rigtigt	right	rigtigt	PROPN	ADV
right	ret	right	ret	PROPN	N;INDF;MASC+FEM;SG
profil	profiler	profil	profil	N;SG	N;INDF;MASC+FEM;PL
terlibat	involverede	terlibat	involvere	V;SG;PASS	V;PL;PST;V.PTCP
terlibat	engagere	terlibat	engagere	V;SG;PASS	V;NFIN;ACT
terlibat	engagerede	terlibat	engagere	V;SG;PASS	V;PL;PST;V.PTCP
pembagian	divisioner	penbagian	division	N;SG	N;INDF;MASC+FEM;PL
pembagian	afdelinger	penbagian	afdeling	N;SG	N;INDF;MASC+FEM;PL
tindakan	foranstaltninger	tindakan	foranstaltning	N;SG	N;INDF;MASC+FEM;PL
tindakan	handlinger	tindakan	handling	N;SG	N;INDF;MASC+FEM;PL
tindakan	foranstaltninger	tindakan	foranstaltning	N;SG	N;INDF;MASC+FEM;PL
tindakan	aktioner	tindakan	aktion	N;SG	N;INDF;MASC+FEM;PL
sebab	årsag	sebab	årsag	CONJ;SG	N;INDF;MASC+FEM;SG
sebab	årsagen	sebab	årsag	CONJ;SG	N;DEF;MASC+FEM;SG
sebab	fætter	sebab	fætter	CONJ;SG	N;INDF;MASC+FEM;SG
sekretaris	sekretærer	sekretaris	sekretærer	N;SG	N;INDF;MASC+FEM;PL
state	stat	state	stat	PROPN	N;INDF;MASC+FEM;SG
state	state	state	state	PROPN	
state	delstat	state	delstat	PROPN	N;INDF;MASC+FEM;SG
state	tilstand	state	tilstand	PROPN	N;INDF;MASC+FEM;SG
biru	blå	biru	blå	N;SG	ADJ;PL
biru	blåt	biru	blå	N;SG	ADJ;INDF;NEUT;SG
biru	blue	biru	blue	N;SG	
kesultanan	sultanatet	kesultanan	sultanat	PROPN	N;DEF;NEUT;SG
gadis	girl	gadis	girl	N;SG	
gadis	girls	gadis	girls	N;SG	
gadis	piger	gadis	pige	N;SG	N;INDF;MASC+FEM;PL
gadis	pigerne	gadis	pige	N;SG	N;DEF;MASC+FEM;PL
gadis	tøser	gadis	tøse	N;SG	N;INDF;MASC+FEM;PL
fifa	fifa	fifa	fifa	N	
kecuali	medmindre	kecuali	medmindre	CONJ	ADV
kecuali	undtagen	kecuali	undtagen	CONJ	ADV
candi	templet	candi	temple	PROPN	N;DEF;NEUT;SG
candi	tempel	candi	tempel	PROPN	N;INDF;NEUT;SG
candi	temple	candi	templ	PROPN	
candi	templer	candi	tempel	PROPN	N;INDF;NEUT;PL
jangan	dont	jangan	dont		N;INDF;NEUT;SG
olimpiade	olympiske	olimpiade	olympisk	N;SG	ADJ;PL
olimpiade	olympic	olimpiade	olympic	N;SG	
olimpiade	olympisk	olimpiade	olympisk	N;SG	ADJ;INDF;SG
pondok	hytter	pondok	hytte	PROPN	N;INDF;MASC+FEM;PL
pondok	hytte	pondok	hytte	PROPN	N;INDF;MASC+FEM;SG
pondok	skur	pondok	skur	PROPN	N;INDF;NEUT;SG
pondok	indgive	pondok	indgive	PROPN	V;NFIN;ACT
pondok	logen	pondok	log	PROPN	N;DEF;MASC+FEM;SG
pondok	sommerhus	pondok	sommerhus	PROPN	N;INDF;NEUT;SG
pondok	sommerhuset	pondok	sommerhuset	PROPN	N;DEF;NEUT;SG
pondok	hytte	pondok	hytte	PROPN	N;INDF;MASC+FEM;SG
pondok	kabine	pondok	kabine	PROPN	N;INDF;MASC+FEM;SG
pondok	hytte	pondok	hytte	PROPN	N;INDF;MASC+FEM;SG
pondok	kahyt	pondok	kahyt	PROPN	N;INDF;MASC+FEM;SG
pondok	kabinen	pondok	kabine	PROPN	N;DEF;MASC+FEM;SG
penampilan	fremtræden	pentampilan	fremtræde	N;SG	V;V.MSDR
penampilan	forestillinger	pentampilan	forestilling	N;SG	N;INDF;MASC+FEM;PL
satuan	enheder	satuan	enhed	N;SG	N;INDF;MASC+FEM;PL
satuan	unit	satuan	unit	N;SG	
martin	martin	martin	martin	PROPN	
efek	virkninger	efek	virkning	N;SG	N;INDF;MASC+FEM;PL
efek	virkningerne	efek	virkning	N;SG	N;DEF;MASC+FEM;PL
efek	retsvirkninger	efek	retsvirkning	N;SG	N;INDF;MASC+FEM;PL
efek	effekter	efek	effekt	N;SG	N;INDF;MASC+FEM;PL
efek	virkninger	efek	virkning	N;SG	N;INDF;MASC+FEM;PL
calon	kandidaterne	calon	kandidat	N;SG	N;DEF;MASC+FEM;PL
calon	kandidater	calon	kandidat	N;SG	N;INDF;MASC+FEM;PL
calon	ansøgere	calon	ansøger	N;SG	N;INDF;MASC+FEM;PL
upaya	bestræbelser	upaya	bestræbelse	N;SG	N;INDF;MASC+FEM;PL
upaya	indsatser	upaya	indsats	N;SG	N;INDF;MASC+FEM;PL
riau	riau	riau	riau	PROPN	
uskup	løber	uskup	løbe	N;SG	V;IND;PRS;FIN;ACT
uskup	biskopper	uskup	biskop	N;SG	N;INDF;MASC+FEM;PL
harga	priser	harga	pris	N;SG	N;INDF;MASC+FEM;PL
harga	priserne	harga	pris	N;SG	N;DEF;MASC+FEM;PL
harga	satser	harga	satse	N;SG	V;IND;PRS;FIN;ACT
harga	satserne	harga	satser	N;SG	N;DEF;MASC+FEM;PL
trans	trance	trans	trance	PROPN	N;INDF;MASC+FEM;SG
trans	trans	trans	trans	PROPN	N;INDF;NEUT;SG
kebutuhan	nødvendigheder	kebutuhan	nødvendighed	N;SG	N;INDF;MASC+FEM;PL
kebutuhan	fornødenheder	kebutuhan	fornødenhed	N;SG	N;INDF;MASC+FEM;PL
remaja	teen	remaja	te	N;SG	
remaja	teenagere	remaja	teenager	N;SG	N;INDF;MASC+FEM;PL
remaja	teenagere	remaja	teenager	N;SG	N;INDF;MASC+FEM;PL
remaja	ungdomsårene	remaja	ungdomsår	N;SG	N;DEF;NEUT;PL
biaya	gebyrer	biaya	gebyre	N;SG	N;INDF;MASC+FEM;PL
biaya	afgifter	biaya	afgift	N;SG	ADV
biaya	omkostninger	biaya	omkostning	N;SG	N;INDF;MASC+FEM;PL
biaya	udgifter	biaya	udgift	N;SG	N;INDF;MASC+FEM;PL
biaya	sagsomkostninger	biaya	sagsomkostning	N;SG	N;INDF;MASC+FEM;PL
biaya	omkostningerne	biaya	omkostning	N;SG	N;DEF;MASC+FEM;PL
biaya	omkostninger	biaya	omkostning	N;SG	N;INDF;MASC+FEM;PL
biaya	honorarer	biaya	honorar	N;SG	N;INDF;NEUT;PL
biaya	gebyrer	biaya	gebyre	N;SG	N;INDF;MASC+FEM;PL
biaya	afgifter	biaya	afgift	N;SG	ADV
kuning	gult	kuning	gult	N;SG	ADJ;INDF;NEUT;SG
kuning	gule	kuning	gul	N;SG	ADJ;PL
kuning	yellow	kuning	yellow	N;SG	
kuning	gul	kuning	gul	N;SG	ADJ;INDF;MASC+FEM;SG
artis	artister	artis	artist	N;SG	N;INDF;MASC+FEM;PL
artis	kunstnere	artis	kunstner	N;SG	N;INDF;MASC+FEM;PL
artis	kunstnerne	artis	kunstner	N;SG	N;DEF;MASC+FEM;PL
flag	flag	flag	flag	PROPN	N;INDF;NEUT;SG
rekaman	optagelser	rekaman	optagelse	N;SG	N;INDF;MASC+FEM;PL
rekaman	optager	rekaman	optage	N;SG	V;IND;PRS;FIN;ACT
aktivitas	aktiviteterne	aktivitas	aktivitet	PROPN;SG	N;DEF;MASC+FEM;PL
aktivitas	virksomhed	aktivitas	virksomhed	PROPN;SG	N;INDF;MASC+FEM;SG
aktivitas	aktiviteter	aktivitas	aktivitet	PROPN;SG	N;INDF;MASC+FEM;PL
aktivitas	aktiviteten	aktivitas	aktivitet	PROPN;SG	N;DEF;MASC+FEM;SG
aktivitas	aktivitet	aktivitas	aktivitet	PROPN;SG	N;INDF;MASC+FEM;SG
thailand	thailand	thailand	thailand	PROPN	
thailand	thai	thailand	thai	PROPN	N;INDF;MASC+FEM;SG
thailand	thailandske	thailand	thailandsk	PROPN	ADJ;PL
game	vildt	game	vildt	N;SG	ADJ;INDF;NEUT;SG
game	spillet	game	spille	N;SG	V;INDF;SG;PST;V.PTCP
game	kampe	game	kamp	N;SG	N;INDF;MASC+FEM;PL
pertemuan	møder	pertemuan	møde	N;SG	V;IND;PRS;FIN;ACT
pertemuan	samlinger	pertemuan	samling	N;SG	N;INDF;MASC+FEM;PL
pertemuan	mødes	pertemuan	mødes	N;SG	V;NFIN;ACT
pertemuan	møder	pertemuan	møde	N;SG	V;IND;PRS;FIN;ACT
colspan	colspan	colspan	colspan	PROPN	N;INDF;MASC+FEM;SG
langit	sky	langit	sky	N;SG	
indah	smukke	indah	smukke	ADJ;SG	ADJ;PL
indah	smukkeste	indah	smuk	ADJ;SG	ADJ;DEF;RL
indah	skønne	indah	skøn	ADJ;SG	ADJ;PL
indah	dejlige	indah	dejlig	ADJ;SG	ADJ;PL
indah	udsøgte	indah	udsøge	ADJ;SG	V;PL;PST;V.PTCP
mencakup	overtræk	mencakup	overtræk	V;SG;ACT	N;INDF;NEUT;SG
mencakup	omslag	mencakup	omslag	V;SG;ACT	N;INDF;NEUT;SG
dingin	fryser	dingin	fryse	PROPN;SG	V;IND;PRS;FIN;ACT
dingin	kold	dingin	kold	PROPN;SG	ADJ;INDF;MASC+FEM;SG
dingin	koldt	dingin	kold	PROPN;SG	ADJ;INDF;NEUT;SG
dingin	kulde	dingin	kulde	PROPN;SG	N;INDF;MASC+FEM;SG
dingin	kolde	dingin	kold	PROPN;SG	ADJ;PL
north	nordpå	north	nordpå	PROPN	ADV
north	nordlige	north	nordlig	PROPN	ADJ;PL
north	north	north	north	PROPN	N;INDF;MASC+FEM;SG
north	nord	north	nord	PROPN	N;INDF
dibawah	nedenfor	dibawah	nedenfor	ADP;SG;PASS	ADV
dibawah	under	dibawah	under	ADP;SG;PASS	ADV
dibawah	nedenunder	dibawah	nedenunder	ADP;SG;PASS	ADV
dibawah	under	dibawah	under	ADP;SG;PASS	ADV
code	koder	code	kode	PROPN	N;INDF;MASC+FEM;PL
code	kode	code	kode	PROPN	N;INDF;MASC+FEM;SG
code	koden	code	koden	PROPN	N;DEF;MASC+FEM;SG
perwakilan	repræsentative	perwakilan	repræsentativ	N;SG	ADJ;PL
perwakilan	repræsentativt	perwakilan	repræsentativt	N;SG	ADV
perwakilan	repræsentativ	perwakilan	repræsentativ	N;SG	ADJ;INDF;MASC+FEM;SG
perwakilan	repræsentanter	perwakilan	repræsentant	N;SG	N;INDF;MASC+FEM;PL
perwakilan	repræsentanterne	perwakilan	repræsentant	N;SG	N;DEF;MASC+FEM;PL
academy	akademiet	academy	akademium	PROPN	N;DEF;NEUT;SG
academy	akademi	academy	akademi	PROPN	N;INDF;NEUT;SG
academy	academy	academy	academy	PROPN	N;INDF;MASC+FEM;SG
site	site	site	site	PROPN	N;INDF;NEUT;SG
google	google	google	goo	PROPN	N;INDF;MASC+FEM;SG
richard	richard	richard	richard	PROPN	
dilihat	visninger	dilihat	visning	V;SG;PASS	N;INDF;MASC+FEM;PL
dilihat	synspunkter	dilihat	synspunkt	V;SG;PASS	N;INDF;NEUT;PL
percaya	tillid	percaya	tillid	V;SG;ACT	N;INDF;MASC+FEM;SG
percaya	stol	percaya	stol	V;SG;ACT	N;INDF;MASC+FEM;SG
percaya	trust	percaya	trust	V;SG;ACT	
percaya	stole	percaya	stol	V;SG;ACT	N;INDF;MASC+FEM;PL
lengkap	udfyldes	lengkap	udfylde	ADJ;SG	V;IND;PRS;NFIN;PASS
lengkap	fuldstændig	lengkap	fuldstændig	ADJ;SG	ADV
lengkap	fuldført	lengkap	fuldføre	ADJ;SG	V;INDF;SG;PST;V.PTCP
meski	skønt	meski	skøn	CONJ	ADJ;INDF;NEUT;SG
sarana	betyder	sarana	betyde	N;SG	V;IND;PRS;FIN;ACT
volume	mængder	volume	mængde	N;SG	N;INDF;MASC+FEM;PL
tari	danse	tari	danse	N;SG	V;NFIN;ACT
tari	dance	tari	dance	N;SG	
bukti	beviser	bukti	bevis	N;SG	N;INDF;NEUT;PL
bukti	beviser	bukti	bevis	N;SG	N;INDF;NEUT;PL
adipati	duke	adipati	duke	N	
www	www	www	www	PROPN	N;INDF;MASC+FEM;SG
king	konge	king	konge	PROPN	N;INDF;MASC+FEM;SG
king	kongens	king	konge	PROPN	N;GEN;DEF;MASC+FEM;SG
king	kong	king	kong	PROPN	
king	kongen	king	konge	PROPN	N;DEF;MASC+FEM;SG
king	king	king	king	PROPN	
sunda	sunda	sunda	sunda	PROPN	
office	kontor	office	kontor	PROPN	N;INDF;NEUT;SG
office	kontoret	office	kontor	PROPN	N;DEF;NEUT;SG
office	embede	office	embed	PROPN	N;INDF;NEUT;SG
office	office	office	office	PROPN	
diterima	modtagne	diterima	modtagne	V;SG;PASS	V;PL;PST;V.PTCP
diterima	modtog	diterima	modtage	V;SG;PASS	V;IND;PST;FIN;ACT
diterima	acceptable	diterima	acceptable	V;SG;PASS	ADJ;PL
diterima	acceptabel	diterima	acceptabel	V;SG;PASS	ADJ;INDF;MASC+FEM;SG
diterima	acceptabelt	diterima	acceptabelt	V;SG;PASS	ADJ;INDF;NEUT;SG
diterima	accepterede	diterima	acceptere	V;SG;PASS	V;IND;PST;FIN;ACT
ibrani	hebraisk	ibrani	hebraisk	N	ADJ;INDF;SG
turun	down	turun	down	V;SG;ACT	
turun	ned	turun	ned	V;SG;ACT	ADV
turun	nede	turun	nede	V;SG;ACT	ADV
philippine	filippinske	philippine	filippinsk	PROPN	ADJ;PL
kompleks	kompliceret	kompleks	kompliceret	N;SG	ADJ;INDF;SG
kompleks	indviklet	kompleks	indviklet	N;SG	ADJ;INDF;SG
kompleks	komplekse	kompleks	komplekse	N;SG	ADJ;PL
kompleks	kompleks	kompleks	kompleks	N;SG	ADJ;INDF;SG
kompleks	komplekst	kompleks	komplekst	N;SG	ADJ;INDF;NEUT;SG
hujan	regnede	hujan	regne	N;SG	V;IND;PST;FIN;ACT
hujan	regner	hujan	regne	N;SG	V;IND;PRS;FIN;ACT
hujan	rain	hujan	rain	N;SG	
makam	grave	makam	grave	N;SG	V;NFIN;ACT
ketinggian	højder	ketinggian	højde	N;SG	N;INDF;MASC+FEM;PL
ketinggian	elevation	ketinggian	elevation	N;SG	
kejuaraan	mesterskaber	kejuaraan	mesterskab	N;SG	N;INDF;NEUT;PL
profesional	fagfolk	profesional	fagfolk	ADJ;SG	N;INDF;NEUT;PL
profesional	professionelle	profesional	professionel	ADJ;SG	ADJ;PL
profesional	faglige	profesional	faglig	ADJ;SG	ADJ;PL
profesional	fagligt	profesional	fagligt	ADJ;SG	ADV
profesional	professionelle	profesional	professionel	ADJ;SG	ADJ;PL
dipilih	valgte	dipilih	vælge	V;SG;PASS	V;IND;PST;FIN;ACT
dipilih	valgte	dipilih	vælge	V;SG;PASS	V;IND;PST;FIN;ACT
dipilih	udvalgte	dipilih	udvælge	V;SG;PASS	V;PL;PST;V.PTCP
konser	koncerter	konser	koncert	N;SG	N;INDF;MASC+FEM;PL
sayap	wing	sayap	wing	N;SG	
sayap	vingerne	sayap	vinge	N;SG	N;DEF;MASC+FEM;PL
sayap	vinger	sayap	vinge	N;SG	N;INDF;MASC+FEM;PL
size	størrelse	size	størrelse	PROPN	N;INDF;MASC+FEM;SG
size	størrelsen	size	størrelse	PROPN	N;DEF;MASC+FEM;SG
size	str	size	str	PROPN	
suka	likes	suka	likes	V;SG	N;INDF;MASC+FEM;SG
suka	gerne	suka	gerne	V;SG	ADV
suka	like	suka	like	V;SG	
channel	channel	channel	channel	N	
penonton	fremviser	pentonton	fremvise	N;SG	V;IND;PRS;FIN;ACT
penonton	seer	pentonton	se	N;SG	V;IND;PRS;FIN;ACT
penonton	seere	pentonton	seer	N;SG	N;INDF;MASC+FEM;PL
penonton	seerne	pentonton	seer	N;SG	N;DEF;MASC+FEM;PL
administratif	administrativ	administratif	administrativ	N;SG	ADJ;INDF;MASC+FEM;SG
administratif	administrativt	administratif	administrativt	N;SG	ADV
pejabat	embedsmænd	pejabat	embedsmand	N;SG	N;INDF;MASC+FEM;PL
pejabat	tjenestemænd	pejabat	tjenestemand	N;SG	N;INDF;MASC+FEM;PL
pejabat	betjente	pejabat	betjent	N;SG	N;INDF;MASC+FEM;PL
pejabat	officerer	pejabat	officer	N;SG	N;INDF;MASC+FEM;PL
tema	temaer	tema	tema	N;SG	N;INDF;MASC+FEM;PL
tema	emner	tema	emne	N;SG	N;INDF;NEUT;PL
tema	temaerne	tema	tema	N;SG	N;DEF;MASC+FEM;PL
berhubungan	relaterede	berhubungan	relatere	V;SG;ACT	V;PL;PST;V.PTCP
show	vis	show	vis	PROPN	N;INDF;MASC+FEM;SG
show	show	show	show	PROPN	N;INDF;NEUT;SG
setuju	enige	setuju	enig	V;SG;ACT	ADJ;PL
setuju	enig	setuju	enig	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
komandan	øverstbefalende	komandan	øverstbefalende	N;SG	ADJ
bgcolor	bgcolor	bgcolor	bgcolor	N	
pemuda	unge	pemuda	ung	N;SG	ADJ;PL
pemuda	drenge	pemuda	dreng	N;SG	N;INDF;MASC+FEM;PL
pemuda	knægte	pemuda	knægt	N;SG	N;INDF;MASC+FEM;PL
motor	motorer	motor	motor	N;SG	N;INDF;MASC+FEM;PL
motor	motors	motor	motors	N;SG	
motor	motorcykler	motor	motorcykle	N;SG	N;INDF;MASC+FEM;PL
motor	motorisk	motor	motorisk	N;SG	ADJ;INDF;SG
miliar	mia	miliar	mia	N	
diikuti	følger	diikuti	følge	V;SG;PASS	V;IND;PRS;FIN;ACT
diikuti	fulgte	diikuti	følge	V;SG;PASS	V;IND;PST;FIN;ACT
