der	را	der	را	DET;NOM;DEF;MASC;SG	PART
foto	عکس	foto	عکس		N;SG
selber	خودت	selber	None	ADV	
ergänzt	مکمل	ergänzen	None	V;V.PTCP	N;SG
einzel	اختصاص	einzel	اختصاص		N;SG
einzel	تکآهنگ	einzel	تکآهنگ		N;SG
einzel	تکنفره	einzel	تکنفره		N;SG
einzel	مجرد	einzel	مجرد		N;SG
einzel	تکی	einzel	تکی		N;SG
einzel	single	einzel	single		N;SG
einzel	تک	einzel	تک		N;SG
einzel	شخصی	einzel	شخص		N;SG
einzel	فرد	einzel	فرد		N;SG
zweimal	دوبار	zweimal	دوبار	ADV	N;SG
eduard	ادوارد	eduard	ادوارد	PROPN;NOM;MASC;SG	N;SG
evangelischen	پروتستان	evangelisch	پروتستان	ADJ;NOM;MASC;PL	N;SG
herausgeber	ناشر	herausgeber	ناشر	ADJ	N;SG
herausgeber	تدوینگران	herausgeber	تدوینگر	ADJ	N;PL
herausgeber	ویرایشگر	herausgeber	ویرایشگر	ADJ	N;SG
herausgeber	ناشر	herausgeber	ناشر	ADJ	N;SG
herausgeber	انتشارات	herausgeber	انتشار	ADJ	N;PL
nordosten	شمالی	nordosten	شمالی	V;FIN	N;SG
nordosten	نورث	nordosten	نورث	V;FIN	N;SG
nordosten	شمال	nordosten	شمال	V;FIN	N;SG
ritter	شوالیه	ritter	شوالیه	PROPN;NOM;SG	N;SG
ritter	نایت	ritter	نایت	PROPN;NOM;SG	N;SG
ritter	ریتر	ritter	ریتر	PROPN;NOM;SG	N;SG
hersteller	سازنده	hersteller	سازنده	ADJ	N;SG
hersteller	تولیدکنندگان	hersteller	تولیدکننده	ADJ	N;PL
hersteller	سازندگان	hersteller	سازنده	ADJ	N;PL
rückkehr	بازگشت	rückkehr	بازگشت		N;SG
darmstadt	دارمشتات	darmstadt	دارمشتات	PROPN;NOM;NEUT;SG	N;SG
bringt	آوردن	bringen	آوردن	V;IND;SG;3;PRS;FIN	N;SG
bringt	بیاورد	bringen	آورد#آور	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
bringt	بیاورید	bringen	آورد#آور	V;IND;SG;3;PRS;FIN	V;SBJV;PL;2;PRS
verantwortlich	جوابگو	verantwortlich	جوابگو	ADJ	N;SG
verantwortlich	مسئول	verantwortlich	مسئول	ADJ	N;SG
verantwortlich	مسول	verantwortlich	مسول	ADJ	N;SG
verantwortlich	مسئولیت	verantwortlich	مسئولیت	ADJ	N;SG
eingerichtet	تمکین	einrichten	تمکین	V;V.PTCP	N;SG
lebens	زندگى	lebens	زندگى	N;NOM;PL	N;SG
lebens	زندگی	lebens	زندگی	N;NOM;PL	N;SG
stellung	موضع	Stellung	موضع		N;SG
stellung	موقعیت	Stellung	موقعیت		N;SG
angeles	آنجلس	angeles	آنجلس	PROPN;NOM;NEUT;SG	N;SG
zeitraum	دوام	zeitraum	دوام	ADV	N;SG
zeitraum	زمان	zeitraum	زمان	ADV	N;SG
zeitraum	تایم	zeitraum	تایم	ADV	N;SG
zeitraum	time	zeitraum	time	ADV	
zeitraum	فاصله	zeitraum	فاصله	ADV	N;SG
zeitraum	دوره	zeitraum	دوره	ADV	N;SG
zeitraum	دورهای	zeitraum	دور	ADV	N;PL
zeitraum	پریود	zeitraum	پریود	ADV	N;SG
zeitraum	دورۀ	zeitraum	دورۀ	ADV	N;SG
nahezu	نزدیک	nahezu	نزدیک	ADV	ADP
nahezu	نمانده	nahezu	ماند#مان	ADV	V;SG;3;NEG;V.PTCP
tom	تام	tom	تام	PROPN;NOM;MASC;SG	N;SG
tom	tom	tom	tom	PROPN;NOM;MASC;SG	N;SG
zentimeter	اینچ	zentimeter	اینچ	ADV	N;SG
zentimeter	اینچ	zentimeter	اینچ	ADV	N;SG
zentimeter	سانتیمتر	zentimeter	سانتیمتر	ADV	N;SG
zentimeter	سانتیمتر	zentimeter	سانتیمتر	ADV	N;SG
versuchte	تلاش	versuchen	تلاش	V;IND;SG;3;PST;FIN	N;SG
tübingen	توبینگن	tübingen	توبینگن	PROPN;NOM;SG	N;SG
breit	پهناور	breit	پهناور	ADJ	N;SG
breit	پهنا	breit	پهنا	ADJ	N;SG
breit	وسیع	breit	وسیع	ADJ	N;SG
breit	عرض	breit	عرض	ADJ	N;SG
energie	انرژی	energie	انرژی		N;SG
energie	قدرت	energie	قدرت		N;SG
energie	پاور	energie	پاور		N;SG
energie	توان	energie	توان		N;SG
energie	power	energie	power		N;SG
energie	قدرتش	energie	قدرتش		N;SG
wesentlichen	فروهر	wesentlich	فروهر	ADJ	N;SG
wesentlichen	گوهر	wesentlich	None	ADJ	N;SG
wesentlichen	اسانس	wesentlich	اسانس	ADJ	N;SG
wesentlichen	ملزومات	wesentlich	ملزوم	ADJ	N;PL
bürger	شهروندان	bürger	شهروند		N;PL
bürger	همشهری	bürger	None		N;SG
bürger	شهروند	bürger	شهروند		N;SG
bürger	شهروندی	bürger	شهروندی		N;SG
aktuelle	جریان	aktuell	جریان	ADJ;NOM;FEM;PL	N;SG
arthur	آرتور	arthur	آرتور	PROPN;NOM;MASC;SG	N;SG
life	زندگى	life	زندگى	PROPN	N;SG
life	زندگی	life	زندگی	PROPN	N;SG
leistungen	خدمات	leistung	خدمت	V;PL	N;PL
leistungen	دستاوردهای	leistung	دستاورد	V;PL	N;PL
leistungen	فواید	leistung	None	V;PL	N;PL
leistungen	منافع	leistung	منفعت	V;PL	N;PL
frühjahr	بهار	frühjahr	بهار	ADV	N;SG
frühjahr	بهاری	frühjahr	بهاری	ADV	N;SG
frühjahr	اسپرینگ	frühjahr	اسپرینگ	ADV	N;SG
holstein	هولشتاین	holstein	هولشتا	PROPN;NOM;SG	N;SG
teilnahme	حضار	teilnahme	حضار	ADV	N;PL
teilnahme	حضور	teilnahme	حضور	ADV	N;SG
teilnahme	مشارکت	teilnahme	مشارکت	ADV	N;SG
besuch	آباد	besuchen	آباد	V;IND;SG;3;PST;FIN	N;SG
besuch	ملاقات	besuchen	ملاقات	V;IND;SG;3;PST;FIN	N;SG
besuch	عیادت	besuchen	عیادت	V;IND;SG;3;PST;FIN	N;SG
besuch	بازدید	besuchen	None	V;IND;SG;3;PST;FIN	N;SG
besuch	مهمان	besuchen	مهمان	V;IND;SG;3;PST;FIN	N;SG
besuch	دیدن	besuchen	دیدن	V;IND;SG;3;PST;FIN	N;SG
besuch	بازدید	besuchen	None	V;IND;SG;3;PST;FIN	N;SG
definition	تعریف	definition	تعریف	ADJ	N;SG
definition	تعاریف	definition	تعاریف	ADJ	N;PL
lae	لائه	lae	لائه	PROPN;NOM;MASC;SG	N;SG
original	اصیل	original	None	ADJ	N;SG
original	اوریجینال	original	اوریجینال	ADJ	N;SG
vaters	بابا	vaters	None		N;SG
vaters	پدر	vaters	پدر		N;SG
vaters	پدران	vaters	پدر		N;PL
vaters	پدرها	vaters	پدر		N;PL
vaters	پدری	vaters	پدر		N;SG
vaters	پدر	vaters	پدر		N;SG
prag	پراگ	pragen	پراگ	PROPN;NOM;NEUT;SG	N;SG
polnischen	لهستانی	polnisch	لهستانی	ADJ;NOM;MASC;PL	N;SG
modernen	مدرن	modern	مدرن	ADJ	N;SG
modernen	امروزی	modern	امروزی	ADJ	N;SG
modernen	modern	modern	modern	ADJ	N;SG
bot	ربات	bieten	ربات	V;IND;SG;3;PST;FIN	N;SG
bot	b	bieten	b	V;IND;SG;3;PST;FIN	N;SG
nochmal	دوباره	nochmal	دوباره		ADV
verstehen	فهم	verstehen	فهم	V;NFIN	N;SG
verstehen	درک	verstehen	درک	V;NFIN	N;SG
verstehen	عقل	verstehen	عقل	V;NFIN	N;SG
ehefrau	wife	ehefrau	wife	N;NOM;FEM;SG	
indien	هند	indien	هند	PROPN;NOM;NEUT;SG	N;SG
indien	هندوستان	indien	هندوستان	PROPN;NOM;NEUT;SG	N;SG
eins	یکی	ein	یک		NUM
eins	یگانه	ein	یگانه		N;SG
eins	یک	ein	یک		NUM
association	انجمن	association	انجمن	PROPN;NOM;FEM;SG	N;SG
josé	جوز	josé	جوز	PROPN;NOM;MASC;SG	N;SG
josé	خوزه	josé	خوزه	PROPN;NOM;MASC;SG	N;SG
josé	خسه	josé	خسه	PROPN;NOM;MASC;SG	N;SG
josé	ژوزه	josé	ژوزه	PROPN;NOM;MASC;SG	N;SG
josé	خوزه	josé	خوزه	PROPN;NOM;MASC;SG	N;SG
schlecht	فقیران	schlecht	فقیر	ADJ	N;PL
schlecht	فقیر	schlecht	None	ADJ	N;SG
schlecht	فقیری	schlecht	فقیری	ADJ	N;SG
schlecht	بیچاره	schlecht	بیچاره	ADJ	N;SG
schlecht	شدیدا	schlecht	شدیدا	ADJ	ADV
schlecht	b	schlecht	b	ADJ	N;SG
shift	شیفت	shefen	شیفت	PROPN	N;SG
admins	admins	adminsen	admins	PROPN	N;SG
leser	خوانندگان	leser	خواننده		N;PL
leser	ریدر	leser	ریدر		N;SG
leser	خواننده	leser	خواننده		N;SG
leser	خوانندگان	leser	خواننده		N;PL
turnier	مسابقات	turnieren	مسابقه		N;PL
turnier	تورنومنت	turnieren	تورنومنت		N;SG
turnier	تورنمنت	turnieren	تورنمنت		N;SG
körper	بدن	körp	بدن		N;SG
körper	بدنی	körp	بدنی		N;SG
körper	بدنه	körp	بدنه		N;SG
körper	جسم	körp	جسم		N;SG
körper	b	körp	b		N;SG
körper	اجساد	körp	جسد		N;PL
bildhauer	تراشان	bildhauer	تراشان		N;SG
untersuchungen	مطالعات	untersuchingen	مطالعه	V;NFIN	N;PL
untersuchungen	مکرر	untersuchingen	مکرر	V;NFIN	ADJ
sängerin	خوانندگان	sängerin	خواننده	ADJ	N;PL
sängerin	singer	sängerin	singer	ADJ	
sängerin	خواننده	sängerin	خواننده	ADJ	N;SG
gewonnen	وون	gewinnen	وون	V;V.PTCP	N;SG
kontakt	آشنا	kontakt	آشنا	N;NOM;SG	ADJ
kontakt	مخاطبین	kontakt	مخاطب	N;NOM;SG	N;PL
schaffen	ایجاد	schaffen	ایجاد	V;NFIN	N;SG
schaffen	ایجاد	schaffen	ایجاد	V;NFIN	N;SG
verhältnis	نسبت	verhältnis	نسبت	V;NFIN	ADP
verhältnis	نسبتهای	verhältnis	نسبت	V;NFIN	N;PL
verhältnis	رابطه	verhältnis	رابطه	V;NFIN	N;SG
luft	هوایی	lüfen	هوایی	N;NOM;FEM;SG	ADJ
kommission	تصدی	kommission	تصدی		N;SG
kommission	کمیسیون	kommission	کمیسیون		N;SG
reise	مسافرت	reise	مسافرت		N;SG
reise	travel	reise	travel		N;SG
reise	سفر	reise	سفر		N;SG
reise	سفر	reise	سفر		N;SG
reise	سفری	reise	سفر		N;SG
reise	مسافرت	reise	مسافرت		N;SG
reise	سفر	reise	سفر		N;SG
laufbahn	حرفه	laufbahnen	None	V;IND;SG;3;PST;FIN	N;SG
laufbahn	شغل	laufbahnen	شغل	V;IND;SG;3;PST;FIN	N;SG
aktuellen	جریان	aktuell	جریان	ADJ	N;SG
gebiete	سرزمینهای	gebieten	سرزمین		N;PL
gebiete	نواحی	gebieten	ناحیه		N;PL
gebiete	مناطق	gebieten	منطقه		N;PL
älteren	بزرگان	alt	بزرگ	ADJ	N;PL
älteren	سالمندان	alt	سالمند	ADJ	N;PL
vereine	انجمنهای	verein	None		N;PL
vereine	خاج	verein	خاج		N;SG
monaten	ماه	Monat	ماه	N;DAT;MASC;PL	N;SG
monaten	ماهه	Monat	ماهه	N;DAT;MASC;PL	N;SG
monaten	ماه	Monat	ماه	N;DAT;MASC;PL	N;SG
erhält	دریافت	erhalten	دریافت	V;IND;SG;3;PRS;FIN	N;SG
datum	تاریخ	datum	تاریخ		N;SG
datum	تاریخهای	datum	تاریخ		N;PL
variante	variant	variant	None	ADJ;NOM;FEM;SG	N;SG
gelegentlich	گهگاه	gelegentlich	گهگاه	ADJ	ADV
tat	تات	tun	تات	V;IND;SG;3;PST;FIN	N;SG
tat	تاتی	tun	تاتی	V;IND;SG;3;PST;FIN	N;SG
tat	زحمات	tun	زحمت	V;IND;SG;3;PST;FIN	N;PL
kalifornien	california	kalifornien	california	PROPN;NOM;NEUT;SG	N;SG
kalifornien	کالیفرنیا	kalifornien	None	PROPN;NOM;NEUT;SG	N;SG
kassel	کاسل	kassel	کاسل	PROPN;NOM;SG	N;SG
meer	دریا	meer	دریا	ADJ	N;SG
meer	دریای	meer	دریا	ADJ	N;SG
meer	بحر	meer	بحر	ADJ	
meer	اقیانوس	meer	None	ADJ	N;SG
meer	اقیانوسی	meer	اقیانوسی	ADJ	N;SG
theologie	الهیات	theologie	None	PROPN	N;SG
heft	کتابچه	hefen	کتابچه		N;SG
heft	مجله	hefen	مجله		N;SG
heft	دفترچه	hefen	دفترچه		N;SG
heft	پوشه	hefen	پوشه		N;SG
heft	مسئله	hefen	مسئله		N;SG
gast	مهمان	gast	مهمان		N;SG
gast	میهمان	gast	None		
nächste	بعدی	nah	بعد	ADJ;NOM;FEM;PL	N;SG
nächste	next	nah	next	ADJ;NOM;FEM;PL	N;SG
konzept	مفاهیم	konzept	مفهوم	N;NOM;NEUT;SG	N;PL
griechischen	یونان	griechisch	یونان	ADJ;NOM;PL	N;SG
griechischen	یونانی	griechisch	یونانی	ADJ;NOM;PL	N;SG
türkei	ترکیه	türkei	ترکیه	PROPN	N;SG
türkei	ترکی	türkei	ترکی	PROPN	N;SG
türkei	بوقلمون	türkei	بوقلمون	PROPN	N;SG
türkei	استانبول	türkei	استانبول	PROPN	N;SG
bronze	برنز	bronz	برنز		N;SG
bronze	برنزی	bronz	برنزی		N;SG
bronze	لرستان	bronz	لرستان		N;SG
entstehen	ظهور	entstehen	ظهور	V;NFIN	N;SG
entstehen	پیدایش	entstehen	None	V;NFIN	N;SG
setzen	تنظیم	setzen	تنظیم	V;NFIN	N;SG
japanischen	ژاپنی	japanisch	ژاپنی	ADJ;NOM;MASC;PL	N;SG
persönlich	شخصی	persönlich	شخص	ADJ	N;SG
persönlich	بازاریابی	persönlich	بازاریابی	ADJ	N;SG
persönlich	شخصا	persönlich	None	ADJ	ADV
persönlich	شخصاً	persönlich	شخصاً	ADJ	ADV
östlichen	شرق	östlich	شرق	ADJ;ACC;MASC;SG	N;SG
östlichen	شرقی	östlich	شرقی	ADJ;ACC;MASC;SG	N;SG
grenzen	محدودیتهای	grenzen	محدودیت	V;NFIN	N;PL
grenzen	محدودیتها	grenzen	محدودیت	V;NFIN	N;PL
grenzen	محدودیت	grenzen	محدودیت	V;NFIN	N;SG
grenzen	مرز	grenzen	مرز	V;NFIN	N;SG
grenzen	مرزهای	grenzen	مرز	V;NFIN	N;PL
grenzen	مرزها	grenzen	مرز	V;NFIN	N;PL
grenzen	محدودیتها	grenzen	محدودیت	V;NFIN	N;PL
grenzen	محدودیت	grenzen	محدودیت	V;NFIN	N;SG
grenzen	جلودار	grenzen	جلودار	V;NFIN	N;SG
grenzen	مرزها	grenzen	مرز	V;NFIN	N;PL
smith	اسمیت	smith	اسمیت	PROPN;NOM;SG	N;SG
fenster	ویندوز	fenster	ویندوز	ADJ	N;SG
fenster	پنجره	fenster	پنجره	ADJ	N;SG
unterscheiden	تفصیل	unterscheiden	تفصیل	V;NFIN	N;SG
königs	پادشاه	königs	پادشاه		N;SG
königs	کینگ	königs	کینگ		N;SG
königs	شاه	königs	شاه		N;SG
farbe	رنگ	farben	رنگ		N;SG
farbe	رنگها	farben	رنگ		N;PL
farbe	نقاشی	farben	نقاشی		N;SG
farbe	رنگ	farben	رنگ		N;SG
farbe	رنگها	farben	رنگ		N;PL
farbe	رنگهای	farben	رنگ		N;PL
farbe	رنگها	farben	رنگ		N;PL
commons	عوام	common	عامه		N;PL
dissertation	تز	dissertation	تز		N;SG
poly	پلی	poly	پلی		N;SG
matthias	ماتیاس	matthias	ماتیاس	PROPN;NOM;MASC;SG	N;SG
unteren	پایینی	unter	پایینی	ADJ	N;SG
rede	سخنرانی	rede	سخنرانی		N;SG
rede	گفتار	rede	گفتار		N;SG
geändert	تغییریافته	ändern	تغییریافته	V;V.PTCP	N;SG
russisch	روس	russisch	روس	ADJ	N;SG
russisch	روسیه	russisch	روسیه	ADJ	N;SG
russisch	روسی	russisch	روسی	ADJ	N;SG
horst	هورست	horsen	هورست	PROPN;NOM;MASC;SG	N;SG
unternehmer	کارآفرین	unternehmer	کارآفرین	ADJ	N;SG
unternehmer	پیمانکاری	unternehmer	پیمانکاری	ADJ	N;SG
unternehmer	پیمانکار	unternehmer	پیمانکار	ADJ	N;SG
unternehmer	کارآفرین	unternehmer	کارآفرین	ADJ	N;SG
unternehmer	کاسب	unternehmer	کاسب	ADJ	N;SG
karten	بلیط	kart	بلیط	V;NFIN	N;SG
karten	بلیت	kart	بلیت	V;NFIN	N;SG
karten	کارتها	kart	کارت	V;NFIN	N;PL
karten	ورق	kart	ورق	V;NFIN	N;SG
karten	کارتهای	kart	کارت	V;NFIN	N;PL
prinzip	اصل	prinzip	اصل	ADJ	N;SG
struktur	بافت	struktur	بافت	ADJ	N;SG
struktur	ساختار	struktur	ساختار	ADJ	N;SG
struktur	سازه	struktur	سازه	ADJ	N;SG
grafschaft	شهرستان	grafschaft	شهرستان	ADJ	N;SG
grafschaft	کانتی	grafschaft	کانت#کان	ADJ	N;SG
vierten	چهارمی	viert	چهارمی	ADJ;NOM;MASC;PL	N;SG
aktuell	جریان	aktuell	جریان	ADJ	N;SG
aktuell	اخبار	aktuell	خبر	ADJ	N;PL
aktuell	نیوز	aktuell	نیوز	ADJ	N;SG
aktuell	خبر	aktuell	خبر	ADJ	N;SG
aktuell	خبری	aktuell	None	ADJ	N;SG
aktuell	اخباری	aktuell	اخباری	ADJ	N;PL
boot	چکمه	booen	چکمه	ADV	N;SG
boot	قایق	booen	None	ADV	N;SG
boot	کشتی	booen	کشتی	ADV	N;SG
reichen	ثروتمند	reichen	ثروتمند	V;NFIN	N;SG
reichen	ثروتمندان	reichen	ثروتمند	V;NFIN	N;PL
reichen	پولدار	reichen	None	V;NFIN	N;SG
reichen	پولداری	reichen	پولداری	V;NFIN	N;SG
reichen	غنی	reichen	غنی	V;NFIN	ADJ
reichen	ریچ	reichen	ریچ	V;NFIN	N;SG
reichen	ثروتمندان	reichen	ثروتمند	V;NFIN	N;PL
reichen	ثروتمندی	reichen	ثروتمندی	V;NFIN	N;SG
reichen	پولدار	reichen	None	V;NFIN	N;SG
reichen	ثروتمند	reichen	ثروتمند	V;NFIN	N;SG
stimmt	راست	stimmen	راست	V;IND;SG;3;PRS;FIN	ADJ
stimmt	حقیقی	stimmen	حقیقی	V;IND;SG;3;PRS;FIN	N;SG
stimmt	درست	stimmen	درست	V;IND;SG;3;PRS;FIN	ADJ
stimmt	true	stimmen	true	V;IND;SG;3;PRS;FIN	N;SG
kurzen	کوتاهی	kurz	کوتاه	ADJ;ACC;MASC;SG	N;SG
kurzen	خلاصه	kurz	خلاصه	ADJ;ACC;MASC;SG	N;SG
kurzen	مختصر	kurz	مختصر	ADJ;ACC;MASC;SG	N;SG
parlament	مجلس	parlament	مجلس	ADJ	N;SG
parlament	پارلمان	parlament	پارلمان	ADJ	N;SG
licht	سبک	licht	سبک	PROPN	N;SG
licht	روشنایی	licht	None	PROPN	N;SG
licht	نور	licht	نور	PROPN	N;SG
licht	روشن	licht	روشن	PROPN	ADJ
licht	نوری	licht	نوری	PROPN	N;SG
licht	نورپردازی	licht	نورپردازی	PROPN	N;SG
licht	روشنایی	licht	None	PROPN	N;SG
licht	چراغها	licht	چراغ	PROPN	N;PL
licht	چراغ	licht	چراغ	PROPN	N;SG
ausdruck	عبارتهای	ausdruck	عبارت	N;SG	N;PL
oxford	آکسفورد	oxford	آکسفورد	PROPN;NOM;MASC;SG	N;SG
ungefähr	تقریبی	ungefähr	تقریبی	ADV	N;SG
möglichst	ترجیحا	möglichst	ترجیحا	ADV	N;SG
argumente	آرگومان	argument	آرگوم		N;SG
argumente	دلایل	argument	دلیل		N;PL
argumente	استدلال	argument	استدلال		N;SG
argumente	حجت	argument	None		N;SG
argumente	برهان	argument	برهان		N;SG
argumente	استدلال	argument	استدلال		N;SG
standort	سایت	standoren	سایت	ADV	N;SG
standort	محل	standoren	محل	ADV	N;SG
standort	مکان	standoren	مکان	ADV	N;SG
standort	مکانهای	standoren	مکان	ADV	N;PL
standort	مکانها	standoren	مکان	ADV	N;PL
standort	محلهای	standoren	محل	ADV	N;PL
lehre	تعالیم	lehr	تعالیم	N;NOM;FEM;SG	N;PL
lehre	دکترین	lehr	دکترین	N;NOM;FEM;SG	ADJ;RL
spitze	apex	spitz	apex	ADJ	N;SG
spitze	بالا	spitz	بالا	ADJ	ADV;ESS
spitze	top	spitz	top	ADJ	N;SG
spitze	تاپ	spitz	تاپ	ADJ	N;SG
spitze	اوج	spitz	اوج	ADJ	N;SG
spitze	فاعل	spitz	None	ADJ	N;SG
spitze	نکته	spitz	نکته	ADJ	N;SG
spitze	نوک	spitz	None	ADJ	N;SG
spitze	انعام	spitz	انعام	ADJ	N;SG
spitze	اوج	spitz	اوج	ADJ	N;SG
spitze	قله	spitz	قله	ADJ	N;SG
hugo	هوگو	hugo	هوگو	PROPN;NOM;MASC;SG	N;SG
hugo	هیوگو	hugo	هیوگو	PROPN;NOM;MASC;SG	N;SG
morgen	morgen	morgen	morgen	ADV	N;SG
morgen	فردایی	morgen	فردایی	ADV	N;SG
morgen	صبح	morgen	صبح	ADV	N;SG
morgen	بامداد	morgen	بامداد	ADV	N;SG
qualifikation	مهارتهای	qualifikation	مهارت	N;NOM;FEM;SG	N;PL
industrie	صنایع	industrie	صنعت	N;NOM;FEM;SG	N;PL
material	مواد	material	ماده	ADJ	N;PL
material	مصالح	material	مصالح	ADJ	N;PL
king	پادشاه	köngen	پادشاه		N;SG
king	کینگ	köngen	کینگ		N;SG
king	شاه	köngen	شاه		N;SG
manfred	مانفرد	manfred	مانفرد	PROPN;NOM;MASC;SG	N;SG
manfred	منفرد	manfred	منفرد	PROPN;NOM;MASC;SG	N;SG
edward	ادوارد	edward	ادوارد	PROPN;NOM;MASC;SG	N;SG
kleinere	خردسال	klein	خردسال	ADJ;NOM;FEM;PL	N;SG
kleinere	کوچکی	klein	کوچک	ADJ;NOM;FEM;PL	N;SG
manche	بعضیها	manch	بعضی	PRO;NOM;INDF;PL	N;PL
frankfurter	فرانکفورت	Frankfurter	فرانکفورت	ADJ	N;SG
ausgebaut	گسترده	ausbauen	گسترده	V;V.PTCP	ADJ
prozess	فرایند	prozeß	فرایند		N;SG
prozess	پروسه	prozeß	پروسه		N;SG
prozess	فرآیند	prozeß	فرآیند		N;SG
prozess	روند	prozeß	روند		N;SG
prozess	مراحل	prozeß	مرحله		N;PL
prozess	محاکمه	prozeß	محاکمه		N;SG
prozess	دادرسی	prozeß	دادرسی		N;SG
best	بهترین	best	به	PROPN	ADJ;RL
best	بهتر	best	به	PROPN	ADJ;CMPR
best	best	best	best	PROPN	N;SG
elemente	عناصری	element	عناصر	ADJ;NOM;PL	N;PL
elemente	عناصر	element	عنصر	ADJ;NOM;PL	N;PL
existieren	وجود	existieren	وجود	V;NFIN	N;SG
grünen	گرین	grün	گرین	ADJ	N;SG
anhalt	آنهالت	anhalt	آنهالت	PROPN;NOM;NEUT;SG	PRO;PL
ansicht	نما	ansechen	نما	N	
inneren	interior	inner	None	ADJ	N;SG
abgesehen	کنار	abgesehen	کنار	V;V.PTCP	ADP
adam	ادم	adam	ادم	PROPN;NOM;MASC;SG	N;SG
adam	آدم	adam	آدم	PROPN;NOM;MASC;SG	N;SG
adam	آدام	adam	آدام	PROPN;NOM;MASC;SG	N;SG
feld	باکس	feld	باکس	ADV	N;SG
feld	جعبه	feld	جعبه	ADV	N;SG
feld	فیلد	feld	None	ADV	N;SG
feld	حوزه	feld	حوزه	ADV	N;SG
dänemark	دانمارک	dänemark	دانمارک	PROPN;NOM;NEUT;SG	N;SG
private	خلوت	privat	None	ADJ;NOM;FEM;PL	N;SG
private	شخصی	privat	شخص	ADJ;NOM;FEM;PL	N;SG
private	سرباز	privat	سرباز	ADJ;NOM;FEM;PL	N;SG
private	private	privat	private	ADJ;NOM;FEM;PL	N;SG
private	خصوصی	privat	خصوصی	ADJ;NOM;FEM;PL	N;SG
öffentlich	همگانی	öffentlich	همگانی	ADJ	N;SG
öffentlich	public	öffentlich	public	ADJ	N;SG
öffentlich	آشکارا	öffentlich	آشکارا	ADJ	ADV
arts	arts	arts	arts	PROPN	N;SG
arts	هنر	arts	هنر	PROPN	N;SG
arts	هنرهای	arts	هنر	PROPN	N;PL
spätere	بعدها	spät	بعد	ADJ;NOM;FEM;PL	ADV
spätere	بعدا	spät	بعداً	ADJ;NOM;FEM;PL	
spätere	بعداً	spät	بعداً	ADJ;NOM;FEM;PL	ADV
nix	نیکس	nix	نیکس	ADV	N;SG
jüdische	یهود	jüdisch	یهود	ADJ;NOM;FEM;PL	N;SG
jüdische	یهودیان	jüdisch	یهودی	ADJ;NOM;FEM;PL	N;PL
jüdische	یهودی	jüdisch	یهودی	ADJ;NOM;FEM;PL	N;SG
ebenda	ibid	ebenda	ibid		N;SG
würzburg	würzb	würzburg	würzb	PROPN;NOM;NEUT;SG	
kriterien	معیار	kriterien	معیار	ADJ	N;SG
kriterien	معیارهای	kriterien	معیار	ADJ	N;PL
standard	پیشفرض	standard	پیشفرض	ADV	N;SG
standard	استاندارد	standard	استاندارد	ADV	N;SG
pflanzen	گیاهان	pflanz	گیاه	V;NFIN	N;PL
pflanzen	کاشتن	pflanz	کاشتن	V;NFIN	N;SG
pflanzen	کاشت	pflanz	کاشت#کار	V;NFIN	N;SG
pflanzen	گیاهی	pflanz	گیاهی	V;NFIN	N;SG
pflanzen	نیروگاه	pflanz	نیروگاه	V;NFIN	N;SG
pflanzen	پلنت	pflanz	پلنت	V;NFIN	N;SG
pflanzen	گیاه	pflanz	گیاه	V;NFIN	N;SG
starke	توانا	stark	None	ADJ;NOM;FEM;PL	N;SG
starke	قدرتمند	stark	قدرتمند	ADJ;NOM;FEM;PL	N;SG
starke	تواناست	stark	توانست#تواه	ADJ;NOM;FEM;PL	N;SG
änderung	تغییرات	änderung	تغییر	N;NOM;FEM;SG	N;PL
tode	مرگ	toden	مرگ	ADV	N;SG
brüder	bros	brüder	bros	N;NOM;MASC;PL	N;SG
förderung	ترویج	förderung	ترویج	ADJ;NOM;FEM;SG	N;SG
förderung	ارتقاء	förderung	ارتقاءء	ADJ;NOM;FEM;SG	N;SG
förderung	ترفیع	förderung	ترفیع	ADJ;NOM;FEM;SG	N;SG
förderung	تبلیغ	förderung	تبلیغ	ADJ;NOM;FEM;SG	N;SG
förderung	ارتقای	förderung	ارتقا	ADJ;NOM;FEM;SG	N;SG
förderung	ارتقا	förderung	ارتقا	ADJ;NOM;FEM;SG	N;SG
förderung	پشتیبان	förderung	پشتیب	ADJ;NOM;FEM;SG	N;SG
förderung	پشتیبانی	förderung	پشتیبانی	ADJ;NOM;FEM;SG	N;SG
