terry	terry	terry	terry	PROPN	N;MASC;SG
marci	marks	marcă	mark	N;INDF;FEM;PL	N;MASC;SG
marci	marci	marcă	marci	N;INDF;FEM;PL	N;FEM;SG
valabil	válidos	valabil	válido	ADJ;INDF;MASC;SG	ADJ;MASC;PL
valabil	válidas	valabil	válido	ADJ;INDF;MASC;SG	ADJ;FEM;PL
monroe	monroe	monroe	monroe	PROPN	N;MASC;SG
ondřejov	ondřejov	ondřejov	ondřejov		N;MASC;SG
neptun	neptune	neptun	neptune	PROPN	N;MASC;SG
neptun	netuno	neptun	netuno	PROPN	N;MASC;SG
neptun	neptuno	neptun	neptuno	PROPN	N;MASC;SG
apache	apaches	apache	apache	N;INDF;MASC;SG	N;MASC;PL
rezistat	resistiu	rezista	resistir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
rezistat	resisti	rezista	resisti	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN
rezistat	resistido	rezista	resistir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
teologice	teológica	teologic	teológico	ADJ;INDF;FEM;PL	N;FEM;SG
negocieri	negociação	negociere	negociação	N;INDF;FEM;PL	N;FEM;SG
raf	raf	raf	raf	PROPN	N;FEM;SG
saraci	coitado	sarac	coitado		V;MASC;SG;V.PTCP
saraci	pobre	sarac	pobre		ADJ;MASC;SG
saraci	pobres	sarac	pobre		N;MASC;PL
randy	randy	randy	randy	PROPN	N;MASC;SG
bibliografice	bibliográfica	bibliografic	bibliográfica	ADJ;INDF;FEM;PL	N;FEM;SG
bibliografice	bibliográficos	bibliografic	bibliográfico	ADJ;INDF;FEM;PL	N;MASC;PL
provocate	provocados	provocat	provocar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
provocate	provocado	provocat	provocar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
provocate	provocada	provocat	provocar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
provocate	provocou	provocat	provocar	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
colorate	colorido	colorat	colorir	N;INDF;FEM;PL	V;MASC;SG;V.PTCP
colorate	colorido	colorat	colorir	N;INDF;FEM;PL	V;MASC;SG;V.PTCP
seven	sete	seven	sete	N;INDF;MASC;SG	NUM
luftwaffe	luftwaffe	luftwaffă	luftwaffe	PROPN	N;FEM;SG
dorita	desejadas	dorita	desejar		V;FEM;PL;V.PTCP
dorita	desejada	dorita	desejar		V;FEM;SG;V.PTCP
dorita	desejado	dorita	desejar		V;MASC;SG;V.PTCP
dorita	desejados	dorita	desejar		V;MASC;PL;V.PTCP
dorita	procurada	dorita	procurar		V;FEM;SG;V.PTCP
dorita	queria	dorita	querer		V;IND;SG;3;IPFV;FIN
dorita	procurado	dorita	procurar		V;MASC;SG;V.PTCP
dorita	procurados	dorita	procurar		V;MASC;PL;V.PTCP
dorita	desejadas	dorita	desejar		V;FEM;PL;V.PTCP
dorita	desejada	dorita	desejar		V;FEM;SG;V.PTCP
dorita	desejado	dorita	desejar		V;MASC;SG;V.PTCP
dorita	desejados	dorita	desejar		V;MASC;PL;V.PTCP
pasarea	aves	pasare	ave	N;DEF;FEM;SG	N;FEM;PL
tei	linden	tei	linden		N;FEM;SG
tei	lime	tei	lime		N;MASC;SG
tei	lima	tei	lima		N;MASC;SG
tei	cal	tei	cal		N;FEM;SG
vaduva	viúvas	vaduva	viúva	N;DEF;FEM;SG	N;FEM;PL
garcia	garcia	garcia	garcia	PROPN	N;MASC;SG
musical	musical	musical	musical	N;INDF;MASC;SG	ADJ;MASC;SG
musical	musicais	musical	musical	N;INDF;MASC;SG	N;MASC;PL
gyula	gyula	gyula	gyula	PROPN	N;MASC;SG
fericit	happy	fericit	happy	ADJ;INDF;MASC;SG	N;MASC;SG
fericit	felizes	fericit	feliz	ADJ;INDF;MASC;SG	ADJ;MASC;PL
insotita	acompanhadas	insotita	acompanhar	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
insotita	acompanhada	insotita	acompanhar	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
insotita	acompanhado	insotita	acompanhar	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
insotita	acompanhados	insotita	acompanhar	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
insotita	acompanhou	insotita	acompanhar	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
patriei	pátria	patrie	pátria	PROPN;DEF;FEM;SG	N;FEM;SG
armat	armada	armat	armar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
armat	armados	armat	armar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
armat	armadas	armat	armar	ADJ;INDF;MASC;SG	N;FEM;PL
armat	armado	armat	armar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
armat	reforçados	armat	reforçar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
armat	reforçado	armat	reforçar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
armat	reforçada	armat	reforçar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
armat	reforçadas	armat	reforçar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
prenume	apelidos	prenume	apelido		N;MASC;PL
prenume	apelido	prenume	apelido		N;MASC;SG
prenume	sobrenome	prenume	sobrenome		N;MASC;SG
tentativa	tentada	tentativa	tentar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
tentativa	tentada	tentativa	tentar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
prinde	catch	prinde	catch	V;IND;SG;3;PRS;FIN	N;MASC;SG
prinde	capturas	prinde	captura	V;IND;SG;3;PRS;FIN	N;FEM;PL
prinde	captura	prinde	captura	V;IND;SG;3;PRS;FIN	N;FEM;SG
valdemar	valdemar	valdemar	valdemar	PROPN	N;MASC;SG
istria	ístria	istrie	ístria	PROPN	N;FEM;SG
judecat	julgada	judeca	julgar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
judecat	julgado	judeca	julgar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
judecat	julgou	judeca	julgar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
judecat	julgados	judeca	julgar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dieter	dieter	dieter	dieter	PROPN	N;MASC;SG
raspandire	espalhando	raspandire	espalhar	N;INDF;FEM;SG	V;V.MSDR
raspandire	espalhar	raspandire	espalhar	N;INDF;FEM;SG	V;NFIN
raspandire	espalhe	raspandire	espalhe	N;INDF;FEM;SG	V;SBJV;SG;3;PRS;FIN
raspandire	espalhar	raspandire	espalhar	N;INDF;FEM;SG	V;NFIN
nice	boa	nice	bom		ADJ;FEM;SG
nice	belo	nice	belo		N;MASC;SG
nice	bom	nice	bom		ADJ;MASC;SG
nice	legal	nice	legal		ADJ;MASC;SG
nice	nice	nice	nice		N;MASC;SG
beatrice	beatriz	beatric	beatriz	N;INDF;FEM;PL	N;FEM;SG
atasat	anexada	atasa	anexar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
atasat	anexados	atasa	anexar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
atasat	anexa	atasa	anexo	ADJ;INDF;MASC;SG	N;FEM;SG
atasat	anexado	atasa	anexado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
atasat	anexada	atasa	anexar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
atasat	anexados	atasa	anexar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
atasat	anexa	atasa	anexo	ADJ;INDF;MASC;SG	N;FEM;SG
atasat	anexado	atasa	anexado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
bolivia	bolívia	bolivie	bolívia	PROPN	N;FEM;SG
ciuperci	fungo	ciupercă	fungo	N;INDF;FEM;PL	N;MASC;SG
ciuperci	cogumelo	ciupercă	cogumelo	N;INDF;FEM;PL	N;MASC;SG
colaboreaza	colabore	colaborează	colabore	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
colaboreaza	colabora	colaborează	colabora	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
goga	goga	gogă	gogar	PROPN	N;MASC;SG
performante	performance	performant	performance	N;INDF;FEM;PL	N;FEM;SG
performante	atuação	performant	atuação	N;INDF;FEM;PL	N;FEM;SG
performante	desempenho	performant	desempenho	N;INDF;FEM;PL	N;MASC;SG
pakistan	paquistão	pakistan	paquistão	PROPN	N;MASC;SG
optica	ópticos	optic	óptico	N;DEF;FEM;SG	N;MASC;PL
nad	nad	nade	nad	PROPN	N;MASC;SG
éditions	éditions	éditions	éditions	PROPN	N;MASC;SG
anolis	anolis	anolis	anolis	PROPN	N;MASC;SG
solide	sólidos	solid	sólido	ADJ;INDF;FEM;PL	N;MASC;PL
solide	sólido	solid	sólido	ADJ;INDF;FEM;PL	ADJ;MASC;SG
solide	sólida	solid	sólido	ADJ;INDF;FEM;PL	ADJ;FEM;SG
solide	sólidos	solid	sólido	ADJ;INDF;FEM;PL	N;MASC;PL
artificiala	artificiais	artificială	artificial	ADJ;DEF;FEM;SG	N;MASC;PL
artificiala	artificiais	artificială	artificial	ADJ;DEF;FEM;SG	N;MASC;PL
banks	banks	banks	bank	PROPN	N;MASC;SG
banks	bancos	banks	banco	PROPN	N;MASC;PL
generic	genéricos	generic	genérico	ADV	N;MASC;PL
generic	genérica	generic	genérico	ADV	ADJ;FEM;SG
generic	genéricas	generic	genérico	ADV	ADJ;FEM;PL
generic	genérico	generic	genérico	ADV	ADJ;MASC;SG
flacara	chama	flacară	chamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
flacara	chamas	flacară	chama	N;DEF;FEM;SG	N;FEM;PL
flacara	chama	flacară	chamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
flacara	chamas	flacară	chama	N;DEF;FEM;SG	N;FEM;PL
flacara	chama	flacară	chamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
flacara	chamas	flacară	chama	N;DEF;FEM;SG	N;FEM;PL
marion	marion	marion	marion	PROPN	N;MASC;SG
dinti	dente	dinti	dente	N;INDF;MASC;PL	N;MASC;SG
liège	liège	liège	liège	PROPN	N;MASC;SG
evidenta	óbvia	evident	óbvio	N;DEF;FEM;SG	ADJ;FEM;SG
evidenta	obvio	evident	obvio	N;DEF;FEM;SG	ADV
evidenta	óbvio	evident	óbvio	N;DEF;FEM;SG	ADJ;MASC;SG
evidenta	óbvia	evident	óbvio	N;DEF;FEM;SG	ADJ;FEM;SG
evidenta	obvio	evident	obvio	N;DEF;FEM;SG	ADV
evidenta	óbvio	evident	óbvio	N;DEF;FEM;SG	ADJ;MASC;SG
glasgow	glasgow	glasgow	glasgow	PROPN	N;MASC;SG
geniu	genial	geniu	genial	N;INDF;MASC;SG	ADJ;MASC;SG
broadway	broadway	broadway	broadway	PROPN	N;FEM;SG
toledo	toledo	toledo	toledo	PROPN	N;MASC;SG
abdul	abdul	abdu	abdul	PROPN	N;MASC;SG
burgas	burgas	burgas	burga	PROPN	N;MASC;PL
coltul	cantos	colt	canto	N;DEF;MASC;SG	N;MASC;PL
informativ	informativo	informativ	informativo	ADJ;INDF;MASC;SG	N;MASC;SG
informativ	informativa	informativ	informativa	ADJ;INDF;MASC;SG	N;FEM;SG
marturie	testemunhos	marturie	testemunho	N;INDF;FEM;SG	N;MASC;PL
marturie	testemunhos	marturie	testemunho	N;INDF;FEM;SG	N;MASC;PL
emmanuel	emanuel	emmanuel	emanuel	PROPN	N;MASC;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	N;MASC;SG
caracteristic	característicos	caracteristic	característico	ADV	ADJ;MASC;PL
caracteristic	característica	caracteristic	característica	ADV	N;FEM;SG
caracteristic	característico	caracteristic	característico	ADV	ADJ;MASC;SG
dobandit	adquirida	dobandi	adquirir	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
dobandit	adquiridos	dobandi	adquirir	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dobandit	adquiridas	dobandi	adquirir	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
dobandit	adquirido	dobandi	adquirir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
onorific	honorário	onorific	honorário	N;INDF;MASC;SG	ADJ;MASC;SG
onorific	honorários	onorific	honorários	N;INDF;MASC;SG	N;MASC;PL
combinat	combinada	combina	combinar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
combinat	combinadas	combina	combinar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
combinat	combinado	combina	combinar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
combinat	combinados	combina	combinado	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
grey	cinzenta	grey	cinzento	PROPN	ADJ;FEM;SG
grey	cinzento	grey	cinzento	PROPN	ADJ;MASC;SG
grey	cinza	grey	cinza	PROPN	N;FEM;SG
grey	grey	grey	grey	PROPN	N;MASC;SG
grey	cinzentos	grey	cinzento	PROPN	N;MASC;PL
stand	stand	sta	stand		N;MASC;SG
stand	sentando	sta	sentar		V;V.MSDR
stand	sentado	sta	sentar		V;MASC;SG;V.PTCP
stand	sentada	sta	sentar		V;FEM;SG;V.PTCP
stand	sentados	sta	sentar		V;MASC;PL;V.PTCP
sanse	chances	sansă	chance		N;FEM;PL
sanse	hipóteses	sansă	hipótese		N;FEM;PL
sanse	chance	sansă	chance		N;FEM;SG
sanse	oportunidade	sansă	oportunidade		N;FEM;SG
sanse	chances	sansă	chance		N;FEM;PL
sanse	hipóteses	sansă	hipótese		N;FEM;PL
sanse	chance	sansă	chance		N;FEM;SG
sanse	oportunidade	sansă	oportunidade		N;FEM;SG
sanse	chances	sansă	chance		N;FEM;PL
sanse	probabilidades	sansă	probabilidade		N;FEM;PL
confederatia	confederados	confederatie	confederar	N;DEF;FEM;SG	N;MASC;PL
ward	ward	ward	ward	PROPN	N;MASC;SG
nevada	nevada	nevada	nevar	PROPN	N;FEM;SG
completat	completou	completa	completar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
completat	concluída	completa	concluído	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
completat	concluído	completa	concluir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
completat	concluídas	completa	concluir	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
completat	concluídos	completa	concluir	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
capabila	capazes	capabilă	capaz	ADJ;DEF;FEM;SG	ADJ;MASC;PL
capabila	capazes	capabilă	capaz	ADJ;DEF;FEM;SG	ADJ;MASC;PL
masiva	maciço	masivă	maciço	ADJ;DEF;FEM;SG	N;MASC;SG
masiva	maciça	masivă	maciço	ADJ;DEF;FEM;SG	N;FEM;SG
masiva	massive	masivă	massive	ADJ;DEF;FEM;SG	N;MASC;SG
anexate	anexada	anexat	anexar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
anexate	anexado	anexat	anexado	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
celtic	celta	celtic	celta	ADJ;INDF;MASC;SG	N;MASC;SG
celtic	celtic	celtic	celtic	ADJ;INDF;MASC;SG	N;MASC;SG
celtic	celtas	celtic	celto	ADJ;INDF;MASC;SG	N;MASC;PL
arestarea	prendendo	arestare	prender	N;DEF;FEM;SG	V;V.MSDR
arestarea	prender	arestare	prender	N;DEF;FEM;SG	V;NFIN
hart	hart	hart	hart	PROPN	N;MASC;SG
daily	diariamente	daily	diariamente	N;INDF;MASC;SG	ADV
daily	diários	daily	diário	N;INDF;MASC;SG	ADJ;MASC;PL
variabila	variável	variabilă	variável	N;DEF;FEM;SG	ADJ;MASC;SG
variabila	variáveis	variabilă	variável	N;DEF;FEM;SG	N;MASC;PL
variabila	variável	variabilă	variável	N;DEF;FEM;SG	ADJ;MASC;SG
variabila	variáveis	variabilă	variável	N;DEF;FEM;SG	N;MASC;PL
antrenat	treinou	antrenat	treinar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
antrenat	treinada	antrenat	treinar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
antrenat	treinado	antrenat	treinar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
antrenat	treinados	antrenat	treinar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
divine	divino	diven	divino	ADJ;INDF;FEM;PL	N;MASC;SG
divine	divina	diven	divino	ADJ;INDF;FEM;PL	N;FEM;SG
grecesc	grega	grecesc	grego	ADJ;INDF;MASC;SG	N;FEM;SG
grecesc	grécia	grecesc	grécia	ADJ;INDF;MASC;SG	N;FEM;SG
grecesc	gregos	grecesc	grego	ADJ;INDF;MASC;SG	N;MASC;PL
grecesc	grego	grecesc	grego	ADJ;INDF;MASC;SG	N;MASC;SG
existent	existindo	existent	existir	ADJ;INDF;MASC;SG	V;V.MSDR
existent	existentes	existent	existente	ADJ;INDF;MASC;SG	ADJ;MASC;PL
instalarea	instalando	instalare	instalar	N;DEF;FEM;SG	V;V.MSDR
afectata	afetado	afectată	afetar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
afectata	afetadas	afectată	afetar	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
afectata	afectados	afectată	afectar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
afectata	afetada	afectată	afetado	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
afectata	afectado	afectată	afectar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
afectata	afetados	afectată	afetar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
afectata	afetado	afectată	afetar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
afectata	afetadas	afectată	afetar	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
afectata	afectados	afectată	afectar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
afectata	afetada	afectată	afetado	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
afectata	afectado	afectată	afectar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
afectata	afetados	afectată	afetar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
franci	franks	franc	frank	N;INDF;MASC;PL	N;MASC;SG
tropicale	tropical	tropical	tropical	ADJ;INDF;FEM;PL	ADJ;MASC;SG
kane	kane	kane	kane	PROPN	N;MASC;SG
cheltuielile	despesa	cheltuială	despesa	N;DEF;FEM;PL	N;FEM;SG
tehnologic	tecnológico	tehnologic	tecnológico	ADV	ADJ;MASC;SG
tehnologic	tecnológica	tehnologic	tecnológico	ADV	N;FEM;SG
semnate	assinado	semnat	assinar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
semnate	assinados	semnat	assinar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
semnate	assinou	semnat	assinar	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
semnate	assinada	semnat	assinar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
vai	vales	vai	vale		N;MASC;PL
dallas	dallas	dallas	dalla	PROPN	N;MASC;SG
retezat	cortada	reteza	cortar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
atingand	tocando	atinga	tocar	N;INDF;MASC;SG	V;V.MSDR
calde	quente	cald	quente	ADJ;INDF;FEM;PL	N;MASC;SG
calde	morno	cald	morno	ADJ;INDF;FEM;PL	ADJ;MASC;SG
calul	cavalos	cal	cavalo	N;DEF;MASC;SG	N;MASC;PL
abuz	abusos	abuz	abuso	N;INDF;MASC;SG	N;MASC;PL
piacenza	piacenza	piacenză	piacenza	PROPN	N;FEM;SG
relativa	parente	relativa	parente	ADJ;DEF;FEM;SG	N;MASC;SG
relativa	relativa	relativa	relativo	ADJ;DEF;FEM;SG	N;FEM;SG
permitand	permitindo	permita	permitir	N;INDF;MASC;SG	V;V.MSDR
peisajul	paisagens	peisaj	paisagem	N;DEF;MASC;SG	N;FEM;PL
divortat	divorciada	divorta	divorciar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
divortat	divorciados	divorta	divorciado	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
divortat	divorciado	divorta	divorciar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
divortat	divorciada	divorta	divorciar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
divortat	divorciados	divorta	divorciado	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
divortat	divorciado	divorta	divorciar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
orientala	orientais	orientală	oriental	ADJ;DEF;FEM;SG	N;MASC;PL
rick	rick	rick	rick	PROPN	N;MASC;SG
jeremy	jeremy	jeremy	jeremy	PROPN	N;MASC;SG
locuitor	residente	locuitor	residente	N;INDF;MASC;SG	ADJ;MASC;SG
locuitor	residentes	locuitor	residente	N;INDF;MASC;SG	N;MASC;PL
ueda	ueda	ueda	ueda		N;MASC;SG
profesional	professional	profesional	professional	ADJ;INDF;MASC;SG	N;MASC;SG
profesional	profissionais	profesional	profissional	ADJ;INDF;MASC;SG	N;MASC;PL
profesional	profissional	profesional	profissional	ADJ;INDF;MASC;SG	N;MASC;SG
profesional	profissionalmente	profesional	profissionalmente	ADJ;INDF;MASC;SG	ADV
weber	weber	weber	weber	PROPN	N;MASC;SG
ferma	quintas	fermă	quinto	N;DEF;FEM;SG	N;FEM;PL
ferma	quintas	fermă	quinto	N;DEF;FEM;SG	N;FEM;PL
teoretice	teórica	teoretic	teórico	ADJ;INDF;FEM;PL	N;FEM;SG
teoretice	teórico	teoretic	teórico	ADJ;INDF;FEM;PL	N;MASC;SG
teoretice	teóricos	teoretic	teórico	ADJ;INDF;FEM;PL	N;MASC;PL
teoretice	teóricas	teoretic	teórico	ADJ;INDF;FEM;PL	N;FEM;PL
urmate	seguido	urma	seguir	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
urmate	seguida	urma	seguida	ADJ;INDF;FEM;PL	N;FEM;SG
urmate	seguiu	urma	seguir	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
urmate	seguidos	urma	seguir	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
urmate	seguiram	urma	seguir	ADJ;INDF;FEM;PL	V;IND;PL;3;FIN
nacional	nacional	nacional	nacional	PROPN	ADJ;MASC;SG
munchen	munique	munchen	munique	PROPN	N;MASC;SG
rachel	raquel	rachel	raquel	PROPN	N;FEM;SG
rachel	rachel	rachel	rachel	PROPN	N;FEM;SG
click	clica	click	clica	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
click	clique	click	clique	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
iris	iris	iris	iris		N;MASC;SG
iris	íris	iris	íris		N;FEM;SG
interzise	proibidos	interzice	proibir	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
interzise	proibidas	interzice	proibir	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
interzise	proibidos	interzice	proibir	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
interzise	proibidas	interzice	proibir	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
miles	miles	miles	mile	PROPN	N;MASC;SG
miles	quilómetros	miles	quilómetro	PROPN	N;MASC;PL
miles	milhas	miles	milha	PROPN	N;FEM;PL
sfinte	santo	sfânt	santo		N;MASC;SG
tolstoi	tolstoy	tolstoi	tolstoy	PROPN	N;MASC;SG
impactul	impactos	impact	impacto	N;DEF;MASC;SG	N;MASC;PL
impactul	alcança	impact	alcançar	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
impactul	alcançar	impact	alcançar	N;DEF;MASC;SG	V;NFIN
southern	sulistas	southern	sulista	PROPN	N;MASC;PL
southern	sulista	southern	sulista	PROPN	ADJ;MASC;SG
southern	sul	southern	sul	PROPN	N;MASC;SG
southern	southern	southern	southern	PROPN	N;MASC;SG
southern	meridional	southern	meridional	PROPN	ADJ;MASC;SG
cultivarea	cultivar	cultivare	cultivar	N;DEF;FEM;SG	V;NFIN
demografice	demografia	demografic	demografia	ADJ;INDF;FEM;PL	N;FEM;SG
demografice	demográfica	demografic	demográfica	ADJ;INDF;FEM;PL	N;FEM;SG
demografice	demográfico	demografic	demográfico	ADJ;INDF;FEM;PL	N;MASC;SG
demografice	demográficas	demografic	demográfico	ADJ;INDF;FEM;PL	N;FEM;PL
inlocui	substitui	inlocui	substituir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
inlocui	substitua	inlocui	substituar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
inlocui	substituição	inlocui	substituição	V;IND;SG;3;IPFV;FIN	N;FEM;SG
botezat	batizado	boteza	batizar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
botezat	batizada	boteza	batizar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
botezat	batizado	boteza	batizar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
botezat	batizada	boteza	batizar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
botezat	baptizado	boteza	baptizar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
botezat	batizado	boteza	batizar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
living	vivos	living	vivo	N;INDF;MASC;SG	N;MASC;PL
living	vivendo	living	viver	N;INDF;MASC;SG	V;V.MSDR
living	viver	living	viver	N;INDF;MASC;SG	V;NFIN
metz	metz	metz	metz	PROPN	PROPN;MASC;SG
stefano	stefano	stefano	stefano	PROPN	N;MASC;SG
modificate	modificada	modificat	modificar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
modificate	alterado	modificat	alterar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
modificate	modificados	modificat	modificar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
modificate	modificado	modificat	modificar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
difuzate	disseminada	difuzat	disseminar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
difuzate	divulgados	difuzat	divulgar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
remarcabila	notáveis	remarcabil	notável	ADJ;DEF;FEM;SG	ADJ;MASC;PL
remarcabila	notáveis	remarcabil	notável	ADJ;DEF;FEM;SG	ADJ;MASC;PL
vorbim	fala	vorbi	falar	V;IND;PL;1;PRS;FIN	V;IND;SG;3;PRS;FIN
vorbim	fale	vorbi	falar	V;IND;PL;1;PRS;FIN	V;SBJV;SG;3;PRS;FIN
vorbim	conversa	vorbi	conversa	V;IND;PL;1;PRS;FIN	N;FEM;SG
intarit	reforçados	intarit	reforçar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
intarit	fortalecido	intarit	fortalecer	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
intarit	reforçado	intarit	reforçar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
intarit	reforçada	intarit	reforçar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
intarit	reforçadas	intarit	reforçar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
intarit	reforçados	intarit	reforçar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
intarit	reforçado	intarit	reforçar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
intarit	reforçada	intarit	reforçar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
intarit	reforçadas	intarit	reforçar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
experimente	experimentação	experiment	experimentação	N;INDF;FEM;PL	N;FEM;SG
