ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
διάβασε	lidos	διαβάζω	ler	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
διάβασε	leia	διαβάζω	ler	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
διάβασε	lê	διαβάζω	ler	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
στάλθηκαν	enviada	στάλλω	enviar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
στάλθηκαν	enviou	στάλλω	enviar	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
στάλθηκαν	enviado	στάλλω	enviar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
θουκυδίδης	tucídides	θουκυδίδης	tucídide	N;NOM;MASC;SG	N;MASC;PL
μετράει	condes	μετρώ	conde	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
μετράει	contagens	μετρώ	contagem	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
μετράει	contagem	μετρώ	contagem	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
λισαβόνας	lisboa	λισσαβώνα	lisboa	PROPN;GEN;FEM;SG	N;FEM;SG
αστικές	urban	αστικός	urban	ADJ;NOM;FEM;PL	N;MASC;SG
αστικές	urbano	αστικός	urbano	ADJ;NOM;FEM;PL	N;MASC;SG
αστικές	urbana	αστικός	urbano	ADJ;NOM;FEM;PL	N;FEM;SG
αστικές	urbanas	αστικός	urbano	ADJ;NOM;FEM;PL	N;FEM;PL
αστικές	urbanos	αστικός	urbano	ADJ;NOM;FEM;PL	N;MASC;PL
λευκάδα	levkas	λευκάδα	levka	PROPN;NOM;FEM;SG	N;MASC;PL
ορατή	visíveis	ορατός	visível	ADJ;NOM;FEM;SG	ADJ;MASC;PL
συναισθηματική	sentimentais	συναισθηματικός	sentimental	ADJ;NOM;FEM;SG	ADJ;MASC;PL
πιθανότητας	probabilidades	πιθανώτητα	probabilidade	N;GEN;FEM;SG	N;FEM;PL
ενδιαφέρονται	interessada	ενδιαφέρω	interessado	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;FEM;SG
ενδιαφέρονται	interessado	ενδιαφέρω	interessado	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;SG
ενδιαφέρονται	interessados	ενδιαφέρω	interessado	V;IPFV;IND;PL;3;PRS;FIN;PASS	N;MASC;PL
ενδιαφέρονται	interessadas	ενδιαφέρω	interessado	V;IPFV;IND;PL;3;PRS;FIN;PASS	N;FEM;PL
χέρμπερτ	herbert	χέρμπερτ	herbert		N;MASC;SG
ύψη	altitudes	ύψη	altitude	ADV	N;FEM;PL
ύψη	heights	ύψη	height	ADV	N;MASC;SG
ύψη	alturas	ύψη	altura	ADV	N;FEM;PL
μπόμπι	bobby	μπόμπι	bobby		N;MASC;SG
ομάρ	omar	ομάρ	omar		N;MASC;SG
μπορντό	bordeaux	μπορντό	bordeaux	PROPN;NOM;NEUT;SG	N;FEM;SG
μπορντό	bordéus	μπορντό	bordéu	PROPN;NOM;NEUT;SG	N;MASC;SG
μπορντό	burgundy	μπορντό	burgundy	PROPN;NOM;NEUT;SG	N;MASC;SG
μπορντό	borgonha	μπορντό	borgonha	PROPN;NOM;NEUT;SG	N;FEM;SG
απόφοιτος	licenciatura	απόφοιτος	licenciatura	ADJ;NOM;MASC;SG	N;FEM;SG
απόφοιτος	graduação	απόφοιτος	graduação	ADJ;NOM;MASC;SG	N;FEM;SG
απόφοιτος	graduado	απόφοιτος	graduar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
τζέισον	jason	τζέισον	jason		N;MASC;SG
καταλανικά	catalão	καταλανικά	catalão	ADV	N;MASC;SG
αυτόνομο	autônomo	αυτόνομος	autônomo	ADJ;NOM;NEUT;SG	N;MASC;SG
αυτόνομο	autónoma	αυτόνομος	autónomo	ADJ;NOM;NEUT;SG	N;FEM;SG
αιτιολογία	justificações	αιτιολογία	justificação	N;NOM;FEM;SG	N;FEM;PL
τάκη	taki	τάκη	taki	PROPN;ACC;MASC;SG	N;MASC;SG
ανάμειξη	misturando	ανάμειξη	misturar	N;ACC;FEM;SG	V;V.MSDR
ανάμειξη	misturar	ανάμειξη	misturar	N;ACC;FEM;SG	V;NFIN
ανάμειξη	misturando	ανάμειξη	misturar	N;ACC;FEM;SG	V;V.MSDR
ανάμειξη	misturar	ανάμειξη	misturar	N;ACC;FEM;SG	V;NFIN
απόρριψη	rejeitar	απόρριψη	rejeitar	N;ACC;FEM;SG	V;NFIN
απόρριψη	rejeitados	απόρριψη	rejeitar	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
απόρριψη	rejeitado	απόρριψη	rejeitar	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
απόρριψη	rejeitada	απόρριψη	rejeitar	N;ACC;FEM;SG	V;FEM;SG;V.PTCP
απόρριψη	rejeitadas	απόρριψη	rejeitar	N;ACC;FEM;SG	V;FEM;PL;V.PTCP
απόρριψη	rejeitar	απόρριψη	rejeitar	N;ACC;FEM;SG	V;NFIN
απόρριψη	devoluções	απόρριψη	devolução	N;ACC;FEM;SG	N;FEM;PL
απόρριψη	descartar	απόρριψη	descartar	N;ACC;FEM;SG	V;NFIN
επαμεινώνδας	epaminondas	επαμεινώνδα	epaminonda	PROPN;NOM;MASC;PL	N;MASC;SG
ισπανούς	espanhóis	ισπανός	espanhol	PROPN;ACC;MASC;PL	N;MASC;PL
παράδοξο	paradoxal	παράδοξος	paradoxal	N;NOM;NEUT;SG	ADJ;MASC;SG
οχτώ	eight	οχτώ	eight	NUM;NOM;MASC;PL	N;MASC;SG
βαλτική	báltica	βαλτικός	báltico	ADJ;NOM;FEM;SG	N;FEM;SG
βαλτική	báltico	βαλτικός	báltico	ADJ;NOM;FEM;SG	N;MASC;SG
βαλτική	bálticos	βαλτικός	báltico	ADJ;NOM;FEM;SG	N;MASC;PL
αγοράστηκε	comprados	αγοράζω	comprar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
αγοράστηκε	comprei	αγοράζω	comprar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;1;PST;FIN
αγοράστηκε	comprados	αγοράζω	comprar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
κέιμπριτζ	cambridge	κέιμπριτζ	cambridgir		N;MASC;SG
μεταλλικά	metais	μεταλλικά	metal	ADJ;NOM;NEUT;PL	N;MASC;PL
μεταλλικά	metal	μεταλλικά	metal	ADJ;NOM;NEUT;PL	N;MASC;SG
μεταλλικά	metálico	μεταλλικά	metálico	ADJ;NOM;NEUT;PL	N;MASC;SG
μεταλλικά	metálicas	μεταλλικά	metálico	ADJ;NOM;NEUT;PL	N;FEM;PL
μεταλλικά	metálicos	μεταλλικά	metálico	ADJ;NOM;NEUT;PL	N;MASC;PL
κεμάλ	kemal	κεμάλ	kemal	PROPN;NOM;MASC;SG	N;MASC;SG
προτείνεται	recomendados	προτείνω	recomendar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
προτείνεται	recomendou	προτείνω	recomendar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
εφαρμόστηκε	aplicados	εφαρμόζω	aplicar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
εφαρμόστηκε	aplicadas	εφαρμόζω	aplicar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
εφαρμόστηκε	implementadas	εφαρμόζω	implementar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
εφαρμόστηκε	implementados	εφαρμόζω	implementar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ακραίες	extremos	ακραίος	extremo	ADJ;NOM;FEM;PL	N;MASC;PL
ακραίες	extrema	ακραίος	extremo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ακραίες	extremo	ακραίος	extremo	ADJ;NOM;FEM;PL	N;MASC;SG
ακραίες	extreme	ακραίος	extremer	ADJ;NOM;FEM;PL	N;MASC;SG
τούρκου	turku	τούρκος	turku	PROPN;NOM;NEUT;SG	N;MASC;SG
έτοιμο	preparados	έτοιμο	preparar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
έτοιμο	prontos	έτοιμο	pronto	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
έτοιμο	preparado	έτοιμο	preparar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
μπερνάρ	bernard	μπερνάρ	bernard		N;MASC;SG
μπερνάρ	bernardo	μπερνάρ	bernardo		N;MASC;SG
ραψωδία	rhapsody	ραψωδία	rhapsody	PROPN;ACC;FEM;SG	N;MASC;SG
ψυχική	psíquicos	ψυχικός	psíquico	ADJ;NOM;FEM;SG	N;MASC;PL
ψυχική	vidente	ψυχικός	vidente	ADJ;NOM;FEM;SG	N;MASC;SG
ψυχική	médium	ψυχικός	médium	ADJ;NOM;FEM;SG	N;MASC;SG
ψυχική	mental	ψυχικός	mental	ADJ;NOM;FEM;SG	N;MASC;SG
ψυχική	mentais	ψυχικός	mental	ADJ;NOM;FEM;SG	N;MASC;PL
πρόωρα	prematura	πρόωρα	prematuro	ADV	N;FEM;SG
πρόωρα	prematuro	πρόωρα	prematuro	ADV	N;MASC;SG
πρόωρα	prematuros	πρόωρα	prematuro	ADV	N;MASC;PL
συνθέτουν	compõe	συνθέτω	compor	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ενήλικα	adulto	ενήλικος	adulto	ADV	N;MASC;SG
ενήλικα	adulta	ενήλικος	adulta	ADV	N;FEM;SG
ενήλικα	adultos	ενήλικος	adulto	ADV	N;MASC;PL
σομαλία	somália	σομαλία	somália	PROPN;NOM;FEM;SG	N;FEM;SG
σεμπάστιαν	sebastian	σεμπάστιαν	sebastian	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
σεμπάστιαν	sebastião	σεμπάστιαν	sebastião	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
σεμπάστιαν	sebastián	σεμπάστιαν	sebastián	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
χορηγός	patrocínios	χορηγός	patrocínio	N;NOM;MASC;SG	N;MASC;PL
χορηγός	patrocinar	χορηγός	patrocinar	N;NOM;MASC;SG	V;NFIN
χορηγός	patrocinada	χορηγός	patrocinar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
χορηγός	patrocinadas	χορηγός	patrocinar	N;NOM;MASC;SG	V;FEM;PL;V.PTCP
χορηγός	patrocinado	χορηγός	patrocinar	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
χορηγός	patrocinados	χορηγός	patrocinar	N;NOM;MASC;SG	V;MASC;PL;V.PTCP
χορηγός	patrocinar	χορηγός	patrocinar	N;NOM;MASC;SG	V;NFIN
ντόπιοι	locais	ντόπιος	local	ADJ;NOM;MASC;PL	N;MASC;PL
ντόπιοι	moradores	ντόπιος	morador	ADJ;NOM;MASC;PL	N;MASC;PL
ντόπιοι	nativos	ντόπιος	nativo	ADJ;NOM;MASC;PL	N;MASC;PL
διέλευση	cruzando	διέλευση	cruzar	N;ACC;FEM;SG	V;V.MSDR
μερίδιο	compartilhem	μερίδιο	compartilher	N;NOM;NEUT;SG	V;SBJV;PL;3;PRS;FIN
μερίδιο	compartilhar	μερίδιο	compartilhar	N;NOM;NEUT;SG	V;NFIN
μερίδιο	partilhar	μερίδιο	partilhar	N;NOM;NEUT;SG	V;NFIN
μερίδιο	compartilhe	μερίδιο	compartilhe	N;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
ουγκάντα	uganda	ουγκάν	ugando	PROPN;NOM;NEUT;SG	N;FEM;SG
ζάχαρη	açúcares	ζάχαρος	açúcar	N;NOM;FEM;SG	N;MASC;PL
ζάχαρη	sugar	ζάχαρος	sugar	N;NOM;FEM;SG	V;NFIN
χρησιμοποίηση	usar	χρησιμοποίηση	usar	N;ACC;FEM;SG	V;NFIN
χρησιμοποίηση	use	χρησιμοποίηση	usar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
χρησιμοποίηση	utilizar	χρησιμοποίηση	utilizar	N;ACC;FEM;SG	V;NFIN
βέρνερ	werner	βέρνερ	werner	PROPN;NOM;MASC;SG	N;MASC;SG
εξαφανίστηκε	desapareceram	εξαφανίζω	desaparecer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
αντίστροφη	inverter	αντίστροφος	inverter	ADJ;NOM;FEM;SG	V;NFIN
αντίστροφη	reverter	αντίστροφος	reverter	ADJ;NOM;FEM;SG	V;NFIN
αντίστροφη	inverso	αντίστροφος	inverso	ADJ;NOM;FEM;SG	N;MASC;SG
ενέπνευσε	inspirados	ενδνεύδω	inspirar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
ράλι	comício	ράλι	comício		N;MASC;SG
ράλι	rally	ράλι	rally		N;MASC;SG
ράλι	rali	ράλι	rali		N;MASC;SG
τζουζέπε	giuseppe	τζουζέπω	giuseppe		N;MASC;SG
μπρούνο	bruno	μπρούνο	bruno		N;MASC;SG
δημόσιος	público	δημόσιος	público	ADJ;NOM;MASC;SG	N;MASC;SG
δημόσιος	públicas	δημόσιος	público	ADJ;NOM;MASC;SG	N;FEM;PL
δημόσιος	pública	δημόσιος	público	ADJ;NOM;MASC;SG	N;FEM;SG
δημόσιος	públicos	δημόσιος	público	ADJ;NOM;MASC;SG	N;MASC;PL
δημόσιος	publico	δημόσιος	publico	ADJ;NOM;MASC;SG	N;MASC;SG
αυτόχθονες	indígenas	αυτόχθονας	indígena	ADJ;NOM;MASC;PL	N;FEM;PL
αυτόχθονες	indígena	αυτόχθονας	indígena	ADJ;NOM;MASC;PL	N;FEM;SG
ποινικό	criminoso	ποινικός	criminoso	ADJ;NOM;NEUT;SG	N;MASC;SG
ποινικό	criminal	ποινικός	criminal	ADJ;NOM;NEUT;SG	N;MASC;SG
ποινικό	criminosa	ποινικός	criminoso	ADJ;NOM;NEUT;SG	N;FEM;SG
ποινικό	penal	ποινικός	penal	ADJ;NOM;NEUT;SG	N;MASC;SG
όγδοη	oitavo	όγδος	oitavo	N;ACC;FEM;SG	ADJ;MASC;SG
υποδιαίρεση	subdivisões	υποδιαίρεση	subdivisão	N;NOM;FEM;SG	N;FEM;PL
ρέμπραντ	rembrandt	ρέμπραντ	rembrandt		N;MASC;SG
λεφτά	dinheiro	λεφτό	dinheiro	ADV	N;MASC;SG
λεφτά	money	λεφτό	money	ADV	N;MASC;SG
λεφτά	grana	λεφτό	grana	ADV	N;FEM;SG
υπολογισμός	cálculos	υπολογισμός	cálculo	N;NOM;MASC;SG	N;MASC;PL
υπολογισμός	calcula	υπολογισμός	calcular	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
υπολογισμός	calcular	υπολογισμός	calcular	N;NOM;MASC;SG	V;NFIN
υπολογισμός	calcule	υπολογισμός	calcule	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
κουρτ	kurt	κουρτ	kurt	N	PROPN;MASC;SG
πελάτη	clientes	πελάτης	cliente	N;VOC;MASC;SG	N;MASC;PL
ευρωπαίων	europeus	ευρωπαίος	europeu	ADJ;GEN;FEM;PL	N;MASC;PL
υγρή	liquido	υγρή	líquido	ADJ;NOM;FEM;SG	N;MASC;SG
υγρή	líquidos	υγρή	líquido	ADJ;NOM;FEM;SG	N;MASC;PL
υγρή	molhado	υγρή	molhar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
υγρή	molhada	υγρή	molhar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
υγρή	wet	υγρή	wet	ADJ;NOM;FEM;SG	N;MASC;SG
κλωντ	cláudia	κλωντ	cláudia	PROPN;NOM;MASC;SG	N;FEM;SG
κλωντ	claude	κλωντ	claude	PROPN;NOM;MASC;SG	N;MASC;SG
απαγωγή	raptos	απαγωγή	rapto	N;NOM;FEM;SG	N;MASC;PL
απαγωγή	raptar	απαγωγή	raptar	N;NOM;FEM;SG	V;NFIN
απαγωγή	sequestrar	απαγωγή	sequestrar	N;NOM;FEM;SG	V;NFIN
απαγωγή	raptou	απαγωγή	raptar	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
απαγωγή	raptada	απαγωγή	raptar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
απαγωγή	sequestrada	απαγωγή	sequestrada	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
απαγωγή	raptado	απαγωγή	raptar	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
απαγωγή	sequestrado	απαγωγή	sequestrar	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
ζάμπια	zâmbia	ζάμπιο	zâmbia	PROPN;NOM;FEM;SG	N;FEM;SG
ενεργοποίηση	ativar	ενεργοποίηση	ativar	N;ACC;FEM;SG	V;NFIN
ενεργοποίηση	activar	ενεργοποίηση	activar	N;ACC;FEM;SG	V;NFIN
ενεργοποίηση	habilitar	ενεργοποίηση	habilitar	N;ACC;FEM;SG	V;NFIN
ενεργοποίηση	ativar	ενεργοποίηση	ativar	N;ACC;FEM;SG	V;NFIN
ενεργοποίηση	activar	ενεργοποίηση	activar	N;ACC;FEM;SG	V;NFIN
ενεργοποίηση	ative	ενεργοποίηση	ative	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
μηχανικά	mecânico	μηχανικά	mecânico	ADV	N;MASC;SG
μηχανικά	mecânicos	μηχανικά	mecânico	ADV	N;MASC;PL
μηχανικά	mecânica	μηχανικά	mecânico	ADV	N;FEM;SG
σεπτέμβρη	setembro	σεπτέμβρομαι	setembro	ADV	N;MASC;SG
διακριτικά	insígnia	διακριτικός	insígnio	N;NOM;NEUT;PL	N;FEM;SG
διακριτικά	discretas	διακριτικός	discreto	N;NOM;NEUT;PL	ADJ;FEM;PL
διακριτικά	discreto	διακριτικός	discreto	N;NOM;NEUT;PL	ADJ;MASC;SG
διακριτικά	discreta	διακριτικός	discreto	N;NOM;NEUT;PL	ADJ;FEM;SG
διακριτικά	discretos	διακριτικός	discreto	N;NOM;NEUT;PL	ADJ;MASC;PL
διακριτικά	discretamente	διακριτικός	discretamente	N;NOM;NEUT;PL	ADV
διαβάστε	lidos	διαβάζω	ler	N	V;MASC;PL;V.PTCP
διαβάστε	ler	διαβάζω	ler	N	V;NFIN
διαβάστε	leia	διαβάζω	ler	N	V;SBJV;SG;3;PRS;FIN
διαβάστε	lê	διαβάζω	ler	N	V;IND;SG;3;PRS;FIN
καλλιεργούνται	crescido	καλλιεργώ	crescer	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
καλλιεργούνται	crescida	καλλιεργώ	crescer	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
έσωσε	salvo	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
έσωσε	salva	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
έσωσε	salvos	σώνω	salvo	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;PL
έσωσε	guardados	σώνω	guardar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
καινοτομία	inovações	καινοτομία	inovação	N;NOM;FEM;SG	N;FEM;PL
βαρσοβία	varsóvia	βαρσοβία	varsóvia	PROPN;NOM;FEM;SG	N;FEM;SG
εκδηλώνεται	manifestou	εκδηλώνω	manifestar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
εκδηλώνεται	manifestadas	εκδηλώνω	manifestar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
χωράφια	fields	χωράφιο	field	N;NOM;NEUT;PL	N;MASC;SG
διάσημοι	famosa	διάσημος	famoso	N;NOM;MASC;PL	ADJ;FEM;SG
διάσημοι	famosas	διάσημος	famoso	N;NOM;MASC;PL	ADJ;FEM;PL
διάσημοι	famoso	διάσημος	famoso	N;NOM;MASC;PL	ADJ;MASC;SG
διάσημοι	celebridade	διάσημος	celebridade	N;NOM;MASC;PL	N;FEM;SG
δαπάνη	despesas	δαπάνη	despesa	N;NOM;FEM;SG	N;FEM;PL
αρκαδία	arcadia	αρκαδία	arcadia	PROPN;ACC;FEM;SG	N;FEM;SG
στοιχειώδη	elementar	στοιχειώδη	elementar	N;NOM;NEUT;PL	N;MASC;SG
αϊτή	haiti	αυτός	haitir	PROPN;NOM;FEM;SG	N;MASC;SG
εξάρτηση	dependências	εξάρτηση	dependência	N;ACC;FEM;SG	N;FEM;PL
γκάνα	gana	γκάνα	gana	PROPN;NOM;FEM;SG	N;FEM;SG
κλίντον	clinton	κλίντον	clinton	PROPN;ACC;FEM;SG	N;MASC;SG
διακριτικό	distinta	διακριτικός	distintar	N;NOM;NEUT;SG	ADJ;FEM;SG
διακριτικό	distintiva	διακριτικός	distintivo	N;NOM;NEUT;SG	ADJ;FEM;SG
διακριτικό	distinto	διακριτικός	distinto	N;NOM;NEUT;SG	ADJ;MASC;SG
διακριτικό	discretas	διακριτικός	discreto	N;NOM;NEUT;SG	ADJ;FEM;PL
διακριτικό	discreto	διακριτικός	discreto	N;NOM;NEUT;SG	ADJ;MASC;SG
διακριτικό	discreta	διακριτικός	discreto	N;NOM;NEUT;SG	ADJ;FEM;SG
διακριτικό	discretos	διακριτικός	discreto	N;NOM;NEUT;SG	ADJ;MASC;PL
εύνοια	favorecer	εύνοια	favorecer	N;ACC;FEM;SG	V;NFIN
ιππότη	cavaleiros	ιππότης	cavaleiro	N;NOM;MASC;SG	N;MASC;PL
αλβανοί	albanês	αλβανός	albanês	PROPN;NOM;MASC;PL	N;MASC;SG
αλβανοί	albaneses	αλβανός	albanês	PROPN;NOM;MASC;PL	N;MASC;PL
αλβανοί	albânia	αλβανός	albânia	PROPN;NOM;MASC;PL	N;FEM;SG
αλβανοί	albanesa	αλβανός	albanês	PROPN;NOM;MASC;PL	N;FEM;SG
αλβανοί	albaneses	αλβανός	albanês	PROPN;NOM;MASC;PL	N;MASC;PL
χειρότερο	piores	κακός	mau	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;PL
χειρότερο	piores	κακός	mau	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;PL
οπίσθια	posterior	οπίσθια	posterior	N;NOM;NEUT;PL	ADJ;MASC;SG
οπίσθια	posteriores	οπίσθια	posterior	N;NOM;NEUT;PL	ADJ;MASC;PL
οπίσθια	retaguarda	οπίσθια	retaguarda	N;NOM;NEUT;PL	N;FEM;SG
οπίσθια	traseiro	οπίσθια	traseiro	N;NOM;NEUT;PL	N;MASC;SG
οπίσθια	traseira	οπίσθια	traseira	N;NOM;NEUT;PL	N;FEM;SG
κλοντ	cláudia	κλοντ	cláudia	PROPN;NOM;MASC;SG	N;FEM;SG
κλοντ	claude	κλοντ	claude	PROPN;NOM;MASC;SG	N;MASC;SG
γένοβα	génova	γένοβα	génova	PROPN;ACC;FEM;SG	N;MASC;SG
γένοβα	gênova	γένοβα	gênova	PROPN;ACC;FEM;SG	N;FEM;SG
ράιαν	ryan	ράιαν	ryan		N;MASC;SG
ράπερ	rapper	ράπερ	rapper		N;MASC;SG
δημογραφικά	demografia	δημογραφικά	demografia	ADV	N;FEM;SG
δημογραφικά	demográfica	δημογραφικά	demográfica	ADV	N;FEM;SG
δημογραφικά	demográfico	δημογραφικά	demográfico	ADV	N;MASC;SG
δημογραφικά	demográficas	δημογραφικά	demográfico	ADV	N;FEM;PL
γουέλς	poços	γουέλς	poço	PROPN;NOM;MASC;SG	N;MASC;PL
γουέλς	wells	γουέλς	well	PROPN;NOM;MASC;SG	N;MASC;SG
ενδιάμεση	intercalar	ενδιάμεση	intercalar	N;NOM;FEM;SG	V;NFIN
ενδιάμεση	intermediário	ενδιάμεση	intermediário	N;NOM;FEM;SG	ADJ;MASC;SG
ενδιάμεση	intermédios	ενδιάμεση	intermédio	N;NOM;FEM;SG	ADJ;MASC;PL
ενδιάμεση	intermediários	ενδιάμεση	intermediário	N;NOM;FEM;SG	N;MASC;PL
κόσοβο	kosovo	κόσοβος	kosovo		N;MASC;SG
χέρσελ	hershel	χέρσελ	hershel	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
χέρσελ	herschel	χέρσελ	herschel	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
μελίνα	melina	μελίνα	melina	PROPN;NOM;FEM;SG	N;FEM;SG
σκαρφάλωσε	subida	σκαρφαλώνω	subida	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
σκαρφάλωσε	sobe	σκαρφαλώνω	subir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
μασαχουσέτης	massachusetts	μασαχουσέτης	massachusetts	ADJ;GEN;FEM;SG	N;MASC;PL
περιγράφηκε	descritos	περιγράφω	descrever	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
περιγράφηκε	descritas	περιγράφω	descrever	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
ποιητικό	poética	ποιητικός	poética	ADJ;NOM;NEUT;SG	N;FEM;SG
επενδύσεων	investimento	επένδυση	investimento	N;GEN;FEM;PL	N;MASC;SG
μόντε	monte	μόντε	monte		N;MASC;SG
παράκτια	litoral	παράκτιος	litoral	ADJ;NOM;NEUT;PL	N;MASC;SG
παράκτια	costeiro	παράκτιος	costeiro	ADJ;NOM;NEUT;PL	N;MASC;SG
παράκτια	costeira	παράκτιος	costeiro	ADJ;NOM;NEUT;PL	N;FEM;SG
παράκτια	costeiras	παράκτιος	costeiro	ADJ;NOM;NEUT;PL	N;FEM;PL
προσδιορίζει	especifique	προσδιορίζω	especificar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
κακός	bad	κακός	bad	ADJ;NOM;MASC;SG	N;MASC;SG
εικασία	conjecturas	εικασία	conjectura	N;NOM;FEM;SG	N;FEM;PL
εικασία	especulações	εικασία	especulação	N;NOM;FEM;SG	N;FEM;PL
ξένος	estrangeira	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;FEM;SG
ξένος	estrangeiros	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;MASC;PL
ξένος	estrangeiro	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;MASC;SG
ξένος	forasteiro	ξένος	forasteiro	ADJ;NOM;MASC;SG	N;MASC;SG
ξένος	estrangeiro	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;MASC;SG
ξένος	estrangeira	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;FEM;SG
ξένος	estrangeiras	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;FEM;PL
ξένος	estrangeiros	ξένος	estrangeiro	ADJ;NOM;MASC;SG	N;MASC;PL
ρόουζ	rose	ρόουζ	rose	PROPN;NOM;MASC;SG	N;FEM;SG
ρόουζ	rosa	ρόουζ	rosa	PROPN;NOM;MASC;SG	N;FEM;SG
προστατεύεται	protegidas	προστατεύω	proteger	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
προστατεύεται	protegidos	προστατεύω	proteger	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
