til	para	til	para	ADV	ADP
brugte	usados	bruge	usado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
brugte	gastados	bruge	gastado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
brugte	gastado	bruge	gastar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
uddannet	educado	uddanne	educar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uddannet	educada	uddanne	educado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uddannet	educados	uddanne	educado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
uddannet	entrenado	uddanne	entrenado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uddannet	entrenada	uddanne	entrenado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uddannet	capacitado	uddanne	capacitado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uddannet	entrenados	uddanne	entrenar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udnævnt	nombrado	udnævne	nombrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udnævnt	designados	udnævne	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udnævnt	designado	udnævne	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udnævnt	nominados	udnævne	nominado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udnævnt	nominado	udnævne	nominar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udnævnt	nominada	udnævne	nominado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
bestemt	decidida	bestemt	decidido	ADV	ADJ;FEM;SG;V.PTCP
bestemt	determinado	bestemt	determinado	ADV	ADJ;MASC;SG;V.PTCP
bestemt	determinada	bestemt	determinado	ADV	ADJ;FEM;SG;V.PTCP
bestemt	decidido	bestemt	decidido	ADV	ADJ;MASC;SG;V.PTCP
nationale	national	national	national	ADJ;PL	ADJ;SG
nationale	nacional	national	nacional	ADJ;PL	ADJ;SG
boede	vivido	bo	vivido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
boede	vivía	bo	vivir	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
boede	vivida	bo	vivida	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
slesvig	schleswig	slesvig	schleswig		N;MASC;SG
anvendt	aplicados	anvende	aplicado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
anvendt	aplicado	anvende	aplicado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
anvendt	aplicadas	anvende	aplicado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
anvendt	aplicada	anvende	aplicado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
anvendt	utilizada	anvende	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
anvendt	usada	anvende	usado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
anvendt	usado	anvende	usado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
anvendt	utilizado	anvende	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
anvendt	utilizados	anvende	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
anvendt	usados	anvende	usado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
spil	juegos	spil	juego	N;INDF;NEUT;SG	N;MASC;PL
spil	juegue	spil	jugar	N;INDF;NEUT;SG	V;IMP;SG;3;FIN
spil	juega	spil	jugar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
spil	jugar	spil	jugar	N;INDF;NEUT;SG	V;NFIN
spil	reproducir	spil	reproducir	N;INDF;NEUT;SG	V;NFIN
almindelige	frecuente	almindelig	frecuente	ADJ;PL	ADJ;SG
almindelige	común	almindelig	común	ADJ;PL	ADJ;SG
almindelige	common	almindelig	common	ADJ;PL	N
fulgte	seguido	følge	seguido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
fulgte	seguida	følge	seguido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
anne	anne	anne	anne		N;FEM;SG
anne	ana	anne	ana		N;FEM;SG
møller	molinos	mølle	molino	N;INDF;MASC+FEM;SG	N;MASC;PL
møller	fresas	mølle	fresa	N;INDF;MASC+FEM;SG	N;FEM;PL
møller	fábricas	mølle	fábrica	N;INDF;MASC+FEM;SG	N;FEM;PL
møller	møller	mølle	møller	N;INDF;MASC+FEM;SG	PROPN
forlag	editoriales	forlag	editorial	N;INDF;NEUT;SG	N;FEM;PL
forlag	editores	forlag	editor	N;INDF;NEUT;SG	N;MASC;PL
mark	mark	mark	mark	N;INDF;MASC+FEM;SG	PROPN
mark	marcar	mark	marcar	N;INDF;MASC+FEM;SG	V;NFIN
mark	marcos	mark	marco	N;INDF;MASC+FEM;SG	N;MASC;PL
produceret	fabricados	producere	fabricado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
produceret	fabricado	producere	fabricado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
produceret	fabricada	producere	fabricado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
produceret	manufacturados	producere	manufacturado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
produceret	producidos	producere	producido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
produceret	producido	producere	producido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
produceret	producida	producere	producido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
poul	poul	poul	poul	PROPN	N;MASC;SG
poul	paul	poul	paul	PROPN	PROPN
poul	pablo	poul	pablo	PROPN	N;MASC;SG
britisk	británico	britisk	británico	ADJ;INDF;SG	N;MASC;SG
britisk	británicos	britisk	británico	ADJ;INDF;SG	N;MASC;PL
heller	heller	heller	heller	ADV	PROPN
polen	polonia	pole	polonia	PROPN	PROPN
etableret	establecido	etablere	establecido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
etableret	establecidos	etablere	establecido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
etableret	establecida	etablere	establecido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
alene	alone	alene	alone	ADV	INTJ
alene	solos	alene	solo	ADV	ADJ;MASC;PL
alene	sola	alene	solo	ADV	ADJ;FEM;SG
rasmussen	rasmussen	rasmussen	rasmussir	PROPN	PROPN
turneringen	torneos	turnering	torneo	N;DEF;MASC+FEM;SG	N;MASC;PL
hovedstad	capitales	hovedstad	capital	N;INDF;MASC+FEM;SG	N;MASC;PL
dyr	animales	dyr	animal	N;INDF;NEUT;SG	N;MASC;PL
dyr	animales	dyr	animal	N;INDF;NEUT;SG	N;MASC;PL
stemme	votaciones	stemme	votación	N;INDF;MASC+FEM;SG	N;FEM;PL
nordisk	nórdicos	nordisk	nórdico	ADJ;INDF;SG	N;MASC;PL
nordisk	nórdicos	nordisk	nórdico	ADJ;INDF;SG	N;MASC;PL
nordisk	nordisk	nordisk	nordisk	ADJ;INDF;SG	N
mar	mar	mar	mar		N;SG
canada	canadá	canada	canadá		
mente	significaba	mene	significar	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
længe	largos	længe	largo	ADV	ADJ;MASC;PL
længe	largo	længe	largo	ADV	ADJ;MASC;SG
længe	larga	længe	largo	ADV	ADJ;FEM;SG
længe	long	længe	long	ADV	
sanger	singer	sang	singer	N;INDF;MASC+FEM;SG	PROPN
iii	iii	iii	iii	NUM	
petersen	petersen	peterse	petersar	PROPN	N;MASC;SG
oslo	oslo	oslo	oslo	PROPN	N;MASC;SG
solgt	vendida	sælge	vendido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
solgt	vendido	sælge	vender	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
solgt	vendidos	sælge	vendido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
solgt	vendidas	sælge	vendido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
san	san	san	san		N;MASC;SG
interesse	intereses	interesse	interés	N;INDF;MASC+FEM;SG	N;MASC;PL
otto	otón	otto	otón	PROPN	N;MASC;SG
otto	otto	otto	otto	PROPN	N;MASC;SG
endelig	finales	endelig	final	ADV	N;MASC;PL
endelig	final	endelig	final	ADV	N;MASC;SG
endelig	definitivo	endelig	definitivo	ADV	ADJ;MASC;SG
georg	georg	georg	georg	N;INDF;MASC+FEM;SG	PROPN
music	music	music	music		N
music	música	music	música		N;FEM;SG
music	musica	music	musica		N;FEM;SG
link	enlazar	link	enlazar	N;INDF;NEUT;SG	V;NFIN
link	acoplamientos	link	acoplamiento	N;INDF;NEUT;SG	N;MASC;PL
link	vínculos	link	vínculo	N;INDF;NEUT;SG	N;MASC;PL
link	enlaces	link	enlace	N;INDF;NEUT;SG	N;MASC;PL
link	links	link	link	N;INDF;NEUT;SG	N;MASC;PL
royal	royal	royal	royal	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
royal	reales	royal	real	ADJ;INDF;MASC+FEM;SG	ADJ;PL
christensen	christensen	christens	christensen	PROPN	N;SG
aug	ago	aug	ago	N;INDF;MASC+FEM;SG	
løb	corrió	løb	correr	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
løb	corran	løb	correr	N;INDF;NEUT;SG	V;IMP;PL;3;FIN
løb	correr	løb	correr	N;INDF;NEUT;SG	V;NFIN
løb	corre	løb	correr	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
løb	ejecutar	løb	ejecutar	N;INDF;NEUT;SG	V;NFIN
skabe	gabinetes	skabe	gabinete	V;NFIN;ACT	N;MASC;PL
skabe	armarios	skabe	armario	V;NFIN;ACT	N;MASC;PL
skabe	creación	skabe	creación	V;NFIN;ACT	N;FEM;SG
skabe	armarios	skabe	armario	V;NFIN;ACT	N;MASC;PL
udtryk	términos	udtryk	término	N;INDF;NEUT;SG	N;MASC;PL
udtryk	terminos	udtryk	termino	N;INDF;NEUT;SG	N;MASC;PL
udtryk	condiciones	udtryk	condición	N;INDF;NEUT;SG	N;FEM;PL
udtryk	expresiones	udtryk	expresión	N;INDF;NEUT;SG	N;FEM;PL
till	asta	till	aste	N;INDF;MASC+FEM;SG	
fri	libres	fri	libre	ADJ;INDF;MASC+FEM;SG	ADJ;PL
fri	gratis	fri	gratis	ADJ;INDF;MASC+FEM;SG	
fri	free	fri	freer	ADJ;INDF;MASC+FEM;SG	N
væk	gone	væk	gone	ADV	N
væk	ido	væk	ir	ADV	V;MASC;SG;PST;V.PTCP
væk	away	væk	away	ADV	N
vinde	win	vinde	win	V;NFIN;ACT	N
vinde	triunfo	vinde	triunfo	V;NFIN;ACT	N;MASC;SG
blå	blue	blå	blue	ADJ;PL	N
blå	azul	blå	azul	ADJ;PL	ADJ;SG
krav	siniestros	krav	siniestro	N;INDF;NEUT;SG	N;MASC;PL
krav	reclamos	krav	reclamo	N;INDF;NEUT;SG	N;MASC;PL
krav	reclamaciones	krav	reclamación	N;INDF;NEUT;SG	N;FEM;PL
krav	requisitos	krav	requisito	N;INDF;NEUT;SG	N;MASC;PL
krav	requerimientos	krav	requerimiento	N;INDF;NEUT;SG	N;MASC;PL
lærer	maestra	lære	maestro	V;IND;PRS;FIN;ACT	N;FEM;SG
lærer	profe	lære	profe	V;IND;PRS;FIN;ACT	INTJ
lærer	maestro	lære	maestro	V;IND;PRS;FIN;ACT	N;MASC;SG
lærer	docente	lære	docente	V;IND;PRS;FIN;ACT	N;SG
lærer	profesor	lære	profesor	V;IND;PRS;FIN;ACT	N;MASC;SG
lærer	profesora	lære	profesora	V;IND;PRS;FIN;ACT	N;FEM;SG
lærer	aprendizaje	lære	aprendizaje	V;IND;PRS;FIN;ACT	N;MASC;SG
local	local	local	local		ADJ;SG
local	locales	local	local		ADJ;PL
dræbt	asesinados	dræbe	asesinado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
dræbt	asesinada	dræbe	asesinado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
dræbt	asesinado	dræbe	asesinado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dræbt	matado	dræbe	matar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
jacob	jacob	jacob	jacob		PROPN
jacob	jacobo	jacob	jacobo		N;MASC;SG
italienske	italiana	italiensk	italiano	ADJ;PL	ADJ;FEM;SG
italienske	italianos	italiensk	italiano	ADJ;PL	N;MASC;PL
italienske	italiano	italiensk	italiano	ADJ;PL	N;MASC;SG
valg	elecciones	valg	elección	N;INDF;NEUT;SG	N;FEM;PL
valg	elecciones	valg	elección	N;INDF;NEUT;SG	N;FEM;PL
valg	electorales	valg	electoral	N;INDF;NEUT;SG	ADJ;PL
valg	elegir	valg	elegir	N;INDF;NEUT;SG	V;NFIN
træk	tiren	træk	tirar	N;INDF;NEUT;SG	V;IMP;PL;3;FIN
træk	tira	træk	tirar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
træk	tirar	træk	tirar	N;INDF;NEUT;SG	V;NFIN
træk	tire	træk	tirar	N;INDF;NEUT;SG	V;IMP;SG;3;FIN
træk	jala	træk	jala	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
træk	arrastra	træk	arrastrar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
træk	arrastrar	træk	arrastrar	N;INDF;NEUT;SG	V;NFIN
træk	dibujar	træk	dibujar	N;INDF;NEUT;SG	V;NFIN
træk	dibuja	træk	dibuja	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
jørgensen	jørgensen	jørgens	jergense	PROPN	N;PL
rejse	viajar	rejse	viajar	N;INDF;MASC+FEM;SG	V;NFIN
rejse	viajes	rejse	viaje	N;INDF;MASC+FEM;SG	N;MASC;PL
ønskede	deseados	ønske	deseado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ønskede	deseado	ønske	deseado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ønskede	deseada	ønske	deseado	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ønskede	deseadas	ønske	deseado	V;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ønskede	buscado	ønske	buscado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ønskede	buscados	ønske	buscado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ønskede	quería	ønske	querer	V;PL;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
ønskede	deseó	ønske	desear	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
modsætning	contrastes	modsætning	contraste	N;INDF;MASC+FEM;SG	N;MASC;PL
baggrund	antecedentes	baggrund	antecedente	N;INDF;MASC+FEM;SG	N;MASC;PL
pedersen	pedersen	peders	pedersir	PROPN	N;SG
knud	knud	knud	knud		PROPN
sep	sep	sep	sep	N;INDF;MASC+FEM;SG	
fortæller	revelador	fortælle	revelador	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
militære	ejército	militær	ejército	ADJ;PL	N;MASC;SG
militære	militares	militær	militar	ADJ;PL	N;PL
militære	militar	militær	militar	ADJ;PL	ADJ;SG
chef	chief	chef	chief	N;INDF;MASC+FEM;SG	PROPN
model	modelos	model	modelo	N;INDF;MASC+FEM;SG	N;MASC;PL
russisk	rusia	russisk	rusia	ADJ;INDF;SG	N;FEM;SG
russisk	rusas	russisk	ruso	ADJ;INDF;SG	ADJ;FEM;PL
russisk	rusos	russisk	ruso	ADJ;INDF;SG	N;MASC;PL
grand	gran	grand	gran		ADJ;SG
grand	grand	grand	grand		N;MASC;SG
prisen	precios	pris	precio	N;DEF;MASC+FEM;SG	N;MASC;PL
forsøgte	tentativa	forsøge	tentativa	V;IND;PST;FIN;ACT	N;FEM;SG
forsøgte	intentado	forsøge	intentar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsøgte	intento	forsøge	intentar	V;IND;PST;FIN;ACT	V;IND;SG;1;PRS;FIN
forsøgte	tentativas	forsøge	tentativa	V;IND;PST;FIN;ACT	N;FEM;PL
forsøgte	intentado	forsøge	intentar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsøgte	probado	forsøge	probado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
slået	beat	slå	beat	V;INDF;SG;PST;V.PTCP	N
slået	golpeados	slå	golpeado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
slået	vencido	slå	vencido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slået	golpeado	slå	golpear	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slået	vencido	slå	vencido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slået	derrotada	slå	derrotado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
slået	derrotado	slå	derrotado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slået	vencidos	slå	vencido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
slået	derrotados	slå	derrotado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
foran	fachada	foran	fachada	ADV	N;FEM;SG
foran	frontal	foran	frontal	ADV	ADJ;SG
foran	front	foran	front	ADV	N
foran	frente	foran	frente	ADV	N
foran	delantero	foran	delantero	ADV	N;MASC;SG
tidsskrift	revistas	tidsskrift	revista	N;INDF;NEUT;SG	N;FEM;PL
handler	oficios	handle	oficio	V;IND;PRS;FIN;ACT	N;MASC;PL
handler	ofertas	handle	oferta	V;IND;PRS;FIN;ACT	N;FEM;PL
handler	actuación	handle	actuación	V;IND;PRS;FIN;ACT	N;FEM;SG
led	articulaciones	led	articulación	N;INDF;NEUT;SG	N;FEM;PL
led	porros	led	porro	N;INDF;NEUT;SG	N;MASC;PL
sikre	seguro	sikre	seguro	V;NFIN;ACT	ADJ;MASC;SG
sikre	asegurado	sikre	asegurado	V;NFIN;ACT	ADJ;MASC;SG;V.PTCP
sikre	segura	sikre	seguro	V;NFIN;ACT	ADJ;FEM;SG
sikre	seguro	sikre	seguro	V;NFIN;ACT	ADJ;MASC;SG
sikre	safe	sikre	safir	V;NFIN;ACT	N
sikre	segura	sikre	seguro	V;NFIN;ACT	ADJ;FEM;SG
deltagelse	asistentes	deltagelse	asistente	N;INDF;MASC+FEM;SG	N;PL
samfund	comunidades	samfund	comunidad	N;INDF;NEUT;SG	N;FEM;PL
samfund	sociedades	samfund	sociedad	N;INDF;NEUT;SG	N;FEM;PL
records	actas	records	acta	N;INDF;NEUT;SG	N;FEM;PL
records	registros	records	registro	N;INDF;NEUT;SG	N;MASC;PL
records	discos	records	disco	N;INDF;NEUT;SG	N;MASC;PL
faldt	disminuida	falde	disminuido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
faldt	disminuido	falde	disminuido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
klasse	clases	klasse	clase	N;INDF;MASC+FEM;SG	N;FEM;PL
økonomisk	económicas	økonomisk	económico	ADV	ADJ;FEM;PL
økonomisk	económicos	økonomisk	económico	ADV	ADJ;MASC;PL
økonomisk	económico	økonomisk	económico	ADV	ADJ;MASC;SG
økonomisk	economico	økonomisk	economico	ADV	ADJ;MASC;SG
økonomisk	económica	økonomisk	económico	ADV	ADJ;FEM;SG
økonomisk	financiero	økonomisk	financiero	ADV	ADJ;MASC;SG
økonomisk	financial	økonomisk	financial	ADV	ADJ;SG
økonomisk	financieros	økonomisk	financiero	ADV	ADJ;MASC;PL
økonomisk	financiera	økonomisk	financiero	ADV	ADJ;FEM;SG
sort	black	sort	black	ADJ;INDF;SG	N
sort	negras	sort	negro	ADJ;INDF;SG	ADJ;FEM;PL
sort	negros	sort	negro	ADJ;INDF;SG	N;MASC;PL
sort	variedad	sort	variedad	ADJ;INDF;SG	N;FEM;SG
vilhelm	william	vilhelm	william	N;INDF;MASC+FEM;SG	PROPN
vilhelm	vilhelm	vilhelm	vilhelm	N;INDF;MASC+FEM;SG	
vis	vistas	vis	visto	N;INDF;MASC+FEM;SG	ADJ;FEM;PL;V.PTCP
vis	vista	vis	visto	N;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
vis	view	vis	view	N;INDF;MASC+FEM;SG	PROPN
vis	ver	vis	ver	N;INDF;MASC+FEM;SG	V;NFIN
vis	mostrar	vis	mostrar	N;INDF;MASC+FEM;SG	V;NFIN
generelt	generalidades	generel	generalidad	ADV	N;FEM;PL
generelt	generales	generel	general	ADV	N;MASC;PL
generelt	general	generel	general	ADV	N;SG
romerske	romana	romersk	romano	ADJ;PL	ADJ;FEM;SG
romerske	roman	romersk	romar	ADJ;PL	N
romerske	romanos	romersk	romano	ADJ;PL	N;MASC;PL
romerske	romano	romersk	romano	ADJ;PL	ADJ;MASC;SG
romerske	román	romersk	román	ADJ;PL	N;MASC;SG
magt	poder	magt	poder	N;INDF;MASC+FEM;SG	V;NFIN
lod	lod	lade	lod	V;IND;PST;FIN;ACT	
olsen	olsen	olse	olsar	PROPN	N;FEM;SG
dagen	day	dag	day	N;DEF;MASC+FEM;SG	
skov	maderas	skov	madera	N;INDF;MASC+FEM;SG	N;FEM;PL
skov	bosques	skov	bosque	N;INDF;MASC+FEM;SG	N;MASC;PL
skov	forestales	skov	forestal	N;INDF;MASC+FEM;SG	ADJ;PL
skov	forestal	skov	forestal	N;INDF;MASC+FEM;SG	ADJ;SG
skov	bosques	skov	bosque	N;INDF;MASC+FEM;SG	N;MASC;PL
skov	bosques	skov	bosque	N;INDF;MASC+FEM;SG	N;MASC;PL
samling	recogida	samling	recogido	N;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
forslag	propuesta	forslag	propuesta	N;INDF;NEUT;PL	N;FEM;SG
forslag	proposición	forslag	proposición	N;INDF;NEUT;PL	N;FEM;SG
forslag	sugerencia	forslag	sugerencia	N;INDF;NEUT;PL	N;FEM;SG
forslag	sugestión	forslag	sugestión	N;INDF;NEUT;PL	N;FEM;SG
forslag	sugerencia	forslag	sugerencia	N;INDF;NEUT;PL	N;FEM;SG
gud	dios	gud	dios	N;INDF;MASC+FEM;SG	INTJ
grænsen	fronterizo	grænse	fronterizo	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
grænsen	fronteriza	grænse	fronterizo	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
grænsen	fronteras	grænse	frontera	N;DEF;MASC+FEM;SG	N;FEM;PL
ændret	cambiado	ændre	cambiar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ændret	cambiada	ændre	cambiado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ændret	modificada	ændre	modificado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ændret	modificados	ændre	modificado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ændret	modificadas	ændre	modificar	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ændret	modificado	ændre	modificado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ændret	enmendada	ændre	enmendado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ændret	enmendado	ændre	enmendado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bor	viva	bo	viva	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	live	bo	live	V;IND;PRS;FIN;ACT	N
bor	taladro	bo	taladro	V;IND;PRS;FIN;ACT	N;MASC;SG
bor	boro	bo	boro	V;IND;PRS;FIN;ACT	N;MASC;SG
arkitekt	arquitectos	arkitekt	arquitecto	N;INDF;MASC+FEM;SG	N;MASC;PL
studerede	estudiados	studere	estudiado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
studerede	estudiado	studere	estudiar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
allierede	aliado	alliere	aliado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
allierede	aliadas	alliere	aliado	V;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
allierede	aliada	alliere	aliado	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
allierede	aliados	alliere	aliado	V;PL;PST;V.PTCP	N;MASC;PL
allierede	aliadas	alliere	aliado	V;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
allierede	aliados	alliere	aliado	V;PL;PST;V.PTCP	N;MASC;PL
allierede	aliado	alliere	aliado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
allierede	ally	alliere	ally	V;PL;PST;V.PTCP	N;SG
allierede	aliada	alliere	aliado	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
vigtig	importantes	vigtig	importante	ADJ;INDF;MASC+FEM;SG	ADJ;PL
schweiz	suiza	schweiz	suiza		N;FEM;SG
schweiz	swiss	schweiz	swiss		N
schweiz	suiza	schweiz	suiza		N;FEM;SG
schweiz	suizo	schweiz	suizo		N;MASC;SG
schweiz	suizos	schweiz	suizo		ADJ;MASC;PL
alder	edades	alder	edad	N;INDF;MASC+FEM;SG	N;FEM;PL
tilsvarende	igualmente	tilsvarende	igualmente	ADJ	ADV
tilsvarende	análogamente	tilsvarende	análogamente	ADJ	ADV
dec	dec	dec	dec	N;INDF;MASC+FEM;SG	
dec	dic	dec	decir	N;INDF;MASC+FEM;SG	
spørgsmål	cuestión	spørgsmål	cuestión	N;INDF;NEUT;PL	N;FEM;SG
spørgsmål	interrogante	spørgsmål	interrogante	N;INDF;NEUT;PL	N;SG
spørgsmål	pregunta	spørgsmål	pregunta	N;INDF;NEUT;PL	N;FEM;SG
udbredt	extendido	udbrede	extendido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
harry	enrique	harry	enrique		N;MASC;SG
harry	harry	harry	harry		N;MASC;SG
alexander	alejandro	alexander	alejandro	N;INDF;MASC+FEM;SG	
kristne	cristianos	kristen	cristiano	ADJ;PL	N;MASC;PL
inde	adentro	inde	adentro	ADV	
inde	inside	inde	insidir	ADV	INTJ
caps	gorras	caps	gorra	N;INDF;NEUT;SG	N;FEM;PL
caps	gorros	caps	gorro	N;INDF;NEUT;SG	N;MASC;PL
begynder	comienzo	begynde	comienzo	V;IND;PRS;FIN;ACT	N;MASC;SG
tab	pérdidas	tab	pérdida	N;INDF;NEUT;SG	N;FEM;PL
tab	perdida	tab	perdido	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
tab	pérdidas	tab	pérdida	N;INDF;NEUT;SG	N;FEM;PL
tab	perdidas	tab	perdido	N;INDF;NEUT;SG	ADJ;FEM;PL;V.PTCP
tab	tab	tab	tabto	N;INDF;NEUT;SG	
louis	luis	louis	luis		N;MASC;SG
udviklede	desarrollados	udvikle	desarrollado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udviklede	desarrollado	udvikle	desarrollado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
