par	hakkında	par	hak		N;ESS;SG;3
sacelšanās	isyan	sacelšanās	isyan	N;NOM;FEM;SG	
sacelšanās	isyanı	sacelšanās	isyan	N;NOM;FEM;SG	
sacelšanās	ayaklanmalar	sacelšanās	ayaklan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
sacelšanās	isyan	sacelšanās	isyan	N;NOM;FEM;SG	
sacelšanās	isyanı	sacelšanās	isyan	N;NOM;FEM;SG	
atbalsta	destekle	atbalstīt	destek	V;FH;IND;3;POS;PRS;FIN;ACT	N;INS;SG;3
atbalsta	desteği	atbalstīt	destek	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;SG;3
atbalsta	destek	atbalstīt	destek	V;FH;IND;3;POS;PRS;FIN;ACT	
atbalsta	destekler	atbalstīt	destek	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;PL;3
atbalsta	destek	atbalstīt	destek	V;FH;IND;3;POS;PRS;FIN;ACT	
sia	sia	sia	sia	N	
sia	ltd	sia	ltd	N	
reformas	reform	reforma	reform	N;NOM;FEM;PL	
reformas	reformların	reforma	reform	N;NOM;FEM;PL	N;GEN;PL;3
numuru	rakam	numurs	rakam	N;ACC;MASC;SG	
numuru	numara	numurs	numar	N;ACC;MASC;SG	
numuru	numarası	numurs	numara	N;ACC;MASC;SG	N;NOM;SG;3
numuru	sayı	numurs	say	N;ACC;MASC;SG	
maz	birkaç	maz	birkaç	ADV	DET
maz	minik	maz	minik	ADV	
maz	küçük	maz	küçük	ADV	ADJ
salīdzinoši	nispeten	salīdzinoši	nispet	ADV	
salīdzinoši	nispeten	salīdzinoši	nispet	ADV	
direktors	müdür	direktors	müdür	N;NOM;MASC;SG	
direktors	yönetmen	direktors	yönetmen	N;NOM;MASC;SG	
direktors	yönetici	direktors	yönetici	N;NOM;MASC;SG	
svētki	festival	svētki	festival	N;NOM;MASC	
svētki	festivali	svētki	festivali	N;NOM;MASC	N;ACC;SG;3
svētki	festivalde	svētki	festival	N;NOM;MASC	N;ESS;SG;3
svētki	festivali	svētki	festivali	N;NOM;MASC	N;ACC;SG;3
svētki	festival	svētki	festival	N;NOM;MASC	
svētki	festivaller	svētki	festival	N;NOM;MASC	N;NOM;PL;3
svētki	kutlama	svētki	kutlam	N;NOM;MASC	
svētki	kutlamalar	svētki	kutla	N;NOM;MASC	V;PFV;NOM;IND;POS;PRS;V.MSDR
sirds	kardiyak	sirds	kardiyak	N;NOM;FEM;SG	
sirds	kalp	sirds	kalp	N;NOM;FEM;SG	
sirds	gönül	sirds	gönül	N;NOM;FEM;SG	
sirds	kalbi	sirds	kalbi	N;NOM;FEM;SG	ADJ;NOM;SG;3
sirds	yürek	sirds	yürek	N;NOM;FEM;SG	
otrs	ikinci	otrs	ikinci	NUM;NOM;MASC;SG	ADJ
otrs	ikincisi	otrs	ikinci	NUM;NOM;MASC;SG	NUM;NOM;SG;3
krievija	rusya	krievija	rusya	N;NOM;FEM;SG	PROPN;NOM;SG;3
logo	logo	logs	logo	N	
logo	logo	logs	logo	N	
logo	logolar	logs	logo	N	
saraksta	liste	saraksts	lis	N;GEN;MASC;SG	
saraksta	listesi	saraksts	liste	N;GEN;MASC;SG	N;NOM;SG;3
saraksta	listeyi	saraksts	liste	N;GEN;MASC;SG	N;ACC;SG;3
van	van	vens	van	PROPN	
van	minibüs	vens	minibüs	PROPN	N;NOM;SG;3
van	kamyonet	vens	kamyonet	PROPN	N;NOM;SG;3
mūra	moore	mūris	moore	N;NOM;MASC;SG	
dziedātāja	singer	dziedātāja	i	N;NOM;FEM;SG	
deputāts	üye	deputāts	üye	N;NOM;MASC;SG	
attīstību	evrim	attīstība	evrim	N;ACC;FEM;SG	
problēmas	problem	problēma	problem	N;NOM;FEM;PL	
problēmas	sorun	problēma	sorun	N;NOM;FEM;PL	
ātrumu	hızlı	ātrums	hızlı	N;ACC;MASC;SG	ADJ
ātrumu	hız	ātrums	hız	N;ACC;MASC;SG	
ātrumu	sürat	ātrums	sürat	N;ACC;MASC;SG	N;NOM;SG;3
ātrumu	speed	ātrums	speed	N;ACC;MASC;SG	
ātrumu	hızı	ātrums	hız	N;ACC;MASC;SG	
krustojums	junction	krustojums	junction	N;NOM;MASC;SG	PROPN;NOM;SG;3
somu	fin	soma	fin	N;ACC;MASC;SG	
utt	vb	utt.	vb		
ātrums	hız	ātrums	hız	N;NOM;MASC;SG	
ātrums	hızlı	ātrums	hızlı	N;NOM;MASC;SG	ADJ
ātrums	hız	ātrums	hız	N;NOM;MASC;SG	
ātrums	speed	ātrums	speed	N;NOM;MASC;SG	
ātrums	hızı	ātrums	hız	N;NOM;MASC;SG	
sasniegt	elde	sasniegt	el	V;POS;NFIN	N;ESS;SG;3
romiešu	romalı	romietis	romalı	N;GEN;MASC;PL	
romiešu	roman	romietis	roman	N;GEN;MASC;PL	
nekad	asla	nekad	asla	ADV	
nekad	hic	nekad	hic	ADV	
čempioni	şampiyon	čempionis	şampiyon	N;NOM;MASC;PL	
andris	andris	andris	andris	PROPN;NOM;MASC;SG	
ņemts	alınan	ņemt	al	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
ņemts	alınır	ņemt	al	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;POS;PASS
parīzē	paris	parīze	paris	N;ESS;FEM;SG	PROPN;NOM;SG;3
sacīkstes	yarışmak	sacīkste	yarış	N;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
sacīkstes	yarış	sacīkste	yarış	N;NOM;FEM;PL	
sacīkstes	irk	sacīkste	irk	N;NOM;FEM;PL	
sacīkstes	yarış	sacīkste	yarış	N;NOM;FEM;PL	
arhitekts	mimar	arhitekts	mimar	N;NOM;MASC;SG	
abu	ebu	abi	ebu	PRO;ACC;MASC;SG	
abu	abu	abi	abu	PRO;ACC;MASC;SG	PROPN;NOM;SG;3
autoceļš	otoyol	autoceļš	otoyol	N;NOM;MASC;SG	
autoceļš	otoyolu	autoceļš	otoyolu	N;NOM;MASC;SG	N;ACC;SG;3
autoceļš	yol	autoceļš	yol	N;NOM;MASC;SG	
stacijā	karakol	stacija	karakol	N;ESS;FEM;SG	
stacijā	station	stacija	station	N;ESS;FEM;SG	N;NOM;SG;3
stacijā	istasyonu	stacija	ista	N;ESS;FEM;SG	N;ACC;SG;3
stacijā	istasyon	stacija	istasyon	N;ESS;FEM;SG	
jēzus	isa	jēzs	isa	N;NOM;MASC;SG	
nodaļas	tümen	nodaļa	tümen	N;NOM;FEM;PL	
nodaļas	bölümleri	nodaļa	bölüm	N;NOM;FEM;PL	N;ACC;PL;3
nodaļas	bölümleri	nodaļa	bölüm	N;NOM;FEM;PL	N;ACC;PL;3
maršruts	rota	maršruts	rota	N;NOM;MASC;SG	
maršruts	yol	maršruts	yol	N;NOM;MASC;SG	
janvāra	ocak	janvāris	ocak	N;GEN;MASC;SG	
ģimene	family	ģimene	family	N;NOM;FEM;SG	
ģimene	aile	ģimene	aile	N;NOM;FEM;SG	
deva	doz	dot	doz	V;FH;IND;3;POS;PST;FIN;ACT	
deva	doz	dot	doz	V;FH;IND;3;POS;PST;FIN;ACT	
deva	dozu	dot	dozu	V;FH;IND;3;POS;PST;FIN;ACT	
deva	dozda	dot	doz	V;FH;IND;3;POS;PST;FIN;ACT	N;ESS;SG;3
ūdeni	su	ūdens	su	N;ACC;MASC;SG	
katrs	herbiri	katrs	herbiri	PRO;NOM;MASC;SG	PRO;NOM;SG;3
vecākais	kıdemli	vecs	kıdemli	ADJ;NOM;CMPR;MASC;SG	
ārsts	hekim	ārsts	hekim	N;NOM;MASC;SG	
ārsts	doctor	ārsts	doctor	N;NOM;MASC;SG	
ārsts	doktor	ārsts	doktor	N;NOM;MASC;SG	
dati	veri	dati	veri	N;NOM;MASC	
dati	veriler	dati	veri	N;NOM;MASC	N;NOM;PL;3
dati	data	dati	data	N;NOM;MASC	
lietot	kullanımı	lietot	kullanım	V;POS;NFIN	N;NOM;SG;3
lietot	kullanım	lietot	kullanım	V;POS;NFIN	
lietot	kullan	lietot	kullan	V;POS;NFIN	
amatu	gönderiler	amats	gönder	N;ACC;MASC;SG	N;NOM;PL;3
amatu	gönderi	amats	gönder	N;ACC;MASC;SG	N;NOM;SG;3
līča	körfez	līcis	körfez	N;NOM;MASC;SG	
atlantijas	atlantic	atlantija	atlantic	N;NOM;FEM;PL	PROPN;NOM;SG;3
atlantijas	atlantik	atlantija	atlantik	N;NOM;FEM;PL	
norvēģijas	norveçli	norvēģija	norveçli	PROPN;NOM;FEM;SG	
nosaukumi	adları	nosaukums	ad	N;NOM;MASC;PL	N;ACC;PL;3
nosaukumi	isimleri	nosaukums	isim	N;NOM;MASC;PL	N;ACC;PL;3
uzreiz	anında	uzreiz	an	ADV	N;ESS;SG;3
tēva	baba	tēvs	baba	N;GEN;MASC;SG	N;NOM;SG;3
igaunijā	estonya	igaunija	estonya	PROPN;ESS;FEM;SG	PROPN;NOM;SG;3
ziemā	kış	ziema	kış	N;ESS;FEM;SG	
ziemā	winter	ziema	winte	N;ESS;FEM;SG	PROPN;NOM;SG;3
france	fransa	france	fra		PROPN;NOM;SG;3
france	france	france	france		PROPN;NOM;SG;3
brazīlijas	brezilya	brazīlija	brezilya	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
brazīlijas	brezilyalı	brazīlija	brezilyalı	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
brazīlijas	brezilya	brazīlija	brezilya	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
rekords	plak	rekords	plak	N;NOM;MASC;SG	
rekords	rekor	rekords	rekor	N;NOM;MASC;SG	
rekords	kayıt	rekords	kayıt	N;NOM;MASC;SG	
vēja	rüzgar	vējš	rüzgar	N;GEN;MASC;SG	
vēja	rüzgâr	vējš	rüzgâr	N;GEN;MASC;SG	
sievietes	kadın	sieviete	kadın	N;NOM;FEM;PL	
sievietes	dişi	sieviete	dişi	N;NOM;FEM;PL	
sievietes	kadınları	sieviete	kadın	N;NOM;FEM;PL	ADJ;ACC;PL;3
sievietes	kadın	sieviete	kadın	N;NOM;FEM;PL	
sievietes	kadinlar	sieviete	kadin	N;NOM;FEM;PL	ADJ;NOM;PL;3
sievietes	kadınlar	sieviete	kadın	N;NOM;FEM;PL	ADJ;NOM;PL;3
mērķi	amaçları	mērķis	amaç	N;ACC;MASC;SG	N;ACC;PL;3
mērķi	amaçlar	mērķis	amaç	N;ACC;MASC;SG	N;NOM;PL;3
mērķi	amaçlar	mērķis	amaç	N;ACC;MASC;SG	N;NOM;PL;3
mērķi	hedefliyor	mērķis	hedefle	N;ACC;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
mērķi	gol	mērķis	gol	N;ACC;MASC;SG	N;NOM;SG;3
mērķi	hedefler	mērķis	hedef	N;ACC;MASC;SG	N;NOM;PL;3
mērķi	amaçlar	mērķis	amaç	N;ACC;MASC;SG	N;NOM;PL;3
mērķi	hedefleri	mērķis	hedef	N;ACC;MASC;SG	N;NOM;PL;3
mērķi	hedefler	mērķis	hedef	N;ACC;MASC;SG	N;NOM;PL;3
tīkla	network	tīkls	network	N;GEN;MASC;SG	
tīkla	ağ	tīkls	ağ	N;GEN;MASC;SG	
krāsa	renk	krāsa	renk	N;NOM;FEM;SG	
krāsa	rengi	krāsa	renk	N;NOM;FEM;SG	
krāsa	renkli	krāsa	renkli	N;NOM;FEM;SG	
krāsa	renk	krāsa	renk	N;NOM;FEM;SG	
krāsa	rengi	krāsa	renk	N;NOM;FEM;SG	
novembra	kasım	novembris	kasım	N;GEN;MASC;SG	
skolotāju	hocam	skolotājs	hocam	N;ACC;FEM;SG	N;NOM;SG;3
skolotāju	öğretmen	skolotājs	öğretmen	N;ACC;FEM;SG	
skolotāju	öğretmenim	skolotājs	öğretmen	N;ACC;FEM;SG	N;NOM;SG;3
skolotāju	hoca	skolotājs	hoca	N;ACC;FEM;SG	
pauls	paul	pauls	paul	PROPN;NOM;MASC;SG	
pauls	pauls	pauls	pauls	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
attēla	görsel	attēls	görsel	N;GEN;MASC;SG	
attēla	resim	attēls	resim	N;GEN;MASC;SG	
attēla	görüntü	attēls	görüntü	N;GEN;MASC;SG	N;NOM;SG;3
attēla	imaj	attēls	imaj	N;GEN;MASC;SG	
mantojuma	miras	mantojums	miras	N;GEN;MASC;SG	
mantojuma	miras	mantojums	miras	N;GEN;MASC;SG	
mantojuma	mirası	mantojums	mira	N;GEN;MASC;SG	
zvaigzne	yıldız	zvaigzne	yıldız	N;NOM;FEM;SG	
zvaigzne	star	zvaigzne	star	N;NOM;FEM;SG	
vārtus	gate	vārti	gate	N;ACC;MASC	
vārtus	kapısı	vārti	kapı	N;ACC;MASC	N;NOM;SG;3
vārtus	kapı	vārti	kapı	N;ACC;MASC	N;NOM;SG;3
vārtus	geçit	vārti	geçit	N;ACC;MASC	
iespēja	şans	iespēja	şans	N;NOM;FEM;SG	
iespēja	chance	iespēja	chance	N;NOM;FEM;SG	
iespēja	fırsatlar	iespēja	fırsat	N;NOM;FEM;SG	N;NOM;PL;3
iespēja	fırsatı	iespēja	fırsatı	N;NOM;FEM;SG	
iespēja	fırsat	iespēja	fırsat	N;NOM;FEM;SG	
iespēja	seçenek	iespēja	seçenek	N;NOM;FEM;SG	
iespēja	olasılıklar	iespēja	olasılık	N;NOM;FEM;SG	N;NOM;PL;3
iespēja	ihtimal	iespēja	ihtimal	N;NOM;FEM;SG	
jūru	denizler	jūra	deniz	N;ACC;FEM;SG	N;NOM;PL;3
tiesas	mahkeme	tiesa	mahkem	N;NOM;FEM;PL	
mātes	annelik	māte	annelik	N;NOM;FEM;PL	
mātes	annelik	māte	annelik	N;NOM;FEM;PL	
mātes	anne	māte	anne	N;NOM;FEM;PL	N;NOM;SG;3
mātes	annesi	māte	anne	N;NOM;FEM;PL	N;NOM;SG;3
mātes	ana	māte	ana	N;NOM;FEM;PL	
rudenī	sonbahar	rudens	sonbahar	N;ESS;MASC;SG	
veselības	sağlıkla	veselība	sağlık	N;NOM;FEM;PL	N;INS;SG;3
veselības	sağlık	veselība	sağlık	N;NOM;FEM;PL	N;NOM;SG;3
veselības	saglik	veselība	saglik	N;NOM;FEM;PL	
mēnešus	ay	mēnesis	ay	N;ACC;MASC;PL	N;NOM;SG;3
mēnešus	aylardır	mēnesis	ayla	N;ACC;MASC;PL	V;IPFV;IND;SG;3;POS
mēnešus	aylar	mēnesis	ay	N;ACC;MASC;PL	
mēnešus	aylarca	mēnesis	aylarca	N;ACC;MASC;PL	ADV
piecas	five	piecas	fiv	NUM;NOM;FEM;PL	
piecas	beş	piecas	beş	NUM;NOM;FEM;PL	
mira	mira	mirt	mira	V;FH;IND;3;POS;PST;FIN;ACT	
mira	öldüm	mirt	öl	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
vēsturiski	tarihsel	vēsturiski	tarihsel	ADV	
vēsturiski	tarihi	vēsturiski	tarih	ADV	
vēsturiski	tarihsel	vēsturiski	tarihsel	ADV	
viduslaiku	ortaçağ	viduslaiks	ortaçağ	N;ACC;MASC	
viduslaiku	ortaçağ	viduslaiks	ortaçağ	N;ACC;MASC	
gleznotājs	ressam	gleznotājs	ressam	N;NOM;MASC;SG	
karaspēku	birlikler	karaspēks	birlik	N;ACC;MASC;SG	N;NOM;PL;3
karaspēku	askerler	karaspēks	asker	N;ACC;MASC;SG	N;NOM;PL;3
tautu	halkları	tauta	halk	N;ACC;FEM;SG	N;ACC;PL;3
tautu	halk	tauta	halk	N;ACC;FEM;SG	
nolēma	karar	nolemt	karar	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;SG;3
francija	fransa	francija	fra	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
francija	france	francija	france	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
viljams	william	viljams	william	PROPN;NOM;MASC;SG	
tirgus	pazarları	tirgus	pazar	N;NOM;MASC;SG	N;NOM;PL;3
tirgus	pazarlar	tirgus	pazar	N;NOM;MASC;SG	N;NOM;PL;3
tirgus	pazarı	tirgus	pazar	N;NOM;MASC;SG	N;ACC;SG;3
tirgus	pazar	tirgus	pazar	N;NOM;MASC;SG	
tirgus	piyasa	tirgus	piyas	N;NOM;MASC;SG	
tirgus	market	tirgus	market	N;NOM;MASC;SG	
puse	parti	puse	parti	N;NOM;FEM;SG	
puse	party	puse	party	N;NOM;FEM;SG	
laikam	tahmin	laikam	tahmin	PART	
mācītājs	papaz	mācītājs	papaz	N;NOM;MASC;SG	
mācītājs	rahip	mācītājs	rahip	N;NOM;MASC;SG	
mācītājs	papaz	mācītājs	papaz	N;NOM;MASC;SG	
londonā	londra	londons	lon	N;ESS;MASC;SG	PROPN;NOM;SG;3
londonā	london	londons	lon	N;ESS;MASC;SG	PROPN;NOM;SG;3
slimības	hastalık	slimība	hastalık	N;NOM;FEM;PL	N;NOM;SG;3
slimības	hastalıklara	slimība	hastalık	N;NOM;FEM;PL	N;DAT;PL;3
slimības	hastalık	slimība	hastalık	N;NOM;FEM;PL	N;NOM;SG;3
slimības	hastalık	slimība	hastalık	N;NOM;FEM;PL	N;NOM;SG;3
cilts	kabile	cilts	kabile	N;NOM;FEM;SG	
viktors	viktor	viktors	viktor	N;NOM;MASC;SG	
viktors	galip	viktors	gal	N;NOM;MASC;SG	ADV
viktors	victor	viktors	victor	N;NOM;MASC;SG	
likums	yasa	likums	yasa	N;NOM;MASC;SG	
likums	law	likums	law	N;NOM;MASC;SG	
likums	hukuk	likums	hukuk	N;NOM;MASC;SG	
likums	kanun	likums	kanun	N;NOM;MASC;SG	
džordžs	george	džordžs	george	PROPN;NOM;MASC;SG	
džordžs	yorgo	džordžs	yorgo	PROPN;NOM;MASC;SG	
spēlēt	oyun	spēlēt	oyun	V;POS;NFIN	
spēlēt	play	spēlēt	play	V;POS;NFIN	
spēlēt	oyna	spēlēt	oyna	V;POS;NFIN	
spēlēt	çal	spēlēt	çal	V;POS;NFIN	
vīriešiem	erkekler	vīrietis	erkek	N;DAT;MASC;PL	ADJ;NOM;PL;3
vīriešiem	men	vīrietis	men	N;DAT;MASC;PL	
vīriešiem	erkek	vīrietis	erkek	N;DAT;MASC;PL	
vīriešiem	adamlar	vīrietis	adam	N;DAT;MASC;PL	N;NOM;PL;3
kājas	ayak	kāja	ayak	N;NOM;FEM;PL	N;NOM;SG;3
kājas	bacak	kāja	bacak	N;NOM;FEM;PL	
lietuvā	litvanya	lietuva	litvanya	PROPN;ESS;FEM;SG	PROPN;NOM;SG;3
berlīnes	berlin	berlīne	berlin	N;NOM;FEM;PL	PROPN;NOM;SG;3
centrālās	merkezi	centrāla	merkez	ADJ;NOM;FEM;PL	N;ACC;SG;3
centrālās	merkez	centrāla	merkez	ADJ;NOM;FEM;PL	
šķērso	geçmek	šķērsot	geç	V;FH;IMP;SG;2;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
šķērso	haç	šķērsot	haç	V;FH;IMP;SG;2;POS;PRS;FIN;ACT	
kategorijā	kategori	kategorija	kategori	N;ESS;FEM;SG	
kategorijā	kategorisi	kategorija	kategori	N;ESS;FEM;SG	N;NOM;SG;3
vajadzībām	ihtiyaç	vajadzība	ihtiyaç	N;DAT;FEM;PL	
vajadzībām	ihtiyacı	vajadzība	ihtiyaç	N;DAT;FEM;PL	
vajadzībām	ihtiyaçları	vajadzība	ihtiyaç	N;DAT;FEM;PL	N;NOM;PL;3
vajadzībām	ihtiyaçlar	vajadzība	ihtiyaç	N;DAT;FEM;PL	N;NOM;PL;3
astes	kuyruk	aste	kuyruk	N;NOM;FEM;PL	
divīzija	bölüm	divīzija	bölüm	N;NOM;FEM;SG	
divīzija	division	divīzija	divi	N;NOM;FEM;SG	
divīzija	bölünme	divīzija	böl	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
izmērs	boyut	izmērs	boyut	N;NOM;MASC;SG	
izmērs	boy	izmērs	boy	N;NOM;MASC;SG	
izmērs	beden	izmērs	beden	N;NOM;MASC;SG	
nasa	nasa	nass	nasa	PROPN;NOM;FEM;SG	
gustavs	gustav	gustavs	gustav	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
gustavs	gustave	gustavs	gustave	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
iepriekšējais	önceki	iepriekšējs	önceki	ADJ;NOM;MASC;SG	
tornis	kule	tornis	kule	N;NOM;MASC;SG	
programma	program	programma	program	N;NOM;FEM;SG	
programma	programı	programma	program	N;NOM;FEM;SG	N;ACC;SG;3
programma	program	programma	program	N;NOM;FEM;SG	
programma	programı	programma	program	N;NOM;FEM;SG	N;ACC;SG;3
institūts	enstitü	institūts	enstit	N;NOM;MASC;SG	
uefa	uefa	uefa	uefa	PROPN	
process	süreç	process	süreç	N;NOM;MASC;SG	
process	işlem	process	işlem	N;NOM;MASC;SG	
nomira	öldüm	nomirt	öl	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
grūti	zor	grūti	zor	ADV	
grūti	zoru	grūti	zoru	ADV	
grūti	sert	grūti	sert	ADV	
grūti	zor	grūti	zor	ADV	
grūti	zordur	grūti	zor	ADV	
grūti	zordu	grūti	zor	ADV	
naftas	petrol	nafta	petrol	N;NOM;FEM;SG	
vidējais	ortalama	vidējs	ortalama	ADJ;NOM;MASC;SG	
vidējais	medyan	vidējs	medyan	ADJ;NOM;MASC;SG	N;NOM;SG;3
veidot	inşa	veidot	inşa	V;POS;NFIN	
saimniecības	holding	saimniecība	hol	N;NOM;FEM;PL	
saimniecības	çiftlik	saimniecība	çiftlik	N;NOM;FEM;PL	N;NOM;SG;3
saimniecības	çiftlikleri	saimniecība	çiftlik	N;NOM;FEM;PL	N;ACC;PL;3
saimniecības	holding	saimniecība	hol	N;NOM;FEM;PL	
nosaukts	adında	nosaukt	ad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;ESS;SG;3
muzeja	müze	muzejs	müze	N;GEN;MASC;SG	
muzeja	müzesi	muzejs	müze	N;GEN;MASC;SG	N;ACC;SG;3
muzeja	museum	muzejs	museum	N;GEN;MASC;SG	N;NOM;SG;3
kuģi	gemileri	kuģis	gemi	N;NOM;MASC;PL	N;ACC;PL;3
hercogs	dük	hercogs	dük	N;NOM;MASC;SG	
hercogs	duke	hercogs	duke	N;NOM;MASC;SG	
objekti	nesne	objekts	nesne	N;NOM;MASC;PL	
objekti	nesneleri	objekts	nesne	N;NOM;MASC;PL	N;ACC;PL;3
strādā	çalışıyorum	strādāt	çalış	V;FH;IND;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
strādā	çalışan	strādāt	çalış	V;FH;IND;3;POS;PRS;FIN;ACT	
posms	faz	posms	faz	N;NOM;MASC;SG	
posms	aşama	posms	aşam	N;NOM;MASC;SG	
posms	evre	posms	evre	N;NOM;MASC;SG	
posms	step	posms	step	N;NOM;MASC;SG	
posms	basamak	posms	basamak	N;NOM;MASC;SG	
posms	adım	posms	adım	N;NOM;MASC;SG	
posms	sahne	posms	sahne	N;NOM;MASC;SG	
stipri	güçlü	stipri	güçlü	ADV	
stipri	güçlüler	stipri	güçlü	ADV	ADJ;NOM;PL;3
stipri	kuvvetli	stipri	kuvvetli	ADV	
komisijas	komisyon	komisija	komisyon	N;NOM;FEM;PL	
komisijas	komisyonu	komisija	komisyon	N;NOM;FEM;PL	N;ACC;SG;3
komisijas	komisyon	komisija	komisyon	N;NOM;FEM;PL	
statuss	statü	statuss	stat	N;NOM;MASC;SG	
regulāri	düzenli	regulāri	düzenli	ADV	
regulāri	normal	regulāri	normal	ADV	
klase	ders	klase	ders	N;NOM;FEM;SG	
klase	klas	klase	klas	N;NOM;FEM;SG	
val	val	val	val		INTJ
administratīvi	idari	administratīvi	idari	ADV	
starts	başlayın	starts	başla	N;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
starts	başla	starts	başla	N;NOM;MASC;SG	
starts	başlangıç	starts	başlangıç	N;NOM;MASC;SG	
starts	başlat	starts	başlat	N;NOM;MASC;SG	
united	birleşik	unitede	birleşik		
united	birlik	unitede	birlik		
united	united	unitede	united		
united	birleşmiş	unitede	birleş		
plānots	planlı	plānot	planlı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
plānots	planlanan	plānot	planla	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
plānots	planlı	plānot	planlı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
plānots	planlanan	plānot	planla	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
iekļautas	dâhil	iekļaut	dâhil	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	
iekļautas	dahil	iekļaut	dahil	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	
savieno	bağlanıyor	savienot	bağla	V;IMP;2;POS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
savieno	bağlama	savienot	bağlama	V;IMP;2;POS;FIN;ACT	
savieno	bağla	savienot	bağla	V;IMP;2;POS;FIN;ACT	
savieno	bağlan	savienot	bağlan	V;IMP;2;POS;FIN;ACT	
alberts	albert	alberts	albert	PROPN;NOM;MASC;SG	
politiskā	siyasi	politiska	siyasi	ADJ;NOM;FEM;SG	
politiskā	politik	politiska	politik	ADJ;NOM;FEM;SG	
politiskā	siyasal	politiska	siyasal	ADJ;NOM;FEM;SG	
cīņu	kavga	cīņa	kavga	N;ACC;FEM;SG	N;NOM;SG;3
cīņu	savaş	cīņa	savaş	N;ACC;FEM;SG	N;NOM;SG;3
cīņu	dövüşün	cīņa	dövüş	N;ACC;FEM;SG	N;NOM;SG;3
cīņu	dövüş	cīņa	dövüş	N;ACC;FEM;SG	
cīņu	mücadele	cīņa	mücadele	N;ACC;FEM;SG	
metāla	metal	metāls	metal	N;GEN;MASC;SG	
metāla	metalik	metāls	metalik	N;GEN;MASC;SG	ADJ
metāla	metal	metāls	metal	N;GEN;MASC;SG	
bataljona	tabur	bataljons	tabur	N;GEN;MASC;SG	
bataljona	taburu	bataljons	tabur	N;GEN;MASC;SG	N;NOM;SG;3
windows	windows	windows	windows	N	
windows	pencere	windows	pencere	N	
putniem	kuşlar	putns	kuş	N;DAT;MASC;PL	N;NOM;PL;3
edgars	edgars	edgars	edgars	PROPN;NOM;MASC;SG	
edgars	edgar	edgars	edgar	PROPN;NOM;MASC;SG	
viļņas	vilnius	vilna	vilnius	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
krustojumā	kavşak	krustojums	kavşak	N;ESS;MASC;SG	N;NOM;SG;3
meita	kızı	meita	kız	N;NOM;FEM;SG	ADJ;NOM;SG;3
meita	kızım	meita	kız	N;NOM;FEM;SG	ADJ;NOM;SG;3
meita	kizi	meita	kizi	N;NOM;FEM;SG	
inženieris	mühendis	inženieris	mühendis	N;NOM;MASC;SG	
inženieris	makinist	inženieris	makinist	N;NOM;MASC;SG	
šūnas	hücreleri	šūna	hücre	N;NOM;FEM;PL	N;ACC;PL;3
šūnas	hücre	šūna	hücre	N;NOM;FEM;PL	
kijevas	kiev	kijeva	kiev	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
stundas	saatleri	stunda	saat	N;NOM;FEM;PL	N;ACC;PL;3
stundas	saatlerce	stunda	saatlerce	N;NOM;FEM;PL	ADV
stundas	saatlik	stunda	saatlik	N;NOM;FEM;PL	
klimats	iklim	klimats	iklim	N;NOM;MASC;SG	
