bir	egy	bir	egy		DET;INDF
kimse	bárkit	kimse	bárki	N;NOM;SG;3	
kimse	bárki	kimse	bárki	N;NOM;SG;3	
kimse	senki	kimse	senki	N;NOM;SG;3	
güncel	áramlat	güncel	áramlat		N;NOM;SG
güncel	aktuális	güncel	aktuális		ADJ;NOM;SG
toprakları	földek	toprak	föld	N;ACC;PL;3	N;NOM;PL
toprakları	talaj	toprak	talaj	N;ACC;PL;3	N;NOM;SG
getirdi	hozták	getir	hoz	V;PFV;IND;SG;3;POS;PST	V;DEF;IND;PL;3;PST;FIN;ACT
getirdi	hoztam	getir	hoz	V;PFV;IND;SG;3;POS;PST	V;DEF;IND;SG;1;PRS;FIN;ACT
yazılım	szoftverek	yazılım	szoftver	N;NOM;SG;3	N;NOM;PL
topluluk	közösség	topluluk	közösség		N;NOM;SG
topluluk	közösségi	topluluk	közösségi		ADJ;NOM;SG
topluluk	társadalom	topluluk	társadalom		N;NOM;SG
asyalı	ázsiai	asyalı	ázsiai		ADJ;NOM;SG
geçerek	keresztül	geç	keresztül	V;PFV;IND;POS;PRS;V.CVB	ADP
geçerek	át	geç	át	V;PFV;IND;POS;PRS;V.CVB	ADV
kesinlikle	abszolút	kesinlik	abszolú	N;INS;SG;3	
kesinlikle	pontosan	kesinlik	pontos	N;INS;SG;3	ADJ;FRML;SG
kesinlikle	határozottan	kesinlik	határozott	N;INS;SG;3	ADJ;FRML;SG
kesinlikle	teljesen	kesinlik	teljes	N;INS;SG;3	ADJ;FRML;SG
tanınan	felismert	tanı	felismert	V;PFV;IND;POS;PRS;V.PTCP;PASS	
tanınan	elismert	tanı	elismer	V;PFV;IND;POS;PRS;V.PTCP;PASS	
tanınan	felismert	tanı	felismert	V;PFV;IND;POS;PRS;V.PTCP;PASS	
tanınan	elismert	tanı	elismer	V;PFV;IND;POS;PRS;V.PTCP;PASS	
karısı	feleségem	karı	fel+eség	N;NOM;SG;3	N;NOM;SG
karısı	feleség	karı	feleség	N;NOM;SG;3	N;NOM;SG
sanatlar	művészet	sanat	művészet	N;NOM;PL;3	N;NOM;SG
sanatlar	művészeti	sanat	művészeti	N;NOM;PL;3	N;NOM;SG
düşünce	hittem	düşünce	hit		V;DEF;IND;SG;1;PRS;FIN;ACT
düşünce	gondoltam	düşünce	gondol		V;INDF;IND;SG;1;PST;FIN;ACT
düşünce	gondolat	düşünce	gondolat		N;NOM;SG
düşünce	gondolkodás	düşünce	gondolkodás		N;NOM;SG
düşünce	gondolkodik	düşünce	gondolkodik		V;INDF;IND;SG;3;PRS;FIN;ACT
düşünce	gondolkodom	düşünce	gondolkodik		V;INDF;IND;SG;1;PRS;FIN;ACT
düşünce	gondolatai	düşünce	gondolat		N;NOM;PL
düşünce	gondolat	düşünce	gondolat		N;NOM;SG
düşünce	gondolatok	düşünce	gondolat		N;NOM;PL
kat	réteg	kat	réteg		N;NOM;SG
kat	rétegek	kat	réteg		N;NOM;PL
kat	emelet	kat	emelet		N;NOM;SG
kat	padló	kat	padló		N;NOM;SG
iskoçya	skócia	iskoçya	skócia	PROPN;NOM;SG;3	N;NOM;SG
hızı	sebesség	hız	sebesség		N;NOM;SG
hızı	fordulatszám	hız	fordulatszám		N;NOM;SG
hızı	gyorsaság	hız	gyorsaság		N;NOM;SG
salonu	terem	salon	terem	N;ACC;SG;3	N;NOM;SG
salonu	hall	salon	hall	N;ACC;SG;3	
salonu	csarnok	salon	csarnok	N;ACC;SG;3	N;NOM;SG
politika	szabályzat	politika	szabályzat		N;NOM;SG
politika	politika	politika	politika		N;NOM;SG
politika	politika	politika	politika		N;NOM;SG
görsel	kép	görsel	kép		N;NOM;SG
görsel	képet	görsel	kép		N;ACC;SG
görsel	vizuális	görsel	vizuális		N;NOM;SG
arazi	föld	arazi	föld		N;NOM;SG
arazi	földterület	arazi	földterület		N;NOM;SG
arazi	szárazföld	arazi	szárazföld		N;NOM;SG
arazi	telek	arazi	tél		N;NOM;SG
arazi	földterületek	arazi	földterület		N;NOM;PL
arazi	terep	arazi	terep		N;NOM;SG
seçilen	választott	seç	választott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
seçilen	kiválasztottak	seç	ki+választ	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
seçilen	kiválasztott	seç	kiválasztott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
seçilen	kijelölt	seç	kijelölt	V;PFV;IND;POS;PRS;V.PTCP;PASS	
seçilen	kiválasztva	seç	kiválasztva	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV;V.CVB
seçilen	kiválasztott	seç	kiválasztott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
evlendi	házas	evlen	házas	V;PFV;IND;SG;3;POS;PST	
evlendi	házasok	evlen	házas	V;PFV;IND;SG;3;POS;PST	N;NOM;PL
anayasa	alkotmány	anayasa	alkotmány		N;NOM;SG
kariyer	karrier	kariyer	karrier		N;NOM;SG
kariyer	karrier	kariyer	karrier		N;NOM;SG
üstünde	fölötte	üst	fölött	ADJ;ESS;SG;3	
üstünde	felett	üst	felett	ADJ;ESS;SG;3	ADP
üstünde	fölött	üst	fölött	ADJ;ESS;SG;3	ADP
üstünde	fent	üst	fent	ADJ;ESS;SG;3	
üstünde	fenti	üst	fent	ADJ;ESS;SG;3	
üstünde	felette	üst	felet	ADJ;ESS;SG;3	PRO;NOM;SG;3
hedef	gól	hedef	gól		N;NOM;SG
hedef	cél	hedef	cél		N;NOM;SG
hedef	rendeltetési	hedef	rendeltetési		ADJ;NOM;SG
hedef	cél	hedef	cél		N;NOM;SG
hedef	célzás	hedef	célzás		N;NOM;SG
hedef	célja	hedef	cél		N;NOM;SG
hedef	cél	hedef	cél		N;NOM;SG
hedef	célpont	hedef	célpont		N;NOM;SG
hedef	cél	hedef	cél		N;NOM;SG
yaşadı	éltem	yaşa	él	V;PFV;IND;SG;3;POS;PST	V;INDF;IND;SG;1;PST;FIN;ACT
örgütü	szervezés	örgüt	szervezés		N;NOM;SG
örgütü	szervezet	örgüt	szervezet		N;NOM;SG
kalır	marad	kal	marad		V;INDF;IND;SG;3;PRS;FIN;ACT
takımlar	öltöny	takım	öltöny	N;NOM;PL;3	N;NOM;SG
takımlar	öltönyt	takım	öltöny	N;NOM;PL;3	N;ACC;SG
kılıç	penge	kılıç	penge		N;NOM;SG
kılıç	pengét	kılıç	peng		N;ACC;SG
kılıç	kard	kılıç	kard		N;NOM;SG
kılıç	kardok	kılıç	kard		N;NOM;PL
kılıç	kard	kılıç	kard		N;NOM;SG
am	pina	am	pina		N;NOM;SG
london	londoni	lon	londoni	PROPN;NOM;SG;3	
london	londonban	lon	london	PROPN;NOM;SG;3	N;IN+ESS;SG
london	london	lon	london	PROPN;NOM;SG;3	N;NOM;SG
london	londonba	lon	london	PROPN;NOM;SG;3	
hariç	kizárva	hariç	kizárva		ADV;V.CVB
hariç	kizárja	hariç	ki+zár		V;DEF;IND;SG;3;PRS;FIN;ACT
hariç	kizárása	hariç	kizárás		N;NOM;SG
venedik	velence	vene	velence		N;NOM;SG
ağrı	fáj	ağrı	fáj		V;INDF;IND;SG;3;PRS;FIN;ACT
ağrı	fájdalmat	ağrı	fájdalom		N;ACC;SG
ağrı	fájdalom	ağrı	fájdalom		N;NOM;SG
teorisi	elmélet	teori	elmélet	N;NOM;SG;3	N;NOM;SG
santa	mikulás	san	mikulás	PROPN;NOM;SG;3	N;NOM;SG
santa	santa	san	santa	PROPN;NOM;SG;3	
santa	télapó	san	télapó	PROPN;NOM;SG;3	
numara	trükk	numar	trükk		N;NOM;SG
numara	szám	numar	szám		N;NOM;SG
numara	száma	numar	szám		N;NOM;SG
kimya	kémiai	kimya	kémiai		N;NOM;SG
kimya	vegyszerek	kimya	vegyszer		N;NOM;PL
kimya	kémia	kimya	kémia		N;NOM;SG
house	house	hou	hous	PROPN;NOM;SG;3	
house	ház	hou	ház	PROPN;NOM;SG;3	N;NOM;SG
house	házon	hou	ház	PROPN;NOM;SG;3	ADJ;FRML;SG
yarım	fele	yarım	fél		N;NOM;SG
harita	térkép	harit	térkép	N;NOM;SG;3	
harita	térképet	harit	térkép	N;NOM;SG;3	N;ACC;SG
harita	térkép	harit	térkép	N;NOM;SG;3	
harita	térképeket	harit	térkép	N;NOM;SG;3	N;ACC;PL
harita	térképek	harit	térkép	N;NOM;SG;3	N;NOM;PL
carlos	carlos	carlos	carlos	PROPN;NOM;SG;3	
kuvvet	erőt	kuvvet	erő		N;ACC;SG
kuvvet	erő	kuvvet	erő		N;NOM;SG
kuvvet	erő	kuvvet	erő		N;NOM;SG
değişiklikler	változás	değişiklik	változás	N;NOM;PL;3	N;NOM;SG
değişiklikler	változtatás	değişiklik	változtatás	N;NOM;PL;3	N;NOM;SG
uzunluğu	hossza	uzunluk	hosszú	N;ACC;SG;3	N;NOM;SG
uzunluğu	hossz	uzunluk	hossz	N;ACC;SG;3	
uzunluğu	hosszúság	uzunluk	hosszúság	N;ACC;SG;3	N;NOM;SG
işler	állás	iş	állás	N;NOM;PL;3	N;NOM;SG
kanun	jogszabályok	kanun	jogszabály		N;NOM;PL
kanun	jog	kanun	jog		N;NOM;SG
kanun	törvény	kanun	törvény		N;NOM;SG
ayrılmıştır	fenntartva	ayrıl	fenntartva	V;PFV;NFH;SG;3;POS;PST	N;NOM;SG
ayrılmıştır	foglalt	ayrıl	foglal	V;PFV;NFH;SG;3;POS;PST	
ayrılmıştır	fenntartott	ayrıl	fenntartott	V;PFV;NFH;SG;3;POS;PST	V;INDF;IND;SG;3;PST;FIN;ACT
reklam	hirdetések	reklam	hirdetés		N;NOM;PL
reklam	hirdetéseket	reklam	hirdetés		N;ACC;PL
reklam	reklám	reklam	reklám		N;NOM;SG
reklam	kereskedelmi	reklam	kereskedelmi		ADJ;NOM;SG
reklam	hirdetési	reklam	hirdetési		ADJ;NOM;SG
reklam	hirdetések	reklam	hirdetés		N;NOM;PL
reklam	reklám	reklam	reklám		N;NOM;SG
reklam	reklám	reklam	reklám		N;NOM;SG
şeyler	dolgokat	şey	dolog	N;NOM;PL;3	N;ACC;PL
şeyler	cucc	şey	cucc	N;NOM;PL;3	N;NOM;SG
otomobil	autóval	otomobil	autó	N;NOM;SG;3	N;INS;SG
otomobil	kocsival	otomobil	kocsi	N;NOM;SG;3	
otomobil	auto	otomobil	auto	N;NOM;SG;3	
otomobil	automata	otomobil	automata	N;NOM;SG;3	
batman	batman	bat	batman		N;NOM;SG
devre	áramkör	devre	áramkör		N;NOM;SG
uçuş	járatok	uçuş	járat		N;NOM;PL
uçuş	repülőút	uçuş	repülőú		N;NOM;SG
uçuş	repülés	uçuş	repülés		N;NOM;SG
uçuş	járat	uçuş	járat		N;NOM;SG
uçuş	repülési	uçuş	repülési		ADJ;NOM;SG
kutusu	box	kutu	box	N;NOM;SG;3	
kutusu	rovat	kutu	rovat	N;NOM;SG;3	
kutusu	láda	kutu	lád	N;NOM;SG;3	N;NOM;SG
kutusu	doboz	kutu	doboz	N;NOM;SG;3	N;NOM;SG
kutusu	bejövő	kutu	bejövő	N;NOM;SG;3	N;NOM;SG
yarışma	versengés	yarış	versengés		N;NOM;SG
yarışma	konkurencia	yarış	konkurencia		N;NOM;SG
yarışma	verseny	yarış	verseny		N;NOM;SG
yarışma	pályázat	yarış	pályázat		N;NOM;SG
yarışma	verseny	yarış	verseny		N;NOM;SG
sahipliği	tulajdonjog	sahiplik	tulajdonjog	N;NOM;SG;3	N;NOM;SG
sahipliği	tulajdonosi	sahiplik	tulajdonosi	N;NOM;SG;3	ADJ;NOM;SG
dönüş	visszatérés	dönüş	visszatérés		N;NOM;SG
dönüş	vissza	dönüş	vissza		ADV
dönüş	visszatér	dönüş	visszatér		V;INDF;IND;SG;3;PRS;FIN;ACT
dönüş	fordulj	dönüş	fordul		V;INDF;IND;SG;1;PRS;FIN;ACT
dönüş	forgás	dönüş	forgás		N;NOM;SG
dönüş	rotációs	dönüş	rotációs		N;NOM;SG
dönüş	forgás	dönüş	forgás		N;NOM;SG
öncesinde	előtte	önce	előtte	N;ESS;SG;3	
öncesinde	előtt	önce	előtt	N;ESS;SG;3	ADP
öncesinde	mielőtt	önce	mielőtt	N;ESS;SG;3	ADV
şahin	sólyom	şahin	sólyom	PROPN;NOM;SG;3	
şahin	hawk	şahin	hap	PROPN;NOM;SG;3	
şahin	sólyom	şahin	sólyom	PROPN;NOM;SG;3	
şahin	héja	şahin	héja	PROPN;NOM;SG;3	N;NOM;SG
şahin	ölyv	şahin	ölyv	PROPN;NOM;SG;3	N;NOM;SG
şahin	sólyomszem	şahin	sólyomszem	PROPN;NOM;SG;3	N;NOM;SG
sayfada	oldalt	sayfa	oldal	N;ESS;SG;3	N;ACC;SG
sayfada	oldal	sayfa	oldal	N;ESS;SG;3	N;NOM;SG
işlem	tranzakció	işlem	tranzakció		N;NOM;SG
işlem	ügylet	işlem	ügylet		N;NOM;SG
işlem	eljárás	işlem	eljárás		N;NOM;SG
işlem	folyamat	işlem	folyamat		N;NOM;SG
işlem	feldolgozás	işlem	feldolgozás		N;NOM;SG
işlem	operáció	işlem	operáció		N;NOM;SG
işlem	művelet	işlem	művelet		N;NOM;SG
işlem	működés	işlem	működés		N;NOM;SG
işlem	üzemeltetés	işlem	üzemeltetés		N;NOM;SG
muğla	muğla	muğla	muğla	PROPN;NOM;SG;3	
zafer	győzelem	zafer	győzelem		N;NOM;SG
zafer	dicsőség	zafer	dicsőség		N;NOM;SG
html	html	html	html		N;NOM;SG
arama	hívás	ara	hívás		N;NOM;SG
arama	hívd	ara	hívd		V;DEF;IMP;SG;1;PRS;FIN;ACT
ufak	kis	ufak	kis		ADJ;NOM;SG
öncelikle	elsődlegesen	öncelik	elsődlegesen	N;INS;SG;3	ADJ;FRML;SG
öncelikle	elsősorban	öncelik	elsősorban	N;INS;SG;3	ADV
öncelikle	először	öncelik	először	N;INS;SG;3	ADV
öncelikle	első	öncelik	első	N;INS;SG;3	ADJ;NOM;SG
istiyorum	akar	iste	akar	V;PROG;IND;SG;1;POS;INFM;PRS	V;INDF;IND;SG;3;PRS;FIN;ACT
kısım	részleg	kısım	részleg		N;NOM;SG
kısım	szakasz	kısım	szakasz		N;NOM;SG
kısım	szekció	kısım	szekció		N;NOM;SG
kısım	részben	kısım	részben		ADV
kısım	rész	kısım	rész		N;NOM;SG
kısım	része	kısım	rész		N;NOM;SG
aktris	színésznő	aktris	színésznő		N;NOM;SG
hata	tévedés	hata	tévedés		N;NOM;SG
hata	hiba	hata	hiba		N;NOM;SG
hata	poloska	hata	poloska		N;NOM;SG
hata	bug	hata	bug		N;NOM;SG
hata	tévedés	hata	tévedés		N;NOM;SG
hata	hiba	hata	hiba		N;NOM;SG
kullanıldı	használt	kullan	használt	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
kullanıldı	felhasznált	kullan	felhasznált	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
kullanıldı	megváltott	kullan	megváltott	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
blue	kék	blue	kék	N;NOM;SG;3	
blue	blue	blue	blue	N;NOM;SG;3	
kütahya	kütahya	kütahya	kütahy	PROPN;NOM;SG;3	
ilişkileri	kapcsolatok	ilişki	kapcsolat	N;ACC;PL;3	N;NOM;PL
ilişkileri	kapcsolatok	ilişki	kapcsolat	N;ACC;PL;3	N;NOM;PL
oylama	szavazz	oyla	szavazz	V;PFV;NOM;IND;POS;PRS;V.MSDR	
oylama	szavazás	oyla	szavazás	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
oylama	szavazat	oyla	szavazat	V;PFV;NOM;IND;POS;PRS;V.MSDR	
oylama	szavazás	oyla	szavazás	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
oylama	szavazati	oyla	szavazati	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
oylama	szavazó	oyla	szavazó	V;PFV;NOM;IND;POS;PRS;V.MSDR	
bina	épület	bina	épület		N;NOM;SG
buffy	buffy	buffy	buffy		N;NOM;SG
uzanan	nyújtás	uza	nyújtás	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;SG
microsoft	microsoft	microsoft	microsoft		N;NOM;SG
satış	eladások	satış	eladás		N;NOM;PL
satış	értékesítés	satış	értékesítés		N;NOM;SG
satış	értékesítési	satış	értékesítési		ADJ;NOM;SG
satış	vásár	satış	vásár		N;NOM;SG
satış	eladó	satış	eladó		ADJ;NOM;SG
satış	értékesítés	satış	értékesítés		N;NOM;SG
küresel	globálisan	küresel	globális		ADJ;FRML;SG
küresel	globális	küresel	globális		ADJ;NOM;SG
reality	valóság	reality	valóság		N;NOM;SG
hız	sebesség	hız	sebesség		N;NOM;SG
hız	sebesség	hız	sebesség		N;NOM;SG
hız	fordulatszám	hız	fordulatszám		N;NOM;SG
hız	gyorsaság	hız	gyorsaság		N;NOM;SG
toplu	tétel	toplu	tétel		N;NOM;SG
toplu	ömlesztett	toplu	ömlesztett		V;INDF;IND;SG;3;PST;FIN;ACT
toplu	tömeges	toplu	tömeges		ADJ;NOM;SG
toplu	tömege	toplu	tömeg		N;NOM;SG
toplu	mise	toplu	mise		N;NOM;SG
toplu	tömeg	toplu	tömeg		N;NOM;SG
toplu	összesített	toplu	összesít		V;INDF;IND;SG;3;PST;FIN;ACT
toplu	összesített	toplu	összesít		V;INDF;IND;SG;3;PST;FIN;ACT
arasına	között	ara	között	ADJ;DAT;SG;3	ADP
tarzı	stílus	tarz	stílus		N;NOM;SG
sekreteri	titkárnő	sekreter	titkárnő	N;ACC;SG;3	N;NOM;SG
sekreteri	titkár	sekreter	titkár	N;ACC;SG;3	N;NOM;SG
düştü	fell	düş	fell	V;PFV;IND;SG;3;POS;PST	
desteği	támogatás	destek	támogatás	N;NOM;SG;3	N;NOM;SG
desteği	támogatást	destek	támogatás	N;NOM;SG;3	N;ACC;SG
yüksekliği	magassága	yükseklik	magasság	N;ACC;SG;3	N;NOM;SG
yüksekliği	magasság	yükseklik	magasság	N;ACC;SG;3	
komşu	szomszédom	komşu	szomszédom		N;NOM;SG
komşu	szomszédok	komşu	szomszéd		N;NOM;PL
komşu	szomszédokkal	komşu	szomszéd		N;INS;PL
komşu	szomszédok	komşu	szomszéd		N;NOM;PL
komşu	szomszédom	komşu	szomszédom		N;NOM;SG
komşu	szomszédok	komşu	szomszéd		N;NOM;PL
işaret	marker	işaret	marker		N;NOM;SG
işaret	jelet	işaret	jelet		N;ACC;SG
işaret	jel	işaret	jel		N;NOM;SG
işaret	jelzés	işaret	jelzés		N;NOM;SG
şeker	cukor	şeker	cukor		N;NOM;SG
şeker	édesség	şeker	édesség		N;NOM;SG
şeker	cukor	şeker	cukor		N;NOM;SG
şeker	cukrot	şeker	cukrot		N;ACC;SG
şeker	cukorral	şeker	cukor		N;INS;SG
karanlık	sötétség	karanlık	sötétség		N;NOM;SG
youtube	youtube	youtup	youtub		N;NOM;SG
başarısız	bukta	başarısız	bukta	ADJ	
başarısız	kudarc	başarısız	kudarc	ADJ	N;NOM;SG
başarısız	elbukott	başarısız	elbukott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
başarısız	sikertelen	başarısız	sikertelen	ADJ	
başarısız	sikertelen	başarısız	sikertelen	ADJ	
başarısız	meghibásodás	başarısız	meghibásodás	ADJ	N;NOM;SG
başarısız	bukás	başarısız	bukás	ADJ	N;NOM;SG
başarısız	kudarc	başarısız	kudarc	ADJ	N;NOM;SG
fox	róka	fox	róka		N;NOM;SG
hazırlık	előkészületek	hazırlık	előkészület		N;NOM;PL
hazırlık	elkészítése	hazırlık	elkészítés		N;NOM;SG
hazırlık	előkészítés	hazırlık	előkészítés		N;NOM;SG
hazırlık	felkészülés	hazırlık	felkészülés		N;NOM;SG
hazırlık	készítmény	hazırlık	készítmény		N;NOM;SG
hazırlık	előkészítő	hazırlık	előkészítő		ADJ;NOM;SG
boston	boston	boston	boston	PROPN;NOM;SG;3	
boston	bostoni	boston	bostoni	PROPN;NOM;SG;3	N;NOM;SG
boston	bostonban	boston	bostonban	PROPN;NOM;SG;3	ADV
dolu	feltöltve	dolu	feltöltve		ADV;V.CVB
dolu	töltött	dolu	tölt		V;INDF;IND;SG;3;PST;FIN;ACT
dolu	betöltötte	dolu	betöltöt		V;DEF;IND;SG;3;PST;FIN;ACT
dolu	megtelt	dolu	megtelt		V;INDF;IND;SG;3;PST;FIN;ACT
dolu	töltött	dolu	tölt		V;INDF;IND;SG;3;PST;FIN;ACT
üstün	superior	üst	superior		N;NOM;SG
üstün	felsőbbrendű	üst	felsőbbrendű		ADJ;NOM;SG
set	szett	set	szett		N;NOM;SG
set	beállítva	set	beállítva		ADV;V.CVB
set	forgatás	set	forgatás		N;NOM;SG
set	díszlet	set	díszlet		N;NOM;SG
set	készletek	set	készlet		N;NOM;PL
set	készlet	set	készlet		N;NOM;SG
başlangıç	eredet	başlangıç	eredet		N;NOM;SG
başlangıç	kezdés	başlangıç	kezdés		N;NOM;SG
başlangıç	kezdeni	başlangıç	kezd		V;NFIN;ACT
başlangıç	startup	başlangıç	startup		N;NOM;SG
başlangıç	kezdetek	başlangıç	kezdet		N;NOM;PL
başlangıç	kezdete	başlangıç	kezdet		N;NOM;SG
başlangıç	eleje	başlangıç	eleje		N;NOM;SG
başlangıç	kezdet	başlangıç	kezd		N;NOM;SG
başlangıç	kezdem	başlangıç	kezdem		V;DEF;IND;SG;1;PRS;FIN;ACT
başlangıç	kezdve	başlangıç	kezdv		N;ON+ESS;SG
prens	herceg	prens	herceg		N;NOM;SG
arnavutluk	albán	arnavutluk	albán	N;NOM;SG;3	
arnavutluk	albánia	arnavutluk	albánia	N;NOM;SG;3	V;SG;3;NFIN;ACT
meyve	gyümölcs	meyve	gyümölcs		N;NOM;SG
meyve	gyümölcsök	meyve	gyümölcs		N;NOM;PL
meyve	gyümölcsöt	meyve	gyümölcsöt		N;ACC;SG
meyve	gyümölcs	meyve	gyümölcs		N;NOM;SG
meyve	gyümölcsök	meyve	gyümölcs		N;NOM;PL
hanım	kisasszony	hanım	kisasszony		N;NOM;SG
ilişki	kapcsolatok	ilişki	kapcsolat	N;NOM;SG;3	N;NOM;PL
birim	egységek	birim	egység		N;NOM;PL
birim	egység	birim	egység		N;NOM;SG
birim	egység	birim	egység		N;NOM;SG
ürün	tárgy	ürün	tárgy		N;NOM;SG
ürün	tétel	ürün	tétel		N;NOM;SG
ürün	elem	ürün	elem		N;NOM;SG
ürün	termék	ürün	termék		N;NOM;SG
ürün	termékek	ürün	termék		N;NOM;PL
ürün	termék	ürün	termék		N;NOM;SG
ürün	termékeket	ürün	termék		N;ACC;PL
hüküm	ítélet	hüküm	ítélet		N;NOM;SG
hüküm	mondat	hüküm	mondat		N;NOM;SG
hüküm	ítélet	hüküm	ítélet		N;NOM;SG
hüküm	ítélet	hüküm	ítélet		N;NOM;SG
hüküm	ítélet	hüküm	ítélet		N;NOM;SG
imzaladı	aláírva	imzala	aláírva	V;PFV;IND;SG;3;POS;PST	ADV;V.CVB
imzaladı	aláírás	imzala	aláírás	V;PFV;IND;SG;3;POS;PST	N;NOM;SG
isimleri	nevek	isim	név	N;ACC;PL;3	N;NOM;PL
cumhurbaşkanlığı	elnökség	cumhurbaşkanlığı	elnökség	N;NOM;SG;3	N;NOM;SG
cumhurbaşkanlığı	elnöki	cumhurbaşkanlığı	elnöki	N;NOM;SG;3	ADJ;NOM;SG
kaliteli	minőségi	kaliteli	minőségi		ADJ;NOM;SG
kaliteli	minősége	kaliteli	minőség		N;NOM;SG
kaliteli	minőség	kaliteli	minőség		N;NOM;SG
kitapları	könyvek	kitap	könyv	N;ACC;PL;3	N;NOM;PL
kitapları	könyv	kitap	könyv	N;ACC;PL;3	N;NOM;SG
kasaba	városban	kasaba	város		N;IN+ESS;SG
kasaba	város	kasaba	város		N;NOM;SG
öğrenim	tanulok	öğren	tanul		V;INDF;IND;SG;1;PRS;FIN;ACT
öğrenim	tanul	öğren	tanul		V;INDF;IND;SG;3;PRS;FIN;ACT
öğrenim	tanulás	öğren	tanulás		N;NOM;SG
çıkardı	kivont	çıkar	kivont	V;PFV;IND;SG;3;POS;PST	
anlaşma	üzlet	anlaşma	üzlet		N;NOM;SG
anlaşma	megállapodás	anlaşma	megállapodás		N;NOM;SG
anlaşma	megállapodás	anlaşma	megállapodás		N;NOM;SG
anlaşma	elrendezés	anlaşma	elrendezés		N;NOM;SG
anlaşma	elrendezése	anlaşma	elrendezés		N;NOM;SG
anlaşma	szerződéssel	anlaşma	szerződés		N;INS;SG
birini	valaki	biri	valaki	PRO;ACC;SG;3	
birini	valakit	biri	valakit	PRO;ACC;SG;3	
zayıf	gyengék	zayıf	gyengék		N;NOM;PL
rum	rumot	rum	rum		N;ACC;SG
rum	rum	rum	rum		N;NOM;SG
öykü	mese	öykü	mese		N;NOM;SG
öykü	sztori	öykü	sztori		N;NOM;SG
öykü	történet	öykü	történet		N;NOM;SG
öykü	története	öykü	történet		N;NOM;SG
öykü	mese	öykü	mese		N;NOM;SG
öykü	elbeszélés	öykü	elbeszélés		N;NOM;SG
school	iskolában	school	iskolában		N;IN+ESS;SG
school	iskola	school	iskola		N;NOM;SG
kahraman	hősök	kahraman	hős		N;NOM;PL
kahraman	hős	kahraman	hős		N;NOM;SG
kahraman	hősnő	kahraman	hősnő		N;NOM;SG
öldürüldü	meggyilkolták	öl	meggyilkolta	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
öldürüldü	megölte	öl	megöl	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
öldürüldü	meggyilkolt	öl	meggyilkolt	V;PFV;IND;SG;3;POS;PST;PASS	
öldürüldü	megölt	öl	megölt	V;PFV;IND;SG;3;POS;PST;PASS	
öldürüldü	megölte	öl	megöl	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
mimarlık	felépítés	mimarlık	felépítés		N;NOM;SG
mimarlık	építészet	mimarlık	építészet		N;NOM;SG
alaska	alaszkai	alaska	alaszkai	PROPN;NOM;SG;3	ADJ;NOM;SG
alaska	alaszkában	alaska	alaszka	PROPN;NOM;SG;3	N;IN+ESS;SG
alaska	alaszka	alaska	alasz	PROPN;NOM;SG;3	N;NOM;SG
talep	igényelt	talep	igényelt		V;INDF;IND;SG;3;PST;FIN;ACT
talep	kérte	talep	kér		V;DEF;IND;SG;3;PST;FIN;ACT
talep	kért	talep	kér		V;INDF;IND;SG;3;PST;FIN;ACT
talep	követel	talep	követel		V;INDF;IND;SG;3;PRS;FIN;ACT
talep	követelés	talep	követelés		N;NOM;SG
talep	követelések	talep	követelés		N;NOM;PL
talep	igények	talep	igény		N;NOM;PL
talep	megkeresés	talep	megkeresés		N;NOM;SG
talep	kérésére	talep	kérés		N;ON+ALL;SG
talep	kérésre	talep	kérés		N;ON+ALL;SG
talep	kérés	talep	kérés		N;NOM;SG
talep	kereslet	talep	kereslet		N;NOM;SG
talep	követelés	talep	követelés		N;NOM;SG
köprüsü	híd	köprü	híd	N;NOM;SG;3	N;NOM;SG
köprüsü	bridge	köprü	bridge	N;NOM;SG;3	
yılların	évek	yıl	év	N;GEN;PL;3	N;NOM;PL
yılların	év	yıl	év	N;GEN;PL;3	N;NOM;SG
bakan	miniszter	bak	miniszter		N;NOM;SG
bakan	titkárnő	bak	titkárnő		N;NOM;SG
