से	din	से	din		ADP;ACC
आकार	forme	आकार	formă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आकार	forma	आकार	formă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आकार	forma	आकार	formă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आकार	marimi	आकार	marim	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आकार	marimi	आकार	marim	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आकार	dimensiuni	आकार	dimensiune	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आकार	dimensiune	आकार	dimensiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
आकार	marime	आकार	marim	N;NOM;MASC;SG;3	N;INDF;FEM;SG
आकार	dimensiunea	आकार	dimensiune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आकार	marimea	आकार	marime	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आकार	marime	आकार	marim	N;NOM;MASC;SG;3	N;INDF;FEM;SG
उत्तरी	northern	उत्तरी	northern	PROPN;NOM;MASC;SG;3	PROPN
उत्तरी	nordul	उत्तरी	nord	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
सीमा	limiteaza	सीमा	limitează	N;NOM;FEM;SG;3	V;IND;SG;3;IPFV;FIN
सीमा	limita	सीमा	limită	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	limita	सीमा	limită	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	sima	सीमा	simă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	frontiera	सीमा	frontieră	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	granita	सीमा	granită	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	frontiera	सीमा	frontieră	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सीमा	intervalul	सीमा	interval	N;NOM;FEM;SG;3	N;DEF;MASC;SG
सीमा	limite	सीमा	limită	N;NOM;FEM;SG;3	N;INDF;FEM;PL
सीमा	limitele	सीमा	limită	N;NOM;FEM;SG;3	N;DEF;FEM;PL
पश्चिमी	vest	पश्चिमी	vest	ADJ	N;INDF;MASC;SG
पश्चिमी	western	पश्चिमी	western	ADJ	PROPN
व्यवस्था	aranjamentul	व्यवस्था	aranjament	N;NOM;FEM;SG;3	N;DEF;MASC;SG
आर्थिक	economica	आर्थिक	economică	ADJ;NOM	ADJ;DEF;FEM;SG
राजधानी	capitala	राजधानी	capitală	N;NOM;FEM;SG;3	N;DEF;FEM;SG
राजधानी	capitala	राजधानी	capitală	N;NOM;FEM;SG;3	N;DEF;FEM;SG
दर्शन	filozofia	दर्शन	filozofie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
दर्शन	filosofie	दर्शन	filosofie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
दर्शन	filozofie	दर्शन	filozofie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
दर्शन	filosofia	दर्शन	filosofie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
दर्शन	viziune	दर्शन	viziune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
दर्शन	viziunea	दर्शन	viziune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
वहाँ	acolo	वहाँ	acolo	PRO;NOM	ADV
विधि	metodele	विधि	metodă	N;NOM;FEM;SG;3	N;DEF;FEM;PL
विधि	metode	विधि	metodă	N;NOM;FEM;SG;3	N;INDF;FEM;PL
विधि	lege	विधि	lege	N;NOM;FEM;SG;3	N;INDF;FEM;SG
विधि	legea	विधि	lege	N;NOM;FEM;SG;3	N;DEF;FEM;SG
विधि	metoda	विधि	metodă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
विधि	metoda	विधि	metodă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
विधि	modul	विधि	mod	N;NOM;FEM;SG;3	N;DEF;MASC;SG
अवधि	durata	अवधि	durată	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अवधि	durata	अवधि	durată	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अवधि	perioada	अवधि	perioadă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अवधि	perioada	अवधि	perioadă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अवधि	perioadele	अवधि	perioadă	N;NOM;FEM;SG;3	N;DEF;FEM;PL
अवधि	perioade	अवधि	perioadă	N;NOM;FEM;SG;3	N;INDF;FEM;PL
दृष्टि	vizuala	दृष्टि	vizual	N;NOM;FEM;SG;3	ADJ;DEF;FEM;SG
दृष्टि	vizual	दृष्टि	vizual	N;NOM;FEM;SG;3	ADV
दृष्टि	viziune	दृष्टि	viziune	N;NOM;FEM;SG;3	N;INDF;FEM;SG
दृष्टि	viziunea	दृष्टि	viziune	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सिद्धांत	teorie	सिद्धान्त	teorie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
सिद्धांत	teoria	सिद्धान्त	teorie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सिद्धांत	principiile	सिद्धान्त	princip	N;NOM;MASC;SG;3	N;DEF;FEM;PL
सिद्धांत	principii	सिद्धान्त	princip	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सिद्धांत	dogma	सिद्धान्त	dogma	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कलाकार	artisti	कलाकार	artisti	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कलाकार	artisti	कलाकार	artisti	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कलाकार	artista	कलाकार	artista	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कलाकार	artista	कलाकार	artista	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कलाकार	artistul	कलाकार	artist	N;NOM;MASC;SG;3	N;DEF;MASC;SG
बैंक	banks	बैंक	banks	N;NOM;MASC;SG;3	PROPN
बैंक	bancile	बैंक	bancă	N;NOM;MASC;SG;3	N;DEF;FEM;PL
बैंक	banci	बैंक	bancă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बैंक	banci	बैंक	bancă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बैंक	bancile	बैंक	bancă	N;NOM;MASC;SG;3	N;DEF;FEM;PL
बैंक	banca	बैंक	bancă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
बैंक	banca	बैंक	bancă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ज्यादा	mai	ज्यादा	mai	DET	ADV
अंतिम	ultimele	अंतिम	ultim	ADJ;NOM	NUM;DEF;FEM;PL
अंतिम	ultima	अंतिम	ultim	ADJ;NOM	NUM;DEF;FEM;SG
अंतिम	ultimul	अंतिम	ultim	ADJ;NOM	NUM;DEF;MASC;SG
अंतिम	last	अंतिम	last	ADJ;NOM	N;INDF;MASC;SG
अंतिम	finala	अंतिम	finală	ADJ;NOM	N;DEF;FEM;SG
अंतिम	final	अंतिम	final	ADJ;NOM	N;INDF;MASC;SG
अंतिम	finala	अंतिम	finală	ADJ;NOM	N;DEF;FEM;SG
विशिष्ट	specifica	विशिष्ट	specifica	ADJ	N;DEF;FEM;SG
हिन्दू	hindus	हिन्दू	hinduce		ADJ;INDF;MASC;SG
लाल	rosu	लाल	rosu		N;INDF;MASC;SG
लाल	rosu	लाल	rosu		N;INDF;MASC;SG
लाल	red	लाल	red		N;INDF;MASC;SG
लाल	rosu	लाल	rosu		N;INDF;MASC;SG
पूर्वी	east	पूर्वी	east	ADJ	PROPN
पूर्वी	est	पूर्वी	est	ADJ	N;INDF;MASC;SG
पूर्वी	estul	पूर्वी	est	ADJ	N;DEF;MASC;SG
समर्थन	sprijinul	समर्थन	sprijin	N;NOM;MASC;SG;3	N;DEF;MASC;SG
व्यापार	afacere	व्यापार	afacere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
व्यापार	afacerea	व्यापार	afacere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
व्यापार	afaceri	व्यापार	afacere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
व्यापार	comertul	व्यापार	comert	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रयास	tentative	प्रयास	tentativă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रयास	efortul	प्रयास	efort	N;NOM;MASC;SG;3	N;DEF;MASC;SG
महिला	femeie	महिला	femeie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
महिला	doamna	महिला	doamnă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
महिला	doamna	महिला	doamnă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
महिला	femeie	महिला	femeie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
महिला	feminin	महिला	feminin	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
महिला	femela	महिला	femelă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
महिला	femela	महिला	femelă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
परियोजना	proiectului	परियोजना	proiect	N;NOM;FEM;SG;3	N;DEF;MASC;SG
परियोजना	proiectul	परियोजना	proiect	N;NOM;FEM;SG;3	N;DEF;MASC;SG
जीवित	vie	जीवित	viu	PROPN;NOM;MASC;SG;3	
जीवित	viu	जीवित	viu	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जीवित	supravietui	जीवित	supravietui	PROPN;NOM;MASC;SG;3	
नामांकन	nominalizare	नामांकन	nominalizare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
नामांकन	nominalizarea	नामांकन	nominalizare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
नामांकन	desemnarea	नामांकन	desemnare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
नामांकन	desemnare	नामांकन	desemnare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
अभिनेता	actorilor	अभिनेता	actor	N;NOM;MASC;SG;3	N;DEF;MASC;PL
अभिनेता	actorii	अभिनेता	actor	N;NOM;MASC;SG;3	N;DEF;MASC;PL
अभिनेता	actori	अभिनेता	actor	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अभिनेता	actorul	अभिनेता	actor	N;NOM;MASC;SG;3	N;DEF;MASC;SG
क्षमता	capacitatea	क्षमता	capacitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
क्षमता	capacitate	क्षमता	capacitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षमता	abilitate	क्षमता	abilitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षमता	capacitatea	क्षमता	capacitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
क्षमता	abilitatea	क्षमता	abilitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
क्षमता	capacitate	क्षमता	capacitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षमता	capacitati	क्षमता	capacitati	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षमता	capacitatile	क्षमता	capacitate	N;NOM;FEM;SG;3	N;DEF;FEM;PL
क्षमता	potential	क्षमता	potential	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
क्षमता	potentialul	क्षमता	potential	N;NOM;FEM;SG;3	N;DEF;MASC;SG
क्षमता	potential	क्षमता	potential	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
पाया	gasita	पा	gasita	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
पाया	gasite	पा	gasi	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
स्पष्ट	evidenta	स्पष्ट	evident	ADJ	N;DEF;FEM;SG
स्पष्ट	evidenta	स्पष्ट	evident	ADJ	N;DEF;FEM;SG
स्पष्ट	evident	स्पष्ट	evident	ADJ	ADV
वो	ea	वह	el		PRO;FEM;SG;3
पृथ्वी	earth	पृथ्वी	earth	PROPN;NOM;FEM;SG;3	N
पृथ्वी	pamint	पृथ्वी	pamint	PROPN;NOM;FEM;SG;3	
पृथ्वी	pamantul	पृथ्वी	pamant	PROPN;NOM;FEM;SG;3	N;DEF;MASC;SG
पृथ्वी	pamant	पृथ्वी	pamant	PROPN;NOM;FEM;SG;3	
पृथ्वी	pamant	पृथ्वी	pamant	PROPN;NOM;FEM;SG;3	
गति	miscare	गति	miscare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
गति	miscare	गति	miscare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
गति	viteza	गति	viteză	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	viteza	गति	viteză	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	turatia	गति	turatie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	miscarea	गति	miscare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	miscarea	गति	miscare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	miscare	गति	miscare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
गति	miscare	गति	miscare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
गति	miscarea	गति	miscare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
गति	miscare	गति	miscare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
परिणाम	rezultatul	परिणाम	rezultat	N;NOM;MASC;PL;3	N;DEF;MASC;SG
परिणाम	rezultat	परिणाम	rezultat	N;NOM;MASC;PL;3	N;INDF;MASC;SG
परिणाम	rezultatele	परिणाम	rezultat	N;NOM;MASC;PL;3	N;DEF;FEM;PL
राजस्थान	rajasthan	राजस्थान	rajasthan	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
लेने	luarea	ले	luare	V;MASC;NFIN;ACT	N;DEF;FEM;SG
लेने	luand	ले	lua	V;MASC;NFIN;ACT	
होगा	will	हो	will	V;MASC;IND;SG;3;FUT;FIN;ACT	PROPN
होगा	va	हो	vrea	V;MASC;IND;SG;3;FUT;FIN;ACT	V;SG;3
भर	umplute	भर	umple	PART	ADJ;INDF;FEM;PL
भर	umplut	भर	umple	PART	ADJ;INDF;MASC;SG
पुत्र	fiule	पुत्र	fiu	N;NOM;MASC;SG;3	
पुत्र	fiul	पुत्र	fiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
सहित	inclusiv	सहित	inclusiv	CONJ	ADV
सहित	incluzand	सहित	incluza	CONJ	N;INDF;MASC;SG
सहित	incluzand	सहित	incluza	CONJ	N;INDF;MASC;SG
शासन	domnia	शासन	domnie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शासन	domnie	शासन	domnie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
शासन	regula	शासन	regulă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शासन	regula	शासन	regulă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शासन	guvernarea	शासन	guvernare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शासन	guvernanta	शासन	guvernant	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शासन	guvernare	शासन	guvernare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
शासन	regimul	शासन	regim	N;NOM;MASC;SG;3	N;DEF;MASC;SG
नियंत्रण	controleaza	नियंत्रण	controlează	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
नियंत्रण	controlul	नियंत्रण	control	N;NOM;MASC;SG;3	N;DEF;MASC;SG
नियंत्रण	controalele	नियंत्रण	control	N;NOM;MASC;SG;3	N;DEF;FEM;PL
नियंत्रण	controale	नियंत्रण	control	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रभावित	afectata	प्रभावित	afectată	ADJ	N;DEF;FEM;SG
प्रभावित	afectata	प्रभावित	afectată	ADJ	N;DEF;FEM;SG
प्रभावित	impresionata	प्रभावित	impresionat	ADJ	N;DEF;FEM;SG
प्रभावित	impresioneaza	प्रभावित	impresionează	ADJ	V;IND;SG;3;IPFV;FIN
प्रभावित	impresioneze	प्रभावित	impresiona	ADJ	V;SBJV;3;PRS;FIN
प्रभावित	impresiona	प्रभावित	impresiona	ADJ	V;IND;SG;3;IPFV;FIN
वर्णन	descriere	वर्णन	descriere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
वर्णन	descrierea	वर्णन	descriere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
योजना	scheme	योजना	schemă	N;NOM;FEM;SG;3	N;INDF;FEM;PL
योजना	schema	योजना	schemă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
योजना	schema	योजना	schemă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
योजना	planul	योजना	plan	N;NOM;FEM;SG;3	N;DEF;MASC;SG
आरम्भ	inceput	आरम्भ	incepe	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
एशिया	asia	एशिया	asia	PROPN;NOM;MASC;SG;3	PROPN
सन	soare	सन	soare	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सन	soarele	सन	soare	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
सन	sun	सन	sun	PROPN;NOM;MASC;SG;3	
प्राकृतिक	naturala	प्राकृतिक	natural	PROPN;NOM;SG;3	N;DEF;FEM;SG
प्राकृतिक	naturale	प्राकृतिक	natural	PROPN;NOM;SG;3	ADJ;INDF;FEM;PL
प्राकृतिक	naturala	प्राकृतिक	natural	PROPN;NOM;SG;3	N;DEF;FEM;SG
प्राकृतिक	natural	प्राकृतिक	natural	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
प्राकृतिक	naturali	प्राकृतिक	natural	PROPN;NOM;SG;3	ADJ;INDF;MASC;PL
स्थानीय	localnic	स्थानीय	localnic	ADJ;NOM	N;INDF;MASC;SG
स्थानीय	locala	स्थानीय	locală	ADJ;NOM	ADJ;DEF;FEM;SG
स्थानीय	localnicii	स्थानीय	localnic	ADJ;NOM	N;DEF;MASC;PL
स्थानीय	localnicilor	स्थानीय	localnic	ADJ;NOM	N;DEF;MASC;PL
कहानी	poveste	कहानी	poveste	N;NOM;FEM;SG;3	N;INDF;FEM;SG
कहानी	povestea	कहानी	poveste	N;NOM;FEM;SG;3	N;DEF;FEM;SG
वृद्धि	escaladare	वृद्धि	escaladare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वृद्धि	escaladarea	वृद्धि	escaladare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
वृद्धि	creste	वृद्धि	creste	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
वृद्धि	crestere	वृद्धि	crestere	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वृद्धि	ridicare	वृद्धि	ridicare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वृद्धि	cresterea	वृद्धि	crestere	N;NOM;FEM;SG;3	N;DEF;FEM;SG
वृद्धि	cresterea	वृद्धि	crestere	N;NOM;FEM;SG;3	N;DEF;FEM;SG
वृद्धि	crestere	वृद्धि	crestere	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वृद्धि	crestere	वृद्धि	crestere	N;NOM;FEM;SG;3	N;INDF;FEM;SG
सुरक्षा	securitate	सुरक्षा	securitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
सुरक्षा	securitatea	सुरक्षा	securitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	paza	सुरक्षा	pază	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	paza	सुरक्षा	pază	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	protectie	सुरक्षा	protectie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
सुरक्षा	protectia	सुरक्षा	protectie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	protectie	सुरक्षा	protectie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
सुरक्षा	siguranta	सुरक्षा	sigurantă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	siguranta	सुरक्षा	sigurantă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
सुरक्षा	siguranta	सुरक्षा	sigurantă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
लोकप्रिय	populara	लोकप्रिय	populară	ADJ	N;DEF;FEM;SG
लोकप्रिय	populara	लोकप्रिय	populară	ADJ	N;DEF;FEM;SG
कवि	poetul	कवि	poet	N;NOM;MASC;SG;3	N;DEF;MASC;SG
हिस्सा	parte	हिस्सा	parte	N;NOM;MASC;SG;3	N;INDF;FEM;SG
हिस्सा	partea	हिस्सा	parte	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पद	pozitie	पद	pozitie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पद	pozitia	पद	pozitie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पद	pozitia	पद	pozitie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पद	pozitie	पद	pozitie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पद	pozitie	पद	pozitie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पद	termenul	पद	termen	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पद	mentiune	पद	mentiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पद	gradul	पद	grad	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पद	rangul	पद	rang	N;NOM;MASC;SG;3	N;DEF;MASC;SG
हाथ	maini	हाथ	maini	N;NOM;MASC;SG;3	
हाथ	mainile	हाथ	maine	N;NOM;MASC;SG;3	N;DEF;FEM;PL
हाथ	mainile	हाथ	maine	N;NOM;MASC;SG;3	N;DEF;FEM;PL
हाथ	mina	हाथ	mină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
हाथ	mana	हाथ	mană	N;NOM;MASC;SG;3	N;DEF;FEM;SG
हाथ	mana	हाथ	mană	N;NOM;MASC;SG;3	N;DEF;FEM;SG
हाथ	mana	हाथ	mană	N;NOM;MASC;SG;3	N;DEF;FEM;SG
जनता	publice	जनता	public	N;NOM;FEM;SG;3	ADJ;INDF;FEM;PL
जनता	public	जनता	public	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
जनता	publica	जनता	publica	N;NOM;FEM;SG;3	V;IND;SG;3;IPFV;FIN
विस्तार	expansiune	विस्तार	expansiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विस्तार	extinderea	विस्तार	extindere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विस्तार	expansiunea	विस्तार	expansiune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विस्तार	extindere	विस्तार	extindere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विस्तार	extensii	विस्तार	extensie	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विस्तार	extensie	विस्तार	extensie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विस्तार	prelungirea	विस्तार	prelungire	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विस्तार	extindere	विस्तार	extindere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विस्तार	prelungire	विस्तार	prelungire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विस्तार	extensia	विस्तार	extensie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विस्तार	extinde	विस्तार	extinde	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
पूरे	intreg	पूरा	intreg	ADJ;MASC;PL	
पूरे	intreg	पूरा	intreg	ADJ;MASC;PL	
युग	epoca	युग	epocă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
चुनाव	alegeri	चुनाव	alegere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चुनाव	alegerile	चुनाव	alegere	N;NOM;MASC;SG;3	N;DEF;FEM;PL
चुनाव	alegeri	चुनाव	alegere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चुनाव	alegeri	चुनाव	alegere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चुनाव	alegerea	चुनाव	alegere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
चुनाव	alegere	चुनाव	alegere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
व्यक्तिगत	personal	व्यक्तिगत	personal	ADJ	ADV
व्यक्तिगत	individuala	व्यक्तिगत	individual	ADJ	N;DEF;FEM;SG
व्यक्तिगत	individ	व्यक्तिगत	individ	ADJ	N;INDF;MASC;SG
व्यक्तिगत	individualism	व्यक्तिगत	individualism	ADJ	N;INDF;MASC;SG
मेल	posta	मेल	postă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
मेल	posta	मेल	postă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
प्रवेश	admiterea	प्रवेश	admitere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रवेश	internare	प्रवेश	internare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रवेश	admitere	प्रवेश	admitere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रवेश	intrarea	प्रवेश	intrare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रवेश	intrare	प्रवेश	intrare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रवेश	intrand	प्रवेश	intrand	N;NOM;MASC;SG;3	
यूरोप	europe	यूरोप	europă	PROPN;NOM;MASC;SG;3	
यूरोप	europei	यूरोप	europă	PROPN;NOM;MASC;SG;3	PROPN;DEF;FEM;SG
यूरोप	europa	यूरोप	europa	PROPN;NOM;MASC;SG;3	PROPN
यूरोप	europa	यूरोप	europa	PROPN;NOM;MASC;SG;3	PROPN
