monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
schwanz	ogonie	schwanzen	ogoń	N	V;PFV;IND;SG;3;FUT;FIN;ACT
schwanz	dick	schwanzen	dick	N	PROPN;NOM;MASC;SG
fisch	ryby	fisch	ryba		V;IPFV;IND;SG;1;PRS;FIN;ACT
fisch	ryba	fisch	ryba		N;NOM;FEM;SG
fisch	rybka	fisch	rybka		N;NOM;FEM;SG
fisch	rybki	fisch	rybka		N;ACC;FEM;PL
thron	tronu	thron	tron		N;GEN;MASC;SG
thron	tron	thron	tron		N;NOM;MASC;SG
thron	tronie	thron	trona		N;DAT;MASC;SG
rapper	raperzy	rapper	raper		N;NOM;MASC;PL
rapper	raper	rapper	raper		N;NOM;MASC;SG
ozean	oceanów	ozean	ocean		N;GEN;MASC;PL
ozean	oceanu	ozean	ocean		N;GEN;MASC;SG
ozean	ocean	ozean	ocean		N;NOM;MASC;SG
konservatorium	konserwatorium	konservatorium	konserwatorium	PROPN	N;ACC;NEUT;SG
untergrund	podziemia	untergrund	podziemiać	ADJ	
untergrund	substrat	untergrund	substrat	ADJ	N;NOM;MASC;SG
untergrund	podłoże	untergrund	podłoże	ADJ	N;NOM;NEUT;SG
senior	senior	senior	senior	PROPN;NOM;SG	N;NOM;MASC;SG
senior	starszy	senior	stary	PROPN;NOM;SG	ADJ;NOM;CMPR;MASC;SG
aufsätze	wypracowania	aufsätzen	wypracowanie	N;NOM;PL	N;NOM;NEUT;SG
aufsätze	esej	aufsätzen	esej	N;NOM;PL	N;NOM;MASC;SG
cooper	coopera	cooper	cooper	PROPN;NOM;SG	N;ACC;MASC;SG
cooper	cooper	cooper	cooper	PROPN;NOM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
rechner	kalkulator	rechner	kalkulator		N;NOM;MASC;SG
rechner	komputery	rechner	komputer		N;NOM;MASC;PL
rechner	komputerów	rechner	komputer		N;GEN;MASC;PL
rechner	gospodarza	rechner	gospodarz		N;ACC;MASC;SG
rechner	przyjmujące	rechner	przyjmujący		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
rechner	organizator	rechner	organizator		N;NOM;MASC;SG
rechner	gospodarz	rechner	gospodarz		N;NOM;MASC;SG
rechner	komputery	rechner	komputer		N;NOM;MASC;PL
rechner	komputer	rechner	komputer		N;NOM;MASC;SG
rechner	komputera	rechner	komputer		N;GEN;MASC;SG
rechner	gospodarzy	rechner	gospodarz		N;ACC;MASC;PL
rechner	kalkulatory	rechner	kalkulator		N;NOM;MASC;PL
ulmer	ulmer	ulm	ulmer		PROPN;NOM;MASC;SG
brigitte	brigitte	brigitt	brigitty	PROPN;NOM;FEM;SG	
zugrunde	zabezpieczających	zugrunde	zabezpieczeć	ADV	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
barry	barry	barry	barry	PROPN;SG	
bahnhöfe	stacji	bahnhöfen	stacja	N;NOM;MASC;PL	N;GEN;FEM;SG
brüdern	bracia	brüdern	brat		N;NOM;MASC;PL
brüdern	bracia	brüdern	brat		N;NOM;MASC;PL
patent	patent	patent	patent	PROPN	N;NOM;MASC;SG
patent	patentu	patent	patent	PROPN	N;GEN;MASC;SG
patent	patenty	patent	patent	PROPN	N;NOM;MASC;PL
patent	patenty	patent	patent	PROPN	N;NOM;MASC;PL
webseiten	web	webseiten	web	V;NFIN	
webseiten	sieć	webseiten	sieć	V;NFIN	N;NOM;FEM;SG
webseiten	witryny	webseiten	witryna	V;NFIN	N;GEN;FEM;PL
webseiten	witryn	webseiten	witryna	V;NFIN	N;GEN;FEM;PL
unterfamilie	podrodziny	unterfamilie	podrodziny	ADJ	N;GEN;FEM;SG
knochen	bones	knochen	bones	V;NFIN	
knochen	kości	knochen	kość	V;NFIN	
knochen	kość	knochen	kość	V;NFIN	N;NOM;FEM;SG
knochen	kości	knochen	kość	V;NFIN	
veb	veb	veb	veb	PROPN	
posen	poznania	pos	poznanie	PROPN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
posen	poznań	pos	poznanie	PROPN	
posen	poznaniu	pos	poznanie	PROPN	N;PFV;DAT;NEUT;SG;POS;V.MSDR
posen	poznania	pos	poznanie	PROPN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
posen	poznań	pos	poznanie	PROPN	
rechtlich	legalnie	rechtlich	legalnie	ADJ	ADV
rechtlich	prawnie	rechtlich	prawnie	ADJ	ADV
wenzel	wenzel	wenzel	wenzel		PROPN;NOM;MASC;SG
pionier	pioneer	pionier	pioneer	ADJ	N;NOM;MASC;SG
pionier	pionierami	pionier	pionier	ADJ	N;INS;MASC;PL
type	rodzaj	type	rodzaj		N;NOM;MASC;SG
type	wpisz	type	wpić		V;PFV;IMP;SG;2;FIN;ACT
blütezeit	kwitnienia	blütezeit	kwitnienie	ADJ	N;GEN;NEUT;SG
blütezeit	kwitną	blütezeit	kwitny	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
blütezeit	bloom	blütezeit	bloom	ADJ	
metz	metz	metz	metz	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
harold	harold	harold	harold	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
brothers	bracia	brothers	brat	PROPN;NOM;SG	N;NOM;MASC;PL
brothers	braci	brothers	brat	PROPN;NOM;SG	
tests	próby	tests	próba	N	
entfernten	zdalne	entfernt	zdalny	V;IND;PL;3;PST;FIN	ADJ;NOM;NEUT;SG
entfernten	zdalnego	entfernt	zdalny	V;IND;PL;3;PST;FIN	ADJ;ACC;MASC;SG
entfernten	odległy	entfernt	odlec	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
entfernten	pilot	entfernt	pilot	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG
ausgehen	randki	ausgehen	randki	V;NFIN	N;ACC;FEM;SG
ausgehen	out	ausgehen	out	V;NFIN	
lebenslauf	nauczania	lebenslauf	nauczanie		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lebenslauf	biografia	lebenslauf	biografium		N;NOM;FEM;SG
lebenslauf	życiorys	lebenslauf	życiorys		N;NOM;MASC;SG
lebenslauf	biografię	lebenslauf	biografia		N;ACC;FEM;SG
lebenslauf	wznowić	lebenslauf	wznowić		V;PFV;NFIN;ACT
lebenslauf	życiorys	lebenslauf	życiorys		N;NOM;MASC;SG
lebenslauf	wznowienie	lebenslauf	wznowienie		N;NOM;NEUT;SG
sorgt	zapewni	sorgen	zapewnić	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
staffeln	seasons	staffeln	seasons	N;NOM;FEM;PL	
staffeln	eskadry	staffeln	eskadra	N;NOM;FEM;PL	N;NOM;FEM;SG
alkohol	alkoholu	alkohol	alkohol		N;GEN;MASC;SG
alkohol	alkohol	alkohol	alkohol		N;NOM;MASC;SG
gene	genu	gen	gen		N;GEN;MASC;SG
gene	gene	gen	gen		PROPN;NOM;MASC;SG
gene	geny	gen	gena		N;NOM;MASC;PL
gene	genów	gen	gen		N;GEN;MASC;PL
gene	geny	gen	gena		N;NOM;MASC;PL
rechnen	arytmetyki	rechnen	arytmetyka	V;NFIN	N;GEN;MASC;PL
rechnen	matematyki	rechnen	matematyk	V;NFIN	N;GEN;FEM;SG
rechnen	matematyka	rechnen	matematyka	V;NFIN	N;NOM;FEM;SG
silva	silva	silva	silvać	PROPN	PROPN;NOM;MASC;SG
bemerkenswert	znaczące	bemerkenswert	znaczący	ADJ	
deutlicher	wyraźniej	deutlich	wyraźnie	ADJ	ADV;CMPR
deutlicher	jaśniej	deutlich	jasno	ADJ	ADV;CMPR
menschheit	człowieczeństwa	menschheit	człowieczeństwo		N;GEN;NEUT;SG
menschheit	ludzkość	menschheit	ludzkość		N;NOM;FEM;SG
menschheit	ludzkości	menschheit	ludzkość		N;GEN;FEM;SG
menschheit	człowieczeństwo	menschheit	człowieczeństwo		N;NOM;NEUT;SG
menschheit	ludzkość	menschheit	ludzkość		N;NOM;FEM;SG
menschheit	ludzkości	menschheit	ludzkość		N;GEN;FEM;SG
ehre	honoru	ehr	honor		N;GEN;MASC;SG
ehre	zaszczyt	ehr	zaszczyt		N;ACC;MASC;SG
ehre	honoru	ehr	honor		N;GEN;MASC;SG
ehre	zaszczyt	ehr	zaszczyt		N;ACC;MASC;SG
ehre	honorem	ehr	honor		N;INS;MASC;SG
ehre	chwała	ehr	chwały		V;IPFV;FEM;IND;SG;PST;FIN;ACT
öffentlicher	public	öffentlich	publica	ADJ	
öffentlicher	społeczeństwo	öffentlich	społeczeństwo	ADJ	N;NOM;NEUT;SG
toll	świetnie	toll	świetnie	ADJ	ADV
toll	super	toll	super	ADJ	
toll	wspaniale	toll	wspaniale	ADJ	
toll	toll	toll	toll	ADJ	
christ	chrześcijanin	christ	chrześcijanin	PROPN	N;NOM;MASC;SG
christ	chrześcijański	christ	chrześcijański	PROPN	ADJ;NOM;MASC;SG
christ	christian	christ	christianin	PROPN	N;NOM;MASC;SG
christ	chrześcijanie	christ	chrześcijanin	PROPN	N;NOM;MASC;PL
christ	krystian	christ	krystianin	PROPN	PROPN;NOM;MASC;SG
christ	chryste	christ	chrysty	PROPN	V;IPFV;IMP;SG;2;FIN;ACT
christ	chrystus	christ	chrystus	PROPN	N;NOM;MASC;SG
vorwort	preambuły	vorworen	preambuła		N;GEN;FEM;SG
vorwort	przedmowa	vorworen	przedmować		V;IPFV;IND;SG;PRS;FIN;ACT
vergrößert	rozszerzonej	vergrößern	rozszerzyć	V;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
vergrößert	powiększone	vergrößern	powiększyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vergrößert	rozszerzona	vergrößern	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
miami	miami	miami	mieć	PROPN;NOM;MASC;SG	N;INS;FEM;PL
shanghai	szanghaju	shanghai	szanghaj	PROPN;NOM;MASC;SG	N;GEN;MASC;SG
mexico	meksyk	mexico	meksyk	PROPN;NOM;SG	N;NOM;MASC;SG
bischofs	biskup	bischofs	biskup		N;NOM;MASC;SG
bischofs	bishop	bischofs	bishop		V;IPFV;IND;SG;2;PRS;FIN;ACT
bischofs	goniec	bischofs	goniec		N;NOM;MASC;SG
vertretung	rep	vertretung	rep	N;FEM;SG	
vertretung	reprezentatywna	vertretung	reprezentatywny	N;FEM;SG	ADJ;NOM;FEM;SG
vertretung	reprezentatywne	vertretung	reprezentatywny	N;FEM;SG	ADJ;NOM;NEUT;SG
fauna	fauny	fauna	fauny		N;ACC;FEM;PL
fauna	przyroda	fauna	przyroda		N;NOM;FEM;SG
fauna	przyrody	fauna	przyroda		V;IPFV;IND;SG;3;PRS;FIN;ACT
protokoll	minuty	protokoll	minuta	ADJ	N;ACC;FEM;PL
protokoll	minut	protokoll	minuta	ADJ	N;GEN;FEM;PL
protokoll	protokołu	protokoll	protokół	ADJ	N;GEN;MASC;SG
protokoll	protokoły	protokoll	protokół	ADJ	N;NOM;MASC;PL
protokoll	protokół	protokoll	protokól	ADJ	N;NOM;MASC;SG
protokoll	dziennik	protokoll	dziennik	ADJ	N;NOM;MASC;SG
protokoll	log	protokoll	log	ADJ	V;IPFV;IMP;SG;2;FIN;ACT
protokoll	dzienniki	protokoll	dziennik	ADJ	N;NOM;MASC;PL
protokoll	kłody	protokoll	kłody	ADJ	
athleten	lekkoatleta	athlet	lekkoatleta	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG
athleten	sportowiec	athlet	sportowiec	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG
athleten	sportowcy	athlet	sportowiec	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
athleten	sportowców	athlet	sportowiec	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL
lahn	lahn	lahn	lahn	PROPN;NOM;SG	PROPN;NOM;MASC;SG
teilnehmern	uczestników	teilnehmern	uczestnik	V;NFIN	N;ACC;MASC;PL
teilnehmern	uczestnikom	teilnehmern	uczestnik	V;NFIN	N;DAT;MASC;PL
teilnehmern	uczestnicy	teilnehmern	uczestnik	V;NFIN	N;NOM;MASC;PL
teilnehmern	uczestnicy	teilnehmern	uczestnik	V;NFIN	N;NOM;MASC;PL
baker	baker	bak	baker	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
ethnischen	etniczne	ethnisch	etniczny	ADJ;PL	ADJ;NOM;NEUT;SG
copa	copa	copa	copa	PROPN;NOM;SG	PROPN;NOM;MASC;SG
konzipiert	zaprojektowane	konzipieren	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
konzipiert	zaprojektowana	konzipieren	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
konzipiert	zaprojektowany	konzipieren	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
konzipiert	zaprojektowanych	konzipieren	zaprojektować	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
breiter	szerzej	breit	szeroko	ADJ	ADV;CMPR
breiter	szeroko	breit	szeroko	ADJ	ADV
breiter	szerzej	breit	szeroko	ADJ	ADV;CMPR
udo	udo	udo	udo	PROPN;NOM;MASC;SG	
steuerung	control	steuerung	control	ADJ	
steuerung	sterowanie	steuerung	sterować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
steuerung	kontrola	steuerung	kontrola	ADJ	N;NOM;FEM;SG
steuerung	kontroler	steuerung	kontroler	ADJ	N;NOM;MASC;SG
steuerung	kontrolera	steuerung	kontroler	ADJ	N;ACC;MASC;SG
steuerung	kontrolowanie	steuerung	kontrolować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
steuerung	zarządzanie	steuerung	zarządzać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
steuerung	kontrole	steuerung	kontrola	ADJ	N;NOM;FEM;PL
steuerung	sterowanie	steuerung	sterować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vortrag	wykłady	vortragen	wykład	N;SG	N;NOM;MASC;PL
vortrag	mowa	vortragen	mowa	N;SG	
vortrag	prezentacje	vortragen	prezentacja	N;SG	N;NOM;FEM;PL
vortrag	mówić	vortragen	mówić	N;SG	V;IPFV;NFIN;ACT
división	división	división	división	PROPN;NOM;SG	N;ACC;MASC;SG
prinzipien	zasady	prinzip	zasada	V;NFIN	N;ACC;FEM;PL
prinzipien	zasadami	prinzip	zasada	V;NFIN	N;INS;FEM;PL
dienstleistungen	usług	dienstleistungen	usługa	N;NOM;FEM;PL	V;IPFV;IND;PL;FIN;ACT
lehrbuch	podręcznik	lehrbuch	podręcznik	PROPN	N;ACC;MASC;SG
comedy	komedia	comedy	komediać	PROPN	N;NOM;FEM;SG
comedy	komedii	comedy	komedia	PROPN	N;GEN;FEM;SG
basketballspieler	koszykówki	basketballspieler	koszykówka	ADJ	N;NOM;FEM;PL
basketballspieler	kosza	basketballspieler	kosza	ADJ	
basketballspieler	koszykówka	basketballspieler	koszykówka	ADJ	N;NOM;FEM;SG
basketballspieler	koszykówkę	basketballspieler	koszykówka	ADJ	N;ACC;FEM;SG
hansen	hansen	hansen	hansen	PROPN;NOM;SG	
catherine	katarzyna	catherine	katarzyno	PROPN;NOM;SG	N;NOM;FEM;SG
standorte	lokalizacji	standort	lokalizacja	N;NOM	N;GEN;FEM;SG
standorte	witryny	standort	witryna	N;NOM	N;GEN;FEM;PL
standorte	witryn	standort	witryna	N;NOM	N;GEN;FEM;PL
philologe	filolog	philologe	filolog	ADJ	N;NOM;MASC;SG
aufteilung	przydział	aufteilung	przydział	ADJ;SG	N;ACC;MASC;SG
aufteilung	przydziały	aufteilung	przydział	ADJ;SG	N;NOM;MASC;PL
aufteilung	przydziału	aufteilung	przydział	ADJ;SG	N;GEN;MASC;SG
aufteilung	podział	aufteilung	podziać	ADJ;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
aufteilung	załamanie	aufteilung	załamanie	ADJ;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aufteilung	rozbicie	aufteilung	rozbić	ADJ;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aufteilung	dystrybucji	aufteilung	dystrybucja	ADJ;SG	N;GEN;FEM;SG
aufteilung	dystrybucja	aufteilung	dystrybucja	ADJ;SG	N;NOM;FEM;SG
aufteilung	rozkład	aufteilung	rozkład	ADJ;SG	N;NOM;MASC;SG
böhmischen	bohemian	böhmisch	bohemianin	ADJ;NOM;PL	
böhmischen	czeski	böhmisch	czeski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
erwachsene	uprawiane	erwachsen	uprawiać	ADJ;NOM;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erwachsene	dorosłe	erwachsen	dorosły	ADJ;NOM;FEM;PL	V;PFV;NEUT;IND;SG;PST;FIN;ACT
erwachsene	dorośli	erwachsen	dorosły	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
erwachsene	dorosłych	erwachsen	dorosły	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
erwachsene	dorośli	erwachsen	dorosły	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
erwachsene	dorosły	erwachsen	dorosnąć	ADJ;NOM;FEM;PL	V;PFV;FEM;IND;PL;PST;FIN;ACT
erwachsene	dorosłych	erwachsen	dorosły	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
erwachsene	dorosła	erwachsen	dorosnąć	ADJ;NOM;FEM;PL	V;PFV;FEM;IND;SG;PST;FIN;ACT
werfen	rzucanie	werfen	rzucać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
werfen	obsady	werfen	obsad	V;NFIN	N;GEN;FEM;SG
werfen	gips	werfen	gips	V;NFIN	N;NOM;MASC;SG
werfen	rzut	werfen	rzut	V;NFIN	N;NOM;MASC;SG
erfunden	wymyślone	erfinden	wymyślić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mexikanischen	meksykanie	mexikanisch	meksykanin	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
mexikanischen	meksykańskie	mexikanisch	meksykański	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
mexikanischen	meksykański	mexikanisch	meksykański	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
mexikanischen	meksykańska	mexikanisch	meksykański	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
philosophen	filozofów	philosophen	filozof		N;ACC;MASC;PL
philosophen	filozof	philosophen	filozof		N;NOM;MASC;SG
frag	pytaj	frag	pytać		V;IPFV;IMP;SG;2;FIN;ACT
frag	zapytaj	frag	zapytać		V;PFV;IMP;SG;2;FIN;ACT
frag	poproś	frag	poproś		V;PFV;IMP;SG;2;FIN;ACT
dicke	gruby	dick	gruby	N;NOM;FEM;PL	
dicke	grubo	dick	grubo	N;NOM;FEM;PL	
dicke	gruba	dick	gruba	N;NOM;FEM;PL	
dicke	grube	dick	gruby	N;NOM;FEM;PL	
dicke	grubość	dick	grubość	N;NOM;FEM;PL	N;NOM;FEM;SG
dicke	grubości	dick	grubość	N;NOM;FEM;PL	N;GEN;FEM;SG
bodensee	bodensee	bodensee	bodenska	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG
irischen	irlandczycy	irisch	irlandczyk		N;NOM;MASC;PL
irischen	irlandzkie	irisch	irlandzki		ADJ;NOM;NEUT;SG
irischen	irlandzki	irisch	irlandzka		ADJ;NOM;MASC;SG
irischen	irlandczyk	irisch	irlandczyk		N;NOM;MASC;SG
irischen	irlandzka	irisch	irlandzka		ADJ;NOM;FEM;SG
han	hana	han	han		V;IPFV;IND;SG;PRS;FIN;ACT
han	han	han	han		PROPN;NOM;MASC;SG
vielfalt	pluralizmu	vielfalt	pluralizm	N;NOM;FEM;SG	N;GEN;MASC;SG
vielfalt	różnorodności	vielfalt	różnorodność	N;NOM;FEM;SG	N;GEN;FEM;SG
vielfalt	odmiany	vielfalt	odmiana	N;NOM;FEM;SG	N;ACC;FEM;PL
vielfalt	odmianę	vielfalt	odmiana	N;NOM;FEM;SG	N;ACC;FEM;SG
wettbewerbe	konkursów	wettbewerb	konkurs	N;NOM;PL	N;GEN;MASC;PL
wettbewerbe	konkursie	wettbewerb	konkurs	N;NOM;PL	N;INS;MASC;SG
wettbewerbe	konkurs	wettbewerb	konkurs	N;NOM;PL	N;NOM;MASC;SG
wettbewerbe	konkursu	wettbewerb	konkurs	N;NOM;PL	N;GEN;MASC;SG
heiraten	śr	heiraten	bro	V;NFIN	
heiraten	ślub	heiraten	ślub	V;NFIN	N;NOM;MASC;SG
heiraten	małżeństwo	heiraten	małżeństwo	V;NFIN	N;NOM;NEUT;SG
heiraten	małżeństwa	heiraten	małżeństwo	V;NFIN	N;NOM;NEUT;SG
heiraten	ślub	heiraten	ślub	V;NFIN	N;NOM;MASC;SG
heiraten	wesele	heiraten	wesele	V;NFIN	N;NOM;NEUT;SG
heiraten	weselny	heiraten	weselny	V;NFIN	ADJ;NOM;MASC;SG
murray	murray	murray	murray	PROPN;NOM;SG	PROPN;NOM;MASC;SG
archäologe	archeolog	archäologe	archeolog		N;NOM;MASC;SG
austin	austin	austin	austin	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
zelle	celi	zellen	cela		N;GEN;FEM;SG
zelle	komórek	zellen	komórka		N;GEN;FEM;PL
zelle	komórki	zellen	komórka		N;NOM;FEM;PL
wälder	lasu	wald	las		N;GEN;MASC;SG
wälder	lasy	wald	las		N;NOM;MASC;PL
wälder	lesie	wald	las		N;GEN;MASC;SG
wälder	las	wald	las		N;NOM;MASC;SG
wälder	leśne	wald	leśny		ADJ;NOM;NEUT;SG
wälder	lasy	wald	las		N;NOM;MASC;PL
wälder	lasów	wald	las		N;GEN;MASC;PL
wälder	lasy	wald	las		N;NOM;MASC;PL
wälder	leśne	wald	leśny		ADJ;NOM;NEUT;SG
wälder	lasu	wald	las		N;GEN;MASC;SG
wälder	leśny	wald	leśny		ADJ;NOM;MASC;SG
wälder	las	wald	las		N;NOM;MASC;SG
schließung	zamknięcie	schließung	zamknięcie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
schließung	zamknięcia	schließung	zamknąć	ADJ	N;PFV;GEN;NEUT;SG;POS;V.MSDR
schließung	zamykanie	schließung	zamykać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
schließung	zamknięcie	schließung	zamknięcie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
schließung	zamknięcia	schließung	zamknąć	ADJ	N;PFV;GEN;NEUT;SG;POS;V.MSDR
schließung	zamykanie	schließung	zamykać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
schließung	zamyka	schließung	zamykać	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
ausgelöst	uruchomione	auslösen	uruchomić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgelöst	wywołane	auslösen	wywołać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
maßnahme	działania	maßnahmen	działanie	ADJ	N;NOM;NEUT;SG
maßnahme	czynność	maßnahmen	czynność	ADJ	N;NOM;FEM;SG
maßnahme	działanie	maßnahmen	działać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
maßnahme	akcja	maßnahmen	akcja	ADJ	N;NOM;FEM;SG
maßnahme	środek	maßnahmen	środek	ADJ	N;NOM;MASC;SG
maßnahme	środka	maßnahmen	środek	ADJ	N;GEN;MASC;SG
maßnahme	miara	maßnahmen	miara	ADJ	N;NOM;FEM;SG
maßnahme	miary	maßnahmen	miara	ADJ	
chief	szef	chief	szef	PROPN	N;NOM;MASC;SG
kunsthalle	kunsthalle	kunsthall	kunsthalle	N;NOM;FEM;SG	
grundlegende	podstawy	grundlegend	podstawa	ADJ;NOM;FEM;PL	N;ACC;FEM;PL
grundlegende	podstawowe	grundlegend	podstawowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
grundlegende	fundamentalne	grundlegend	fundamentalny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
grundlegende	podstawowych	grundlegend	podstawowy	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
grundlegende	zasadnicza	grundlegend	zasadniczy	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
grundlegende	podstawowe	grundlegend	podstawowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
grundlegende	podstawowego	grundlegend	podstawowy	ADJ;NOM;FEM;PL	ADJ;ACC;MASC;SG
grundlegende	podstawowy	grundlegend	podstawowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
grundlegende	podstawowa	grundlegend	podstawowy	ADJ;NOM;FEM;PL	
rüdiger	rüdiger	rüdiger	rüdiger	ADJ	
professoren	profesorów	professor	profesor	N;NOM;PL	N;ACC;MASC;PL
geschmack	smak	geschmack	smak	ADJ	N;NOM;MASC;SG
geschmack	gust	geschmack	gust	ADJ	N;NOM;MASC;SG
geschmack	smaku	geschmack	smak	ADJ	N;GEN;MASC;SG
geschmack	smak	geschmack	smak	ADJ	N;NOM;MASC;SG
geschmack	smak	geschmack	smak	ADJ	N;NOM;MASC;SG
geschmack	smakuje	geschmack	smakować	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
porto	porto	porto	porto	PROPN;SG	PROPN;NOM;MASC;SG
konzentration	stężenia	konzentration	stężyć	ADJ	N;NOM;NEUT;SG
konzentration	stężenie	konzentration	stężyć	ADJ	N;NOM;NEUT;SG
konzentration	stężeń	konzentration	stężenie	ADJ	N;GEN;NEUT;PL
konzentration	stężenia	konzentration	stężyć	ADJ	N;NOM;NEUT;SG
konzentration	koncentracja	konzentration	koncentracja	ADJ	N;NOM;FEM;SG
konzentration	stężenie	konzentration	stężyć	ADJ	N;NOM;NEUT;SG
interviews	przesłuchania	interviews	przesłuchanie		N;NOM;NEUT;SG
interviews	wywiady	interviews	wywiad		N;NOM;MASC;PL
ansprüche	należności	ansprechen	należność		N;ACC;FEM;SG
ansprüche	roszczenia	ansprechen	roszczenie		N;NOM;NEUT;SG
ansprüche	należności	ansprechen	należność		N;ACC;FEM;SG
ansprüche	wierzytelności	ansprechen	wierzytelność		N;ACC;FEM;SG
ansprüche	twierdzi	ansprechen	twierdzić		V;IPFV;IND;SG;3;PRS;FIN;ACT
ansprüche	twierdzenia	ansprechen	twierdzić		N;NOM;NEUT;PL
wiedervereinigung	zjednoczenia	wiedervereinigung	zjednoczyć	ADJ	N;PFV;GEN;NEUT;SG;POS;V.MSDR
wiedervereinigung	zlot	wiedervereinigung	zlot	ADJ	N;NOM;MASC;SG
wiedervereinigung	zjednoczenie	wiedervereinigung	zjednoczenie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
wiedervereinigung	zjazd	wiedervereinigung	zjazd	ADJ	N;NOM;MASC;SG
kabel	kable	kabel	kabeł		N;NOM;MASC;PL
kabel	kabel	kabel	kabel		N;ACC;MASC;SG
kabel	kable	kabel	kabeł		N;NOM;MASC;PL
berner	bern	bern	bern		V;IPFV;IND;SG;2;PRS;FIN;ACT
berner	berner	bern	berner		PROPN;NOM;MASC;SG
berner	berneńskiej	bern	berneński		ADJ;GEN;FEM;SG
konzentrierte	skoncentrowany	konzentrieren	skoncentrować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
