το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
χρυσός	златна	χρυσός	златен	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
φίλος	приятелю	φίλος	приятел	N;NOM;MASC;SG	INTJ
τρίτος	трети	τρίτος	трети	NUM;NOM;MASC;SG	ADJ;INDF;MASC;SG
τρίτος	трета	τρίτος	трети	NUM;NOM;MASC;SG	ADJ;INDF;FEM;SG
τρίτος	трето	τρίτος	трето	NUM;NOM;MASC;SG	ADV
ανακοινώθηκε	обяви	ανακοινώνω	обявя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ανακοινώθηκε	обявени	ανακοινώνω	обявя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
επιστήμονες	учените	επιστήμονας	уча-(се)	N;NOM;MASC;PL	ADJ;IPFV;DEF;PL;V.PTCP;PASS
ηττήθηκε	победени	ηττώμαι	победя	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
δώδεκα	twelve	δώδεκα	twelve	NUM;NOM;MASC;PL	N;INDF;MASC;SG
πρίγκιπας	принс	πρίγκιπας	принс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
δρόμος	street	δρόμος	street	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
τελικός	финал	τελικός	финал	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
τελικός	окончателно	τελικός	окончателно	ADJ;NOM;MASC;SG	ADV
τοπικά	локална	τοπικά	локален	ADV	ADJ;INDF;FEM;SG
τοπικά	местна	τοπικά	местен	ADV	ADJ;INDF;FEM;SG
τοπικά	местни	τοπικά	местен	ADV	ADJ;INDF;PL
τοπικά	местен	τοπικά	местя-(се)	ADV	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
πίστη	фейт	πίστα	фейт	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
παραδοσιακά	традиционен	παραδοσιακός	традиционен	ADV	ADJ;INDF;MASC;SG
παραδοσιακά	традиционна	παραδοσιακός	традиционен	ADV	ADJ;INDF;FEM;SG
παραδοσιακά	традиционни	παραδοσιακός	традиционен	ADV	ADJ;INDF;PL
ισχυρή	мощно	ισχυρός	мощен	ADJ;NOM;FEM;SG	ADV
διαχείριση	управляващи	διαχείριση	управлявам	N;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
διαχείριση	управляващ	διαχείριση	управлявам	N;NOM;FEM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
σταδιοδρομία	кариери	σταδιοδρομία	кариера	N;NOM;FEM;SG	N;INDF;FEM;PL
ιράν	иран	ιράν	иран		PROPN;INDF;MASC;SG
πιθανό	възможно	πιθανός	възможно	ADJ;NOM;NEUT;SG	ADV
πιθανό	възможни	πιθανός	възможен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
τζορτζ	джордж	τζορτζ	джордж		PROPN;INDF;MASC;SG
παρουσίασε	представени	παρουσιάζω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
παρουσίασε	представено	παρουσιάζω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
παρουσίασε	представена	παρουσιάζω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
παρουσίασε	представен	παρουσιάζω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ιστορικές	историческа	ιστορικός	исторически	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
ιστορικές	исторически	ιστορικός	исторически	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
ιστορικές	историческо	ιστορικός	исторически	ADJ;NOM;FEM;PL	ADV
αντίστοιχη	съответстващи	αντίστοιχος	съответствам	ADJ;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
αντίστοιχη	съответстващо	αντίστοιχος	съответстващо	ADJ;NOM;FEM;SG	ADV
ζωγραφική	рисуване	ζωγραφικός	рисуване	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
ζωγραφική	живопис	ζωγραφικός	живопис	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ζωγραφική	картина	ζωγραφικός	картина	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ζωγραφική	боядисване	ζωγραφικός	боядисване	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
βελτίωση	подобрения	βελτίωση	подобрение	N;ACC;FEM;SG	N;INDF;NEUT;PL
βελτίωση	подобри	βελτίωση	подобря-(се)	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN
βελτίωση	подобрения	βελτίωση	подобрение	N;ACC;FEM;SG	N;INDF;NEUT;PL
βέλγιο	белгия	βέλγιο	белгия	PROPN;NOM;NEUT;SG	PROPN;INDF;FEM;SG
εξωτερική	външно	εξωτερικός	външен	ADJ;NOM;FEM;SG	ADV
εξωτερική	външни	εξωτερικός	външен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
υπολογίζεται	изчислено	υπολογίζω	изчисля	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
υπολογίζεται	изчислен	υπολογίζω	изчисля-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
υπολογίζεται	изчислена	υπολογίζω	изчисля	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
υπολογίζεται	изчислени	υπολογίζω	изчисля	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
πτήση	полета	πτήση	поле	N;NOM;FEM;SG	N;INDF;NEUT;PL
αλεξάνδρεια	александрия	αλεξάνδρεια	александрия	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
στίχοι	текст	στίχος	текст	N;NOM;MASC;PL	N;INDF;MASC;SG
απευθείας	преки	απευθείας	преки	ADV	ADJ;INDF;PL
απευθείας	директна	απευθείας	директен	ADV	ADJ;INDF;FEM;SG
απευθείας	директен	απευθείας	директен	ADV	ADJ;INDF;MASC;SG
ρωσικά	руснак	ρωσικός	руснак	ADV	N;INDF;MASC;SG
ρωσικά	руски	ρωσικός	руски	ADV	ADJ;INDF;MASC;SG
ρωσικά	руснаци	ρωσικός	руснак	ADV	N;INDF;MASC;PL
ρωσικά	руска	ρωσικός	руски	ADV	ADJ;INDF;FEM;SG
πρίγκιπα	принс	πρίγκιπας	принс	N;ACC;MASC;SG	PROPN;INDF;MASC;SG
ηλίας	илиас	ηλία	илиас	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ηλίας	илия	ηλία	илия	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ηλίας	илайджа	ηλία	илайджа	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
ηλίας	елиас	ηλία	елиас	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
βενετία	венеция	βενετία	венеция	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
δέχεται	приема	δέχομαι	приемам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
κόστος	разходи	κόστος	разход	N;NOM;NEUT;SG	N;INDF;MASC;PL
κόστος	разходи	κόστος	разход	N;NOM;NEUT;SG	N;INDF;MASC;PL
δημοκρατικό	демократично	δημοκρατικός	демократичен	ADJ;NOM;NEUT;SG	ADV
δημοκρατικό	демократични	δημοκρατικός	демократичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
σκωτίας	шотландия	σκωτία	шотландия	PROPN;GEN;FEM;SG	N;INDF;FEM;SG
σκωτίας	шотландец	σκωτία	шотландец	PROPN;GEN;FEM;SG	N;INDF;MASC;SG
σκωτίας	шотландски	σκωτία	шотландски	PROPN;GEN;FEM;SG	ADJ;INDF;MASC;SG
λατινικά	латинска	λατινικός	латински	ADV	ADJ;INDF;FEM;SG
λατινικά	латински	λατινικός	латински	ADV	ADJ;INDF;MASC;SG
εγκαταστάθηκαν	уреден	εγκαθιστώ	уреден	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
σημείωσε	отбелязана	σημειώνω	отбележа	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
σημείωσε	отбелязано	σημειώνω	отбележа	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
σημείωσε	отбелязан	σημειώνω	отбележа	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
δυνατή	силни	δυνατός	силен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
δυνατή	силно	δυνατός	силно	ADJ;NOM;FEM;SG	ADV
κλασική	класика	κλασικός	класика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
κλασική	класическо	κλασικός	класически	ADJ;NOM;FEM;SG	ADV
κλασική	класически	κλασικός	класически	ADJ;NOM;FEM;SG	ADV
κλασική	класик	κλασικός	класик	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
κλασική	класическо	κλασικός	класически	ADJ;NOM;FEM;SG	ADV
κλασική	класика	κλασικός	класика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
κλασική	класически	κλασικός	класически	ADJ;NOM;FEM;SG	ADV
πιάνο	пианото	πιάνος	пиано	N;NOM;NEUT;SG	ADJ;DEF;NEUT;SG
πιάνο	пиано	πιάνος	пиано	N;NOM;NEUT;SG	ADV
πιάνο	пияно	πιάνος	пиян	N;NOM;NEUT;SG	ADV
διπλό	двойна	διπλός	двоен	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;SG
διπλό	двойни	διπλός	двоен	NUM;NOM;NEUT;SG	ADJ;INDF;PL
διπλό	двоен	διπλός	двоен	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
διπλό	двойно	διπλός	двойно	NUM;NOM;NEUT;SG	ADV
προεδρικές	президентски	προεδρικός	президентски	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
μηχανική	механика	μηχανικός	механика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
μηχανική	механици	μηχανικός	механица	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
μηχανική	инженерство	μηχανικός	инженерство	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
απώλεια	загуби	απώλεια	загуба	N;ACC;FEM;SG	N;INDF;FEM;PL
υπέστη	траен	υφίσταμαι	траен	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
υπέστη	страдаше	υφίσταμαι	страдам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;SG;3;IPFV;FIN;ACT
υπέστη	страда	υφίσταμαι	страдам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
υπέστη	страдала	υφίσταμαι	страдам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
υπέστη	страдал	υφίσταμαι	страдам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
καν	кхан	καν	кхан	ADV	N;INDF;MASC;SG
καν	хан	καν	хан	ADV	N;INDF;MASC;SG
καν	кан	καν	кан	ADV	PROPN;INDF;MASC;SG
ψήφους	вот	ψήφος	вот	N;NOM;FEM;PL	N;INDF;MASC;SG
κυριακή	неделно	κυριακή	неделно	N;ACC;FEM;SG	ADV
βουνό	планински	βουνό	планински	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ανθρώπινη	човешко	ανθρώπινος	човешки	ADJ;NOM;FEM;SG	ADV
ανθρώπινη	човек	ανθρώπινος	човек	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ηλείας	elis	ηλεία	elis	PROPN;GEN;FEM;SG	PROPN;INDF;MASC;SG
φιναλίστ	финалист	φιναλίστ	финалист		N;INDF;MASC;SG
φιναλίστ	финалисти	φιναλίστ	финалист		N;INDF;MASC;PL
άνοιξε	отворено	ανοίγω	отворя	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
άνοιξε	отваряне	ανοίγω	отваряне	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
εμπορικό	мола	εμπορικός	мола	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
εμπορικό	мол	εμπορικός	мол	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
νικήτρια	печеливш	νικήτριος	печеливш	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
γιουγκοσλαβίας	югославия	γιουγκοσλαβία	югославия	PROPN;GEN;FEM;SG	PROPN;INDF;FEM;SG
αφαίρεση	премахнете	αφαίρεση	премахна	N;ACC;FEM;SG	V;PFV;IMP;PL;2;FIN
αφαίρεση	махнете	αφαίρεση	махна	N;ACC;FEM;SG	V;PFV;IMP;PL;2;FIN
προσωρινά	временна	προσωρινά	временен	ADV	ADJ;INDF;FEM;SG
προσωρινά	временни	προσωρινά	временен	ADV	ADJ;INDF;PL
προσωρινά	временен	προσωρινά	временя-(се)	ADV	ADJ;INDF;MASC;SG
προσωρινά	временни	προσωρινά	временен	ADV	ADJ;INDF;PL
άγνωστο	неизвестни	άγνωστος	неизвестен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
άγνωστο	неизвестно	άγνωστος	неизвестен	ADJ;NOM;NEUT;SG	ADV
άγνωστο	непознат	άγνωστος	непознат	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ρουμανία	румъния	ρουμανία	румъния	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
μετακόμισε	преместени	μετακομίζω	преместя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
μετακόμισε	преместен	μετακομίζω	преместя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
μετακόμισε	преместена	μετακομίζω	преместя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
λουδοβίκος	louis	λουδοβίκος	louis	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
λουδοβίκος	луис	λουδοβίκος	луис	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
μιχάλης	михалис	μιχάλη	михалис	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
αντ	вместо	αντ	вместо	N	ADP
ανακάλυψε	открит	ανακαλύπτω	открия-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ανακάλυψε	открита	ανακαλύπτω	открия-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ανακάλυψε	открити	ανακαλύπτω	открит	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;PL
ομώνυμη	омоним	ομώνυμη	омоня-(се)	N;NOM;FEM;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
πολωνίας	полша	πολωνία	полша	PROPN;GEN;FEM;SG	PROPN;INDF;FEM;SG
αεροπορία	авиационна	αεροπορία	авиационен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μαδρίτης	мадрид	μαδρίτης	мадрид	PROPN;GEN;FEM;SG	PROPN;INDF;MASC;SG
παρόν	присъстващи	παρόν	присъствам	N;NOM;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
πρακτικά	практичен	πρακτικά	практичен	ADV	ADJ;INDF;MASC;SG
πρακτικά	практически	πρακτικά	практически	ADV	ADJ;INDF;MASC;SG
πρακτικά	практична	πρακτικά	практичен	ADV	ADJ;INDF;FEM;SG
πρακτικά	практически	πρακτικά	практически	ADV	ADJ;INDF;MASC;SG
σημαντικός	важно	σημαντικός	важно	ADJ;NOM;MASC;SG	ADV
σημαντικός	важни	σημαντικός	важен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
ενεργό	активна	ενεργός	активна	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ενεργό	активно	ενεργός	активно	N;NOM;NEUT;SG	ADV
ενεργό	активни	ενεργός	активен	N;NOM;NEUT;SG	ADJ;INDF;PL
ενεργό	активен	ενεργός	активен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
συνελήφθη	арестувани	συνελήφος	арестувам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
βορειοδυτικά	северозападна	βορειοδυτικά	северозападен	ADV	ADJ;INDF;FEM;SG
βορειοδυτικά	северозапад	βορειοδυτικά	северозапад	ADV	N;INDF;MASC;SG
άντζελες	анджелис	άντζελος	анджелис	PROPN;NOM;FEM;PL	N;INDF;MASC;SG
μαύρη	черни	μαύρος	черен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
μαύρη	черно	μαύρος	черен	ADJ;NOM;FEM;SG	ADV
νόμισμα	монети	νόμισμα	монета	N;NOM;NEUT;SG	N;INDF;MASC;PL
νόμισμα	монетата	νόμισμα	монета	N;NOM;NEUT;SG	N;DEF;NEUT;PL
αξιωματικός	офицер	αξιωματικός	офицер	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αξιωματικός	полицай	αξιωματικός	полицай	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
στόλου	флотилия	στόλος	флотилия	N;GEN;MASC;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
καταστράφηκε	унищожени	καταστρέφω	унищожа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καταστράφηκε	разрушени	καταστρέφω	разруша-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καταστράφηκε	съсипана	καταστρέφω	съсипя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;FEM;SG
καταστράφηκε	съсипани	καταστρέφω	съсипанин	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;MASC;PL
καταστράφηκε	съсипан	καταστρέφω	съсипя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;MASC;SG
καθαρά	изчистване	καθερά	изчистване	ADV	N;INDF;NEUT;SG
καθαρά	чист	καθερά	чист	ADV	ADJ;INDF;MASC;SG
καθαρά	чисти	καθερά	чистя	ADV	ADJ;INDF;PL
καθαρά	чиста	καθερά	чист	ADV	ADJ;INDF;FEM;SG
καθαρά	мрежа	καθερά	мрежа	ADV	N;INDF;FEM;SG
καθαρά	нетен	καθερά	нетен	ADV	N;INDF;MASC;SG
καθαρά	net	καθερά	net	ADV	N;INDF;MASC;SG
καθαρά	нето	καθερά	нето	ADV	PROPN;INDF;MASC;SG
καθαρά	нет	καθερά	нет	ADV	N;INDF;MASC;SG
ολοκλήρωση	пълна	ολοκλήρωση	пълен	N;ACC;FEM;SG	ADJ;INDF;FEM;SG
ολοκλήρωση	пълно	ολοκλήρωση	пълен	N;ACC;FEM;SG	ADV
ολοκλήρωση	завършен	ολοκλήρωση	завърша	N;ACC;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολοκλήρωση	пълен	ολοκλήρωση	пълен	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
ολοκλήρωση	завършено	ολοκλήρωση	завърша	N;ACC;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
τέταρτο	четвърта	τέταρτος	четвърти	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;SG
τέταρτο	четвърто	τέταρτος	четвърти	NUM;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
τέταρτο	четвърти	τέταρτος	четвърти	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
παρουσιάστηκε	представени	παρουσιάζω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ιταλοί	италианците	ιταλός	италианец	PROPN;NOM;MASC;PL	N;DEF;MASC;PL
ιταλοί	италианци	ιταλός	италианец	PROPN;NOM;MASC;PL	N;INDF;MASC;PL
ανεξάρτητη	независими	ανεξάρτητος	независим	ADJ;NOM;FEM;SG	ADJ;INDF;PL
εργαστήριο	лабораторен	εργαστήριο	лабораторен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
εργαστήριο	лабораторно	εργαστήριο	лабораторен	N;NOM;NEUT;SG	ADV
εργαστήριο	лабораторна	εργαστήριο	лабораторен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
αντικατέστησε	заменен	αντικαθιστώ	заменя	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
