категория	kategori	категория	kategori	N;INDF;FEM;SG	
сериал	seri	сериал	seri	N;INDF;MASC;SG	
специално	özellikle	специално	özellikle	ADV	
специално	özellikle	специално	özellikle	ADV	
специално	ozel	специално	ozel	ADV	
специално	özeldir	специално	özel	ADV	
специално	özel	специално	özel	ADV	ADJ
материали	madde	материал	madde	N;INDF;MASC;PL	N;NOM;SG;3
материали	materyal	материал	materyal	N;INDF;MASC;PL	
материали	malzeme	материал	malzem	N;INDF;MASC;PL	
материали	malzeme	материал	malzem	N;INDF;MASC;PL	
число	rakam	число	rakam	N;INDF;NEUT;SG	
число	numara	число	numar	N;INDF;NEUT;SG	
число	sayı	число	say	N;INDF;NEUT;SG	
течение	döngü	течение	döngü	N;INDF;NEUT;SG	
поема	şiir	поемам	şiir	V;IPFV;IND;SG;3;PRS;FIN;ACT	
берлин	berlin	берлин	berlin	N;INDF;MASC;SG	PROPN;NOM;SG;3
солун	selanik	солун	selanik	PROPN;INDF;MASC;SG	
герой	hero	герой	hero	N;INDF;MASC;SG	
герой	kahraman	герой	kahraman	N;INDF;MASC;SG	
герой	yiğit	герой	yiğit	N;INDF;MASC;SG	
целта	hedef	цел	hedef	N;DEF;FEM;SG	
саксония	saxe	саксония	saxe	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
саксония	saksonya	саксония	saksonya	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
началник	şef	началник	şef	N;INDF;MASC;SG	
началник	reis	началник	reis	N;INDF;MASC;SG	
форми	form	форма	form	N;INDF;FEM;PL	
форми	şekil	форма	şekil	N;INDF;FEM;PL	
класиране	sıralama	класиране	sıralama	N;INDF;NEUT;SG	
класиране	rütbeli	класиране	rütbeli	N;INDF;NEUT;SG	
класиране	sıralamaları	класиране	sırala	N;INDF;NEUT;SG	N;NOM;PL;3
класиране	sınıflandırma	класиране	sınıflan	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
класиране	sıralama	класиране	sıralama	N;INDF;NEUT;SG	
посока	yön	посока	yön	N;INDF;FEM;SG	
посока	istikamet	посока	istikamet	N;INDF;FEM;SG	
посока	istikamet	посока	istikamet	N;INDF;FEM;SG	
посока	hedef	посока	hedef	N;INDF;FEM;SG	
посока	istikamet	посока	istikamet	N;INDF;FEM;SG	
проекта	proje	проект	proje	N;DEF;MASC;SG	
спорт	spor	спорт	spor	N;INDF;MASC;SG	
спорт	sport	спорт	sport	N;INDF;MASC;SG	PROPN;NOM;SG;3
спорт	spor	спорт	spor	N;INDF;MASC;SG	
спорт	sporlar	спорт	spor	N;INDF;MASC;SG	N;NOM;PL;3
сам	yalnız	сам	yalnız	N;INDF;MASC;SG	
сам	şam	сам	şam	N;INDF;MASC;SG	
сам	sam	сам	sam	N;INDF;MASC;SG	
нищо	hiçbirşey	никой	hiçbirşey	PRO;NOM;INDF;NEUT;SG	
стоянов	stoyanov	стоянов	stoyanov	PROPN;INDF;MASC;SG	
православна	ortodoks	православен	ortodoks	ADJ;INDF;FEM;SG	
стоян	stojan	стоян	stoj	PROPN;INDF;MASC;SG	
играч	oyuncu	играч	oyuncu	N;INDF;MASC;SG	
широко	geniş	широко	geniş	ADV	ADJ
използван	kullanılan	използвам	kullan	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
използван	kullanılmış	използвам	kullan	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
използван	kullanıldı	използвам	kullan	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
принос	giriş	принос	giriş	N;INDF;MASC;SG	
принос	girdi	принос	gir	N;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
принос	katkı	принос	katkı	N;INDF;MASC;SG	
принос	bağış	принос	bağış	N;INDF;MASC;SG	
ото	otho	ото	otho	PROPN;INDF;MASC;SG	
ото	otto	ото	otto	PROPN;INDF;MASC;SG	
неговият	onunki	мой	onunki	DET;DEF;MASC;SG;3	
неговият	onun	мой	o	DET;DEF;MASC;SG;3	PRO;GEN;SG;3
сравнително	karşılaştırmalı	сравнително	karşılaş	ADV	V;PFV;IMP;SG;2;POS;PRS;CAUS
сравнително	nispeten	сравнително	nispet	ADV	
сравнително	nispeten	сравнително	nispet	ADV	
публикува	yayınladığı	публикувам	yayınla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PST;V.PTCP
публикува	yayınlar	публикувам	yayın	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
публикува	yayınlama	публикувам	yayınla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
публикува	yayınla	публикувам	yayın	V;IPFV;IND;SG;3;PRS;FIN;ACT	
публикува	yayınlama	публикувам	yayınla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
публикува	yayınlamak	публикувам	yayınla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
скорост	hızlı	скорост	hızlı	N;INDF;FEM;SG	ADJ
скорост	hız	скорост	hız	N;INDF;FEM;SG	
скорост	speed	скорост	speed	N;INDF;FEM;SG	
скорост	hızı	скорост	hız	N;INDF;FEM;SG	
редовни	düzenli	редовен	düzenli	ADJ;INDF;PL	
редовни	normal	редовен	normal	ADJ;INDF;PL	
съветски	sovyetler	съветски	sovyet	ADJ;INDF;MASC;SG	N;NOM;PL;3
съветски	sovyet	съветски	sovyet	ADJ;INDF;MASC;SG	
последен	sonuncusu	последен	sonuncu	ADJ;INDF;MASC;SG	NUM;NOM;SG;3
последен	last	последен	last	ADJ;INDF;MASC;SG	
последен	sonuncu	последен	sonuncu	ADJ;INDF;MASC;SG	
последен	son	последен	son	ADJ;INDF;MASC;SG	
руско	rus	руско	rus	ADV	
руско	rusça	руско	rusça	ADV	PROPN;NOM;SG;3
южен	güney	южен	güney	N;INDF;MASC;SG	
южен	güneyli	южен	güneyli	N;INDF;MASC;SG	
южен	güney	южен	güney	N;INDF;MASC;SG	
открити	keşfetmiş	открит	keşfet	ADJ;INDF;PL	V;PFV;NFH;IND;SG;3;POS;PST
открити	keşfetti	открит	keşfet	ADJ;INDF;PL	V;PFV;IND;SG;3;POS;PST
открити	keşfedildi	открит	keşfet	ADJ;INDF;PL	V;PFV;IND;SG;3;POS;PST;PASS
енергия	enerji	енергия	enerji	N;INDF;FEM;SG	
енергия	enerjisi	енергия	enerji	N;INDF;FEM;SG	
световно	worldwide	световен	oorldi	ADV	PROPN;NOM;SG;3
световно	global	световен	global	ADV	
световно	evrensel	световен	evrensel	ADV	
световно	küresel	световен	küresel	ADV	
джордж	george	джордж	george	PROPN;INDF;MASC;SG	
джордж	yorgo	джордж	yorgo	PROPN;INDF;MASC;SG	
виена	viyana	виен	viyan	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
южно	güney	южен	güney	ADV	
южно	güneye	южен	güne	ADV	N;DAT;SG;3
училището	okul	училище	okul	N;DEF;NEUT;SG	
училището	school	училище	school	N;DEF;NEUT;SG	
обект	cisim	обект	cisim	N;INDF;MASC;SG	
обект	obje	обект	obje	N;INDF;MASC;SG	
обект	nesne	обект	nesne	N;INDF;MASC;SG	
обект	itiraz	обект	itiraz	N;INDF;MASC;SG	
обект	denek	обект	denek	N;INDF;MASC;SG	
обект	şahıs	обект	şahıs	N;INDF;MASC;SG	
обект	konusu	обект	konu	N;INDF;MASC;SG	
обект	konu	обект	konu	N;INDF;MASC;SG	
територии	bölge	територия	bölge	N;INDF;FEM;PL	
територии	bölgesi	територия	bölge	N;INDF;FEM;PL	N;NOM;SG;3
вариант	varyantı	вариант	varyantı	N;INDF;MASC;SG	
вариант	seçenek	вариант	seçenek	N;INDF;MASC;SG	
долна	alt	долен	alt	ADJ;INDF;FEM;SG	
долна	aşağı	долен	aşağ	ADJ;INDF;FEM;SG	
бог	allah	бог	allah	N;INDF;MASC;SG	
бог	tanrı	бог	tanrı	N;INDF;MASC;SG	
телевизия	tv	телевизия	tv	N;INDF;FEM;SG	
футболен	football	футболен	football	ADJ;INDF;MASC;SG	
футболен	futbol	футболен	futbol	ADJ;INDF;MASC;SG	
издателство	yayıncı	издателство	yayıncı	N;INDF;NEUT;SG	
издателство	yayınlama	издателство	yayınla	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
издателство	yayın	издателство	yayın	N;INDF;NEUT;SG	
долината	vadi	долина	vadi	N;DEF;FEM;SG	
долината	valley	долина	valley	N;DEF;FEM;SG	PROPN;NOM;SG;3
долината	vadisi	долина	vadi	N;DEF;FEM;SG	
принцеса	prenses	принцеса	prenses	N;INDF;FEM;SG	
илия	ilya	илия	ilya	PROPN;INDF;MASC;SG	
илия	ilyas	илия	ilyas	PROPN;INDF;MASC;SG	
илия	elijah	илия	elijah	PROPN;INDF;MASC;SG	
илия	elia	илия	elia	PROPN;INDF;MASC;SG	
илия	ilija	илия	ilija	PROPN;INDF;MASC;SG	
илия	ilia	илия	ilia	PROPN;INDF;MASC;SG	
дете	cocuk	дете	cocuk	N;INDF;NEUT;SG	
дете	kid	дете	kid	N;INDF;NEUT;SG	
дете	cocuk	дете	cocuk	N;INDF;NEUT;SG	
защо	neden	защо	ne	PRO	
защо	niçin	защо	niçin	PRO	
защо	niye	защо	niye	PRO	ADV
граница	sınır	граница	sınır	N;INDF;FEM;SG	
граница	sınırlama	граница	sınırla	N;INDF;FEM;SG	
граница	sınır	граница	sınır	N;INDF;FEM;SG	
граница	limit	граница	limit	N;INDF;FEM;SG	
граница	sınır	граница	sınır	N;INDF;FEM;SG	
граница	sınırlama	граница	sınırla	N;INDF;FEM;SG	
аржентина	arjantin	аржентина	arjantin	N;INDF;FEM;SG	
аржентина	arjantin	аржентина	arjantin	N;INDF;FEM;SG	
база	üs	база	üs	N;INDF;FEM;SG	
база	baz	база	baz	N;INDF;FEM;SG	
база	üssü	база	üss	N;INDF;FEM;SG	
база	taban	база	taban	N;INDF;FEM;SG	
отделни	ayırın	отделен	ayır	ADJ;INDF;PL	V;PFV;IMP;PL;2;POS;PRS
отделни	ayri	отделен	ayri	ADJ;INDF;PL	
годините	yıllarca	година	yıllarca	N;DEF;FEM;PL	ADV
годините	yıllardır	година	yıl	N;DEF;FEM;PL	V;IPFV;IND;PL;3;POS
годините	seneler	година	sene	N;DEF;FEM;PL	
гол	hedefi	гол	hedef	N;INDF;MASC;SG	
гол	amaç	гол	amaç	N;INDF;MASC;SG	
гол	hedef	гол	hedef	N;INDF;MASC;SG	
зад	arkasında	зад	arka	ADP	ADJ;ESS;SG;3
зад	arkası	зад	arka	ADP	N;NOM;SG;3
взема	alır	взема	al	V;IPFV;IND;SG;3;PRS;FIN;ACT	
закон	yasa	закон	yasa	N;INDF;MASC;SG	
закон	law	закон	law	N;INDF;MASC;SG	
закон	hukuk	закон	hukuk	N;INDF;MASC;SG	
закон	kanun	закон	kanun	N;INDF;MASC;SG	
мартин	martin	мартин	martin	PROPN;INDF;MASC;SG	
титла	başlık	титла	başlık	N;INDF;FEM;SG	
титла	unvan	титла	unvan	N;INDF;FEM;SG	
титла	ünvan	титла	ünvan	N;INDF;FEM;SG	
гърци	yunanlılar	грък	yunanlı	N;INDF;MASC;PL	ADJ;NOM;PL;3
никога	asla	никога	asla	ADV	
никога	hic	никога	hic	ADV	
полуостров	yarımadası	полуостров	yarımada	N;INDF;MASC;SG	V;PFV;IND;SG;3;NEG;PST
атанас	atanas	атанас	atanas	PROPN;INDF;MASC;SG	
езика	dil	език	dil	N;DEF;MASC;SG	
езика	dile	език	dile	N;DEF;MASC;SG	
езика	dili	език	dili	N;DEF;MASC;SG	
езика	lisan	език	lisan	N;DEF;MASC;SG	
френска	fransızlar	френски	fransız	ADJ;INDF;FEM;SG	N;NOM;PL;3
френска	fransız	френски	fransız	ADJ;INDF;FEM;SG	
френска	fransızca	френски	fransızca	ADJ;INDF;FEM;SG	
международни	international	международен	international	ADJ;INDF;PL	N;NOM;SG;3
международни	yurtdışı	международен	yurtdışı	ADJ;INDF;PL	
международни	uluslararası	международен	uluslararası	ADJ;INDF;PL	
броя	sayarak	броя-(се)	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.CVB
броя	sayım	броя-(се)	sayım	V;IPFV;IND;SG;1;PRS;FIN;ACT	
броя	sayıyorum	броя-(се)	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
броя	saymaya	броя-(се)	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;DAT;IND;POS;PRS;V.MSDR
броя	saymak	броя-(се)	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
броя	sayma	броя-(се)	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	
съюза	sendika	съюз	sendika	N;DEF;MASC;SG	
съюза	birlik	съюз	birlik	N;DEF;MASC;SG	
подобни	benzeri	подобен	benzeri	ADJ;INDF;PL	
подобни	benzer	подобен	benze	ADJ;INDF;PL	
нейната	onunki	мой	onunki	DET;DEF;FEM;SG;3	
последно	sonuncusu	последно	sonuncu	ADV	NUM;NOM;SG;3
последно	last	последно	last	ADV	
последно	sonuncu	последно	sonuncu	ADV	
последно	son	последно	son	ADV	
положение	statü	положение	stat	N;INDF;NEUT;SG	
положение	mevki	положение	mevki	N;INDF;NEUT;SG	
положение	pozisyon	положение	pozisyon	N;INDF;NEUT;SG	
лесно	kolaylıkla	лесно	kolaylık	ADV	N;INS;SG;3
лесно	kolayca	лесно	kolayca	ADV	
лесно	yavaş	лесно	yavaş	ADV	ADJ
лесно	kolay	лесно	kolay	ADV	ADJ
лесно	easy	лесно	easy	ADV	
отряд	kadro	отряд	kadro	N;INDF;MASC;SG	
отряд	ekip	отряд	ekip	N;INDF;MASC;SG	
отряд	manga	отряд	manga	N;INDF;MASC;SG	
отряд	bölük	отряд	bölük	N;INDF;MASC;SG	
отряд	takım	отряд	takım	N;INDF;MASC;SG	
твърди	iddia	твърдя	iddia	V;IPFV;IND;SG;3;PRS;FIN;ACT	
твърди	iddialar	твърдя	iddia	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
ловеч	lovech	ловеч	lovech	PROPN;INDF;MASC;SG	
стойност	değerli	стойност	değerli	N;INDF;FEM;SG	
стойност	değer	стойност	değer	N;INDF;FEM;SG	
стойност	deger	стойност	deger	N;INDF;FEM;SG	
управлява	koşar	управлявам	koş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
управлява	yönetiyor	управлявам	yönet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
управлява	başarıyor	управлявам	başar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
кратко	kisa	кратко	kisa	ADV	
кратко	kısa	кратко	kısa	ADV	ADJ
кратко	kısa	кратко	kısa	ADV	ADJ
игра	oyun	игра	oyun	N;INDF;FEM;SG	
игра	oyun	игра	oyun	N;INDF;FEM;SG	
игра	play	игра	play	N;INDF;FEM;SG	
игра	oyna	игра	oyna	N;INDF;FEM;SG	
игра	oynayın	игра	oyna	N;INDF;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
игра	çal	игра	çal	N;INDF;FEM;SG	
локомотив	lokomotif	локомотив	lokomotif	N;INDF;MASC;SG	
блок	blok	блок	blok	N;INDF;MASC;SG	
блок	engelle	блок	engel	N;INDF;MASC;SG	
блок	blok	блок	blok	N;INDF;MASC;SG	
блок	block	блок	block	N;INDF;MASC;SG	
блок	engelleme	блок	engelle	N;INDF;MASC;SG	
средна	medyum	среден	medyu	ADJ;INDF;FEM;SG	N;NOM;SG;3
средна	ortam	среден	ortam	ADJ;INDF;FEM;SG	
средна	orta	среден	orta	ADJ;INDF;FEM;SG	
подобно	benzeri	подобно	benzeri	ADV	
подобно	benzer	подобно	benze	ADV	
къща	house	къща	hou	N;INDF;FEM;SG	PROPN;NOM;SG;3
поддържа	destekler	поддържам	destek	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
поддържа	destekliyor	поддържам	destekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
поддържа	destek	поддържам	destek	V;IPFV;IND;SG;3;PRS;FIN;ACT	
обучение	antrenman	обучение	antrenman	N;INDF;NEUT;SG	
обучение	eğitici	обучение	eğitici	N;INDF;NEUT;SG	
обучение	eğitmen	обучение	eğitmen	N;INDF;NEUT;SG	
плевен	plevne	плевен	plevne	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
канал	kanal	канал	kanal	N;INDF;MASC;SG	
канал	kanal	канал	kanal	N;INDF;MASC;SG	
канал	channel	канал	channel	N;INDF;MASC;SG	
всяко	her	всеки	her	PRO;NOM;NEUT;SG	DET
наука	fen	наука	fen	N;INDF;FEM;SG	
наука	bilimsel	наука	bilimsel	N;INDF;FEM;SG	ADJ
пари	para	пара	para	N;INDF;FEM;PL	
том	tom	том	tom	PROPN;INDF;MASC;SG	
рота	rota	рота	rota	N;INDF;FEM;SG	
рота	şirket	рота	şirket	N;INDF;FEM;SG	
рота	bölük	рота	bölük	N;INDF;FEM;SG	
майор	major	майор	major	N;INDF;MASC;SG	
майор	binbaşı	майор	binbaşı	N;INDF;MASC;SG	
относно	hakkında	относно	hak	ADP	N;ESS;SG;3
относно	yaklaşık	относно	yaklaşık	ADP	
бан	ban	бан	ban	PROPN;INDF;MASC;SG	
бан	yasaklama	бан	yasakla	PROPN;INDF;MASC;SG	
изтриване	silme	изтриване	sil	N;INDF;NEUT;SG	
изтриване	silin	изтриване	sil	N;INDF;NEUT;SG	
изтриване	sil	изтриване	sil	N;INDF;NEUT;SG	
композитор	besteci	композитор	besteci	N;INDF;MASC;SG	
композитор	düzenleyici	композитор	düzenleyici	N;INDF;MASC;SG	
йордан	ürdün	йордан	ürdün	PROPN;INDF;MASC;SG	
йордан	jordan	йордан	jordan	PROPN;INDF;MASC;SG	
космос	evren	космос	evren	N;INDF;MASC;SG	
космос	kainat	космос	kainat	N;INDF;MASC;SG	
космос	cosmos	космос	cosmos	N;INDF;MASC;SG	
космос	boşluk	космос	boşluk	N;INDF;MASC;SG	
космос	space	космос	space	N;INDF;MASC;SG	
космос	uzayı	космос	uza	N;INDF;MASC;SG	
космос	uzay	космос	uzay	N;INDF;MASC;SG	
определени	tanımlı	определя-(се)	tanımlı	V;PFV;INDF;PL;V.PTCP;PASS	
определени	tanımlanmış	определя-(се)	tanımla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
определени	azimli	определя-(се)	azimli	V;PFV;INDF;PL;V.PTCP;PASS	ADJ
определени	kararlı	определя-(се)	kararlı	V;PFV;INDF;PL;V.PTCP;PASS	
структура	yapı	структура	yapı	N;INDF;FEM;SG	
манастира	manastır	манастирам	manas	N;DEF;MASC;SG	
рано	erken	рано	erken	ADV	
рано	erkenden	рано	erken	ADV	ADJ;AT+ABL;SG;3
действие	eylem	действие	eylem	N;INDF;NEUT;SG	
действие	motor	действие	motor	N;INDF;NEUT;SG	
действие	aksiyon	действие	aksiyon	N;INDF;NEUT;SG	
гео	geo	гео	geo	N;INDF;MASC;SG	
николов	nikolov	николов	nikolov	PROPN;INDF;MASC;SG	
отива	gider	отивам-(си)	gider	V;IPFV;IND;SG;3;PRS;FIN;ACT	
скопие	üsküp	скопие	üsk	PROPN;INDF;NEUT;SG	ADV
португалия	portekiz	португалия	portekiz	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
дейвид	davud	дейвид	davud	PROPN;INDF;MASC;SG	
дейвид	davut	дейвид	davut	PROPN;INDF;MASC;SG	
дейвид	david	дейвид	david	PROPN;INDF;MASC;SG	
градски	şehirli	градски	şehirli	ADJ;INDF;MASC;SG	
градски	şehir	градски	şehir	ADJ;INDF;MASC;SG	
градски	kentsel	градски	kentsel	ADJ;INDF;MASC;SG	N;NOM;SG;3
национално	millî	национален	millî	ADV	
национално	national	национален	national	ADV	N;DAT;SG;3
национално	milli	национален	milli	ADV	ADJ
национално	ulusal	национален	ulusal	ADV	
кръст	karşıya	кръст	karşı	N;INDF;MASC;SG	
кръст	haç	кръст	haç	N;INDF;MASC;SG	
кръст	çapraz	кръст	çapraz	N;INDF;MASC;SG	
кръст	hacı	кръст	hacı	N;INDF;MASC;SG	
кръст	cross	кръст	cross	N;INDF;MASC;SG	
комплекс	karışık	комплекс	karışık	N;INDF;MASC;SG	
комплекс	kompleks	комплекс	kompleks	N;INDF;MASC;SG	
комплекс	karmaşık	комплекс	karmaşık	N;INDF;MASC;SG	ADJ
