और	وال	और	وَال		N;NOM;DEF;SG
अंदर	الداخل	अंदर	دَاخِل	ADV;NOM;MASC;SG;3	N;NOM;DEF;SG
छह	six	छह	قِثَّة	NUM	
छह	سكس	छह	سَكس	NUM	
ग्रन्थ	النصوص	ग्रन्थ	نَصّ	N;NOM;MASC;SG;3	N;NOM;DEF;PL
ग्रन्थ	نصوص	ग्रन्थ	نَصّ	N;NOM;MASC;SG;3	N;NOM;INDF;PL
भुगतान	العوائد	भुगतान	عَائِدَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
भुगतान	دفع	भुगतान	دَفَع	N;NOM;MASC;SG;3	V;PFV;MASC;SG;3;ACT
भुगतान	مدفوعات	भुगतान	مَدفُوع	N;NOM;MASC;SG;3	N;NOM;INDF;PL
भुगतान	الدفعات	भुगतान	دَفعَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
भुगतान	المدفوعات	भुगतान	مَدفُوع	N;NOM;MASC;SG;3	N;NOM;DEF;PL
भुगतान	دفعات	भुगतान	دَفعَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
उनसे	هم	वह	هُوَ	PRO;SG;3;FORM	PRO;NOM;MASC;PL;3
ध्वनि	اصوات	ध्वनि	صَوت	N;NOM;FEM;SG;3	N;NOM;INDF;PL
ध्वनि	يبدو	ध्वनि	بَدَا	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
निवास	مساكن	निवास	مَسكَن	N;NOM;MASC;SG;3	N;NOM;INDF;PL
अरबी	العربية	अरबी	عَرَبِيّ	PROPN;NOM;FEM;SG;3	ADJ;NOM;DEF;FEM;SG
अरबी	بالعربي	अरबी	بالعربي	PROPN;NOM;FEM;SG;3	N;NOM;DEF;SG
अरबी	عربي	अरबी	عَرَبِيّ	PROPN;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
अरबी	عربية	अरबी	عَرَبِيّ	PROPN;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
अरबी	بالعربية	अरबी	بَالِعربِيّ	PROPN;NOM;FEM;SG;3	N;NOM;DEF;SG
पवित्र	المقدس	पवित्र	مُقَدَّس	ADJ	N;NOM;DEF;SG
पवित्र	المقدس	पवित्र	مُقَدَّس	ADJ	N;NOM;DEF;SG
विभाजित	انقسام	विभाजित	اِنقِسَام	ADJ	N;NOM;INDF;SG
विभाजित	انقسام	विभाजित	اِنقِسَام	ADJ	N;NOM;INDF;SG
विभाजित	التقسيم	विभाजित	تَقسِيم	ADJ	N;NOM;DEF;SG
विभाजित	تقسيم	विभाजित	تَقسِيم	ADJ	N;NOM;INDF;SG
इकाई	وحدات	इकाई	وَحدَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
इकाई	الوحدات	इकाई	وَحدَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
अम्ल	حمض	अम्ल	حَمض	N;NOM;MASC;SG;3	
अम्ल	حامض	अम्ल	حَامِض	N;NOM;MASC;SG;3	
आए	جيت	आ	جيت	V;PFV;MASC;SG;V.PTCP;ACT	
प्रबंधक	المديرون	प्रबंधक	مُدِير	N;NOM;MASC;SG;3	N;NOM;DEF;PL
प्रबंधक	مديرو	प्रबंधक	مُدِير	N;NOM;MASC;SG;3	N;NOM;INDF;PL
प्रबंधक	المديرين	प्रबंधक	مُدِير	N;NOM;MASC;SG;3	N;NOM;DEF;PL
वही	نفس	वह	نَفس	PRO;NOM;SG;3	N;NOM;PSSD;SG
संग्रहालय	المتاحف	संग्रहालय	مُتَاحَف	N;NOM;MASC;SG;3	N;NOM;DEF;PL
संग्रहालय	m	संग्रहालय	فَ	N;NOM;MASC;SG;3	
जीता	وون	जीत	وون	V;PFV;MASC;SG;V.PTCP;ACT	
मुद्रा	تشكل	मुद्रा	شَكَّل	N;NOM;FEM;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
मुद्रा	فلوس	मुद्रा	فِلم	N;NOM;FEM;SG;3	
मुद्रा	نقود	मुद्रा	نقود	N;NOM;FEM;SG;3	N;NOM;INDF;PL
मुद्रा	اموال	मुद्रा	مَال	N;NOM;FEM;SG;3	N;NOM;INDF;PL
मुद्रा	مال	मुद्रा	مَال	N;NOM;FEM;SG;3	
मतलब	الوسائل	मतलब	وَسِيلَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मतलब	يعنى	मतलब	عَنَى	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
मतलब	يعني	मतलब	عَنَى	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
मतलब	يعني	मतलब	عَنَى	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
युवा	الشباب	युवा	شَبّ	N;NOM;MASC;SG;3	N;NOM;DEF;PL
युवा	شابة	युवा	شَابّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
युवा	صغار	युवा	صَغِير	N;NOM;MASC;SG;3	N;NOM;INDF;PL
शहरों	المدن	शहर	مَدِينَة	N;ACC;MASC;PL;3	N;NOM;DEF;PL
शहरों	مدن	शहर	مَدِينَة	N;ACC;MASC;PL;3	N;NOM;INDF;PL
संचार	الاتصالات	संचार	اِتِّصَال	N;NOM;MASC;SG;3	N;NOM;DEF;PL
संचार	الاتصالات	संचार	اِتِّصَال	N;NOM;MASC;SG;3	N;NOM;DEF;PL
संचार	البلاغات	संचार	بَلَاغَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
व्याख्या	ملحوظة	व्याख्या	مَلحُوظ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
व्याख्या	شرح	व्याख्या	شَرح	N;NOM;FEM;SG;3	
शेष	اليسار	शेष	يَسَار	ADJ	N;NOM;DEF;SG
शेष	يسار	शेष	سَار	ADJ	
दावा	المطالبات	दावा	مُطَالَبَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
दावा	مطالبات	दावा	مُطَالَبَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
मोबाइल	جوال	मोबाइल	جَوَال	N;NOM;MASC;SG;3	
मोबाइल	موبايل	मोबाइल	مَوبَايل	N;NOM;MASC;SG;3	
संभावना	فرص	संभावना	فُرصَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
संभावना	الفرص	संभावना	فُرصَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
संभावना	احتمالية	संभावना	اِحتِمَالِيّ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
दिवस	اليوم	दिवस	يَوم	N;NOM;MASC;SG;3	N;ACC;DEF;SG
दिवस	نهار	दिवस	نَهَار	N;NOM;MASC;SG;3	
विधायक	mla	विधायक	فَشَا	N;NOM;MASC;PL;3	
विधायक	المشرع	विधायक	المشرع	N;NOM;MASC;PL;3	N;NOM;DEF;SG
आपके	تك	आप	تك	PRO;MASC;SG;2;FORM	
विरुद्ध	ضد	विरुद्ध	ضِدَّ	ADP	ADP;ACC
परीक्षा	اختبر	परीक्षा	اِختَبَر	N;NOM;FEM;SG;3	
परीक्षा	امتحانات	परीक्षा	اِمتِحَان	N;NOM;FEM;SG;3	N;NOM;INDF;PL
परीक्षा	الامتحانات	परीक्षा	اِمتِحَان	N;NOM;FEM;SG;3	N;NOM;DEF;PL
पाई	الفطيرة	पा	فَطِير	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
पाई	فطيرة	पा	فَطِير	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;INDF;SG
भविष्य	مستقبلا	भविष्य	مُستَقبَل	N;NOM;MASC;SG;3	N;ACC;INDF;SG
बिक्री	المبيعات	बिक्री	مَبِيعَات	N;NOM;FEM;SG;3	N;NOM;DEF;PL
बिक्री	مبيعات	बिक्री	مَبِيعَات	N;NOM;FEM;SG;3	N;NOM;INDF;PL
बिक्री	تخفيضات	बिक्री	تَخفِيض	N;NOM;FEM;SG;3	N;NOM;INDF;PL
इंटरनेट	الانترنت	इंटरनेट	الانترنت	N;NOM;MASC;SG;3	
इंटरनेट	انترنت	इंटरनेट	انترنت	N;NOM;MASC;SG;3	
कर्नाटक	كارناتاكا	कर्नाटक	كارناتاكا	PROPN;NOM;MASC;SG;3	
रानी	qu	रानी	مَثّ	N;NOM;FEM;SG;3	
सिटी	المدينه	सिटी	المدينه	N;NOM;FEM;SG;3	
सिटी	سيتي	सिटी	سِيتِي	N;NOM;FEM;SG;3	
अच्छे	خير	अच्छा	خَير	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
अच्छे	الخير	अच्छा	خَير	ADJ;NOM;MASC;PL	N;NOM;DEF;SG
अच्छे	طيب	अच्छा	طيب	ADJ;NOM;MASC;PL	
अच्छे	جيد	अच्छा	جَيِّد	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
अच्छे	بخير	अच्छा	بخير	ADJ;NOM;MASC;PL	
तुम	انت	तुम	أَنتَى	PRO;NOM;SG;3	
तुम	انتي	तुम	أَنتِي	PRO;NOM;SG;3	
सिर	راسي	सिर	راسي	N;NOM;MASC;SG;3	
सिर	راس	सिर	رَأس	N;NOM;MASC;SG;3	
बोर्ड	الواح	बोर्ड	وَاح	N;NOM;MASC;SG;3	
बोर्ड	مجالس	बोर्ड	مَجلِس	N;NOM;MASC;SG;3	N;NOM;INDF;PL
बोर्ड	المجالس	बोर्ड	مَجلِس	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बोर्ड	الالواح	बोर्ड	لَوح	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बोर्ड	لوح	बोर्ड	لَوح	N;NOM;MASC;SG;3	
ख़ान	خان	ख़ान	خان	PROPN;NOM;MASC;SG;3	
नियुक्त	المعين	नियुक्त	المعين	ADJ	
नियुक्त	عينت	नियुक्त	عَيَّن	ADJ	V;PFV;FEM;SG;3;PASS
फरवरी	فبراير	फरवरी	فِبرَايِر	PROPN;NOM;FEM;SG;3	N;GEN;INDF;SG
फरवरी	شباط	फरवरी	شُبَاط	PROPN;NOM;FEM;SG;3	N;NOM;INDF;SG
फरवरी	فبراير	फरवरी	فِبرَايِر	PROPN;NOM;FEM;SG;3	N;GEN;INDF;SG
नेशनल	الوطنية	नेशनल	وَطَنِيَّة	PROPN;NOM	N;NOM;DEF;SG
नेशनल	ناشيونال	नेशनल	ناشيونال	PROPN;NOM	
नेशनल	وطنية	नेशनल	وَطَنِيّ	PROPN;NOM	ADJ;NOM;INDF;FEM;SG
नेशनल	وطني	नेशनल	وَطَنِيّ	PROPN;NOM	ADJ;NOM;INDF;MASC;SG
संसार	العالمي	संसार	عَالَمِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
संसार	world	संसार	world	N;NOM;MASC;SG;3	
संसार	العالمين	संसार	عَالَم	N;NOM;MASC;SG;3	ADJ;ACC;DEF;MASC;PL
संसार	عوالم	संसार	عَالَم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
संसार	العوالم	संसार	عَالَم	N;NOM;MASC;SG;3	N;NOM;DEF;PL
कोलकाता	كلكتا	कोलकाता	كلكتا	PROPN;NOM;MASC;SG;3	
कोलकाता	كالكوتا	कोलकाता	كَالِكَو	PROPN;NOM;MASC;SG;3	
विचारों	افكار	विचार	فِكر	N;ACC;MASC;PL;3	N;NOM;INDF;PL
विचारों	الافكار	विचार	فِكر	N;ACC;MASC;PL;3	N;NOM;DEF;PL
प्रेरित	الهم	प्रेरित	هُوَ	ADJ	
समारोह	مراسم	समारोह	مَرسَم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
समारोह	المراسم	समारोह	مَرسَم	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मस्तिष्क	مخ	मस्तिष्क	مَخّ	N;NOM;MASC;SG;3	
मस्तिष्क	عقل	मस्तिष्क	عَقَل	N;NOM;MASC;SG;3	
जेम्स	جيمس	जेम्स	جِيمس	PROPN;NOM;MASC;SG;3	
जेम्स	جايمس	जेम्स	جَايمس	PROPN;NOM;MASC;SG;3	
प्रायः	عادة	प्रायः	عَادَة	ADV	N;ACC;INDF;SG
प्रायः	غالبا	प्रायः	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
मौसम	الفصول	मौसम	فَصل	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मौसम	مواسم	मौसम	مَوسِم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
अर्थात्	الوسائل	अर्थात्	وَسِيلَة		N;NOM;DEF;PL
अर्थात्	يعنى	अर्थात्	عَنَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
अर्थात्	يعني	अर्थात्	عَنَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
भावना	العواطف	भावना	عَاطِفَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
भावना	اشعر	भावना	أَشعَر	N;NOM;FEM;SG;3	
भावना	روح	भावना	رُوح	N;NOM;FEM;SG;3	
छात्र	الطالب	छात्र	طَالِب	N;NOM;MASC;PL;3	N;NOM;DEF;SG
छात्र	طالب	छात्र	طَالَب	N;NOM;MASC;PL;3	V;PFV;MASC;SG;3;ACT
छात्र	تلميذ	छात्र	تَلمِيذ	N;NOM;MASC;PL;3	N;NOM;INDF;SG
छात्र	طالبة	छात्र	طَالِبَة	N;NOM;MASC;PL;3	N;NOM;INDF;SG
छात्र	التلميذ	छात्र	تَلمِيذ	N;NOM;MASC;PL;3	N;NOM;DEF;SG
निर्वाचित	انتخب	निर्वाचित	اِنتَخَب	ADJ	V;PFV;MASC;SG;3;PASS
निर्वाचित	منتخب	निर्वाचित	مُنتَخَب	ADJ	N;NOM;INDF;SG
निर्वाचित	المنتخب	निर्वाचित	مُنتَخَب	ADJ	N;NOM;DEF;SG
कैंसर	السرطان	कैंसर	سَرَطَان	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
कैंसर	سرطان	कैंसर	سُرطَانَ	PROPN;NOM;MASC;SG;3	
इटली	ايطاليا	इटली	إِيطَالِيَا	PROPN;NOM;MASC;SG;3	
सिद्धान्त	مبادئ	सिद्धान्त	مَبدَأ	N;NOM;MASC;SG;3	N;NOM;INDF;PL
सिद्धान्त	المبادئ	सिद्धान्त	مَبدَأ	N;NOM;MASC;SG;3	N;NOM;DEF;PL
सिद्धान्त	النظرية	सिद्धान्त	نَظَرِيَّة	N;NOM;MASC;SG;3	
विरोधी	معاد	विरोधी	مُعَادِي	ADJ	N;NOM;INDF;SG
संक्रमण	انتقالية	संक्रमण	اِنتِقَالِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
घाटी	وادي	घाटी	وادي	N;NOM;FEM;SG;3	
घाटी	فالى	घाटी	فالى	N;NOM;FEM;SG;3	
घाटी	فالي	घाटी	فالي	N;NOM;FEM;SG;3	
विलियम	ويليام	विलियम	ويليام	PROPN;NOM;MASC;SG;3	
विलियम	وليم	विलियम	وليم	PROPN;NOM;MASC;SG;3	
विलियम	وليام	विलियम	وليام	PROPN;NOM;MASC;SG;3	
विविध	المتنوعة	विविध	مُتَنَوِّع		ADJ;NOM;DEF;FEM;SG
विविध	متنوع	विविध	مُتَنَوِّع		ADJ;NOM;INDF;MASC;SG
विविध	متنوعة	विविध	مُتَنَوِّع		ADJ;NOM;INDF;FEM;SG
विकल्प	البدائل	विकल्प	بَدِيل	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विकल्प	بدائل	विकल्प	بَدِيل	N;NOM;MASC;SG;3	N;NOM;INDF;PL
विकल्प	خيارات	विकल्प	خِيَار	N;NOM;MASC;SG;3	N;NOM;INDF;PL
विकल्प	الخيارات	विकल्प	خِيَار	N;NOM;MASC;SG;3	N;NOM;DEF;PL
उद्यान	منتزه	उद्यान	منتزه	N;NOM;MASC;SG;3	
उद्यान	بارك	उद्यान	بَارَك	N;NOM;MASC;SG;3	
उद्यान	متنزه	उद्यान	متنزه	N;NOM;MASC;SG;3	
होगी	ويل	हो	وِيل	V;FEM;IND;SG;3;FUT;FIN;ACT	
होगी	راح	हो	رَاح	V;FEM;IND;SG;3;FUT;FIN;ACT	
होगी	سوف	हो	سَوفَ	V;FEM;IND;SG;3;FUT;FIN;ACT	PART
पशु	حيوانات	पशु	حيوانات	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पशु	الحيوانات	पशु	حَيَوَان	N;NOM;MASC;SG;3	N;NOM;DEF;PL
पशु	حيوانية	पशु	حيوانية	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
ज्यादातर	غالبا	ज्यादातर	غَالِب	N;NOM;MASC;SG;3	ADJ;ACC;INDF;MASC;SG
ईसाई	المسيحية	ईसाई	مَسِيحِيَّة		N;NOM;DEF;SG
ईसाई	مسيحية	ईसाई	مَسِيحِيّ		ADJ;NOM;INDF;FEM;SG
ईसाई	مسيحي	ईसाई	مَسِيحِيّ		ADJ;NOM;INDF;MASC;SG
ईसाई	كريستيان	ईसाई	كُرَيستِيّ		
प्रमाण	ادلة	प्रमाण	دَلِيل	N;NOM;MASC;SG;3	N;NOM;INDF;PL
प्रमाण	برهان	प्रमाण	بُرهَان	N;NOM;MASC;SG;3	
याद	اتذكر	याद	اِتَّذَك	N;NOM;FEM;SG;3	V;PFV;MASC;SG;3;ACT
याद	تتذكر	याद	تَذَكَّر	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
याद	تذكروا	याद	تَذَكَّر	N;NOM;FEM;SG;3	V;PFV;MASC;PL;3;ACT
याद	تذكر	याद	ذَكَر	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
कंपनियों	الشركات	कंपनी	شَرِكَة	N;ACC;FEM;PL;3	N;NOM;DEF;PL
कंपनियों	شركات	कंपनी	شَرِكَة	N;ACC;FEM;PL;3	N;NOM;INDF;PL
मानसिक	عقلية	मानसिक	عقلية	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मानसिक	عقليا	मानसिक	عَقَلِيّ	N;NOM;MASC;SG;3	ADJ;ACC;INDF;MASC;SG
रसायन	كيميائية	रसायन	كِيمِيَائَة	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
रसायन	كيميائي	रसायन	كِيمِيَائِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
रसायन	الكيماويات	रसायन	كِيمَاوِيَّات	N;NOM;MASC;SG;3	N;NOM;DEF;PL
रसायन	كيمياء	रसायन	كِيمِيَاء	N;NOM;MASC;SG;3	
रसायन	الكيمياء	रसायन	كِيمِيَاء	N;NOM;MASC;SG;3	
प्रभावी	فعالية	प्रभावी	فَعَّالِيَّة	ADJ	N;NOM;INDF;SG
प्रभावी	الفعال	प्रभावी	فَعَّال	ADJ	N;NOM;DEF;SG
विज्ञापन	الاعلانات	विज्ञापन	إِعلَان	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विज्ञापन	اعلانات	विज्ञापन	إِعلَان	N;NOM;MASC;SG;3	N;NOM;INDF;PL
विज्ञापन	الاعلانات	विज्ञापन	إِعلَان	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विज्ञापन	اعلانات	विज्ञापन	إِعلَان	N;NOM;MASC;SG;3	N;NOM;INDF;PL
ईश्वर	اللهم	ईश्वर	لُهِمّ		N;NOM;DEF;SG
ईश्वर	الله	ईश्वर	اَللّٰه		N;NOM;DEF;SG
अमरीका	امريكا	अमरीका	أَمرِيكَا	PROPN;NOM;MASC;SG;3	
अमरीका	اميركا	अमरीका	أَمِيرِكَا	PROPN;NOM;MASC;SG;3	
शिकार	فريس	शिकार	فَرِيس	N;NOM;MASC;SG;3	
शिकार	صيد	शिकार	صَيد	N;NOM;MASC;SG;3	
रोगी	صبور	रोगी	صُبُور	N;NOM;MASC;SG;3	
रूसी	روسي	रूसी	رُوسِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
रूसी	روسية	रूसी	رُوسِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
रूसी	الروسية	रूसी	رُوسِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
रूसी	روسيا	रूसी	رُوسِيَا	PROPN;NOM;MASC;SG;3	
रूसी	الروسي	रूसी	رُوسِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
अधीन	تحت	अधीन	تَحتَ		ADP;ACC
गुप्त	جوبتا	गुप्त	جُوبتَا	PROPN;NOM;MASC;SG;3	
गुप्त	غوبتا	गुप्त	غُوبِتَا	PROPN;NOM;MASC;SG;3	
गुप्त	سر	गुप्त	سر	PROPN;NOM;MASC;SG;3	
गुप्त	سري	गुप्त	سري	PROPN;NOM;MASC;SG;3	
गुप्त	السر	गुप्त	سُرّ	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
गुप्त	سرية	गुप्त	سِرِّيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
गुप्त	مشفر	गुप्त	مشفر	PROPN;NOM;MASC;SG;3	
गुप्त	مشفرة	गुप्त	مُشفِر	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
हृदय	قلبا	हृदय	قَلب	N;NOM;MASC;SG;3	N;ACC;INDF;SG
आयोग	اللجان	आयोग	لَجنَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
आयोग	لجان	आयोग	لَجنَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
हिंदू	الهندوس	हिंदू	هِندُوس	PROPN;NOM;MASC;SG;3	N;NOM;DEF;PL
शुद्ध	خالص	शुद्ध	خالص		
शुद्ध	نقي	शुद्ध	نَقي		N;NOM;INDF;SG
शुद्ध	نقية	शुद्ध	نَقِيَّة		ADJ;NOM;INDF;FEM;SG
तीसरे	الثالثة	तीसरा	ثَالِث	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
तीसरे	ثالث	तीसरा	ثَالِث	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
तीसरे	الثالث	तीसरा	ثَالِث	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
तीसरे	ثالثة	तीसरा	ثَالِث	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
चर्च	الكنائس	चर्च	كَنِيسَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
चर्च	كنيسه	चर्च	كنيسه	N;NOM;MASC;SG;3	PRO;NOM;MASC;SG;3
चर्च	كنيست	चर्च	كَنِيس	N;NOM;MASC;SG;3	
अपेक्षा	التوقع	अपेक्षा	تَوَقُّع	CONJ	N;NOM;DEF;SG
कार्यालय	اعمل	कार्यालय	عَمَل	N;NOM;MASC;SG;3	
कार्यालय	مكاتب	कार्यालय	مَكتَب	N;NOM;MASC;SG;3	N;NOM;INDF;PL
कार्यालय	المكاتب	कार्यालय	مَكتَب	N;NOM;MASC;SG;3	N;NOM;DEF;PL
परिवहन	المواصلات	परिवहन	مُوَاصَلَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
परिवहन	المواصلات	परिवहन	مُوَاصَلَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
स्टार	نجم	स्टार	نجم	N;NOM;MASC;SG;3	
स्टार	ستار	स्टार	سِتَار	N;NOM;MASC;SG;3	
वर्षा	مطر	वर्षा	مطر	N;NOM;FEM;SG;3	
वर्षा	الامطار	वर्षा	مِطر	N;NOM;FEM;SG;3	N;NOM;DEF;PL
