月	moon	月	moko	N	
介紹	esittelyssä	介紹	esittely	V	N;IN+ESS;SG
介紹	esitys	介紹	esitys	V	N;NOM;SG
介紹	esittely	介紹	esittely	V	N;NOM;SG
白色	valkoiset	白色	valkoinen	N	ADJ;NOM;PL
白色	valkoinen	白色	valkoinen	N	ADJ;NOM;SG
白色	valkoista	白色	valkoinen	N	ADJ;PRT;SG
晚上	night	晚上	nightä	N	
國王	king	國王	king	N	
袁	yuan	袁	yuan	PROPN	N;NOM;SG
欣	xin	欣	xin	PROPN	N;NOM;SG
改變	muuttaminen	改變	muuttaminen	V	N;NOM;SG
改變	muuta	改變	muu	V	PRO;PRT;SG
改變	muutos	改變	muutos	V	N;NOM;SG
市民	kansalaisena	市民	kansalainen	N	ADJ;FRML;SG
大西	atlantin	大西	atlantti	PROPN	N;GEN;SG
大西	atlantic	大西	atlantic	PROPN	
土耳其	kalkkuna	土耳其	kalkku	PROPN	N;NOM;SG
土耳其	kalkkunaa	土耳其	kalkkuna	PROPN	N;PRT;SG
土耳其	turkin	土耳其	turkki	PROPN	N;GEN;SG
土耳其	turkki	土耳其	turkki	PROPN	N;NOM;SG
酸	hapan	酸	happa	N	ADJ;NOM;SG
酸	hapan	酸	happa	N	ADJ;NOM;SG
外交	diplomaattinen	外交	diplomaattinen	N	ADJ;NOM;SG
外交	diplomaattiset	外交	diplomaattinen	N	ADJ;NOM;PL
夫人	madam	夫人	madam	N	
說明	kuvaus	說明	kuvaus	V	N;NOM;SG
連續	peräkkäisen	連續	peräkkäinen	ADV	ADJ;GEN;SG
連續	jatkuvat	連續	jatkua	ADV	V;IND;PL;3;PRS;FIN;ACT
連續	jatkuvia	連續	jatkua	ADV	V;PRT;PL;V.PTCP;ACT
連續	jatkuva	連續	jatkuva	ADV	ADJ;NOM;SG
連續	jatkuvaa	連續	jatkuva	ADV	ADJ;PRT;SG
連續	jatkumo	連續	jatkumo	ADV	N;NOM;SG
晚	myöhäinen	晚	myöhäinen	N	ADJ;NOM;SG
晚	myöhässä	晚	myöhässä	N	ADV
晚	myöhään	晚	myöhään	N	ADV
輪	pyöriä	輪	pyöriä	N	V;SG;NFIN;ACT
輪	pyöreä	輪	pyöreä	N	ADJ;NOM;SG
記錄	nauhoitus	記錄	nauhoitus	V	N;NOM;SG
記錄	kirjaaminen	記錄	kirjaaminen	V	N;NOM;SG
記錄	tallentaminen	記錄	tallentaminen	V	N;NOM;SG
記錄	tallennus	記錄	tallennus	V	N;NOM;SG
記錄	levy	記錄	levy	V	N;NOM;SG
記錄	ennätys	記錄	ennätys	V	N;NOM;SG
記錄	levyt	記錄	levy	V	N;NOM;PL
記錄	records	記錄	records	V	PROPN;NOM;SG
寫	kirjoittaminen	寫	kirjoittaminen	V	N;NOM;SG
寫	kirjoitus	寫	kirjoitus	V	N;NOM;SG
寫	kirjoitusta	寫	kirjoitus	V	N;PRT;SG
地理	maantieteelliset	地理	maan#tieteellinen	N	ADJ;NOM;PL
地理	maantieteellinen	地理	maan#tieteellinen	N	ADJ;NOM;SG
姜	kang	姜	kang	PROPN	N;NOM;SG
姜	jiang	姜	jiang	PROPN	N;NOM;SG
姜	punapää	姜	puna#pää	PROPN	N;NOM;SG
姜	ginger	姜	ginger	PROPN	N;NOM;SG
最近	äskettäin	最近	äskettäin	N	ADV
最近	hiljattain	最近	hiljattain	N	ADV
最近	viimeaikainen	最近	viimeaikainen	N	ADJ;NOM;SG
最近	viimeaikaiset	最近	viimeaikainen	N	ADJ;NOM;PL
最近	viimeisimmät	最近	viimeinen	N	ADJ;NOM;CMPR;PL
最近	äskettäin	最近	äskettäin	N	ADV
咸	suolaista	咸	suolainen	PROPN	ADJ;PRT;SG
秘密	salaista	秘密	salainen	N	ADJ;PRT;SG
秘密	salainen	秘密	salainen	N	ADJ;NOM;SG
變	muuta	變	muu	V	PRO;PRT;SG
變	muutos	變	muutos	V	N;NOM;SG
開放	avoimuutta	開放	avoimuus	V	N;PRT;SG
開放	avoimuus	開放	avoimuus	V	N;NOM;SG
主持	moderaattori	主持	moderaattori	V	N;NOM;SG
主持	juontaja	主持	juontaja	V	N;NOM;SG
主持	isäntä	主持	isäntä	V	N;NOM;SG
主持	järjestäjä	主持	järjestäjä	V	N;NOM;SG
移民	maahanmuuttajia	移民	maahanmuuttaja	V	N;PRT;PL
移民	maahanmuuttajien	移民	maahanmuuttaja	V	N;GEN;PL
移民	maahanmuuttajat	移民	maahanmuuttaja	V	N;NOM;PL
移民	maastamuutto	移民	maastamuutto	V	N;NOM;SG
移民	maahanmuuttajien	移民	maahanmuuttaja	V	N;GEN;PL
移民	maahanmuuttajat	移民	maahanmuuttaja	V	N;NOM;PL
移民	maahanmuuttoa	移民	maahanmuutto	V	N;PRT;SG
移民	maahanmuutto	移民	maahanmuutto	V	N;NOM;SG
移民	maahanmuuton	移民	maahanmuutto	V	N;GEN;SG
移民	muutto	移民	muutto	V	N;NOM;SG
移民	maahanmuuton	移民	maahanmuutto	V	N;GEN;SG
移民	siirtymä	移民	siirtymä	V	N;NOM;SG
移民	maahanmuutto	移民	maahanmuutto	V	N;NOM;SG
移民	siirtyminen	移民	siirtyminen	V	N;NOM;SG
移民	muuttoliike	移民	muutto#liike	V	N;NOM;SG
背	takaisin	背	takaisin		ADV
背	selkä	背	selkä		N;NOM;SG
背	taaksepäin	背	taaksepäin		ADV
第八	kahdeksas	第八	kahdeksas	NUM	ADJ;NOM;SG
姚	yao	姚	yao	PROPN	
大小	koko	大小	koko	N	ADJ
演唱	konserttiin	演唱	konsertti	V	N;IN+ALL;SG
演唱	konserttia	演唱	konsertti	V	N;PRT;SG
演唱	konsertti	演唱	konsertti	V	N;NOM;SG
演唱	konsertissa	演唱	konsertti	V	N;IN+ESS;SG
演唱	konsertteja	演唱	konsertti	V	N;PRT;PL
錫	tina	錫	tina	PROPN	N;NOM;SG
頂	top	頂	top	N	PROPN;NOM;SG
頂	suosituimmat	頂	suosittu	N	ADJ;NOM;RL;PL
柏林	berliinin	柏林	berliini	PROPN	N;GEN;SG
柏林	berliini	柏林	berliini	PROPN	N;NOM;SG
柏林	berliinissä	柏林	berliini	PROPN	N;IN+ESS;SG
柏林	berliiniin	柏林	berliini	PROPN	N;IN+ALL;SG
今天	tänään	今天	tänään	N	ADV
今天	today	今天	today	N	
親	suudella	親	suudi	N	V;SG;NFIN;ACT
親	kiss	親	kiss	N	
加州	kaliforniasta	加州	kalifornia	PROPN	N;IN+ABL;SG
加州	kaliforniaan	加州	kalifornia	PROPN	N;IN+ALL;SG
加州	kalifornia	加州	kaliforni	PROPN	N;NOM;SG
加州	kalifornian	加州	kalifornia	PROPN	N;GEN;SG
活躍	aktiivisia	活躍	aktiivinen	N	ADJ;PRT;PL
活躍	aktiiviset	活躍	aktiivinen	N	ADJ;NOM;PL
活躍	aktiivinen	活躍	aktiivinen	N	ADJ;NOM;SG
活躍	aktiivisena	活躍	aktiivinen	N	ADJ;FRML;SG
星期	maanantaisin	星期	maanantaisin	N	ADV
啟	kai	啟	kai	ADP	ADV
極	polar	極	polar		N;NOM;SG
極	napa	極	napa		N;NOM;SG
極	äärimmäisen	極	äärimmäinen		ADJ;GEN;SG
極	erittäin	極	erittäin		ADV
野	wild	野	wild	PROPN	
野	villiä	野	villi	PROPN	ADJ;PRT;SG
野	hurja	野	hurja	PROPN	ADJ;NOM;SG
野	villi	野	villi	PROPN	ADJ;NOM;SG
投資	sijoittaa	投資	sijoittaa	N	V;SG;NFIN;ACT
投資	sijoita	投資	sija	N	V;IMP;SG;2;FIN;ACT
投資	investoida	投資	investoida	N	V;SG;NFIN;ACT
投資	sijoittaa	投資	sijoittaa	N	V;SG;NFIN;ACT
海洋	ocean	海洋	ocea	N	
類型	kirjoita	類型	kirja	N	V;IMP;SG;2;FIN;ACT
機會	chance	機會	chance	N	
錯誤	väärä	錯誤	väärä	N	ADJ;NOM;SG
錯誤	väärin	錯誤	väärin	N	ADV
健康	terveellistä	健康	terveellinen	N	ADJ;PRT;SG
健康	terveet	健康	terve	N	ADJ;NOM;PL
健康	terveellinen	健康	terveellinen	N	ADJ;NOM;SG
熱	hot	熱	hot	PART	
熱	kuumat	熱	kuuma	PART	ADJ;NOM;PL
熱	kuumaa	熱	kuuma	PART	ADJ;PRT;SG
熱	kuuma	熱	kuuma	PART	ADJ;NOM;SG
熱	lämpöä	熱	lämpö	PART	N;PRT;SG
熱	kuumuus	熱	kuumuus	PART	N;NOM;SG
熱	lämpö	熱	lämpö	PART	N;NOM;SG
熱	helle	熱	hälle	PART	N;NOM;SG
輕	kevyt	輕	kevyt		ADJ;NOM;SG
輕	valoa	輕	valo		N;PRT;SG
輕	valo	輕	valo		N;NOM;SG
輕	light	輕	light		
輕	kevyempi	輕	kevyt		ADJ;NOM;CMPR;SG
輕	sytytin	輕	sytyttää		N;NOM;SG
經常	tavallinen	經常	tavallinen	ADV	ADJ;NOM;SG
經常	säännöllinen	經常	säännöllinen	ADV	ADJ;NOM;SG
經常	säännölliset	經常	säännöllinen	ADV	ADJ;NOM;PL
臺	terassi	臺	terassi	PROPN	N;NOM;SG
臺	terassilla	臺	terassi	PROPN	N;AT+ESS
;SG
滿	täyden	滿	täysi	PROPN	ADJ;GEN;SG
滿	täys	滿	täys	PROPN	INTJ
滿	täydet	滿	täysi	PROPN	ADJ;NOM;PL
滿	täysi	滿	täysi	PROPN	ADJ;NOM;SG
滿	täynnä	滿	täynnä	PROPN	ADV
負	kielteinen	負	kielteinen		ADJ;NOM;SG
負	negatiiviset	負	negatiivinen		ADJ;NOM;PL
負	negatiivinen	負	negatiivinen		ADJ;NOM;SG
粵	kantonia	粵	kantoa	PROPN	N;PRT;SG
亨利	henrik	亨利	henrik	PROPN	N;NOM;SG
亨利	henry	亨利	henry	PROPN	N;NOM;SG
交易	tapahtuma	交易	tapahtuma	V	N;NOM;SG
交易	kaupankäynnin	交易	kaupan#käynti	V	N;GEN;SG
交易	kaupankäynti	交易	kaupan#käynti	V	N;NOM;SG
交易	sopimus	交易	sopimus	V	N;NOM;SG
交易	tapahtumat	交易	tapahtuma	V	N;NOM;PL
交易	liiketoimet	交易	liike#toimi	V	N;NOM;PL
黑色	mustat	黑色	musta	N	ADJ;NOM;PL
黑色	black	黑色	black	N	
黑色	mustaa	黑色	musta	N	ADJ;PRT;SG
爆炸	räjähdys	爆炸	räjähdys	V	N;NOM;SG
爆炸	räjähdys	爆炸	räjähdys	V	N;NOM;SG
爆炸	räjähdyksen	爆炸	räjähdys	V	N;GEN;SG
喜歡	kuten	喜歡	kuten	V	CONJ
喜歡	kuin	喜歡	kuin	V	CONJ
各種	sekalaista	各種	sekalainen	DET	N;PRT;SG
尹	yoon	尹	yo	PROPN	N;IN+ALL;SG
十	vuosikymmenen	十	vuosi#kymmen	NUM	N;GEN;SG
十	vuosikymmen	十	vuosi#kymmen	NUM	N;NOM;SG
十	vuosikymmenellä	十	vuosi#kymmenen	NUM	N;AT+ESS
;SG
鬼	ghost	鬼	ghost	N	
鼠	rat	鼠	rat	N	
必要	tarpeellisia	必要	tarpeellinen	N	ADJ;PRT;PL
必要	tarpeen	必要	tarpeen	N	ADV
必要	tarpeellista	必要	tarpeellinen	N	ADJ;PRT;SG
必要	tarpeelliset	必要	tarpeellinen	N	ADJ;NOM;PL
必要	tarpeellinen	必要	tarpeellinen	N	ADJ;NOM;SG
必要	välttämätön	必要	välttämätön	N	ADJ;NOM;SG
俄	venäjän	俄	venäjä	PROPN	N;GEN;SG
俄	venäjää	俄	venäjä	PROPN	N;PRT;SG
俄	venäjä	俄	venäjä	PROPN	PROPN;NOM;SG
南極	antarktiksen	南極	antarktis	PROPN	N;GEN;SG
小型	pieni	小型	pieni	N	ADJ;NOM;SG
小型	pienet	小型	pieni	N	ADJ;NOM;PL
退出	poistuminen	退出	poistuminen	V	N;NOM;SG
退出	uloskäynti	退出	uloskäynti	V	N;NOM;SG
以色列	israelin	以色列	israeli	PROPN	N;GEN;SG
以色列	israel	以色列	israel	PROPN	N;NOM;SG
以色列	israelista	以色列	israelinen	PROPN	N;IN+ABL;SG
以色列	israelissa	以色列	israeli	PROPN	N;IN+ESS;SG
一切	kaikki	一切	kaikki	DET	PRO;NOM;SG
一切	kaiken	一切	kaikki	DET	PRO;GEN;SG
東部	itäinen	東部	itäinen	N	ADJ;NOM;SG
東部	itäinen	東部	itäinen	N	ADJ;NOM;SG
逐漸	asteittainen	逐漸	asteittainen	ADV	ADJ;NOM;SG
固定	korjattu	固定	korjata	N	V;NOM;SG;V.PTCP;PASS
固定	kiinteät	固定	kiinteä	N	ADJ;NOM;PL
固定	kiinteän	固定	kiinteä	N	ADJ;GEN;SG
固定	kiinteä	固定	kiinteä	N	ADJ;NOM;SG
游	uimaan	游	uimaan	N	V;IN+ALL;SG;NFIN;ACT
游	ui	游	ui	N	V;IMP;SG;2;FIN;ACT
游	uida	游	uida	N	V;SG;NFIN;ACT
游	tour	游	tour	N	PROPN;NOM;SG
游	uimassa	游	uida	N	V;IN+ESS;SG;NFIN;ACT
游	uimaan	游	uimaan	N	V;IN+ALL;SG;NFIN;ACT
薛	xue	薛	xue	PROPN	N;NOM;SG
病	sairas	病	sairas	N	ADJ;NOM;SG
病	sairasta	病	sairas	N	ADJ;PRT;SG
病	sairas	病	sairas	N	ADJ;NOM;SG
病	sairaat	病	sairas	N	ADJ;NOM;PL
問	kysyä	問	kysyä		V;SG;NFIN;ACT
問	kysy	問	kysyä		V;IMP;SG;2;FIN;ACT
問	pyydä	問	pyydä		V;IMP;SG;2;FIN;ACT
翡翠	jade	翡翠	jade	PROPN	PROPN;NOM;SG
維持	ylläpitäminen	維持	ylläpitäminen	V	N;NOM;SG
維持	huolto	維持	huolto	V	N;NOM;SG
維持	kunnossapito	維持	kunnos#sapitto	V	N;NOM;SG
維持	ylläpito	維持	ylläpito	V	N;NOM;SG
臺北	taipei	臺北	taipea	PROPN	N;NOM;SG
互	keskinäiset	互	keskinäinen	N	ADJ;NOM;PL
互	keskinäinen	互	keskinäinen	N	ADJ;NOM;SG
互	yhteiset	互	yhteinen	N	ADJ;NOM;PL
互	vastavuoroisen	互	vasta#vuoroinen	N	ADJ;GEN;SG
互	yhteinen	互	yhteinen	N	ADJ;NOM;SG
互	molemminpuolinen	互	molemmin#puolinen	N	ADJ;NOM;SG
刺	puukottaa	刺	puukottaa	N	V;IND;SG;3;PRS;FIN;ACT
天使	angel	天使	angel	N	PROPN;NOM;SG
建設	rakentaminen	建設	rakentaminen	V	N;NOM;SG
風暴	storm	風暴	storm	N	
定義	määrittelee	定義	määritellä	N	V;IND;SG;3;PRS;FIN;ACT
定義	määritellä	定義	määritellä	N	V;SG;NFIN;ACT
定義	määrittele	定義	määritellä	N	V;IMP;SG;2;FIN;ACT
定義	määritä	定義	määrittää	N	V;IMP;SG;2;FIN;ACT
定義	määritellään	定義	määritellä	N	V;IND;PRS;FIN;PASS
指定	nimeäminen	指定	nimeäminen	V	N;NOM;SG
指定	nimitys	指定	nimitys	V	N;NOM;SG
休	hugh	休	hugh	N	PROPN;NOM;SG
騎士	knight	騎士	knight	N	
指揮	komento	指揮	komento	V	N;NOM;SG
指揮	komentoa	指揮	komento	V	N;PRT;SG
指揮	komennon	指揮	komento	V	N;GEN;SG
指揮	johdin	指揮	johtaa	V	N;NOM;SG
指揮	kapellimestari	指揮	kapelli#mestari	V	N;NOM;SG
安排	järjestelyt	安排	järjestely	V	N;NOM;PL
安排	järjestely	安排	järjestely	V	N;NOM;SG
安排	järjestelyt	安排	järjestely	V	N;NOM;PL
安排	järjestelyn	安排	järjestely	V	N;GEN;SG
安排	järjestelyyn	安排	järjestely	V	N;IN+ALL;SG
實	minoru	實	minoru		PROPN;NOM;SG
明星	star	明星	star	N	
明星	tähdellä	明星	tähdellä	N	ADV
爆發	epidemia	爆發	epidemia	V	N;NOM;SG
爆發	purkaus	爆發	purkaus	V	N;NOM;SG
現任	tämänhetkinen	現任	tämänhetkinen	N	ADJ;NOM;SG
現任	tämänhetkiset	現任	tämänhetkinen	N	ADJ;NOM;PL
現任	nykyiset	現任	nykyinen	N	ADJ;NOM;PL
現任	nykyinen	現任	nykyinen	N	ADJ;NOM;SG
現任	läsnä	現任	läsnä	N	ADV
現任	nykyinen	現任	nykyinen	N	ADJ;NOM;SG
匈牙利	unkari	匈牙利	unkari	PROPN	PROPN;NOM;SG
匈牙利	unkarin	匈牙利	unkari	PROPN	N;GEN;SG
匈牙利	unkarilaiset	匈牙利	unkarilainen	PROPN	N;NOM;PL
匈牙利	unkaria	匈牙利	unkari	PROPN	N;PRT;SG
匈牙利	unkari	匈牙利	unkari	PROPN	PROPN;NOM;SG
匈牙利	unkarin	匈牙利	unkari	PROPN	N;GEN;SG
河流	rivers	河流	rivers	N	PROPN;NOM;SG
改造	muodonmuutos	改造	muodon#muutos	V	N;NOM;SG
京	kiotossa	京	kiotto	PROPN	N;IN+ESS;SG
京	kioton	京	kiotto	PROPN	PROPN;GEN;SG
五	touko	五	touko	NUM	N;NOM;SG
五	toukokuu	五	toukokuu	NUM	N;NOM;SG
五	voi	五	voi	NUM	INTJ
五	toukokuun	五	toukokuu	NUM	N;GEN;SG
五	toukokuuta	五	toukokuu	NUM	N;PRT;SG
上午	morning	上午	morning	N	
河北	hebein	河北	hebein	PROPN	N;NOM;SG
馮	feng	馮	feng	PROPN	N;NOM;SG
使用	käyttäjää	使用	käyttäjä	V	N;PRT;SG
使用	käyttäjän	使用	käyttäjä	V	N;GEN;SG
使用	käyttäjä	使用	käyttäjä	V	N;NOM;SG
使用	käyttäjät	使用	käyttäjä	V	N;NOM;PL
使用	käyttäjät	使用	käyttäjä	V	N;NOM;PL
使用	käyttäjien	使用	käyttäjä	V	N;GEN;PL
使用	käyttäjiä	使用	käyttäjä	V	N;PRT;PL
鄧	deng	鄧	deng	PROPN	PROPN;NOM;SG
機械	mekaanisen	機械	mekaaninen	N	ADJ;GEN;SG
機械	mekaaninen	機械	mekaaninen	N	ADJ;NOM;SG
機械	mekaaniset	機械	mekaaninen	N	ADJ;NOM;PL
爭議	kiistanalainen	爭議	kiistanalainen	N	ADJ;NOM;SG
爭議	kiistanalainen	爭議	kiistanalainen	N	ADJ;NOM;SG
爭議	ristiriitainen	爭議	risti#riitainen	N	ADJ;NOM;SG
爭議	kiistanalaista	爭議	kiistanalainen	N	ADJ;PRT;SG
發射	laukaisu	發射	laukaisu	V	N;NOM;SG
發射	käynnistä	發射	käynti	V	N;IN+ABL;SG
首先	ensin	首先	ensin		ADV
首先	ensimmäinen	首先	ensimmäinen		ADJ;NOM;SG
首先	eka	首先	ensin		N;NOM;SG
首先	ensiksi	首先	ensiksi		ADV
入侵	hyökkäys	入侵	hyökkäys	V	N;NOM;SG
入侵	hyökkäyksen	入侵	hyökkäys	V	N;GEN;SG
同盟	liittoutuneet	同盟	liittoutua	N	V;NOM;PL;V.PTCP;ACT
轉換	muuntaminen	轉換	muuntaminen	V	N;NOM;SG
轉換	konversio	轉換	konversio	V	N;NOM;SG
轉換	muunnos	轉換	muunnos	V	N;NOM;SG
轉換	muunnos	轉換	muunnos	V	N;NOM;SG
轉換	muuntaminen	轉換	muuntaminen	V	N;NOM;SG
轉換	muunnos	轉換	muunnos	V	N;NOM;SG
唱	laulaa	唱	laulaa	N	V;IND;SG;3;PRS;FIN;ACT
唱	laula	唱	laulaa	N	V;IMP;SG;2;FIN;ACT
蕭	shaw	蕭	shaw	PROPN	PROPN;NOM;SG
血	blood	血	blood	N	
監督	valvottu	監督	valvoa	N	V;NOM;SG;V.PTCP;PASS
軌道	jäljittää	軌道	jäljittää	N	V;SG;NFIN;ACT
今日	tänään	今日	tänään	N	ADV
今日	today	今日	today	N	
狼	wolf	狼	wolf	N	PROPN;NOM;SG
尼斯	mukavaa	尼斯	mukava	PROPN	ADJ;PRT;SG
尼斯	hienot	尼斯	hieno	PROPN	ADJ;NOM;PL
尼斯	hieno	尼斯	hieno	PROPN	ADJ;NOM;SG
尼斯	kiva	尼斯	kiva	PROPN	ADJ;NOM;SG
汗	khan	汗	khan	N	PROPN;NOM;SG
汗	hikinen	汗	hikinen	N	ADJ;NOM;SG
南極	antarktiksen	南極	antarktis	PROPN	N;GEN;SG
綜合	synteesi	綜合	synteesi	V	N;NOM;SG
河畔	nad	河畔	nad	N	
比例	suhteellisesti	比例	suhteellisesti	N	ADV
比例	suhteellinen	比例	suhteellinen	N	ADJ;NOM;SG
比例	suhteutettu	比例	suhteuttaa	N	V;NOM;SG;V.PTCP;PASS
偶像	idol	偶像	idol	N	
側	puoli	側	puoli	N	NUM;NOM;SG
父母	vanhempien	父母	vanha	N	ADJ;GEN;CMPR;PL
父母	vanhempia	父母	vanha	N	ADJ;PRT;CMPR;PL
父母	vanhemman	父母	vanha	N	ADJ;GEN;CMPR;SG
父母	vanhempi	父母	vanha	N	ADJ;NOM;CMPR;SG
父母	vanhempaa	父母	vanha	N	ADJ;PRT;CMPR;SG
鍾	kellon	鍾	kello	PROPN	N;GEN;SG
鍾	kello	鍾	kello	PROPN	N;NOM;SG
廖	liao	廖	liao	PROPN	N;NOM;SG
飛行	lentäminen	飛行	lentäminen	V	N;NOM;SG
飛行	lento	飛行	lento	V	N;NOM;SG
飛行	lennon	飛行	lento	V	N;GEN;SG
飛行	lentoa	飛行	lento	V	N;PRT;SG
統一	yhtenäinen	統一	yhtenäinen	V	ADJ;NOM;SG
統一	yhtenäisyys	統一	yhtenäisyys	V	N;NOM;SG
統一	yhtenäisyyttä	統一	yhtenäisyys	V	N;PRT;SG
統一	yhtenäisyyden	統一	yhtenäisyys	V	N;GEN;SG
統一	yhdistymisen	統一	yhdistyminen	V	N;GEN;SG
統一	yhdistyminen	統一	yhdistyminen	V	N;NOM;SG
冬	winter	冬	winter	N	
恢復	palauttamista	恢復	palauttaminen	V	N;PRT;SG
恢復	palauttaminen	恢復	palauttaminen	V	N;NOM;SG
恢復	toipuminen	恢復	toipuminen	V	N;NOM;SG
恢復	toipumista	恢復	toipuminen	V	N;PRT;SG
恢復	hyödyntäminen	恢復	hyödyntäminen	V	N;NOM;SG
恢復	elpymisen	恢復	elpyminen	V	N;GEN;SG
恢復	palautus	恢復	palautus	V	N;NOM;SG
綠	vihreä	綠	vihreä	N	ADJ;NOM;SG
綠	vihreät	綠	vihreä	N	ADJ;NOM;PL
綠	vihreää	綠	vihreä	N	ADJ;PRT;SG
退役	eläkkeelle	退役	eläke	V	N;AT+ALL;SG
退役	eläkkeellä	退役	eläke	V	N;AT+ESS
;SG
住宅	asuin	住宅	asua	N	V;IND;SG;1;PST;FIN;ACT
伊朗	iranin	伊朗	iran	PROPN	N;GEN;SG
伊朗	iran	伊朗	ira	PROPN	PROPN;NOM;SG
伊朗	iranin	伊朗	iran	PROPN	N;GEN;SG
莊	pankkiiri	莊	pankkiiri	PROPN	N;NOM;SG
莊	zhuang	莊	zhuang	PROPN	N;NOM;SG
混合	hybridi	混合	hybridi	V	N;NOM;SG
混合	sekoitus	混合	sekoitus	V	N;NOM;SG
混合	sekoittaminen	混合	sekoittaminen	V	N;NOM;SG
混合	sekoitus	混合	sekoitus	V	N;NOM;SG
混合	sekoittaminen	混合	sekoittaminen	V	N;NOM;SG
殺	tapa	殺	tapa	V	N;NOM;SG
上海	shanghai	上海	shanghai	PROPN	PROPN;NOM;SG
莫斯科	moskova	莫斯科	moskova	PROPN	N;NOM;SG
莫斯科	moskovassa	莫斯科	moskova	PROPN	ADJ;IN+ESS;SG
莫斯科	moskovan	莫斯科	moskoa	PROPN	ADJ;GEN;SG
莫斯科	moskovaan	莫斯科	moskoa	PROPN	ADJ;IN+ALL;SG
希臘	kreikka	希臘	kreikka	PROPN	N;NOM;SG
希臘	kreikkalainen	希臘	kreikkalainen	PROPN	ADJ;NOM;SG
希臘	kreikkaa	希臘	kreikka	PROPN	N;PRT;SG
希臘	kreikan	希臘	kreikka	PROPN	PROPN;GEN;SG
希臘	kreikkalaiset	希臘	kreikka#lainen	PROPN	N;NOM;PL
希臘	kreikka	希臘	kreikka	PROPN	N;NOM;SG
法案	laskuttaa	法案	laskuttaa	N	V;SG;PRS;NFIN;ACT
法案	bill	法案	bill	N	PROPN;NOM;SG
有限	limited	有限	limited	ADJ	
有限	rajattu	有限	rajata	ADJ	V;NOM;SG;V.PTCP;PASS
有限	rajoitettu	有限	rajoittaa	ADJ	V;NOM;SG;V.PTCP;PASS
學者	oppinut	學者	oppia	N	V;NOM;SG;V.PTCP;ACT
學者	oppineet	學者	oppia	N	V;NOM;PL;V.PTCP;ACT
被	pakko	被	pakko	V;PASS	N;NOM;SG
被	pakotti	被	pakottaa	V;PASS	V;IND;SG;3;PST;FIN;ACT
湖北	hubei	湖北	hubei	PROPN	PROPN;NOM;SG
合成	synteettistä	合成	synteettinen	N	ADJ;PRT;SG
合成	synteettinen	合成	synteettinen	N	ADJ;NOM;SG
合成	synteettiset	合成	synteettinen	N	ADJ;NOM;PL
四十	forty	四十	forty	NUM	
基因	gene	基因	gene	N	PROPN;NOM;SG
鳥	bird	鳥	bird	N	
展示	show	展示	show	V	N;NOM;SG
展示	näyttö	展示	näyttö	V	N;NOM;SG
展示	näytön	展示	näyttö	V	N;GEN;SG
湘	xiang	湘	xiang	PROPN	PROPN;NOM;SG
錦	kam	錦	kam		PROPN;NOM;SG
只要	vain	只要	vain	ADP	ADV
義大利	italiassa	義大利	italia	PROPN	N;IN+ESS;SG
義大利	italia	義大利	itali	PROPN	N;NOM;SG
義大利	italian	義大利	italia	PROPN	N;GEN;SG
義大利	italialaiset	義大利	italia#lainen	PROPN	N;NOM;PL
義大利	italiaksi	義大利	italia	PROPN	N;TRANS;SG
義大利	italialainen	義大利	italialainen	PROPN	ADJ;NOM;SG
義大利	italia	義大利	itali	PROPN	N;NOM;SG
義大利	italian	義大利	italia	PROPN	N;GEN;SG
讀	lukema	讀	lukema	V	N;NOM;SG
讀	käsittelyssä	讀	käsittely	V	N;IN+ESS;SG
讀	lukeminen	讀	lukeminen	V	N;NOM;SG
讀	lukemista	讀	lukema	V	N;PRT;SG
很快	kohta	很快	kohta	ADV	N;NOM;SG
很快	soon	很快	soko	ADV	
成都	chengdu	成都	chengdu	PROPN	PROPN;NOM;SG
追	chase	追	chase	V	PROPN;NOM;SG
厚	paksu	厚	paksu	PART	ADJ;NOM;SG
厚	paksua	厚	paksu	PART	ADJ;PRT;SG
厚	paksut	厚	paksu	PART	ADJ;NOM;PL
統治	valtakausi	統治	valta#kausi	V	N;NOM;SG
圓	ympyrää	圓	ympyrä		N;PRT;SG
圓	kehä	圓	kehä		N;NOM;SG
圓	ympyrä	圓	ympyrä		N;NOM;SG
圓	erä	圓	erä		N;NOM;SG
圓	kierros	圓	kierros		N;NOM;SG
圓	pyöreä	圓	pyöreä		ADJ;NOM;SG
幫助	apua	幫助	apu	V	N;PRT;SG
幫助	ohje	幫助	ohje	V	N;NOM;SG
連結	yhdistäminen	連結	yhdistäminen	V	N;NOM;SG
連結	yhteys	連結	yhteys	V	N;NOM;SG
連結	linkistä	連結	linki	V	N;IN+ABL;SG
連結	linkkiä	連結	linkki	V	N;PRT;SG
連結	linkin	連結	linkki	V	N;GEN;SG
連結	linkki	連結	linkki	V	N;NOM;SG
設定	setti	設定	setti	V	N;NOM;SG
設定	asetus	設定	asetus	V	N;NOM;SG
設定	asettaminen	設定	asettaminen	V	N;NOM;SG
設定	asetukset	設定	asetus	V	N;NOM;PL
鳳	phoenix	鳳	phoenix	PROPN	N;NOM;SG
假	väärä	假	väärä	N	ADJ;NOM;SG
假	väärät	假	väärä	N	ADJ;NOM;PL
假	väärennetty	假	väärentää	N	V;NOM;SG;V.PTCP;PASS
假	tekaistu	假	tekaista	N	V;NOM;SG;V.PTCP;PASS
