από	from	από	from	ADP	PROPN
διάμετρος	диаметр	διάμετρος	диаметр	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
εξωτερική	внешние	εξωτερικός	внешний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
εξωτερική	внешних	εξωτερικός	внешний	ADJ;NOM;FEM;SG	ADJ;GEN;PL
υπολογίζεται	рассчитаны	υπολογίζω	расчесть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
υπολογίζεται	рассчитан	υπολογίζω	расчесть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
υπολογίζεται	рассчитано	υπολογίζω	расчесть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
υπολογίζεται	рассчитана	υπολογίζω	расчесть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
υπολογίζεται	рассчитанные	υπολογίζω	расчесть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
αστυνομία	полицейские	αστυνομία	полицейский	N;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
αστυνομία	полиции	αστυνομία	полиция	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αστυνομία	полицейский	αστυνομία	полицейский	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
καρκίνο	рак	καρκίνος	рак	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
αλεξάνδρεια	александрии	αλεξάνδρεια	александрия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
απευθείας	прямая	απευθείας	прямой	ADV	ADJ;NOM;FEM;SG
απευθείας	direct	απευθείας	direct	ADV	PROPN
απευθείας	прямые	απευθείας	прямой	ADV	ADJ;NOM;PL
απευθείας	директ	απευθείας	директ	ADV	N;INAN;NOM;MASC;SG
σύμβολα	символов	σύμβολα	символ	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
ρωσικά	русская	ρωσικός	русский	ADV	ADJ;NOM;FEM;SG
ρωσικά	русские	ρωσικός	русский	ADV	N;ANIM;NOM;MASC;PL
ρωσικά	российская	ρωσικός	российский	ADV	ADJ;NOM;FEM;SG
ρωσικά	русский	ρωσικός	русский	ADV	ADJ;NOM;MASC;SG
πρίγκιπα	принц	πρίγκιπας	принц	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
πρίγκιπα	принс	πρίγκιπας	принс	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
πρίγκιπα	князь	πρίγκιπας	князь	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ηλίας	илиас	ηλία	илиас	PROPN;NOM;MASC;SG	
ηλίας	элайджа	ηλία	элайдж	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ηλίας	элиас	ηλία	элиас	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φυλή	племени	φυλή	племя	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
φυλή	гонки	φυλή	гонка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
φυλή	расы	φυλή	раса	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
βενετία	венеции	βενετία	венеция	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
βενετία	венеция	βενετία	венеция	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
δέχεται	принимает	δέχομαι	принимать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
κόστος	затраты	κόστος	затрата	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
κόστος	затраты	κόστος	затрата	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
κόστος	расходы	κόστος	расход	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
κόστος	издержки	κόστος	издержка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
τύποι	типов	τύπος	тип	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
σύζυγο	супруг	σύζυγος	супруг	N;ACC;FEM;SG	N;ANIM;NOM;MASC;SG
σύζυγο	супруга	σύζυγος	супруга	N;ACC;FEM;SG	N;ANIM;NOM;FEM;SG
σύζυγο	муж	σύζυγος	муж	N;ACC;FEM;SG	N;ANIM;NOM;MASC;SG
σύζυγο	жене	σύζυγος	жена	N;ACC;FEM;SG	N;ANIM;DAT;FEM;SG
σύζυγο	жена	σύζυγος	жена	N;ACC;FEM;SG	N;ANIM;NOM;FEM;SG
σύζυγο	жены	σύζυγος	жена	N;ACC;FEM;SG	N;ANIM;NOM;FEM;PL
δημοκρατικό	демократические	δημοκρατικός	демократический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
δημοκρατικό	демократической	δημοκρατικός	демократический	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
σκωτίας	шотландия	σκωτία	шотландия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
σκωτίας	шотландии	σκωτία	шотландия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
σκωτίας	шотландский	σκωτία	шотландский	PROPN;GEN;FEM;SG	ADJ;NOM;MASC;SG
σκωτίας	шотландии	σκωτία	шотландия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
λατινικά	латинской	λατινικός	латинский	ADV	ADJ;INS;FEM;SG
λατινικά	латинская	λατινικός	латинский	ADV	ADJ;NOM;FEM;SG
εγκαταστάθηκαν	урегулирован	εγκαθιστώ	урегулировать	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
δυνατή	сильные	δυνατός	сильный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
μέτρο	измерить	μέτρο	измерить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
μέτρο	меру	μέτρο	мера	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
κλασική	классические	κλασικός	классический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κλασική	классика	κλασικός	классик	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
κλασική	классической	κλασικός	классический	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
κλασική	классические	κλασικός	классический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κλασική	классика	κλασικός	классик	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
κλασική	classic	κλασικός	classic	ADJ;NOM;FEM;SG	PROPN
πιάνο	фортепиано	πιάνος	фортепиано	N;NOM;NEUT;SG	ADV
διπλό	двойная	διπλός	двойной	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
διπλό	двойное	διπλός	двойной	NUM;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
διπλό	двойной	διπλός	двойной	NUM;NOM;NEUT;SG	ADJ;NOM;MASC;SG
διπλό	двойные	διπλός	двойной	NUM;NOM;NEUT;SG	ADJ;NOM;PL
προεδρικές	президентских	προεδρικός	президентский	ADJ;NOM;FEM;PL	ADJ;GEN;PL
προεδρικές	президентский	προεδρικός	президентский	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
μηχανική	механики	μηχανικός	механика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
μηχανική	механика	μηχανικός	механика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
μηχανική	инженерии	μηχανικός	инженерия	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
μηχανική	инжиниринг	μηχανικός	инжиниринг	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
απώλεια	потери	απώλεια	потеря	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
απώλεια	потеря	απώλεια	потеря	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
απώλεια	утрата	απώλεια	утрата	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπέστη	страдал	υφίσταμαι	страдать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
υπέστη	страдала	υφίσταμαι	страдать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;FEM;IND;SG;PST;FIN;ACT
υπέστη	пострадала	υφίσταμαι	страдать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
πραγματική	фактические	πραγματικός	фактический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πραγματική	фактических	πραγματικός	фактический	ADJ;NOM;FEM;SG	ADJ;GEN;PL
καν	хан	καν	хан	ADV	N;ANIM;NOM;MASC;SG
ψήφους	голосов	ψήφος	голос	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
αναλαμβάνει	обязуется	αναλαμβάνω	обязываться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
αποστολές	миссий	αποστολή	миссия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
κυριακή	воскресенье	κυριακή	воскресенье	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κυριακή	воскресение	κυριακή	воскресение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βουνό	горы	βουνό	гора	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
βουνό	горный	βουνό	горный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
βουνό	горных	βουνό	горный	N;NOM;NEUT;SG	ADJ;GEN;PL
ανθρώπινη	человек	ανθρώπινος	человек	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
ανθρώπινη	человека	ανθρώπινος	человек	ADJ;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
πωλήσεις	продажа	πώληση	продажа	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
πωλήσεις	продаж	πώληση	продажа	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
φιναλίστ	финалист	φιναλίστ	финалист		N;ANIM;NOM;MASC;SG
φιναλίστ	финалистов	φιναλίστ	финалист		N;ANIM;GEN;MASC;PL
σωστά	правильно	σωστά	правильный	ADV	ADJ;NEUT;SG
σωστά	верно	σωστά	верный	ADV	ADJ;NEUT;SG
σωστά	правильно	σωστά	правильный	ADV	ADJ;NEUT;SG
σωστά	исправить	σωστά	исправить	ADV	V;PFV;NFIN;ACT
σωστά	правильное	σωστά	правильный	ADV	ADJ;NOM;NEUT;SG
σωστά	правильный	σωστά	правильный	ADV	ADJ;NOM;MASC;SG
άνοιξε	открытый	ανοίγω	открыть	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
άνοιξε	открыто	ανοίγω	открыто	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
άνοιξε	open	ανοίγω	open	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
άνοιξε	открытая	ανοίγω	открыть	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
τρόπους	способы	τρόπος	способ	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
τρόπους	пути	τρόπος	путь	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
τρόπους	манеры	τρόπος	манера	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
κάποτε	раз	κάποτε	раз	ADV	CONJ
εμπορικό	mall	εμπορικός	mall	ADJ;NOM;NEUT;SG	PROPN
γιουγκοσλαβίας	югославии	γιουγκοσλαβία	югославия	PROPN;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
γιουγκοσλαβίας	югославия	γιουγκοσλαβία	югославие	PROPN;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
αφαίρεση	удаление	αφαίρεση	удаление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αφαίρεση	убрать	αφαίρεση	убрать	N;ACC;FEM;SG	V;PFV;NFIN;ACT
αφαίρεση	удалить	αφαίρεση	удалить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
αφαίρεση	удаление	αφαίρεση	удаление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προσωρινά	временный	προσωρινά	временный	ADV	ADJ;NOM;MASC;SG
προσωρινά	временная	προσωρινά	временный	ADV	ADJ;NOM;FEM;SG
προσωρινά	временное	προσωρινά	временный	ADV	ADJ;NOM;NEUT;SG
προσωρινά	временные	προσωρινά	временный	ADV	ADJ;NOM;PL
υδρογόνου	водород	υδρογόνος	водород	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
συνέντευξη	собеседование	συνέντευξη	собеседование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συνέντευξη	интервью	συνέντευξη	интервью	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συνέντευξη	беседа	συνέντευξη	беседа	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ρουμανία	румыния	ρουμανία	румыния	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ρουμανία	румынии	ρουμανία	румыния	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
συνάντηση	познакомиться	συνάντηση	знакомиться	N;ACC;FEM;SG	V;PFV;NFIN;MID
συνάντηση	знакомьтесь	συνάντηση	знакомиться	N;ACC;FEM;SG	V;IPFV;IMP;PL;2;FIN;MID
συνάντηση	встретиться	συνάντηση	встретиться	N;ACC;FEM;SG	V;PFV;NFIN;MID
συνάντηση	собрание	συνάντηση	собрание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συνάντηση	заседание	συνάντηση	заседание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συνάντηση	совещание	συνάντηση	совещание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συνάντηση	встреча	συνάντηση	встреча	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μετακόμισε	перенесено	μετακομίζω	перенести	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
οικισμούς	поселения	οικισμός	поселение	N;ACC;MASC;PL	N;INAN;NOM;NEUT;PL
οικισμούς	поселений	οικισμός	поселение	N;ACC;MASC;PL	N;INAN;GEN;NEUT;PL
οικισμούς	агломераций	οικισμός	агломерация	N;ACC;MASC;PL	N;INAN;GEN;FEM;PL
λουδοβίκος	людовико	λουδοβίκος	людовико	N;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
μιχάλης	михалис	μιχάλη	михалис	PROPN;NOM;MASC;SG	
αντ	вместо	αντ	вместо	N	ADP
ανακάλυψε	обнаружен	ανακαλύπτω	обнаружить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
ανακάλυψε	обнаружена	ανακαλύπτω	обнаружить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
ανακάλυψε	обнаружено	ανακαλύπτω	обнаружить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ανακάλυψε	обнаруженные	ανακαλύπτω	обнаружить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
λογισμικό	software	λογισμικός	software	N;NOM;NEUT;SG	PROPN
πολωνίας	польши	πολωνία	польша	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
πολωνίας	польша	πολωνία	польша	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
πολωνίας	польшу	πολωνία	польша	PROPN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
μαδρίτης	мадрид	μαδρίτης	мадрид	PROPN;GEN;FEM;SG	N;INAN;NOM;MASC;SG
μαδρίτης	мадриде	μαδρίτης	мадрид	PROPN;GEN;FEM;SG	N;INAN;NOM;MASC;SG
σωματείο	union	σωματείο	union	N;NOM;NEUT;SG	PROPN
σωματείο	союза	σωματείο	союз	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
παρόν	настоящее	παρόν	настоящий	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ιησού	иисус	ιησός	иисус	N;VOC;MASC;SG	N;ANIM;NOM;MASC;SG
πρακτικά	практических	πρακτικά	практический	ADV	ADJ;GEN;PL
πρακτικά	практическая	πρακτικά	практический	ADV	ADJ;NOM;FEM;SG
πρακτικά	практические	πρακτικά	практический	ADV	ADJ;NOM;PL
σημαντικός	важных	σημαντικός	важный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
σημαντικός	важные	σημαντικός	важный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
σημαντικός	важны	σημαντικός	важный	ADJ;NOM;MASC;SG	ADJ;PL
ενεργό	активная	ενεργός	активный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ενεργό	активны	ενεργός	активный	N;NOM;NEUT;SG	ADJ;PL
ενεργό	активный	ενεργός	активный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ενεργό	активное	ενεργός	активный	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ενεργό	активные	ενεργός	активный	N;NOM;NEUT;SG	ADJ;NOM;PL
προβολή	отображения	προβολή	отображение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
προβολή	посмотреть	προβολή	смотреть	N;NOM;FEM;SG	V;PFV;NFIN;ACT
προβολή	просмотреть	προβολή	просмотреть	N;NOM;FEM;SG	V;PFV;NFIN;ACT
ρυθμό	темп	ρυθμός	темп	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
ρυθμό	темпы	ρυθμός	темп	N;ACC;MASC;SG	N;INAN;NOM;MASC;PL
ρυθμό	темп	ρυθμός	темп	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
ρυθμό	ритм	ρυθμός	ритм	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
συνελήφθη	арестованных	συνελήφος	арестовывать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
συνελήφθη	арестованы	συνελήφος	арестовывать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
βορειοδυτικά	northwest	βορειοδυτικά	northwest	ADV	PROPN
καλλιτέχνης	artist	καλλιτέχνος	artist	N;NOM;MASC;SG	PROPN
άντζελες	анджелесе	άντζελος	анджелес	PROPN;NOM;FEM;PL	N;INAN;ESS;MASC;SG
μαύρη	black	μαύρος	black	ADJ;NOM;FEM;SG	PROPN
μαύρη	чёрные	μαύρος	черный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
στήλη	колонна	στήλλω	колонна	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
στήλη	колонка	στήλλω	колонка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
στήλη	колонке	στήλλω	колонка	N;ACC;FEM;SG	N;INAN;DAT;FEM;SG
στήλη	столбец	στήλλω	столбец	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
νόμισμα	монету	νόμισμα	монета	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
νόμισμα	монеты	νόμισμα	монета	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
αξιωματικός	офицер	αξιωματικός	офицер	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δημιουργώντας	создание	δημιουργώ	создание	V;IPFV;V.CVB;ACT	N;INAN;NOM;NEUT;SG
στόλου	флот	στόλος	флот	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
καταστράφηκε	уничтожены	καταστρέφω	уничтожить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
καταστράφηκε	испортил	καταστρέφω	испортить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
βιογραφία	биографию	βιογραφία	биография	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
βιογραφία	биографии	βιογραφία	биография	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
καθηγητή	профессор	καθηγητής	профессор	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
καθηγητή	преподаватель	καθηγητής	преподаватель	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
καρδιά	heart	καρδιός	heart	N;NOM;FEM;SG	PROPN
καρδιά	сердцу	καρδιός	сердце	N;NOM;FEM;SG	N;INAN;DAT;NEUT;SG
στάδια	стадионах	στάδιο	стадион	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
στάδια	этапах	στάδιο	этап	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
στάδια	этапах	στάδιο	этап	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
γιου	ю	γιος	ю	N;GEN;MASC;SG	
καθαρά	очистить	καθερά	очистить	ADV	V;PFV;NFIN;ACT
