през	through	през	through	ADP	
различен	differenti	различен	differente	ADJ;INDF;MASC;SG	ADJ;PL
различен	diverse	различен	diverso	ADJ;INDF;MASC;SG	ADJ;FEM;PL
различен	diversa	различен	diverso	ADJ;INDF;MASC;SG	DET;FEM;SG
различен	diversi	различен	diverso	ADJ;INDF;MASC;SG	DET;MASC;PL
теодор	theodore	теодор	theodore	PROPN;INDF;MASC;SG	N;MASC;SG
теодор	teodoro	теодор	teodoro	PROPN;INDF;MASC;SG	ADJ;MASC;SG
теодор	theodor	теодор	theodor	PROPN;INDF;MASC;SG	N;MASC;SG
теодор	teodor	теодор	teodor	PROPN;INDF;MASC;SG	N;MASC;SG
осъден	condannati	осъдя	condannato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
осъден	condannati	осъдя	condannato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
осъден	condannati	осъдя	condannato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
уязвим	vulnerabili	уязвя	vulnerabile	ADJ;INDF;MASC;SG	ADJ;PL
уязвим	vulnerabilità	уязвя	vulnerabilità	ADJ;INDF;MASC;SG	N;FEM
спечели	vinci	спечеля	vincere	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC
спечели	win	спечеля	win	V;PFV;IND;SG;3;PST;FIN;ACT	N
спечели	vittoria	спечеля	vittoria	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
спечели	won	спечеля	won	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
спечели	vinti	спечеля	vincere	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
годишно	annuale	годишно	annuale	ADV	ADJ;SG
годишно	annuali	годишно	annuale	ADV	ADJ;PL
годишно	annuale	годишно	annuale	ADV	ADJ;SG
услуги	servizio	услуга	servizio	N;INDF;FEM;PL	N;MASC;SG
направен	made	направя-(се)	made	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N
жертви	vittima	жертва	vittima	N;INDF;FEM;PL	N;FEM;SG
древна	antiche	древен	antico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
древна	antichi	древен	antico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
пада	cascate	падам-(се)	cascata	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
пада	cadute	падам-(се)	caduta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
пада	falls	падам-(се)	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
стивън	stephen	стивън	stepheno	PROPN;INDF;MASC;SG	N;MASC;SG
стивън	stefano	стивън	stefare	PROPN;INDF;MASC;SG	ADJ;MASC;SG
стивън	stefano	стивън	stefare	PROPN;INDF;MASC;SG	ADJ;MASC;SG
стивън	steven	стивън	steven	PROPN;INDF;MASC;SG	N;MASC;SG
местен	locale	местя-(се)	locale	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;SG
местен	local	местя-(се)	local	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	N
перник	pernik	перник	pernik	PROPN;INDF;MASC;SG	N;MASC;SG
музикална	musical	музикален	musical	ADJ;INDF;FEM;SG	N;MASC
музикална	musicali	музикален	musicale	ADJ;INDF;FEM;SG	N;MASC;PL
североизточна	nordest	североизточен	nordest	ADJ;INDF;FEM;SG	N;MASC;SG
североизточна	nordest	североизточен	nordest	ADJ;INDF;FEM;SG	N;MASC;SG
барабани	tamburo	барабам	tamburo	N;INDF;MASC;PL	N;MASC;SG
барабани	batteria	барабам	batteria	N;INDF;MASC;PL	N;FEM;SG
въоръжение	armamenti	въоръжение	armamento	N;INDF;NEUT;SG	N;MASC;PL
въоръжение	armamenti	въоръжение	armamento	N;INDF;NEUT;SG	N;MASC;PL
определят	definisci	определям-(се)	definire	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
определят	definisca	определям-(се)	definire	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
желание	desideri	желание	desiderio	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
желание	desideri	желание	desiderio	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
мъж	maschile	мъж	maschile	N;INDF;MASC;SG	ADJ;SG
мъж	maschi	мъж	maschio	N;INDF;MASC;SG	N;MASC;PL
въоръжена	armata	въоръжа	armata	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;FEM;SG
въоръжена	armati	въоръжа	armato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
въоръжена	armato	въоръжа	armato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
наши	nostra	наш	nostro	DET;INDF;PL;1	DET;FEM;SG
наши	nostro	наш	nostro	DET;INDF;PL;1	DET;MASC;SG
баден	baden	баден	baden	PROPN;INDF;MASC;SG	N;MASC;SG
казахстан	kazakistan	казахстан	kazakistan	PROPN;INDF;MASC;SG	N;SG
трима	three	трима	tareo	NUM;INDF;PL	N
реал	real	реал	real	PROPN;INDF;MASC;SG	N
реал	reali	реал	reale	PROPN;INDF;MASC;SG	ADJ;PL
реал	reale	реал	reale	PROPN;INDF;MASC;SG	ADJ;SG
реал	veri	реал	vero	PROPN;INDF;MASC;SG	ADJ;MASC;PL
избрани	scelto	избера	scegliere	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
избрани	prescelto	избера	prescelto	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
избрани	selezionato	избера	selezionato	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
избрани	selezionati	избера	selezionato	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL
избрани	selezionata	избера	selezionato	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
смит	fabbro	смит	fabbro	PROPN;INDF;MASC;SG	N;MASC;SG
смит	smith	смит	smith	PROPN;INDF;MASC;SG	N;MASC;SG
освободен	rilasciati	освободя-(се)	rilasciare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
освободен	liberati	освободя-(се)	liberare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
командване	comandi	командване	comando	N;INDF;NEUT;SG	N;MASC;PL
допълнително	ulteriori	допълнително	ulteriore	ADV	ADJ;PL
допълнително	addizionale	допълнително	addizionale	ADV	ADJ;SG
допълнително	aggiuntivo	допълнително	aggiuntivo	ADV	ADJ;MASC;SG
допълнително	extra	допълнително	extra	ADV	N
запазва	conserve	запазвам-(се)	conserva	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
уелс	galles	уелс	galles	PROPN;INDF;MASC;SG	N;MASC;SG
уелс	pozzi	уелс	pozzo	PROPN;INDF;MASC;SG	N;MASC;PL
уелс	wells	уелс	wells	PROPN;INDF;MASC;SG	N;MASC;SG
свири	giocate	свиря	giocare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
окончателно	finale	окончателно	finale	ADV	ADJ;SG
окончателно	final	окончателно	final	ADV	N
окончателно	finali	окончателно	finale	ADV	ADJ;PL
окончателно	definitivi	окончателно	definitivo	ADV	ADJ;MASC;PL
окончателно	definitive	окончателно	definitivo	ADV	ADJ;FEM;PL
окончателно	definitivo	окончателно	definitivo	ADV	ADJ;MASC;SG
албрехт	albrecht	албрехт	albrecht	PROPN;INDF;MASC;SG	N;MASC;SG
източен	orientale	източа-(се)	orientale	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;SG
източен	orientali	източа-(се)	orientale	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
източен	eastern	източа-(се)	eastern	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;SG
тежко	heavy	тежко	heavy	ADV	N
тежко	pesanti	тежко	pesante	ADV	ADJ;PL
тежко	pesante	тежко	pesante	ADV	ADJ;SG
следи	traces	следя	traces	N;INDF;FEM;PL	
ръководство	manuali	ръководство	manuale	N;INDF;NEUT;SG	ADJ;PL
ръководство	manuale	ръководство	manuale	N;INDF;NEUT;SG	ADJ;SG
събират	raccogli	събирам-(се)	raccogliere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
ефект	effetti	ефект	effetto	N;INDF;MASC;SG	N;MASC;PL
принуден	forzato	принудя-(се)	forzare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
принуден	forzata	принудя-(се)	forzato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
трето	terzo	трето	terzo	ADV	ADJ;MASC;SG
трето	terza	трето	terzo	ADV	ADJ;FEM;SG
ранни	early	ранна	early	ADJ;INDF;PL	N
ранни	presto	ранна	presto	ADJ;INDF;PL	ADV
сергей	sergei	сергей	sergere	PROPN;INDF;MASC;SG	N;MASC;SG
сергей	sergej	сергей	sergej	PROPN;INDF;MASC;SG	N;MASC;SG
сергей	sergej	сергей	sergej	PROPN;INDF;MASC;SG	N;MASC;SG
продукт	prodotti	продукт	prodotto	N;INDF;MASC;SG	N;MASC;PL
качване	caricare	качване	caricare	N;INDF;NEUT;SG	V;NFIN
мала	mala	мала	malo	PROPN;INDF;FEM;SG	ADJ;FEM;SG
изграждане	costruire	изграждане	costruire	N;INDF;NEUT;SG	V;NFIN
изграждане	costruzioni	изграждане	costruzione	N;INDF;NEUT;SG	N;FEM;PL
изграждане	costruisci	изграждане	costruire	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
изграждане	costruire	изграждане	costruire	N;INDF;NEUT;SG	V;NFIN
социални	sociale	социален	sociale	ADJ;INDF;PL	ADJ;SG
социални	social	социален	social	ADJ;INDF;PL	N
бяло	bianca	бял	bianco	ADV	ADJ;FEM;SG
бяло	white	бял	white	ADV	N
бяло	bianchi	бял	bianco	ADV	N;MASC;PL
бяло	bianco	бял	bianco	ADV	ADJ;MASC;SG
бяло	bianche	бял	bianco	ADV	ADJ;FEM;PL
професионален	professionisti	професионален	professionista	ADJ;INDF;MASC;SG	N;MASC;PL
професионален	professionista	професионален	professionista	ADJ;INDF;MASC;SG	N;SG
професионален	professional	професионален	professionale	ADJ;INDF;MASC;SG	N;MASC
професионални	professionale	професионален	professionale	ADJ;INDF;PL	ADJ;SG
професионални	professionisti	професионален	professionista	ADJ;INDF;PL	N;MASC;PL
професионални	professionista	професионален	professionista	ADJ;INDF;PL	N;SG
професионални	professional	професионален	professionale	ADJ;INDF;PL	N;MASC
почетен	onorario	почетен	onorario	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
почетен	onorari	почетен	onorario	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
цял	interi	цял	intero	ADJ;INDF;MASC;SG	ADJ;MASC;PL
направени	fatto	направя-(се)	fare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
направени	fatta	направя-(се)	fare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
направени	made	направя-(се)	made	V;PFV;INDF;PL;V.PTCP;PASS	N
съпруг	coniugi	съпруг	coniuge	N;INDF;MASC;SG	N;PL
шампионат	campionati	шампионат	campionato	N;INDF;MASC;SG	N;MASC;PL
молдова	moldavia	молдова	moldavia	PROPN;INDF;FEM;SG	N;FEM;SG
молдова	moldova	молдова	moldova	PROPN;INDF;FEM;SG	N;FEM;SG
юнайтед	united	юнайтед	united	N;INDF;MASC;SG	N;FEM;PL
юнайтед	uniti	юнайтед	unito	N;INDF;MASC;SG	ADJ;MASC;PL
храни	cibo	храна	cibo	N;INDF;FEM;PL	N;MASC;SG
храни	mangime	храна	mangima	N;INDF;FEM;PL	N;MASC;SG
храни	nutre	храна	nutrire	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
пощенски	postali	пощенски	postale	ADJ;INDF;MASC;SG	ADJ;PL
кения	kenya	кен	kenya	PROPN;INDF;FEM;SG	N;MASC
познат	conosciuto	познат	conoscere	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
познат	conosciuta	познат	conoscere	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
познат	noto	познат	noto	N;INDF;MASC;SG	ADJ;MASC;SG
познат	noti	познат	noto	N;INDF;MASC;SG	ADJ;MASC;PL
познат	familiare	познат	familiare	N;INDF;MASC;SG	ADJ;SG
франк	frank	франк	frank	PROPN;INDF;MASC;SG	N;MASC
франк	franca	франк	franca	PROPN;INDF;MASC;SG	N;FEM;SG
франк	franco	франк	franco	PROPN;INDF;MASC;SG	N;MASC;SG
скали	scogliera	скала	scogliera	N;INDF;FEM;PL	N;FEM;SG
скали	roccia	скала	roccia	N;INDF;FEM;PL	N;FEM;SG
скали	sasso	скала	sasso	N;INDF;FEM;PL	N;MASC;SG
косово	kosovo	косово	kosovo	PROPN;INDF;NEUT;SG	N;MASC;SG
питър	pietro	питър	pietro	PROPN;INDF;MASC;SG	N;MASC;SG
питър	piero	питър	piero	PROPN;INDF;MASC;SG	N;MASC;SG
пиер	pontile	пиер	pontile	PROPN;INDF;MASC;SG	N;MASC;SG
пиер	pier	пиер	pier	PROPN;INDF;MASC;SG	N;SG
пиер	molo	пиер	molo	PROPN;INDF;MASC;SG	N;MASC;SG
пиер	pierre	пиер	pierre	PROPN;INDF;MASC;SG	N;MASC;SG
специален	speciali	специален	speciale	ADJ;INDF;MASC;SG	ADJ;PL
специален	special	специален	special	ADJ;INDF;MASC;SG	N;FEM;SG
фондация	fondazioni	фондация	fondazione	N;INDF;FEM;SG	N;FEM;PL
китайски	cinesi	китайски	cinese	ADJ;INDF;MASC;SG	N;PL
риба	pesci	риба	pesce	N;INDF;FEM;SG	N;MASC;PL
къде	where	къде	where	ADV	
поставени	posizionato	поставя-(се)	posizionato	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
специална	speciali	специален	speciale	ADJ;INDF;FEM;SG	ADJ;PL
специална	special	специален	special	ADJ;INDF;FEM;SG	N;FEM;SG
следваща	prossimi	следвам	prossimo	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	ADJ;MASC;PL
частично	parziali	частичен	parziale	ADV	ADJ;PL
частично	parziale	частичен	parziale	ADV	ADJ;SG
дол	dol	дол	dol	N;INDF;MASC;SG	ADJ;SG
ана	ana	ана	ana	PROPN;INDF;FEM;SG	N;FEM;SG
ана	anna	ана	anna	PROPN;INDF;FEM;SG	N;FEM;SG
мюсюлмани	musulmano	мюсюлманин	musulmano	N;INDF;MASC;PL	ADJ;MASC;SG
мюсюлмани	musulmana	мюсюлманин	musulmana	N;INDF;MASC;PL	ADJ;FEM;SG
липса	assenze	липса	assenza	N;INDF;FEM;SG	N;FEM;PL
силен	strong	силен	strong	ADJ;INDF;MASC;SG	N
силен	forti	силен	forte	ADJ;INDF;MASC;SG	ADJ;PL
лорд	signore	лорд	signore	N;INDF;MASC;SG	N;MASC;PL
лий	lee	лий	leo	PROPN;INDF;MASC;SG	N
лий	leigh	лий	leigh	PROPN;INDF;MASC;SG	N;MASC;SG
имперски	imperial	имперски	imperial	ADJ;INDF;MASC;SG	N;MASC;SG
съвместно	articolazione	съвместно	articolazione	ADV	N;FEM;SG
различна	differenti	различен	differente	ADJ;INDF;FEM;SG	ADJ;PL
различна	diverse	различен	diverso	ADJ;INDF;FEM;SG	ADJ;FEM;PL
различна	diversa	различен	diverso	ADJ;INDF;FEM;SG	DET;FEM;SG
различна	diversi	различен	diverso	ADJ;INDF;FEM;SG	DET;MASC;PL
революционен	rivoluzionari	революционен	rivoluzionario	ADJ;INDF;MASC;SG	N;MASC;PL
главна	principali	главен	principale	ADJ;INDF;FEM;SG	ADJ;PL
главна	main	главен	main	ADJ;INDF;FEM;SG	
югозапад	sudoccidentale	югозапад	sudoccidentale	N;DEF;MASC;SG	ADJ;SG
гражданска	civili	граждански	civile	ADJ;INDF;FEM;SG	N;PL
защитник	protettrice	защитник	protettore	N;INDF;MASC;SG	ADJ;FEM;SG
пиано	pianoforte	пиано	pianoforte	ADV	N;MASC;SG
двигатели	motore	двигател	motore	N;INDF;MASC;PL	N;MASC;SG
литературен	letterari	литературен	letterario	ADJ;INDF;MASC;SG	N;MASC;PL
партизански	guerriglia	партизански	guerriglia	PROPN;INDF;MASC;SG	N;FEM;SG
награден	decorati	награден	decorato	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
награден	decorata	награден	decorato	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
награден	decorate	награден	decorato	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
награден	decorato	награден	decorare	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
награден	ricompensato	награден	ricompensare	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
награден	premiata	награден	premiare	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
награден	premiati	награден	premiare	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
награден	premiato	награден	premiare	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
награден	aggiudicato	награден	aggiudicare	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
награден	aggiudicati	награден	aggiudicare	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
черен	neri	черен	nero	ADJ;INDF;MASC;SG	N;MASC;PL
черен	black	черен	black	ADJ;INDF;MASC;SG	N
широка	wide	широк	wide	ADJ;INDF;FEM;SG	N
широка	larghi	широк	largo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
женски	femminili	женски	femminile	ADJ;INDF;MASC;SG	ADJ;PL
женски	femmine	женски	femmina	ADJ;INDF;MASC;SG	N;FEM;PL
женски	femmina	женски	femmina	ADJ;INDF;MASC;SG	N;FEM;SG
женски	donna	женски	donna	ADJ;INDF;MASC;SG	N;FEM;SG
женски	femmine	женски	femmina	ADJ;INDF;MASC;SG	N;FEM;PL
воден	acquosa	воден	acquoso	ADJ;INDF;MASC;SG	N;FEM;SG
дух	fantasmi	дух	fantasma	N;INDF;MASC;SG	N;MASC;PL
листа	foglie	листа	foglia	N;INDF;FEM;SG	N;FEM;PL
листа	foglie	листа	foglia	N;INDF;FEM;SG	N;FEM;PL
проучвания	ricerca	проучване	ricerca	N;INDF;NEUT;PL	N;FEM;SG
северозападна	northwestern	северозападен	northwestern	ADJ;INDF;FEM;SG	N;MASC;SG
северозападна	nordovest	северозападен	nordovest	ADJ;INDF;FEM;SG	N;MASC;SG
тона	tonnellate	тон	tonnellare	N;DEF;MASC;SG	N;FEM;PL
сръбско	serba	сръбски	serbo	ADV	ADJ;FEM;SG
сръбско	serbo	сръбски	serbo	ADV	ADJ;MASC;SG
сръбско	serbi	сръбски	serbo	ADV	N;MASC;PL
приета	accettate	приема	accettare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
приета	accettati	приема	accettare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
приета	ammessi	приема	ammettere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
приета	adottati	приема	adottare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
свободно	libera	свободно	libero	ADV	ADJ;FEM;SG
свободно	gratis	свободно	gratis	ADV	N
свободно	liberi	свободно	libero	ADV	ADJ;MASC;PL
свободно	libero	свободно	libero	ADV	ADJ;MASC;SG
свободно	free	свободно	frendere	ADV	N
свободно	gratuito	свободно	gratuito	ADV	ADJ;MASC;SG
социалистическа	socialisti	социалистически	socialista	ADJ;INDF;FEM;SG	N;MASC;PL
карлос	carlos	карлос	carlos	PROPN;INDF;MASC;SG	N;MASC;SG
грузия	georgia	груз	georgia	PROPN;INDF;FEM;SG	N;FEM;SG
грузия	giorgia	груз	giorgia	PROPN;INDF;FEM;SG	N;FEM;SG
напред	inoltra	напред	inoltrare	ADV	V;IND;SG;3;PRS;FIN
напред	forward	напред	forward	ADV	N
старо	antico	стар	antico	ADV	ADJ;MASC;SG
старо	old	стар	old	ADV	N
старо	vecchi	стар	vecchio	ADV	ADJ;MASC;PL
старо	vecchio	стар	vecchio	ADV	ADJ;MASC;SG
старо	vecchia	стар	vecchio	ADV	ADJ;FEM;SG
чисто	puri	чисто	pure	ADV	ADJ;MASC;PL
чисто	puro	чисто	puro	ADV	ADJ;MASC;SG
чисто	pura	чисто	puro	ADV	ADJ;FEM;SG
чисто	pulita	чисто	pulito	ADV	ADJ;FEM;SG
чисто	pulito	чисто	pulito	ADV	ADJ;MASC;SG
чисто	pulite	чисто	pulito	ADV	ADJ;FEM;PL
водещ	presentatore	водя	presentatore	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;MASC;SG
водещ	host	водя	host	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;MASC
спортни	sporting	спортен	sporting	ADJ;INDF;PL	N;MASC
спортни	sport	спортен	sport	ADJ;INDF;PL	N;MASC
тежка	heavy	тежък	heavy	ADJ;INDF;FEM;SG	N
тежка	pesanti	тежък	pesante	ADJ;INDF;FEM;SG	ADJ;PL
тежка	gravi	тежък	grave	ADJ;INDF;FEM;SG	ADJ;PL
щат	stato	щат	essere	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
последователно	sequenziale	последователно	sequenziale	ADV	ADJ;SG
последователно	consecutive	последователно	consecutivo	ADV	ADJ;FEM;PL
последователно	consecutivo	последователно	consecutivo	ADV	ADJ;MASC;SG
последователно	consecutivi	последователно	consecutivo	ADV	ADJ;MASC;PL
последователно	consecutiva	последователно	consecutivo	ADV	ADJ;FEM;SG
алън	allen	алън	allen	PROPN;INDF;MASC;SG	N;MASC;SG
алън	allan	алън	allan	PROPN;INDF;MASC;SG	N;MASC;SG
алън	alan	алън	alan	PROPN;INDF;MASC;SG	N;MASC
литературни	letterari	литературен	letterario	ADJ;INDF;PL	N;MASC;PL
литературни	letterario	литературен	letterario	ADJ;INDF;PL	ADJ;MASC;SG
литературни	letteraria	литературен	letterario	ADJ;INDF;PL	ADJ;FEM;SG
римляните	romani	римлян	romano	N;DEF;MASC;PL	ADJ;MASC;PL
