başrolde	بطولة	başrol	بُطُولَة	N;ESS;SG;3	N;NOM;INDF;SG
kabuk	القشرة	kabuk	قَشَرَة		N;NOM;DEF;SG
kabuk	القذائف	kabuk	قَذِيفَة		N;NOM;DEF;PL
kabuk	قذائف	kabuk	قَذِيفَة		N;NOM;INDF;PL
kutlu	مبارك	kutlu	مبارك		
kutlu	مباركة	kutlu	مباركة		ADJ;NOM;INDF;FEM;SG
kutlu	المباركة	kutlu	مُبَارَكَة		N;NOM;DEF;SG
salim	سالم	salim	سالم		
marş	النشيد	marş	نَشِيد		N;NOM;DEF;SG
marş	نشيد	marş	نشيد		N;NOM;INDF;SG
marş	المسيرة	marş	مَسِيرَة		N;NOM;DEF;SG
marş	مارس	marş	مَارِس		N;GEN;INDF;SG
marş	مسيرة	marş	مَسِيرَة		N;NOM;INDF;SG
marş	اذار	marş	آذَار		N;NOM;INDF;SG
gömüldü	دفنت	göm	دَفَن	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
gömüldü	دفن	göm	دَفَن	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
gömüldü	مدفون	göm	مَدفُون	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
gömüldü	مدفونة	göm	مَدفُون	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
joker	الجوكر	joker	جُوكِر		
siena	سيينا	sinna	سِيِين	PROPN;NOM;SG;3	
melez	هجين	melez	هجين		N;NOM;INDF;SG
melez	الهجين	melez	الهجين		N;NOM;DEF;SG
melez	المختلطة	melez	مُختَلِط		ADJ;NOM;DEF;FEM;SG
derek	ديريك	derek	دِيرِيك		
kuzu	لامب	kuz	لَامِب		
kuzu	حمل	kuz	حَمَل		V;PFV;MASC;SG;3;ACT
kuzu	الحمل	kuz	حَمَل		N;NOM;DEF;SG
kuzu	خروف	kuz	خَرف		
yeryüzü	الارض	yeryüzü	أَرض		N;NOM;DEF;SG
jpeg	jp	jpeg	مَثّ		
bağlılık	وفاء	bağlılık	وفاء	N;NOM;SG;3	
yar	يار	yar	يار		
yar	يارا	yar	يَار		
sınırlıdır	المحدود	sınırlı	مَحدُود		ADJ;NOM;DEF;MASC;SG
sınırlıdır	محدود	sınırlı	مَحدُود		ADJ;NOM;INDF;MASC;SG
sınırlıdır	محدودا	sınırlı	مَحدُود		ADJ;ACC;INDF;MASC;SG
sınırlıdır	محدودة	sınırlı	مَحدُود		ADJ;NOM;INDF;FEM;SG
sınırlıdır	محدودية	sınırlı	مَحدُودِيَّة		N;NOM;INDF;SG
ihtiyaçları	يحتاج	ihtiyaç	اِحتَاج	N;NOM;PL;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
fiyatı	الثمن	fiyat	ثَمَن	N;ACC;SG;3	N;NOM;DEF;SG
fiyatı	الاسعار	fiyat	سِعر	N;ACC;SG;3	N;NOM;DEF;PL
fiyatı	سعره	fiyat	سعره	N;ACC;SG;3	PRO;NOM;FEM;SG;3
fiyatı	سعر	fiyat	سِعر	N;ACC;SG;3	N;NOM;INDF;SG
fiyatı	السعر	fiyat	سِعر	N;ACC;SG;3	N;NOM;DEF;SG
kombine	مزيج	kombine	مَزِيج		N;NOM;INDF;SG
kombine	تركيبة	kombine	تَركِيبَة		N;NOM;INDF;SG
bakmak	ابحث	bak	بَحَث	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;IMP;SG;FIN
bakmak	النظر	bak	نَظَر	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
sunderland	سندرلاند	sunderlan	سَنَدِرُلَاند	PROPN;NOM;SG;3	
led	قاد	i	قَاد		V;PFV;MASC;SG;3;ACT
oruç	الصيام	oruç	صِيَام		N;NOM;DEF;SG
gerçi	بالرغم	gerçi	بِ		N;NOM;DEF;SG
belirtildi	محدد	belir	مُحَدَّد	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
belirtildi	محددة	belir	مُحَدَّد	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
belirtildi	المحدد	belir	مُحَدَّد	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;SG
uzlaşma	المصالحة	uzlaş	مُصَالَحَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
uzlaşma	الوفاق	uzlaş	وِفَاق	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
uzlaşma	مصالحة	uzlaş	مُصَالَحَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
uzlaşma	المصالحة	uzlaş	مُصَالَحَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
uzlaşma	التوفيق	uzlaş	تَوفِيق	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
uzlaşma	توفيق	uzlaş	توفيق	V;PFV;NOM;IND;POS;PRS;V.MSDR	
uzlaşma	الاجماع	uzlaş	إِجمَاع	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
uzlaşma	تسوية	uzlaş	تَسوِيَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
uzlaşma	مساومة	uzlaş	مُسَاوَمَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
kâr	ارباح	kâr	رِبح		N;NOM;INDF;PL
kâr	الربح	kâr	رِبح		N;NOM;DEF;SG
kâr	الارباح	kâr	إِربَاح		N;NOM;DEF;PL
kâr	ربح	kâr	ربح		N;NOM;INDF;SG
kâr	ارباح	kâr	رِبح		N;NOM;INDF;PL
kâr	الارباح	kâr	إِربَاح		N;NOM;DEF;PL
leslie	ليسلي	lesli	ليسلي		
leslie	ليزلي	lesli	ليزلي		
fonu	صندوق	fonu	صُندُوق		N;NOM;INDF;SG
fonu	الصندوق	fonu	صُندُوق		N;NOM;DEF;SG
çaylak	النوب	çaylak	نَوب		
mühendisleri	المهندسين	mühendis	مُهَندِس	N;ACC;PL;3	N;NOM;DEF;PL
kökleri	الجذور	kök	الجذور	N;NOM;PL;3	N;NOM;DEF;SG
ortaklık	المنتسبة	ortaklık	مُنتَسِب	N;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
freud	فرويد	freud	فرويد		N;NOM;INDF;PL
kına	الحناء	kına	حَنَاء		N;NOM;DEF;SG
met	ميتس	met	ميتس		
met	قابلت	met	قَابَل		V;PFV;FEM;SG;3;ACT
met	اجتمعت	met	اِجتَمَع		V;PFV;FEM;SG;3;ACT
met	اجتمع	met	اِجتَمَع		V;PFV;MASC;SG;3;ACT
met	التقى	met	اِلتَقَى		V;PFV;MASC;SG;3;ACT
met	الميث	met	مِيثَة		N;NOM;DEF;SG
met	ميث	met	ميث		
ronaldo	رونالدو	ronal	رُونَالدُو		
dostlar	اصدقاء	dost	صَدِيق	ADJ;NOM;PL;3	N;NOM;INDF;PL
dostlar	الاصدقاء	dost	صَدِيق	ADJ;NOM;PL;3	N;NOM;DEF;PL
dostlar	صديقان	dost	صديقان	ADJ;NOM;PL;3	N;NOM;INDF;DU
juliet	جولييت	juliet	جولييت		
juliet	جوليت	juliet	جوليت		
sarhoş	ثمل	sarhoş	ثَمل		
sarhoş	سكران	sarhoş	سُكرَان		
eğilimi	نزعة	eğ	نُزعَة	N;ACC;SG;3	N;NOM;INDF;SG
yankı	اصداء	yankı	اصداء		N;NOM;INDF;PL
yankı	صدى	yankı	صَدَى		N;NOM;INDF;SG
yankı	الصدى	yankı	صَدَى		N;NOM;DEF;SG
yankı	ايكو	yankı	ايكو		
sergiler	المعارض	sergi	مَعرِض	N;NOM;PL;3	N;NOM;DEF;SG
sergiler	المعارض	sergi	مَعرِض	N;NOM;PL;3	N;NOM;DEF;SG
keşiş	الراهب	keşiş	رَاهِب		
keşiş	راهب	keşiş	راهب		N;NOM;INDF;SG
keşiş	مونك	keşiş	مونك		
keşiş	monk	keşiş	مَحَثّ		
temsilci	مندوب	temsilci	مَندُوب		N;NOM;INDF;SG
temsilci	تمثيلية	temsilci	تَمثِيلِيّ		ADJ;NOM;INDF;FEM;SG
temsilci	الممثل	temsilci	مُمَثِّل		N;NOM;DEF;SG
temsilci	ممثل	temsilci	مُمَثِّل		N;NOM;INDF;SG
temsilci	عميل	temsilci	عَمِيل		N;NOM;INDF;SG
temsilci	وكيل	temsilci	وَكِيل		N;NOM;INDF;SG
temsilci	العميل	temsilci	عَمِيل		N;NOM;DEF;SG
temsilci	عميلة	temsilci	عَمِيل		
temsilci	الوكيل	temsilci	وَكِيل		N;NOM;DEF;SG
sansür	رقابة	sansür	رَقَابَة		N;NOM;INDF;SG
sansür	الرقابة	sansür	رَقَابَة		N;NOM;DEF;SG
pir	pi	pir	مَثّ		
strauss	ستراوس	strauss	ستراوس		
faktör	العامل	faktör	عَامِل		N;NOM;DEF;SG
faktör	عامل	faktör	عَامِل		N;NOM;INDF;SG
sevinç	فرح	sevinç	فُرحَة		
sevinç	فرحة	sevinç	فَرحَة		N;NOM;INDF;SG
sevinç	الفرح	sevinç	فُرحَة		N;NOM;DEF;SG
sevinç	بهجة	sevinç	بَهجَة		
yayıncı	الناشر	yayıncı	نَاشِر		N;NOM;DEF;SG
yayıncı	مذيع	yayıncı	مُذِيع		N;NOM;INDF;SG
tazminat	الجبر	tazminat	جَبر		N;NOM;DEF;SG
tazminat	جبر	tazminat	جبر		
tazminat	التعويضات	tazminat	تَعوِيض		N;NOM;DEF;PL
tazminat	التعويض	tazminat	تَعوِيض		N;NOM;DEF;SG
tazminat	تعويض	tazminat	تَعوِيض		N;NOM;INDF;SG
tazminat	الاضرار	tazminat	ضَرَر		N;NOM;DEF;PL
tazminat	اضرار	tazminat	ضَرَر		N;NOM;INDF;PL
tazminat	التعويضات	tazminat	تَعوِيض		N;NOM;DEF;PL
dışarıda	الخارج	dışarı	خَارِج	N;ESS;SG;3	N;NOM;DEF;SG
dışarıda	خارج	dışarı	خَارِجَ	N;ESS;SG;3	ADP;ACC
manzara	اعرض	manzara	أَعرَض	N;NOM;SG;3	
banks	بانكس	banks	بَانكس		
banks	البنوك	banks	بَنك		N;NOM;DEF;PL
banks	المصارف	banks	مَصرِف		N;NOM;DEF;PL
banks	بنوك	banks	بَنك		N;NOM;INDF;PL
banks	مصارف	banks	مَصرِف		N;NOM;INDF;PL
göçmenler	المهاجرين	göçmen	مُهَاجِر	ADJ;NOM;PL;3	N;NOM;DEF;PL
göçmenler	المهاجرون	göçmen	مُهَاجِر	ADJ;NOM;PL;3	N;NOM;DEF;PL
göçmenler	المهاجرين	göçmen	مُهَاجِر	ADJ;NOM;PL;3	N;NOM;DEF;PL
göçmenler	المهاجرون	göçmen	مُهَاجِر	ADJ;NOM;PL;3	N;NOM;DEF;PL
göçmenler	مهاجرين	göçmen	مُهَاجِر	ADJ;NOM;PL;3	N;NOM;INDF;PL
düğünler	الاعراس	düğün	إِعرَاس	N;NOM;PL;3	N;NOM;DEF;SG
yerleştirilmiş	زرعت	yerleş	زَرَع	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
yerleştirilmiş	مزروعة	yerleş	مُزرُوع	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
yerleştirilmiş	زرع	yerleş	زَرع	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
doom	الهلاك	doom	هُوَ		N;NOM;DEF;SG
doom	هلاك	doom	هلاك		N;NOM;INDF;SG
amt	a	amt	a		
jake	جيك	jake	جَيك		
jake	جايك	jake	جَايك		
eduardo	ادواردو	et	ادواردو		
anlayış	بصيرة	anlayış	بصيرة		N;NOM;INDF;SG
anlayış	البصيرة	anlayış	بَصِير		N;NOM;DEF;SG
anlayış	التفاهم	anlayış	تَفَاهُم		N;NOM;DEF;SG
anlayış	التفهم	anlayış	تَفَهُّم		N;NOM;DEF;SG
anlayış	فهم	anlayış	فَهِم		V;PFV;MASC;SG;3;ACT
anlayış	الفهم	anlayış	فَهم		N;NOM;DEF;SG
anlayış	تفاهم	anlayış	تَفَاهُم		N;NOM;INDF;SG
görünmez	خفي	görün	خفي	V;IPFV;IND;SG;3;NEG	N;NOM;INDF;SG
görünmez	مخفي	görün	مُخَفَّى	V;IPFV;IND;SG;3;NEG	ADJ;NOM;INDF;MASC;SG
görünmez	خفية	görün	خَفِيّ	V;IPFV;IND;SG;3;NEG	ADJ;NOM;INDF;FEM;SG
görünmez	الخفي	görün	خَفِيّ	V;IPFV;IND;SG;3;NEG	N;NOM;DEF;SG
bileşenleri	عناصر	bileş	عُنصُر	N;ACC;PL;3	N;NOM;INDF;PL
bileşenleri	المكونات	bileş	مُكَوِّن	N;ACC;PL;3	N;NOM;DEF;PL
bileşenleri	العناصر	bileş	عُنصُر	N;ACC;PL;3	N;NOM;DEF;PL
bileşenleri	مكونات	bileş	مُكَوِّن	N;ACC;PL;3	N;NOM;INDF;PL
değirmen	الطاحونة	değir	طَاحُونَة		N;NOM;DEF;SG
değirmen	ميلز	değir	ميلز		
sawyer	سوير	sawyer	سوير		
inanan	المؤمن	inan	مُؤَمِّن		N;NOM;DEF;SG
inanan	مؤمن	inan	مؤمن		
valilik	حاكم	valilik	حَاكِم	N;NOM;SG;3	
pensilvanya	بنسلفانيا	pensilvanya	بَنسلَفَانِيَا	PROPN;NOM;SG;3	
belirleyici	حاسم	belirleyici	حَاسِم		ADJ;NOM;INDF;MASC;SG
belirleyici	حاسمة	belirleyici	حَاسِم		ADJ;NOM;INDF;FEM;SG
belirleyici	الحاسم	belirleyici	حَاسِم		ADJ;NOM;DEF;MASC;SG
kil	طين	kil	طين		
kil	كلاي	kil	كَلَاي		
ölümsüz	خالد	ölümsüz	خالد	ADJ	
ölümsüz	الخالد	ölümsüz	خَالِد	ADJ	
kanye	كاني	kany	كاني		
masum	الابرياء	masum	بَرِيء		ADJ;NOM;DEF;MASC;PL
masum	بريئة	masum	بَرِيء		ADJ;NOM;INDF;FEM;SG
masum	بريء	masum	برِيء		
truva	تروي	truv	رَوَى		V;IPFV;FEM;IND;SG;3;FIN;ACT
truva	طروادة	truv	طُرُوَادَة		
truva	طروادة	truv	طُرُوَادَة		
yaya	يايا	yaya	يَايَا		
okuyucu	القارئ	okuyucu	قَارِئ		N;NOM;DEF;SG
binaların	المباني	bina	مَبنَى	N;GEN;PL;3	N;NOM;DEF;PL
binaların	البنايات	bina	بِنَايَة	N;GEN;PL;3	N;NOM;DEF;PL
binaların	مبان	bina	مَبَّان	N;GEN;PL;3	N;NOM;INDF;PL
binaların	مباني	bina	مَبنَى	N;GEN;PL;3	N;NOM;INDF;PL
hannibal	هانيبال	hannibal	هانيبال		
limon	الليمون	limon	لَيمُون		N;NOM;DEF;SG
limon	ليمون	limon	لِيمُون		
limon	لايم	limon	لايم		
filip	فيليب	fil	فِيلِيب		
yazıcı	الطابعة	yazıcı	طَابِع		N;NOM;DEF;SG
yazıcı	طابعة	yazıcı	طَابِع		N;NOM;INDF;SG
yazıcı	الطابعات	yazıcı	الطابعات		N;NOM;DEF;PL
karayip	الكاريبي	karay	الكاريبي	ADV	
şampiyona	البطولات	şampiyon	البطولات	N;DAT;SG;3	N;NOM;DEF;PL
şampiyona	بطولات	şampiyon	بُطُولَة	N;DAT;SG;3	N;NOM;INDF;PL
şampiyona	البطولة	şampiyon	بُطُولَة	N;DAT;SG;3	N;NOM;DEF;SG
şampiyona	بطوله	şampiyon	بطوله	N;DAT;SG;3	PRO;NOM;MASC;SG;3
şampiyona	بطولة	şampiyon	بُطُولَة	N;DAT;SG;3	N;NOM;INDF;SG
stereo	المسجل	stereo	مُسَجَّل		N;NOM;DEF;SG
sinek	ذبابة	sinek	ذَبَّابَة		N;NOM;INDF;SG
sinek	الذباب	sinek	ذَبَّاب		N;NOM;DEF;SG
yarbay	عقيد	yarbay	عَقِيد		N;NOM;INDF;SG
yarbay	كولونيل	yarbay	كُولُونِيل		
yarbay	العقيد	yarbay	عَقِيد		N;NOM;DEF;SG
tutarlı	متسق	tutarlı	مُتَسَقِّق		ADJ;NOM;INDF;MASC;SG
tutarlı	متسقة	tutarlı	مُتَسَقِّق		ADJ;NOM;INDF;FEM;SG
tutarlı	متماسك	tutarlı	مُتَمَاسِك		ADJ;NOM;INDF;MASC;SG
tutarlı	متسقة	tutarlı	مُتَسَقِّق		ADJ;NOM;INDF;FEM;SG
mussolini	موسوليني	mussol	موسوليني		
mitoloji	الاساطير	mitoloji	أُسطَاطِير		N;NOM;DEF;PL
tükenmiş	منهكة	tüken	مَنهك	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
çorba	الحساء	çorb	حِسَاء	N;NOM;SG;3	N;NOM;DEF;PL
fermi	فيرمي	fermi	فيرمي		
motors	محركات	motors	مُحَرَّك	PROPN;NOM;SG;3	N;NOM;INDF;PL
motors	موتورز	motors	مُوتُورز	PROPN;NOM;SG;3	
sally	سالي	sally	سالي		
suçlar	جريمة	suç	جَرِيمَة	N;NOM;PL;3	N;NOM;INDF;SG
suçlar	الجريمة	suç	جَرِيمَة	N;NOM;PL;3	N;NOM;DEF;SG
büyücü	الساحر	büyücü	سَاحِر		N;NOM;DEF;SG
koku	شم	koku	شم		
koku	الشم	koku	شَمّ		N;NOM;DEF;SG
koku	رائحة	koku	رَائِحَة		N;NOM;INDF;SG
koku	رائحة	koku	رَائِحَة		N;NOM;INDF;SG
umman	عمان	umman	عَمَّان		N;NOM;INDF;SG
kamyon	شاحنة	kamyon	شَاحِنَة		N;NOM;INDF;SG
kamyon	الشاحنة	kamyon	شَاحِنَة		N;NOM;DEF;SG
kamyon	الشاحنات	kamyon	شَاحِنَة		N;NOM;DEF;PL
kamyon	شاحنات	kamyon	شَاحِنَة		N;NOM;INDF;PL
kırılma	تكسر	kır	كَسَّر	V;PFV;NOM;IMP;POS;PRS;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
kırılma	ينكسر	kır	اِنكَسَر	V;PFV;NOM;IMP;POS;PRS;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
kırılma	كسر	kır	كَسر	V;PFV;NOM;IMP;POS;PRS;PASS	N;NOM;INDF;SG
ayakları	القدم	ayak	قَدَم	N;NOM;PL;3	N;NOM;DEF;SG
ayakları	قدم	ayak	قَدَّم	N;NOM;PL;3	V;PFV;MASC;SG;3;ACT
ayakları	القدمين	ayak	قَدَم	N;NOM;PL;3	N;ACC;DEF;DU
ruanda	رواندا	rua	رُوَاندَا		
minsk	مينسك	minsk	مينسك	PROPN;NOM;SG;3	
rehber	مرشد	rehber	مُرشِد		N;NOM;INDF;SG
rehber	دليل	rehber	دَلِيل		N;NOM;INDF;SG
rehber	الدليل	rehber	دَلِيل		N;NOM;DEF;SG
rehber	المرشد	rehber	مُرشِد		N;NOM;DEF;SG
rehber	ارشاد	rehber	إِرشَاد		N;NOM;INDF;SG
davranışı	السلوك	davranış	سُلُوك	N;ACC;SG;3	N;NOM;DEF;SG
davranışı	سلوك	davranış	سُلُوك	N;ACC;SG;3	N;NOM;INDF;SG
birleştirme	الدمج	birleş	دَمج	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;DEF;SG
birleştirme	دمج	birleş	دَمج	V;PFV;IMP;SG;2;NEG;PRS;CAUS	
birleştirme	التوحيد	birleş	تَوحِيد	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;DEF;SG
birleştirme	توحيد	birleş	تَوحِيد	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;INDF;SG
sonuncu	الاخيرة	sonuncu	أَخِير		ADJ;NOM;DEF;FEM;SG
sonuncu	اخر	sonuncu	آخَر		ADJ;NOM;INDF;MASC;SG
sonuncu	اخير	sonuncu	أَخِير		ADJ;NOM;INDF;MASC;SG
sonuncu	تدوم	sonuncu	دَام		V;IPFV;FEM;IND;SG;3;FIN;ACT
sonuncu	الاخير	sonuncu	أَخِير		ADJ;NOM;DEF;MASC;SG
jesus	خيسوس	jesus	خيسوس		
sloganı	شعار	slogan	شِعَار	N;ACC;SG;3	N;NOM;INDF;SG
interwiki	interwi	interwiki	interwi		
uzatma	التطويل	uza	تَطوِيل	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;DEF;SG
uzatma	اطالة	uza	إِطَالَة	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;INDF;SG
uzatma	تمديد	uza	تَمدِيد	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;INDF;SG
uzatma	امتداد	uza	اِمتِدَاد	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;INDF;SG
uzatma	التمديد	uza	تَمدِيد	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;DEF;SG
çalma	يسرق	çal	سَرِق		V;IPFV;MASC;IND;SG;3;FIN;ACT
derinlik	اعماق	derinlik	عُمق	N;NOM;SG;3	N;NOM;INDF;PL
koza	الشرنقة	koza	شَرنَقَة		N;NOM;DEF;SG
masalı	الحكاية	masal	حِكَايَة	N;ACC;SG;3	N;NOM;DEF;SG
masalı	حكاية	masal	حِكَايَة	N;ACC;SG;3	N;NOM;INDF;SG
geliri	العوائد	gel	عَائِدَة		N;NOM;DEF;PL
geliri	العائدات	gel	عَائِد		N;NOM;DEF;PL
tamer	تامر	tamer	تَامر		
brugge	بروج	brugge	بُرُوج	PROPN;NOM;SG;3	
kazanç	ارباح	kazanç	رِبح	N;NOM;SG;3	N;NOM;INDF;PL
kazanç	الارباح	kazanç	إِربَاح	N;NOM;SG;3	N;NOM;DEF;PL
kazanç	مكسب	kazanç	مَكسَب	N;NOM;SG;3	
kazanç	ارباح	kazanç	رِبح	N;NOM;SG;3	N;NOM;INDF;PL
kazanç	الارباح	kazanç	إِربَاح	N;NOM;SG;3	N;NOM;DEF;PL
kazanç	ارباح	kazanç	رِبح	N;NOM;SG;3	N;NOM;INDF;PL
kazanç	الارباح	kazanç	إِربَاح	N;NOM;SG;3	N;NOM;DEF;PL
hardy	هاردي	hardy	هَارِد		
yaratık	الوحش	yarat	وَحش		N;NOM;DEF;SG
yaratık	اجنبي	yarat	أَجنَبِيّ		ADJ;NOM;INDF;MASC;SG
yaratık	الاجنبي	yarat	أَجنَبِيّ		ADJ;NOM;DEF;MASC;SG
yaratık	فضائي	yarat	فَضَائِيّ		ADJ;NOM;INDF;MASC;SG
yaratık	مخلوق	yarat	مَخلُوق		ADJ;NOM;INDF;MASC;SG
yaratık	المخلوق	yarat	مَخلُوق		N;NOM;DEF;SG
alessandro	اليساندرو	alessandro	اليساندرو		
alessandro	al	alessandro	شَشّ		
denklemleri	المعادلات	denklem	مُعَادِلَة	N;ACC;PL;3	N;NOM;DEF;PL
brandon	براندون	bra	برَاندُون	PROPN;NOM;SG;3	
theodore	تيودور	theodore	تيودور		
gidiyor	ذهاب	git	ذَهَاب	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;SG
gidiyor	ذاهب	git	ذَاهِب	V;PROG;IND;SG;3;POS;INFM;PRS	
gidiyor	ذاهبة	git	ذَاهِبَة	V;PROG;IND;SG;3;POS;INFM;PRS	ADJ;NOM;INDF;FEM;SG
gidiyor	الرحيل	git	رَحِيل	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;SG
gidiyor	مغادرة	git	مُغَادَرَة	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;SG
gidiyor	يغادر	git	غَادَر	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
dinin	الدين	din	دِين	N;GEN;SG;3	N;NOM;DEF;SG
dinin	ديانة	din	دِيَانَة	N;GEN;SG;3	N;NOM;INDF;SG
dinin	الديانة	din	دِيَانَة	N;GEN;SG;3	N;NOM;DEF;SG
paradise	جنة	paradise	جنة	N;NOM;SG;3	
önlemler	الاحتياطات	önlem	اِحتِيَاط	ADJ;NOM;PL;3	N;NOM;DEF;PL
önlemler	احتياطات	önlem	اِحتِيَاط	ADJ;NOM;PL;3	N;NOM;INDF;PL
önlemler	التدابير	önlem	تَدبِير	ADJ;NOM;PL;3	N;NOM;DEF;PL
önlemler	تدابير	önlem	تَدبِير	ADJ;NOM;PL;3	N;NOM;INDF;PL
clinton	كلينتون	clinton	كلِينتُون	PROPN;NOM;SG;3	
clinton	كلنتون	clinton	كلنتون	PROPN;NOM;SG;3	
öncelik	اولويات	öncelik	أَولَوِيَّة	N;NOM;SG;3	N;NOM;INDF;PL
başlamak	بدء	başla	بَدء	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
başlamak	البدء	başla	بَدء	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
editor	محرر	et	محرر		N;NOM;INDF;SG
editor	محررة	et	محررة		ADJ;NOM;INDF;FEM;SG
editor	المحرر	et	مُحَرَّر		N;NOM;DEF;SG
makul	المعقول	makul	مَعقُول		
makul	معقولة	makul	مَعقُول		ADJ;NOM;INDF;FEM;SG
css	المغلق	css	مُغلَق		ADJ;NOM;DEF;MASC;SG
css	c	css	هُوَ		
sanayii	صناعة	sanayii	صِنَاعَة		N;NOM;INDF;SG
sanayii	الصناعة	sanayii	صِنَاعَة		N;NOM;DEF;SG
sanayii	صناعي	sanayii	صِنَاعِيّ		ADJ;NOM;INDF;MASC;SG
sanayii	صناعية	sanayii	صِنَاعِيّ		ADJ;NOM;INDF;FEM;SG
sanayii	الصناعية	sanayii	صِنَاعِيّ		ADJ;NOM;DEF;FEM;SG
duff	دف	duff	دَف		
jackie	جاكي	jackie	جَاكِي		
tropik	الاستوائية	tropik	اِستِوَائِيّ		
komünizm	الشيوعية	komün	شُيُوعِيَّة		N;NOM;DEF;SG
hokeyi	هوكي	hoke	هوكي	N;NOM;SG;3	
buffalo	بافالو	buffalo	بافالو	PROPN;NOM;SG;3	
buffalo	الجاموس	buffalo	جَامُوس	PROPN;NOM;SG;3	
funk	فانك	funk	فانك		
funk	فنك	funk	فَنك		
uygulanabilir	ينطبق	uygula	اِنطَبَق	V;IPFV;POT;SG;3;POS;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
yasaklandı	محظور	yasakla	مَحظُور		ADJ;NOM;INDF;MASC;SG
yasaklandı	محظورة	yasakla	مَحظُور		ADJ;NOM;INDF;FEM;SG
knicks	نيكس	knicks	نِيكس		
altta	القاع	altta	قَاع		N;NOM;DEF;SG
altta	قاع	altta	قَاع		N;NOM;INDF;SG
eczacılık	الصيدلانية	eczacılık	صِيدلَانِيّ	N;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
discogs	disco	discogs	مُحَقَّه		
kullanın	استعمل	kullan	اِستَعمَل	V;PFV;IMP;PL;2;POS;PRS	V;PFV;MASC;SG;3;ACT
kullanın	الاستعمال	kullan	اِستِعمَال	V;PFV;IMP;PL;2;POS;PRS	N;NOM;DEF;SG
kullanın	استخدام	kullan	اِستِخدَام	V;PFV;IMP;PL;2;POS;PRS	N;NOM;INDF;SG
kullanın	الاستخدام	kullan	اِستِخدَام	V;PFV;IMP;PL;2;POS;PRS	N;NOM;DEF;SG
kullanın	استخدم	kullan	اِستَخدَم	V;PFV;IMP;PL;2;POS;PRS	V;PFV;MASC;SG;3;ACT
kalbi	القلب	kalbi	قَلب	ADJ;NOM;SG;3	N;NOM;DEF;SG
kalbi	قلبا	kalbi	قَلب	ADJ;NOM;SG;3	N;ACC;INDF;SG
