astronomie	astronomii	astronomie	astronomia	N;FEM;SG	
silver	srebrne	silver	srebrny	PROPN	N;NOM;MASC;SG
silver	srebrna	silver	srebrny	PROPN	
silver	silver	silver	silver	PROPN	
offrant	oferowanie	offrir	oferować	V;PRS;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hugh	hugh	hugh	hugh	PROPN	PROPN;NOM;MASC;SG
érigée	wzniesiony	ériger	wznieść	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
durand	durand	durand	durand	PROPN	N;NOM;MASC;SG
océanie	oceania	océanie	oceaniać	PROPN	
kenya	kenii	kenya	kenia	PROPN	PROPN;NOM;FEM;SG
diamant	diament	diamant	diament	N;MASC;SG	
diamant	diamond	diamant	diamond	N;MASC;SG	
diamant	diamenty	diamant	diament	N;MASC;SG	N;ACC;MASC;PL
diamant	diamenty	diamant	diament	N;MASC;SG	N;ACC;MASC;PL
diamant	karo	diamant	karo	N;MASC;SG	
quinzaine	fifteen	quinzaine	fifteen	N;FEM;SG	
quinzaine	piętnaście	quinzaine	piętnaście	N;FEM;SG	
drogue	prochy	drogue	prochy	N;FEM;SG	N;NOM;MASC;PL
drogue	narkotyki	drogue	narkotyk	N;FEM;SG	N;NOM;MASC;PL
drogue	leki	drogue	lek	N;FEM;SG	N;NOM;MASC;PL
drogue	narkotyków	drogue	narkotyk	N;FEM;SG	N;GEN;MASC;PL
drogue	narkotyki	drogue	narkotyk	N;FEM;SG	N;NOM;MASC;PL
soutenue	wspierany	soutenir	wspierać	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
soutenue	obsługiwany	soutenir	obsługiwać	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
soutenue	wspierane	soutenir	wspierać	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
soutenue	obsługiwane	soutenir	obsługiwać	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
derby	derby	derby	derba	N;MASC;SG	
libertés	swobody	liberté	swoboda	N;FEM;PL	
magazines	czasopisma	magazine	czasopismo	N;MASC;PL	N;ACC;MASC;SG
chanter	sing	chanter	singa	V;NFIN	
chanter	śpiewanie	chanter	śpiewać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
chanter	śpiew	chanter	śpiew	V;NFIN	N;NOM;MASC;SG
abrégé	skrócone	abréger	skrócić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
abrégé	skróconej	abréger	skrócić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
fusil	broń	fusil	broń	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
fusil	gun	fusil	guna	N;MASC;SG	
serbes	serbem	serbe	serb	ADJ;MASC;PL	
serbes	serbów	serbe	serb	ADJ;MASC;PL	N;GEN;MASC;PL
serbes	serbski	serbe	serbski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
marx	marx	marx	marna	PROPN	PROPN;NOM;MASC;SG
marx	marks	marx	marks	PROPN	PROPN;NOM;MASC;SG
couverte	objętych	couvrir	objąć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
couverte	kryty	couvrir	kryć	V;FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
couverte	pokryta	couvrir	pokryć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
couverte	pokryte	couvrir	pokryć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
roberts	roberts	robert	roberts	PROPN	PROPN;NOM;MASC;SG
broadway	broadway	broadway	broadway	PROPN	N;NOM;MASC;SG
broadway	broadwayu	broadway	broadway	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
législatif	legislacyjnych	législatif	legislacyjny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
législatif	legislatura	législatif	legislatura	ADJ;MASC;SG	N;NOM;FEM;SG
rotterdam	rotterdam	rotterdam	rotterdać	PROPN	N;NOM;MASC;SG
salaire	zarobki	salaire	zarobek	N;MASC;SG	N;NOM;MASC;PL
salaire	płac	salaire	płaca	N;MASC;SG	
salaire	zarobki	salaire	zarobek	N;MASC;SG	N;NOM;MASC;PL
salaire	płace	salaire	płaca	N;MASC;SG	
salaire	zyski	salaire	zysk	N;MASC;SG	N;NOM;MASC;PL
salaire	zarobki	salaire	zarobek	N;MASC;SG	N;NOM;MASC;PL
salaire	zarobków	salaire	zarobek	N;MASC;SG	N;GEN;MASC;PL
salaire	dochody	salaire	dochód	N;MASC;SG	N;NOM;MASC;PL
rappeur	rap	rappeur	rapa	N;MASC;SG	
plaines	plains	plaine	plains	N;FEM;PL	N;NOM;MASC;SG
watson	watson	watson	watson	PROPN	
prêté	wypożyczony	prêter	wypożyczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
préféré	ulubione	préférer	ulubiony	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
préféré	ulubiony	préférer	ulubić	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
préféré	ulubiona	préférer	ulubiony	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
préféré	ulubione	préférer	ulubiony	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
préféré	ulubiona	préférer	ulubiony	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
préféré	ulubionych	préférer	ulubić	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL
préféré	ulubiony	préférer	ulubić	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
préféré	preferowany	préférer	preferować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
préféré	preferuje	préférer	preferować	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ingénierie	inżynierii	ingénierie	inżynieria	N;FEM;SG	
bayonne	bayonne	bayonne	bayonny	PROPN	ADJ;NOM;NEUT;SG
asiatiques	azji	asiatique	azjić	ADJ;MASC;PL	PROPN;NOM;FEM;SG
asiatiques	azjaci	asiatique	azjata	ADJ;MASC;PL	N;NOM;MASC;PL
clara	klara	clara	klara	PROPN	N;NOM;FEM;SG
clara	clara	clara	clara	PROPN	PROPN;NOM;FEM;SG
pérez	pérez	pérer	porez	PROPN	PROPN;NOM;MASC;SG
magistrat	judge	magistrat	judga	N;MASC;SG	
automobiles	samochody	automobile	samochód	ADJ;MASC;PL	N;NOM;MASC;PL
ethnique	etnicznych	ethnique	etniczny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
comarque	comarca	comarque	comrzec	N;FEM;SG	
haies	hedges	haie	hedges	N;FEM;PL	PROPN;NOM;MASC;SG
considérées	rozpatrywane	considérer	rozpatrywać	V;FEM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
considérées	rozważane	considérer	rozważać	V;FEM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
considérées	badanym	considérer	badany	V;FEM;PL;PST;V.PTCP	ADJ;INS;MASC;SG
randonnée	turystyka	randonnée	turystyka	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
randonnée	wędrówka	randonnée	wędrówka	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
randonnée	wędrówki	randonnée	wędrówka	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;PL
chambéry	chambéry	chambéry	chambor	N;MASC;SG	
vignes	vignes	vigne	vignes	N;FEM;PL	
vignes	winorośli	vigne	winorość	N;FEM;PL	N;GEN;FEM;SG
vignes	winnicy	vigne	winnica	N;FEM;PL	N;GEN;FEM;SG
vignes	winnic	vigne	winnica	N;FEM;PL	
contrainte	stres	contraindre	stres	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
contrainte	stresu	contraindre	stres	V;FEM;SG;PST;V.PTCP	N;GEN;MASC;SG
contrainte	ograniczenie	contraindre	ograniczenie	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
contrainte	przymus	contraindre	przymus	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
contrainte	przymusu	contraindre	przymus	V;FEM;SG;PST;V.PTCP	N;GEN;MASC;SG
folk	folk	folk	folk	N;MASC;SG	
folk	ludowa	folk	ludowy	N;MASC;SG	ADJ;NOM;FEM;SG
portails	gates	portail	gates	N;MASC;PL	
portails	bramy	portail	brama	N;MASC;PL	
portails	bram	portail	brama	N;MASC;PL	
apogée	climax	apogée	climax	N;MASC;SG	
apogée	pinnacle	apogée	pinnacle	N;MASC;SG	
apogée	pik	apogée	pik	N;MASC;SG	
apogée	peak	apogée	peak	N;MASC;SG	
obtenue	uzyskane	obtenir	uzyskać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
obtenue	otrzymana	obtenir	otrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
obtenue	otrzymany	obtenir	otrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
obtenue	otrzymane	obtenir	otrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
antarctique	antarktyda	antarctique	antarktyda	ADJ;MASC;SG	
antarctique	antarktyki	antarctique	antarktyk	ADJ;MASC;SG	N;ACC;FEM;SG
conducteur	kierowców	conducteur	kierowca	N;MASC;SG	N;ACC;MASC;PL
conducteur	sterowniki	conducteur	sterownik	N;MASC;SG	N;ACC;MASC;PL
étendu	rozszerzone	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
étendu	rozszerzona	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
étendu	rozszerzony	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
étendu	przedłużony	étendre	przedłużyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
étendu	rozszerzone	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
étendu	rozszerzony	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
étendu	rozszerzona	étendre	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
interdite	zabronione	interdire	zabronić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interdite	zakazany	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interdite	zakazane	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interdite	niedozwolone	interdire	niedozwolony	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP
interdite	zabronione	interdire	zabronić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interdite	zakazany	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interdite	zakazane	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interdite	zakazany	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interdite	zakazana	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
interdite	zakazane	interdire	zakazać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sphère	kula	sphère	kula	N;FEM;SG	
lévy	lévy	lévy	lexy	PROPN	
libye	libii	libye	libić	N;FEM;SG	PROPN;GEN;FEM;SG
choisie	wybrany	choisir	wybrać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
choisie	wybrane	choisir	wybrać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
choisie	wybrani	choisir	wybrany	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
choisie	wybrana	choisir	wybrać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
chirurgie	chirurgia	chirurgie	chirurgia	N;FEM;SG	
chirurgie	chirurgiczne	chirurgie	chirurgiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
sent	zapachy	sentir	zapach	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
oublié	zapomniany	oublier	zapomnieć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
oublié	zapomniane	oublier	zapomnieć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
résidences	rezydencja	résidence	rezydencja	N;FEM;PL	N;NOM;FEM;SG
yann	jan	yann	jan	PROPN	PROPN;NOM;MASC;SG
yann	yann	yann	yann	PROPN	PROPN;NOM;MASC;SG
balles	jaja	balle	jajo	N;FEM;PL	N;NOM;NEUT;SG
balles	piłki	balle	piłka	N;FEM;PL	
tigre	tiger	tigre	tiger	N;MASC;SG	
tigre	tigre	tigre	tigry	N;MASC;SG	PROPN;NOM;MASC;SG
compromis	zagrożona	compromis	zagrożyć	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
middle	środek	middle	środek	PROPN	N;NOM;MASC;SG
middle	środkowy	middle	środkowy	PROPN	ADJ;NOM;MASC;SG
middle	środkowa	middle	środkowy	PROPN	ADJ;NOM;FEM;SG
chaine	łańcuchy	chaîne	łańcuch	N;FEM;SG	N;NOM;MASC;PL
séoul	seulu	séoul	seul	PROPN	PROPN;NOM;MASC;SG
parts	udostępnienia	part	udostępnienie	N;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
partager	podziału	partager	podział	V;NFIN	N;GEN;MASC;SG
partager	udostępnienie	partager	udostępnić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
partager	udostępnianie	partager	udostępniać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
partager	udostępnianie	partager	udostępniać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
omar	omar	omar	omar	PROPN	PROPN;NOM;MASC;SG
omar	omara	omar	omar	PROPN	
monica	monika	monica	monik	PROPN	PROPN;NOM;FEM;SG
monica	moniki	monica	monika	PROPN	
monica	monica	monica	monica	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
rey	rey	rey	rey	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
josef	josef	josef	joskof	PROPN	PROPN;NOM;MASC;SG
josef	józef	josef	józef	PROPN	PROPN;NOM;MASC;SG
michèle	michelle	michèle	michelle	ADJ;FEM;SG	PROPN;NOM;FEM;SG
michèle	michele	michèle	michel	ADJ;FEM;SG	PROPN;NOM;MASC;SG
michèle	michèle	michèle	michsł	ADJ;FEM;SG	PROPN;NOM;FEM;SG
pommes	jabłko	pomme	jabłko	N;FEM;PL	N;NOM;NEUT;SG
pommes	apple	pomme	appo	N;FEM;PL	
vannes	gates	vanne	gates	N;MASC;PL	
vannes	bramy	vanne	brama	N;MASC;PL	
vannes	bram	vanne	brama	N;MASC;PL	
vannes	vannes	vanne	vannes	N;MASC;PL	N;NOM;MASC;SG
haine	nienawiści	haine	nienawiść	N;FEM;SG	
haine	nienawiści	haine	nienawiść	N;FEM;SG	
haine	nienawidzę	haine	nienawidzić	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
motte	motte	motte	motto	N;FEM;SG	
poussée	ciągu	poussée	ciąg	V;FEM;SG;PST;V.PTCP	N;GEN;MASC;SG
poussée	pchnięcie	poussée	pchnięcie	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
poussée	ciąg	poussée	ciąg	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
giorgio	giorgio	giorgio	giorgio	PROPN	
picard	picard	picard	picard	PROPN	PROPN;NOM;MASC;SG
nommer	nazewnictwa	nommer	nazewnictwo	V;NFIN	N;GEN;NEUT;SG
nommer	nazwisko	nommer	nazwisko	V;NFIN	N;NOM;NEUT;SG
nommer	imię	nommer	imię	V;NFIN	N;NOM;NEUT;SG
nommer	nazwa	nommer	nazwa	V;NFIN	N;NOM;FEM;SG
lettonie	łotwa	lettonie	łotwy	N;FEM;SG	
lettonie	łotwy	lettonie	łotwy	N;FEM;SG	
lettonie	łotwie	lettonie	łotwo	N;FEM;SG	
lettonie	łotewski	lettonie	łotewski	N;FEM;SG	ADJ;NOM;MASC;SG
alerte	czujny	alerte	czujny	N;FEM;SG	ADJ;NOM;MASC;SG
fermes	farma	ferme	farma	ADJ;FEM;PL	
fermes	farmie	ferme	farma	ADJ;FEM;PL	N;DAT;FEM;SG
fermes	gospodarstwa	ferme	gospodarstwo	ADJ;FEM;PL	N;NOM;NEUT;SG
fermes	gospodarstwo	ferme	gospodarstwo	ADJ;FEM;PL	N;NOM;NEUT;SG
fermes	farmy	ferme	farma	ADJ;FEM;PL	N;ACC;FEM;SG
fermes	gospodarstwa	ferme	gospodarstwo	ADJ;FEM;PL	N;NOM;NEUT;SG
fermes	gospodarstw	ferme	gospodarstwo	ADJ;FEM;PL	N;GEN;NEUT;PL
tunisienne	tunezja	tunisien	tunezja	ADJ;FEM;SG	
tunisienne	tunezji	tunisien	tunezja	ADJ;FEM;SG	PROPN;GEN;FEM;SG
copies	kopie	copie	kopać	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
restaurer	przywrócenie	restaurer	przywrócenie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restaurer	przywrócenie	restaurer	przywrócenie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
annecy	annecy	annecy	annec	PROPN	PROPN;NOM;MASC;SG
edwards	edwards	edward	edwards	PROPN	PROPN;NOM;MASC;SG
distances	odległości	distance	odległość	N;FEM;PL	N;GEN;FEM;SG
distances	odległość	distance	odległość	N;FEM;PL	N;ACC;FEM;SG
distances	dystans	distance	dystans	N;FEM;PL	N;NOM;MASC;SG
distances	odległości	distance	odległość	N;FEM;PL	N;GEN;FEM;SG
gardiens	straż	gardien	straż	N;MASC;PL	N;NOM;FEM;SG
piscine	bilard	piscine	bilard	N;FEM;SG	
donnés	podane	donner	podać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
donnés	podana	donner	podać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
donnés	przekazał	donner	przekazać	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ronald	ronald	ronald	ronald	PROPN	N;NOM;MASC;SG
charité	charytatywne	charité	charytatywny	N;FEM;SG	ADJ;NOM;NEUT;SG
exceptionnelle	wyjątkowych	exceptionnel	wyjątkowy	ADJ;FEM;SG	ADJ;GEN;MASC;PL
allée	przejściu	aller	przejście	V;FEM;SG;PST;V.PTCP	N;DAT;NEUT;SG
allée	uliczka	aller	uliczka	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
allée	aleja	aller	aleja	V;FEM;SG;PST;V.PTCP	
allée	zaułek	aller	zaułek	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
allée	podjeździe	aller	podjazd	V;FEM;SG;PST;V.PTCP	N;DAT;MASC;SG
allée	podjazd	aller	podjazd	V;FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
sienne	sienna	sienne	sienny	ADJ;FEM;SG	
sienne	siena	sienne	siena	ADJ;FEM;SG	
emily	emily	emily	emil	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
explications	wyjaśnienie	explication	wyjaśnić	N;FEM;PL	N;NOM;NEUT;SG
explications	wyjaśnienia	explication	wyjaśnienie	N;FEM;PL	N;NOM;NEUT;SG
explications	wytłumaczenia	explication	wytłumaczyć	N;FEM;PL	N;GEN;NEUT;SG
explications	wyjaśnienia	explication	wyjaśnienie	N;FEM;PL	N;NOM;NEUT;SG
abel	abel	abel	abel	N;MASC;SG	PROPN;NOM;MASC;SG
cave	jaskinia	cave	jaskiniać	N;FEM;SG	
cave	jaskini	cave	jaskinia	N;FEM;SG	
acquérir	nabywanie	acquérir	nabywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
acquérir	zdobywanie	acquérir	zdobywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
acquérir	pozyskiwanie	acquérir	pozyskiwać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
séparé	rozdzielone	séparer	rozdzielić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
séparé	oddzielone	séparer	oddzielić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
séparé	osobne	séparer	osobny	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
séparé	odrębne	séparer	odrębny	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
séparé	oddzielne	séparer	oddzielny	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
enregistrée	zarejestrowany	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrée	rejestrowane	enregistrer	rejestrować	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	zapisane	enregistrer	zapisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	zarejestrowane	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	nagrane	enregistrer	nagrać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	zarejestrowany	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrée	zarejestrowana	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
enregistrée	zarejestrowane	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	zarejestrowanych	enregistrer	zarejestrować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
enregistrée	zapisane	enregistrer	zapisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrée	zapisany	enregistrer	zapisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrée	zapisana	enregistrer	zapisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
enregistrée	zapisanych	enregistrer	zapisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
passés	przeszłość	passer	przeszłość	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
passés	przeszłości	passer	przeszłość	V;MASC;PL;PST;V.PTCP	N;GEN;FEM;SG
recommandations	zalecenie	recommandation	zalecenie	N;FEM;PL	N;NOM;NEUT;SG
recommandations	rekomendacji	recommandation	rekomendacja	N;FEM;PL	N;GEN;FEM;SG
plainte	skargi	plainte	skarga	N;FEM;SG	
plainte	skarg	plainte	skarga	N;FEM;SG	
plainte	skargi	plainte	skarga	N;FEM;SG	
hippolyte	hippolyte	hippolyte	hippolyta	N;MASC;SG	
doubles	podwójny	double	podwójny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
doubles	podwójna	double	podwójny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
doubles	podwójne	double	podwójny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
doubles	podwójnie	double	podwójnie	ADJ;MASC;PL	ADV
égyptienne	egipcjanie	égyptien	egipcjanin	ADJ;FEM;SG	N;NOM;MASC;PL
idéologie	ideologicznych	idéologie	ideologiczny	N;FEM;SG	ADJ;GEN;MASC;PL
cage	cage	cage	caga	N;FEM;SG	
cage	klatki	cage	klatka	N;FEM;SG	N;ACC;FEM;PL
tronçon	stretch	tronçon	stret	N;MASC;SG	
banc	ławki	banc	ławka	N;MASC;SG	N;ACC;FEM;PL
souverains	władcy	souverain	władka	N;MASC;PL	N;NOM;MASC;SG
souverains	państwowego	souverain	państwowy	N;MASC;PL	ADJ;ACC;MASC;SG
copyright	autorskie	copyright	autorski	N;MASC;SG	ADJ;NOM;NEUT;SG
gaule	gal	gaule	gala	N;FEM;SG	
gaule	galii	gaule	galia	N;FEM;SG	
martine	martine	martine	martiny	N;FEM;SG	PROPN;NOM;FEM;SG
martine	martina	martine	martina	N;FEM;SG	
martine	martyna	martine	martyna	N;FEM;SG	PROPN;NOM;FEM;SG
martine	marcin	martine	marcin	N;FEM;SG	PROPN;NOM;MASC;SG
martine	martin	martine	martin	N;FEM;SG	PROPN;NOM;MASC;SG
indochine	indochinach	indochine	indochina	N;FEM;SG	N;GEN;MASC;PL
ménages	domowych	ménage	domowy	N;MASC;PL	ADJ;GEN;MASC;PL
captain	kapitan	captain	kapitan	PROPN	N;NOM;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN	N;NOM;MASC;SG
italiennes	włoska	italien	włoski	ADJ;FEM;PL	ADJ;NOM;FEM;SG
italiennes	włochy	italien	włochy	ADJ;FEM;PL	
italiennes	włoski	italien	włoski	ADJ;FEM;PL	
italiennes	włoch	italien	wąć	ADJ;FEM;PL	
italiennes	włoskie	italien	włoski	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
démographie	demograficzne	démographie	demograficzny	N;FEM;SG	ADJ;NOM;NEUT;SG
asiatique	azja	asiatique	azja	ADJ;MASC;SG	
asiatique	azji	asiatique	azjić	ADJ;MASC;SG	PROPN;NOM;FEM;SG
regarde	zegarek	regarder	zegarek	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
regarde	obserwuj	regarder	obserwować	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
corde	liny	corde	lina	N;FEM;SG	N;ACC;FEM;PL
corde	akord	corde	akord	N;FEM;SG	
geoffroy	gotfryd	geoffroy	gotfryd	PROPN	N;NOM;MASC;SG
