oklahoma	οκλαχόμα	oklahoma	οκλαχόμα		PROPN;NOM;FEM;SG
udstedte	εκδίδεται	udstedt	εκδίδω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
flash	flash	flash	flash	N;INDF;MASC+FEM;SG	
horne	χορν	horne	χορν		
identiske	πανομοιότυπα	identisk	πανομοιότυπο	ADJ;PL	ADV
identiske	ίδια	identisk	ίδιος	ADJ;PL	ADJ;NOM;FEM;SG
identiske	πανομοιότυπο	identisk	πανομοιότυπο	ADJ;PL	ADJ;NOM;NEUT;SG
udtrykke	εξπρές	udtrykke	εξπρός	V;NFIN;ACT	N
udtrykke	express	udtrykke	express	V;NFIN;ACT	
husk	θυμάσαι	husk	θυμάμαι	V;IMP	V;PFV;IND;SG;1;PST;FIN;ACT
husk	θυμήσου	husk	θύμησος	V;IMP	V;PFV;IND;SG;1;PRS;FIN;ACT
husk	θυμηθείτε	husk	θυμώ	V;IMP	V;PFV;IND;PL;2;FIN;PASS
rotterdam	ρότερνταμ	rotterdam	ρότερνταμα	N;INDF;MASC+FEM;SG	ADV;CMPR
hvile	ξεκούραση	hvile	ξεκούραση	V;NFIN;ACT	N;NOM;FEM;SG
hvile	υπόλοιπα	hvile	υπόλοιπος	V;NFIN;ACT	ADV
hvile	ανάπαυση	hvile	ανάπαυση	V;NFIN;ACT	N;ACC;FEM;SG
metaller	μεταλλικό	metal	μεταλλικός	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
metaller	μέταλλο	metal	μέταλλο	N;INDF;NEUT;PL	N;NOM;NEUT;SG
metaller	metal	metal	metal	N;INDF;NEUT;PL	
metaller	μεταλλικά	metal	μεταλλικά	N;INDF;NEUT;PL	ADJ;NOM;NEUT;PL
tilskud	επιχορηγήσεις	tilskud	επιχορήγηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	επιδοτήσεις	tilskud	επιδότηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	υποτροφίες	tilskud	υποτροφία	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	επιχορηγήσεις	tilskud	επιχορήγηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	επιδοτήσεις	tilskud	επιδότηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	γκραντ	tilskud	γκραντ	N;INDF;NEUT;SG	
tilskud	γκράντ	tilskud	γκράντ	N;INDF;NEUT;SG	
tilskud	grant	tilskud	grant	N;INDF;NEUT;SG	
gorm	γκορμ	gorm	γκορμ		N
dreje	στροφή	dreje	στροφή	V;NFIN;ACT	N;ACC;FEM;SG
alla	alla	alla	alla	N;INDF;MASC+FEM;SG	
gravsten	ταφόπλακα	gravst	ταφόπλακο	N;DEF;MASC+FEM;SG	ADV
gravsten	ταφόπλακα	gravst	ταφόπλακο	N;DEF;MASC+FEM;SG	ADV
bern	μπερν	bern	μπερν	N;INDF;MASC+FEM;SG	
bern	βέρνης	bern	βέρνη	N;INDF;MASC+FEM;SG	PROPN;GEN;FEM;SG
graf	γραφική	graf	γραφικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
graf	γκραφ	graf	γκραφ	N;INDF;MASC+FEM;SG	
tynd	λεπτό	tynd	λεπτό	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
pfalz	pfalz	pfalz	pfalz	N;INDF;MASC+FEM;SG	
pfalz	παλατινάτου	pfalz	παλατίνατος	N;INDF;MASC+FEM;SG	PROPN;GEN;MASC;SG
cook	μάγειρα	cook	μάγειρα		N;NOM;NEUT;SG
cook	μαγείρισσα	cook	μαγείρισσα		N;NOM;FEM;SG
cook	μάγειρας	cook	μάγειρα		N;NOM;MASC;SG
cook	κουκ	cook	κουκ		
cook	μαγείρεμα	cook	μαγείρεμα		N;NOM;NEUT;SG
somalia	σομαλία	somalia	σομαλία		PROPN;NOM;FEM;SG
kære	αγαπητέ	kære	αγαπητός	ADJ;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
udløbet	έληξε	udløb	λήγω	N;DEF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
kunstige	τεχνητή	kunstig	τεχνητός	ADJ;PL	ADJ;NOM;FEM;SG
kunstige	τεχνητά	kunstig	τεχνητός	ADJ;PL	ADV
kunstige	τεχνητό	kunstig	τεχνητός	ADJ;PL	ADJ;NOM;NEUT;SG
vinci	βίντσι	vinci	βίντσι		
vinci	vinci	vinci	vinci		
katolikker	καθολικούς	katolik	καθολικός	N;INDF;MASC+FEM;PL	ADJ;ACC;MASC;PL
katolikker	καθολικών	katolik	καθολικός	N;INDF;MASC+FEM;PL	ADJ;GEN;FEM;PL
katolikker	καθολικοί	katolik	καθολικός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
fangerne	αιχμάλωτοι	fange	αιχμάλωτος	N;DEF;MASC+FEM;PL	ADJ;NOM;MASC;PL
fangerne	φυλακισμένοι	fange	φυλακίζω	N;DEF;MASC+FEM;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
udviser	εκθέματα	udvise	έκθεμα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
afc	εκα	afc	εκα	PROPN	N
afc	afc	afc	afc	PROPN	
samarbejdede	συνεργάστηκε	samarbejde	συνεργώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
samarbejdede	συνεργάστηκαν	samarbejde	συνεργώ	V;IND;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
guddommelige	θεϊκή	guddommelig	θεϊκός	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	θεϊκό	guddommelig	θεϊκός	ADJ;PL	ADJ;NOM;NEUT;SG
forsinket	αργά	forsinke	αργά	V;INDF;SG;PST;V.PTCP	ADV
forsinket	καθυστέρηση	forsinke	καθυστέρηση	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
forsinket	καθυστερημένα	forsinke	καθυστερώ	V;INDF;SG;PST;V.PTCP	ADV
baltimore	βαλτιμόρη	baltimor	βαλτιμόρος		PROPN;NOM;FEM;SG
franco	φράνκο	franco	φράνκο		
jag	jag	jag	jag	N;INDF;MASC+FEM;SG	
hviler	ξεκουράζεται	hvile	ξεκουράζω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
innovation	καινοτομίες	innovation	καινοτομία	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
june	ιούνιο	jun	ιούνιος	N;INDF;MASC+FEM;SG	PROPN;ACC;MASC;SG
june	τζουν	jun	τζω	N;INDF;MASC+FEM;SG	
june	ιούνιος	jun	ιούνιος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
edda	edda	edda	edda	N;INDF;MASC+FEM;SG	
vogn	τρόλεϊ	vogn	τρόλεϊ	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
vogn	καρότσι	vogn	καρότσι	N;INDF;MASC+FEM;SG	
nilsson	νίλσον	nilsson	νίλσον		
ski	σκι	ski	σκι	N;INDF;NEUT;SG	
ski	πέδιλα	ski	πέδιλος	N;INDF;NEUT;SG	N;NOM;NEUT;PL
ski	σκι	ski	σκι	N;INDF;NEUT;SG	
ski	σκι	ski	σκι	N;INDF;NEUT;SG	
gear	ταχύτητες	gear	ταχύτητα	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
gear	γρανάζια	gear	γρανάζια	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
vega	βέγκα	vega	βέγκα	N;INDF;MASC+FEM;SG	
engineering	μηχανική	engineering	μηχανικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
forrest	φόρεστ	forrest	φόρεστ		
kfum	ymca	kfum	ymca	N;INDF;NEUT;SG	
porte	γκέιτς	porte	γκέιτς	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG
udlændinge	εξωγήινοι	udlænding	εξωγώ	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
udlændinge	εξωγήινους	udlænding	εξώγηινος	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
udlændinge	ξένοι	udlænding	ξένος	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
udlændinge	αλλοδαποί	udlænding	αλλοδαπός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
gregor	γκρέγκορ	gregor	γκρέγκορ	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
gregor	γκρέγκορι	gregor	γκρέγκορι	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
nordlig	βόρεια	nordlig	βόρεια	ADJ;INDF;MASC+FEM;SG	ADV
nordlig	βορεια	nordlig	βορεια	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
øde	έρημο	øde	έρημος	ADJ	N;ACC;MASC;SG
aston	aston	aston	aston	N;INDF;MASC+FEM;SG	
kollegium	college	kollegium	college	N;INDF;NEUT;SG	
westminster	westminster	westminst	westminster	N;INDF;MASC+FEM;SG	
doctor	δόκτωρ	doctor	δόκτωρ		
doctor	γιατρός	doctor	γιατρός		N;NOM;MASC;SG
doctor	γιατρό	doctor	γιατρός		N;NOM;MASC;SG
doctor	γιατρέ	doctor	γιατρές		V;IPFV;IND;SG;1;PRS;FIN;ACT
undgik	αποφεύγεται	undgå	αποφεύγω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
undgik	αποφευχθεί	undgå	αποφεύγω	V;IND;PST;FIN;ACT	V;PFV;NFIN;PASS
reguleret	ρυθμίζεται	regulere	ρυθμίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
reguleret	ρυθμιζόμενες	regulere	ρυθμιζόμενος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
bistand	ενισχύσεις	bistand	ενίσχυση	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
casino	casino	casino	casino	N;INDF;MASC+FEM;SG	
dæmningen	dam	dæmning	dam	N;DEF;MASC+FEM;SG	
retningslinjer	κατευθυντήρια	retningslinje	κατευθυντήριο	N;INDF;MASC+FEM;PL	ADV
brænde	καυσόξυλα	brænde	καυσόξυλα	V;NFIN;ACT	N;NOM;NEUT;PL
brænde	καύση	brænde	καύση	V;NFIN;ACT	N;NOM;FEM;SG
brænde	κάψιμο	brænde	κάψιμο	V;NFIN;ACT	N;NOM;NEUT;SG
brænde	κάψε	brænde	κάψε	V;NFIN;ACT	
brænde	έγκαυμα	brænde	έγκαυμα	V;NFIN;ACT	N;NOM;NEUT;SG
brænde	καύση	brænde	καύση	V;NFIN;ACT	N;NOM;FEM;SG
brænde	κάψιμο	brænde	κάψιμο	V;NFIN;ACT	N;NOM;NEUT;SG
grækerne	έλληνες	græker	έλληνας	N;DEF;MASC+FEM;PL	ADJ;NOM;MASC;PL
mercury	υδράργυρο	mercury	υδράργυρος		N;NOM;NEUT;SG
mercury	υδραργύρου	mercury	υδράργυρος		N;GEN;NEUT;SG
mercury	υδράργυρος	mercury	υδράργυρος		N;NOM;MASC;SG
mercury	ερμής	mercury	ερμή		N;NOM;MASC;SG
ulf	ulf	ulf	ulf	PROPN	
katharina	καταρίνα	katharina	καταρίνα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
masters	μάστερς	mast	μάστερς	N;GEN;INDF;MASC+FEM;PL	NUM
masters	αφέντες	mast	αφήντης	N;GEN;INDF;MASC+FEM;PL	N;NOM;MASC;PL
moralsk	ηθικός	moralsk	ηθικός	ADV	ADJ;NOM;MASC;SG
moralsk	ηθικό	moralsk	ηθικός	ADV	N;NOM;NEUT;SG
moralsk	ηθική	moralsk	ηθικός	ADV	ADJ;NOM;FEM;SG
intern	εσωτερικές	intern	εσωτερικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
intern	εσωτερικό	intern	εσωτερικό	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
intern	εσωτερικά	intern	εσωτερικά	ADJ;INDF;MASC+FEM;SG	ADV
søværnet	ναυτικό	søværn	ναυτικός	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
givne	δεδομένο	givn	δεδομένο	ADJ;PL	N;NOM;NEUT;SG
givne	δεδομένου	givn	δεδομένο	ADJ;PL	ADV
nordic	σκανδιναβικές	nordic	σκανδιναβικός		ADJ;NOM;FEM;PL
reserveret	προορίζεται	reservere	προορίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
helikopter	ελικόπτερα	helikopter	ελικόπ	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
fugtig	υγρό	fugtig	υγρό	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
emily	έμιλυ	emily	έμιλος		PROPN;NOM;FEM;SG
emily	έμιλι	emily	έμιλι		PROPN;NOM;FEM;SG
emily	emily	emily	emily		
hukommelse	μνήμες	hukommelse	μνήμα	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
exchange	ανταλλαγή	exchange	ανταλλαγή		N;NOM;FEM;SG
stormen	στορμ	stor	στορμ	N;DEF;MASC+FEM;SG	
behandlede	επεξεργασμένο	behandle	επεξεργάζω	V;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
behandlede	επεξεργασμένα	behandle	επεξεργάζω	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;PL
behandlede	επεξεργασμένο	behandle	επεξεργάζω	V;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
phillips	φίλιπς	phillips	φίλιπς	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
beverly	μπέβερλυ	beverly	μπέβερλς		V;PFV;IND;SG;3;PST;FIN;ACT
beverly	μπέβερλι	beverly	μπέβερλι		
said	είπε	said	λέγω		V;PFV;IND;SG;3;PST;FIN;ACT
living	ζώντας	living	ζών	N;INDF;MASC+FEM;SG	V;IPFV;V.CVB;ACT
fck	fck	fyk	fck	PROPN	N
heidelberg	χαϊδελβέργη	heidelberg	χαϊδελβέργη	N;INDF;MASC+FEM;SG	PROPN;ACC;FEM;SG
heide	heide	heide	heide	N;INDF;MASC+FEM;SG	
nissan	nissan	nissan	nissan	N;INDF;MASC+FEM;SG	
scheel	schell	scheel	schell	N;INDF;MASC+FEM;SG	
relativ	συγγενής	relativ	συγγενής	ADV	N;NOM;MASC;SG
relativ	σχετικός	relativ	σχετικός	ADV	ADJ;NOM;MASC;SG
relativ	σχετική	relativ	σχετικός	ADV	ADJ;NOM;FEM;SG
relativ	σχετικό	relativ	σχετικός	ADV	ADJ;NOM;NEUT;SG
klippe	κλιφ	klippe	κλιφ	V;NFIN;ACT	
klippe	rock	klippe	rock	V;NFIN;ACT	
klippe	πέτρα	klippe	πέτρο	V;NFIN;ACT	N;NOM;FEM;SG
klippe	ροκ	klippe	ροκ	V;NFIN;ACT	
klippe	βράχος	klippe	βράχος	V;NFIN;ACT	N;NOM;MASC;SG
powell	πάουελ	powell	πάουελ		PROPN;NOM;MASC;SG
nba	nba	nba	nba		
nba	νβα	nba	νβα		
rovers	rovers	rove	rovers	N;GEN;INDF;MASC+FEM;PL	
publikationer	εκδόσει	publikation	εκδίδω	N;INDF;MASC+FEM;PL	V;PFV;NFIN;ACT
foster	φόστερ	foste	φόστερ	N;INDF;MASC+FEM;PL	
foster	έμβρυο	foste	έμβρυο	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
thrash	thrash	thrash	thrash	N;INDF;NEUT;SG	
forudgående	προηγούμενα	forudgående	προηγούμενος	ADJ	ADV
vice	ηθών	vice	ηθός	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
hedenske	ειδωλολάτρη	hedensk	ειδωλολάτρης	ADJ;PL	N;NOM;MASC;SG
hedenske	παγανιστικό	hedensk	παγανιστικός	ADJ;PL	ADJ;NOM;NEUT;SG
gravid	έγκυος	gravid	έγκυος	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
koncentrerede	συμπυκνωμένο	koncentrere	συμπυκνωμένος	V;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
weber	γουέμπερ	weber	γουέμπερ	N;INDF;MASC+FEM;SG	
weber	weber	weber	weber	N;INDF;MASC+FEM;SG	
overføre	ανέβασμα	overføre	ανέβασμα	V;NFIN;ACT	N;NOM;NEUT;SG
overføre	ανέβασμα	overføre	ανέβασμα	V;NFIN;ACT	N;NOM;NEUT;SG
kraftigere	ισχυρότερη	kraftigere	ισχύρος	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
kraftigere	δυνατότερος	kraftigere	δύνα	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
kasakhstan	καζακστάν	kasakhstan	καζακστάν		
kasakhstan	καζαχστάν	kasakhstan	καζαχστάν		
memphis	μέμφις	memphis	μέμφις		
sullivan	σάλιβαν	sullivan	σάλιβαν	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
sullivan	sullivan	sullivan	sullivan	N;INDF;MASC+FEM;SG	
sullivan	σάλλιβαν	sullivan	σάλλιβαν	N;INDF;MASC+FEM;SG	V;PFV;IND;PL;3;PST;FIN;ACT
garde	garde	gard	garde	N;INDF;MASC+FEM;SG	
cherokee	τσερόκι	cherokee	τσερόκι		N;NOM;MASC;SG
knyttede	κόμπους	knytte	κόμπος	V;PL;PST;V.PTCP	N;ACC;MASC;PL
unik	μοναδικοί	unik	μοναδικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
uklart	ασαφείς	uklar	ασαφής	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
nevada	νεβάδα	nevada	νεβάδα		PROPN;NOM;FEM;SG
opfattede	αντιληπτή	opfatte	αντιληπτής	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
opfattede	αντιληπτό	opfatte	αντιληπτός	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG
professionelt	επαγγελματίας	professionelt	επαγγελματίας	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
professionelt	επαγγελματικά	professionelt	επαγγελματικά	ADJ;INDF;NEUT;SG	ADV
professionelt	επαγγελματικά	professionelt	επαγγελματικά	ADJ;INDF;NEUT;SG	ADV
sandt	αληθές	sinde	αληθή	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
sandt	αληθεια	sinde	αληθεια	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
sandt	αλήθεια	sinde	αλήθεια	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
bart	μπαρτ	bart	μπαρτ	N;INDF;MASC+FEM;SG	
tyler	τάιλερ	tyle	τάιλερ	N;INDF;MASC+FEM;SG	
tyler	tyler	tyle	tyler	N;INDF;MASC+FEM;SG	
moralske	ηθικός	moralsk	ηθικός	ADJ;PL	ADJ;NOM;MASC;SG
moralske	ηθικό	moralsk	ηθικός	ADJ;PL	N;NOM;NEUT;SG
moralske	ηθική	moralsk	ηθικός	ADJ;PL	ADJ;NOM;FEM;SG
bohr	μπορ	bohr	μπορ		V;IPFV;IND;SG;1;PRS;FIN;ACT
antoine	αντουάν	antoin	αντούα		PROPN;NOM;MASC;SG
gallien	γαλατία	gallien	γαλατία	PROPN	N;ACC;FEM;SG
mazda	mazda	mazda	mazda		
jam	μαρμελάδα	jam	μαρμελάδα		N;NOM;FEM;SG
nathan	νέιθαν	nathan	νένω		
nathan	nathan	nathan	nathan		
virgin	παρθένο	virgin	παρθένος		PROPN;NOM;NEUT;SG
virgin	παρθένα	virgin	παρθένα		N;NOM;FEM;SG
virgin	παρθένος	virgin	παρθένος		ADJ;NOM;MASC;SG
panama	παναμά	panama	παναμύς	PROPN	PROPN;NOM;NEUT;SG
della	della	della	della		
appel	προσφυγές	appel	προσφυγή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
appel	εκκλήσεις	appel	έκκληση	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
australiens	αυστραλία	australie	αυστραλία	N;GEN;DEF;MASC+FEM;SG	PROPN;ACC;FEM;SG
merlin	μέρλιν	merlin	μέρλιν		N;NOM;NEUT;SG
evigt	αιώνιος	evigt	αιώνιος	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
bretagne	μπρίτανι	bretagen	μπρίτανι	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;PST;FIN;PASS
savnede	αστόχησε	savne	αστόχοσε	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
savnede	ξέφυγε	savne	ξεφύγω	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
savnede	λείπουν	savne	λείπω	V;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
savnede	λείπει	savne	λείπω	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
savnede	αγνοούμενος	savne	αγνοούμενος	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
savnede	αγνοείται	savne	αγνοώ	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
rumænske	ρουμανικό	rumænsk	ρουμανικός	ADJ;PL	ADJ;NOM;NEUT;SG
rumænske	ρουμανική	rumænsk	ρουμανικός	ADJ;PL	ADJ;NOM;FEM;SG
rumænske	ρουμάνος	rumænsk	ρουμάνος	ADJ;PL	N;NOM;MASC;SG
rumænske	ρουμάνοι	rumænsk	ρουμάνος	ADJ;PL	N;NOM;MASC;PL
animal	ζώο	animal	ζώο		N;NOM;NEUT;SG
java	java	java	java	N;INDF;MASC+FEM;SG	
fortiden	περασμένες	fortid	περασμένος	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fortiden	περασμένα	fortid	περασμένος	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;PL
nutidige	σύγχρονος	nutidig	σύγχρονος	ADJ;PL	ADJ;NOM;MASC;SG
nutidige	σύγχρονο	nutidig	σύγχρονο	ADJ;PL	ADJ;NOM;NEUT;SG
nutidige	σύγχρονη	nutidig	σύγχρονος	ADJ;PL	ADJ;NOM;FEM;SG
hardcore	hardcore	hardcore	hardcore		
modstanderen	αντίπαλός	modstander	αντίπαλός	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
modstanderen	αντίπαλος	modstander	αντίπαλος	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
vildt	αγρια	vildt	αγρια	ADJ;INDF;NEUT;SG	N
vildt	άγρια	vildt	άγρια	ADJ;INDF;NEUT;SG	N;NOM;NEUT;PL
vildt	άγριες	vildt	άγριος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
vildt	παιχνίδι	vildt	παιχνίδι	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
vildt	game	vildt	game	ADJ;INDF;NEUT;SG	
vildt	παιχνιδι	vildt	παιχνιδι	ADJ;INDF;NEUT;SG	
vildt	τρέλα	vildt	τρέλα	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
vildt	τρελή	vildt	τρελή	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
vildt	τρελός	vildt	τρελός	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
vildt	τρελό	vildt	τρελό	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
indgreb	παρεμβάσεις	indgreb	παρέμβαση	N;INDF;NEUT;SG	N;NOM;FEM;PL
indgreb	παρεμβολές	indgreb	παρεμβολή	N;INDF;NEUT;SG	N;NOM;FEM;PL
indgreb	παρεμβάσεις	indgreb	παρέμβαση	N;INDF;NEUT;SG	N;NOM;FEM;PL
brænder	καύση	brænde	καύση	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
brænder	κάψιμο	brænde	κάψιμο	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
brænder	κάψε	brænde	κάψε	V;IND;PRS;FIN;ACT	
brænder	έγκαυμα	brænde	έγκαυμα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
brænder	μπερνς	brænde	μπερνς	V;IND;PRS;FIN;ACT	
brænder	εγκαύματα	brænde	έγκαυμα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
brænder	καυστήρα	brænde	καυστήρα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
brænder	καύση	brænde	καύση	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
brænder	κάψιμο	brænde	κάψιμο	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tirsdag	τρίτη	tirsdag	τρίτος	N;INDF;MASC+FEM;SG	NUM;NOM;FEM;SG
reddede	αποθηκευμένα	redde	αποθηκεύω	V;IND;PST;FIN;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
reddede	αποθηκεύτηκε	redde	αποθηκώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
reddede	σώθηκε	redde	σώνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
reddede	αποθηκευμένες	redde	αποθηκεύω	V;IND;PST;FIN;ACT	V;PFV;NOM;FEM;PL;V.PTCP;PASS
glass	γυάλινο	glass	γυάλινος		N;NOM;NEUT;SG
glass	γυάλινη	glass	γυάλινος		N;NOM;FEM;SG
glass	ποτήρι	glass	ποτήρι		N;NOM;NEUT;SG
glass	γυαλί	glass	γυαλί		N;NOM;NEUT;SG
glass	γυαλιά	glass	γυαλιάς		N;NOM;NEUT;PL
sekundære	δευτερεύον	sekundær	δευτερεύω	ADJ;PL	N;NOM;NEUT;SG
sekundære	δευτεροβάθμια	sekundær	δευτεροβάθμιος	ADJ;PL	ADJ;NOM;FEM;SG
sekundære	δευτερεύουσα	sekundær	δευτερεύουσα	ADJ;PL	ADJ;NOM;FEM;SG
serbisk	σέρβος	serbisk	σέρβος	ADJ;INDF;SG	PROPN;NOM;MASC;SG
serbisk	σέρβο	serbisk	σέρβος	ADJ;INDF;SG	N
serbisk	σερβικά	serbisk	σερβικά	ADJ;INDF;SG	ADV
serbisk	σέρβος	serbisk	σέρβος	ADJ;INDF;SG	PROPN;NOM;MASC;SG
zeus	δία	zeus	δία		N;VOC;MASC;SG
zeus	δίας	zeus	δία		PROPN;NOM;MASC;SG
vitamin	βιταμίνες	vitamin	βιταμίνος	N;INDF;NEUT;SG	N;NOM;FEM;PL
letter	λετονοί	lette	λετονός	V;IND;PRS;FIN;ACT	N;NOM;SG
letter	διευκόλυνση	lette	διευκόλυνση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
blokeret	μπλοκάρει	blokere	μπλοκάρω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
hoppe	άλμα	hoppe	άλμα	V;NFIN;ACT	N;NOM;NEUT;SG
hoppe	φοράδα	hoppe	φοράδα	V;NFIN;ACT	N;NOM;FEM;SG
hoppe	άλματα	hoppe	άλμα	V;NFIN;ACT	N;NOM;NEUT;PL
hoppe	αναπήδηση	hoppe	αναπήδηση	V;NFIN;ACT	N;NOM;FEM;SG
nashville	νάσβιλ	nashville	νάσβιλ		
rasende	έξαλλος	rasende	έξαλλος	ADJ	PROPN;NOM;MASC;SG
rasende	εξοργισμένος	rasende	εξοργισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
rasende	εξοργισμένος	rasende	εξοργισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
edwards	έντουαρντς	edwards	έντουαρντς		PROPN;NOM;MASC;SG
bær	μούρα	bære	μούρα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
