категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
всередині	внутри	всередині	внутри		ADV
всередині	изнутри	всередині	изнутри		ADV
всередині	внутрь	всередині	внутрь		ADV
засновник	основателя	засновник	основатель	N;ANIM;NOM;MASC;SG	N;ANIM;GEN;MASC;SG
будинків	дома	будинок	дома	N;INAN;GEN;MASC;PL	ADV
будинків	дома	будинок	дома	N;INAN;GEN;MASC;PL	ADV
історична	исторических	історичний	исторический	ADJ;NOM;FEM;SG	ADJ;GEN;PL
історична	исторические	історичний	исторический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
названий	назвал	названий	назвать	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
названий	названа	названий	назвать	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
гроші	money	гроші	money	N;INAN;NOM	PROPN
гроші	деньги	гроші	деньги	N;INAN;NOM	N;INAN;NOM;FEM;PL
служба	божественная	служба	божественный	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
служба	божественное	служба	божественный	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
служба	службы	служба	служба	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
служба	услуги	служба	услуга	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
зірки	starlight	зірка	starlight	N;ANIM;NOM;FEM;PL	PROPN
зірки	звезды	зірка	звезда	N;ANIM;NOM;FEM;PL	N;INAN;NOM;FEM;PL
вчений	учёный	вчений	учёный	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;ANIM;NOM;MASC;SG
вчений	ученый	вчений	ученый	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;ANIM;NOM;MASC;SG
гру	game	гра	game	N;INAN;ACC;FEM;SG	PROPN
гру	игра	гра	игра	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
швейцарії	швейцария	швейцарія	швейцария	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
швейцарії	швейцарию	швейцарія	швейцария	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
швейцарії	швейцарии	швейцарія	швейцария	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
кожному	каждая	кожний	каждый	PRO;INAN;DAT;NEUT;SG	DET;NOM;FEM;SG
кожному	каждому	кожний	каждый	PRO;INAN;DAT;NEUT;SG	DET;DAT;MASC;SG
кожному	каждый	кожний	каждый	PRO;INAN;DAT;NEUT;SG	DET;NOM;MASC;SG
кожному	каждое	кожний	каждый	PRO;INAN;DAT;NEUT;SG	DET;NOM;NEUT;SG
богдан	богдана	богдан	богданин	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
богдан	богдан	богдан	богданин	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
вихід	бросить	вихід	бросить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
бога	god	бог	god	N;ANIM;ACC;MASC;SG	PROPN
бога	боже	бог	бог	N;ANIM;ACC;MASC;SG	INTJ
бога	бог	бог	бог	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
режим	mode	режим	mode	N;INAN;NOM;MASC;SG	PROPN
кілометрів	майлс	кілометр	майлс	N;INAN;GEN;MASC;PL	N;ANIM;NOM;MASC;SG
кілометрів	мили	кілометр	мили	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
кілометрів	майлз	кілометр	майлз	N;INAN;GEN;MASC;PL	N;ANIM;NOM;MASC;SG
взяли	забрала	взяти	забрать	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
взяли	взял	взяти	брать	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
взяли	забрал	взяти	забрать	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
будинки	дома	будинок	дома	N;INAN;NOM;MASC;PL	ADV
будинки	дома	будинок	дома	N;INAN;NOM;MASC;PL	ADV
шевченко	шевченко	шевченко	шевченко	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
чол	чхоль	чол.	чхоль		N;INAN;NOM;MASC;SG
володіння	зависимости	володіння	зависимость	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
містять	сдержать	містити	сдержать	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NFIN;ACT
ольга	оля	ольга	оля	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
ольга	ольга	ольга	ольга	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
машина	machine	машина	machine	N;INAN;NOM;FEM;SG	PROPN
машина	машину	машина	машина	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
машина	car	машина	car	N;INAN;NOM;FEM;SG	PROPN
бік	стороне	бік	сторона	N;INAN;NOM;MASC;SG	N;INAN;DAT;FEM;SG
цифровий	цифровые	цифровий	цифровой	ADJ;NOM;MASC;SG	ADJ;NOM;PL
цифровий	digital	цифровий	digital	ADJ;NOM;MASC;SG	PROPN
простір	космической	простір	космический	N;INAN;NOM;MASC;SG	ADJ;INS;FEM;SG
простір	space	простір	space	N;INAN;NOM;MASC;SG	PROPN
забив	выигрыш	забити	выигрыш	V;PFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;MASC;SG
забив	победы	забити	победа	V;PFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;FEM;PL
забив	победа	забити	победа	V;PFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;FEM;SG
дніпро	днепр	дніпро	днепр	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дніпро	днепр	дніпро	днепр	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
гран	grands	гран	grands		PROPN
гран	гран	гран	гран		
гран	гран	гран	гран		
гран	штук	гран	штука		N;INAN;GEN;FEM;PL
гран	гранд	гран	гранд		
гран	grand	гран	grand		PROPN
олена	елена	олена	елена	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
олена	елена	олена	елена	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
біографія	биографию	біографія	биография	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
біографія	биографии	біографія	биография	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
тиждень	недели	тиждень	неделя	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
тиждень	неделю	тиждень	неделя	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
епохи	эпоха	епох	эпоха	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
вулиць	улицы	вулиця	улица	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
вулиць	улицах	вулиця	улица	N;INAN;GEN;FEM;PL	N;INAN;ESS;FEM;PL
договір	договора	договір	договор	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
старий	old	старий	old	ADJ;NOM;MASC;SG	PROPN
старий	старые	старий	старый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
медалі	медалей	медалі	медаль	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
географічне	географической	географічний	географический	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
географічне	географические	географічний	географический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
географічне	географические	географічний	географический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
двигун	двигателя	двигун	двигатель	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
чорний	black	чорний	black	ADJ;NOM;MASC;SG	PROPN
чорний	чёрные	чорний	черный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
захоплення	захвата	захоплення	захват	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
виникнення	возникнуть	виникнення	возникнуть	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
зміг	может	змогти	мочь	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
зміг	мог	змогти	мочь	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
зміг	могла	змогти	мочь	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
зміг	способный	змогти	способный	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;SG
шкіл	школы	школа	школа	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
порядок	заказать	порядок	заказать	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
матеріал	кадры	матеріал	кадр	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
матеріал	материалы	матеріал	материал	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
миру	мир	мир	мир	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
канада	canada	канада	canada	PROPN;INAN;NOM;FEM;SG	PROPN
канада	канаду	канада	канада	PROPN;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
канада	канада	канада	канада	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
поза	снаружи	поза	снаружи		ADV
поза	вне	поза	вне		ADP
поза	помимо	поза	помимо		ADP
поза	поза	поза	поза		N;INAN;NOM;FEM;SG
фірми	фирма	фірма	фирма	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
операцій	операции	операція	операция	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
операцій	операции	операція	операция	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
операцій	сделки	операція	сделка	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
дорога	дорожной	дорога	дорожный	N;INAN;NOM;FEM;SG	ADJ;INS;FEM;SG
дорога	road	дорога	road	N;INAN;NOM;FEM;SG	PROPN
театрі	кинотеатр	театр	кинотеатр	N;INAN;DAT;MASC;SG	N;INAN;NOM;MASC;SG
театрі	театр	театр	театр	N;INAN;DAT;MASC;SG	N;INAN;NOM;MASC;SG
бароко	барокко	бароко	барокко	N;INAN;NOM;MASC;SG	ADV
користь	пособие	користь	пособие	N;INAN;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
користь	тяготы	користь	тягота	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
цар	кинг	цар	кинг	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
цар	king	цар	king	N;ANIM;NOM;MASC;SG	PROPN
цар	царя	цар	царь	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
захисник	защитника	захисник	защитник	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
важко	трудно	важко	трудный	ADV	ADJ;NEUT;SG
важко	трудное	важко	трудный	ADV	ADJ;NOM;NEUT;SG
важко	сложно	важко	сложный	ADV	ADJ;NEUT;SG
важко	трудный	важко	трудный	ADV	ADJ;NOM;MASC;SG
руки	оружие	рука	оружие	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
руки	вооружений	рука	вооружение	N;INAN;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
місяця	месяц	місяць	месяц	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
місяця	мун	місяць	мун	N;INAN;GEN;MASC;SG	PART
місяця	луна	місяць	луна	N;INAN;GEN;MASC;SG	N;INAN;NOM;FEM;SG
місяця	луну	місяць	луна	N;INAN;GEN;MASC;SG	N;INAN;ACC;FEM;SG
заявив	настаивал	заявити	настаивать	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
заявив	настаивала	заявити	настаивать	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
проблема	проблемы	проблема	проблема	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
температури	температура	температура	температура	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
захворювання	расстройства	захворювання	расстройство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
захворювання	заболевания	захворювання	заболевание	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
захворювання	болезни	захворювання	болезнь	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
захворювання	заболевания	захворювання	заболевание	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
захворювання	болезни	захворювання	болезнь	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
захворювання	заболеваний	захворювання	заболевание	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
визнання	принятии	визнання	принятие	N;INAN;NOM;NEUT;SG	N;INAN;ESS;NEUT;SG
вільям	уильям	вільям	уилье	PROPN;ANIM;NOM;MASC;SG	N;ANIM;DAT;NEUT;PL
вільям	вильям	вільям	вилье	PROPN;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;PL
вільям	вильгельм	вільям	вильгельм	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
сучасні	современный	сучасний	современный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
сучасні	современных	сучасний	современный	ADJ;NOM;PL	ADJ;GEN;PL
сучасні	современная	сучасний	современный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
сучасні	современное	сучасний	современный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
літаків	авиация	літак	авиация	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;SG
літаків	самолет	літак	самолет	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;SG
літаків	самолеты	літак	самолет	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
літаків	самолёт	літак	самолет	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;SG
літаків	самолета	літак	самолет	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;SG
змагань	соревнования	змагання	соревнование	N;INAN;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
змагань	конкурсы	змагання	конкурс	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
керував	координации	керувати	координация	V;IPFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;FEM;PL
фортеці	крепостей	фортека	крепость	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
фортеці	цитадель	фортека	цитадель	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
піренеї	пиренеи	піренея	пирень	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL
піренеї	pyrénées	піренея	pyrénées	PROPN;INAN;NOM;FEM;SG	PROPN
матеріалу	почтением	матеріал	почтение	N;INAN;GEN;MASC;SG	N;INAN;INS;NEUT;SG
матеріалу	почтение	матеріал	почтение	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
закладів	учреждения	заклад	учреждение	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
закладів	институты	заклад	институт	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
спорт	sport	спорт	sport	N;INAN;NOM;MASC;SG	PROPN
спорт	спортивные	спорт	спортивный	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
спорт	спортивная	спорт	спортивный	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
спорт	sports	спорт	sports	N;INAN;NOM;MASC;SG	PROPN
брата	братец	брат	братец	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
брата	брат	брат	брат	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ель	эля	ель	эля		N;INAN;NOM;FEM;SG
ель	эль	ель	эль		
петербург	petersburg	петербург	petersburg	PROPN;INAN;NOM;MASC;SG	PROPN
петербург	петербург	петербург	петербург	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
кораблів	суда	корабель	суд	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
кораблів	корабли	корабель	корабль	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
канал	channel	канал	channel	N;INAN;NOM;MASC;SG	PROPN
канал	каналы	канал	канал	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
бельгії	бельгии	бельгія	бельгия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
бельгії	бельгия	бельгія	бельгия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
бельгії	бельгию	бельгія	бельгия	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
звільнення	освободить	звільнення	освободить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
звільнення	освобождения	звільнення	освобождение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
звільнення	освобождения	звільнення	освобождение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
звільнення	отставку	звільнення	отставка	N;INAN;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
східна	восточные	східний	восточный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
східна	восточной	східний	восточный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
прийняття	принятия	прийняття	принятие	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
