les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
telle	tal	tel	tal	ADJ;FEM;SG	DET;FEM;SG
telle	tais	tel	tal	ADJ;FEM;SG	DET;FEM;PL
traitement	processando	traitement	processar	N;MASC;SG	V;V.MSDR
traitement	tratamentos	traitement	tratamento	N;MASC;SG	N;MASC;PL
arc	curvar	arc	curvar	N;MASC;SG	V;NFIN
tombe	quedas	tomber	queda	V;IND;SG;3;PRS;FIN	N;FEM;PL
tombe	cataratas	tomber	catarata	V;IND;SG;3;PRS;FIN	N;MASC;PL
tombe	falls	tomber	fall	V;IND;SG;3;PRS;FIN	N;MASC;SG
tombe	tumba	tomber	tumba	V;IND;SG;3;PRS;FIN	N;FEM;SG
tombe	túmulo	tomber	túmulo	V;IND;SG;3;PRS;FIN	N;MASC;SG
tombe	tombe	tomber	tombe	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
tombe	sepultura	tomber	sepultura	V;IND;SG;3;PRS;FIN	N;FEM;SG
tombe	cova	tomber	covo	V;IND;SG;3;PRS;FIN	N;FEM;SG
tombe	túmulo	tomber	túmulo	V;IND;SG;3;PRS;FIN	N;MASC;SG
tombe	grave	tomber	grave	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
tombe	campa	tomber	campa	V;IND;SG;3;PRS;FIN	N;FEM;SG
risque	riscos	risque	risco	N;MASC;SG	N;MASC;PL
risque	perigos	risque	perigo	N;MASC;SG	N;MASC;PL
socialiste	socialistas	socialiste	socialista	ADJ;MASC;SG	N;MASC;PL
socialiste	socialista	socialiste	socialista	ADJ;MASC;SG	N;MASC;SG
réalise	realize	réaliser	realizar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
notables	notável	notable	notável	ADJ;MASC;PL	ADJ;MASC;SG
notables	notável	notable	notável	ADJ;MASC;PL	ADJ;MASC;SG
vrai	real	vrai	real	ADJ;MASC;SG	N;MASC;SG
vrai	reais	vrai	real	ADJ;MASC;SG	N;MASC;PL
vrai	verdadeiros	vrai	verdadeiro	ADJ;MASC;SG	ADJ;MASC;PL
vrai	true	vrai	true	ADJ;MASC;SG	N;MASC;SG
vrai	verdade	vrai	verdade	ADJ;MASC;SG	N;FEM;SG
armées	exércitos	armer	exército	V;FEM;PL;PST;V.PTCP	N;MASC;PL
armées	armada	armer	armar	V;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
armées	armadas	armer	armar	V;FEM;PL;PST;V.PTCP	N;FEM;PL
armées	armado	armer	armar	V;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
arabe	árabe	arabe	árabe	ADJ;MASC;SG	N;MASC;SG
arabe	árabes	arabe	árabe	ADJ;MASC;SG	N;MASC;PL
arabe	árabe	arabe	árabe	ADJ;MASC;SG	N;MASC;SG
arabe	árabes	arabe	árabe	ADJ;MASC;SG	N;MASC;PL
arabe	arábia	arabe	arábia	ADJ;MASC;SG	N;FEM;SG
acte	agir	acte	agir	N;MASC;SG	V;NFIN
live	viva	live	vivo	PROPN	N;FEM;SG
live	live	live	live	PROPN	N;MASC;SG
live	viver	live	viver	PROPN	V;NFIN
santa	santa	santa	santo	PROPN	N;FEM;SG
civile	civil	civil	civil	ADJ;FEM;SG	N;MASC;SG
civile	civis	civil	civil	ADJ;FEM;SG	N;MASC;PL
civile	civil	civil	civil	ADJ;FEM;SG	N;MASC;SG
civile	civis	civil	civil	ADJ;FEM;SG	N;MASC;PL
essai	testando	essai	testar	N;MASC;SG	V;V.MSDR
essai	ensaios	essai	ensaio	N;MASC;SG	N;MASC;PL
essai	testes	essai	teste	N;MASC;SG	N;MASC;PL
essai	testar	essai	testar	N;MASC;SG	V;NFIN
décrit	descreve	décrire	descrever	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
décrit	descritos	décrire	descrever	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
décrit	descritas	décrire	descrever	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
anglaise	ingles	anglais	ingle	ADJ;FEM;SG	N;MASC;SG
anglaise	inglês	anglais	inglês	ADJ;FEM;SG	N;MASC;SG
écosse	escócia	écosse	escócia	PROPN	N;FEM;SG
héros	heróis	héros	herói	N;MASC;SG	N;MASC;PL
reprend	currículos	reprendre	currículo	V;IND;SG;3;PRS;FIN	N;MASC;PL
permis	licenças	permettre	licença	V;MASC;SG;PST;V.PTCP	N;FEM;PL
permis	licença	permettre	licença	V;MASC;SG;PST;V.PTCP	N;FEM;SG
permis	licença	permettre	licença	V;MASC;SG;PST;V.PTCP	N;FEM;SG
nantes	nantes	nant	nantes	PROPN	N;MASC;SG
filles	girls	fille	girl	N;FEM;PL	N;MASC;SG
aura	aura	avoir	aura	V;IND;SG;3;FUT;FIN	N;FEM;SG
géographique	geográficos	géographique	geográfico	ADJ;MASC;SG	N;MASC;PL
rang	rema	rang	rema	N;MASC;SG	INTJ
occidentale	west	occidental	west	ADJ;FEM;SG	N;MASC;SG
occidentale	ocidente	occidental	ocidente	ADJ;FEM;SG	N;MASC;SG
occidentale	oeste	occidental	oeste	ADJ;FEM;SG	N;MASC;SG
occidentale	ocidental	occidental	ocidental	ADJ;FEM;SG	N;FEM;SG
occidentale	ocidentais	occidental	ocidental	ADJ;FEM;SG	N;MASC;PL
occidentale	western	occidental	western	ADJ;FEM;SG	N;MASC;SG
occidentale	oeste	occidental	oeste	ADJ;FEM;SG	N;MASC;SG
rurale	rurais	rural	rural	ADJ;FEM;SG	N;MASC;PL
maladie	doenças	maladie	doença	N;FEM;SG	N;FEM;PL
maladie	doenças	maladie	doença	N;FEM;SG	N;FEM;PL
maladie	doenças	maladie	doença	N;FEM;SG	N;FEM;PL
king	king	king	king	PROPN	N;MASC;SG
king	rei	king	rei	PROPN	N;MASC;SG
portant	rolamento	porter	rolamento	V;PRS;V.PTCP	N;MASC;SG
officielle	funcionário	officiel	funcionário	ADJ;FEM;SG	N;MASC;SG
officielle	official	officiel	official	ADJ;FEM;SG	N;MASC;SG
officielle	oficiais	officiel	oficial	ADJ;FEM;SG	N;MASC;PL
futur	futuro	futur	futuro	ADJ;MASC;SG	N;MASC;SG
futur	future	futur	future	ADJ;MASC;SG	N;MASC;SG
futur	futuras	futur	futuro	ADJ;MASC;SG	ADJ;FEM;PL
futur	futuros	futur	futuro	ADJ;MASC;SG	ADJ;MASC;PL
futur	futura	futur	futuro	ADJ;MASC;SG	N;FEM;SG
objectif	lentes	objectif	lente	N;MASC;SG	N;FEM;PL
sorte	ordenar	sorte	ordenar	N;FEM;SG	V;NFIN
ingénieur	engenheiros	ingénieur	engenheiro	N;MASC;SG	N;MASC;PL
actes	deeds	acte	deeds	N;MASC;PL	N;MASC;SG
hongrie	hungria	hongrie	hungria	ADJ;FEM;SG	N;FEM;SG
peine	dores	peine	dor	N;FEM;SG	N;FEM;PL
britanniques	britânico	britannique	britânico	ADJ;MASC;PL	ADJ;MASC;SG
britanniques	britânicos	britannique	britânico	ADJ;MASC;PL	N;MASC;PL
britanniques	british	britannique	british	ADJ;MASC;PL	N;MASC;SG
importants	importante	important	importante	ADJ;MASC;PL	ADJ;MASC;SG
guerres	wars	guerre	war	N;FEM;PL	N;MASC;SG
yves	yves	yve	yve	PROPN	N;MASC;SG
yves	stanley	yve	stanley	PROPN	N;MASC;SG
crise	crises	crise	crise	N;FEM;SG	N;FEM;PL
tient	porões	tenir	porão	V;IND;SG;3;PRS;FIN	N;MASC;PL
madrid	madrid	madrid	madrid	PROPN	N;MASC;SG
madrid	madri	madrid	madri	PROPN	N;MASC;SG
cordialement	obg	cordialement	obg	ADV	N;MASC;SG
cordialement	obrigado	cordialement	obrigar	ADV	V;MASC;SG;V.PTCP
cordialement	obrigada	cordialement	obrigar	ADV	V;FEM;SG;V.PTCP
cordialement	valeu	cordialement	valer	ADV	V;IND;SG;3;PST;FIN
utilisés	utilizada	utiliser	utilizar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
utilisés	usada	utiliser	usar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
utilisés	usado	utiliser	usar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
utilisés	utilizado	utiliser	utilizar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
responsable	responsáveis	responsable	responsável	ADJ;MASC;SG	ADJ;MASC;PL
responsable	manutenção	responsable	manutenção	ADJ;MASC;SG	N;FEM;SG
responsable	mantenedor	responsable	mantenedor	ADJ;MASC;SG	N;MASC;SG
circuit	circuitos	circuit	circuito	N;MASC;SG	N;MASC;PL
japonaise	japonesa	japonais	japonesa	ADJ;FEM;SG	N;FEM;SG
japonaise	japonês	japonais	japonês	ADJ;FEM;SG	N;MASC;SG
japonaise	japão	japonais	japão	ADJ;FEM;SG	N;MASC;SG
japonaise	japoneses	japonais	japonês	ADJ;FEM;SG	N;MASC;PL
banque	bancários	banque	bancário	N;FEM;SG	N;MASC;PL
décédé	morreram	décéder	morrer	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
décédé	defunto	décéder	defunto	V;MASC;SG;PST;V.PTCP	N;MASC;SG
décédé	falecida	décéder	falecer	V;MASC;SG;PST;V.PTCP	N;FEM;SG
décédé	falecidos	décéder	falecer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
danse	dançar	danse	dançar	N;FEM;SG	V;NFIN
danse	dançando	danse	dançar	N;FEM;SG	V;V.MSDR
danse	dançar	danse	dançar	N;FEM;SG	V;NFIN
genève	genève	genève	genève	ADJ;FEM;SG	N;MASC;SG
genève	genebra	genève	genebra	ADJ;FEM;SG	N;FEM;SG
développé	desenvolvidas	développer	desenvolver	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
développé	desenvolvidos	développer	desenvolver	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
remplacé	substituídos	remplacer	substituir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
remplacé	substituídos	remplacer	substituir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
critiques	crítica	critique	crítico	N;MASC;PL	N;FEM;SG
critiques	crítico	critique	crítico	N;MASC;PL	N;MASC;SG
critiques	critica	critique	criticar	N;MASC;PL	V;IND;SG;3;PRS;FIN
critiques	crítica	critique	crítico	N;MASC;PL	N;FEM;SG
argentine	argentina	argentin	argentino	ADJ;FEM;SG	N;FEM;SG
argentine	argentina	argentin	argentino	ADJ;FEM;SG	N;FEM;SG
argentine	argentino	argentin	argentino	ADJ;FEM;SG	N;MASC;SG
argentine	argentinos	argentin	argentino	ADJ;FEM;SG	N;MASC;PL
écriture	escrevendo	écriture	escrever	N;FEM;SG	V;V.MSDR
écriture	escrever	écriture	escrever	N;FEM;SG	V;NFIN
libération	solte	libération	soltar	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
die	morra	der	morrer		V;SBJV;SG;3;PRS;FIN
die	die	der	dieer		N;MASC;SG
die	morram	der	morrer		V;SBJV;PL;3;PRS;FIN
die	morre	der	morrer		V;IND;SG;3;PRS;FIN
die	morrer	der	morrer		V;NFIN
caractéristiques	características	caractéristique	característica	ADJ;FEM;PL	N;FEM;PL
caractéristiques	características	caractéristique	característica	ADJ;FEM;PL	N;FEM;PL
caractéristiques	funcionalidades	caractéristique	funcionalidade	ADJ;FEM;PL	N;FEM;PL
trente	trento	trente	trento	NUM	N;MASC;SG
trente	thirty	trente	thirty	NUM	N;MASC;SG
julien	julian	julien	julian	PROPN	N;MASC;SG
julien	juliano	julien	juliano	PROPN	N;MASC;SG
julien	julián	julien	julián	PROPN	N;MASC;SG
julien	julien	julien	julien	PROPN	N;MASC;SG
julien	juliano	julien	juliano	PROPN	N;MASC;SG
chasse	caçar	chasse	caçar	N;FEM;SG	V;NFIN
chasse	caçando	chasse	caçar	N;FEM;SG	V;V.MSDR
chasse	caçar	chasse	caçar	N;FEM;SG	V;NFIN
paru	apareceram	paraître	aparecer	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
processus	processos	processus	processo	N;MASC;SG	N;MASC;PL
gaz	gases	gaz	gase	N;MASC;SG	N;MASC;PL
gaz	gases	gaz	gase	N;MASC;SG	N;MASC;PL
catégories	categoria	catégorie	categoria	N;FEM;PL	N;FEM;SG
propres	própria	propre	próprio	ADJ;MASC;PL	DET;FEM;SG
propres	own	propre	own	ADJ;MASC;PL	PROPN;MASC;SG
propres	próprio	propre	próprio	ADJ;MASC;PL	ADJ;MASC;SG
mixte	mista	mixte	misturar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
mixte	misturados	mixte	misturar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
mixte	misturado	mixte	misturar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
mixte	misto	mixte	misto	ADJ;MASC;SG	V;MASC;SG;V.PTCP
juan	juan	juan	juan	PROPN	N;MASC;SG
véritable	real	véritable	real	ADJ;MASC;SG	N;MASC;SG
véritable	reais	véritable	real	ADJ;MASC;SG	N;MASC;PL
véritable	verdadeiros	véritable	verdadeiro	ADJ;MASC;SG	ADJ;MASC;PL
véritable	genuínos	véritable	genuíno	ADJ;MASC;SG	ADJ;MASC;PL
véritable	genuínas	véritable	genuíno	ADJ;MASC;SG	N;FEM;PL
véritable	true	véritable	true	ADJ;MASC;SG	N;MASC;SG
véritable	verdade	véritable	verdade	ADJ;MASC;SG	N;FEM;SG
lee	lee	lee	lee	PROPN	N;MASC;SG
rapide	rapid	rapide	rapid	ADJ;MASC;SG	N;MASC;SG
rapide	fast	rapide	fast	ADJ;MASC;SG	N;MASC;SG
traduit	traduz	traduire	traduzir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
traduit	traduzidas	traduire	traduzir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
traduit	traduza	traduire	traduzir	V;MASC;SG;PST;V.PTCP	V;SBJV;SG;3;PRS;FIN
traduit	traduz	traduire	traduzir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
naturelle	naturais	naturel	natural	ADJ;FEM;SG	N;MASC;PL
fusion	fundir	fusion	fundir	N;FEM;SG	V;NFIN
fusion	mesclar	fusion	mesclar	N;FEM;SG	V;NFIN
fusion	derretendo	fusion	derreter	N;FEM;SG	V;V.MSDR
fusion	derreter	fusion	derreter	N;FEM;SG	V;NFIN
critères	critério	critère	critério	N;MASC;PL	N;MASC;SG
commandement	comandar	commandement	comandar	N;MASC;SG	V;NFIN
sang	cantava	sang	cantar	N;MASC;SG	V;IND;SG;3;IPFV;FIN
sang	cantou	sang	cantar	N;MASC;SG	V;IND;SG;3;PST;FIN
sang	cantaram	sang	cantar	N;MASC;SG	V;IND;PL;3;FIN
yeux	eyes	oeil	eyes	N;MASC;PL	N;MASC;SG
yeux	eye	oeil	eye	N;MASC;PL	N;MASC;SG
yeux	olho	oeil	olho	N;MASC;PL	N;MASC;SG
all	todas	all	todo		DET;FEM;PL
all	tudo	all	tudo		PRO;MASC;SG
all	todos	all	todo		PRO;MASC;PL
moyens	significa	moyen	significar	N;MASC;PL	V;IND;SG;3;PRS;FIN
reprise	retomados	reprendre	retomar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
reprise	currículo	reprendre	currículo	V;FEM;SG;PST;V.PTCP	N;MASC;SG
reprise	reprise	reprendre	reprise	V;FEM;SG;PST;V.PTCP	N;FEM;SG
retraite	aposentado	retraite	aposentar	N;FEM;SG	V;MASC;SG;V.PTCP
retraite	reformado	retraite	reformado	N;FEM;SG	V;MASC;SG;V.PTCP
retraite	reformados	retraite	reformar	N;FEM;SG	V;MASC;PL;V.PTCP
retraite	aposentados	retraite	aposentado	N;FEM;SG	N;MASC;PL
retraite	pensões	retraite	pensão	N;FEM;SG	N;FEM;PL
retraite	recuar	retraite	recuar	N;FEM;SG	V;NFIN
retraite	retirar	retraite	retirar	N;FEM;SG	V;NFIN
ferroviaire	ferrovia	ferroviaire	ferrovia	ADJ;MASC;SG	N;FEM;SG
ferroviaire	ferroviária	ferroviaire	ferroviário	ADJ;MASC;SG	N;FEM;SG
ferroviaire	ferroviário	ferroviaire	ferroviário	ADJ;MASC;SG	N;MASC;SG
ferroviaire	carril	ferroviaire	carril	ADJ;MASC;SG	N;MASC;SG
ferroviaire	ferrovia	ferroviaire	ferrovia	ADJ;MASC;SG	N;FEM;SG
antonio	antónio	antonio	antónio	PROPN	N;MASC;SG
antonio	antônio	antonio	antônio	PROPN	N;MASC;SG
antonio	antonio	antonio	antonio	PROPN	N;MASC;SG
emploi	trabalhos	emploi	trabalho	N;MASC;SG	N;MASC;PL
emploi	empregos	emploi	emprego	N;MASC;SG	N;MASC;PL
promotion	promoções	promotion	promoção	N;FEM;SG	N;FEM;PL
québécois	quebec	québécois	quebec	ADJ;MASC;SG	N;MASC;SG
obtenu	obtidos	obtenir	obter	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
obtenu	obtidas	obtenir	obter	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
importantes	importante	important	importante	ADJ;FEM;PL	ADJ;MASC;SG
brun	marrom	brun	marror	ADJ;MASC;SG	N;MASC;SG
brun	brown	brun	brown	ADJ;MASC;SG	N;MASC;SG
brun	castanhos	brun	castanho	ADJ;MASC;SG	N;MASC;PL
brun	castanhas	brun	castanha	ADJ;MASC;SG	N;FEM;PL
brun	castanha	brun	castanha	ADJ;MASC;SG	N;FEM;SG
brun	castanho	brun	castanho	ADJ;MASC;SG	N;MASC;SG
faune	caminhadas	faune	caminhada	N;FEM;SG	N;FEM;PL
originaire	originárias	originaire	originário	ADJ;MASC;SG	ADJ;FEM;PL
originaire	originários	originaire	originário	ADJ;MASC;SG	ADJ;MASC;PL
faite	feitos	faire	fazer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
faite	made	faire	made	V;FEM;SG;PST;V.PTCP	N;MASC;SG
participé	compareceram	participer	comparecer	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
participé	participaram	participer	participar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
contributeurs	contribuinte	contributeur	contribuinte	N;MASC;PL	N;MASC;SG
contributeurs	colaborador	contributeur	colaborador	N;MASC;PL	N;MASC;SG
effets	efeito	effet	efeito	N;MASC;PL	N;MASC;SG
bosnie	bósnia	bosnie	bósnia	PROPN	N;FEM;SG
explique	expliquem	expliquer	explicar	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
explique	explique	expliquer	explique	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
blocage	bloqueando	blocage	bloquear	N;MASC;SG	V;V.MSDR
blocage	bloquear	blocage	bloquear	N;MASC;SG	V;NFIN
blocage	bloquear	blocage	bloquear	N;MASC;SG	V;NFIN
dominique	dominic	dominique	dominic	ADJ;MASC;SG	N;MASC;SG
dominique	dominique	dominique	dominicar	ADJ;MASC;SG	N;MASC;SG
dominique	dominica	dominique	dominicar	ADJ;MASC;SG	N;FEM;SG
serbe	sérvio	serbe	sérvio	ADJ;MASC;SG	N;MASC;SG
serbe	sérvia	serbe	sérvio	ADJ;MASC;SG	N;FEM;SG
raisons	razão	raison	razão	N;FEM;PL	N;FEM;SG
raisons	motivo	raison	motivo	N;FEM;PL	N;MASC;SG
devrait	devia	devoir	dever	V;COND;SG;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
devrait	deve	devoir	dever	V;COND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
devrait	deveriam	devoir	dever	V;COND;SG;3;PRS;FIN	V;COND;PL;3;FIN
francis	francisco	francis	francisco	PROPN	N;MASC;SG
francis	francis	francis	franci	PROPN	N;MASC;SG
atlantique	atlântica	atlantique	atlântico	ADJ;MASC;SG	N;FEM;SG
atlantique	atlântico	atlantique	atlântico	ADJ;MASC;SG	N;MASC;SG
cent	hundred	cent	hundred	NUM	N;MASC;SG
cent	centena	cent	centena	NUM	N;FEM;SG
cent	cêntimo	cent	cêntimo	NUM	N;MASC;SG
cent	cent	cent	cent	NUM	N;MASC;SG
cent	cêntimos	cent	cêntimo	NUM	N;MASC;PL
écrite	escritas	écrire	escrever	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
écrite	escritos	écrire	escrever	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
écrite	escrita	écrire	escrita	V;FEM;SG;PST;V.PTCP	N;FEM;SG
chute	caindo	chute	cair	N;FEM;SG	V;V.MSDR
chute	cair	chute	cair	N;FEM;SG	V;NFIN
communiste	comunistas	communiste	comunista	ADJ;MASC;SG	N;MASC;PL
étranger	aliens	étranger	aliem	N;MASC;SG	N;MASC;PL
étranger	alienígena	étranger	alienígenal	N;MASC;SG	ADJ;MASC;SG
étranger	estrangeiros	étranger	estrangeiro	N;MASC;SG	N;MASC;PL
étranger	estranha	étranger	estranho	N;MASC;SG	ADJ;FEM;SG
étranger	estranho	étranger	estranho	N;MASC;SG	ADJ;MASC;SG
étranger	estrangeiras	étranger	estrangeiro	N;MASC;SG	N;FEM;PL
étranger	estrangeiros	étranger	estrangeiro	N;MASC;SG	N;MASC;PL
cartes	mapa	carte	mapa	N;FEM;PL	N;MASC;SG
cartes	mapa	carte	mapa	N;FEM;PL	N;MASC;SG
secret	segredo	secret	segredo	ADJ;MASC;SG	N;MASC;SG
secret	secret	secret	secret	ADJ;MASC;SG	N;MASC;SG
secret	secreto	secret	secreto	ADJ;MASC;SG	N;MASC;SG
secret	secreta	secret	secreto	ADJ;MASC;SG	N;FEM;SG
secret	segredo	secret	segredo	ADJ;MASC;SG	N;MASC;SG
secret	sigilo	secret	sigilo	ADJ;MASC;SG	N;MASC;SG
secret	secretismo	secret	secretismo	ADJ;MASC;SG	N;MASC;SG
publics	público	public	público	ADJ;MASC;PL	N;MASC;SG
publics	públicas	public	público	ADJ;MASC;PL	N;FEM;PL
publics	pública	public	público	ADJ;MASC;PL	N;FEM;SG
publics	públicos	public	público	ADJ;MASC;PL	N;MASC;PL
publics	publico	public	publico	ADJ;MASC;PL	N;MASC;SG
mary	mary	mary	mary	PROPN	N;FEM;SG
mary	maria	mary	maria	PROPN	N;FEM;SG
mines	mineira	mine	mineira	N;FEM;PL	N;FEM;SG
mines	mineração	mine	mineração	N;FEM;PL	N;FEM;SG
conférence	palestras	conférence	palestra	N;FEM;SG	N;FEM;PL
palmarès	rankings	palmarès	ranking	N;MASC;SG	N;MASC;PL
palmarès	classificações	palmarès	classificação	N;MASC;SG	N;FEM;PL
locaux	premissas	local	premisso	ADJ;MASC;PL	N;FEM;PL
locaux	locais	local	local	ADJ;MASC;PL	N;MASC;PL
locaux	local	local	local	ADJ;MASC;PL	N;MASC;SG
locaux	locais	local	local	ADJ;MASC;PL	N;MASC;PL
locaux	moradores	local	morador	ADJ;MASC;PL	N;MASC;PL
publiée	publicados	publier	publicar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
publiée	publicadas	publier	publicar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
basé	baseados	baser	basear	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
différence	diferenças	différence	diferença	N;FEM;SG	N;FEM;PL
différence	diferenças	différence	diferença	N;FEM;SG	N;FEM;PL
musicale	musicais	musical	musical	ADJ;FEM;SG	N;MASC;PL
enregistré	gravados	enregistrer	gravado	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
enregistré	registados	enregistrer	registar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
enregistré	salvo	enregistrer	salvar	V;MASC;SG;PST;V.PTCP	ADV
enregistré	salva	enregistrer	salvar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
enregistré	salvos	enregistrer	salvo	V;MASC;SG;PST;V.PTCP	N;MASC;PL
enregistré	guardados	enregistrer	guardar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
connexe	relacionados	connexe	relacionar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
connexe	relacionada	connexe	relacionar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
connexe	relacionadas	connexe	relacionar	ADJ;MASC;SG	V;FEM;PL;V.PTCP
connexe	relacionado	connexe	relacionar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
changement	mudar	changement	mudar	N;MASC;SG	V;NFIN
changement	mudanças	changement	mudança	N;MASC;SG	N;FEM;PL
privée	privada	priver	privado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG
privée	privado	priver	privado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
privée	private	priver	private	V;FEM;SG;PST;V.PTCP	N;MASC;SG
commencé	começaram	commencer	começar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
commencé	começaram	commencer	começar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
électrique	elétricos	électrique	elétrico	ADJ;MASC;SG	N;MASC;PL
électrique	elétrica	électrique	elétrico	ADJ;MASC;SG	N;FEM;SG
électrique	elétrico	électrique	elétrico	ADJ;MASC;SG	N;MASC;SG
électrique	eléctrica	électrique	eléctrico	ADJ;MASC;SG	N;FEM;SG
électrique	elétricos	électrique	elétrico	ADJ;MASC;SG	N;MASC;PL
électrique	eléctricos	électrique	eléctrico	ADJ;MASC;SG	N;MASC;PL
électrique	elétrica	électrique	elétrico	ADJ;MASC;SG	N;FEM;SG
électrique	elétrico	électrique	elétrico	ADJ;MASC;SG	N;MASC;SG
telles	tal	tel	tal	ADJ;FEM;PL	DET;FEM;SG
telles	tais	tel	tal	ADJ;FEM;PL	DET;FEM;PL
vite	rápido	vite	rápido	ADV	ADJ;MASC;SG
vite	rápido	vite	rápido	ADV	ADJ;MASC;SG
vite	fast	vite	fast	ADV	N;MASC;SG
vite	rápido	vite	rápido	ADV	ADJ;MASC;SG
culturel	culturais	culturel	cultural	ADJ;MASC;SG	ADJ;MASC;PL
sportive	desporto	sportif	desporto	ADJ;FEM;SG	N;MASC;SG
sportive	esporte	sportif	esporte	ADJ;FEM;SG	N;MASC;SG
hommage	tributos	hommage	tributo	N;MASC;SG	N;MASC;PL
collecte	colecionar	collecte	colecionar	N;FEM;SG	V;NFIN
faveur	favorecer	faveur	favorecer	N;FEM;SG	V;NFIN
transports	transporte	transport	transporte	N;MASC;PL	N;MASC;SG
transports	transporte	transport	transporte	N;MASC;PL	N;MASC;SG
seuls	alone	seul	alone	ADJ;MASC;PL	N;MASC;SG
seuls	sozinha	seul	sozinha	ADJ;MASC;PL	N;FEM;SG
seuls	sozinho	seul	sozinho	ADJ;MASC;PL	ADJ;MASC;SG
rio	rio	rio	rio	PROPN	N;MASC;SG
juge	julgar	juge	julgar	N;MASC;SG	V;NFIN
francisco	francisco	francisco	francisco	PROPN	N;MASC;SG
néerlandais	holandês	néerlandais	holandês	ADJ;MASC;SG	N;MASC;SG
néerlandais	holandeses	néerlandais	holandês	ADJ;MASC;SG	N;MASC;PL
néerlandais	neerlandês	néerlandais	neerlandês	ADJ;MASC;SG	N;MASC;SG
néerlandais	dutch	néerlandais	dutch	ADJ;MASC;SG	N;MASC;SG
complexe	complexas	complexe	complexo	ADJ;MASC;SG	ADJ;FEM;PL
complexe	complexos	complexe	complexo	ADJ;MASC;SG	ADJ;MASC;PL
und	und	und	und	PROPN	N;MASC;SG
universitaire	university	universitaire	university	ADJ;MASC;SG	N;MASC;SG
universitaire	universidade	universitaire	universidade	ADJ;MASC;SG	N;FEM;SG
universitaire	acadêmica	universitaire	acadêmico	ADJ;MASC;SG	N;FEM;SG
