til	za	til	za	ADV	
tegnet	vpisane	tegne	vpisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
tegnet	vpisanega	tegne	vpisan	V;INDF;SG;PST;V.PTCP	ADJ;GEN;NEUT;SG;V.PTCP
tegnet	vpisan	tegne	vpisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udvidet	razširjeni	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
udvidet	razširjeno	udvide	razširjeno	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
udvidet	podaljšana	udvide	podaljšan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udvidet	podaljšano	udvide	podaljšan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
udvidet	razširjena	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udvidet	podaljšan	udvide	podaljšan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udvidet	razširjeni	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
udvidet	razširjen	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udvidet	razširjena	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udvidet	razširjene	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
udvidet	povečan	udvide	povečan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udvidet	povečana	udvide	povečan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udvidet	razširjeni	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
udvidet	povečane	udvide	povečan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
udvidet	razširjena	udvide	razširjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udvidet	povečano	udvide	povečan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
design	modeli	design	model	N;INDF;NEUT;SG	N;NOM;MASC;PL
osv	etc	osv	etc	ADV	
osv	itd	osv	itd	ADV	
osv	idr	osv	idr	ADV	N;NOM;MASC;SG
fejl	pomota	fejl	pomot	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
fejl	napaka	fejl	napaka	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
sølv	srebrn	sølv	srebrn	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
sølv	srebro	sølv	srebro	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sølv	srebrno	sølv	srebrno	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sølv	srebrna	sølv	srebrn	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kontrol	kontrole	kontrol	kontrola	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
særlige	specialno	særlig	specialno	ADJ;PL	ADJ;NOM;NEUT;SG
særlige	posebna	særlig	poseben	ADJ;PL	ADJ;NOM;FEM;SG
særlige	poseben	særlig	poseben	ADJ;PL	ADJ;NOM;INDF;MASC;SG
særlige	posebno	særlig	posebno	ADJ;PL	ADV
online	spletna	onlin	spleten	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
prinsesse	princess	prinsesse	princess	N;INDF;MASC+FEM;SG	
prinsesse	princeske	prinsesse	princeski	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ben	nogi	ben	noga	N;INDF;NEUT;PL	N;NOM;FEM;DU
ben	bena	ben	bena	N;INDF;NEUT;PL	N;NOM;MASC;SG
ben	ben	ben	ben	N;INDF;NEUT;PL	
ben	nogo	ben	noga	N;INDF;NEUT;PL	N;ACC;FEM;SG
ben	noga	ben	nog	N;INDF;NEUT;PL	N;NOM;FEM;SG
ben	nogi	ben	noga	N;INDF;NEUT;PL	N;NOM;FEM;DU
daniel	danijel	daniel	danijel	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
daniel	daniela	daniel	daniel	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
daniel	daniel	daniel	daniel	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
belgien	belgijo	belgien	belgija	PROPN	N;ACC;FEM;SG
belgien	belgija	belgien	belgija	PROPN	N;NOM;FEM;SG
vores	najina	vores	najin	DET;1	DET;NOM;FEM;SG;2
vores	najin	vores	najin	DET;1	DET;NOM;MASC;SG;2
vores	najino	vores	najin	DET;1	DET;NOM;FEM;SG;2
vores	najin	vores	najin	DET;1	DET;NOM;MASC;SG;2
vores	najina	vores	najin	DET;1	DET;NOM;FEM;SG;2
træ	wood	træ	wood	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
træ	lesena	træ	lesen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
træ	lesni	træ	lesen	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
træ	leseno	træ	lesen	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
træ	jelka	træ	jelka	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
borgmester	zupan	borgmester	zupan	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
hjælpe	pomagaj	hjælpe	pomagaj	V;NFIN;ACT	N;ACC;MASC;SG
hjælpe	pomoč	hjælpe	pomoč	V;NFIN;ACT	N;NOM;FEM;SG
life	zivljenje	life	zivljenje		N;NOM;NEUT;SG
life	life	life	life		
life	življenje	life	življenje		N;NOM;NEUT;SG
esbjerg	esbjerg	esbjerg	esbjerg	PROPN	N;NOM;MASC;SG
udviklingen	dogajanja	udvikling	dogajanje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
øer	otočje	øe	otočje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
don	dona	don	dona		
don	don	don	don		N;NOM;MASC;SG
start	začni	start	začeti	N;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
mexico	mehika	mexico	mehika	PROPN	PROPN;NOM;FEM;SG
mistede	izgubljena	miste	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
mistede	izgubljeni	miste	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
mistede	izgubljeno	miste	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
mistede	izgubljen	miste	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
max	največ	max	največ	N;INDF;NEUT;SG	DET
max	maks	max	maks	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
kim	kim	kim	kim	PROPN	PROPN;NOM;MASC;SG
tidligt	zgodnje	tidligt	zgodnji	ADV	ADJ;NOM;NEUT;SG
tidligt	zgodnja	tidligt	zgodnja	ADV	ADJ;NOM;FEM;SG
tidligt	zgodnji	tidligt	zgodnji	ADV	ADJ;NOM;DEF;MASC;SG
taler	govorjenje	tale	govorjenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
taler	govore	tale	govor	V;IND;PRS;FIN;ACT	N;ACC;MASC;PL
taler	govorov	tale	govor	V;IND;PRS;FIN;ACT	N;GEN;MASC;PL
taler	govornik	tale	govornik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
taler	govorec	tale	govorec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
taler	zvočnik	tale	zvočnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
taler	govorjenje	tale	govorjenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
oversat	prevajanje	oversat	prevajanje	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
oversat	prevod	oversat	prevod	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
møder	sestanki	møde	sestanek	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
møder	seje	møde	seja	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
møder	sej	møde	seja	V;IND;PRS;FIN;ACT	
møder	zasedanja	møde	zasedanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
møder	srečanja	møde	srečanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
møder	seji	møde	seja	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
møder	srečanje	møde	srečanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
møder	sestanek	møde	sestanek	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
afgørende	odločilno	afgørende	odločilen	ADJ	ADV
afgørende	bistveno	afgørende	bistveno	ADJ	ADV
standard	privzeto	standard	privzet	N;INDF;MASC+FEM;SG	ADV
standard	standardna	standard	standarden	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
standard	standardno	standard	standardno	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
dækker	prevleke	dække	prevleka	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
dækker	pokrovi	dække	pokroviti	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
dækker	pokrivanje	dække	pokrivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
populære	priljubljena	populær	priljubljen	ADJ;PL	ADJ;NOM;FEM;SG
populære	priljubljeno	populær	priljubljen	ADJ;PL	ADV
populære	priljubljen	populær	priljubljen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
populære	priljubljeno	populær	priljubljen	ADJ;PL	ADV
uefa	uefa	uefa	uefa	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bank	bančna	bank	bančen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bank	bank	bank	banka	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL
pris	stroški	pris	strošek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
school	šole	school	šola	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
nomineret	nominiran	nominere	nominiran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ungarn	madžarsko	ungarn	madžarski		ADJ;NOM;NEUT;SG
ungarn	madžarska	ungarn	madžarski		ADJ;NOM;FEM;SG
stærk	močni	stærk	močen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
stærk	močno	stærk	močno	ADJ;INDF;MASC+FEM;SG	ADV
albert	albert	albert	albert		N;NOM;MASC;SG
harald	harald	harald	harald		N;NOM;MASC;SG
harald	jona	harald	jon		N;NOM;MASC;SG
harald	jon	harald	jon		PROPN;NOM;MASC;SG
sjælland	zelandija	sjælland	zelandija		N;NOM;FEM;SG
sjælland	zelandijo	sjælland	zelandija		N;ACC;FEM;SG
sjælland	zelandije	sjælland	zelandija		N;NOM;FEM;PL
problem	težave	problem	težava	N;INDF;NEUT;SG	N;NOM;FEM;PL
institut	temelje	institut	temelj	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
bidrag	prispevki	bidrag	prispevek	N;INDF;NEUT;SG	N;NOM;MASC;PL
hotel	hotel	hotel	hoteti	N;INDF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
hotel	hotele	hotel	hoteti	N;INDF;NEUT;SG	V;IPFV;FEM;PL;V.PTCP
hotel	hoteli	hotel	hoteti	N;INDF;NEUT;SG	V;IPFV;MASC;PL;V.PTCP
hotel	hotelov	hotel	hotel	N;INDF;NEUT;SG	N;GEN;MASC;PL
kritik	kritike	kritik	kritika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kritik	kritike	kritik	kritika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tilknyttet	pritrjen	tilknytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilknyttet	pritrjeno	tilknytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
tilknyttet	priloženo	tilknytte	priložen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
tilknyttet	pritrjena	tilknytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
tilknyttet	priloženi	tilknytte	priložen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
søen	lake	søe	lak	N;DEF;MASC+FEM;SG	
søen	jezera	søe	jezero	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
will	will	will	will		
will	bo	will	biti		V;IND;SG;3;POS;FUT;FIN
will	volja	will	volja		N;NOM;FEM;SG
afrika	afriko	afrika	afrika		N;ACC;FEM;SG
afrika	afrika	afrika	afrik		N;NOM;FEM;SG
afrika	afriški	afrika	afriški		ADJ;NOM;MASC;SG
afrika	afriška	afrika	afriški		ADJ;NOM;FEM;SG
afrika	afriške	afrika	afriški		ADJ;NOM;FEM;PL
afrika	afriško	afrika	afriški		ADJ;NOM;NEUT;SG
nævnt	omenjeno	nævnt	omenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
nævnt	omenjen	nævnt	omenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
trommer	bobnanje	tromme	bobnanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
adam	adam	adam	adam	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
oscar	oscar	oscar	oscar	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
oscar	oskarja	oscar	oskar	N;INDF;MASC+FEM;SG	N;NOM;MASC;DU
sendte	poslan	sende	poslan	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
sendte	poslana	sende	poslan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
sendte	poslani	sende	poslan	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
sendte	poslano	sende	poslan	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
sendte	poslane	sende	poslan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
svend	svend	svend	svend		
grækenland	grčija	grækenland	grčija	PROPN	N;NOM;FEM;SG
virker	dela	virke	delo	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
japansk	japonski	japansk	japonski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
japansk	japonci	japansk	japonec	ADJ;INDF;SG	N;NOM;MASC;PL
japansk	japonec	japansk	japonec	ADJ;INDF;SG	N;NOM;MASC;SG
modstand	opozicije	modstand	opozicija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
militær	vojska	militær	vojska	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
søgte	iskana	søge	iskan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
knyttet	pritrjen	knytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
knyttet	pritrjeno	knytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
knyttet	priloženo	knytte	priložen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
knyttet	pritrjena	knytte	pritrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
knyttet	priloženi	knytte	priložen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
knyttet	povezana	knytte	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
knyttet	povezano	knytte	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
knyttet	povezani	knytte	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
nærheden	bližnje	nærhed	bližnji	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
can	lahko	cinke	lahko		ADV
beskæftigelse	zaposlitve	beskæftigelse	zaposlitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
digte	poezija	digte	poezija	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
digte	poezijo	digte	poezija	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
beskrevet	opisano	beskrive	opisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beskrevet	opisane	beskrive	opisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
beskrevet	opisan	beskrive	opisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
beskrevet	opisani	beskrive	opisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
beskrevet	opisana	beskrive	opisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bevægelse	premiki	bevægelse	premik	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
bevægelse	gibanja	bevægelse	gibanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
grundlag	fundacije	grundlag	fundacija	N;INDF;NEUT;SG	N;NOM;FEM;PL
grundlag	temelje	grundlag	temelj	N;INDF;NEUT;SG	N;ACC;MASC;PL
grundlag	temelji	grundlag	temeljiti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
tider	krat	tid	krat	N;INDF;MASC+FEM;PL	ADV
tider	times	tid	times	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
fred	peace	fred	peac	N;INDF;MASC+FEM;SG	
fred	fred	fred	fred	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
forskning	raziskave	forskning	raziskava	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tæthed	gostote	tæthed	gosto	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
spansk	špansko	spansk	španski	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
spansk	španski	spansk	španski	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
spansk	španska	spansk	španski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
river	reka	rive	reka	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
river	reki	rive	reka	N;INDF;MASC+FEM;PL	N;DAT;FEM;SG
river	river	rive	river	N;INDF;MASC+FEM;PL	
styre	krmilo	styre	krmilo	V;NFIN;ACT	N;NOM;NEUT;SG
aktive	aktivna	aktiv	aktiven	ADJ;PL	ADJ;NOM;FEM;SG
aktive	dejavno	aktiv	dejavno	ADJ;PL	ADV
aktive	aktiven	aktiv	aktiven	ADJ;PL	ADJ;NOM;INDF;MASC;SG
aktive	aktivno	aktiv	aktivno	ADJ;PL	ADV
biografi	bio	biografi	biti	N;INDF;MASC+FEM;SG	
rent	cist	ren	cist	ADJ;INDF;NEUT;SG	
rent	čist	ren	čist	ADJ;INDF;NEUT;SG	
rent	čisti	ren	čist	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rent	čist	ren	čist	ADJ;INDF;NEUT;SG	
sandsynligvis	verjeten	sandsynligvis	verjeten	ADV	ADJ;NOM;INDF;MASC;SG
sandsynligvis	verjetna	sandsynligvis	verjeten	ADV	ADJ;NOM;FEM;SG
page	stran	page	stran		N;NOM;FEM;SG
kor	zbori	kor	zbor	N;INDF;NEUT;SG	N;NOM;MASC;PL
priser	cen	pris	cena	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
opera	opere	opera	oprati	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
farve	barve	farve	barva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
farve	barvni	farve	barven	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
farve	barvno	farve	barvno	N;INDF;MASC+FEM;SG	ADV
farve	barve	farve	barva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
farve	barvni	farve	barven	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
viden	znanja	viden	znanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
skotland	škotske	skotland	škotski	PROPN	ADJ;NOM;FEM;PL
skotland	škotski	skotland	škotski	PROPN	ADJ;NOM;DEF;MASC;SG
skotland	škotsko	skotland	škotski	PROPN	ADJ;NOM;NEUT;SG
skotland	škotska	skotland	škotski	PROPN	ADJ;NOM;FEM;SG
råd	nasveti	råd	nasvet	N;INDF;NEUT;SG	N;NOM;MASC;PL
sad	sat	sidde	sat	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
hall	hall	hall	hall		
hall	dvorana	hall	dvorana		N;NOM;FEM;SG
hall	hodnik	hall	hodnik		N;NOM;MASC;SG
nordøst	severovzhodno	nordøst	severovzhoden	N;INDF;SG	ADJ;NOM;NEUT;SG
købte	kupljen	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
købte	kupljene	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
købte	kupljeno	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
købte	kupljena	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
købte	kupljen	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
købte	kupljene	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
købte	kupljeno	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
købte	kupljena	købe	kupljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
modtaget	prejeto	modtage	prejet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
modtaget	prejeta	modtage	prejet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
tegn	narisal	tegn	narisati	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
tegn	podpišite	tegn	podpisati	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN
tegn	liki	tegn	lik	N;INDF;NEUT;SG	N;NOM;MASC;PL
tegn	znaki	tegn	znak	N;INDF;NEUT;SG	N;NOM;MASC;PL
tegn	znakov	tegn	znak	N;INDF;NEUT;SG	N;GEN;MASC;PL
tegn	znamenja	tegn	znamenje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
tegn	znake	tegn	znak	N;INDF;NEUT;SG	N;ACC;MASC;PL
tegn	znaki	tegn	znak	N;INDF;NEUT;SG	N;NOM;MASC;PL
tegn	znakov	tegn	znak	N;INDF;NEUT;SG	N;GEN;MASC;PL
nordvest	severozahodni	nordvest	severozahoden	N;INDF	ADJ;NOM;DEF;MASC;SG
nordvest	severozahodno	nordvest	severozahodno	N;INDF	ADJ;NOM;NEUT;SG
fremstillet	proizvedena	fremstille	proizveden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fremstillet	proizvedeno	fremstille	proizveden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fremstillet	proizveden	fremstille	proizveden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fremstillet	proizvedeno	fremstille	proizveden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fremstillet	proizveden	fremstille	proizveden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fremstillet	izdelano	fremstille	izdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fremstillet	izdelan	fremstille	izdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fremstillet	izdelane	fremstille	izdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
simon	simon	simon	simon		N;NOM;MASC;SG
simon	simona	simon	simon		N;NOM;FEM;SG
bevaret	ohranjena	bevare	ohranjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bevaret	ohranjen	bevare	ohranjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
bevaret	ohranjeno	bevare	ohranjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sydvest	jugozahodno	sydvest	jugozahodno	N;INDF	ADJ;NOM;NEUT;SG
sydvest	jz	sydvest	jz	N;INDF	
erstattet	substituiranih	erstatte	substituiran	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL
erstattet	zamenjana	erstatte	zamenjan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
erstattet	nadomeščen	erstatte	nadomeščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
undgå	izogibanje	undgå	izogibanje	V;NFIN;ACT	N;NOM;NEUT;SG
øverste	zgornje	øvre	zgornji	ADJ;DEF;RL	ADJ;NOM;FEM;PL
øverste	zgornja	øvre	zgornji	ADJ;DEF;RL	ADJ;NOM;FEM;SG
øverste	top	øvre	top	ADJ;DEF;RL	N;NOM;MASC;SG
øverste	vrh	øvre	vrh	ADJ;DEF;RL	N;NOM;MASC;SG
jakob	jakob	jakob	jakob		N;NOM;MASC;SG
jakob	jakob	jakob	jakob		N;NOM;MASC;SG
jakob	jacob	jakob	jacob		N;NOM;MASC;SG
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
ansatte	zaposleni	ansætte	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
ansatte	zaposlene	ansætte	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ansatte	uslužbenci	ansætte	uslužbenec	V;PL;PST;V.PTCP	N;NOM;MASC;PL
ansatte	osebje	ansætte	osebje	V;PL;PST;V.PTCP	N;NOM;NEUT;SG
blade	listje	blad	listje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
blade	blade	blad	blad	N;INDF;NEUT;PL	N;NOM;MASC;SG
blade	rezilo	blad	rezilo	N;INDF;NEUT;PL	N;NOM;NEUT;SG
blade	list	blad	list	N;INDF;NEUT;PL	N;NOM;MASC;SG
levende	živeti	levende	živeti	ADJ	V;IPFV;NFIN
levende	živel	levende	živeti	ADJ	V;IPFV;MASC;SG;V.PTCP
levende	živela	levende	živeti	ADJ	V;IPFV;FEM;SG;V.PTCP
levende	živi	levende	živeti	ADJ	V;IPFV;IND;SG;3;PRS;FIN
levende	živeti	levende	živeti	ADJ	V;IPFV;NFIN
levende	živel	levende	živeti	ADJ	V;IPFV;MASC;SG;V.PTCP
levende	live	levende	liva	ADJ	N;NOM;FEM;SG
levende	živeli	levende	živeti	ADJ	V;IPFV;MASC;PL;V.PTCP
levende	živela	levende	živeti	ADJ	V;IPFV;FEM;SG;V.PTCP
rød	rdeči	rød	rdeč	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
rød	red	rød	red	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kvindelige	ženska	kvindelig	ženska	ADJ;PL	N;NOM;FEM;SG
