den	az	den	az	PRO;DEF;MASC+FEM;SG	
baden	baden	bad	baden	PROPN;NOM	PROPN;NOM;SG
börja	start	börja	start	V;IMP;FIN;ACT	
börja	kezdés	börja	kezdés	V;IMP;FIN;ACT	N;NOM;SG
karin	karin	karin	karin	PROPN;NOM	
närvarande	jelen	närvarande	jelen	N;NOM;INDF;NEUT;SG	
pennsylvania	pennsylvania	pennsylvani	pennsylvania	N;NOM;INDF;MASC+FEM;SG	V;SG;3;NFIN;ACT
can	tud	can	tud	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
can	can	can	can	N;NOM;INDF;MASC+FEM;SG	
can	lehet	can	lesz	N;NOM;INDF;MASC+FEM;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
serbien	szerbia	serbien	szerbia	PROPN;NOM	N;NOM;SG
någonsin	valaha	någonsin	valaha	ADV	
sammanlagt	teljes	sammanlagd	teljes	ADV	
sammanlagt	összesen	sammanlagd	összesen	ADV	
anställda	foglalkoztatottak	anställd	foglalkozik	N;NOM;INDF;MASC+FEM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
snarare	inkább	snarare	inkább	ADJ;NOM;CMPR	ADV
flytta	mozgás	flytta	mozgás	V;IMP;FIN;ACT	N;NOM;SG
flytta	költözés	flytta	költözés	V;IMP;FIN;ACT	N;NOM;SG
flytta	mozgó	flytta	mozgó	V;IMP;FIN;ACT	
flytta	mozog	flytta	mozog	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
dikter	verseket	dikt	vers	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
korta	rövid	kort	rövid	ADJ;NOM;PL	
korta	alacsony	kort	alacsony	ADJ;NOM;PL	ADJ;NOM;SG
korta	röviden	kort	röviden	ADJ;NOM;PL	
korta	rövid	kort	rövid	ADJ;NOM;PL	
representerade	képviselt	representera	képvisel	ADJ;NOM;PL;PST;V.PTCP	
representerade	képviselte	representera	képvisel	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
jakob	jakob	jakob	ja	PROPN;NOM	
jakob	jacob	jakob	jac	PROPN;NOM	
jakob	james	jakob	james	PROPN;NOM	
jakob	jakab	jakob	ja	PROPN;NOM	
instrument	eszközök	instrument	eszköz	N;NOM;INDF;NEUT;SG	N;NOM;PL
instrument	műszerek	instrument	műszer	N;NOM;INDF;NEUT;SG	N;NOM;PL
instrument	műszerek	instrument	műszer	N;NOM;INDF;NEUT;SG	N;NOM;PL
klara	kész	klar	kész	ADJ;NOM;PL	
klara	klara	klar	klara	ADJ;NOM;PL	PROPN;NOM;SG
stater	államokat	stat	állam	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
leda	leda	leda	leda	V;IMP;FIN;ACT	
leda	ólom	leda	ólom	V;IMP;FIN;ACT	N;NOM;SG
leda	vezet	leda	vezet	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
länk	link	länk	link	N;NOM;INDF;MASC+FEM;SG	
länk	linket	länk	link	N;NOM;INDF;MASC+FEM;SG	
länk	hivatkozást	länk	hivatkozás	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
bolag	társaságok	bolag	társaság	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	vállalatok	bolag	vállalat	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	cégek	bolag	cég	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	vállalatok	bolag	vállalat	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	társaságok	bolag	társaság	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	cégek	bolag	cég	N;NOM;INDF;NEUT;SG	N;NOM;PL
bolag	vállalkozások	bolag	vállalkozás	N;NOM;INDF;NEUT;SG	N;NOM;PL
brev	mail	brev	mail	N;NOM;INDF;NEUT;SG	
brev	levelek	brev	levél	N;NOM;INDF;NEUT;SG	N;NOM;PL
brev	posta	brev	posta	N;NOM;INDF;NEUT;SG	
brev	leveleket	brev	levél	N;NOM;INDF;NEUT;SG	N;ACC;PL
brev	betűk	brev	betű	N;NOM;INDF;NEUT;SG	N;NOM;PL
brev	levelek	brev	levél	N;NOM;INDF;NEUT;SG	N;NOM;PL
brev	levélben	brev	levél	N;NOM;INDF;NEUT;SG	N;IN+ESS;SG
brev	levelet	brev	levél	N;NOM;INDF;NEUT;SG	N;ACC;SG
opera	opera	opera	opera	N;NOM;INDF;MASC+FEM;SG	
opera	operát	opera	opera	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
sen	későn	sen	későn	ADV	
sen	késő	sen	késő	ADV	
sen	késve	sen	késve	ADV	
sen	aztán	sen	aztán	ADV	
sen	sen	sen	sen	ADV	
chicago	chicagóban	chicago	chicagó	PROPN;NOM	N;IN+ESS;SG
chicago	chicagói	chicago	chicagó	PROPN;NOM	N;NOM;SG
chicago	chicago	chicago	chicago	PROPN;NOM	
yukon	yukon	yukon	yukon	PROPN;NOM	
former	nyomtatvány	form	nyomtatvány	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
miljarder	milliárd	miljard	milliárd	N;NOM;INDF;MASC+FEM;PL	NUM;NOM;SG
miljarder	egymilliárd	miljard	egymilliárd	N;NOM;INDF;MASC+FEM;PL	
miljarder	milliárd	miljard	milliárd	N;NOM;INDF;MASC+FEM;PL	NUM;NOM;SG
begrepp	elképzelés	begrepp	elképzelés	N;NOM;INDF;NEUT;PL	
begrepp	koncepció	begrepp	koncepció	N;NOM;INDF;NEUT;PL	
begrepp	fogalom	begrepp	fogalom	N;NOM;INDF;NEUT;PL	N;NOM;SG
åbo	turku	åbo	turku	PROPN;NOM	N;NOM;SG
yttre	külső	yttre	külső	ADJ;NOM;CMPR	
yttre	külső	yttre	külső	ADJ;NOM;CMPR	
yttre	külső	yttre	külső	ADJ;NOM;CMPR	
faktiskt	valójában	faktisk	valójában	ADV	N;IN+ESS;SG
otillräckligt	alkalmatlan	otillräcklig	alkalmatlan	ADJ;NOM;INDF;NEUT;SG	
midi	midi	midi	midi	N;NOM;INDF;MASC+FEM;SG	
bluff	sham	bluff	sham	N;NOM;INDF;MASC+FEM;SG	
ulf	ulf	ulf	ulf	PROPN;NOM	
oberoende	független	oberoende	független	ADJ;NOM;PRS;V.PTCP	
oberoende	önálló	oberoende	önálló	ADJ;NOM;PRS;V.PTCP	
oberoende	függetlenek	oberoende	független	ADJ;NOM;PRS;V.PTCP	V;INDF;IND;PL;3;PRS;FIN;ACT
oberoende	önállóan	oberoende	önálló	ADJ;NOM;PRS;V.PTCP	ADJ;FRML;SG
oberoende	függetlenül	oberoende	független	ADJ;NOM;PRS;V.PTCP	ADJ;FRML;SG
oberoende	függetlenség	oberoende	függetlenség	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
sällan	ritkán	sällan	ritkán	ADV	
sällan	ritkán	sällan	ritkán	ADV	
byggd	épült	bygga	épül	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggd	épített	bygga	épít	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggd	felépített	bygga	felépít	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggd	beépített	bygga	beépített	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
stephen	stephen	stephen	stephen	PROPN;NOM	
stephen	istván	stephen	istván	PROPN;NOM	
sårbar	sérülékeny	sårbar	sérülékeny	ADJ;NOM;INDF;MASC+FEM;SG	
varv	forradalmak	varv	forradalom	N;NOM;INDF;NEUT;SG	N;NOM;PL
varv	hajógyárak	varv	hajógyár	N;NOM;INDF;NEUT;SG	
mikael	mikael	mikael	mikael	PROPN;NOM	
mikael	michael	mikael	michael	PROPN;NOM	
mikael	mihály	mikael	mihály	PROPN;NOM	
latin	latin	latin	latin	N;NOM;INDF;NEUT;SG	
latin	latinul	latin	latinul	N;NOM;INDF;NEUT;SG	
blekinge	blekinge	blekinge	bleking	PROPN;NOM	
steve	steve	stev	steve	PROPN;NOM	
säsonger	évszak	säsong	évszú	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
släkten	nemzetségek	släkt	nemzetség	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
alternativ	alternatív	alternativ	alternatív	N;NOM;INDF;NEUT;SG	
alternativ	alternatívák	alternativ	alternatív	N;NOM;INDF;NEUT;SG	N;NOM;PL
alternativ	opciók	alternativ	opció	N;NOM;INDF;NEUT;SG	N;NOM;PL
alternativ	beállítások	alternativ	beállítás	N;NOM;INDF;NEUT;SG	N;NOM;PL
alternativ	lehetőségek	alternativ	lehetőség	N;NOM;INDF;NEUT;SG	N;NOM;PL
skäl	okok	skäl	ok	N;NOM;INDF;NEUT;SG	N;NOM;PL
skäl	indokok	skäl	indok	N;NOM;INDF;NEUT;SG	N;NOM;PL
träd	fán	träd	fán	N;NOM;INDF;NEUT;SG	
träd	fa	träd	fa	N;NOM;INDF;NEUT;SG	
träd	fák	träd	fák	N;NOM;INDF;NEUT;SG	
träd	fákon	träd	fakon	N;NOM;INDF;NEUT;SG	N;ON+ESS;SG
träd	fák	träd	fák	N;NOM;INDF;NEUT;SG	
träd	fákat	träd	faka	N;NOM;INDF;NEUT;SG	N;ACC;SG
w	www	w	www	PROPN;NOM	
offentliga	nyilvános	offentlig	nyilvános	ADJ;NOM;PL	ADJ;NOM;SG
offentliga	nyilvánosság	offentlig	nyilvánosság	ADJ;NOM;PL	N;NOM;SG
offentliga	nyilvánosan	offentlig	nyilvános	ADJ;NOM;PL	ADJ;FRML;SG
offentliga	publikus	offentlig	publikus	ADJ;NOM;PL	
clark	clark	clark	clark	PROPN;NOM	PROPN;NOM;SG
ansvar	feladatok	ansvar	feladat	N;NOM;INDF;NEUT;SG	N;NOM;PL
ansvar	felelősséget	ansvar	felelősség	N;NOM;INDF;NEUT;SG	N;ACC;SG
havanna	havanna	havan	havan	N;NOM;DEF;MASC+FEM;SG	
populär	népszerű	populär	népszerű	ADJ;NOM;INDF;MASC+FEM;SG	
populär	népszerűek	populär	népszerű	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
vilhelm	william	vilhelm	william	PROPN;NOM	
vilhelm	vilmos	vilhelm	vilmos	PROPN;NOM	
vilhelm	vilhelm	vilhelm	vilhelm	PROPN;NOM	
bildas	képező	bilda	képező	V;IND;FIN;PASS	ADJ;NOM;SG
bildas	kialakult	bilda	kialakult	V;IND;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
bildas	alakított	bilda	alakított	V;IND;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
bildas	alakult	bilda	alakul	V;IND;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
chihuahua	chihuahua	chihuahua	chihuahua	N;NOM;INDF;MASC+FEM;SG	
ordinarie	hétköznapi	ordinarium	hétköznapi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
ordinarie	rendszeresen	ordinarium	rendszeres	N;NOM;INDF;MASC+FEM;SG	ADJ;FRML;SG
ordinarie	rendszeres	ordinarium	rendszeres	N;NOM;INDF;MASC+FEM;SG	
ordinarie	normál	ordinarium	normál	N;NOM;INDF;MASC+FEM;SG	
josef	joseph	jos	joseph	PROPN;NOM	
josef	józsef	jos	józsef	PROPN;NOM	
josef	josef	jos	josef	PROPN;NOM	
utvecklingen	fejlesztési	utveckling	fejlesztési	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;SG
utvecklingen	fejlemények	utveckling	fejlemény	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
utvecklingen	fejlesztések	utveckling	fejlesztés	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
philip	fülöp	philip	fülöp	PROPN;NOM	
philip	philip	philip	philip	PROPN;NOM	
sydney	sydney	sydney	sydney	PROPN;NOM	V;INDF;IND;SG;3;PRS;FIN;ACT
night	éj	night	éj	N;NOM;INDF;MASC+FEM;SG	
night	este	night	este	N;NOM;INDF;MASC+FEM;SG	ADV
night	éjjel	night	éjjel	N;NOM;INDF;MASC+FEM;SG	
lennart	lennart	lennart	lesz	N;NOM;INDF;MASC+FEM;SG	
allen	allen	allen	allen	PROPN;NOM	
tegucigalpa	tegucigalpa	tegucigalpa	tegucigal	N;NOM;INDF;MASC+FEM;SG	
gräshoppor	szöcskék	gräshoppa	szöcskék	N;NOM;INDF;MASC+FEM;PL	
iran	iráni	iran	iráni	PROPN;NOM	
iran	irán	iran	irán	PROPN;NOM	PROPN;NOM;SG
sonora	sonora	sonor	sonora	PROPN;NOM	
täckt	fedett	täcka	fedett	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
täckt	lefedett	täcka	lefed	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
täckt	fedezett	täcka	fedezett	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
täckt	borított	täcka	borít	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fängelse	börtönbe	fängelse	börtön	N;NOM;INDF;NEUT;SG	N;IN+ALL;SG
fängelse	börtönben	fängelse	börtönben	N;NOM;INDF;NEUT;SG	N;IN+ESS;SG
miller	molnár	miller	molnár	PROPN;NOM	
miller	miller	miller	miller	PROPN;NOM	
mexico	mexikó	mexico	mexikó	N;NOM;INDF;MASC+FEM;SG	
kategorier	kategória	kategorium	kategória	N;NOM;INDF;MASC+FEM;PL	
town	városban	town	város	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
town	town	town	town	N;NOM;INDF;MASC+FEM;SG	
publicerade	közzétette	publicera	közzétet	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
publicerade	kiküldött	publicera	kiküldött	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publicerade	közzétett	publicera	közzétett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publicerade	közzétette	publicera	közzétet	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
publicerade	publikált	publicera	publikált	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publicerade	közzétett	publicera	közzétett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
pfalz	nádor	pfalz	nádor	PROPN;NOM	
pfalz	pfalz	pfalz	pfalz	PROPN;NOM	
kontakt	kontakt	kontakt	kontakt	N;NOM;INDF;MASC+FEM;SG	
kontakt	kapcsolatba	kontakt	kapcsolat	N;NOM;INDF;MASC+FEM;SG	N;IN+ALL;SG
michel	michel	michel	michel	PROPN;NOM	
baptiste	baptiste	baptiste	baptiste	PROPN;NOM	
pas	pas	pas	pas	V;IMP;FIN;ACT	
out	ki	out	ki	N;NOM;INDF;MASC+FEM;SG	PRO;NOM;SG;3
personliga	személyes	personlig	személyes	ADJ;NOM;PL	ADJ;NOM;SG
personliga	személyi	personlig	személyi	ADJ;NOM;PL	ADJ;NOM;SG
talar	beszélő	tala	beszélő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
talar	beszélj	tala	beszél	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
müller	müller	müller	müller	PROPN;NOM	
tennessee	tennessee	tennesse	tenness	PROPN;NOM	
pop	pop	pop	pop	N;NOM;INDF;MASC+FEM;SG	
ligan	league	ligan	leag	N;NOM;DEF;MASC+FEM;SG	
rose	rózsa	rose	rózsa	PROPN;NOM	
rose	rose	rose	rose	PROPN;NOM	
tolv	twelve	tolv	twelve	NUM;NOM	
tolv	tizenkettő	tolv	tizenkettő	NUM;NOM	
våra	miénk	vi	miénk	PRO;DEF;PL	
zhejiang	zhejiang	zhejiang	zhejiang	N;NOM;INDF;MASC+FEM;SG	
hemma	otthon	hemma	otthon	ADV	
hemma	itthon	hemma	itthon	ADV	
hemma	haza	hemma	haza	ADV	
andrew	andrás	andrel	andrás	PROPN;NOM	PROPN;NOM;SG
andrew	andrew	andrel	andrew	PROPN;NOM	
tony	tony	tony	tony	PROPN;NOM	
fortsätter	folytatás	fortsätta	folytatás	V;IND;PRS;FIN;ACT	N;NOM;SG
fortsätter	folytasd	fortsätta	folytasd	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
fortsätter	folytatás	fortsätta	folytatás	V;IND;PRS;FIN;ACT	N;NOM;SG
fox	róka	fox	róka	PROPN;NOM	N;NOM;SG
fox	fox	fox	fox	PROPN;NOM	
lisa	lisa	lisa	lisa	PROPN;NOM	
lisa	liza	lisa	liza	PROPN;NOM	N;NOM;SG
chris	chris	chris	chris	PROPN;NOM	
makt	power	makt	power	N;NOM;INDF;MASC+FEM;SG	
texter	szöveget	text	szöveg	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
texter	szöveg	text	szöveg	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
margareta	margaret	margaret	margaret	N;NOM;DEF;NEUT;SG	
margareta	margit	margaret	margit	N;NOM;DEF;NEUT;SG	
helena	helena	hel	helena	N;NOM;DEF;MASC+FEM;SG	
luleå	luleå	luleå	luleå	PROPN;NOM	PROPN;NOM;SG
gränsar	határok	gränsa	határ	V;IND;PRS;FIN;ACT	N;NOM;PL
gränsar	határokon	gränsa	határ	V;IND;PRS;FIN;ACT	N;ON+ESS;PL
ukraina	ukrajna	ukraina	ukrajna	PROPN;NOM	PROPN;NOM;SG
elisabeth	erzsébet	elisabeth	erzse	PROPN;NOM	N;NOM;SG
elisabeth	elizabeth	elisabeth	elizabeth	PROPN;NOM	
elisabeth	elisabeth	elisabeth	elisabeth	PROPN;NOM	
periodisk	időszakos	periodisk	időszakos	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
herman	herman	herman	herman	PROPN;NOM	
befälhavare	pic	befälhavare	pic	N;NOM;INDF;MASC+FEM;SG	
befälhavare	parancsnokok	befälhavare	parancsnok	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
mike	mike	mike	mike	PROPN;NOM	
tro	hitem	tro	hít	V;IMP;FIN;ACT	N;NOM;SG
tro	faith	tro	faith	V;IMP;FIN;ACT	
tro	hit	tro	hi	V;IMP;FIN;ACT	N;NOM;SG
tro	hittel	tro	hit	V;IMP;FIN;ACT	N;INS;SG
tro	hitet	tro	hít	V;IMP;FIN;ACT	N;ACC;SG
tro	hiszem	tro	hisz	V;IMP;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
tro	higgy	tro	higgy	V;IMP;FIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
tro	hit	tro	hi	V;IMP;FIN;ACT	N;NOM;SG
modell	model	modell	model	N;NOM;INDF;MASC+FEM;SG	
behov	kell	behov	kell	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
behov	szükséges	behov	szükséges	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
behov	kell	behov	kell	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
behov	szükségletei	behov	szükséglet	N;NOM;INDF;NEUT;SG	N;NOM;PL
behov	szükségletek	behov	szükséglet	N;NOM;INDF;NEUT;SG	N;NOM;PL
examen	érettségi	exam	érettségi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
examen	végzett	exam	végez	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
queen	queen	queen	ő	N;NOM;INDF;NEUT;SG	
queen	dáma	queen	dáma	N;NOM;INDF;NEUT;SG	
låter	hangok	låta	hang	V;IND;PRS;FIN;ACT	N;NOM;PL
fortsätta	folytatás	fortsätta	folytatás	V;IMP;FIN;ACT	N;NOM;SG
malaysia	malajzia	malaysia	malajzia	N;NOM;INDF;MASC+FEM;SG	
malaysia	malajziai	malaysia	malajziai	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
formel	formula	formel	formula	N;NOM;INDF;MASC+FEM;SG	
lena	lena	lena	lesz	PROPN;NOM	
månad	havi	månad	havi	N;NOM;INDF;MASC+FEM;SG	
månad	havonta	månad	havon	N;NOM;INDF;MASC+FEM;SG	
huvud	fejes	huvud	fejes	N;NOM;INDF;NEUT;SG	
huvud	fejet	huvud	féj	N;NOM;INDF;NEUT;SG	N;ACC;SG
huvud	fejét	huvud	feje	N;NOM;INDF;NEUT;SG	N;ACC;SG
klar	kész	klar	kész	ADJ;NOM;INDF;MASC+FEM;SG	
klar	elkészült	klar	elkészült	ADJ;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
klar	befejezett	klar	befejezett	ADJ;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
klar	kész	klar	kész	ADJ;NOM;INDF;MASC+FEM;SG	
bergen	bergen	bergen	bergen	N;NOM;DEF;MASC+FEM;SG	
kräver	követelés	kräva	követelés	V;IND;PRS;FIN;ACT	N;NOM;SG
kräver	követelések	kräva	követelés	V;IND;PRS;FIN;ACT	N;NOM;PL
kräver	igények	kräva	igény	V;IND;PRS;FIN;ACT	N;NOM;PL
paret	pár	par	pár	N;NOM;DEF;NEUT;SG	
upper	felső	upper	felső	N;NOM;MASC+FEM;SG	
jersey	jersey	jersey	jersey	N;NOM;INDF;MASC+FEM;SG	
tvåa	deuce	tvåa	deuce	N;NOM;INDF;MASC+FEM;SG	
kärlek	szeretettel	kärlek	szeretet	N;NOM;INDF;MASC+FEM;SG	N;INS;SG
kärlek	love	kärlek	love	N;NOM;INDF;MASC+FEM;SG	
föregående	előző	föregående	előző	N;NOM;INDF;NEUT;SG	
föregående	korábbi	föregående	korábbi	N;NOM;INDF;NEUT;SG	ADJ;NOM;CMPR;SG
sak	izé	sak	izé	N;NOM;INDF;MASC+FEM;SG	
mario	mario	mario	mario	PROPN;NOM	
nuuk	nuuk	nuuk	nuuk	PROPN;NOM	
maurice	maurice	maurice	maurice	PROPN;NOM	
fakta	tényállás	faktum	tényállás	N;NOM;INDF;NEUT;PL	N;NOM;SG
fakta	tény	faktum	tény	N;NOM;INDF;NEUT;PL	
luis	luis	luis	luis	PROPN;NOM	
vinnare	győztes	vinnare	győztes	N;NOM;INDF;MASC+FEM;SG	
vinnare	nyertes	vinnare	nyertes	N;NOM;INDF;MASC+FEM;SG	
vinnare	győztesek	vinnare	győztes	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
vinnare	nyertesek	vinnare	nyertes	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
edwards	edwards	edward	edwards	PROPN;GEN	
dollar	dollárban	dolla	dollár	N;NOM;INDF;MASC+FEM;PL	N;IN+ESS;SG
dollar	dollár	dolla	dollár	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
dollar	dollár	dolla	dollár	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
wyoming	wyoming	wyoming	wyoming	PROPN;NOM	N;NOM;SG
svar	válaszokat	svar	válasz	N;NOM;INDF;NEUT;SG	N;ACC;PL
svar	válaszok	svar	válasz	N;NOM;INDF;NEUT;SG	N;NOM;PL
svar	válaszokat	svar	válasz	N;NOM;INDF;NEUT;SG	N;ACC;PL
svar	válaszok	svar	válasz	N;NOM;INDF;NEUT;SG	N;NOM;PL
svar	válaszok	svar	válasz	N;NOM;INDF;NEUT;SG	N;NOM;PL
amazonas	amazon	amazona	amaz	N;GEN;DEF;MASC+FEM;SG	
sade	said	säga	said	V;IND;PST;FIN;ACT	
sade	sade	säga	sad	V;IND;PST;FIN;ACT	PROPN;NOM;SG
täcker	borító	täcka	borító	V;IND;PRS;FIN;ACT	N;NOM;SG
täcker	takaró	täcka	takaró	V;IND;PRS;FIN;ACT	N;NOM;SG
arne	arne	arn	az	PROPN;NOM	
allmän	általános	allmän	általános	ADJ;NOM;INDF;MASC+FEM;SG	
allmän	tábornok	allmän	tábornok	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
visas	megjelenített	visa	megjelenített	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklade	fejlett	utvecklad	fejlett	ADJ;NOM;PL;PST;V.PTCP	
utvecklade	fejlesztett	utvecklad	fejlesztett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklade	kifejlesztett	utvecklad	kifejlesztett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklade	kidolgozott	utvecklad	kidolgozott	ADJ;NOM;PL;PST;V.PTCP	
butler	butler	butler	butler	N;NOM;INDF;MASC+FEM;SG	
butler	inas	butler	inas	N;NOM;INDF;MASC+FEM;SG	
bruce	bruce	bruce	bruce	PROPN;NOM	
utseende	tűnik	utseende	tűnik	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
antioquia	antioquia	antioquia	antioquia	N;NOM;INDF;MASC+FEM;SG	
omgång	kerek	omgång	kér	N;NOM;INDF;MASC+FEM;SG	
omgång	körbe	omgång	kör	N;NOM;INDF;MASC+FEM;SG	ADV
gotland	gotland	gotland	gotland	PROPN;NOM	
klassiska	klasszikus	klassisk	klasszikus	ADJ;NOM;PL	
klassiska	klasszikus	klassisk	klasszikus	ADJ;NOM;PL	
klassiska	classic	klassisk	classic	ADJ;NOM;PL	
hjälpa	segít	hjälpa	segít	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
regler	szabály	regel	szabály	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
regler	szabályzat	regel	szabályzat	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
ohio	ohio	ohio	ohio	PROPN;NOM	
street	utca	stre	utca	PROPN;NOM	N;NOM;SG
auguste	auguste	auguste	auguste	PROPN;NOM	
styrka	erőt	styrka	erő	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
innehöll	tartalmazta	innehålla	tartalmaz	V;IMP;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
innehöll	tartalmazott	innehålla	tartalmazott	V;IMP;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
uttryck	kifejezéseket	uttryck	kifejezés	N;NOM;INDF;NEUT;SG	N;ACC;PL
uttryck	kifejezések	uttryck	kifejezés	N;NOM;INDF;NEUT;SG	N;NOM;PL
strid	harci	strid	harci	N;NOM;INDF;MASC+FEM;SG	
super	super	sup	super	N;NOM;INDF;MASC+FEM;SG	
super	szuper	sup	szuper	N;NOM;INDF;MASC+FEM;SG	
agua	agua	agu	agua	N;NOM;INDF;NEUT;SG	
linköping	linköping	linköping	linköping	PROPN;NOM	
katarina	katarina	katarin	katarina	N;NOM;INDF;MASC+FEM;SG	
sound	hangot	sound	hang	N;NOM;INDF;NEUT;SG	N;ACC;SG
louise	louise	louise	louis	PROPN;NOM	
dublin	dublini	dublin	dublini	PROPN;NOM	
dublin	dublin	dublin	dublin	PROPN;NOM	N;NOM;SG
gävle	gävle	gävle	gävle	PROPN;NOM	
california	kaliforniai	californium	kaliforniai	N;NOM;INDF;MASC+FEM;SG	V;DEF;IND;SG;3;PRS;NFIN;ACT
california	california	californium	california	N;NOM;INDF;MASC+FEM;SG	
california	kalifornia	californium	kalifornia	N;NOM;INDF;MASC+FEM;SG	
