del	del	del	del	ADP;MASC;SG	PROPN;ANIM;NOM;MASC;SG
participación	zúčastnení	participación	zúčastnenie	N;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
participación	zúčastnený	participación	zúčastnený	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
participación	zapojenia	participación	zapojenie	N;FEM;SG	N;NOM;NEUT;PL
fuerte	silní	fuerte	silný	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
fuerte	pevnosť	fuerte	pevnosť	ADJ;SG	N;NOM;FEM;SG
fuerte	fort	fuerte	fort	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
italiano	talianske	italiano	taliansky	N;MASC;SG	ADJ;NOM;NEUT;SG
italiano	talian	italiano	talian	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
italiano	taliansky	italiano	taliansky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
primeras	začiatky	primero	začiatok	ADJ;FEM;PL	N;INAN;NOM;MASC;PL
primeras	prvý	primero	prvý	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
primeras	prvy	primero	prva	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
primeras	najprv	primero	najprv	ADJ;FEM;PL	ADV
primeras	prva	primero	prvý	ADJ;FEM;PL	N;NOM;FEM;SG
primeras	prvé	primero	prvý	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
primeras	prvá	primero	prvý	ADJ;FEM;PL	ADJ;NOM;FEM;SG
posee	nevlastní	poseer	nevlastný	V;IND;SG;3;PRS;FIN	ADJ;ANIM;NOM;MASC;SG
seguridad	bezpečnosti	seguridad	bezpečnosť	N;FEM;SG	N;NOM;FEM;PL
seguridad	bezpečnosti	seguridad	bezpečnosť	N;FEM;SG	N;NOM;FEM;PL
mercado	trhová	mercado	trhový	N;MASC;SG	ADJ;NOM;FEM;SG
gonzález	gonzalez	gonzález	gonzalez	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gonzález	gonzales	gonzález	gonzales	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lucha	boje	lucha	boj	N;FEM;SG	N;INAN;NOM;MASC;PL
lucha	boje	lucha	boj	N;FEM;SG	N;INAN;NOM;MASC;PL
lucha	fight	lucha	fight	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
lucha	bojovať	lucha	bojovať	N;FEM;SG	V;IPFV;POS;NFIN
jesús	ježiš	jesú	ježiš	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jesús	jesus	jesú	jesus	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cet	seč	cet	seč	N	
enrique	henri	enrique	henri	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	enrique	enrique	enrizuu	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	henry	enrique	henry	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
literatura	literatúry	literatura	literatúra	N;FEM;SG	N;NOM;FEM;PL
católica	katolík	católico	katolík	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
energía	energie	energía	energia	N;FEM;SG	N;NOM;FEM;PL
cabeza	head	cabeza	head	N;FEM;SG	PROPN;NOM;FEM;SG
cabeza	hláv	cabeza	hlava	N;FEM;SG	N;GEN;FEM;PL
cabeza	hlavy	cabeza	hlava	N;FEM;SG	N;NOM;FEM;PL
gobernador	guvernér	gobernador	guvernér	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
gobernador	guvernérov	gobernador	guvernér	N;MASC;SG	N;ANIM;GEN;MASC;PL
cuyo	ktorého	cuyo	ktorý	PRO;MASC;SG	DET;ANIM;GEN;MASC;SG
cuyo	čí	cuyo	čí	PRO;MASC;SG	
cuyo	čie	cuyo	čie	PRO;MASC;SG	N;NOM;NEUT;SG
cuyo	koho	cuyo	kto	PRO;MASC;SG	PRO;ANIM;ACC;MASC;SG
cuyo	ktorých	cuyo	ktorý	PRO;MASC;SG	DET;ANIM;ACC;MASC;PL
córdoba	córdobe	córdoba	córdob		N;NOM;FEM;SG
objetivo	objektívny	objetivo	objektívny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
objetivo	objektívne	objetivo	objektívne	N;MASC;SG	ADV
economía	ekonomiky	economía	ekonomika	N;FEM;SG	N;NOM;FEM;PL
economía	hospodárstva	economía	hospodárstvo	N;FEM;SG	N;NOM;NEUT;PL
histórico	historicky	histórico	historicky	ADJ;MASC;SG	ADV
india	indický	india	indický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
india	indické	india	indický	N;FEM;SG	ADJ;NOM;NEUT;SG
india	ind	india	ind	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
india	indická	india	indický	N;FEM;SG	ADJ;NOM;FEM;SG
india	indických	india	indický	N;FEM;SG	ADJ;ANIM;GEN;MASC;PL
india	indii	india	india	N;FEM;SG	ADV
flores	kvet	flor	kvet	N;FEM;PL	N;INAN;NOM;MASC;SG
flores	kvietok	flor	kvietok	N;FEM;PL	N;INAN;NOM;MASC;SG
flores	flores	flor	flores	N;FEM;PL	N;INAN;NOM;MASC;SG
visita	navštíviť	visita	navštíviť	N;FEM;SG	V;PFV;POS;NFIN
visita	navštívte	visita	navštíviť	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
visita	návštevy	visita	návšteva	N;FEM;SG	N;NOM;FEM;PL
visita	navštíviť	visita	navštíviť	N;FEM;SG	V;PFV;POS;NFIN
conde	počítať	conde	počítať	N;MASC;SG	V;IPFV;POS;NFIN
conde	spočítať	conde	spočítať	N;MASC;SG	V;PFV;POS;NFIN
conde	earl	conde	earl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
conde	conde	conde	conde	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fase	fázy	fase	fáza	N;FEM;SG	N;NOM;FEM;PL
william	william	william	willia	PROPN	N;ANIM;NOM;MASC;SG
william	viliam	william	vila	PROPN	N;ANIM;NOM;MASC;SG
niños	detská	niño	detský	N;MASC;PL	ADJ;NOM;FEM;SG
niños	detská	niño	detský	N;MASC;PL	ADJ;NOM;FEM;SG
niños	detské	niño	detský	N;MASC;PL	ADJ;NOM;NEUT;SG
tales	takéto	tal	takýto	PRO;PL	DET;NOM;NEUT;SG
tales	takáto	tal	takýto	PRO;PL	DET;NOM;FEM;SG
tales	takých	tal	taký	PRO;PL	DET;ANIM;GEN;MASC;PL
tales	také	tal	taký	PRO;PL	DET;NOM;NEUT;SG
tales	príbehov	tal	príbeh	PRO;PL	N;INAN;GEN;MASC;PL
pequeña	small	pequeño	small	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
pequeña	malých	pequeño	malý	ADJ;FEM;SG	N;ANIM;GEN;MASC;PL
pequeña	málo	pequeño	málo	ADJ;FEM;SG	ADV
pequeña	maly	pequeño	maly	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
presenta	darčeky	presentar	darček	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
dar	dar	dar	dar	V;NFIN	N;INAN;NOM;MASC;SG
fernández	thompson	fernández	thompson	PROPN	PROPN;ANIM;NOM;MASC;SG
fernández	fernández	fernández	fernández	PROPN	N;ANIM;NOM;MASC;SG
fernández	fernandez	fernández	fernandez	PROPN	N;ANIM;NOM;MASC;SG
fernández	thomson	fernández	thomson	PROPN	N;ANIM;NOM;MASC;SG
colegio	školy	colegio	škola	N;MASC;SG	N;NOM;FEM;PL
colegio	školské	colegio	školský	N;MASC;SG	ADJ;NOM;NEUT;SG
colegio	vysoká	colegio	vysoký	N;MASC;SG	ADJ;NOM;FEM;SG
occidental	occidental	occidental	occidentať	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
occidental	west	occidental	west	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
occidental	západ	occidental	západ	ADJ;SG	N;INAN;NOM;MASC;SG
occidental	western	occidental	western	ADJ;SG	N;INAN;NOM;MASC;SG
aproximadamente	približné	aproximadamente	približný	ADV	ADJ;NOM;NEUT;SG
aproximadamente	približný	aproximadamente	približný	ADV	ADJ;INAN;NOM;MASC;SG
aproximadamente	zhruba	aproximadamente	zhruba	ADV	PART
aproximadamente	hrubo	aproximadamente	hrubo	ADV	N;NOM;FEM;SG
tropas	vojsko	tropa	vojsko	N;FEM;PL	N;NOM;NEUT;SG
permite	povolenia	permitir	povolenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
permite	povolení	permitir	povolenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
uruguay	uruguajské	uruguay	uruguajský	PROPN	ADJ;NOM;NEUT;SG
uruguay	uruguaj	uruguay	uruguaj	PROPN	N;NOM;NEUT;SG
top	horný	top	horný		ADJ;ANIM;NOM;MASC;SG
top	top	top	top		PROPN;ANIM;NOM;MASC;SG
top	horná	top	horný		ADJ;NOM;FEM;SG
top	vrchol	top	vrchol		N;INAN;NOM;MASC;SG
top	vrch	top	vrch		N;INAN;NOM;MASC;SG
siete	siedmych	siete	siedmy	NUM;PL	ADJ;ANIM;GEN;MASC;PL
siete	seven	siete	seven	NUM;PL	PROPN;NOM;FEM;SG
siete	sedem	siete	sedem	NUM;PL	NUM;NOM;NEUT;SG
ets	std	ets	stda	N;FEM;PL	
ets	ets	ets	ets	N;FEM;PL	
ets	std	ets	stda	N;FEM;PL	
animales	zviera	animal	zviera	N;MASC;PL	N;NOM;NEUT;SG
animales	živočíšne	animal	živočíšny	N;MASC;PL	ADJ;NOM;NEUT;SG
animales	zvieracie	animal	zvierací	N;MASC;PL	ADJ;NOM;NEUT;SG
esposa	zena	esposa	zena	N;FEM;SG	
ríos	rios	río	rios	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
ríos	ríos	río	ríos	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
may	májové	maber	májový		ADJ;NOM;NEUT;SG
may	mája	maber	máj		N;INAN;GEN;MASC;SG
may	môže	maber	môcť		V;IPFV;IND;SG;3;POS;PRS;FIN
may	máj	maber	mať		INTJ
murió	zomreli	morir	zomrieť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
realizar	vykonávajúci	realizar	vykonávajúci	V;NFIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
función	funkcie	función	funkcia	N;FEM;SG	N;NOM;FEM;PL
usuarios	užívateľ	usuario	užívateľ	N;MASC;PL	N;ANIM;NOM;MASC;SG
usuarios	užívateľa	usuario	užívateľ	N;MASC;PL	N;ANIM;ACC;MASC;SG
usuarios	používateľa	usuario	používateľ	N;MASC;PL	N;ANIM;ACC;MASC;SG
usuarios	užívateľské	usuario	užívateľský	N;MASC;PL	ADJ;NOM;NEUT;SG
usuarios	používateľ	usuario	používateľ	N;MASC;PL	N;ANIM;NOM;MASC;SG
des	des	des	des		
calidad	kvalitné	calidad	kvalitný	N;FEM;SG	ADJ;NOM;NEUT;SG
calidad	kvality	calidad	kvalita	N;FEM;SG	N;NOM;FEM;PL
artistas	umelec	artista	umelec	N;PL	N;ANIM;NOM;MASC;SG
artistas	umelkyňa	artista	umelkyňa	N;PL	N;NOM;FEM;SG
artistas	umelca	artista	umelec	N;PL	N;ANIM;ACC;MASC;SG
artistas	účinkujúcich	artista	účinkujúci	N;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
nuestra	naši	nuestro	náš	DET;FEM;SG;1	DET;ANIM;NOM;MASC;PL;1
nuestra	nase	nuestro	nas	DET;FEM;SG;1	PROPN;ANIM;NOM;MASC;SG
nuestra	nase	nuestro	nas	DET;FEM;SG;1	PROPN;ANIM;NOM;MASC;SG
nuestra	nuestra	nuestro	nuestra	DET;FEM;SG;1	
buena	buena	buen	buena	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
buena	dobre	buen	dobre	ADJ;FEM;SG	ADV
buena	dobra	buen	dobra	ADJ;FEM;SG	N;NOM;FEM;SG
significa	znamena	significar	znamena	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
significa	prostriedky	significar	prostriedok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
significa	prostriedok	significar	prostriedok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
paul	pavol	paul	pavol	PROPN	PROPN;ANIM;NOM;MASC;SG
paul	paul	paul	paul	PROPN	PROPN;ANIM;NOM;MASC;SG
paul	pavla	paul	pavnúť	PROPN	PROPN;ANIM;ACC;MASC;SG
virgen	panic	virgen	panic	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
transporte	dopravné	transporte	dopravný	N;MASC;SG	ADJ;NOM;NEUT;SG
coordenadas	koordinovať	coordenada	koordinovať	N;FEM;PL	V;IPFV;POS;NFIN
vol	vol	vol	vol	PROPN	
vol	obj	vol	obj	PROPN	
internacionales	international	internacional	internationať	ADJ;PL	N;INAN;NOM;MASC;SG
internacionales	medzinárodný	internacional	medzinárodný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
internacionales	medzinárodná	internacional	medzinárodný	ADJ;PL	ADJ;NOM;FEM;SG
internacionales	medzinárodné	internacional	medzinárodný	ADJ;PL	ADJ;NOM;NEUT;SG
unidad	jednoty	unidad	jednota	N;FEM;SG	N;NOM;FEM;PL
unidad	unit	unidad	unit	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
crear	vytváranie	crear	vytváranie	V;NFIN	N;NOM;NEUT;SG
crear	vytvorenie	crear	vytvorenie	V;NFIN	N;NOM;NEUT;SG
inicio	doma	inicio	doma	N;MASC;SG	ADV
inicio	domov	inicio	domov	N;MASC;SG	ADV
inicio	domáca	inicio	domáci	N;MASC;SG	ADJ;NOM;FEM;SG
inicio	domáce	inicio	domáci	N;MASC;SG	ADJ;NOM;NEUT;SG
inicio	začať	inicio	začať	N;MASC;SG	V;PFV;POS;NFIN
inicio	začnite	inicio	začať	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
inicio	spustiť	inicio	spustiť	N;MASC;SG	V;PFV;POS;NFIN
salud	zdravotné	salud	zdravotný	N;FEM;SG	ADJ;NOM;NEUT;SG
llevó	led	llevar	led	V;IND;SG;3;PST;FIN	
minutos	zápisnica	minuto	zápisnica	N;MASC;PL	N;NOM;FEM;SG
minutos	min	minuto	min	N;MASC;PL	
diego	diego	diego	diego	PROPN	PROPN;ANIM;NOM;MASC;SG
diego	diega	diego	diega	PROPN	PROPN;ANIM;ACC;MASC;SG
verano	summer	verano	summer	N;MASC;SG	INTJ
verano	letná	verano	letný	N;MASC;SG	ADJ;NOM;FEM;SG
verano	letné	verano	letný	N;MASC;SG	ADJ;NOM;NEUT;SG
sol	sun	sol	sun	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sol	slnka	sol	slnko	N;MASC;SG	N;NOM;NEUT;PL
sol	slniečka	sol	slniečko	N;MASC;SG	N;NOM;NEUT;PL
revolución	revolúcie	revolución	revolúcia	N;FEM;SG	N;NOM;FEM;PL
entrada	vstupné	entrada	vstupný	N;FEM;SG	ADJ;NOM;NEUT;SG
mejores	lepšie	mejor	dobre	ADJ;PL	ADV;CMPR
mejores	lepší	mejor	dobrý	ADJ;PL	ADJ;ANIM;NOM;CMPR;MASC;SG
mejores	lepšia	mejor	dobrý	ADJ;PL	ADJ;NOM;CMPR;FEM;SG
mejores	radšej	mejor	rád	ADJ;PL	ADJ;ANIM;NOM;CMPR;MASC;SG
mejores	lepsie	mejor	lepsie	ADJ;PL	
mejores	najlepsie	mejor	dsípsiť	ADJ;PL	
mejores	najlepšie	mejor	dobre	ADJ;PL	ADV;RL
mejores	najlepší	mejor	dobrý	ADJ;PL	ADJ;ANIM;NOM;RL;MASC;SG
mejores	najlepšia	mejor	dobrý	ADJ;PL	ADJ;NOM;RL;FEM;SG
mejores	najlepsi	mejor	najlepsi	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
decidió	rozhodli	decidir	rozhodnúť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
decidió	rozhodnuté	decidir	rozhodnutý	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
james	james	jame	james	PROPN	PROPN;ANIM;NOM;MASC;SG
james	jakub	jame	jakub	PROPN	PROPN;ANIM;NOM;MASC;SG
ciencia	vedy	ciencia	veda	N;FEM;SG	N;NOM;FEM;PL
records	records	records	records	N;MASC	
aire	ovzdušia	aire	ovzdušie	N;MASC;SG	N;NOM;NEUT;PL
aire	air	aire	air	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ataque	napadnúť	ataque	napadnúť	N;MASC;SG	V;PFV;POS;NFIN
ataque	zaútočiť	ataque	zaútočiť	N;MASC;SG	V;PFV;POS;NFIN
comunicación	komunikácie	comunicación	komunikácia	N;FEM;SG	N;NOM;FEM;PL
comunicación	comm	comunicación	com	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
comunicación	oznámenia	comunicación	oznámenie	N;FEM;SG	N;NOM;NEUT;PL
comunicación	komunikačné	comunicación	komunikačný	N;FEM;SG	ADJ;NOM;NEUT;SG
comunicación	komunikácie	comunicación	komunikácia	N;FEM;SG	N;NOM;FEM;PL
jean	jean	jean	jean	PROPN	PROPN;ANIM;NOM;MASC;SG
jean	jeana	jean	jeana	PROPN	PROPN;ANIM;ACC;MASC;SG
puente	bridge	puente	bridga	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
matrimonio	manželstva	matrimonio	manželstvo	N;MASC;SG	N;NOM;NEUT;PL
material	materiálne	material	materiálne	N;MASC;SG	ADJ;NOM;NEUT;SG
material	materiály	material	materiál	N;MASC;SG	N;INAN;NOM;MASC;PL
material	materiálov	material	materiál	N;MASC;SG	N;INAN;GEN;MASC;PL
humanos	ľudský	humanos	ľudský	N	ADJ;INAN;NOM;MASC;SG
humanos	ľudských	humanos	ľudský	N	ADJ;GEN;MASC;PL
humanos	ľudské	humanos	ľudský	N	ADJ;NOM;NEUT;SG
humanos	ľudská	humanos	ľudský	N	ADJ;NOM;FEM;SG
realidad	reality	realidad	realita	N;FEM;SG	N;NOM;FEM;PL
gente	ludia	gente	ludia	N;FEM;SG	N;ANIM;NOM;MASC;PL
gente	ludi	gente	ludia	N;FEM;SG	INTJ
gente	ľudia	gente	človek	N;FEM;SG	N;ANIM;NOM;MASC;PL
gente	ľudí	gente	človek	N;FEM;SG	N;ANIM;ACC;MASC;PL
gente	people	gente	peopeľ	N;FEM;SG	PROPN;ANIM;VOC;MASC;SG
escudo	štíty	escudo	štít	N;MASC;SG	N;INAN;NOM;MASC;PL
escudo	štíty	escudo	štít	N;MASC;SG	N;INAN;NOM;MASC;PL
escudo	štítov	escudo	štít	N;MASC;SG	N;INAN;GEN;MASC;PL
clasificación	triedenia	clasificación	triedenie	N;FEM;SG	N;NOM;NEUT;PL
clasificación	poradia	clasificación	poradiť	N;FEM;SG	V;PFV;IND;PL;3;POS;PRS;FIN
clasificación	kvalifikovaný	clasificación	kvalifikovaný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
clasificación	kvalifikovaných	clasificación	kvalifikovaný	N;FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
clasificación	oprávnené	clasificación	oprávnený	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mano	mano	mano	mano	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
mano	ručné	mano	ručný	N;FEM;SG	ADJ;NOM;NEUT;SG
sigue	sledovanie	seguir	sledovanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
sigue	follow	seguir	follow	V;IND;SG;3;PRS;FIN	
sigue	sledujte	seguir	sledovať	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;POS;FIN
cuya	ktorého	cuyo	ktorý	PRO;FEM;SG	DET;ANIM;GEN;MASC;SG
cuya	čí	cuyo	čí	PRO;FEM;SG	
cuya	čie	cuyo	čie	PRO;FEM;SG	N;NOM;NEUT;SG
cuya	koho	cuyo	kto	PRO;FEM;SG	PRO;ANIM;ACC;MASC;SG
cuya	ktorých	cuyo	ktorý	PRO;FEM;SG	DET;ANIM;ACC;MASC;PL
sociales	sociálne	social	sociálny	ADJ;PL	ADJ;NOM;NEUT;SG
sociales	spoločenské	social	spoločenský	ADJ;PL	ADJ;NOM;NEUT;SG
sociales	sociálny	social	sociálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
sociales	sociálna	social	sociálny	ADJ;PL	ADJ;NOM;FEM;SG
sociales	spoločenský	social	spoločenský	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
problema	problem	problema	problem	N;MASC;SG	INTJ
trabajos	dielo	trabajo	dielo	N;MASC;PL	N;NOM;NEUT;SG
trabajos	praca	trabajo	praca	N;MASC;PL	N;NOM;FEM;SG
trabajos	práca	trabajo	práca	N;MASC;PL	N;NOM;FEM;SG
trabajos	pracovné	trabajo	pracovný	N;MASC;PL	ADJ;NOM;NEUT;SG
trabajos	funguje	trabajo	fungovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
trabajos	diel	trabajo	dielo	N;MASC;PL	N;NOM;MASC;SG
trabajos	pracuje	trabajo	pracovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
elegido	zvolili	elegido	zvoliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
elegido	zvolených	elegido	zvolený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
independiente	nezávislých	independiente	nezávislý	ADJ;SG	ADJ;ANIM;GEN;MASC;PL
independiente	independiente	independiente	independient	ADJ;SG	ADV
metal	kovov	metal	kov	N;MASC;SG	N;NOM;FEM;PL
metal	kovy	metal	kova	N;MASC;SG	N;INAN;NOM;MASC;PL
metal	kovová	metal	kovovať	N;MASC;SG	ADJ;NOM;FEM;SG
metal	kovové	metal	kovový	N;MASC;SG	ADJ;NOM;NEUT;SG
diario	denná	diario	denný	N;MASC;SG	ADJ;NOM;FEM;SG
diario	denne	diario	denne	N;MASC;SG	ADV
diario	denný	diario	denný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
diario	daily	diario	daila	N;MASC;SG	N;NOM;FEM;PL
diario	denné	diario	denný	N;MASC;SG	ADJ;NOM;NEUT;SG
palabra	slova	palabra	slovo	N;FEM;SG	N;NOM;NEUT;PL
falta	chýbajúci	falta	chýbajúci	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
falta	chýbajúce	falta	chýbajúci	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
falta	nezvestný	falta	nezvestný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
falta	chýba	falta	chýbať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
falta	chýbajú	falta	chýbať	N;FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
reina	queen	reina	queen	N;FEM;SG	PROPN;NOM;FEM;SG
corte	corte	corte	cort		N;NOM;MASC;SG
corte	rezanie	corte	rezanie		N;NOM;NEUT;SG
corte	strihanie	corte	strihanie		N;NOM;NEUT;SG
corte	rez	corte	rez		N;INAN;NOM;MASC;SG
corte	strih	corte	strih		N;INAN;NOM;MASC;SG
corte	dvor	corte	dvor		N;INAN;NOM;MASC;SG
corte	súd	corte	súd		N;INAN;NOM;MASC;SG
libertad	slobody	libertad	sloboda	N;FEM;SG	N;NOM;FEM;PL
libertad	slobody	libertad	sloboda	N;FEM;SG	N;NOM;FEM;PL
libertad	slobôd	libertad	sloboda	N;FEM;SG	N;GEN;FEM;PL
libertad	slobody	libertad	sloboda	N;FEM;SG	N;NOM;FEM;PL
vía	koľaj	vía	koľať		N;NOM;FEM;SG
vía	koľaje	vía	koľať		N;NOM;FEM;PL
vía	trať	vía	trať		N;NOM;FEM;SG
vía	sledovať	vía	sledovať		V;IPFV;POS;NFIN
vía	via	vía	via		PROPN;NOM;FEM;SG
vía	prostredníctvom	vía	prostredníctvom		ADP;GEN
vía	cez	vía	cez		ADP;ACC
xviii	xviii	xviii	xviii	N	NUM
bgcolor	bgcolor	bgcolor	bgcolor		N;NOM;MASC;SG
políticas	politika	política	politika	N;FEM;PL	N;NOM;FEM;SG
políticas	politiku	política	politika	N;FEM;PL	N;ACC;FEM;SG
políticas	politika	política	politika	N;FEM;PL	N;NOM;FEM;SG
políticas	politike	política	politika	N;FEM;PL	N;DAT;FEM;SG
jugó	hrali	jugar	hrať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
considerado	zvážil	considerado	zvážiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
considerado	považovať	considerado	považovať	ADJ;MASC;SG;V.PTCP	V;IPFV;POS;NFIN
comisión	komisie	comisión	komisť	N;FEM;SG	N;NOM;FEM;PL
alberto	albert	alberto	albert	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	alberto	alberto	alberto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	steven	alberto	steven	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
comienza	zacina	comenzar	zacin	V;IND;SG;3;PRS;FIN	
comienza	zacne	comenzar	zacne	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
velocidad	rýchlosti	velocidad	rýchlosť	N;FEM;SG	N;NOM;FEM;PL
velocidad	otáčky	velocidad	otáčka	N;FEM;SG	N;NOM;FEM;PL
felipe	felipe	felipe	felipa	PROPN	N;ANIM;NOM;MASC;SG
felipe	filipa	felipe	filipa	PROPN	N;ANIM;ACC;MASC;SG
felipe	philip	felipe	philip	PROPN	PROPN;ANIM;NOM;MASC;SG
felipe	filip	felipe	filip	PROPN	PROPN;ANIM;NOM;MASC;SG
felipe	phillip	felipe	phillip	PROPN	PROPN;ANIM;NOM;MASC;SG
escribió	napísali	escribir	napísať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
creado	vytvorili	creado	vytvoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
creado	vytvoril	creado	vytvoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
xvi	xvi	xvi	pvo	N	
hermanos	brothers	hermano	brothers	N;MASC;PL	N;NOM;MASC;SG
tierras	pristane	tierra	pristať	N;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN
tierras	zemín	tierra	zemina	N;FEM;PL	N;NOM;FEM;SG
tierras	land	tierra	land	N;FEM;PL	
tierras	pozemok	tierra	pozemok	N;FEM;PL	N;INAN;NOM;MASC;SG
tierras	pôda	tierra	pôda	N;FEM;PL	N;NOM;FEM;SG
cosas	všeličo	cosa	všeličo	N;FEM;PL	PRO;NOM;NEUT;SG
michael	michaela	michael	michail	N;MASC;SG	PROPN;NOM;FEM;SG
michael	michal	michael	michať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
británico	briti	británico	brit	N;MASC;SG	N;ANIM;NOM;MASC;PL
británico	britská	británico	britský	N;MASC;SG	ADJ;NOM;FEM;SG
británico	britský	británico	britský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
británico	britské	británico	britský	N;MASC;SG	ADJ;NOM;NEUT;SG
áfrica	afriky	áfrico	afrika	N;FEM;SG	N;NOM;FEM;PL
