der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
familienname	achternaam	familiennam	achternaam	ADJ	N;MASC+FEM;SG
welcher	welke	welch	welk	PRO;NOM;MASC;SG	PRO
gegensatz	contrasten	gegensatz	contrast	ADJ	N;PL
gegensatz	tegenspraak	gegensatz	tegenspraak	ADJ	N;MASC+FEM;SG
gegensatz	contradictie	gegensatz	contradictie	ADJ	N;MASC+FEM;SG
gegensatz	tegenstrijdigheid	gegensatz	tegenstrijdigheid	ADJ	N;MASC+FEM;SG
gegensatz	tegenstelling	gegensatz	tegenstelling	ADJ	N;MASC+FEM;SG
gegensatz	tegenstelling	gegensatz	tegenstelling	ADJ	N;MASC+FEM;SG
gegensatz	contrast	gegensatz	contrast	ADJ	N;NEUT;SG
minuten	minuten	minuten	minuut	V;NFIN	N;PL
minuten	notulen	minuten	notulen	V;NFIN	N;PL
minuten	min	minuten	min	V;NFIN	ADV
frühen	early	früh	early	ADJ	
rang	rangschikken	rang	rangschik	N;SG	V;NFIN
ähnlich	evenzo	ähnlich	evenzo	ADJ	ADV
finale	finales	final	finale	N;NOM;NEUT;SG	N;PL
finale	definitief	final	definitief	N;NOM;NEUT;SG	ADJ
jeden	iedere	jed	ieder	PRO;ACC;INDF;MASC;SG	DET
jeden	elke	jed	elk	PRO;ACC;INDF;MASC;SG	DET
jeden	elke	jed	elk	PRO;ACC;INDF;MASC;SG	DET
jeden	elke	jed	elk	PRO;ACC;INDF;MASC;SG	DET
verfahren	proces	verfahren	proces	V;NFIN	N;NEUT;SG
verfahren	procedures	verfahren	procedure	V;NFIN	N;PL
verfahren	methode	verfahren	methode	V;NFIN	N;MASC+FEM;SG
verfahren	procedure	verfahren	procedure	V;NFIN	N;MASC+FEM;SG
tour	rondreis	tour	rondreis		N;MASC+FEM;SG
tour	tour	tour	tour		N;MASC+FEM;SG
tour	rondleiding	tour	rondleiding		N;MASC+FEM;SG
tour	tournee	tour	tournee		N;MASC+FEM;SG
wollen	wilt	wollen	willen	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
wollen	wil	wollen	willen	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
wollen	willen	wollen	willen	V;IND;PL;3;PRS;FIN	V;NFIN
ergebnis	uitkomsten	ergebnis	uitkomst	ADJ	N;PL
ergebnis	verdiensten	ergebnis	verdienste	ADJ	N;PL
ergebnis	inkomsten	ergebnis	inkomsten	ADJ	N;PL
ergebnis	uitkomst	ergebnis	uitkomst	ADJ	N;MASC+FEM;SG
ergebnis	resultaat	ergebnis	resultaat	ADJ	N;NEUT;SG
ergebnis	resultaat	ergebnis	resultaat	ADJ	N;NEUT;SG
ergebnis	uitslagen	ergebnis	uitslag	ADJ	N;PL
ergebnis	resultaat	ergebnis	resultaat	ADJ	N;NEUT;SG
ergebnis	resultaten	ergebnis	resultaat	ADJ	N;PL
mark	markeren	mark	markeren	PROPN	V;NFIN
mark	merkteken	mark	merkteken	PROPN	N;NEUT;SG
mark	markeer	mark	markeren	PROPN	N;MASC+FEM;SG
mark	mark	mark	mark	PROPN	N;MASC+FEM;SG
leitung	directeur	leitung	directeur	ADJ	N;MASC+FEM;SG
leitung	director	leitung	director	ADJ	N;MASC+FEM;SG
leitung	regisseur	leitung	regisseur	ADJ	N;MASC+FEM;SG
leitung	leiderschap	leitung	leiderschap	ADJ	N;NEUT;SG
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
falsch	fout	falsch	fout	ADJ	N;MASC+FEM;SG
falsch	false	falsch	fals	ADJ	
artikeln	artikelen	artikeln	artikel	ADJ	N;PL
artikeln	artikels	artikeln	artikel	ADJ	N;PL
gold	goud	gold	goud		N;NEUT;SG
weise	wijze	weis	wijze	ADJ	N;MASC+FEM;SG
weise	wise	weis	wise	ADJ	N;MASC+FEM;SG
weise	manier	weis	manier	ADJ	N;MASC+FEM;SG
weise	way	weis	way	ADJ	
außer	behalve	außer	behalve	ADP	CONJ
heiligen	heiligen	heilig	heiligen	ADJ	N;PL
heiligen	saints	heilig	saints	ADJ	N;MASC+FEM;SG
heiligen	holy	heilig	holy	ADJ	
heiligen	geheiligd	heilig	heiligen	ADJ	V;V.PTCP
möglichkeit	gelegenheid	möglichkeit	gelegenheid	ADJ	N;MASC+FEM;SG
möglichkeit	kans	möglichkeit	kans	ADJ	N;MASC+FEM;SG
möglichkeit	optie	möglichkeit	optie	ADJ	N;MASC+FEM;SG
möglichkeit	mogelijkheid	möglichkeit	mogelijkheid	ADJ	N;MASC+FEM;SG
leiter	ladder	leiter	ladder	ADJ	N;MASC+FEM;SG
leiter	hoofd	leiter	hoofd	ADJ	N;NEUT;SG
leiter	head	leiter	head	ADJ	N;MASC+FEM;SG
leiter	leider	leiter	leider	ADJ	N;MASC+FEM;SG
leiter	leader	leiter	leader	ADJ	N;MASC+FEM;SG
ausgabe	edities	ausgeben	editie	N;NOM;FEM;SG	N;PL
los	los	los	los	ADV	ADJ
river	rivier	river	rivier	PROPN;NOM;SG	N;MASC+FEM;SG
river	river	river	river	PROPN;NOM;SG	N;MASC+FEM;SG
rennen	rassen	rennen	ras	V;NFIN	N;PL
rennen	races	rennen	race	V;NFIN	N;PL
rennen	race	rennen	race	V;NFIN	N;MASC+FEM;SG
rennen	ras	rennen	ras	V;NFIN	N;NEUT;SG
rennen	racing	rennen	racing	V;NFIN	N;MASC+FEM;SG
del	del	del	del	PROPN;SG	N;MASC+FEM;SG
union	union	union	union	PROPN;NOM;SG	N;MASC+FEM;SG
union	vakbond	union	vakbond	PROPN;NOM;SG	N;MASC+FEM;SG
union	unie	union	unie	PROPN;NOM;SG	N;MASC+FEM;SG
japan	japan	japan	japan	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
belegt	bezet	belegen	bezetten	ADJ;V.PTCP	V;V.PTCP
belegt	onderbouwd	belegen	onderbouwen	ADJ;V.PTCP	V;V.PTCP
belegt	bewezen	belegen	bewijzen	ADJ;V.PTCP	V;V.PTCP
belegt	aangetoonde	belegen	aantonen	ADJ;V.PTCP	V;V.PTCP
belegt	gedocumenteerd	belegen	documenteren	ADJ;V.PTCP	V;V.PTCP
belegt	gedocumenteerde	belegen	documenteren	ADJ;V.PTCP	V;SG;PST;FIN
belegt	bezet	belegen	bezetten	ADJ;V.PTCP	V;V.PTCP
belegt	bezette	belegen	bezetten	ADJ;V.PTCP	V;SG;PST;FIN
belegt	aangetoond	belegen	aantonen	ADJ;V.PTCP	V;V.PTCP
belegt	gedemonstreerd	belegen	demonstreren	ADJ;V.PTCP	V;V.PTCP
knapp	nipt	knapp	nipt	ADJ	N;MASC+FEM;SG
knapp	knapp	knapp	knapp	ADJ	N;MASC+FEM;SG
fläche	bovengronds	fläche	bovengronds	N;NOM;FEM;SG	ADJ
webseite	website	webseite	website		N;MASC+FEM;SG
webseite	webpagina	webseite	webpagina		N;MASC+FEM;SG
webseite	site	webseite	site		N;MASC+FEM;SG
webseite	websites	webseite	website		N;PL
webseite	web	webseite	webben		N;NEUT;SG
großer	large	groß	larg	ADJ	
großer	großer	groß	groor	ADJ	N;MASC+FEM;SG
müller	müller	müll	mul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
müller	miller	müll	miller	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
müller	müller	müll	mul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
müller	muller	müll	mul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
müller	müller	müll	mul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
müller	mueller	müll	mueller	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
angaben	gegevens	angeben	gegeven	V;NFIN	N;PL
angaben	data	angeben	data	V;NFIN	N;MASC+FEM;SG
vorsitzender	president	vorsitzend	president	ADJ	N;MASC+FEM;SG
vorsitzender	voorzitter	vorsitzend	voorzitter	ADJ	N;MASC+FEM;SG
vorsitzender	stoel	vorsitzend	stoel	ADJ	N;MASC+FEM;SG
vorsitzender	voorzitter	vorsitzend	voorzitter	ADJ	N;MASC+FEM;SG
albert	albert	albern	albert	PROPN;SG	N;MASC+FEM;SG
fest	stevig	fest	stevig	ADV	ADJ
fest	massief	fest	massief	ADV	ADJ
fest	solide	fest	solide	ADV	ADJ
fest	vaste	fest	vast	ADV	ADJ
fest	feestmaal	fest	feestmaal	ADV	N;NEUT;SG
fest	krap	fest	krap	ADV	ADJ
fest	strakke	fest	strak	ADV	ADJ
fest	strak	fest	strak	ADV	ADJ
fest	fest	fest	fest	ADV	N;MASC+FEM;SG
dank	thnx	dank	thnx	ADV	INTJ
dank	thanks	dank	thanks	ADV	N;SG
dank	bedankt	dank	bedanken	ADV	V;V.PTCP
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;NEUT;SG	N;NEUT;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;NEUT;SG	N;NEUT;SG
düsseldorf	dusseldorf	düsseldorf	dusseldorf	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
versucht	poging	versuchen	poging	V;V.PTCP	N;MASC+FEM;SG
politik	beleid	politik	beleid	ADJ	N;NEUT;SG
politik	politiek	politik	politiek	ADJ	N;MASC+FEM;SG
anna	anne	anna	anne	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
anna	anna	anna	anna	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
zeitpunkt	timing	zeitpunkt	timing	ADJ	N;MASC+FEM;SG
zeitpunkt	datum	zeitpunkt	datum	ADJ	N;MASC+FEM;SG
zeitpunkt	tijd	zeitpunkt	tijd	ADJ	N;MASC+FEM;SG
hochschule	universiteiten	hochschule	universiteit	N;NOM;FEM;SG	N;PL
position	positie	position	positie		N;MASC+FEM;SG
position	koers	position	koers		N;MASC+FEM;SG
position	rubriek	position	rubriek		N;MASC+FEM;SG
schwer	heavy	schwer	heavy	ADJ	N;MASC+FEM;SG
hinweis	noot	hinweis	noot	ADV	N;MASC+FEM;SG
hinweis	briefje	hinweis	brief	ADV	N;NEUT;SG
hinweis	notitie	hinweis	notitie	ADV	N;MASC+FEM;SG
hinweis	opmerking	hinweis	opmerking	ADV	N;MASC+FEM;SG
hinweis	aanwijzing	hinweis	aanwijzing	ADV	N;MASC+FEM;SG
hinweis	hint	hinweis	hint	ADV	N;MASC+FEM;SG
gruppen	groep	grappen	groep	N;NOM;FEM;PL	N;MASC+FEM;SG
gruppen	fractie	grappen	fractie	N;NOM;FEM;PL	N;MASC+FEM;SG
neues	neues	neu	neues	ADJ;NOM;NEUT;SG	N;MASC+FEM;SG
cup	kopje	cup	kopje	PROPN;NOM;MASC;SG	N;NEUT;SG
cup	beker	cup	beker	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
satz	zin	satz	zin		N;MASC+FEM;SG
satz	tarief	satz	tarief		N;NEUT;SG
satz	instellen	satz	instellen		V;NFIN
satz	set	satz	set		N;MASC+FEM;SG
satz	ingesteld	satz	instellen		V;V.PTCP
satz	zin	satz	zin		N;MASC+FEM;SG
satz	straf	satz	straf		N;MASC+FEM;SG
satz	vonnis	satz	vonnis		N;NEUT;SG
öffentlichen	publiek	öffentlich	publiek	ADJ;NOM;PL	N;NEUT;SG
hauptsächlich	meestal	hauptsächlich	meestal	ADJ	ADV
hauptsächlich	vooral	hauptsächlich	vooral	ADJ	ADV
derzeit	momenteel	derzeit	momenteel	ADV	ADJ
reicht	marges	reichen	marge	V;IND;SG;3;PRS;FIN	N;PL
reicht	genoeg	reichen	genoeg	V;IND;SG;3;PRS;FIN	ADV
stimmen	stemmen	stimmen	stem	V;NFIN	N;PL
stimmen	stemming	stimmen	stemming	V;NFIN	N;MASC+FEM;SG
stimmen	stem	stimmen	stem	V;NFIN	N;MASC+FEM;SG
stimmen	stemmen	stimmen	stem	V;NFIN	N;PL
stimmen	stemmingen	stimmen	stemming	V;NFIN	N;PL
stimmen	stemmen	stimmen	stem	V;NFIN	N;PL
stimmen	stemming	stimmen	stemming	V;NFIN	N;MASC+FEM;SG
stimmen	stemmen	stimmen	stem	V;NFIN	N;PL
stimmen	voices	stimmen	voices	V;NFIN	N;MASC+FEM;SG
geführt	led	führen	led	V;V.PTCP	N;MASC+FEM;SG
engl	engl	engl	engl		N;MASC+FEM;SG
stadtteil	buitenwijk	stadtteil	buitenwijk	ADJ	N;MASC+FEM;SG
stadtteil	voorstad	stadtteil	voorstad	ADJ	N;MASC+FEM;SG
stadtteil	stadsdeel	stadtteil	stadsdeel	ADJ	N;NEUT;SG
stadtteil	borough	stadtteil	borough	ADJ	N;MASC+FEM;SG
stadtteil	district	stadtteil	district	ADJ	N;NEUT;SG
wert	worth	wert	worth	ADJ	N;MASC+FEM;SG
wert	waarde	wert	waarde	ADJ	N;MASC+FEM;SG
späteren	straks	spät	straks	ADJ	ADV
frei	frei	frei	frei	ADJ	N;MASC+FEM;SG
frei	vrijgekomen	frei	vrijkomen	ADJ	V;V.PTCP
frei	free	frei	free	ADJ	
frank	frank	frank	frank	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
inhalt	content	inhalt	content		N;PL
inhalt	inhoud	inhalt	inhoud		N;MASC+FEM;SG
inhalt	inhoud	inhalt	inhoud		N;MASC+FEM;SG
inhalt	inhoudsopgave	inhalt	inhoudsopgave		N;MASC+FEM;SG
ehemaliger	gepensioneerde	ehemalig	pensioneren	ADJ	V;V.PTCP
ehemaliger	gepensioneerd	ehemalig	pensioneren	ADJ	V;V.PTCP
ehemaliger	alumni	ehemalig	alumni	ADJ	N;PL
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bekannte	gekend	bekannt	kennen	ADJ;NOM;PL	V;V.PTCP
bekannte	gekende	bekannt	kenen	ADJ;NOM;PL	V;V.PTCP
bekannte	kennissen	bekannt	kennis	ADJ;NOM;PL	N;PL
bekannte	bekenden	bekannt	bekend	ADJ;NOM;PL	N;PL
bekannte	kennismaking	bekannt	kennismaking	ADJ;NOM;PL	N;MASC+FEM;SG
bekannte	kennis	bekannt	kennis	ADJ;NOM;PL	N;MASC+FEM;SG
beteiligt	betrokken	beteiligen	betrekken	ADJ;V.PTCP	V;V.PTCP
beteiligt	deelneemt	beteiligen	deelnemen	ADJ;V.PTCP	V;SG;PRS;FIN
wochen	week	wech	week	ADV	N;MASC+FEM;SG
wochen	weekje	wech	weekje	ADV	N;NEUT;SG
wochen	weeks	wech	weeks	ADV	N;MASC+FEM;SG
wochen	weken	wech	week	ADV	N;PL
wochen	wekelijks	wech	wekelijks	ADV	ADJ
wochen	weekoverzicht	wech	weekoverzicht	ADV	N;NEUT;SG
wochen	wekelijkse	wech	wekelijks	ADV	ADJ
wochen	weekly	wech	weekly	ADV	
fritz	fritz	fritz	fritz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gesamte	totaliteit	gesamt	totaliteit	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
östlich	oosten	östlich	oosten	ADJ	N;NEUT;SG
östlich	oost	östlich	oost	ADJ	N;MASC+FEM;SG
kategorien	categorie	kategorien	categorie	N;NOM;FEM;PL	N;MASC+FEM;SG
louis	louis	louis	louis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
louis	lodewijk	louis	lodewijk	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
records	records	records	record	PROPN;NOM;SG	N;PL
selten	zelden	selten	zelden	ADJ	ADV
selten	zelden	selten	zelden	ADJ	ADV
selten	zelden	selten	zelden	ADJ	ADV
selten	soms	selten	soms	ADJ	ADV
schüler	studenten	schüler	student	ADJ	N;PL
schüler	leerlingen	schüler	leerling	ADJ	N;PL
schüler	pupillen	schüler	pupil	ADJ	N;PL
schüler	leerlingen	schüler	leerling	ADJ	N;PL
schüler	leerling	schüler	leerling	ADJ	N;MASC+FEM;SG
schüler	student	schüler	student	ADJ	N;MASC+FEM;SG
schüler	leerling	schüler	leerling	ADJ	N;MASC+FEM;SG
schüler	pupil	schüler	pupil	ADJ	N;MASC+FEM;SG
dritte	third	dritt	third	ADJ;NOM;FEM;PL	
westlich	western	westlich	western	ADJ	N;NEUT;SG
westlich	westerly	westlich	westerly	ADJ	N;MASC+FEM;SG
vollständig	full	vollständig	full	ADJ	N;MASC+FEM;SG
vollständig	voltooid	vollständig	voltooien	ADJ	V;V.PTCP
vollständig	invullen	vollständig	invullen	ADJ	V;NFIN
admin	admin	admin	admin		N;MASC+FEM;SG
admin	beheerder	admin	beheerd		N;MASC+FEM;SG
staffel	seizoen	staffel	seizoen		N;NEUT;SG
staffel	eskader	staffel	eskader		N;NEUT;SG
staffel	squadron	staffel	squadron		N;NEUT;SG
staffel	relais	staffel	relais		N;MASC+FEM;SG
staffel	estafette	staffel	estafette		N;MASC+FEM;SG
staffel	relay	staffel	relay		
gründen	redenen	gründen	reden	V;NFIN	N;PL
bremen	bremen	bremen	bremen	PROPN;NOM;NEUT;SG	V;NFIN
jungen	boys	jung	boys	ADJ	N;PL
jungen	jongens	jung	jongens	ADJ	N;PL
jungen	young	jung	young	ADJ	N;MASC+FEM;SG
jungen	boy	jung	boy	ADJ	N;MASC+FEM;SG
jungen	jongen	jung	jongen	ADJ	N;MASC+FEM;SG
fort	fort	fort	fort	ADV	N;NEUT;SG
musiker	musicus	musik	musicus	ADJ	N;MASC+FEM;SG
musiker	muzikant	musik	muzikant	ADJ	N;MASC+FEM;SG
musiker	musici	musik	musicus	ADJ	N;PL
musiker	muzikanten	musik	muzikant	ADJ	N;PL
gesehen	saw	sehen	saw	V;V.PTCP	N;MASC+FEM;SG
gesehen	zaag	sehen	zaag	V;V.PTCP	N;MASC+FEM;SG
adolf	adolph	adolf	adolph	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
schiff	vaartuig	schiff	vaartuig	ADJ	N;NEUT;SG
schiff	schip	schiff	schip	ADJ	N;NEUT;SG
schiff	schiff	schiff	schiff	ADJ	N;MASC+FEM;SG
schiff	boot	schiff	boot	ADJ	N;MASC+FEM;SG
fußball	voetballen	fußball	voetballen	ADJ	V;NFIN
fußball	voetbal	fußball	voetbal	ADJ	N;NEUT;SG
fußball	voetballen	fußball	voetballen	ADJ	V;NFIN
fußball	voetbal	fußball	voetbal	ADJ	N;NEUT;SG
bedeutet	betekenis	bedeuten	betekenis	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
bietet	aanbiedingen	bieten	aanbieding	V;IND;SG;3;PRS;FIN	N;PL
vertreter	agenten	vertreter	agent	ADJ	N;PL
vertreter	vertegenwoordigers	vertreter	vertegenwoordiger	ADJ	N;PL
vertreter	agent	vertreter	agent	ADJ	N;MASC+FEM;SG
vertreter	vertegenwoordiger	vertreter	vertegenwoordiger	ADJ	N;MASC+FEM;SG
hessen	hessen	hessen	hessen	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
hessen	hessen	hessen	hessen	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
organisation	organisatie	organisation	organisatie		N;MASC+FEM;SG
organisation	organisatie	organisation	organisatie		N;MASC+FEM;SG
organisation	organiseren	organisation	organiseren		V;NFIN
les	les	les	les		N;MASC+FEM;SG
leute	folk	leute	folk	N;NOM;PL	N;MASC+FEM;SG
halten	holding	halten	holding	V;NFIN	N;MASC+FEM;SG
sammlung	verzamelingen	sammlung	verzameling	N;NOM;FEM;SG	N;PL
sammlung	collecties	sammlung	collectie	N;NOM;FEM;SG	N;PL
sammlung	verzamelen	sammlung	verzamelen	N;NOM;FEM;SG	V;NFIN
lexikon	lexicon	lexikon	lexicon		N;NEUT;SG
lexikon	encyclopedie	lexikon	encyclopedie		N;MASC+FEM;SG
www	www	www	www		N;MASC+FEM;SG
unterstützung	ondersteuning	unterstützung	ondersteuning	ADJ	N;MASC+FEM;SG
unterstützung	steun	unterstützung	steun	ADJ	N;MASC+FEM;SG
unterstützung	support	unterstützung	support	ADJ	N;MASC+FEM;SG
unterstützung	ondersteunen	unterstützung	ondersteunen	ADJ	V;NFIN
unterstützung	assistentie	unterstützung	assistentie	ADJ	N;MASC+FEM;SG
unterstützung	bijstand	unterstützung	bijstand	ADJ	N;MASC+FEM;SG
meisterschaft	kampioenschappen	meisterschaft	kampioenschap	N;NOM;FEM;SG	N;PL
erfolgreich	geslaagde	erfolgreich	geslaagd	ADJ	V;V.PTCP
erfolgreich	geslaagd	erfolgreich	slagen	ADJ	V;V.PTCP
erfolgreich	succes	erfolgreich	succes	ADJ	N;NEUT;SG
erfolgreich	success	erfolgreich	success	ADJ	
sinn	sinn	sein	sinn		N;MASC+FEM;SG
sinn	betekenis	sein	betekenis		N;MASC+FEM;SG
sinn	zintuig	sein	zintuig		N;NEUT;SG
vorlage	sjablonen	vorlagen	sjabloon		N;PL
vorlage	onderwerping	vorlagen	onderwerping		N;MASC+FEM;SG
vorlage	inzending	vorlagen	inzending		N;MASC+FEM;SG
vorlage	indiening	vorlagen	indiening		N;MASC+FEM;SG
vorlage	sjabloon	vorlagen	sjabloon		N;NEUT;SG
vorlage	template	vorlagen	templaat		N;MASC+FEM;SG
westfalen	westfalen	westfalen	westfalen	ADJ	N;PL
westfalen	westfalen	westfalen	westfalen	ADJ	N;PL
bezirk	county	bezirk	county	PROPN	N;MASC+FEM;SG
bezirk	graafschap	bezirk	graafschap	PROPN	N;NEUT;SG
bezirk	stadsdeel	bezirk	stadsdeel	PROPN	N;NEUT;SG
bezirk	borough	bezirk	borough	PROPN	N;MASC+FEM;SG
bezirk	arrondissement	bezirk	arrondissement	PROPN	N;NEUT;SG
bezirk	district	bezirk	district	PROPN	N;NEUT;SG
hoch	high	hoch	high	ADJ	
außerhalb	buitenkant	außerhalb	buitenkant	ADP	ADJ
herren	mens	herr	mens	N;NOM;PL	N;MASC+FEM;SG
karte	plattegrond	kart	plattegrond		N;MASC+FEM;SG
karte	kaart	kart	kaart		N;MASC+FEM;SG
probleme	vervloekingen	probleme	vervloeking	ADJ;PL	N;PL
probleme	problemen	probleme	probleem	ADJ;PL	N;PL
probleme	moeilijkheden	probleme	moeilijkheid	ADJ;PL	N;PL
probleme	problemen	probleme	probleem	ADJ;PL	N;PL
probleme	kwesties	probleme	kwestie	ADJ;PL	N;PL
alfred	alfred	alfreden	alfred	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
erscheint	lijkt	erscheinen	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
hallo	hallo	hallo	hallo		N;MASC+FEM;SG
hallo	hello	hallo	hello		N;MASC+FEM;SG
vergleich	vergelijking	vergleich	vergelijking	ADJ	N;MASC+FEM;SG
vergleich	vergelijken	vergleich	vergelijken	ADJ	V;NFIN
vergleich	vergelijk	vergleich	vergelijk	ADJ	V;SG;PRS;FIN
vergleich	vergelijken	vergleich	vergelijken	ADJ	V;NFIN
vergleich	vergelijkingen	vergleich	vergelijking	ADJ	N;PL
php	php	php	php	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nummer	nummer	nummer	nummer	ADV	N;MASC+FEM;SG
nummer	aantal	nummer	aantal	ADV	N;NEUT;SG
nummer	getal	nummer	getal	ADV	N;NEUT;SG
hof	binnenplaats	hof	binnenplaats		N;MASC+FEM;SG
hof	hof	hof	hof		N;NEUT;SG
hof	kwekerij	hof	kwekerij		N;MASC+FEM;SG
hof	boerderij	hof	boerderij		N;MASC+FEM;SG
hof	boerderijen	hof	boerderij		N;PL
hof	hof	hof	hof		N;NEUT;SG
halle	halle	hallen	halle		N;MASC+FEM;SG
halle	hal	hallen	hal		N;MASC+FEM;SG
halle	zaal	hallen	zaal		N;MASC+FEM;SG
halle	hall	hallen	hall		N;MASC+FEM;SG
basis	base	basis	base	ADJ	N;MASC+FEM;SG
basis	basis	basis	basis	ADJ	N;MASC+FEM;SG
basis	grondslag	basis	grondslag	ADJ	N;MASC+FEM;SG
staat	staat	staaen	staan	N	V;SG;PRS;FIN
langen	langen	lang	lang	ADJ	N;PL
langen	long	lang	long	ADJ	N;MASC+FEM;SG
dient	aanbidding	dienen	aanbidding	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
dient	verering	dienen	verering	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
anton	anton	anton	anton	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
neun	nine	neun	nine	NUM	N;MASC+FEM;SG
wirtschaft	industrie	wirtschaft	industrie		N;MASC+FEM;SG
wirtschaft	bedrijfstak	wirtschaft	bedrijfstak		N;MASC+FEM;SG
wirtschaft	economie	wirtschaft	economie		N;MASC+FEM;SG
wirtschaft	bedrijf	wirtschaft	bedrijf		N;NEUT;SG
wirtschaft	zakelijk	wirtschaft	zakelijk		ADJ
wirtschaft	economie	wirtschaft	economie		N;MASC+FEM;SG
college	college	college	college		N;NEUT;SG
college	hogeschool	college	hogeschool		N;MASC+FEM;SG
college	universiteit	college	universiteit		N;MASC+FEM;SG
markt	markt	marken	markt	ADV	N;MASC+FEM;SG
markt	marketplace	marken	marketplace	ADV	N;MASC+FEM;SG
markt	marktplaats	marken	marktplaats	ADV	N;MASC+FEM;SG
markt	marktplein	marken	marktplein	ADV	N;NEUT;SG
markt	markten	marken	markt	ADV	N;PL
markt	markt	marken	markt	ADV	N;MASC+FEM;SG
enthalten	inclusief	enthalten	inclusief	V;NFIN	ADJ
jedem	elke	jed	elk	PRO;DAT;INDF;MASC;SG	DET
verloren	kwijt	verlieren	kwijt	V;V.PTCP	ADJ
neuer	neuer	neu	neuer	ADJ	N;MASC+FEM;SG
ausgezeichnet	schitterend	auszeichnen	schitterend	V;V.PTCP	ADJ
ausgezeichnet	onderscheiding	auszeichnen	onderscheiding	V;V.PTCP	N;MASC+FEM;SG
ausgezeichnet	gunning	auszeichnen	gunning	V;V.PTCP	N;MASC+FEM;SG
ausgezeichnet	uitstekend	auszeichnen	uitstekend	V;V.PTCP	ADJ
ausgezeichnet	excellent	auszeichnen	excellent	V;V.PTCP	ADJ
ausgezeichnet	voortreffelijk	auszeichnen	voortreffelijk	V;V.PTCP	ADJ
übrigens	idd	übrigens	idd	ADV	INTJ
russland	moskou	rußland	moskou	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
russland	rusland	rußland	rusland	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
trägt	bears	tragen	bears	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
trägt	beren	tragen	beer	V;IND;SG;3;PRS;FIN	N;PL
bonn	bonn	bonn	bonn	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
jugend	jeugd	jugend	jeugd	ADJ	N;MASC+FEM;SG
jugend	tienerjaren	jugend	tienerjaar	ADJ	N;PL
jugend	tieners	jugend	tiener	ADJ	N;PL
jugend	puber	jugend	puber	ADJ	N;MASC+FEM;SG
jugend	tiener	jugend	tiener	ADJ	N;MASC+FEM;SG
jugend	young	jugend	young	ADJ	N;MASC+FEM;SG
jugend	adolescentie	jugend	adolescentie	ADJ	N;MASC+FEM;SG
jugend	puberteit	jugend	puberteit	ADJ	N;MASC+FEM;SG
allgemeinen	generaal	allgemein	generaal	ADJ	N;MASC+FEM;SG
gymnasium	gymnasium	gymnasium	gymnasium	ADJ	N;NEUT;SG
gymnasium	gymzaal	gymnasium	gymzaal	ADJ	N;MASC+FEM;SG
spanien	spanje	spanien	spanje	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
post	mail	post	mail	PROPN;NOM;SG	N;MASC+FEM;SG
post	post	post	post	PROPN;NOM;SG	N;MASC+FEM;SG
post	bericht	post	bericht	PROPN;NOM;SG	N;NEUT;SG
post	post	post	post	PROPN;NOM;SG	N;MASC+FEM;SG
