את	你	את	你	PART;ACC	PRO;2
משותף	共享	משותף	共享	ADJ;MASC;SG	V
משותף	分享	משותף	分享	ADJ;MASC;SG	V
משותף	常見	משותף	常見	ADJ;MASC;SG	V
משותף	通用	משותף	通用	ADJ;MASC;SG	N
משותף	共同	משותף	共同	ADJ;MASC;SG	ADV
חברתי	社會	חברתי	社會	ADJ;MASC;SG	N
חברתי	社交	חברתי	社交	ADJ;MASC;SG	N
הוצאה	花費	הוצאה	花費	N;FEM;SG	V
הירח	月球	הירח	月球	PROPN	N
הירח	月亮	הירח	月亮	PROPN	N
הירח	月	הירח	月	PROPN	N
לפעמים	有	לפעמים	有	ADV	V
צלב	cross	צלב	cross	N;MASC;SG	
סיוע	協助	סיוע	協助	N;MASC;SG	V
בינלאומי	國際	בינלאומי	國際	PROPN	N
כלכלי	經濟	כלכלי	經濟	ADJ;MASC;SG	N
שוודיה	瑞典	שוודיה	瑞典	PROPN	PROPN
איראן	伊朗	איראן	伊朗	PROPN	PROPN
יצירה	創作	יצירה	創作	N;FEM;SG	V
יצירה	創建	יצירה	創建	N;FEM;SG	V
יצירה	創造	יצירה	創造	N;FEM;SG	V
יצירה	建立	יצירה	建立	N;FEM;SG	V
קוד	密碼	קוד	密碼		N
קוד	編碼	קוד	編碼		N
קוד	碼	קוד	碼		N
מהיר	快速	מהיר	快速		N
מהיר	swift	מהיר	swift		
מהיר	快速	מהיר	快速		N
תכונות	地物	תכונה	地物	N;FEM;PL	V
נרחב	廣泛	נרחב	廣泛	ADJ;MASC;SG	ADV
מות	死亡	מוות	死亡		V
מות	死神	מוות	死神		N
מות	mot	מוות	mot		
השכונה	鄰里	השכונה	鄰里		N
פרידריך	friedrich	פרידריך	friedrich	PROPN	
הכהן	祭司	הכהן	祭司	PROPN	N
במחלוקת	爭議	במחלוקת	爭議	ADV	N
פרוץ	暴發	None	暴發		N
פרוץ	爆發	None	爆發		V
מחלוקת	爭論	מחלוקת	爭論	N;FEM;SG	V
טענה	認領	טענה	認領	N;FEM;SG	V
טענה	聲稱	טענה	聲稱	N;FEM;SG	V
עותקים	副	עותק	副	N;MASC;PL	PART
חזקה	強大	חזק	強大	ADJ;FEM;SG	N
חזקה	強	חזק	強	ADJ;FEM;SG	N
חזקה	強大	חזק	強大	ADJ;FEM;SG	N
חזקה	強國	חזק	強國	ADJ;FEM;SG	N
רובם	最多	None	最多	N;MASC;SG	ADJ
רובם	大	None	大	N;MASC;SG	PART
רובם	多數	None	多數	N;MASC;SG	ADJ
רובם	大多	None	大多	N;MASC;SG	ADV
רובם	大	None	大	N;MASC;SG	ADV
צדק	木星	צדק	木星	N;MASC;SG	PROPN
שיעור	評分	שיעור	評分	N;MASC;SG	V
יי	儀	יי	儀	PROPN	PROPN
יי	yee	יי	yee	PROPN	
חיה	野獸	None	野獸	V;FEM;SG;V.PTCP;ACT	N
חיה	獸	None	獸	V;FEM;SG;V.PTCP;ACT	N
חיה	怪獸	None	怪獸	V;FEM;SG;V.PTCP;ACT	PROPN
חיה	動物	None	動物	V;FEM;SG;V.PTCP;ACT	N
פברואר	二	פברואר	二	PROPN	NUM
פברואר	二	פברואר	二	PROPN	NUM
נשא	航空	נשא	航空	V;MASC;SG;3;PST	N
נשא	載體	נשא	載體	V;MASC;SG;3;PST	N
אפשרי	可能	אפשרי	可能	ADJ;MASC;SG	N
תכנון	規劃	תכנון	規劃	N;MASC;SG	V
העלילה	陰謀	העליל	陰謀	V;FEM;SG;3;PST;ACT	N
העלילה	劇情	העליל	劇情	V;FEM;SG;3;PST;ACT	N
שינה	睡	שינה	睡	PROPN	V
שינה	睡眠	שינה	睡眠	PROPN	N
שינה	睡覺	שינה	睡覺	PROPN	V
שינה	睡	שינה	睡	PROPN	V
שינה	睡覺	שינה	睡覺	PROPN	V
מרד	反抗	מרד	反抗	N;MASC;SG	V
מרד	反叛	מרד	反叛	N;MASC;SG	V
עצמאי	獨立	עצמאי	獨立	ADJ;MASC;SG	N
רות	ruth	רות	ruth	PROPN	
ידועים	已	ידוע	已	N;MASC;PL	ADV
בשר	肉	בשר	肉		N
בשר	肉食	בשר	肉食		V
בשר	肉類	בשר	肉類		N
בשר	血肉	בשר	血肉		N
בשר	肉體	בשר	肉體		N
דופן	皇	דופן	皇		PROPN
האיים	群島	האיים	群島	PROPN	N
האיים	島嶼	האיים	島嶼	PROPN	N
אנה	ana	אנה	ana	PROPN	
אנה	安娜	אנה	安娜	PROPN	PROPN
אנה	anna	אנה	anna	PROPN	
התפקיד	作用	התפקיד	作用	V;PL;1;PST;ACT	N
התפקיד	角色	התפקיד	角色	V;PL;1;PST;ACT	N
ענק	巨大	ענק	巨大	N;MASC;SG	ADJ
ענק	巨	ענק	巨	N;MASC;SG	
נפרד	分居	נפרד	分居	ADJ;MASC;SG	V
נפרד	分離	נפרד	分離	ADJ;MASC;SG	V
אחדות	統一	אחדים	統一	ADJ;FEM;PL	V
אחדות	團	אחדים	團	ADJ;FEM;PL	N
בחירות	選舉	בחירות	選舉	N;FEM;PL	V
בחירות	選舉	בחירות	選舉	N;FEM;PL	V
בחזרה	回	בחזרה	回		PROPN
כאילו	讚	כאילו	讚	CONJ	
כאילו	就	כאילו	就	CONJ	ADV
כאילו	像	כאילו	像	CONJ	ADP
כאילו	喜歡	כאילו	喜歡	CONJ	V
רחל	rachel	רחל	rachel	PROPN	
לשון	舌頭	לשון	舌頭		N
לשון	舌	לשון	舌		N
מדריד	馬德里	מדריד	馬德里	PROPN	PROPN
עצמאית	獨立	עצמאי	獨立	ADV	N
לוחמי	勇士	לוחם	勇士	PROPN	N
לוחמי	戰鬥	לוחם	戰鬥	PROPN	V
לוחמי	鬥士	לוחם	鬥士	PROPN	N
עיבוד	處理	עיבוד	處理	N;MASC;SG	V
עיבוד	加工	עיבוד	加工	N;MASC;SG	V
ערבית	阿拉伯	ערבי	阿拉伯	PROPN	PROPN
ערבית	阿拉伯	ערבי	阿拉伯	PROPN	PROPN
השבת	星期	השבת	星期	ADV	N
השבת	週六	השבת	週六	ADV	N
השבת	安息	השבת	安息	ADV	PROPN
לכאורה	據稱	לכאורה	據稱	ADV	V
לכאורה	據稱	לכאורה	據稱	ADV	V
מעניין	有趣	מעניין	有趣	ADJ;MASC;SG	N
קצב	速率	קצב	速率	PROPN	N
קצב	評分	קצב	評分	PROPN	V
קצב	率	קצב	率	PROPN	N
קצב	利率	קצב	利率	PROPN	N
קצב	節奏	קצב	節奏	PROPN	N
קצב	拍子	קצב	拍子	PROPN	N
קצב	屠夫	קצב	屠夫	PROPN	V
קצב	韻律	קצב	韻律	PROPN	N
קצב	節奏	קצב	節奏	PROPN	N
חקר	勘探	חקר	勘探		N
חקר	探索	חקר	探索		V
הצלב	cross	הצלב	cross	N;MASC;SG	
צרפתית	法文	צרפתית	法文	PROPN	N
צרפתית	法	צרפתית	法	PROPN	PROPN
נחום	nahum	נחום	nahum	PROPN	
ציוד	gear	ציוד	gear	N;MASC;SG	
המטרה	目標	המטרה	目標	PROPN	N
המטרה	目標	המטרה	目標	PROPN	N
טל	tal	טל	tal	PROPN	
טל	露水	טל	露水	PROPN	V
דגם	示	דגם	示	N;MASC;SG	V
מפורטת	詳細	פורט	詳細	V;FEM;SG;V.PTCP;PASS	N
שכר	受雇	שכר	受雇	N;MASC;SG	V
מחבר	作者	מחבר	作者		N
האירוע	事件	האירוע	事件	PROPN	N
האירוע	活動	האירוע	活動	PROPN	N
מחיקה	刪除	מחיקה	刪除	N;FEM;SG	V
מחיקה	刪除	מחיקה	刪除	N;FEM;SG	V
מחיקה	刪除	מחיקה	刪除	N;FEM;SG	V
מחיקה	刪去	מחיקה	刪去	N;FEM;SG	V
מפת	地圖	מפה	地圖		N
קוריאה	韓國	קוריאה	韓國	PROPN	PROPN
קוריאה	朝鮮	קוריאה	朝鮮	PROPN	PROPN
אנציקלופדיה	百科	אנציקלופדיה	百科	PROPN	N
אנציקלופדיה	百科	אנציקלופדיה	百科	PROPN	N
תיקון	修復	תיקון	修復	N;MASC;SG	V
תיקון	維修	תיקון	維修	N;MASC;SG	V
תיקון	修理	תיקון	修理	N;MASC;SG	V
תיקון	修繕	תיקון	修繕	N;MASC;SG	V
תיקון	改正	תיקון	改正	N;MASC;SG	V
תיקון	糾正	תיקון	糾正	N;MASC;SG	V
תיקון	更	תיקון	更	N;MASC;SG	ADV
ספטמבר	九	ספטמבר	九	PROPN	NUM
ספטמבר	九	ספטמבר	九	PROPN	NUM
נותרו	剩餘	נותר	剩餘	V;PL;3;PST;MID	N
פעילים	積極	פעיל	積極	N;MASC;PL	
אח	壁爐	אח	壁爐		N
אח	火爐	אח	火爐		N
אח	弟弟	אח	弟弟		N
אח	哥	אח	哥		PROPN
אח	師兄	אח	師兄		N
אח	哥哥	אח	哥哥		N
אח	兄弟	אח	兄弟		N
איגוד	結社	איגוד	結社	N;MASC;SG	V
באב	bab	באב	bab		PROPN
תשובה	回答	תשובה	回答	N;FEM;SG	V
תשובה	回覆	תשובה	回覆	N;FEM;SG	V
תשובה	答復	תשובה	答復	N;FEM;SG	V
הלל	hillel	הלל	hillel	PROPN	
צרפתים	法	צרפתי	法	N;MASC;PL	PROPN
קווי	線	קו	線		N
קווי	線	קו	線		N
גבוהים	高	גבוה	高	ADJ;MASC;PL	PROPN
לפגוע	傷害	פגע	傷害	V;NFIN;ACT	N
שמש	太陽	שמש	太陽		N
שמש	孫	שמש	孫		PROPN
שמש	珊	שמש	珊		PROPN
שמש	陽光	שמש	陽光		N
שמש	陽光	שמש	陽光		N
שמש	晴	שמש	晴		PROPN
שמש	太陽	שמש	太陽		N
שמש	太陽	שמש	太陽		N
נהג	駕駛	נהג	駕駛	N;MASC;SG	V
נהג	駕駛	נהג	駕駛	N;MASC;SG	V
הקשה	竊聽	הקשה	竊聽		V
קשור	捆綁	קשר	捆綁	V;MASC;SG;V.PTCP;ACT	N
קשור	被	קשר	被	V;MASC;SG;V.PTCP;ACT	V;PASS
עלייה	增加	עלייה	增加	N;FEM;SG	V
עלייה	提高	עלייה	提高	N;FEM;SG	V
ויקי	wiki	ויקי	wiki	PROPN	
ויקי	vickie	ויקי	vickie	PROPN	
ויקי	vicky	ויקי	vicky	PROPN	
ויקי	vicki	ויקי	vicki	PROPN	
זרים	陌生	זר	陌生	N;MASC;PL	ADJ
זרים	局外	זר	局外	N;MASC;PL	V
חיבור	連結	חיבור	連結	N;MASC;SG	V
וושינגטון	華盛頓	ואשינגטון	華盛頓	PROPN	PROPN
מרים	miriam	מרים	miriam	PROPN	
מדגם	取樣	מדגם	取樣	N;MASC;SG	V
ישיר	直接	ישיר	直接		ADV
חול	沙	חול	沙		PROPN
חול	沙子	חול	沙子		N
חול	砂	חול	砂		N
פיליפ	phillip	פיליפ	phillip	PROPN	
פיליפ	philip	פיליפ	philip	PROPN	
פיליפ	philippe	פיליפ	philippe	PROPN	
מערך	陣列	מערך	陣列	PROPN	N
מערך	編隊	מערך	編隊	PROPN	N
מערך	形成	מערך	形成	PROPN	V
בינתיים	與	בינתיים	與	ADV	ADP
שלט	簽名	שלט	簽名		N
שלט	簽字	שלט	簽字		V
שלט	簽	שלט	簽		V
עומר	omar	עומר	omar		
פתוח	開	פתוח	開	ADJ;MASC;SG	
פתוח	營業	פתוח	營業	ADJ;MASC;SG	V
פתוח	開啟	פתוח	開啟	ADJ;MASC;SG	V
פתוח	開放	פתוח	開放	ADJ;MASC;SG	V
שילוב	結合	שילוב	結合	N;MASC;SG	V
חשמל	供電	חשמל	供電	N;MASC;SG	V
אסור	禁	אסור	禁	ADJ;MASC;SG	
אסור	禁止	אסור	禁止	ADJ;MASC;SG	V
אסור	違禁	אסור	違禁	ADJ;MASC;SG	V
אסור	禁忌	אסור	禁忌	ADJ;MASC;SG	N
אסור	禁止	אסור	禁止	ADJ;MASC;SG	V
המוח	腦子	המוח	腦子		N
המוח	大腦	המוח	大腦		N
המוח	腦	המוח	腦		N
המוח	腦	המוח	腦		N
עיראק	伊拉克	עיראק	伊拉克	PROPN	PROPN
המסורת	傳統	המסורה	傳統	PROPN	N
מותר	允許	מותר	允許	ADJ;MASC;SG	V
אוקראינה	烏克蘭	אוקראינה	烏克蘭	PROPN	PROPN
ראיון	面談	ראיון	面談	N;MASC;SG	V
ראיון	約談	ראיון	約談	N;MASC;SG	V
ראיון	採訪	ראיון	採訪	N;MASC;SG	V
ראיון	訪談	ראיון	訪談	N;MASC;SG	V
פירוק	分解	פירוק	分解	N;MASC;SG	V
פירוק	拆卸	פירוק	拆卸	N;MASC;SG	V
פירוק	拆解	פירוק	拆解	N;MASC;SG	V
פירוק	拆除	פירוק	拆除	N;MASC;SG	V
היכולת	能力	היכולת	能力	PROPN	N
רוצים	想要	רצה	想要	V;MASC;PL;V.PTCP;ACT	
חובה	強制	חובה	強制	N;FEM;SG	V
חובה	強制	חובה	強制	N;FEM;SG	V
הצד	一	הצד	一		NUM
הצד	側	הצד	側		N
הכלל	細則	הכלל	細則	PROPN	N
ערבים	阿拉伯	ערבי	阿拉伯	N;MASC;PL	PROPN
ערבים	阿拉伯	ערבי	阿拉伯	N;MASC;PL	PROPN
הודעה	通知	הודעה	通知	N;FEM;SG	V
הודעה	公告	הודעה	公告	N;FEM;SG	V
הודעה	宣告	הודעה	宣告	N;FEM;SG	
שירותי	服務	שירותי	服務	PROPN	V
שירותי	服務	שירותי	服務	PROPN	V
מארק	marc	מארק	marc	PROPN	
מארק	標記	מארק	標記	PROPN	N
מארק	標示	מארק	標示	PROPN	V
מארק	馬克	מארק	馬克	PROPN	PROPN
מארק	mark	מארק	mark	PROPN	
נבנתה	內建	נבנה	內建	V;FEM;SG;3;PST;MID	N
מקס	最多	המקס	最多	PROPN	ADJ
מקס	max	המקס	max	PROPN	
מקס	最大	המקס	最大	PROPN	ADJ
מכתב	來	מכתב	來	N;MASC;SG	ADV
בכורה	首播	בכורה	首播	N;FEM;SG	V
כתיבה	書寫	כתיבה	書寫	N;FEM;SG	V
כתיבה	寫入	כתיבה	寫入	N;FEM;SG	V
כתיבה	寫	כתיבה	寫	N;FEM;SG	V
כתיבה	撰寫	כתיבה	撰寫	N;FEM;SG	V
חוקר	研究	חוקר	研究	N;MASC;SG	V
חוקר	研究	חוקר	研究	N;MASC;SG	V
חוקר	探險	חוקר	探險	N;MASC;SG	V
חוקר	explorer	חוקר	explorer	N;MASC;SG	
גבעת	希爾	גבעה	希爾	PROPN	PROPN
גבעת	山	גבעה	山	PROPN	N
ירוק	綠色	ירוק	綠色	ADJ;MASC;SG	N
ירוק	綠	ירוק	綠	ADJ;MASC;SG	N
ירוק	綠地	ירוק	綠地	ADJ;MASC;SG	N
ירוק	格林	ירוק	格林	ADJ;MASC;SG	PROPN
בראון	棕	בראון	棕	PROPN	N
בראון	褐	בראון	褐	PROPN	N
בראון	布朗	בראון	布朗	PROPN	PROPN
בראון	brown	בראון	brown	PROPN	
בראון	棕色	בראון	棕色	PROPN	N
מקצוע	佔領	מקצוע	佔領	N;MASC;SG	V
האוקיינוס	大洋	האוקיינוס	大洋	PROPN	N
האוקיינוס	洋	האוקיינוס	洋	PROPN	N
האוקיינוס	海洋	האוקיינוס	海洋	PROPN	N
האוקיינוס	海	האוקיינוס	海	PROPN	N
ציבורי	公眾	ציבורי	公眾	ADJ;MASC;SG	N
ציבורי	公開	ציבורי	公開	ADJ;MASC;SG	V
קפטן	機長	קפטן	機長	PROPN	N
קפטן	隊長	קפטן	隊長	PROPN	N
הניצחון	勝利	הניצחון	勝利	PROPN	N
תרגם	翻譯	תרגם	翻譯	PROPN	V
הופעה	演唱	הופעה	演唱	N;FEM;SG	V
קולומביה	哥倫比亞	קולומביה	哥倫比亞	PROPN	PROPN
ובמיוחד	尤其	ובמיוחד	尤其	PROPN	ADV
ובמיוחד	尤其	ובמיוחד	尤其	PROPN	ADV
לאומית	national	לאומי	national	ADV	
לאומית	國家	לאומי	國家	ADV	N
יתום	孤兒	יתום	孤兒		N
החורף	winter	החורף	winter	ADV	
החורף	冬	החורף	冬	ADV	N
החורף	冬季	החורף	冬季	ADV	N
החורף	冬天	החורף	冬天	ADV	N
מקומית	當地	מקומית	當地	ADV	N
מקומית	本地	מקומית	本地	ADV	N
מקומית	當地	מקומית	當地	ADV	N
מקומית	局部	מקומית	局部	ADV	N
מקומית	本地	מקומית	本地	ADV	N
העלה	葉	העלה	葉	V;MASC;SG;3;PST;ACT	PROPN
העלה	葉子	העלה	葉子	V;MASC;SG;3;PST;ACT	N
הזיכרון	記憶	הזיכרון	記憶	PROPN	N
הזיכרון	記憶	הזיכרון	記憶	PROPN	N
הזיכרון	記憶	הזיכרון	記憶	PROPN	N
הזיכרון	回憶	הזיכרון	回憶	PROPN	V
בקלות	容易	בקלה	容易		ADV
בקלות	輕鬆	בקלה	輕鬆		ADJ
בקלות	簡單	בקלה	簡單		ADJ
דיין	dane	דיין	dane	PROPN	
פנה	轉	פנה	轉	V;MASC;SG;3;PST;ACT	
נובמבר	十一	נובמבר	十一	PROPN	NUM
אליזבת	elizabeth	אליזבת	elizabeth	PROPN	
הצופים	觀察	הצוף	觀察	N;MASC;PL	V
שורה	line	שורה	line	N;FEM;SG	
מדויק	精確	מדויק	精確	ADJ;MASC;SG	N
מדויק	準確	מדויק	準確	ADJ;MASC;SG	N
מדויק	精確	מדויק	精確	ADJ;MASC;SG	N
מדויק	精確	מדויק	精確	ADJ;MASC;SG	N
תיבות	方	תיבה	方		N
בקשת	請求	בקשה	請求	N;FEM;SG	V
בקשת	要求	בקשה	要求	N;FEM;SG	V
ורשה	華沙	ורשה	華沙	PROPN	PROPN
אמיתי	real	אמיתי	real	ADJ;MASC;SG	
מאפיינים	特徵	אפיין	特徵	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	特性	אפיין	特性	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	特點	אפיין	特點	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	屬性	אפיין	屬性	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	功能	אפיין	功能	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	特色	אפיין	特色	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	特徵	אפיין	特徵	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	特點	אפיין	特點	V;MASC;PL;V.PTCP;ACT	N
מאפיינים	屬性	אפיין	屬性	V;MASC;PL;V.PTCP;ACT	N
הגן	gene	הגן	gene		
הגן	基因	הגן	基因		N
הגן	園	הגן	園		N
הגן	園林	הגן	園林		N
הגן	花園	הגן	花園		N
הגן	園藝	הגן	園藝		N
המבצע	手術	המבצע	手術	PROPN	N
המבצע	行動	המבצע	行動	PROPN	N
המבצע	運算	המבצע	運算	PROPN	V
המבצע	操作	המבצע	操作	PROPN	V
טיסה	飛行	טיסה	飛行	N;FEM;SG	V
טיסה	飛行	טיסה	飛行	N;FEM;SG	V
מטען	充電	מטען	充電	N;MASC;SG	V
לוין	levin	לוין	levin	PROPN	
משמאל	左側	משמאל	左側	PROPN	N
משמאל	左	משמאל	左	PROPN	N
משמאל	左翼	משמאל	左翼	PROPN	N
משמאל	左邊	משמאל	左邊	PROPN	N
בתנאי	提供	בתנאי	提供		V
הגליל	缸	הגליל	缸	PROPN	N
מג	mag	מג	mag		
נע	搬家	נע	搬家		N
נע	感動	נע	感動		V
אחרון	上次	אחרון	上次	ADJ;MASC;SG	N
אחרון	最後	אחרון	最後	ADJ;MASC;SG	N
מחוזות	各	מחוז	各	N;MASC;PL	DET
לחיות	活	None	活	V;NFIN	N
לחיות	live	None	live	V;NFIN	
המשטר	政權	המשטר	政權	PROPN	N
המשטר	制度	המשטר	制度	PROPN	N
ירדן	約旦	ירדן	約旦	PROPN	PROPN
בולט	螺栓	בולט	螺栓	ADJ;MASC;SG	N
ההחלטה	決定	ההחלטה	決定	PROPN	V
אגם	池	אגם	池	PROPN	N
אגם	池塘	אגם	池塘	PROPN	N
אגם	湖泊	אגם	湖泊	PROPN	N
אגם	湖	אגם	湖	PROPN	N
הבין	理解	הבין	理解	ADV	V
גלובוס	全球	גלובוס	全球	PROPN	N
גלובוס	環球	גלובוס	環球	PROPN	PROPN
מתי	當	מתי	當	ADV	ADP
הקיץ	summer	הקיץ	summer	PROPN	
הקיץ	夏日	הקיץ	夏日	PROPN	N
הקיץ	夏季	הקיץ	夏季	PROPN	N
הקיץ	暑假	הקיץ	暑假	PROPN	N
הקיץ	夏天	הקיץ	夏天	PROPN	N
מקווה	hope	קיווה	hope	V;MASC;SG;V.PTCP;ACT	
משותפת	共用	משותף	共用	ADJ;FEM;SG	V
משותפת	共享	משותף	共享	ADJ;FEM;SG	V
משותפת	分享	משותף	分享	ADJ;FEM;SG	V
ראובן	ruben	ראובן	ruben	PROPN	
ניסיונות	企圖	ניסיון	企圖	N;MASC;PL	V
משמר	守衛	משמר	守衛	N;MASC;SG	V
השופט	法官	השופט	法官	PROPN	N
באייר	bayer	באייר	bayer	PROPN	
מקומי	當地	מקומי	當地	PROPN	N
מקומי	本地	מקומי	本地	PROPN	N
מקומי	當地	מקומי	當地	PROPN	N
מקומי	局部	מקומי	局部	PROPN	N
מקומי	本地	מקומי	本地	PROPN	N
מהלך	移動	מהלך	移動	N;MASC;SG	V
נפטרה	逝者	נפטר	逝者	V;FEM;SG;3;PST;MID	N
נפטרה	已	נפטר	已	V;FEM;SG;3;PST;MID	ADV
שריון	鎧甲	שריון	鎧甲	N;MASC;SG	PROPN
השידור	廣播	השידור	廣播	PROPN	N
השידור	直播	השידור	直播	PROPN	V
השידור	播放	השידור	播放	PROPN	V
השידור	播出	השידור	播出	PROPN	V
בחיים	活著	בחיים	活著		V
מוקדם	提早	מוקדם	提早	ADV	V
מוקדם	早期	מוקדם	早期	ADV	N
מוקדם	提前	מוקדם	提前	ADV	V
הסובייטי	蘇維埃	הסובייטי	蘇維埃	PROPN	PROPN
משפטים	判刑	משפט	判刑	N;MASC;PL	V
אמן	藝術	אמן	藝術		N
אמן	藝人	אמן	藝人		N
מייסד	創辦	ייסד	創辦	PROPN	V
מייסד	創始	ייסד	創始	PROPN	V
שכונת	鄰里	שכונה	鄰里	PROPN	N
המשרד	辦公	המשרד	辦公	PROPN	V
המשרד	辦公	המשרד	辦公	PROPN	V
המשרד	辦事	המשרד	辦事	PROPN	V
רחבה	廣	רחבה	廣	N;FEM;SG	ADV
רחבה	寬	רחבה	寬	N;FEM;SG	PART
רחבה	廣	רחבה	廣	N;FEM;SG	ADV
רחבה	寬	רחבה	寬	N;FEM;SG	PART
המפורסם	著名	המפורסם	著名	PROPN	ADJ
המפורסם	有	המפורסם	有	PROPN	V
מהר	快速	מהר	快速	ADV	N
כלב	竇	כלב	竇	PROPN	PROPN
כלב	犬	כלב	犬	PROPN	N
כלב	狗	כלב	狗	PROPN	N
בטענה	聲稱	בטענה	聲稱		V
האויב	敵軍	האויב	敵軍	PROPN	N
האויב	敵方	האויב	敵方	PROPN	N
האויב	敵	האויב	敵	PROPN	N
האויב	敵人	האויב	敵人	PROPN	N
מזרחי	東方	מזרחי	東方	PROPN	N
רכש	購買	רכש	購買	PROPN	V
רכש	採購	רכש	採購	PROPN	N
רכש	購買	רכש	購買	PROPN	V
כרגע	目前	כרגע	目前	ADV	N
הבנק	銀行	הבנק	銀行		N
גוגל	google	גוגל	google	PROPN	
השקט	太平	השקט	太平		PROPN
קנדי	糖果	קנדי	糖果	PROPN	N
קנדי	糖	קנדי	糖	PROPN	N
קנדי	肯尼迪	קנדי	肯尼迪	PROPN	PROPN
קנדי	kennedy	קנדי	kennedy	PROPN	
לאו	劉	None	劉		PROPN
לאו	寮國	None	寮國		PROPN
לאו	獅子	None	獅子		N
לאו	leo	None	leo		
רוסי	俄	רוסי	俄	N;MASC;SG	PROPN
רוסי	俄	רוסי	俄	N;MASC;SG	PROPN
קריאה	讀	קריאה	讀	N;FEM;SG	V
קריאה	讀取	קריאה	讀取	N;FEM;SG	V
קריאה	讀取	קריאה	讀取	N;FEM;SG	V
קריאה	讀	קריאה	讀	N;FEM;SG	V
חן	陳	חן	陳		PROPN
חן	母雞	חן	母雞		N
הטורניר	錦標	הטורניר	錦標	PROPN	N
גז	天然	גז	天然	N;MASC;SG	ADJ
אסף	收集	אסף	收集	PROPN	V
רפואי	藥用	רפואי	藥用	ADJ;MASC;SG	N
רפואי	醫療	רפואי	醫療	ADJ;MASC;SG	N
רפואי	醫務	רפואי	醫務	ADJ;MASC;SG	N
רפואי	醫學	רפואי	醫學	ADJ;MASC;SG	N
לרגל	朝拜	לרגל	朝拜	ADP	V
לרגל	朝	לרגל	朝	ADP	N
מקומיים	當地	מקומי	當地	ADJ;MASC;PL	N
מקומיים	局部	מקומי	局部	ADJ;MASC;PL	N
מקומיים	本地	מקומי	本地	ADJ;MASC;PL	N
המערב	西邊	המערב	西邊	PROPN	N
המערב	西	המערב	西	PROPN	N
המערב	西方	המערב	西方	PROPN	PROPN
המערב	西部	המערב	西部	PROPN	N
כתר	王	כתר	王	N;MASC;SG	PROPN
ונסון	約翰遜	ונסון	約翰遜	PROPN	PROPN
ונסון	johnson	ונסון	johnson	PROPN	
אבא	父親	אבא	父親		N
אבא	神父	אבא	神父		N
אבא	父	אבא	父		N
מימי	咪咪	מימי	咪咪		N
טון	ton	טון	ton	N;MASC;SG	
נפוליאון	拿破崙	נפוליאון	拿破崙	PROPN	PROPN
בינלאומית	國際	בינלאומית	國際	PROPN	N
מטאל	金屬	מטאל	金屬	PROPN	N
