घोटाले	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
कंटेनर	kap	कंटेनर	kap	N;NOM;MASC;SG;3	
दुश्मनों	düşman	दुश्मन	düşman	N;ACC;MASC;PL;3	
दुश्मनों	düşmanlar	दुश्मन	düşman	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
वाइड	geniş	वाइड	geniş	N;NOM;MASC;SG;3	ADJ
फर्नीचर	mobilyalar	फर्नीचर	mobilya	N;NOM;MASC;SG;3	N;NOM;PL;3
वारिस	mirasçı	वारिस	mirasçı	N;NOM;MASC;SG;3	
वारिस	vâris	वारिस	vâris	N;NOM;MASC;SG;3	
वारिस	varis	वारिस	varis	N;NOM;MASC;SG;3	
वारिस	waris	वारिस	waris	N;NOM;MASC;SG;3	
आधुनिकीकरण	modernize	आधुनिकीकरण	moderniz	N;NOM;MASC;SG;3	
परिवर्तनशील	değişken	परिवर्तनशील	değişken	N;NOM;MASC;SG;3	
मच्छर	sivrisinek	मच्छर	sivri	N;NOM;MASC;SG;3	N;DAT;SG;3
अनजान	bilinmiyor	अनजान	bil	ADP	V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
अनजान	bilinmeyen	अनजान	bil	ADP	V;PFV;IND;NEG;PRS;V.PTCP;PASS
ग्रांट	hibe	ग्रांट	hibe	N;NOM;FEM;SG;3	
ग्रांट	grant	ग्रांट	grant	N;NOM;FEM;SG;3	
सनी	güneşli	सनी	güneşli	PROPN;NOM;FEM;SG;3	
सनी	sunny	सनी	sun	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
प्लेटफॉर्म	platform	प्लेटफॉर्म	platform	N;NOM;MASC;SG;3	
भावुक	duygusal	भावुक	duygusal	PROPN;NOM;MASC;SG;3	ADJ
भावुक	duygusal	भावुक	duygusal	PROPN;NOM;MASC;SG;3	ADJ
कैन	cannes	कैन	cannes		PROPN;NOM;SG;3
घोटाला	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
घोटाला	dümen	घोटाला	dümen	N;NOM;MASC;SG;3	
रक्षात्मक	savunma	रक्षात्मक	savun	ADJ	
ईर्ष्या	kıskanç	ईर्ष्या	kıskanç	N;NOM;FEM;SG;3	
ईर्ष्या	gıpta	ईर्ष्या	gıpta	N;NOM;FEM;SG;3	
ईर्ष्या	kıskanç	ईर्ष्या	kıskanç	N;NOM;FEM;SG;3	
गायों	inekler	गाया	inek	N;ACC;MASC;PL;3	N;NOM;PL;3
गायों	inek	गाया	inek	N;ACC;MASC;PL;3	
जैज़	caz	जैज़	caz	PROPN;NOM;MASC;SG;3	
जैज़	jazz	जैज़	jazz	PROPN;NOM;MASC;SG;3	
गायकों	şarkıcılar	गायक	şarkıcı	N;ACC;MASC;PL;3	N;NOM;PL;3
गायकों	şarkı	गायक	şarkı	N;ACC;MASC;PL;3	
बैच	toplu	बैच	toplu	N;NOM;MASC;SG;3	
उड़ा	darbe	उड़ा	darbe	V;SG;FIN;ACT	
किनारा	sınırlar	किनारा	sınır	N;NOM;MASC;SG;3	N;NOM;PL;3
किनारा	sınırları	किनारा	sınır	N;NOM;MASC;SG;3	N;NOM;PL;3
किनारा	kenar	किनारा	kenar	N;NOM;MASC;SG;3	
किनारा	edge	किनारा	edge	N;NOM;MASC;SG;3	
किनारा	sınır	किनारा	sınır	N;NOM;MASC;SG;3	
किनारा	taraflar	किनारा	taraf	N;NOM;MASC;SG;3	N;NOM;PL;3
किनारा	yanları	किनारा	yan	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
किनारा	taraf	किनारा	taraf	N;NOM;MASC;SG;3	
बुर्ज	kule	बुर्ज	kule	N;NOM;MASC;SG;3	
बुर्ज	pinnacle	बुर्ज	pinnac	N;NOM;MASC;SG;3	N;INS;SG;3
पियरे	pierre	पियरे	pierr	PROPN;NOM;MASC;SG;3	
वुड	odun	वुड	odun	PROPN;NOM;MASC;SG;3	
वुड	ağaç	वुड	ağaç	PROPN;NOM;MASC;SG;3	
वुड	ahşap	वुड	ahşap	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
वुड	tahta	वुड	tahta	PROPN;NOM;MASC;SG;3	
बंदरगाहों	iskele	बंदरगाह	iskel	N;ACC;MASC;PL;3	
बंदरगाहों	port	बंदरगाह	port	N;ACC;MASC;PL;3	
बंदरगाहों	liman	बंदरगाह	liman	N;ACC;MASC;PL;3	
अलेक्जेंडर	iskender	अलेक्जेंडर	iskende	PROPN;NOM;MASC;SG;3	
अलेक्जेंडर	alexander	अलेक्जेंडर	alerander	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
वर्षगांठ	yıldönümü	वर्षगांठ	yıldönüm	N;NOM;FEM;SG;3	N;ACC;SG;3
वर्षगांठ	yıldönümü	वर्षगांठ	yıldönüm	N;NOM;FEM;SG;3	N;ACC;SG;3
क्योटो	kyoto	क्योटो	kyoto	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
मटर	bezelye	मटर	bezelye	PROPN;NOM;MASC;SG;3	
मटर	bezelye	मटर	bezelye	PROPN;NOM;MASC;SG;3	
आर्किटेक्चर	mimarlık	आर्किटेक्चर	mimarlık	N;NOM;MASC;SG;3	
आर्किटेक्चर	mimari	आर्किटेक्चर	mimar	N;NOM;MASC;SG;3	
फैक्ट्री	fabrikada	फैक्ट्री	fabrika	N;NOM;FEM;SG;3	N;ESS;SG;3
फैक्ट्री	fabrika	फैक्ट्री	fabrika	N;NOM;FEM;SG;3	
वॉर्स	savaşları	वॉर्स	savaş	N;NOM;MASC;SG;3	N;NOM;PL;3
वॉर्स	savaşlar	वॉर्स	savaş	N;NOM;MASC;SG;3	N;NOM;PL;3
ओंटारियो	ontario	ओंटारियो	ontario	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
वायरल	viral	वायरल	viral	N;NOM;MASC;SG;3	
वायरल	virüs	वायरल	virüs	N;NOM;MASC;SG;3	
एडवेंचर	macera	एडवेंचर	macera	N;NOM;MASC;SG;3	
स्टीवर्ट	stewart	स्टीवर्ट	stewart	PROPN;NOM;MASC;SG;3	
गिल्ड	guild	गिल्ड	guild	N;NOM;MASC;SG;3	
डेविडसन	davidson	डेविडसन	davidson	PROPN;NOM;MASC;SG;3	
घंटी	çan	घंटी	çan	N;NOM;FEM;SG;3	
घंटी	zil	घंटी	zil	N;NOM;FEM;SG;3	
घंटी	can	घंटी	can	N;NOM;FEM;SG;3	
घंटी	bell	घंटी	bell	N;NOM;FEM;SG;3	
कूपर	cooper	कूपर	cooper	PROPN;NOM;MASC;SG;3	
दोहन	koşum	दोहन	koşum	N;NOM;MASC;SG;3	
कैरोलिना	carolina	कैरोलिना	carol	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
प्लान	plân	प्लान	pl	N;NOM;MASC;SG;3	
प्लान	planla	प्लान	plan	N;NOM;MASC;SG;3	
प्लान	plan	प्लान	plan	N;NOM;MASC;SG;3	
प्लान	planı	प्लान	plan	N;NOM;MASC;SG;3	N;ACC;SG;3
विदा	vida	विदा	vida	PROPN;NOM;MASC;SG;3	
मिर्जा	mirza	मिर्जा	mirza	PROPN;NOM;MASC;SG;3	
खिंचाव	stretch	खिंचाव	stretch	N;NOM;MASC;SG;3	
खिंचाव	gerilme	खिंचाव	ger	N;NOM;MASC;SG;3	V;PFV;NOM;IMP;SG;POS;PRS
माफी	bağışlama	माफी	bağışla	N;NOM;FEM;SG;3	
माफी	affetmek	माफी	affet	N;NOM;FEM;SG;3	
माफी	af	माफी	af	N;NOM;FEM;SG;3	
अबुल	abul	अबुल	abul	PROPN;NOM;MASC;SG;3	
व्लादिमीर	vladimir	व्लादिमीर	vladimir	PROPN;NOM;MASC;SG;3	
प्रणाम	saygılar	प्रणाम	saygı	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
दंगों	isyanlar	दंगा	isyan	N;ACC;MASC;PL;3	
दौलत	zenginlik	दौलत	zenginlik		N;NOM;SG;3
कोचीन	kochi	कोचीन	kochi	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
बर्गर	burger	बर्गर	burger	PROPN;NOM;MASC;SG;3	
बर्गर	hamburger	बर्गर	hamburger	PROPN;NOM;MASC;SG;3	
बर्गर	burger	बर्गर	burger	PROPN;NOM;MASC;SG;3	
बर्गर	hamburger	बर्गर	hamburger	PROPN;NOM;MASC;SG;3	
बेहोश	baygın	बेहोश	baygın	PROPN;NOM;MASC;SG;3	
बेहोश	bilinçsiz	बेहोश	bilinçsiz	PROPN;NOM;MASC;SG;3	
बेहोश	bayıldı	बेहोश	bayıl	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
वर्ड	kelime	वर्ड	kelim	N;NOM;MASC;SG;3	
वर्ड	laf	वर्ड	laf	N;NOM;MASC;SG;3	
वर्ड	söz	वर्ड	söz	N;NOM;MASC;SG;3	
वर्ड	sözcük	वर्ड	sözcük	N;NOM;MASC;SG;3	
प्रभार	hücum	प्रभार	hücum	N;NOM;MASC;SG;3	
प्रभार	suçlama	प्रभार	suçla	N;NOM;MASC;SG;3	
प्रभार	şarj	प्रभार	şarj	N;NOM;MASC;SG;3	
म्यांमार	myanmar	म्यांमार	myanmar	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
मार्गरेट	margaret	मार्गरेट	margaret	PROPN;NOM;MASC;SG;3	
जुलूस	alayı	जुलूस	alay	N;NOM;MASC;SG;3	N;ACC;SG;3
बांसुरी	flüt	बांसुरी	flüt	PROPN;NOM;FEM;SG;3	
दिशानिर्देश	tarif	दिशानिर्देश	tarif	N;NOM;MASC;SG;3	
दिशानिर्देश	talimatlar	दिशानिर्देश	talimat	N;NOM;MASC;SG;3	N;NOM;PL;3
दिशानिर्देश	kurallar	दिशानिर्देश	kural	N;NOM;MASC;SG;3	N;NOM;PL;3
दिशानिर्देश	kuralları	दिशानिर्देश	kural	N;NOM;MASC;SG;3	N;ACC;PL;3
माननीय	onurlu	माननीय	onurlu	PROPN;NOM;MASC;SG;3	
माननीय	şerefli	माननीय	şerefli	PROPN;NOM;MASC;SG;3	ADJ
माननीय	onurlu	माननीय	onurlu	PROPN;NOM;MASC;SG;3	
माननीय	şerefli	माननीय	şerefli	PROPN;NOM;MASC;SG;3	ADJ
बधाई	kutlarım	बधाई	kutlarım	N;NOM;FEM;SG;3	N;NOM;PL;3
बधाई	tebrikler	बधाई	tebrik	N;NOM;FEM;SG;3	N;NOM;PL;3
बधाई	selamlar	बधाई	selam	N;NOM;FEM;SG;3	N;NOM;PL;3
बधाई	tebrikler	बधाई	tebrik	N;NOM;FEM;SG;3	N;NOM;PL;3
हॉस्पिटल	hastane	हॉस्पिटल	hastan	N;NOM;MASC;SG;3	
हॉस्पिटल	hastahane	हॉस्पिटल	hastahane	N;NOM;MASC;SG;3	
हिंदुस्तानी	hindu	हिंदुस्तानी	hin	N;NOM;MASC;SG;3	
त्यागपत्र	istifa	त्यागपत्र	istifa	N;NOM;MASC;SG;3	
फास्फेट	fosfat	फास्फेट	fosfat	PROPN;NOM;MASC;SG;3	
नीलम	safir	नीलम	safir	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
जलसन्धि	boğaz	जलसन्धि	boğaz	N;NOM;FEM;SG;3	
जलसन्धि	boğazı	जलसन्धि	boğaz	N;NOM;FEM;SG;3	N;ACC;SG;3
उठी	büyüttü	उठ	büyü	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;CAUS
पोर्टेबल	portatif	पोर्टेबल	portatif	N;NOM;MASC;SG;3	
पोर्टेबल	taşınabilir	पोर्टेबल	taşı	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PASS
स्विंग	salla	स्विंग	sal	N;NOM;FEM;SG;3	V;PFV;IMP;SG;2;POS;PRS
स्विंग	swing	स्विंग	swing	N;NOM;FEM;SG;3	
मर्फी	murphy	मर्फी	murphy	PROPN;NOM;MASC;SG;3	
हार्बर	harbor	हार्बर	harbor	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
हार्बर	liman	हार्बर	liman	PROPN;NOM;MASC;SG;3	
सत्कार	eğlenmek	सत्कार	eğlen	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
टिप्पणियाँ	yorumları	टिप्पणी	yorum	N;NOM;FEM;PL;3	N;ACC;PL;3
टिप्पणियाँ	yorum	टिप्पणी	yorum	N;NOM;FEM;PL;3	
प्रिंटर	yazıcı	प्रिंटर	yazıcı	N;NOM;MASC;SG;3	
प्रिंटर	yazıcılar	प्रिंटर	yazıcı	N;NOM;MASC;SG;3	N;NOM;PL;3
प्रिंटर	yazıcı	प्रिंटर	yazıcı	N;NOM;MASC;SG;3	
सिनसिनाटी	cincinnati	सिनसिनाटी	cincinnati	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जागरूक	farkında	जागरूक	fark	ADJ	N;ESS;SG;3
अस्सी	eighty	अस्सी	eighty	NUM	
अस्सी	seksen	अस्सी	seksen	NUM	
अस्सी	assi	अस्सी	assi	NUM	
आंद्रे	andre	आंद्रा	andre	PROPN;NOM;MASC;SG;3	
आंद्रे	andré	आंद्रा	andré	PROPN;NOM;MASC;SG;3	
अनोखी	acayip	अनोखा	acayip	ADJ;NOM;FEM;SG	ADV
अनोखी	tuhaf	अनोखा	tuhaf	ADJ;NOM;FEM;SG	N;NOM;SG;3
अनोखी	garip	अनोखा	garip	ADJ;NOM;FEM;SG	
पापुआ	papua	पापुआ	papua	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
विषयवस्तु	içeriğe	विषयवस्तु	içerik	N;NOM;FEM;SG;3	N;DAT;SG;3
विषयवस्तु	içerik	विषयवस्तु	içerik	N;NOM;FEM;SG;3	
विषयवस्तु	içerikler	विषयवस्तु	içerik	N;NOM;FEM;SG;3	N;NOM;PL;3
विषयवस्तु	temalar	विषयवस्तु	tema	N;NOM;FEM;SG;3	
विषयवस्तु	içindekiler	विषयवस्तु	içindeki	N;NOM;FEM;SG;3	ADJ;NOM;PL;3
विषयवस्तु	içerik	विषयवस्तु	içerik	N;NOM;FEM;SG;3	
विषयवस्तु	içerikler	विषयवस्तु	içerik	N;NOM;FEM;SG;3	N;NOM;PL;3
सूरीनाम	surinam	सूरीनाम	surinam	PROPN;NOM;MASC;SG;3	
फोर्ब्स	forbes	फोर्ब्स	forbes	PROPN;NOM;MASC;SG;3	
एजेंटों	ajanlar	एजेंट	ajan	N;ACC;MASC;PL;3	N;NOM;PL;3
एजेंटों	ajan	एजेंट	aj	N;ACC;MASC;PL;3	
प्रेमियों	sevgili	प्रेमी	sevgili	N;ACC;MASC;PL;3	
प्रेमियों	sevenler	प्रेमी	seven	N;ACC;MASC;PL;3	N;NOM;PL;3
प्रेमियों	sevgililer	प्रेमी	sevgili	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
प्रेमियों	aşıklar	प्रेमी	aşık	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
आनुवंशिकी	genetik	आनुवंशिकी	genetik	ADJ	
हथेली	palm	हथेला	palm	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
हथेली	palmiye	हथेला	palmi	N;NOM;FEM;SG;3	
हथेली	avuç	हथेला	avuç	N;NOM;FEM;SG;3	
दाग	lekeler	दाग	leke	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
दाग	lekeleri	दाग	leke	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
दाग	leke	दाग	lek	PROPN;NOM;MASC;SG;3	
अज़ाब	doom	अज़ाब	doom	N;NOM;MASC;SG;3	
बटालियन	tabur	बटालियन	tabur	N;NOM;FEM;SG;3	
खिलजी	halaci	खिलजी	halaci	PROPN;NOM;MASC;SG;3	
रिक	rick	रिक	rick	PROPN;NOM;MASC;SG;3	
रिक	rik	रिक	rik	PROPN;NOM;MASC;SG;3	
बर्मिंघम	birmingham	बर्मिंघम	birmingam	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
गुस्से	öfke	गुस्सा	öfke	V;SG;FIN;ACT	
गुस्से	kızgınlık	गुस्सा	kızgınlık	V;SG;FIN;ACT	N;NOM;SG;3
गुस्से	sinir	गुस्सा	i	V;SG;FIN;ACT	
आर्यन	aryan	आर्यन	ary	PROPN;NOM;MASC;SG;3	
ढलान	slope	ढलान	slop	N;NOM;MASC;SG;3	
चाकू	bıçak	चाकू	bıçak	PROPN;NOM;MASC;SG;3	
परिवर्तनीय	değişken	परिवर्तनीय	değişken	N;NOM	
परिवर्तनीय	değişken	परिवर्तनीय	değişken	N;NOM	
परिवर्तनीय	değişkenleri	परिवर्तनीय	değişken	N;NOM	N;ACC;PL;3
परिवर्तनीय	değişebilir	परिवर्तनीय	değiş	N;NOM	V;IPFV;POT;SG;3;POS
परिवर्तनीय	değiştirilebilir	परिवर्तनीय	değiş	N;NOM	V;IPFV;POT;SG;3;POS;PASS
परिवर्तनीय	değişken	परिवर्तनीय	değişken	N;NOM	
मज्जा	ilik	मज्जा	ilik	N;NOM;FEM;SG;3	
मज्जा	iliği	मज्जा	ilik	N;NOM;FEM;SG;3	
निर्दोष	masum	निर्दोष	masum	PROPN;NOM;MASC;SG;3	
लीबिया	libya	लीबिया	libya	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
उज़बेक	özbek	उज़बेक	özbek	N;NOM;MASC;SG;3	
पिछला	önceki	पिछला	önceki	ADJ;NOM;MASC;SG	
पिछला	sonuncusu	पिछला	sonuncu	ADJ;NOM;MASC;SG	NUM;NOM;SG;3
पिछला	last	पिछला	last	ADJ;NOM;MASC;SG	
पिछला	sonuncu	पिछला	sonuncu	ADJ;NOM;MASC;SG	
पिछला	son	पिछला	son	ADJ;NOM;MASC;SG	
पिछला	önceki	पिछला	önceki	ADJ;NOM;MASC;SG	
झुंड	sürü	झुंड	sürü	N;NOM;MASC;PL;3	
प्रसाधन	kaynakları	प्रसाधन	kaynak	N;NOM;MASC;SG;3	N;ACC;PL;3
प्रसाधन	kaynak	प्रसाधन	kaynak	N;NOM;MASC;SG;3	
प्रसाधन	kaynaklar	प्रसाधन	kaynak	N;NOM;MASC;SG;3	N;NOM;PL;3
ईमानदार	candan	ईमानदार	candan	ADJ	
ईमानदार	içten	ईमानदार	içten	ADJ	
ईमानदार	dürüst	ईमानदार	dürüst	ADJ	
ईमानदार	dürüstçe	ईमानदार	dürüstçe	ADJ	
ईमानदार	vicdani	ईमानदार	vicdan	ADJ	
जोस	jose	जोस	jose	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जोस	josé	जोस	josé	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जोस	jose	जोस	jose	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जोस	josé	जोस	josé	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
मल्टी	çoklu	मल्टी	çoklu	N;NOM;MASC;SG;3	
मल्टी	multi	मल्टी	multi	N;NOM;MASC;SG;3	
चंदन	sandal	चंदन	sandal	PROPN;NOM;MASC;SG;3	
अंकीय	rakam	अंकीय	rakam	N;NOM	
अंकीय	hane	अंकीय	hane	N;NOM	
अंकीय	haneli	अंकीय	hanel	N;NOM	
अंकीय	sayısal	अंकीय	sayısal	N;NOM	ADJ
असेम्बली	montaj	असेम्बली	montaj	N;NOM;FEM;SG;3	
असेम्बली	toplanma	असेम्बली	toplanma	N;NOM;FEM;SG;3	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR
असेम्बली	meclisi	असेम्बली	mecli	N;NOM;FEM;SG;3	
भिक्षुओं	keşişler	भिक्षु	keşiş	N;ACC;MASC;PL;3	N;NOM;PL;3
भिक्षुओं	rahipler	भिक्षु	rahip	N;ACC;MASC;PL;3	N;NOM;PL;3
लड़ी	iplik	लड़ी	iplik	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG;3
कानों	kulakların	कान	kulak	N;NOM;MASC;PL;3	N;GEN;PL;3
कानों	kulakları	कान	kulak	N;NOM;MASC;PL;3	N;ACC;PL;3
चांसलर	şansölye	चांसलर	şansölye	N;NOM;MASC;SG;3	
विवेकानंद	vivekananda	विवेकानंद	vivekan	N;NOM;MASC;SG;3	V;PFV;ESS;IND;POS;PRS;V.MSDR;PASS
अहसास	hissediyorum	अहसास	hisset	N;NOM;MASC;SG;3	V;PROG;IND;SG;1;POS;INFM;PRS
अहसास	hissediyor	अहसास	hisset	N;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
अहसास	his	अहसास	his	N;NOM;MASC;SG;3	
अहसास	hissetmek	अहसास	hisset	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अहसास	duygu	अहसास	duygu	N;NOM;MASC;SG;3	
किपलिंग	kipling	किपलिंग	kipling	PROPN;NOM;FEM;SG;3	
तैमूर	timur	तैमूर	timur	PROPN;NOM;MASC;SG;3	
तबाह	harap	तबाह	harap	ADJ	
तबाह	yıkılmış	तबाह	yık	ADJ	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
तबाह	yıkıldı	तबाह	yıkıl	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
तबाह	kalıntılar	तबाह	kalıntı	ADJ	N;NOM;PL;3
तबाह	harabe	तबाह	harabe	ADJ	
योद्धाओं	savaşçılar	योद्धा	savaşçı	N;ACC;MASC;PL;3	N;NOM;PL;3
योद्धाओं	savaşçı	योद्धा	savaşçı	N;ACC;MASC;PL;3	
कलाकृति	şaheser	कलाकृति	şaheser	N;NOM;FEM;SG;3	
नाइजीरिया	nijerya	नाइजीरिया	nijer	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
मिसिसिपी	mississippi	मिसिसिपी	mississippi	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
थ्रिलर	gerilim	थ्रिलर	gerilim	N;NOM;MASC;SG;3	
बेलनाकार	silindirik	बेलनाकार	silin	N;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.MSDR;PASS
रहो	kalın	रह	kalın	PRO;NOM;SG;3	
रहो	kal	रह	kal	PRO;NOM;SG;3	
ट्रैकिंग	takip	ट्रैकिंग	takip	N;NOM;FEM;SG;3	
ट्रैकिंग	izleme	ट्रैकिंग	izle	N;NOM;FEM;SG;3	
अब्बास	abbas	अब्बास	abbas	PROPN;NOM;MASC;SG;3	
गिद्ध	akbaba	गिद्ध	akbaba	N;NOM;MASC;SG;3	
पोस्टर	afiş	पोस्टर	afiş	N;NOM;MASC;SG;3	
पोस्टर	poster	पोस्टर	poster	N;NOM;MASC;SG;3	
पोस्टर	posterler	पोस्टर	poster	N;NOM;MASC;SG;3	N;NOM;PL;3
पोस्टर	poster	पोस्टर	poster	N;NOM;MASC;SG;3	
छात्रावास	yurt	छात्रावास	yurt	N;NOM;MASC;SG;3	
रंजक	pigment	रंजक	pigment	N;NOM;MASC;SG;3	
उंगलियों	parmak	उंगली	parmak	N;ACC;FEM;PL;3	
उंगलियों	parmakları	उंगली	parmak	N;ACC;FEM;PL;3	N;NOM;PL;3
उंगलियों	parmaklar	उंगली	parmak	N;ACC;FEM;PL;3	N;NOM;PL;3
चॉकलेट	çikolata	चॉकलेट	çikolata	N;NOM;MASC;SG;3	
चॉकलेट	çikolata	चॉकलेट	çikolata	N;NOM;MASC;SG;3	
मेक	yap	मेक	yap	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
बल्ले	bat	बल्ले	bat	N;NOM;MASC;SG;3	
बल्ले	yarasa	बल्ले	yara	N;NOM;MASC;SG;3	
बल्ले	sopa	बल्ले	sopa	N;NOM;MASC;SG;3	
स्थलाकृति	topografya	स्थलाकृति	topografya	N;NOM;FEM;SG;3	
अंतरिम	geçici	अंतरिम	geçici	ADJ;NOM	
जबड़े	jaws	जबड़	jaws	N;NOM;MASC;PL;3	
नंदा	nanda	नंदा	nan	PROPN;NOM;FEM;SG;3	
शेल	kabuğu	शेल	kabuk		N;NOM;SG;3
शेल	kabukları	शेल	kabuk		N;NOM;PL;3
सू	sue	सू	sue	PROPN;NOM;MASC;SG;3	
सू	dava	सू	dava	PROPN;NOM;MASC;SG;3	
सू	sioux	सू	sioux	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सू	çoook	सू	çok	PROPN;NOM;MASC;SG;3	
सू	soo	सू	soo	PROPN;NOM;MASC;SG;3	
रसोई	mutfak	रसोई	mutfak	N;NOM;FEM;SG;3	
चिकित्सालय	hastane	चिकित्सालय	hastan	N;NOM;MASC;SG;3	
चिकित्सालय	hastahane	चिकित्सालय	hastahane	N;NOM;MASC;SG;3	
फंस	kapana	फँस	kapa	V;ACT	
चट्टानें	taş	चट्टान	taş	N;NOM;FEM;PL;3	
चट्टानें	taşlar	चट्टान	taş	N;NOM;FEM;PL;3	ADJ;NOM;PL;3
चट्टानें	kaya	चट्टान	kay	N;NOM;FEM;PL;3	
तीतर	partridge	तीतर	partridge	N;NOM;MASC;SG;3	
चतुर	akıllıca	चतुर	akıllıca		ADV
अस्वीकृत	reddedildi	अस्वीकृत	redde	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
अस्वीकृत	reddedildi	अस्वीकृत	redde	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
अस्वीकृत	inkar	अस्वीकृत	inkar	PROPN;NOM;MASC;SG;3	
अस्वीकृत	reddedilmiş	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
अस्वीकृत	reddedildi	अस्वीकृत	redde	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
अस्वीकृत	reddetti	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
अस्वीकृत	reddedildi	अस्वीकृत	redde	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
अस्वीकृत	reddetti	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
अस्वीकृत	reddedilmiş	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
अस्वीकृत	reddetmek	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अस्वीकृत	reddetme	अस्वीकृत	reddet	PROPN;NOM;MASC;SG;3	
सजातीय	homojen	सजातीय	homojen	ADJ	
परिवर्तक	değiştirici	परिवर्तक	değiştirici	N;NOM;MASC;SG;3	
परिवर्तक	dönüştürücü	परिवर्तक	dönüştürücü	N;NOM;MASC;SG;3	
गुलज़ार	gulzar	गुलज़ार	gulza	PROPN;NOM;FEM;SG;3	
कसम	yemin	कसम	yemin	N;NOM;FEM;SG;3	
किराया	kiralama	किराया	kiralama	N;NOM;MASC;SG;3	
किराया	kira	किराया	kira	N;NOM;MASC;SG;3	
खिलौने	oyuncaklar	खिलौना	oyuncak	N;NOM;MASC;SG;3	N;NOM;PL;3
महीना	aylık	महीना	aylık	N;NOM;MASC;SG;3	
रिपोर्टिंग	raporlama	रिपोर्टिंग	raporlama	N;NOM;FEM;SG;3	
पंद्रहवीं	fifteenth	पंद्रहवाँ	fifteenth	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
प्लेग	veba	प्लेग	veba	N;NOM;MASC;SG;3	
प्लेग	salgın	प्लेग	salgın	N;NOM;MASC;SG;3	
निजीकरण	özelleştirme	निजीकरण	özelleş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
