algeriet	algeria	algeri	algeri	N;DEF;NEUT;SG	PROPN;NOM;SG
økologisk	luonnonmukainen	økologisk	luonnon#mukainen	ADV	ADJ;NOM;SG
utrecht	utrecht	utrecht	utrecht	N;INDF;NEUT;SG	
parentes	suluissa	parente	sulu	V;NFIN;PASS	N;IN+ESS;PL
usædvanlige	epätavallinen	usædvanlig	epätavallinen	ADJ;PL	ADJ;NOM;SG
usædvanlige	erikoinen	usædvanlig	erikoinen	ADJ;PL	ADJ;NOM;SG
usædvanlige	epätavallista	usædvanlig	epä#tavallinen	ADJ;PL	ADJ;PRT;SG
igor	igor	igor	igor		PROPN;NOM;SG
kollektiv	kommuuni	kollektiv	kommu	ADJ;INDF;SG	N;NOM;SG
kollektiv	kunta	kollektiv	kunta	ADJ;INDF;SG	N;NOM;SG
egnede	sopivan	egne	sopia	V;PL;PST;V.PTCP	V;GEN;SG;V.PTCP;ACT
egnede	sopivat	egne	sopiva	V;PL;PST;V.PTCP	ADJ;NOM;PL
egnede	soveltuva	egne	soveltua	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
egnede	sopiva	egne	sopiva	V;PL;PST;V.PTCP	ADJ;NOM;SG
zero	zero	zero	zero		
zero	nolla	zero	nolla		N;NOM;SG
bløde	pehmeää	blød	pehmeä	ADJ;PL	ADJ;PRT;SG
bløde	pehmeä	blød	pehmeä	ADJ;PL	ADJ;NOM;SG
giftige	myrkyllinen	giftig	myrkyllinen	ADJ;PL	ADJ;NOM;SG
giftige	myrkyllistä	giftig	myrkyllinen	ADJ;PL	ADJ;PRT;SG
giftige	myrkyllinen	giftig	myrkyllinen	ADJ;PL	ADJ;NOM;SG
giftige	myrkyllistä	giftig	myrkyllinen	ADJ;PL	ADJ;PRT;SG
værelser	makuuhuonetta	værelse	makuu#huone	N;INDF;MASC+FEM;PL	N;PRT;SG
værelser	huonetta	værelse	huone	N;INDF;MASC+FEM;PL	N;PRT;SG
stejle	jyrkkä	stejl	jyrkkä	ADJ;PL	ADJ;NOM;SG
behold	säilytä	behold	säilyttää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
behold	pidä	behold	pitää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
sprint	sprint	sprinte	sprint		N;NOM;SG
beregning	laskelmat	beregning	laskelma	N;INDF;MASC+FEM;SG	N;NOM;PL
beregning	laskettaessa	beregning	laskea	N;INDF;MASC+FEM;SG	V;IN+ESS;NFIN;PASS
roms	roomaa	roms	rooma	PROPN;GEN	N;PRT;SG
roms	roomaan	roms	rooma	PROPN;GEN	N;IN+ALL;SG
roms	rooman	roms	rooma	PROPN;GEN	N;GEN;SG
roms	rooma	roms	rooma	PROPN;GEN	PROPN;NOM;SG
monark	monarch	monark	monarch	N;INDF;MASC+FEM;SG	
håret	hiukset	hår	hius	N;DEF;NEUT;SG	N;NOM;PL
håret	hiuksia	hår	hius	N;DEF;NEUT;SG	N;PRT;PL
specifik	erityiset	specifik	erityinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
specifik	erityisiä	specifik	erityinen	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
spektrum	taajuuksien	spektrum	taajuus	N;INDF;NEUT;SG	N;GEN;PL
kenny	kenny	kenny	kennä		N;NOM;SG
pleje	huolehtiva	pleje	huolehtia	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
pleje	välitä	pleje	välittää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
carbon	hiilen	carbon	hiili		N;GEN;SG
carbon	hiili	carbon	hiili		N;NOM;SG
carbon	hiiltä	carbon	hiiltää		N;PRT;SG
velkendt	tutut	velkendt	tuttu	ADJ;INDF;SG	ADJ;NOM;PL
velkendt	tuttuja	velkendt	tuttu	ADJ;INDF;SG	N;PRT;PL
segl	sinetit	segl	sinett	N;INDF;NEUT;SG	N;NOM;PL
lover	lupauksia	love	lupaus	V;IND;PRS;FIN;ACT	N;PRT;PL
lover	lupaukset	love	lupaus	V;IND;PRS;FIN;ACT	N;NOM;PL
lover	lupaus	love	lupaus	V;IND;PRS;FIN;ACT	N;NOM;SG
lover	lupaa	love	lupa	V;IND;PRS;FIN;ACT	N;PRT;SG
lover	lupaava	love	lupaava	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
rover	rover	rove	rover	N;INDF;MASC+FEM;SG	
