اتھاہ	diep	اتھاہ	diep		ADV
اِعتبار	betrekking	اِعتبار	betrekking	PROPN;NOM;MASC;SG;3	N;SG
اِعتبار	opsig	اِعتبار	opsig	PROPN;NOM;MASC;SG;3	N;SG
اِعتبار	respek	اِعتبار	respek	PROPN;NOM;MASC;SG;3	N;SG
اِعتبار	trust	اِعتبار	trust	PROPN;NOM;MASC;SG;3	
اِعتبار	vertrou	اِعتبار	vertrou	PROPN;NOM;MASC;SG;3	V;PRS
اِعتبار	geloof	اِعتبار	geloof	PROPN;NOM;MASC;SG;3	N;SG
اِعتباری	betroubaar	اِعتباری	betroubaar	N;NOM;MASC;SG;3	ADV
اِعتباری	geloofwaardige	اِعتباری	geloofwaardig	N;NOM;MASC;SG;3	ADJ;NOM
اِعتداد	counting	اِعتداد	counting	N;NOM;MASC;SG;3	PROPN;SG
اِعتداد	tel	اِعتداد	tel	N;NOM;MASC;SG;3	V;PRS
اِعتدال	ewewig	اِعتدال	ewewig	PROPN;NOM;MASC;SG;3	
اِعتراض	verwerping	اِعتراض	verwerping	PROPN;NOM;MASC;SG;3	N;SG
اِعتراض	betoging	اِعتراض	betoging	PROPN;NOM;MASC;SG;3	N;SG
اِعتراض	protes	اِعتراض	prote	PROPN;NOM;MASC;SG;3	N;PL
اِعتراض	beswaar	اِعتراض	beswaar	PROPN;NOM;MASC;SG;3	
اِعتراض	opposisie	اِعتراض	opposisie	PROPN;NOM;MASC;SG;3	N;SG
اِعتراف	label	اِعتراف	label	PROPN;NOM;MASC;SG;3	
اِعتراف	herkenning	اِعتراف	herkenning	PROPN;NOM;MASC;SG;3	N;SG
اِعتراف	geloofsbelydenis	اِعتراف	geloofsbelydenis	PROPN;NOM;MASC;SG;3	N;SG
اِعتزاز	uitnemendheid	اِعتزاز	uitnemendheid	PROPN;NOM;MASC;SG;3	N;SG
اِعتزاز	excellence	اِعتزاز	excellence	PROPN;NOM;MASC;SG;3	
اِعتزال	secession	اِعتزال	secession	PROPN;NOM;MASC;SG;3	
اِعتصار	berekeninge	اِعتصار	berekening	N;NOM;MASC;SG;3	N;PL
اِعتضاد	ondersteuning	اِعتضاد	ondersteuning	PROPN;NOM;MASC;SG;3	N;SG
اِعتضاد	ondersteun	اِعتضاد	ondersteun	PROPN;NOM;MASC;SG;3	V;PRS
اِعتضاد	steun	اِعتضاد	steun	PROPN;NOM;MASC;SG;3	V;PRS
اِعتضاد	bystand	اِعتضاد	bystand	PROPN;NOM;MASC;SG;3	N;SG
اِعتضاد	sterkte	اِعتضاد	sterk	PROPN;NOM;MASC;SG;3	V;PRS
اِعتقاد	skuldigbevinding	اِعتقاد	skuldigbevinding	PROPN;NOM;MASC;SG;3	N;SG
اِعتلا	hoogtes	اِعتلا	hoogte	PROPN;NOM;MASC;SG;3	N;PL
اِعتلا	hoogte	اِعتلا	hoogte	PROPN;NOM;MASC;SG;3	N;SG
اِعتلا	greatness	اِعتلا	greatness	PROPN;NOM;MASC;SG;3	
اِعتماد	trust	اِعتماد	trust	PROPN;NOM;MASC;SG;3	
اِعتماد	vertrou	اِعتماد	vertrou	PROPN;NOM;MASC;SG;3	V;PRS
اِعتماد	sekerheid	اِعتماد	sekerheid	PROPN;NOM;MASC;SG;3	N;SG
اِعتماد	vertroue	اِعتماد	vertroue	PROPN;NOM;MASC;SG;3	N;SG
اِعتمادی	betroubaar	اِعتمادی	betroubaar	ADJ	ADV
اِعتنا	aandag	اِعتنا	aandag	PROPN;NOM;MASC;SG;3	N;SG
اِعتنا	spreek	اِعتنا	spreek	PROPN;NOM;MASC;SG;3	V;PRS
اِعتنا	omgee	اِعتنا	omgee	PROPN;NOM;MASC;SG;3	V;PRS
اِعتنا	oorweging	اِعتنا	oorweging	PROPN;NOM;MASC;SG;3	N;SG
اعجاب	boude	اعجاب	boude	PROPN;NOM;MASC;SG;3	
اِعجاب	vanity	اِعجاب	vanity	PROPN;NOM;MASC;SG;3	
اِعجاز	marvel	اِعجاز	marvel	PROPN;NOM;MASC;SG;3	
اِعجاز	miracle	اِعجاز	miracle	PROPN;NOM;MASC;SG;3	
اعجف	leun	اعجف	leun		V;PRS
اعجف	lean	اعجف	lean		
اعجف	maer	اعجف	maag		N;SG
اُعجوبہ	onewe	اُعجوبہ	onewe	PROPN;NOM;MASC;SG;3	
اعدا	vyande	اعدا	vyand	PROPN;NOM;MASC;SG;3	N;PL
اعدادیات	statistiek	اعدادیات	statistiek	N;NOM;MASC;PL;3	N;SG
اعراب	arabiere	عراب	arabier	N;NOM;MASC;PL;3	
اعرابی	bedoeïene	اعرابی	bedoeïene	ADJ	N;PL
اِعراض	weiering	اِعراض	weiering	PROPN;NOM;MASC;SG;3	N;SG
اِعراض	afsku	اِعراض	afsku	PROPN;NOM;MASC;SG;3	V;PRS
اِعزاز	distinction	اِعزاز	distinction	PROPN;NOM;MASC;SG;3	
اِعزاز	honour	اِعزاز	honour	PROPN;NOM;MASC;SG;3	
اِعزاز	gestand	اِعزاز	gestand	PROPN;NOM;MASC;SG;3	N;SG
اِعزاز	eer	اِعزاز	eer	PROPN;NOM;MASC;SG;3	V;PRS
اِعزازی	onbetaalde	اِعزازی	onbetaal	PROPN;NOM;MASC;SG;3	N;SG
اِعزازی	honorary	اِعزازی	honorary	PROPN;NOM;MASC;SG;3	
اعشار	tiene	اعشار	tiene	PROPN;NOM;MASC;SG;3	N;PL
اعشاری	desimale	اعشاری	desimaal	N;NOM;MASC;SG;3	ADJ;NOM
اعشاری	desimaal	اعشاری	desimaal	N;NOM;MASC;SG;3	
اعصا	stick	اعصا	stick	PROPN;NOM;MASC;SG;3	
اعصا	stok	اعصا	stok	PROPN;NOM;MASC;SG;3	N;SG
اعصار	eras	اعصار	eras	PROPN;NOM;MASC;SG;3	N;PL
اعصار	tye	اعصار	tye	PROPN;NOM;MASC;SG;3	N;PL
اعصار	kere	اعصار	kere	PROPN;NOM;MASC;SG;3	N;PL
اعصار	ouderdomme	اعصار	ouderdomme	PROPN;NOM;MASC;SG;3	N;PL
اعضا	komponente	اعضا	komponent	N;NOM;MASC;SG;3	N;PL
اعضا	brain	اعضا	brain	N;NOM;MASC;SG;3	
اعضا	dele	اعضا	deel	N;NOM;MASC;SG;3	N;PL
اعضا	parte	اعضا	part	N;NOM;MASC;SG;3	
اعضا	organe	اعضا	organe	N;NOM;MASC;SG;3	N;PL
اعضا	segmente	اعضا	segment	N;NOM;MASC;SG;3	N;PL
اعضا	lewer	اعضا	lewer	N;NOM;MASC;SG;3	V;PRS
اِعطا	verleen	اِعطا	verleen	PROPN;NOM;MASC;SG;3	V;PRS
اِعطا	grant	اِعطا	grant	PROPN;NOM;MASC;SG;3	
اِعطا	liefdadigheid	اِعطا	liefdadigheid	PROPN;NOM;MASC;SG;3	N;SG
اِعلا	vergelyking	اِعلا	vergelyking	PROPN;NOM;MASC;SG;3	N;SG
اعلام	baniere	اعلام	banier		N;PL
اعلام	vlae	اعلام	vlaag		N;PL
اعلام	gemerk	اعلام	merk		V;PST;V.PTCP
اِعلام	kennisgewing	اِعلام	kennisgewing	PROPN;NOM;MASC;SG;3	N;SG
اِعلام	aankondig	اِعلام	aankondig	PROPN;NOM;MASC;SG;3	V;PRS
اِعلامیہ	verklaring	اِعلامیہ	verklaring	PROPN;NOM;MASC;SG;3	N;SG
اِعلامیہ	kennisgewing	اِعلامیہ	kennisgewing	PROPN;NOM;MASC;SG;3	N;SG
اِعلان	kennisgewing	اِعلان	kennisgewing	PROPN;NOM;MASC;SG;3	N;SG
اِعلان	advertensie	اِعلان	advertensie	PROPN;NOM;MASC;SG;3	
اِعلان	proklamasie	اِعلان	proklamasie	PROPN;NOM;MASC;SG;3	N;SG
اِعلان	aankondiging	اِعلان	aankondiging	PROPN;NOM;MASC;SG;3	N;SG
اِعلانیہ	openlik	اِعلانیہ	openlik	PROPN;NOM;MASC;SG;3	PRO;NOM;SG;3
اِعلانیہ	openbaar	اِعلانیہ	openbaar	PROPN;NOM;MASC;SG;3	V;PRS
اعلیٰ	prinsipaal	اعلیٰ	prinsipaal	ADJ	
اعلیٰ	supreme	اعلیٰ	supreme	ADJ	
اعلیٰ	hoogste	اعلیٰ	hoog	ADJ	
اعلیٰ	paramount	اعلیٰ	paramount	ADJ	
اعلیٰ	grootste	اعلیٰ	groot	ADJ	
اعمار	ouderdomme	اعمار	ouderdomme	PROPN;NOM;MASC;SG;3	N;PL
اعماق	dieptes	اعماق	diepte	PROPN;NOM;MASC;SG;3	N;PL
اعمال	dade	اعمال	dade	N;NOM;MASC;SG;3	N;PL
اعمال	deugde	اعمال	deugde	N;NOM;MASC;SG;3	ADJ;NOM
اعمال	aksies	اعمال	aksie	N;NOM;MASC;SG;3	N;PL
اعمال	handelinge	اعمال	handeling	N;NOM;MASC;SG;3	N;PL
اعمال	deeds	اعمال	deeds	N;NOM;MASC;SG;3	
اعمیٰ	blind	اعمیٰ	blind	PROPN;NOM;MASC;SG;3	
اعوان	pakistan	اعوان	pakistan	PROPN;NOM;MASC;SG;3	PROPN;SG
اعیاد	festivals	عید	festival	PROPN;NOM;MASC;SG;3	
اعیاد	vieringe	عید	viering	PROPN;NOM;MASC;SG;3	N;SG
اعیال	familie	اعیال	familie	PROPN;NOM;MASC;SG;3	N;SG
اعیال	gesin	اعیال	gesin	PROPN;NOM;MASC;SG;3	N;SG
اغانی	poems	اغانی	poem	PROPN;NOM;MASC;SG;3	
اغانی	gedigte	اغانی	dig	PROPN;NOM;MASC;SG;3	N;PL
اغانی	liedere	اغانی	lied	PROPN;NOM;MASC;SG;3	N;PL
اغانی	liedjies	اغانی	liedjies	PROPN;NOM;MASC;SG;3	N;PL
اغبر	kakie	اغبر	kakie	PROPN;NOM;MASC;SG;3	
اغبر	khaki	اغبر	khaki	PROPN;NOM;MASC;SG;3	
اغذیہ	limited	اغذیہ	limited	PROPN;NOM;MASC;SG;3	
اغذیہ	foods	اغذیہ	foods	PROPN;NOM;MASC;SG;3	
اغراض	eindig	غرض	eindig	N;NOM;MASC;PL;3	
اغراض	poog	غرض	poog	N;NOM;MASC;PL;3	V;PRS
اغراض	begeer	غرض	begeer	N;NOM;MASC;PL;3	V;PRS
اغراض	verlang	غرض	verlang	N;NOM;MASC;PL;3	
اِغراق	sinking	اِغراق	sinking	PROPN;NOM;MASC;SG;3	N;SG
اِغراق	drowning	اِغراق	drowning	PROPN;NOM;MASC;SG;3	
اغصان	takke	اغصان	tak	PROPN;NOM;MASC;SG;3	N;PL
اغلاط	foute	اغلاط	fout	N;NOM;MASC;SG;3	N;PL
اغلال	kettings	اغلال	ketting	PROPN;NOM;MASC;SG;3	N;PL
اِغلام	sodomie	اِغلام	sodomie	PROPN;NOM;MASC;SG;3	
اغلب	sterker	اغلب	sterk	N;NOM;MASC;SG;3	PRO;PL;1
اغلب	superior	اغلب	superior	N;NOM;MASC;SG;3	
اِغماز	pride	اِغماز	pride	PROPN;NOM;MASC;SG;3	
اِغماز	trots	اِغماز	trots	PROPN;NOM;MASC;SG;3	ADJ;NOM
اغیار	mededingers	اغیار	mededinger		N;PL
اغیار	vreemdelinge	اغیار	vreemdeling		ADJ;NOM
اغیار	vyande	اغیار	vyand		N;PL
اِفادہ	teaching	اِفادہ	teaching	PROPN;NOM;MASC;SG;3	
اِفادہ	voordeel	اِفادہ	voordeel	PROPN;NOM;MASC;SG;3	N;SG
اِفادہ	bevoordeel	اِفادہ	bevoordeel	PROPN;NOM;MASC;SG;3	V;PRS
اِفادہ	versterking	اِفادہ	versterking	PROPN;NOM;MASC;SG;3	N;SG
اِفادہ	voordeel	اِفادہ	voordeel	PROPN;NOM;MASC;SG;3	N;SG
اِفادہ	advantage	اِفادہ	advantage	PROPN;NOM;MASC;SG;3	
اِفادیت	bevoordeel	اِفادیت	bevoordeel	N;NOM;MASC;SG;3	V;PRS
افاعیل	deeds	افاعیل	deeds	PROPN;NOM;MASC;SG;3	
اُفتاد	wyse	اُفتاد	wyse	PROPN;NOM;MASC;SG;3	N;SG
اُفتاد	distress	اُفتاد	distress	PROPN;NOM;MASC;SG;3	
اُفتاد	manier	اُفتاد	manier	PROPN;NOM;MASC;SG;3	N;SG
اُفتاد	way	اُفتاد	way	PROPN;NOM;MASC;SG;3	
اُفتاد	fondament	اُفتاد	fondament	PROPN;NOM;MASC;SG;3	N;SG
اُفتاد	afhandeling	اُفتاد	afhandeling	PROPN;NOM;MASC;SG;3	N;SG
اُفتاد	misery	اُفتاد	misery	PROPN;NOM;MASC;SG;3	
اُفتاد	ongeluk	اُفتاد	ongeluk	PROPN;NOM;MASC;SG;3	N;SG
اُفتادگی	oorwin	اُفتادگی	oorwin	PROPN;NOM;MASC;SG;3	V;PRS
اُفتادہ	useless	اُفتادہ	useles	PROPN;NOM;MASC;SG;3	
اُفتادہ	gebreekte	اُفتادہ	gebreekte	PROPN;NOM;MASC;SG;3	N;PL
اُفتادہ	stukkend	اُفتادہ	stukkend	PROPN;NOM;MASC;SG;3	
اُفتادہ	gebroke	اُفتادہ	gebroke	PROPN;NOM;MASC;SG;3	N;SG
اُفتادہ	gebreek	اُفتادہ	gebreek	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اُفتادہ	ineengestort	اُفتادہ	ineenstort	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اُفتادہ	ingevou	اُفتادہ	invou	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اُفتاں	falling	اُفتاں	falling		N;SG
اُفتاں	vallende	اُفتاں	val		V;PRS
اِفتتاح	inhuldiging	اِفتتاح	inhuldiging	PROPN;NOM;MASC;SG;3	N;SG
اِفتتاح	inception	اِفتتاح	inception	PROPN;NOM;MASC;SG;3	
اِفتتاح	ecstasy	اِفتتاح	ecstasy	PROPN;NOM;MASC;SG;3	
اِفتتاح	lansering	اِفتتاح	lansering	PROPN;NOM;MASC;SG;3	N;SG
اِفتتاحی	inaugural	اِفتتاحی	inaugural	ADJ	
اِفتتاحیہ	bekendstelling	اِفتتاحیہ	bekendstelling	ADJ	N;SG
اِفتتاحیہ	inleiding	اِفتتاحیہ	inleiding	ADJ	N;SG
اِفتخار	pride	اِفتخار	pride	PROPN;NOM;MASC;SG;3	
اِفتخار	trots	اِفتخار	trots	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِفتخار	honour	اِفتخار	honour	PROPN;NOM;MASC;SG;3	
اِفتخار	gestand	اِفتخار	gestand	PROPN;NOM;MASC;SG;3	N;SG
اِفتخار	eer	اِفتخار	eer	PROPN;NOM;MASC;SG;3	V;PRS
اِفتخار	glorie	اِفتخار	glori	PROPN;NOM;MASC;SG;3	N;SG
اِفتخار	glory	اِفتخار	glory	PROPN;NOM;MASC;SG;3	
اِفترا	lie	اِفترا	lie	PROPN;NOM;MASC;SG;3	N;SG
اِفترا	jok	اِفترا	jok	PROPN;NOM;MASC;SG;3	
اِفترا	leuen	اِفترا	leuen	PROPN;NOM;MASC;SG;3	
اِفتراع	tak	اِفتراع	tak	PROPN;NOM;MASC;SG;3	N;SG
اِفتراع	departement	اِفتراع	departement	PROPN;NOM;MASC;SG;3	N;SG
اِفتراق	division	اِفتراق	division	PROPN;NOM;MASC;SG;3	
اِفتراق	deling	اِفتراق	deling	PROPN;NOM;MASC;SG;3	N;SG
اِفتراق	konflik	اِفتراق	konflik	PROPN;NOM;MASC;SG;3	N;SG
اِفتراق	skei	اِفتراق	skei	PROPN;NOM;MASC;SG;3	V;PRS
اِفتعال	werk	اِفتعال	werk	PROPN;NOM;MASC;SG;3	V;PRS
اِفتعال	deed	اِفتعال	deed	PROPN;NOM;MASC;SG;3	
اِفتقار	armoede	اِفتقار	armoede	PROPN;NOM;MASC;SG;3	N;SG
اُفتِندہ	lae	اُفتِندہ	laag	PROPN;NOM;MASC;SG;3	
افراتفری	anargie	افراتفری	anargie	ADJ	N;SG
افراتفری	paniek	افراتفری	paniek	ADJ	V;PRS
افراتفری	panic	افراتفری	panic	ADJ	
افراتفری	anargie	افراتفری	anargie	ADJ	N;SG
افراتفری	chaos	افراتفری	chaos	ADJ	
افراتفری	verwarring	افراتفری	verwarring	ADJ	
افراتفری	paniek	افراتفری	paniek	ADJ	V;PRS
افراتفری	panic	افراتفری	panic	ADJ	
افراختہ	verhoogde	افراختہ	verhoog	PROPN;NOM;MASC;SG;3	ADJ;NOM
افراختہ	ingesamel	افراختہ	insamel	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
افراختہ	geïnstalleer	افراختہ	installeer	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
افراختہ	geinstalleer	افراختہ	installeer	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
افراد	spesie	فرد	spesie	N;NOM;MASC;PL;3	N;SG
افراد	kinds	فرد	kinds	N;NOM;MASC;PL;3	
افراز	oplig	فرد	oplig	N;NOM;MASC;SG;3	V;PRS
افراز	raising	فرد	raising	N;NOM;MASC;SG;3	
افراس	perde	فرد	perd	PROPN;NOM;MASC;SG;3	N;PL
افراشتہ	ingesamel	افراشتہ	insamel	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اِفراط	oortollige	اِفراط	oortollig	PROPN;NOM;MASC;SG;3	
اِفراط	surplus	اِفراط	surplus	PROPN;NOM;MASC;SG;3	
اِفراط	plenty	اِفراط	plenty	PROPN;NOM;MASC;SG;3	
افرشتہ	engel	افرشتہ	engel	PROPN;NOM;MASC;SG;3	V;PRS
افرشتہ	angel	افرشتہ	anl	PROPN;NOM;MASC;SG;3	
افریشم	silk	افریشم	silk	PROPN;NOM;MASC;SG;3	
افریقہ	africa	افریقہ	africa	PROPN;NOM;MASC;SG;3	
افریقہ	afrika	افریقہ	afrika	PROPN;NOM;MASC;SG;3	PROPN;SG
افزا	bygesit	افزا	bysit	ADJ	V;PST;V.PTCP
افزا	vermeerder	افزا	vermeerder	ADJ	V;PRS
افزائش	verhoog	افزائش	verhoog	N;NOM;MASC;SG;3	V;PRS
افزائش	vermeerder	افزائش	vermeerder	N;NOM;MASC;SG;3	V;PRS
افزائش	amplification	افزائش	amplification	N;NOM;MASC;SG;3	
افزائش	growth	افزائش	growth	N;NOM;MASC;SG;3	
افزائش	verhoog	افزائش	verhoog	N;NOM;MASC;SG;3	V;PRS
افزائش	vermeerder	افزائش	vermeerder	N;NOM;MASC;SG;3	V;PRS
افزائش	amplification	افزائش	amplification	N;NOM;MASC;SG;3	
افزائش	growth	افزائش	growth	N;NOM;MASC;SG;3	
افزائش	optel	افزائش	optel	N;NOM;MASC;SG;3	V;PRS
افزود	nog	افزود	nog	PROPN;NOM;MASC;SG;3	ADV
افزود	meer	افزود	baie	PROPN;NOM;MASC;SG;3	DET
افزود	ekstra	افزود	ekstra	PROPN;NOM;MASC;SG;3	
افزوں	toegeneem	افزہ	toeneem	N;ACC;MASC;PL;3	V;PST;V.PTCP
افزوں	verhoogde	افزہ	verhoog	N;ACC;MASC;PL;3	ADJ;NOM
افزوں	vermeerder	افزہ	vermeerder	N;ACC;MASC;PL;3	V;PRS
افزوں	nog	افزہ	nog	N;ACC;MASC;PL;3	ADV
افزوں	meer	افزہ	baie	N;ACC;MASC;PL;3	DET
افزونی	oortollige	افزونی	oortollig	PROPN;NOM;MASC;SG;3	
افزونی	verhoog	افزونی	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
افزونی	vermeerder	افزونی	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
افزونی	vordering	افزونی	vordering	PROPN;NOM;MASC;SG;3	N;SG
افزونی	growth	افزونی	growth	PROPN;NOM;MASC;SG;3	
افزونی	groei	افزونی	groei	PROPN;NOM;MASC;SG;3	N;SG
افزونی	oortollige	افزونی	oortollig	PROPN;NOM;MASC;SG;3	
افزونی	verhoog	افزونی	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
افزونی	vermeerder	افزونی	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
افزونی	vordering	افزونی	vordering	PROPN;NOM;MASC;SG;3	N;SG
افزونی	growth	افزونی	growth	PROPN;NOM;MASC;SG;3	
افزونی	groei	افزونی	groei	PROPN;NOM;MASC;SG;3	N;SG
افزونی	verbetering	افزونی	verbetering	PROPN;NOM;MASC;SG;3	N;SG
اِفساد	disorder	اِفساد	disorder	PROPN;NOM;MASC;SG;3	
افسانہ	fabel	افسانہ	fabel	N;NOM;MASC;SG;3	V;PRS
افسانہ	jok	افسانہ	jok	N;NOM;MASC;SG;3	
افسانہ	leuen	افسانہ	leuen	N;NOM;MASC;SG;3	
افسانوی	legendary	افسانوی	legendary	ADJ	
افسانوی	vals	افسانوی	vals	ADJ	
افسانوی	legendary	افسانوی	legendary	ADJ	
افسانوی	fabulous	افسانوی	fabulous	ADJ	
افسانوی	wonderlik	افسانوی	wonderlik	ADJ	ADV
افسانوی	vals	افسانوی	vals	ADJ	
افسر	aaneenlopende	افسر	aaneenloop	N;NOM;MASC;SG;3	ADJ;NOM
افسر	liniaal	افسر	liniaal	N;NOM;MASC;SG;3	
افسر	kroon	افسر	kroon	N;NOM;MASC;SG;3	
افسر	aaneenlopende	افسر	aaneenloop	N;NOM;MASC;SG;3	ADJ;NOM
افسر	liniaal	افسر	liniaal	N;NOM;MASC;SG;3	
افسر	kroon	افسر	kroon	N;NOM;MASC;SG;3	
افسرِبالادست	gesag	افسرِبالادست	gesag	PROPN;NOM;MASC;SG;3	N;SG
افسرِبالادست	owerheid	افسرِبالادست	owerheid	PROPN;NOM;MASC;SG;3	
افسردگی	depressie	افسردگی	depressie	N;NOM;FEM;SG;3	
افسردگی	distress	افسردگی	distress	N;NOM;FEM;SG;3	
افسردگی	hartseer	افسردگی	hartseer	N;NOM;FEM;SG;3	V;PRS
افسردگی	depressie	افسردگی	depressie	N;NOM;FEM;SG;3	
افسردگی	distress	افسردگی	distress	N;NOM;FEM;SG;3	
افسردہ	hartseer	افسردہ	hartseer	ADJ	V;PRS
افسردہ	depressief	افسردہ	depressief	ADJ	ADV
افسری	gesag	افسری	gesag	PROPN;NOM;MASC;SG;3	N;SG
افسری	owerheid	افسری	owerheid	PROPN;NOM;MASC;SG;3	
افسری	heers	افسری	heers	PROPN;NOM;MASC;SG;3	V;PRS
افسری	reël	افسری	reël	PROPN;NOM;MASC;SG;3	V;PRS
افسری	soewereiniteit	افسری	soewereiniteit	PROPN;NOM;MASC;SG;3	N;SG
افسوس	berou	افسوس	berou		V;PRS
افسوس	distress	افسوس	distress		
افسوس	sorrow	افسوس	sorrow		
افسوں	witchcraft	افسا	witchcraft	N;ACC;MASC;PL;3	
افسوں	toor	افسا	toor	N;ACC;MASC;PL;3	V;PRS
افسوں	magic	افسا	magic	N;ACC;MASC;PL;3	
افسوں	witchcraft	افسا	witchcraft	N;ACC;MASC;PL;3	
افسوں	toor	افسا	toor	N;ACC;MASC;PL;3	V;PRS
افسوں	magic	افسا	magic	N;ACC;MASC;PL;3	
افسوں	charm	افسا	charm	N;ACC;MASC;PL;3	
اِفشا	bekendmaking	اِفشا	bekendmaking	PROPN;NOM;MASC;SG;3	N;SG
افشاں	hare	افشاں	haar	PROPN;NOM;MASC;SG;3	N;SG
افشاں	boet	افشاں	boet	PROPN;NOM;MASC;SG;3	
افشاں	scattering	افشاں	scattering	PROPN;NOM;MASC;SG;3	N;SG
افشاں	papier	افشاں	papier	PROPN;NOM;MASC;SG;3	
افشاں	lyf	افشاں	lyf	PROPN;NOM;MASC;SG;3	N;SG
افشاں	liggaam	افشاں	liggaam	PROPN;NOM;MASC;SG;3	N;SG
افشانی	scattering	افشانی	scattering	PROPN;NOM;MASC;SG;3	N;SG
افشُردہ	sap	افشُردہ	sap	PROPN;NOM;MASC;SG;3	ADV
افشُردہ	gedruk	افشُردہ	druk	PROPN;NOM;MASC;SG;3	ADV
اِفضال	verkies	اِفضال	verkies	PROPN;NOM;MASC;SG;3	V;PRS
اِفضال	gunste	اِفضال	gun	PROPN;NOM;MASC;SG;3	
افضلیتّ	prominensie	افضلیتّ	prominensie	PROPN;NOM;MASC;SG;3	
افضلیتّ	greatness	افضلیتّ	greatness	PROPN;NOM;MASC;SG;3	
افضلیتّ	superioriteit	افضلیتّ	superioriteit	PROPN;NOM;MASC;SG;3	N;SG
افعال	deeds	افعال	deeds	N;NOM;MASC;PL;3	
افعی	viper	افعی	viper	PROPN;NOM;MASC;SG;3	
افعی	asp	افعی	asp	PROPN;NOM;MASC;SG;3	
افغان	afghaanse	افغان	afghaans	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُفُقی	horisontale	اُفُقی	horisontaal	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِفک	lie	اِفک	lie		N;SG
افکار	gedagtes	فکر	dagte	N;NOM;MASC;SG;3	N;PL
افکار	opinies	فکر	opinies	N;NOM;MASC;SG;3	N;PL
افکار	teorieë	فکر	teorieë	N;NOM;MASC;SG;3	N;PL
افکار	sorge	فکر	sorge	N;NOM;MASC;SG;3	V;PRS
افگار	verwond	افگار	verwond	PROPN;NOM;MASC;SG;3	V;PRS
افگار	slagting	افگار	slagting	PROPN;NOM;MASC;SG;3	N;SG
افگن	hurling	افگن	hurling	PROPN;NOM;MASC;SG;3	N;SG
افگندہ	nederig	افگندہ	nederig	PROPN;NOM;MASC;SG;3	
اِفلاس	armoede	اِفلاس	armoede	PROPN;NOM;MASC;SG;3	N;SG
افلاطُون	plato	افلاطُون	plato	PROPN;NOM;MASC;SG;3	N;SG
افلاک	hemel	فلاک	hemel		N;SG
افواہ	gossip	افواہ	gossip	N;NOM;MASC;SG;3	
افواہ	gossip	افواہ	gossip	N;NOM;MASC;SG;3	
افواہی	mondelinge	افواہی	mondeling	PROPN;NOM;MASC;SG;3	ADJ;NOM
افواہی	verbale	افواہی	verbaal	PROPN;NOM;MASC;SG;3	N;PL
افواہی	verbaal	افواہی	verbaal	PROPN;NOM;MASC;SG;3	
افیال	elephants	افیال	elephants	PROPN;NOM;MASC;SG;3	
افیم	opium	افیم	opium		N;SG
اقاصی	chiefs	اقاصی	chiefs	ADJ	
اقاصی	elites	اقاصی	elites	ADJ	N;PL
اقاقیہ	acacia	اقاقیہ	acacia	PROPN;NOM;MASC;SG;3	
اقالیم	koninkryke	اقالیم	koninkryak	ADJ	N;PL
اقالیم	lande	اقالیم	land	ADJ	N;PL
اقالیم	streke	اقالیم	streke	ADJ	N;PL
اِقامت	blyplek	اِقامت	blyplek	PROPN;NOM;MASC;SG;3	N;SG
اِقامت	indiening	اِقامت	indiening	PROPN;NOM;MASC;SG;3	N;SG
اِقامت	verblyf	اِقامت	verblyf	PROPN;NOM;MASC;SG;3	N;SG
اِقامت	bly	اِقامت	bly	PROPN;NOM;MASC;SG;3	V;PRS
اِقامہ	visa	اِقامہ	visa	PROPN;NOM;MASC;SG;3	N;SG
اقانیم	fundamentals	اقانیم	fundamentals	PROPN;NOM;MASC;SG;3	
اقانیم	basiese	اقانیم	basies	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِقباض	arrest	اِقباض	arrest	PROPN;NOM;MASC;SG;3	
اِقبال	krag	اِقبال	krag	PROPN;NOM;MASC;SG;3	N;SG
اِقبال	elektrisiteit	اِقبال	elektrisiteit	PROPN;NOM;MASC;SG;3	N;SG
اِقبال	besitter	اِقبال	besitter	PROPN;NOM;MASC;SG;3	
اِقبال	blessing	اِقبال	blessing	PROPN;NOM;MASC;SG;3	N;SG
اِقبال	geloofsbelydenis	اِقبال	geloofsbelydenis	PROPN;NOM;MASC;SG;3	N;SG
اِقتباس	aanhaling	اِقتباس	aanhaling	PROPN;NOM;MASC;SG;3	N;SG
اِقتدار	owerheid	اِقتدار	owerheid	N;NOM;MASC;SG;3	
اِقتدار	invloed	اِقتدار	invloed	N;NOM;MASC;SG;3	V;PRS
