что	מה	что	מה	PRO;NOM	ADV
создан	יצר	создать	יצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;MASC;SG
создан	נוצר	создать	נוצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
любой	מישהו	любой	מישהו	DET;NOM;MASC;SG	N;MASC;SG
память	הזיכרון	память	הזיכרון	N;INAN;NOM;FEM;SG	PROPN
память	זכרון	память	זיכרון	N;INAN;NOM;FEM;SG	PROPN
национальная	לאומי	национальный	לאומי	ADJ;NOM;FEM;SG	PROPN
национальная	לאומית	национальный	לאומי	ADJ;NOM;FEM;SG	ADV
пост	פוסט	пост	פוסט	N;INAN;NOM;MASC;SG	PROPN
пост	פרסם	пост	פרסם	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
карл	קרל	карл	קרל	PROPN;ANIM;NOM;MASC;SG	PROPN
карл	קארל	карл	קארל	PROPN;ANIM;NOM;MASC;SG	PROPN
карл	קרל	карл	קרל	PROPN;ANIM;NOM;MASC;SG	PROPN
карл	קארל	карл	קארל	PROPN;ANIM;NOM;MASC;SG	PROPN
край	הקצה	край	הקצה	N;INAN;NOM;MASC;SG	
край	קצה	край	קצה	N;INAN;NOM;MASC;SG	
тела	גוף	тело	גוף	N;INAN;NOM;NEUT;PL	N;MASC;SG
тела	הגוף	тело	הגוף	N;INAN;NOM;NEUT;PL	
тела	גופה	тело	גופה	N;INAN;NOM;NEUT;PL	N;FEM;SG
тела	גוף	тело	גוף	N;INAN;NOM;NEUT;PL	N;MASC;SG
явно	בברור	явно	בברור	ADV	
польши	פוליש	польша	פוליש	N;INAN;NOM;FEM;SG	PROPN
польши	לק	польша	לק	N;INAN;NOM;FEM;SG	
польши	פולני	польша	פולני	N;INAN;NOM;FEM;SG	PROPN
польши	פולין	польша	פולין	N;INAN;NOM;FEM;SG	PROPN
вероятно	סביר	вероятно	סביר	ADV	ADJ;MASC;SG
вероятно	סבירות	вероятно	סבירה	ADV	N;FEM;SG
виды	מין	вид	מין	N;INAN;NOM;MASC;PL	
виды	זן	вид	זן	N;INAN;NOM;MASC;PL	
первоначально	במקור	первоначально	במקור	ADV	
исследований	לימודי	исследование	לימודים	N;INAN;GEN;NEUT;PL	PROPN
исследований	מחקר	исследование	מחקר	N;INAN;GEN;NEUT;PL	N;MASC;SG
жил	חיו	жить	חי	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
начиная	החל	начинать	None	V;IPFV;PRS;V.CVB;ACT	ADP
пожалуйста	אנא	пожалуйста	אנא	ADV	
пожалуйста	בבקשה	пожалуйста	בבקשה	ADV	
петрович	פטרוביץ	петрович	פטרוביץ	N;ANIM;NOM;MASC;SG	PROPN
международный	international	международный	קגקגק	ADJ;NOM;MASC;SG	PROPN
международный	בינלאומית	международный	בינלאומית	ADJ;NOM;MASC;SG	PROPN
международный	בינלאומי	международный	בינלאומי	ADJ;NOM;MASC;SG	PROPN
международный	הבינלאומי	международный	הבינלאומי	ADJ;NOM;MASC;SG	PROPN
называется	נקרא	называться	נקרא	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;3;PST;MID
происхождения	המקור	происхождение	המקור	N;INAN;NOM;NEUT;SG	
происхождения	המקורות	происхождение	המקורה	N;INAN;NOM;NEUT;SG	N;FEM;PL
происхождения	מקורות	происхождение	מקור	N;INAN;NOM;NEUT;SG	N;MASC;PL
сами	סמי	сам	סם	ADJ;NOM;PL	PROPN
министра	השר	министр	השר	N;ANIM;ACC;MASC;SG	
минимальная	מינימום	минимальный	מינימום	ADJ;NOM;FEM;SG	N;MASC;SG
минимальная	המינימום	минимальный	המינימום	ADJ;NOM;FEM;SG	PROPN
минимальная	מינימלי	минимальный	מינימלי	ADJ;NOM;FEM;SG	N;MASC;SG
минимальная	מינימלית	минимальный	מינימלית	ADJ;NOM;FEM;SG	ADV
взгляд	מבטו	взгляд	מבט	N;INAN;NOM;MASC;SG	
взгляд	מבט	взгляд	מבט	N;INAN;NOM;MASC;SG	
памяти	הזיכרון	память	הזיכרון	N;INAN;GEN;FEM;SG	PROPN
памяти	זכרון	память	זיכרון	N;INAN;GEN;FEM;SG	PROPN
нарушение	מפר	нарушение	הפר	N;INAN;NOM;NEUT;SG	
анатолий	אנטולי	анатолий	אנטולי	N;ANIM;NOM;MASC;SG	PROPN
анатолий	אנטולי	анатолий	אנטולי	N;ANIM;NOM;MASC;SG	PROPN
профиль	הפרופיל	профиль	הפרופיל	N;INAN;NOM;MASC;SG	PROPN
пример	דוגמא	пример	דוגמה	N;INAN;NOM;MASC;SG	
пример	לדוגמה	пример	לדוגמה	N;INAN;NOM;MASC;SG	PROPN
администрации	הממשלים	администрация	המשלים	N;INAN;NOM;FEM;SG	N;MASC;PL
средний	אמצע	средний	אמצע	ADJ;NOM;MASC;SG	N;MASC;SG
средний	ביניים	средний	ביניים	ADJ;NOM;MASC;SG	
средний	התיכון	средний	התיכון	ADJ;NOM;MASC;SG	PROPN
средний	האמצע	средний	האמצע	ADJ;NOM;MASC;SG	
средний	ממוצע	средний	ממוצע	ADJ;NOM;MASC;SG	N;MASC;SG
средний	הממוצע	средний	הממוצע	ADJ;NOM;MASC;SG	PROPN
средний	מדיום	средний	מדיום	ADJ;NOM;MASC;SG	N;MASC;SG
средний	מדיה	средний	מדיה	ADJ;NOM;MASC;SG	N;MASC;SG
мастер	מכשף	мастер	מכשף	N;ANIM;NOM;MASC;SG	PROPN
мастер	אשף	мастер	אשף	N;ANIM;NOM;MASC;SG	PROPN
мастер	הקוסם	мастер	הקוסם	N;ANIM;NOM;MASC;SG	PROPN
мастер	מאסטר	мастер	מאסטר	N;ANIM;NOM;MASC;SG	PROPN
мастер	אדון	мастер	אדון	N;ANIM;NOM;MASC;SG	
мастер	מסטר	мастер	מסטר	N;ANIM;NOM;MASC;SG	PROPN
уровень	רמות	уровень	רמה	N;INAN;NOM;MASC;SG	N;FEM;PL
уровень	ברמות	уровень	ברמות	N;INAN;NOM;MASC;SG	
русская	רוסייה	русский	רוסייה	ADJ;NOM;FEM;SG	PROPN
русская	רוסית	русский	רוסית	ADJ;NOM;FEM;SG	PROPN
русская	רוסי	русский	רוסי	ADJ;NOM;FEM;SG	N;MASC;SG
бассейн	אגן	бассейн	אגן	N;INAN;NOM;MASC;SG	
бассейн	ביליארד	бассейн	ביליארד	N;INAN;NOM;MASC;SG	PROPN
бассейн	סנוקר	бассейн	סנוקר	N;INAN;NOM;MASC;SG	PROPN
игрок	נגן	игрок	נגן	N;ANIM;NOM;MASC;SG	
игорь	איגור	игорь	איגור	N;ANIM;NOM;MASC;SG	PROPN
оба	שתיהן	оба	שתיים	NUM;NOM;MASC	PRO;FEM;PL;3
оба	שניהם	оба	שניים	NUM;NOM;MASC	
украина	אוקראינה	украина	אוקראינה	N;INAN;NOM;FEM;SG	PROPN
материалы	התוכן	материал	התוכן	N;INAN;NOM;MASC;PL	N;MASC;SG
материалы	תוכן	материал	תוכן	N;INAN;NOM;MASC;PL	N;MASC;SG
материалы	חומר	материал	חומר	N;INAN;NOM;MASC;PL	N;MASC;SG
материалы	חומרי	материал	חומרי	N;INAN;NOM;MASC;PL	ADJ;MASC;PL
материалы	חומר	материал	חומר	N;INAN;NOM;MASC;PL	N;MASC;SG
объектов	אובייקט	объект	אובייקט	N;INAN;GEN;MASC;PL	N;MASC;SG
сегодня	הלילה	сегодня	הלילה	ADV	
солдат	חיילים	солдат	חייל	N;ANIM;NOM;MASC;SG	N;MASC;PL
научная	מדעי	научный	מדע	ADJ;NOM;FEM;SG	PROPN
советская	הסובייטי	советский	הסובייטי	ADJ;NOM;FEM;SG	PROPN
советская	סובייטי	советский	סובייטי	ADJ;NOM;FEM;SG	PROPN
власть	כח	власть	כוח	N;INAN;NOM;FEM;SG	
власть	power	власть	power	N;INAN;NOM;FEM;SG	
славы	תהילה	слава	תהילה	N;INAN;NOM;FEM;PL	PROPN
анна	אן	анна	אן	N;ANIM;NOM;FEM;SG	PROPN
анна	אנה	анна	אנה	N;ANIM;NOM;FEM;SG	PROPN
команд	מצווה	команда	ציווה	N;INAN;GEN;FEM;PL	V;FEM;SG;V.PTCP;ACT
разные	שונה	разный	שונה	ADJ;NOM;PL	
умершие	נפטר	умереть	נפטר	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;MASC;SG;3;PST;MID
умершие	מנוח	умереть	מנוח	V;PFV;NOM;PL;PST;V.PTCP;ACT	
умершие	נפטרה	умереть	נפטר	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;FEM;SG;3;PST;MID
умершие	המנוח	умереть	המנוח	V;PFV;NOM;PL;PST;V.PTCP;ACT	
умершие	מיתות	умереть	מיתות	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;FEM;PL
месяцев	חודשי	месяц	חודש	N;INAN;GEN;MASC;PL	PROPN
месяцев	חודשיים	месяц	חודש	N;INAN;GEN;MASC;PL	N;MASC;DU
растений	צמח	растение	צמח	N;INAN;GEN;NEUT;PL	PROPN
растений	שתול	растение	שתול	N;INAN;GEN;NEUT;PL	PROPN
слева	שמאל	слева	שמאל	ADV	N;MASC;SG
слева	משמאל	слева	משמאל	ADV	PROPN
раза	רזא	раз	רזא	N;INAN;GEN;MASC;SG	PROPN
вокал	שירה	вокал	שירה	N;INAN;NOM;MASC;SG	
вокал	קולי	вокал	קולי	N;INAN;NOM;MASC;SG	PROPN
содержит	מכיל	содержать	הכיל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
содержит	מכילה	содержать	הכיל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
стать	להפוך	стать	הפך	V;PFV;NFIN;MID	V;NFIN;ACT
озеро	אגם	озеро	אגם	N;INAN;NOM;NEUT;SG	PROPN
озеро	לייק	озеро	לייק	N;INAN;NOM;NEUT;SG	PROPN
комиссии	עמלה	комиссия	עמלה	N;INAN;NOM;FEM;PL	N;FEM;SG
дорога	כביש	дорога	כביש	N;INAN;NOM;FEM;SG	PROPN
монастырь	מנזר	монастырь	מנזר	N;INAN;NOM;MASC;SG	PROPN
принято	תפוסה	принять	תפוסה	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;FEM;SG
принято	צולם	принять	צולם	V;PFV;NEUT;SG;PST;V.PTCP;PASS	PROPN
принято	נלקח	принять	נלקח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
принято	נלקחו	принять	נלקח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
принято	נלקחה	принять	נלקח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
принято	קיבל	принять	קיבל	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
принято	שהתקבלו	принять	שהתקבל	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST
принято	מקובלת	принять	מקובל	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;FEM;SG
принято	מקובל	принять	מקובל	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
принято	מאומץ	принять	מאומץ	V;PFV;NEUT;SG;PST;V.PTCP;PASS	PROPN
принято	אימוץ	принять	אימוץ	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;SG
принято	מאומצת	принять	מאומץ	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;FEM;SG
газеты	עיתון	газета	עיתון	N;INAN;NOM;FEM;PL	N;MASC;SG
переулок	ליין	переулок	ליין	N;INAN;NOM;MASC;SG	PROPN
переулок	סמטת	переулок	סמטה	N;INAN;NOM;MASC;SG	PROPN
написано	נכתב	писать	נכתב	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
написано	כתובה	писать	כתוב	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;FEM;SG
написано	נכתבה	писать	נכתב	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
написано	כתובים	писать	כתוב	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;PL
написано	כתוב	писать	כתב	V;PFV;NEUT;SG;PST;V.PTCP;PASS	
немного	במעט	немного	במעט	ADV	
немного	במקצת	немного	במקצת	ADV	
начали	התחלת	начать	התחלה	V;PFV;IND;PL;PST;FIN;ACT	N;FEM;SG
начали	התחיל	начать	התחיל	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;3;PST
начали	התחלתי	начать	התחיל	V;PFV;IND;PL;PST;FIN;ACT	V;SG;1;PST;ACT
начали	התחילה	начать	התחיל	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;SG;3;PST
форме	הטופס	форма	הטופס	N;INAN;DAT;FEM;SG	PROPN
скончался	מנוח	скончаться	מנוח	V;PFV;MASC;IND;SG;PST;FIN;MID	
скончался	המנוח	скончаться	המנוח	V;PFV;MASC;IND;SG;PST;FIN;MID	
упоминается	מזכיר	упоминать	מזכיר	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;SG
упоминается	מוזכר	упоминать	הוזכר	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP;PASS
собор	הקתדרלה	собор	הקתדרלה	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST
карьеры	קריירה	карьера	קריירה	N;INAN;NOM;FEM;PL	N;FEM;SG
карьеры	קריירה	карьера	קריירה	N;INAN;NOM;FEM;PL	N;FEM;SG
константин	קונסטנטין	константин	קונסטנטין	N;ANIM;NOM;MASC;SG	PROPN
константин	קונסטנטין	константин	קונסטנטין	N;ANIM;NOM;MASC;SG	PROPN
константин	קונסטנטין	константин	קונסטנטין	N;ANIM;NOM;MASC;SG	PROPN
морской	ימית	морской	ימית	ADJ;NOM;MASC;SG	PROPN
морской	נחת	морской	נחת	ADJ;NOM;MASC;SG	
морской	ימית	морской	ימית	ADJ;NOM;MASC;SG	PROPN
германия	גרמניה	германий	גרמניה	N;INAN;NOM;NEUT;SG	PROPN
восток	ווסטוק	восток	וסטוק	N;INAN;NOM;MASC;SG	PROPN
восток	מזרחה	восток	מזרחה	N;INAN;NOM;MASC;SG	ADV
восток	המזרח	восток	המזרח	N;INAN;NOM;MASC;SG	PROPN
восток	איסט	восток	איסט	N;INAN;NOM;MASC;SG	PROPN
помощь	עזור	помощь	עזור	N;INAN;NOM;FEM;SG	PROPN
помощь	עזרי	помощь	עזר	N;INAN;NOM;FEM;SG	PROPN
постоянно	ברציפות	постоянно	ברציפות	ADV	
постоянно	בקביעות	постоянно	בקביעות	ADV	
постоянно	הקבוע	постоянно	הקבוע	ADV	PROPN
постоянно	קבועה	постоянно	קבוע	ADV	ADJ;FEM;SG
постоянно	קבוע	постоянно	קבוע	ADV	ADJ;MASC;SG
постоянно	לצמיתות	постоянно	לצמיתות	ADV	V
издания	מהדורה	издание	מהדורה	N;INAN;NOM;NEUT;PL	N;FEM;SG
стороне	סייד	сторона	סייד	N;INAN;DAT;FEM;SG	PROPN
стороне	לצד	сторона	לצד	N;INAN;DAT;FEM;SG	ADP
стороне	הצד	сторона	הצד	N;INAN;DAT;FEM;SG	
передачи	שדר	передача	שדר	N;INAN;NOM;FEM;PL	N;MASC;SG
передачи	שידור	передача	שידור	N;INAN;NOM;FEM;PL	N;MASC;SG
передачи	תשדורת	передача	תשדורת	N;INAN;NOM;FEM;PL	N;FEM;SG
зависимости	תלות	зависимость	תלות	N;INAN;NOM;FEM;PL	N;FEM;SG
закон	החוק	закон	החוק	N;INAN;NOM;MASC;SG	
закон	משפטים	закон	משפט	N;INAN;NOM;MASC;SG	N;MASC;PL
сми	מדיה	смотреть	מדיה	N;INAN;NOM;NEUT;PL	N;MASC;SG
сми	תקשורת	смотреть	תקשורת	N;INAN;NOM;NEUT;PL	N;FEM;SG
радио	רדיו	радио	רדיו	N;INAN;NOM;NEUT;SG	
кантон	קנטון	кантон	קנטון	N;INAN;NOM;MASC;SG	PROPN
иностранных	זר	иностранный	זר	ADJ;GEN;PL	ADJ;MASC;SG
иностранных	זרה	иностранный	זרה	ADJ;GEN;PL	
иностранных	זרות	иностранный	זרות	ADJ;GEN;PL	
ответ	תענה	ответ	תענה	N;INAN;NOM;MASC;SG	V;FEM;SG;3;FUT
ответ	ענה	ответ	ענה	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
ответ	התשובה	ответ	התשובה	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST
ответ	השב	ответ	השב	N;INAN;NOM;MASC;SG	
ответ	ans	ответ	ans	N;INAN;NOM;MASC;SG	
цвет	הצבע	цвет	הצבע	N;INAN;NOM;MASC;SG	
комитет	הוועדה	комитет	הוועד	N;INAN;NOM;MASC;SG	PROPN
комитет	הוועד	комитет	הוועד	N;INAN;NOM;MASC;SG	
комплекс	מורכבים	комплекс	מורכב	N;INAN;NOM;MASC;SG	V;MASC;PL;V.PTCP;PASS
комплекс	מורכב	комплекс	מורכב	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
комплекс	מורכבת	комплекс	הורכב	N;INAN;NOM;MASC;SG	V;FEM;SG;V.PTCP;PASS
комплекс	מתחם	комплекс	מתחם	N;INAN;NOM;MASC;SG	PROPN
комплекс	תסביך	комплекс	תסביך	N;INAN;NOM;MASC;SG	PROPN
функции	פונקציה	функция	פונקציה	N;INAN;NOM;FEM;PL	N;FEM;SG
функции	פונקציה	функция	פונקציה	N;INAN;NOM;FEM;PL	N;FEM;SG
функции	מאפיינים	функция	אפיין	N;INAN;NOM;FEM;PL	V;MASC;PL;V.PTCP;ACT
состояние	הסטטוס	состояние	הסטטוס	N;INAN;NOM;NEUT;SG	PROPN
состояние	סטטוס	состояние	סטטוס	N;INAN;NOM;NEUT;SG	
состояние	המדינה	состояние	המדין	N;INAN;NOM;NEUT;SG	V;FEM;SG;3;PST;ACT
состояние	תנאי	состояние	תנאי	N;INAN;NOM;NEUT;SG	
означает	אמצעים	означать	אמצעי	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
означает	אמצעי	означать	אמצע	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
общая	נפוץ	общий	נפוץ	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP;MID
модели	דוגמנית	модель	דוגמנית	N;INAN;NOM;FEM;PL	ADV
модели	מודל	модель	מודל	N;INAN;NOM;FEM;PL	N;MASC;SG
модели	דוגמנית	модель	דוגמנית	N;INAN;NOM;FEM;PL	ADV
модели	דוגמן	модель	דוגמן	N;INAN;NOM;FEM;PL	PROPN
модели	דגם	модель	דגם	N;INAN;NOM;FEM;PL	N;MASC;SG
меньше	פחות	мало	פחות	NUM	ADV
меньше	פחות	мало	פחות	NUM	ADV
климат	האקלים	климат	האקלים	N;INAN;NOM;MASC;SG	N;MASC;PL
животных	בהמות	животное	בהמות	N;ANIM;GEN;NEUT;PL	
сен	סאן	сен	סאן		PROPN
сен	סן	сен	סן		PROPN
сен	הסיין	сен	הסיין		PROPN
сен	הקדוש	сен	הקדוש		PROPN
сен	קדושה	сен	קדוש		PROPN
создать	צרי	создать	צרי	V;PFV;NFIN;ACT	
создать	צור	создать	צור	V;PFV;NFIN;ACT	PROPN
красный	רד	красный	רד	ADJ;NOM;MASC;SG	PROPN
красный	אדומים	красный	אדום	ADJ;NOM;MASC;SG	N;MASC;PL
красный	אדומה	красный	אדום	ADJ;NOM;MASC;SG	N;FEM;SG
конец	סוף	конец	None	N;INAN;NOM;MASC;SG	ADV
конец	סופו	конец	סופה	N;INAN;NOM;MASC;SG	
конец	קץ	конец	קץ	N;INAN;NOM;MASC;SG	
конец	מסתיים	конец	הסתיים	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP
турнир	הטורניר	турнир	הטורניר	N;INAN;NOM;MASC;SG	PROPN
проблема	הבעיה	проблема	הבעיה	N;INAN;NOM;FEM;SG	ADV
проблема	גיליון	проблема	גיליון	N;INAN;NOM;FEM;SG	PROPN
матери	אימהות	мать	אם	N;ANIM;NOM;FEM;SG	N;FEM;PL
матери	אמהות	мать	אם	N;ANIM;NOM;FEM;SG	N;FEM;PL
бой	קרבית	бой	קרבית	N;INAN;NOM;MASC;SG	ADV
бой	קרבי	бой	קרבי	N;INAN;NOM;MASC;SG	PROPN
бой	הילחם	бой	הילחם	N;INAN;NOM;MASC;SG	PROPN
бой	להילחם	бой	נלחם	N;INAN;NOM;MASC;SG	V;NFIN;MID
написать	תכתבי	писать	תכתב	V;PFV;NFIN;ACT	PROPN
написать	כתוב	писать	כתב	V;PFV;NFIN;ACT	
написать	כתבי	писать	כתב	V;PFV;NFIN;ACT	N;PSSD;MASC;PL
внутри	בפנים	внутри	בפנים	ADV	
внутри	בתוכו	внутри	בתוך	ADV	
внутри	בתוך	внутри	בתוך	ADV	ADP
победу	הניצחון	победа	הניצחון	N;INAN;ACC;FEM;SG	PROPN
инкубатор	האינקובטור	инкубатор	האינקובטור	N;INAN;NOM;MASC;SG	PROPN
